permno,start_ticker,end_ticker,canonical_ticker,start_security_name,end_security_name,full_observations,liquidity_observations,invalid_liquidity_rows,delisting_rows,median_close,median_dollar_volume,endpoint_eligible,exclusion_reason,liquidity_rank,selected,decision
84398,SPY,SPY,SPY,SPDR TRUST; ETFNONE; CONS,SPDR S & P 500 E T F TRUST; ETFNONE; CONS,4279,1510,0,0,133.055,2.06299177615e10,true,,1,true,include
90835,EFV,EFV,EFV,ISHARES TRUST; ETFNONE; CONS,ISHARES TRUST; ETFNONE; CONS,4279,1510,0,0,50.105000000000004,6.863488995e6,true,,141,false,exclude_below_top_n
91291,FXB,FXB,FXB,CURRENCYSHARES BRTSH PND STLG TR; ETFNONE; CONS,INVESCO CRRNCYSHRS BRTSH PND ST; ETFNONE; CONS,4279,1510,0,0,157.94,6.3262785e6,true,,142,false,exclude_below_top_n
89994,VFH,VFH,VFH,VANGUARD SECTOR INDEX FUNDS; ETFNONE; CONS,VANGUARD SECTOR INDEX FUNDS; ETFNONE; CONS,4279,1510,0,0,32.345,6.1947855e6,true,,143,false,exclude_below_top_n
91713,DBO,DBO,DBO,POWERSHARES DB MULTI SECT COM TR; ETFNONE; CONS,INVESCO DB MULTI SECT COM TR; ETFNONE; CONS,4279,1510,0,0,26.78,6.08447e6,true,,144,false,exclude_below_top_n
91424,VOT,VOT,VOT,VANGUARD INDEX FUNDS; ETFNONE; CONS,VANGUARD INDEX FUNDS; ETFNONE; CONS,4279,1510,0,0,65.795,5.8394775e6,true,,145,false,exclude_below_top_n
83218,EWL,EWL,EWL,ISHARES INC; ETFNONE; CONS,ISHARES INC; ETFNONE; CONS,4279,1510,0,0,24.605,5.82647085e6,true,,146,false,exclude_below_top_n
92377,DGS,DGS,DGS,WISDOMTREE TRUST; ETFNONE; CONS,WISDOMTREE TRUST; ETFNONE; CONS,4279,1510,0,0,45.879999999999995,5.8023785e6,true,,147,false,exclude_below_top_n
89997,VAW,VAW,VAW,VANGUARD SECTOR INDEX FUNDS; ETFNONE; CONS,VANGUARD SECTOR INDEX FUNDS; ETFNONE; CONS,4279,1510,0,0,81.665,5.791668274999999e6,true,,148,false,exclude_below_top_n
89998,VPU,VPU,VPU,VANGUARD SECTOR INDEX FUNDS; ETFNONE; CONS,VANGUARD SECTOR INDEX FUNDS; ETFNONE; CONS,4279,1510,0,0,74.265,5.775816e6,true,,149,false,exclude_below_top_n
88295,IYJ,IYJ,IYJ,ISHARES TRUST; ETFNONE; CONS,ISHARES TRUST; ETFNONE; CONS,4279,1510,0,0,68.95,5.571301e6,true,,150,false,exclude_below_top_n
89545,FEZ,FEZ,FEZ,SPDR INDEX SHARES FUNDS; ETFNONE; CONS,SPDR INDEX SHARES FUNDS; ETFNONE; CONS,4279,1510,0,0,36.335,5.5256725e6,true,,151,false,exclude_below_top_n
91423,VOE,VOE,VOE,VANGUARD INDEX FUNDS; ETFNONE; CONS,VANGUARD INDEX FUNDS; ETFNONE; CONS,4279,1510,0,0,55.675,5.496221e6,true,,152,false,exclude_below_top_n
91298,FDN,FDN,FDN,FIRST TRUST EXCHANGE TRADED FUND; ETFNONE; CONS,FIRST TRUST EXCHANGE TRADED FUND; ETFNONE; CONS,4279,1510,0,0,35.43,5.2204535e6,true,,153,false,exclude_below_top_n
83219,EWD,EWD,EWD,ISHARES INC; ETFNONE; CONS,ISHARES INC; ETFNONE; CONS,4279,1510,0,0,28.82,5.120084e6,true,,154,false,exclude_below_top_n
88296,IYH,IYH,IYH,ISHARES TRUST; ETFNONE; CONS,ISHARES TRUST; ETFNONE; CONS,4279,1510,0,0,74.24000000000001,5.094638e6,true,,155,false,exclude_below_top_n
89995,VHT,VHT,VHT,VANGUARD SECTOR INDEX FUNDS; ETFNONE; CONS,VANGUARD SECTOR INDEX FUNDS; ETFNONE; CONS,4279,1510,0,0,64.17,5.0598475e6,true,,156,false,exclude_below_top_n
88297,IYG,IYG,IYG,ISHARES TRUST; ETFNONE; CONS,ISHARES TRUST; ETFNONE; CONS,4279,1510,0,0,56.24,5.033845e6,true,,157,false,exclude_below_top_n
90837,EFG,EFG,EFG,ISHARES TRUST; ETFNONE; CONS,ISHARES TRUST; ETFNONE; CONS,4279,1510,0,0,58.15,5.031661e6,true,,158,false,exclude_below_top_n
91530,SLX,SLX,SLX,MARKET VECTORS E T F TRUST; ETFNONE; CONS,VANECK E T F TRUST; ETFNONE; CONS,4279,1510,0,0,48.394999999999996,5.001424e6,true,,159,false,exclude_below_top_n
83209,EWO,EWO,EWO,ISHARES INC; ETFNONE; CONS,ISHARES INC; ETFNONE; CONS,4279,1510,0,0,18.01,1.4181825e6,false,dollar_volume_floor,0,false,exclude_ineligible
83210,EWK,EWK,EWK,ISHARES INC; ETFNONE; CONS,ISHARES INC; ETFNONE; CONS,4279,1510,0,0,13.17,849020.56,false,dollar_volume_floor,0,false,exclude_ineligible
83222,EWN,EWN,EWN,ISHARES INC; ETFNONE; CONS,ISHARES INC; ETFNONE; CONS,4279,1510,0,0,20.39,1.7652783e6,false,dollar_volume_floor,0,false,exclude_ineligible
88291,IYC,IYC,IYC,ISHARES TRUST; ETFNONE; CONS,ISHARES TRUST; ETFNONE; CONS,4279,1510,0,0,74.015,2.618357715e6,false,dollar_volume_floor,0,false,exclude_ineligible
88292,IDU,IDU,IDU,ISHARES TRUST; ETFNONE; CONS,ISHARES TRUST; ETFNONE; CONS,4279,1510,0,0,85.32,4.999484e6,false,dollar_volume_floor,0,false,exclude_ineligible
88299,IYK,IYK,IYK,ISHARES TRUST; ETFNONE; CONS,ISHARES TRUST; ETFNONE; CONS,4279,1510,0,0,69.53999999999999,1.67121e6,false,dollar_volume_floor,0,false,exclude_ineligible
88302,IYY,IYY,IYY,ISHARES TRUST; ETFNONE; CONS,ISHARES TRUST; ETFNONE; CONS,4279,1510,0,0,66.995,2.3496035e6,false,dollar_volume_floor,0,false,exclude_ineligible
88402,IWW,IUSV,IUSV,ISHARES TRUST; ETFNONE; CONS,ISHARES TRUST; ETFNONE; CONS,4279,1510,0,0,88.92,1.7088734500000002e6,false,unapproved_ticker_change;dollar_volume_floor,0,false,exclude_ineligible
88403,IWZ,IUSG,IUSG,ISHARES TRUST; ETFNONE; CONS,ISHARES TRUST; ETFNONE; CONS,4279,1510,0,0,50.295,1.26200592e6,false,unapproved_ticker_change;dollar_volume_floor,0,false,exclude_ineligible
88604,ELG,SPYG,SPYG,SPDR SERIES TRUST; ETFNONE; CONS,SPDR SERIES TRUST; ETFNONE; CONS,4279,1510,0,0,60.811,754905.45,false,unapproved_ticker_change;dollar_volume_floor,0,false,exclude_ineligible
88606,ELV,SPYV,SPYV,SPDR SERIES TRUST; ETFNONE; CONS,SPDR SERIES TRUST; ETFNONE; CONS,4279,1510,0,0,67.707,367773.0,false,unapproved_ticker_change;dollar_volume_floor,0,false,exclude_ineligible
88607,DSG,SLYG,SLYG,SPDR SERIES TRUST; ETFNONE; CONS,SPDR SERIES TRUST; ETFNONE; CONS,4279,1510,0,0,118.3595,813314.55,false,unapproved_ticker_change;dollar_volume_floor,0,false,exclude_ineligible
88608,DSV,SLYV,SLYV,SPDR SERIES TRUST; ETFNONE; CONS,SPDR SERIES TRUST; ETFNONE; CONS,4279,1510,0,0,71.275,592930.365,false,unapproved_ticker_change;dollar_volume_floor,0,false,exclude_ineligible
88609,DGT,DGT,DGT,SPDR SERIES TRUST; ETFNONE; CONS,SPDR SERIES TRUST; ETFNONE; CONS,4279,1510,0,0,56.723,243369.5,false,dollar_volume_floor,0,false,exclude_ineligible
88610,MTK,XNTK,XNTK,SPDR SERIES TRUST; ETFNONE; CONS,SPDR SERIES TRUST; ETFNONE; CONS,4279,1510,0,0,66.1,387886.02300000004,false,unapproved_ticker_change;dollar_volume_floor,0,false,exclude_ineligible
88678,TMW,SPTM,SPTM,SPDR SERIES TRUST; ETFNONE; CONS,SPDR SERIES TRUST; ETFNONE; CONS,4279,1510,0,0,99.58005,363939.0,false,unapproved_ticker_change;dollar_volume_floor,0,false,exclude_ineligible
88854,IOO,IOO,IOO,ISHARES TRUST; ETFNONE; CONS,ISHARES TRUST; ETFNONE; CONS,4279,1510,0,0,62.295,4.36608e6,false,dollar_volume_floor,0,false,exclude_ineligible
88927,IGM,IGM,IGM,ISHARES TRUST; ETFNONE; CONS,ISHARES TRUST; ETFNONE; CONS,4279,1510,0,0,63.894999999999996,2.03736112e6,false,dollar_volume_floor,0,false,exclude_ineligible
89060,IGV,IGV,IGV,ISHARES TRUST; ETFNONE; CONS,ISHARES TRUST; ETFNONE; CONS,4279,1510,0,0,60.93,3.432208e6,false,dollar_volume_floor,0,false,exclude_ineligible
89061,IGW,SOXX,SOXX,ISHARES TRUST; ETFNONE; CONS,ISHARES TRUST; ETFNONE; CONS,4279,1510,0,0,53.891099999999994,9.766266805e6,false,unapproved_ticker_change,0,false,exclude_ineligible
89062,IGN,IDGT,IDGT,ISHARES TRUST; ETFNONE; CONS,ISHARES TRUST; ETFNONE; CONS,4279,1510,0,0,29.14,965467.71,false,unapproved_ticker_change;dollar_volume_floor,0,false,exclude_ineligible
89189,ITF,JPXN,JPXN,ISHARES TRUST; ETFNONE; CONS,ISHARES TRUST; ETFNONE; CONS,4279,1510,0,0,43.49,308516.0,false,unapproved_ticker_change;dollar_volume_floor,0,false,exclude_ineligible
89231,IXP,IXP,IXP,ISHARES TRUST; ETFNONE; CONS,ISHARES TRUST; ETFNONE; CONS,4279,1510,0,0,58.26,2.1821257e6,false,dollar_volume_floor,0,false,exclude_ineligible
89232,IXN,IXN,IXN,ISHARES TRUST; ETFNONE; CONS,ISHARES TRUST; ETFNONE; CONS,4279,1510,0,0,63.375,2.205824e6,false,dollar_volume_floor,0,false,exclude_ineligible
89233,IXJ,IXJ,IXJ,ISHARES TRUST; ETFNONE; CONS,ISHARES TRUST; ETFNONE; CONS,4279,1510,0,0,57.94,2.6528978200000003e6,false,dollar_volume_floor,0,false,exclude_ineligible
89234,IXG,IXG,IXG,ISHARES TRUST; ETFNONE; CONS,ISHARES TRUST; ETFNONE; CONS,4279,1510,0,0,45.70705,1.6568208154e6,false,dollar_volume_floor,0,false,exclude_ineligible
89235,IXC,IXC,IXC,ISHARES TRUST; ETFNONE; CONS,ISHARES TRUST; ETFNONE; CONS,4279,1510,0,0,38.71,4.79396e6,false,dollar_volume_floor,0,false,exclude_ineligible
89543,FEU,SPEU,SPEU,SPDR INDEX SHARES FUNDS; ETFNONE; CONS,SPDR INDEX SHARES FUNDS; ETFNONE; CONS,4279,1510,0,0,34.165,269317.03500000003,false,unapproved_ticker_change;dollar_volume_floor,0,false,exclude_ineligible
89748,PWC,BMVP,BMVP,POWERSHARES E T F TRUST; ETFNONE; CONS,INVESCO E T F TRUST; ETFNONE; CONS,4279,1510,0,0,45.7726,422298.0,false,unapproved_ticker_change;dollar_volume_floor,0,false,exclude_ineligible
89807,FVD,FVD,FVD,FIRST TRUST EXCHANGE TRADED FUND; ETFNONE; CONS,FIRST TRUST EXCHANGE TRADED FUND; ETFNONE; CONS,4279,1510,0,0,16.26,1.5261377999999998e6,false,dollar_volume_floor,0,false,exclude_ineligible
89869,ONEQ,ONEQ,ONEQ,FIDELITY COMMONWEALTH TRUST; ETFNONE; CONS,FIDELITY COMMONWEALTH TRUST; ETFNONE; CONS,4279,1510,0,0,111.15350000000001,1.2066267000000002e6,false,dollar_volume_floor,0,false,exclude_ineligible
89988,ISI,ITOT,ITOT,ISHARES TRUST; ETFNONE; CONS,ISHARES TRUST; ETFNONE; CONS,4279,1510,0,0,60.5995,1.6310615e6,false,unapproved_ticker_change;dollar_volume_floor,0,false,exclude_ineligible
89992,VCR,VCR,VCR,VANGUARD SECTOR INDEX FUNDS; ETFNONE; CONS,VANGUARD SECTOR INDEX FUNDS; ETFNONE; CONS,4279,1510,0,0,65.745,4.1724645e6,false,dollar_volume_floor,0,false,exclude_ineligible
89993,VDC,VDC,VDC,VANGUARD SECTOR INDEX FUNDS; ETFNONE; CONS,VANGUARD SECTOR INDEX FUNDS; ETFNONE; CONS,4279,1510,0,0,81.275,4.860750195e6,false,dollar_volume_floor,0,false,exclude_ineligible
90256,JKE,ILCG,ILCG,ISHARES TRUST; ETFNONE; CONS,ISHARES TRUST; ETFNONE; CONS,4279,1510,0,0,69.504,1.4020261041e6,false,unapproved_ticker_change;dollar_volume_floor,0,false,exclude_ineligible
90257,JKD,ILCB,ILCB,ISHARES TRUST; ETFNONE; CONS,ISHARES TRUST; ETFNONE; CONS,4279,1510,0,0,74.99000000000001,1.1138578e6,false,unapproved_ticker_change;dollar_volume_floor,0,false,exclude_ineligible
90258,JKF,ILCV,ILCV,ISHARES TRUST; ETFNONE; CONS,ISHARES TRUST; ETFNONE; CONS,4279,1510,0,0,61.9902,685755.78,false,unapproved_ticker_change;dollar_volume_floor,0,false,exclude_ineligible
90259,JKG,IMCB,IMCB,ISHARES TRUST; ETFNONE; CONS,ISHARES TRUST; ETFNONE; CONS,4279,1510,0,0,91.24745,574980.815,false,unapproved_ticker_change;dollar_volume_floor,0,false,exclude_ineligible
90260,JKH,IMCG,IMCG,ISHARES TRUST; ETFNONE; CONS,ISHARES TRUST; ETFNONE; CONS,4279,1510,0,0,102.76859999999999,617273.0,false,unapproved_ticker_change;dollar_volume_floor,0,false,exclude_ineligible
90261,JKI,IMCV,IMCV,ISHARES TRUST; ETFNONE; CONS,ISHARES TRUST; ETFNONE; CONS,4279,1510,0,0,77.98005,403592.0,false,unapproved_ticker_change;dollar_volume_floor,0,false,exclude_ineligible
90263,JKJ,ISCB,ISCB,ISHARES TRUST; ETFNONE; CONS,ISHARES TRUST; ETFNONE; CONS,4279,1510,0,0,91.62075,646134.5,false,unapproved_ticker_change;dollar_volume_floor,0,false,exclude_ineligible
90264,JKK,ISCG,ISCG,ISHARES TRUST; ETFNONE; CONS,ISHARES TRUST; ETFNONE; CONS,4279,1510,0,0,89.48085,457246.74,false,unapproved_ticker_change;dollar_volume_floor,0,false,exclude_ineligible
90265,JKL,ISCV,ISCV,ISHARES TRUST; ETFNONE; CONS,ISHARES TRUST; ETFNONE; CONS,4279,1510,0,0,85.16,1.000286e6,false,unapproved_ticker_change;dollar_volume_floor,0,false,exclude_ineligible
90348,VIS,VIS,VIS,VANGUARD SECTOR INDEX FUNDS; ETFNONE; CONS,VANGUARD SECTOR INDEX FUNDS; ETFNONE; CONS,4279,1510,0,0,67.58,4.199875e6,false,dollar_volume_floor,0,false,exclude_ineligible
90349,VOX,VOX,VOX,VANGUARD SECTOR INDEX FUNDS; ETFNONE; CONS,VANGUARD SECTOR INDEX FUNDS; ETFNONE; CONS,4279,1510,0,0,66.18,2.2097175e6,false,dollar_volume_floor,0,false,exclude_ineligible
90511,PEY,PEY,PEY,POWERSHARES E T F TRUST; ETFNONE; CONS,INVESCO E T F TRUST; ETFNONE; CONS,4279,1510,0,0,9.065000000000001,1.12886587e6,false,dollar_volume_floor,0,false,exclude_ineligible
90512,PGJ,PGJ,PGJ,POWERSHARES E T F TRUST; ETFNONE; CONS,INVESCO E T F TRUST; ETFNONE; CONS,4279,1510,0,0,23.65,1.8193205e6,false,dollar_volume_floor,0,false,exclude_ineligible
90526,KLD,SUSA,SUSA,ISHARES TRUST; ETFNONE; CONS,ISHARES TRUST; ETFNONE; CONS,4279,1510,0,0,57.42,347334.39999999997,false,unapproved_ticker_change;dollar_volume_floor,0,false,exclude_ineligible
90618,PBW,PBW,PBW,POWERSHARES E T F TRUST; ETFNONE; CONS,INVESCO E T F TRUST; ETFNONE; CONS,4279,1510,0,0,6.73,2.216984e6,false,dollar_volume_floor,0,false,exclude_ineligible
90619,PWB,PWB,PWB,POWERSHARES E T F TRUST; ETFNONE; CONS,INVESCO E T F TRUST; ETFNONE; CONS,4279,1510,0,0,17.295499999999997,642854.52,false,dollar_volume_floor,0,false,exclude_ineligible
90620,PWV,PWV,PWV,POWERSHARES E T F TRUST; ETFNONE; CONS,INVESCO E T F TRUST; ETFNONE; CONS,4279,1510,0,0,19.922,1.864591454e6,false,dollar_volume_floor,0,false,exclude_ineligible
90621,PWJ,XMMO,XMMO,POWERSHARES E T F TRUST; ETFNONE; CONS,INVESCO E T F TRUST; ETFNONE; CONS,4279,1510,0,0,22.063200000000002,230586.5,false,unapproved_ticker_change;dollar_volume_floor,0,false,exclude_ineligible
90622,PWY,XSVM,XSVM,POWERSHARES E T F TRUST; ETFNONE; CONS,INVESCO E T F TRUST; ETFNONE; CONS,4279,1510,0,0,15.929,193712.0,false,unapproved_ticker_change;dollar_volume_floor,0,false,exclude_ineligible
90623,PWT,XSMO,XSMO,POWERSHARES E T F TRUST; ETFNONE; CONS,INVESCO E T F TRUST; ETFNONE; CONS,4279,1510,0,0,17.145,80863.36499999999,false,unapproved_ticker_change;dollar_volume_floor,0,false,exclude_ineligible
90624,PWP,XMVM,XMVM,POWERSHARES E T F TRUST; ETFNONE; CONS,INVESCO E T F TRUST; ETFNONE; CONS,4279,1510,0,0,16.47625,95670.0,false,unapproved_ticker_change;dollar_volume_floor,0,false,exclude_ineligible
90765,PEJ,PEJ,PEJ,POWERSHARES E T F TRUST; ETFNONE; CONS,INVESCO E T F TRUST; ETFNONE; CONS,4279,1510,0,0,19.788,550841.5,false,dollar_volume_floor,0,false,exclude_ineligible
90766,PSJ,IGPT,IGPT,POWERSHARES E T F TRUST; ETFNONE; CONS,INVESCO E T F TRUST; ETFNONE; CONS,4279,1510,0,0,26.059,194619.3,false,unapproved_ticker_change;dollar_volume_floor,0,false,exclude_ineligible
90767,PSI,PSI,PSI,POWERSHARES E T F TRUST; ETFNONE; CONS,INVESCO E T F TRUST; ETFNONE; CONS,4279,1510,0,0,14.99,160140.22,false,dollar_volume_floor,0,false,exclude_ineligible
90768,PJP,PJP,PJP,POWERSHARES E T F TRUST; ETFNONE; CONS,INVESCO E T F TRUST; ETFNONE; CONS,4279,1510,0,0,28.25,1.95274e6,false,dollar_volume_floor,0,false,exclude_ineligible
90769,PXQ,KNCT,KNCT,POWERSHARES E T F TRUST; ETFNONE; CONS,INVESCO E T F TRUST; ETFNONE; CONS,4279,1510,0,0,25.347,298455.0,false,unapproved_ticker_change;dollar_volume_floor,0,false,exclude_ineligible
90770,PBS,GGME,GGME,POWERSHARES E T F TRUST; ETFNONE; CONS,INVESCO E T F TRUST; ETFNONE; CONS,4279,1510,0,0,14.7,735964.5,false,unapproved_ticker_change;dollar_volume_floor,0,false,exclude_ineligible
90771,PBJ,PBJ,PBJ,POWERSHARES E T F TRUST; ETFNONE; CONS,INVESCO E T F TRUST; ETFNONE; CONS,4279,1510,0,0,19.5,562092.0,false,dollar_volume_floor,0,false,exclude_ineligible
90773,PBE,PBE,PBE,POWERSHARES E T F TRUST; ETFNONE; CONS,INVESCO E T F TRUST; ETFNONE; CONS,4279,1510,0,0,22.04,827822.0,false,dollar_volume_floor,0,false,exclude_ineligible
90834,IWC,IWC,IWC,ISHARES TRUST; ETFNONE; CONS,ISHARES TRUST; ETFNONE; CONS,4279,1510,0,0,50.144999999999996,4.9787045e6,false,dollar_volume_floor,0,false,exclude_ineligible
90884,FDM,FDM,FDM,FIRST TRUST EXCHANGE TRADED FUND; ETFNONE; CONS,FIRST TRUST EXCHANGE TRADED FUND; ETFNONE; CONS,4279,1510,0,0,21.875,232087.5,false,dollar_volume_floor,0,false,exclude_ineligible
90890,PID,PID,PID,POWERSHARES E T F TRUST; ETFNONE; CONS,INVESCO E T F TRUST; ETFNONE; CONS,4279,1510,0,0,15.3,2.349235e6,false,dollar_volume_floor,0,false,exclude_ineligible
90892,PFM,PFM,PFM,POWERSHARES E T F TRUST; ETFNONE; CONS,INVESCO E T F TRUST; ETFNONE; CONS,4279,1510,0,0,15.13785,844549.5,false,dollar_volume_floor,0,false,exclude_ineligible
90928,PUI,PUI,PUI,POWERSHARES E T F TRUST; ETFNONE; CONS,INVESCO E T F TRUST; ETFNONE; CONS,4279,1510,0,0,16.58,127284.5,false,dollar_volume_floor,0,false,exclude_ineligible
90930,PXJ,PXJ,PXJ,POWERSHARES E T F TRUST; ETFNONE; CONS,INVESCO E T F TRUST; ETFNONE; CONS,4279,1510,0,0,20.66,914126.0,false,dollar_volume_floor,0,false,exclude_ineligible
90934,PXE,PXE,PXE,POWERSHARES E T F TRUST; ETFNONE; CONS,INVESCO E T F TRUST; ETFNONE; CONS,4279,1510,0,0,24.755000000000003,517278.0,false,dollar_volume_floor,0,false,exclude_ineligible
90935,PKB,PKB,PKB,POWERSHARES E T F TRUST; ETFNONE; CONS,INVESCO E T F TRUST; ETFNONE; CONS,4279,1510,0,0,13.65,314935.56999999995,false,dollar_volume_floor,0,false,exclude_ineligible
90936,PPA,PPA,PPA,POWERSHARES E T F TRUST; ETFNONE; CONS,INVESCO E T F TRUST; ETFNONE; CONS,4279,1510,0,0,19.66,530381.9450000001,false,dollar_volume_floor,0,false,exclude_ineligible
91002,KCE,KCE,KCE,SPDR SERIES TRUST; ETFNONE; CONS,SPDR SERIES TRUST; ETFNONE; CONS,4279,1510,0,0,36.370000000000005,1.037255e6,false,dollar_volume_floor,0,false,exclude_ineligible
91007,EMG,MDYG,MDYG,SPDR SERIES TRUST; ETFNONE; CONS,SPDR SERIES TRUST; ETFNONE; CONS,4279,1510,0,0,79.94999999999999,352052.68279999995,false,unapproved_ticker_change;dollar_volume_floor,0,false,exclude_ineligible
91008,EMV,MDYV,MDYV,SPDR SERIES TRUST; ETFNONE; CONS,SPDR SERIES TRUST; ETFNONE; CONS,4279,1510,0,0,56.48435,121200.0,false,unapproved_ticker_change;dollar_volume_floor,0,false,exclude_ineligible
91009,EMM,SPMD,SPMD,SPDR SERIES TRUST; ETFNONE; CONS,SPDR SERIES TRUST; ETFNONE; CONS,4279,1510,0,0,62.795500000000004,220071.8975,false,unapproved_ticker_change;dollar_volume_floor,0,false,exclude_ineligible
91010,ELR,SPLG,SPLG,SPDR SERIES TRUST; ETFNONE; CONS,SPDR SERIES TRUST; ETFNONE; CONS,4279,1510,0,0,62.4,74628.5,false,unapproved_ticker_change;dollar_volume_floor,0,false,exclude_ineligible
91052,PHO,PHO,PHO,POWERSHARES E T F TRUST; ETFNONE; CONS,INVESCO E T F TRUST; ETFNONE; CONS,4279,1510,0,0,18.96,3.123648e6,false,dollar_volume_floor,0,false,exclude_ineligible
91053,PRF,PRF,PRF,POWERSHARES E T F TRUST; ETFNONE; CONS,INVESCO E T F TRUST; ETFNONE; CONS,4279,1510,0,0,58.32,4.70952e6,false,dollar_volume_floor,0,false,exclude_ineligible
91055,PIV,SPHQ,SPHQ,POWERSHARES E T F TRUST; ETFNONE; CONS,INVESCO E T F TRUST; ETFNONE; CONS,4279,1510,0,0,14.57,513396.0,false,unapproved_ticker_change;dollar_volume_floor,0,false,exclude_ineligible
91122,XSD,XSD,XSD,SPDR SERIES TRUST; ETFNONE; CONS,SPDR SERIES TRUST; ETFNONE; CONS,4279,1510,0,0,48.575,2.4615255e6,false,dollar_volume_floor,0,false,exclude_ineligible
91137,FDL,FDL,FDL,FIRST TRUST EXCHANGE TRADED FUND; ETFNONE; CONS,FIRST TRUST EXCHANGE TRADED FUND; ETFNONE; CONS,4279,1510,0,0,17.31,2.038861725e6,false,dollar_volume_floor,0,false,exclude_ineligible
91181,QQEW,QQEW,QQEW,FIRST TRUST EXCHANGE TRADED FUND; ETFNONE; CONS,FIRST TRUST EXCHANGE TRADED FUND; ETFNONE; CONS,4279,1510,0,0,25.0366,732567.132,false,dollar_volume_floor,0,false,exclude_ineligible
91182,QTEC,QTEC,QTEC,FIRST TRUST EXCHANGE TRADED FUND; ETFNONE; CONS,FIRST TRUST EXCHANGE TRADED FUND; ETFNONE; CONS,4279,1510,0,0,25.805,1.31436466e6,false,dollar_volume_floor,0,false,exclude_ineligible
91197,FPX,FPX,FPX,FIRST TRUST E T F; ETFNONE; CONS,FIRST TRUST E T F; ETFNONE; CONS,4279,1510,0,0,25.865000000000002,125668.8,false,dollar_volume_floor,0,false,exclude_ineligible
91221,ITA,ITA,ITA,ISHARES TRUST; ETFNONE; CONS,ISHARES TRUST; ETFNONE; CONS,4279,1510,0,0,63.54505,1.3710185e6,false,dollar_volume_floor,0,false,exclude_ineligible
91222,IAT,IAT,IAT,ISHARES TRUST; ETFNONE; CONS,ISHARES TRUST; ETFNONE; CONS,4279,1510,0,0,24.165,1.5028165e6,false,dollar_volume_floor,0,false,exclude_ineligible
91223,IAK,IAK,IAK,ISHARES TRUST; ETFNONE; CONS,ISHARES TRUST; ETFNONE; CONS,4279,1510,0,0,31.396,527472.0,false,dollar_volume_floor,0,false,exclude_ineligible
91224,IAI,IAI,IAI,ISHARES TRUST; ETFNONE; CONS,ISHARES TRUST; ETFNONE; CONS,4279,1510,0,0,27.22,1.9076805e6,false,dollar_volume_floor,0,false,exclude_ineligible
91225,IHI,IHI,IHI,ISHARES TRUST; ETFNONE; CONS,ISHARES TRUST; ETFNONE; CONS,4279,1510,0,0,64.935,2.72757e6,false,dollar_volume_floor,0,false,exclude_ineligible
91226,IHF,IHF,IHF,ISHARES TRUST; ETFNONE; CONS,ISHARES TRUST; ETFNONE; CONS,4279,1510,0,0,62.945,2.6906093049999997e6,false,dollar_volume_floor,0,false,exclude_ineligible
91227,IHE,IHE,IHE,ISHARES TRUST; ETFNONE; CONS,ISHARES TRUST; ETFNONE; CONS,4279,1510,0,0,76.49000000000001,1.810623e6,false,dollar_volume_floor,0,false,exclude_ineligible
91293,FXF,FXF,FXF,CURRENCYSHARES SWISS FRANC TRUST; ETFNONE; CONS,INVESCO CURRENCYSHARES SWISS FR; ETFNONE; CONS,4279,1510,0,0,104.3828,4.073574e6,false,dollar_volume_floor,0,false,exclude_ineligible
91297,FBT,FBT,FBT,FIRST TRUST EXCHANGE TRADED FUND; ETFNONE; CONS,FIRST TRUST EXCHANGE TRADED FUND; ETFNONE; CONS,4279,1510,0,0,41.754999999999995,2.898803e6,false,dollar_volume_floor,0,false,exclude_ineligible
91307,SSO,SSO,SSO,PROSHARES TRUST; ETFNONE; CONS,PROSHARES TRUST; ETFNONE; CONS,4279,1510,0,0,53.010000000000005,5.747173235e8,false,complex_product_keyword:PROSHARES,0,false,exclude_ineligible
91308,QLD,QLD,QLD,PROSHARES TRUST; ETFNONE; CONS,PROSHARES TRUST; ETFNONE; CONS,4279,1510,0,0,72.08500000000001,2.998706375e8,false,complex_product_keyword:PROSHARES,0,false,exclude_ineligible
91309,DDM,DDM,DDM,PROSHARES TRUST; ETFNONE; CONS,PROSHARES TRUST; ETFNONE; CONS,4279,1510,0,0,64.07,5.234047e7,false,complex_product_keyword:PROSHARES,0,false,exclude_ineligible
91310,MVV,MVV,MVV,PROSHARES TRUST; ETFNONE; CONS,PROSHARES TRUST; ETFNONE; CONS,4279,1510,0,0,64.595,1.114612e7,false,complex_product_keyword:PROSHARES,0,false,exclude_ineligible
91311,SH,SH,SH,PROSHARES TRUST; ETFNONE; CONS,PROSHARES TRUST; ETFNONE; CONS,4279,1510,0,0,39.924499999999995,1.0903606850000001e8,false,complex_product_keyword:PROSHARES,0,false,exclude_ineligible
91312,PSQ,PSQ,PSQ,PROSHARES TRUST; ETFNONE; CONS,PROSHARES TRUST; ETFNONE; CONS,4279,1510,0,0,31.270000000000003,1.464272156e7,false,complex_product_keyword:PROSHARES,0,false,exclude_ineligible
91313,DOG,DOG,DOG,PROSHARES TRUST; ETFNONE; CONS,PROSHARES TRUST; ETFNONE; CONS,4279,1510,0,0,38.575,1.68489225e7,false,complex_product_keyword:PROSHARES,0,false,exclude_ineligible
