instance_id,phase,analysis_included,family,generator_id,replicate_id,strategy_count,tagged_requirement_count,frontier_row_count,module_row_count,coverage_density_level,module_overlap_level,bundle_prevalence_level,unique_carrier_frequency_level,weight_dispersion_level,frontier_module_correlation_level,mechanism,mechanism_parameter,seed_id,exact_enumeration_required,exact_dp_required,mip_required
V2-B-N192-R032-C11-X02,final,true,structured,structured-tagged-incidence-v1,2,192,32,8,24,three_eighths,low_clustered,one_eighth,one_eighth,low_1_to_3,positive_aligned,none,none,SEED-V2-B-N192-R032-C11-X02,false,false,true
V2-B-N192-R032-C12-X01,final,true,structured,structured-tagged-incidence-v1,1,192,32,16,16,three_eighths,low_clustered,one_eighth,zero,high_powers_of_two,independent,none,none,SEED-V2-B-N192-R032-C12-X01,false,false,true
V2-B-N192-R032-C12-X02,final,true,structured,structured-tagged-incidence-v1,2,192,32,16,16,three_eighths,low_clustered,one_eighth,zero,high_powers_of_two,independent,none,none,SEED-V2-B-N192-R032-C12-X02,false,false,true
V2-B-N192-R032-C13-X01,final,true,structured,structured-tagged-incidence-v1,1,192,32,8,24,one_eighth,high_clustered,one_eighth,zero,high_powers_of_two,positive_aligned,none,none,SEED-V2-B-N192-R032-C13-X01,false,false,true
V2-B-N192-R032-C13-X02,final,true,structured,structured-tagged-incidence-v1,2,192,32,8,24,one_eighth,high_clustered,one_eighth,zero,high_powers_of_two,positive_aligned,none,none,SEED-V2-B-N192-R032-C13-X02,false,false,true
V2-B-N192-R032-C14-X01,final,true,structured,structured-tagged-incidence-v1,1,192,32,16,16,one_eighth,high_clustered,one_eighth,one_eighth,low_1_to_3,independent,none,none,SEED-V2-B-N192-R032-C14-X01,false,false,true
V2-B-N192-R032-C14-X02,final,true,structured,structured-tagged-incidence-v1,2,192,32,16,16,one_eighth,high_clustered,one_eighth,one_eighth,low_1_to_3,independent,none,none,SEED-V2-B-N192-R032-C14-X02,false,false,true
V2-B-N192-R032-C15-X01,final,true,structured,structured-tagged-incidence-v1,1,192,32,8,24,three_eighths,high_clustered,one_eighth,one_eighth,high_powers_of_two,positive_aligned,none,none,SEED-V2-B-N192-R032-C15-X01,false,false,true
V2-B-N192-R032-C15-X02,final,true,structured,structured-tagged-incidence-v1,2,192,32,8,24,three_eighths,high_clustered,one_eighth,one_eighth,high_powers_of_two,positive_aligned,none,none,SEED-V2-B-N192-R032-C15-X02,false,false,true
V2-B-N192-R032-C16-X01,final,true,structured,structured-tagged-incidence-v1,1,192,32,16,16,three_eighths,high_clustered,one_eighth,zero,low_1_to_3,independent,none,none,SEED-V2-B-N192-R032-C16-X01,false,false,true
V2-B-N192-R032-C16-X02,final,true,structured,structured-tagged-incidence-v1,2,192,32,16,16,three_eighths,high_clustered,one_eighth,zero,low_1_to_3,independent,none,none,SEED-V2-B-N192-R032-C16-X02,false,false,true
V2-B-N192-R064-C01-X01,final,true,structured,structured-tagged-incidence-v1,1,192,64,16,48,one_eighth,low_clustered,zero,zero,low_1_to_3,independent,none,none,SEED-V2-B-N192-R064-C01-X01,false,false,true
V2-B-N192-R064-C01-X02,final,true,structured,structured-tagged-incidence-v1,2,192,64,16,48,one_eighth,low_clustered,zero,zero,low_1_to_3,independent,none,none,SEED-V2-B-N192-R064-C01-X02,false,false,true
V2-B-N192-R064-C02-X01,final,true,structured,structured-tagged-incidence-v1,1,192,64,32,32,one_eighth,low_clustered,zero,one_eighth,high_powers_of_two,positive_aligned,none,none,SEED-V2-B-N192-R064-C02-X01,false,false,true
V2-B-N192-R064-C02-X02,final,true,structured,structured-tagged-incidence-v1,2,192,64,32,32,one_eighth,low_clustered,zero,one_eighth,high_powers_of_two,positive_aligned,none,none,SEED-V2-B-N192-R064-C02-X02,false,false,true
V2-B-N192-R064-C03-X01,final,true,structured,structured-tagged-incidence-v1,1,192,64,16,48,three_eighths,low_clustered,zero,one_eighth,low_1_to_3,independent,none,none,SEED-V2-B-N192-R064-C03-X01,false,false,true
V2-B-N192-R064-C03-X02,final,true,structured,structured-tagged-incidence-v1,2,192,64,16,48,three_eighths,low_clustered,zero,one_eighth,low_1_to_3,independent,none,none,SEED-V2-B-N192-R064-C03-X02,false,false,true
V2-B-N192-R064-C04-X01,final,true,structured,structured-tagged-incidence-v1,1,192,64,32,32,three_eighths,low_clustered,zero,zero,high_powers_of_two,positive_aligned,none,none,SEED-V2-B-N192-R064-C04-X01,false,false,true
V2-B-N192-R064-C04-X02,final,true,structured,structured-tagged-incidence-v1,2,192,64,32,32,three_eighths,low_clustered,zero,zero,high_powers_of_two,positive_aligned,none,none,SEED-V2-B-N192-R064-C04-X02,false,false,true
V2-B-N192-R064-C05-X01,final,true,structured,structured-tagged-incidence-v1,1,192,64,16,48,one_eighth,high_clustered,zero,zero,high_powers_of_two,independent,none,none,SEED-V2-B-N192-R064-C05-X01,false,false,true
V2-B-N192-R064-C05-X02,final,true,structured,structured-tagged-incidence-v1,2,192,64,16,48,one_eighth,high_clustered,zero,zero,high_powers_of_two,independent,none,none,SEED-V2-B-N192-R064-C05-X02,false,false,true
V2-B-N192-R064-C06-X01,final,true,structured,structured-tagged-incidence-v1,1,192,64,32,32,one_eighth,high_clustered,zero,one_eighth,low_1_to_3,positive_aligned,none,none,SEED-V2-B-N192-R064-C06-X01,false,false,true
V2-B-N192-R064-C06-X02,final,true,structured,structured-tagged-incidence-v1,2,192,64,32,32,one_eighth,high_clustered,zero,one_eighth,low_1_to_3,positive_aligned,none,none,SEED-V2-B-N192-R064-C06-X02,false,false,true
V2-B-N192-R064-C07-X01,final,true,structured,structured-tagged-incidence-v1,1,192,64,16,48,three_eighths,high_clustered,zero,one_eighth,high_powers_of_two,independent,none,none,SEED-V2-B-N192-R064-C07-X01,false,false,true
V2-B-N192-R064-C07-X02,final,true,structured,structured-tagged-incidence-v1,2,192,64,16,48,three_eighths,high_clustered,zero,one_eighth,high_powers_of_two,independent,none,none,SEED-V2-B-N192-R064-C07-X02,false,false,true
V2-B-N192-R064-C08-X01,final,true,structured,structured-tagged-incidence-v1,1,192,64,32,32,three_eighths,high_clustered,zero,zero,low_1_to_3,positive_aligned,none,none,SEED-V2-B-N192-R064-C08-X01,false,false,true
V2-B-N192-R064-C08-X02,final,true,structured,structured-tagged-incidence-v1,2,192,64,32,32,three_eighths,high_clustered,zero,zero,low_1_to_3,positive_aligned,none,none,SEED-V2-B-N192-R064-C08-X02,false,false,true
V2-B-N192-R064-C09-X01,final,true,structured,structured-tagged-incidence-v1,1,192,64,16,48,one_eighth,low_clustered,one_eighth,zero,low_1_to_3,positive_aligned,none,none,SEED-V2-B-N192-R064-C09-X01,false,false,true
V2-B-N192-R064-C09-X02,final,true,structured,structured-tagged-incidence-v1,2,192,64,16,48,one_eighth,low_clustered,one_eighth,zero,low_1_to_3,positive_aligned,none,none,SEED-V2-B-N192-R064-C09-X02,false,false,true
V2-B-N192-R064-C10-X01,final,true,structured,structured-tagged-incidence-v1,1,192,64,32,32,one_eighth,low_clustered,one_eighth,one_eighth,high_powers_of_two,independent,none,none,SEED-V2-B-N192-R064-C10-X01,false,false,true
V2-B-N192-R064-C10-X02,final,true,structured,structured-tagged-incidence-v1,2,192,64,32,32,one_eighth,low_clustered,one_eighth,one_eighth,high_powers_of_two,independent,none,none,SEED-V2-B-N192-R064-C10-X02,false,false,true
V2-B-N192-R064-C11-X01,final,true,structured,structured-tagged-incidence-v1,1,192,64,16,48,three_eighths,low_clustered,one_eighth,one_eighth,low_1_to_3,positive_aligned,none,none,SEED-V2-B-N192-R064-C11-X01,false,false,true
V2-B-N192-R064-C11-X02,final,true,structured,structured-tagged-incidence-v1,2,192,64,16,48,three_eighths,low_clustered,one_eighth,one_eighth,low_1_to_3,positive_aligned,none,none,SEED-V2-B-N192-R064-C11-X02,false,false,true
V2-B-N192-R064-C12-X01,final,true,structured,structured-tagged-incidence-v1,1,192,64,32,32,three_eighths,low_clustered,one_eighth,zero,high_powers_of_two,independent,none,none,SEED-V2-B-N192-R064-C12-X01,false,false,true
V2-B-N192-R064-C12-X02,final,true,structured,structured-tagged-incidence-v1,2,192,64,32,32,three_eighths,low_clustered,one_eighth,zero,high_powers_of_two,independent,none,none,SEED-V2-B-N192-R064-C12-X02,false,false,true
V2-B-N192-R064-C13-X01,final,true,structured,structured-tagged-incidence-v1,1,192,64,16,48,one_eighth,high_clustered,one_eighth,zero,high_powers_of_two,positive_aligned,none,none,SEED-V2-B-N192-R064-C13-X01,false,false,true
V2-B-N192-R064-C13-X02,final,true,structured,structured-tagged-incidence-v1,2,192,64,16,48,one_eighth,high_clustered,one_eighth,zero,high_powers_of_two,positive_aligned,none,none,SEED-V2-B-N192-R064-C13-X02,false,false,true
V2-B-N192-R064-C14-X01,final,true,structured,structured-tagged-incidence-v1,1,192,64,32,32,one_eighth,high_clustered,one_eighth,one_eighth,low_1_to_3,independent,none,none,SEED-V2-B-N192-R064-C14-X01,false,false,true
V2-B-N192-R064-C14-X02,final,true,structured,structured-tagged-incidence-v1,2,192,64,32,32,one_eighth,high_clustered,one_eighth,one_eighth,low_1_to_3,independent,none,none,SEED-V2-B-N192-R064-C14-X02,false,false,true
V2-B-N192-R064-C15-X01,final,true,structured,structured-tagged-incidence-v1,1,192,64,16,48,three_eighths,high_clustered,one_eighth,one_eighth,high_powers_of_two,positive_aligned,none,none,SEED-V2-B-N192-R064-C15-X01,false,false,true
V2-B-N192-R064-C15-X02,final,true,structured,structured-tagged-incidence-v1,2,192,64,16,48,three_eighths,high_clustered,one_eighth,one_eighth,high_powers_of_two,positive_aligned,none,none,SEED-V2-B-N192-R064-C15-X02,false,false,true
V2-B-N192-R064-C16-X01,final,true,structured,structured-tagged-incidence-v1,1,192,64,32,32,three_eighths,high_clustered,one_eighth,zero,low_1_to_3,independent,none,none,SEED-V2-B-N192-R064-C16-X01,false,false,true
V2-B-N192-R064-C16-X02,final,true,structured,structured-tagged-incidence-v1,2,192,64,32,32,three_eighths,high_clustered,one_eighth,zero,low_1_to_3,independent,none,none,SEED-V2-B-N192-R064-C16-X02,false,false,true
V2-C-M01-S01,final,true,adversarial,adversarial-mechanism-v1,1,6,5,1,4,mechanism,mechanism,mechanism,mechanism,mechanism,mechanism,unbounded_heaviest_safe_first_gap,k=4;epsilon=1//2,SEED-V2-C-M01-S01,true,true,true
V2-C-M01-S02,final,true,adversarial,adversarial-mechanism-v1,1,18,17,1,16,mechanism,mechanism,mechanism,mechanism,mechanism,mechanism,unbounded_heaviest_safe_first_gap,k=16;epsilon=1//2,SEED-V2-C-M01-S02,true,true,true
V2-C-M01-S03,final,true,adversarial,adversarial-mechanism-v1,1,66,65,1,64,mechanism,mechanism,mechanism,mechanism,mechanism,mechanism,unbounded_heaviest_safe_first_gap,k=64;epsilon=1//2,SEED-V2-C-M01-S03,false,false,true
V2-C-M02-S01,final,true,adversarial,adversarial-mechanism-v1,1,5,5,1,4,mechanism,mechanism,mechanism,mechanism,mechanism,mechanism,many_tied_optima,q=4,SEED-V2-C-M02-S01,true,true,true
V2-C-M02-S02,final,true,adversarial,adversarial-mechanism-v1,1,9,5,1,4,mechanism,mechanism,mechanism,mechanism,mechanism,mechanism,many_tied_optima,q=8,SEED-V2-C-M02-S02,true,true,true
V2-C-M02-S03,final,true,adversarial,adversarial-mechanism-v1,1,17,5,1,4,mechanism,mechanism,mechanism,mechanism,mechanism,mechanism,many_tied_optima,q=16,SEED-V2-C-M02-S03,true,true,true
V2-C-M03-S01,final,true,adversarial,adversarial-mechanism-v1,1,9,5,1,4,mechanism,mechanism,mechanism,mechanism,mechanism,mechanism,dense_duplicate_coverage,duplicates=8;modules=4,SEED-V2-C-M03-S01,true,true,true
V2-C-M03-S02,final,true,adversarial,adversarial-mechanism-v1,1,33,17,1,16,mechanism,mechanism,mechanism,mechanism,mechanism,mechanism,dense_duplicate_coverage,duplicates=32;modules=16,SEED-V2-C-M03-S02,false,true,true
V2-C-M03-S03,final,true,adversarial,adversarial-mechanism-v1,1,129,33,1,32,mechanism,mechanism,mechanism,mechanism,mechanism,mechanism,dense_duplicate_coverage,duplicates=128;modules=32,SEED-V2-C-M03-S03,false,false,true
V2-C-M04-S01,final,true,adversarial,adversarial-mechanism-v1,1,9,5,1,4,mechanism,mechanism,mechanism,mechanism,mechanism,mechanism,dominance_heavy,base_dimension=4,SEED-V2-C-M04-S01,true,true,true
V2-C-M04-S02,final,true,adversarial,adversarial-mechanism-v1,1,25,13,1,12,mechanism,mechanism,mechanism,mechanism,mechanism,mechanism,dominance_heavy,base_dimension=12,SEED-V2-C-M04-S02,true,true,true
V2-C-M04-S03,final,true,adversarial,adversarial-mechanism-v1,1,65,33,1,32,mechanism,mechanism,mechanism,mechanism,mechanism,mechanism,dominance_heavy,base_dimension=32,SEED-V2-C-M04-S03,false,false,true
V2-C-M05-S01,final,true,adversarial,adversarial-mechanism-v1,1,6,5,1,4,mechanism,mechanism,mechanism,mechanism,mechanism,mechanism,rare_mandatory_requirements,modules=4;rare_rows=1,SEED-V2-C-M05-S01,true,true,true
V2-C-M05-S02,final,true,adversarial,adversarial-mechanism-v1,1,18,17,1,16,mechanism,mechanism,mechanism,mechanism,mechanism,mechanism,rare_mandatory_requirements,modules=16;rare_rows=1,SEED-V2-C-M05-S02,true,true,true
V2-C-M05-S03,final,true,adversarial,adversarial-mechanism-v1,1,66,65,1,64,mechanism,mechanism,mechanism,mechanism,mechanism,mechanism,rare_mandatory_requirements,modules=64;rare_rows=1,SEED-V2-C-M05-S03,false,false,true
V2-C-M06-S01,final,true,adversarial,adversarial-mechanism-v1,1,8,8,1,7,mechanism,mechanism,mechanism,mechanism,mechanism,mechanism,symmetric_hard,cyclic_order=7,SEED-V2-C-M06-S01,true,true,true
V2-C-M06-S02,final,true,adversarial,adversarial-mechanism-v1,1,16,16,1,15,mechanism,mechanism,mechanism,mechanism,mechanism,mechanism,symmetric_hard,cyclic_order=15,SEED-V2-C-M06-S02,true,true,true
V2-C-M06-S03,final,true,adversarial,adversarial-mechanism-v1,1,32,32,1,31,mechanism,mechanism,mechanism,mechanism,mechanism,mechanism,symmetric_hard,cyclic_order=31,SEED-V2-C-M06-S03,false,false,true
V2-C-M07-S01,final,true,adversarial,adversarial-mechanism-v1,1,7,5,1,4,mechanism,mechanism,mechanism,mechanism,mechanism,mechanism,bundle_versus_singleton,k=4;bundles=2,SEED-V2-C-M07-S01,true,true,true
V2-C-M07-S02,final,true,adversarial,adversarial-mechanism-v1,1,19,17,1,16,mechanism,mechanism,mechanism,mechanism,mechanism,mechanism,bundle_versus_singleton,k=16;bundles=2,SEED-V2-C-M07-S02,true,true,true
V2-C-M07-S03,final,true,adversarial,adversarial-mechanism-v1,1,67,65,1,64,mechanism,mechanism,mechanism,mechanism,mechanism,mechanism,bundle_versus_singleton,k=64;bundles=2,SEED-V2-C-M07-S03,false,false,true
