instance_id,phase,family,mechanism,strategy_count,tagged_requirement_count,algorithm_id,registry_position,instance_execution_position,algorithm_execution_position,applicable,status,solved,evidence_class,exact_burden,wall_clock_ns,julia_allocated_bytes,gc_time_seconds,compile_time_seconds,time_limit_seconds,time_limit_enforced,memory_limit_bytes,memory_limit_enforced,peak_memory_bytes,peak_memory_status,mip_node_count,mip_best_bound,mip_reported_gap,dp_state_count,dp_transition_count,frontier_check_count,closure_check_count,preprocessing_variables_removed,preprocessing_requirements_removed,record_path,record_sha256,log_path,log_sha256,failure_code
P-A-002,pilot,small_exact,none,7,6,declared_source_order,5,5,10,true,SOLVED,true,exact finite rechecked-deletion heuristic computation,4//1,540125,219488,0.0,0.0,60.0,false,17179869184,false,,UNAVAILABLE,,,,,,22,22,,,experiments/algorithmic_compression_v1/pilot/records/P-A-002/declared_source_order.toml,0aa99a4c3e4cdeca4ec65501771e50807482792e600490d14dd08e4c68803858,,,
P-A-002,pilot,small_exact,none,7,6,random_order_rechecked_deletion,5,5,11,true,SOLVED,true,exact finite rechecked-deletion heuristic computation,19//1,596792,209600,0.0,0.0,120.0,false,17179869184,false,,UNAVAILABLE,,,,,,19,19,,,experiments/algorithmic_compression_v1/pilot/records/P-A-002/random_order_rechecked_deletion.toml,3c691ac2e6352be57f5567c9a6cf145f28f2b021f5a52cc54c08badaec0a8201,,,
P-A-002,pilot,small_exact,none,7,6,multistart_random_rechecked_deletion_32,5,5,12,true,SOLVED,true,exact finite rechecked-deletion heuristic computation,4//1,15752166,6977888,0.0,0.003101583,120.0,false,17179869184,false,,UNAVAILABLE,,,,,,677,677,,,experiments/algorithmic_compression_v1/pilot/records/P-A-002/multistart_random_rechecked_deletion_32.toml,9cf2d6c715e34a2366abee879e99f5498a9acf58d1dcb5505382d384e8000bc6,,,
P-A-002,pilot,small_exact,none,7,6,complete_enumeration,5,5,13,true,SOLVED,true,exact finite computation,4//1,626708,493592,0.0,0.0,300.0,false,17179869184,false,,UNAVAILABLE,,,,,,,,1,0,experiments/algorithmic_compression_v1/pilot/records/P-A-002/complete_enumeration.toml,446b7a69739eb8ea7be1cd52e962665d06c28984f8c6e1cf69dbab10afbe5d36,,,
P-B-002,pilot,structured,none,32,16,weighted_greedy,7,6,1,true,SOLVED,true,exact finite greedy heuristic computation,3//1,9020083,1179064,0.0,0.00702,300.0,false,17179869184,false,,UNAVAILABLE,,,,,,,,,,experiments/algorithmic_compression_v1/pilot/records/P-B-002/weighted_greedy.toml,59ad5c8e7edaf2c8f2bb470629940d98c9d3f755ac4c737c1d1095741be5a247,,,
P-B-002,pilot,structured,none,32,16,cardinality_greedy,7,6,2,true,SOLVED,true,exact finite greedy heuristic computation,3//1,1881000,757256,0.0,0.0,300.0,false,17179869184,false,,UNAVAILABLE,,,,,,,,,,experiments/algorithmic_compression_v1/pilot/records/P-B-002/cardinality_greedy.toml,edf5c7d1549e35cc477ce5aec881c12c62c07c383c0268c1d9b392d905645da8,,,
P-B-002,pilot,structured,none,32,16,weighted_greedy_reverse_delete,7,6,3,true,SOLVED,true,exact finite greedy heuristic computation,3//1,1913459,772832,0.0,0.0,300.0,false,17179869184,false,,UNAVAILABLE,,,,,,,,,,experiments/algorithmic_compression_v1/pilot/records/P-B-002/weighted_greedy_reverse_delete.toml,392237a309f836fe2b960b99619bfd6073cee636b9a97b932a90492dee78c5e3,,,
P-B-002,pilot,structured,none,32,16,heaviest_safe_first,7,6,4,true,SOLVED,true,exact finite rechecked-deletion heuristic computation,3//1,14793500,9662960,0.0,0.006495958,300.0,false,17179869184,false,,UNAVAILABLE,,,,,,494,494,,,experiments/algorithmic_compression_v1/pilot/records/P-B-002/heaviest_safe_first.toml,dd868b382fe7a26740f4604fbac70713127d2c0ba5d4c401858e7a9484a7ef88,,,
P-B-002,pilot,structured,none,32,16,lightest_safe_first,7,6,5,true,SOLVED,true,exact finite rechecked-deletion heuristic computation,18//1,7971208,9399744,0.0,0.0,300.0,false,17179869184,false,,UNAVAILABLE,,,,,,494,494,,,experiments/algorithmic_compression_v1/pilot/records/P-B-002/lightest_safe_first.toml,ecbd07b61b45eaa441df99f56991b81b370355b4741ba25edf4d306df0d620b1,,,
P-B-002,pilot,structured,none,32,16,maximum_immediate_burden_release,7,6,6,true,SOLVED,true,exact finite rechecked-deletion heuristic computation,3//1,8095958,9618912,0.0,0.0,300.0,false,17179869184,false,,UNAVAILABLE,,,,,,494,494,,,experiments/algorithmic_compression_v1/pilot/records/P-B-002/maximum_immediate_burden_release.toml,2047ffb0679c97869d028cabdb9a295d914d394095a32db67ccbd9528a7e33ac,,,
P-B-002,pilot,structured,none,32,16,minimum_unique_carrier_exposure,7,6,7,true,SOLVED,true,exact finite rechecked-deletion heuristic computation,3//1,8270500,9621600,0.0,0.0,300.0,false,17179869184,false,,UNAVAILABLE,,,,,,494,494,,,experiments/algorithmic_compression_v1/pilot/records/P-B-002/minimum_unique_carrier_exposure.toml,669664ed5f0582f62bb84b18654a5ff38fcd4ea4aaf11c35c06e6b80a17d1a06,,,
P-B-002,pilot,structured,none,32,16,declared_source_order,7,6,8,true,SOLVED,true,exact finite rechecked-deletion heuristic computation,18//1,7959791,9446880,0.0,0.0,300.0,false,17179869184,false,,UNAVAILABLE,,,,,,494,494,,,experiments/algorithmic_compression_v1/pilot/records/P-B-002/declared_source_order.toml,23d98f39fb1af080dfbc4d7808e77b627c5c4636952995ecbf474f9134f16e6f,,,
P-B-002,pilot,structured,none,32,16,random_order_rechecked_deletion,7,6,9,true,SOLVED,true,exact finite rechecked-deletion heuristic computation,4//1,7995375,9392848,0.0,0.0,600.0,false,17179869184,false,,UNAVAILABLE,,,,,,494,494,,,experiments/algorithmic_compression_v1/pilot/records/P-B-002/random_order_rechecked_deletion.toml,4dea6b322cd18dfcd8fe4a6345a36cd1b58fbf5569f12fb33fb05266a27417a5,,,
P-B-002,pilot,structured,none,32,16,multistart_random_rechecked_deletion_32,7,6,10,true,SOLVED,true,exact finite rechecked-deletion heuristic computation,3//1,271618458,301848000,0.0,0.0,600.0,false,17179869184,false,,UNAVAILABLE,,,,,,15805,15805,,,experiments/algorithmic_compression_v1/pilot/records/P-B-002/multistart_random_rechecked_deletion_32.toml,8f1e89258ed476dbfe42edd736ed362ac3e6dcdb29fe7fdfb01f7d42559e5572,,,
P-B-002,pilot,structured,none,32,16,complete_enumeration,7,6,11,false,NOT_APPLICABLE,false,not applicable by prospective registry,,,,,,300.0,false,17179869184,false,,UNAVAILABLE,,,,,,,,,,experiments/algorithmic_compression_v1/pilot/records/P-B-002/complete_enumeration.toml,617abf744d8945611cb0d4e4d010a2adb1141c03746ead3bc893b0a8fc5a1f3b,,,
P-B-002,pilot,structured,none,32,16,requirement_mask_dp,7,6,12,true,SOLVED,true,exact finite computation,3//1,667285791,399350224,0.132739792,0.088993334,300.0,false,17179869184,false,,UNAVAILABLE,,,,766,1532,,,1,0,experiments/algorithmic_compression_v1/pilot/records/P-B-002/requirement_mask_dp.toml,b6d8fc82b93dcf307727b3e660ae9c7c5cb2353931f4e0951036e7b33571f634,,,
P-B-002,pilot,structured,none,32,16,jump_highs_tagged_cover,7,6,13,true,SOLVED_BY_EXACT_PREPROCESSING,true,exact finite preprocessing computation,3//1,558555375,393005024,0.130073,0.020363125,900.0,true,17179869184,false,,UNAVAILABLE,,3.0,0.0,,,,,32,16,experiments/algorithmic_compression_v1/pilot/records/P-B-002/jump_highs_tagged_cover.toml,4a0d2d88b9c78b5ec38cb3cc107d8803da54dc17ed6f05dede1cb461bfa45334,experiments/algorithmic_compression_v1/pilot/solver_logs/P-B-002.log,9b21f4e9bc270d144d14557011a1917453fe643d3fbb11425eb70300e4f17c7d,
P-B-001,pilot,structured,none,32,16,jump_highs_tagged_cover,6,7,1,true,SOLVED_BY_EXACT_PREPROCESSING,true,exact finite preprocessing computation,4//1,363832958,398806696,0.0,0.028207417,900.0,true,17179869184,false,,UNAVAILABLE,,4.0,0.0,,,,,32,16,experiments/algorithmic_compression_v1/pilot/records/P-B-001/jump_highs_tagged_cover.toml,bfc61a0fdfe112371bbc87bb7c7b0e4a9688a6e2e95afa1fc6618f5c857d4635,experiments/algorithmic_compression_v1/pilot/solver_logs/P-B-001.log,9b21f4e9bc270d144d14557011a1917453fe643d3fbb11425eb70300e4f17c7d,
P-B-001,pilot,structured,none,32,16,weighted_greedy,6,7,2,true,SOLVED,true,exact finite greedy heuristic computation,4//1,12589667,711848,0.0,0.010591375,300.0,false,17179869184,false,,UNAVAILABLE,,,,,,,,,,experiments/algorithmic_compression_v1/pilot/records/P-B-001/weighted_greedy.toml,80cfdb7513ab4eed97df78bc0c75dc05f8420dd874265b6bf8b968ecad356190,,,
P-B-001,pilot,structured,none,32,16,cardinality_greedy,6,7,3,true,SOLVED,true,exact finite greedy heuristic computation,7//1,1682209,671384,0.0,0.0,300.0,false,17179869184,false,,UNAVAILABLE,,,,,,,,,,experiments/algorithmic_compression_v1/pilot/records/P-B-001/cardinality_greedy.toml,7b23ecce87b56550cd3b56fd47ac5aa50684a6c8a48e8a4847e22acaffb63c69,,,
P-B-001,pilot,structured,none,32,16,weighted_greedy_reverse_delete,6,7,4,true,SOLVED,true,exact finite greedy heuristic computation,4//1,1662250,692104,0.0,0.0,300.0,false,17179869184,false,,UNAVAILABLE,,,,,,,,,,experiments/algorithmic_compression_v1/pilot/records/P-B-001/weighted_greedy_reverse_delete.toml,d27f3ce86b2d9df710e8aa428564fbea9581db9cccbab09e811c2c28544cbd9e,,,
P-B-001,pilot,structured,none,32,16,heaviest_safe_first,6,7,5,true,SOLVED,true,exact finite rechecked-deletion heuristic computation,4//1,7763625,8974896,0.0,0.0,300.0,false,17179869184,false,,UNAVAILABLE,,,,,,491,491,,,experiments/algorithmic_compression_v1/pilot/records/P-B-001/heaviest_safe_first.toml,cbf7673b665b542ecbd3563a6ee91db629990ae20b2b813b72a5ab535ebf5c86,,,
P-B-001,pilot,structured,none,32,16,lightest_safe_first,6,7,6,true,SOLVED,true,exact finite rechecked-deletion heuristic computation,13//1,13715583,8786464,0.0,0.0064835,300.0,false,17179869184,false,,UNAVAILABLE,,,,,,487,487,,,experiments/algorithmic_compression_v1/pilot/records/P-B-001/lightest_safe_first.toml,e58188fef5342a533cca997518d48ab1d24a49c9128a57e52762e48e429651b0,,,
P-B-001,pilot,structured,none,32,16,maximum_immediate_burden_release,6,7,7,true,SOLVED,true,exact finite rechecked-deletion heuristic computation,4//1,7434750,8974944,0.0,0.0,300.0,false,17179869184,false,,UNAVAILABLE,,,,,,491,491,,,experiments/algorithmic_compression_v1/pilot/records/P-B-001/maximum_immediate_burden_release.toml,88f5142f5f04fb533fdae813e45f3542286026c1f5a8736752bdcc93a8191085,,,
P-B-001,pilot,structured,none,32,16,minimum_unique_carrier_exposure,6,7,8,true,SOLVED,true,exact finite rechecked-deletion heuristic computation,5//1,7477291,9074144,0.0,0.0,300.0,false,17179869184,false,,UNAVAILABLE,,,,,,491,491,,,experiments/algorithmic_compression_v1/pilot/records/P-B-001/minimum_unique_carrier_exposure.toml,d0c1b4be9bd0bfa12781891ede2cfc85403033e4c05fab54d38e59a790ee4fc3,,,
P-B-001,pilot,structured,none,32,16,declared_source_order,6,7,9,true,SOLVED,true,exact finite rechecked-deletion heuristic computation,10//1,7230125,8752560,0.0,0.0,300.0,false,17179869184,false,,UNAVAILABLE,,,,,,487,487,,,experiments/algorithmic_compression_v1/pilot/records/P-B-001/declared_source_order.toml,a923d03bde899261057749f0612e2ed2aacb2ac50822aa0c8141fa2f72e236ea,,,
P-B-001,pilot,structured,none,32,16,random_order_rechecked_deletion,6,7,10,true,SOLVED,true,exact finite rechecked-deletion heuristic computation,9//1,13861917,8823888,0.0,0.006545042,600.0,false,17179869184,false,,UNAVAILABLE,,,,,,487,487,,,experiments/algorithmic_compression_v1/pilot/records/P-B-001/random_order_rechecked_deletion.toml,b378da9cce514d0cb588e6c01fa9e7009663ad74c96ac880c174ecd7ae3eae87,,,
P-B-001,pilot,structured,none,32,16,multistart_random_rechecked_deletion_32,6,7,11,true,SOLVED,true,exact finite rechecked-deletion heuristic computation,5//1,255704708,281169728,0.0,0.01013075,600.0,false,17179869184,false,,UNAVAILABLE,,,,,,15577,15577,,,experiments/algorithmic_compression_v1/pilot/records/P-B-001/multistart_random_rechecked_deletion_32.toml,d30701863a31eb36e16328a9eecea228713d6d3a79a226ea3cf63c5e416acc7e,,,
P-B-001,pilot,structured,none,32,16,complete_enumeration,6,7,12,false,NOT_APPLICABLE,false,not applicable by prospective registry,,,,,,300.0,false,17179869184,false,,UNAVAILABLE,,,,,,,,,,experiments/algorithmic_compression_v1/pilot/records/P-B-001/complete_enumeration.toml,f8d840b6204b8f581574bfe7e15d10deecce96846ce364a5846caae2989bce73,,,
P-B-001,pilot,structured,none,32,16,requirement_mask_dp,6,7,13,true,SOLVED,true,exact finite computation,4//1,350862458,396517744,0.0,0.0,300.0,false,17179869184,false,,UNAVAILABLE,,,,6790,13580,,,1,0,experiments/algorithmic_compression_v1/pilot/records/P-B-001/requirement_mask_dp.toml,af7711235ce41011631ef09d130e3bc55fed747f43483b000ab1bebcb8f43e98,,,
P-C-001,pilot,adversarial,unbounded_heaviest_safe_first_gap,6,5,cardinality_greedy,8,8,1,true,SOLVED,true,exact finite greedy heuristic computation,3//2,665291,156096,0.0,0.0,60.0,false,17179869184,false,,UNAVAILABLE,,,,,,,,,,experiments/algorithmic_compression_v1/pilot/records/P-C-001/cardinality_greedy.toml,a15a1463d2dcc2e9a14296b0c886c3105b3b8ab420af1c52bb2476186724693d,,,
P-C-001,pilot,adversarial,unbounded_heaviest_safe_first_gap,6,5,weighted_greedy_reverse_delete,8,8,2,true,SOLVED,true,exact finite greedy heuristic computation,3//2,522417,158568,0.0,0.0,60.0,false,17179869184,false,,UNAVAILABLE,,,,,,,,,,experiments/algorithmic_compression_v1/pilot/records/P-C-001/weighted_greedy_reverse_delete.toml,5476edc076d068beb300a7fdf1359e3debc41e7d24cbf1a0a0dd88d93c96b54c,,,
P-C-001,pilot,adversarial,unbounded_heaviest_safe_first_gap,6,5,heaviest_safe_first,8,8,3,true,SOLVED,true,exact finite rechecked-deletion heuristic computation,4//1,485208,151584,0.0,0.0,60.0,false,17179869184,false,,UNAVAILABLE,,,,,,10,10,,,experiments/algorithmic_compression_v1/pilot/records/P-C-001/heaviest_safe_first.toml,c576c4d4fe482e6679b851917b61aa0cb59b18740be2c3e2ee182c32a6bedb48,,,
P-C-001,pilot,adversarial,unbounded_heaviest_safe_first_gap,6,5,lightest_safe_first,8,8,4,true,SOLVED,true,exact finite rechecked-deletion heuristic computation,3//2,511416,171136,0.0,0.0,60.0,false,17179869184,false,,UNAVAILABLE,,,,,,16,16,,,experiments/algorithmic_compression_v1/pilot/records/P-C-001/lightest_safe_first.toml,7654c928cc8dfb7b6ec13be7e0117f842daa09e0ab0e4d2a48ee63428790e1d2,,,
P-C-001,pilot,adversarial,unbounded_heaviest_safe_first_gap,6,5,maximum_immediate_burden_release,8,8,5,true,SOLVED,true,exact finite rechecked-deletion heuristic computation,4//1,488166,151632,0.0,0.0,60.0,false,17179869184,false,,UNAVAILABLE,,,,,,10,10,,,experiments/algorithmic_compression_v1/pilot/records/P-C-001/maximum_immediate_burden_release.toml,e254b86ea8d580ae11b8ebd6080119e4b86cbcc41e974ec9172dabfc5f611d1e,,,
P-C-001,pilot,adversarial,unbounded_heaviest_safe_first_gap,6,5,minimum_unique_carrier_exposure,8,8,6,true,SOLVED,true,exact finite rechecked-deletion heuristic computation,3//2,524125,171760,0.0,0.0,60.0,false,17179869184,false,,UNAVAILABLE,,,,,,16,16,,,experiments/algorithmic_compression_v1/pilot/records/P-C-001/minimum_unique_carrier_exposure.toml,2f0c0f5485849d603edf81f436c169e070a2d7053732c527606be4a994822702,,,
P-C-001,pilot,adversarial,unbounded_heaviest_safe_first_gap,6,5,declared_source_order,8,8,7,true,SOLVED,true,exact finite rechecked-deletion heuristic computation,3//2,488250,171088,0.0,0.0,60.0,false,17179869184,false,,UNAVAILABLE,,,,,,16,16,,,experiments/algorithmic_compression_v1/pilot/records/P-C-001/declared_source_order.toml,748c73ed16a78a94f486aadb0d208182ae13782e7161d935b3b3d826c9c9b647,,,
P-C-001,pilot,adversarial,unbounded_heaviest_safe_first_gap,6,5,random_order_rechecked_deletion,8,8,8,true,SOLVED,true,exact finite rechecked-deletion heuristic computation,3//2,525291,171168,0.0,0.0,120.0,false,17179869184,false,,UNAVAILABLE,,,,,,16,16,,,experiments/algorithmic_compression_v1/pilot/records/P-C-001/random_order_rechecked_deletion.toml,83167e9fb06bf42e2b2cf8cb63a1298ac84753aa0cc1f1f30741096ba39e1778,,,
P-C-001,pilot,adversarial,unbounded_heaviest_safe_first_gap,6,5,multistart_random_rechecked_deletion_32,8,8,9,true,SOLVED,true,exact finite rechecked-deletion heuristic computation,3//2,10756542,5340048,0.0,0.0,120.0,false,17179869184,false,,UNAVAILABLE,,,,,,464,464,,,experiments/algorithmic_compression_v1/pilot/records/P-C-001/multistart_random_rechecked_deletion_32.toml,2313e7570ab193a65d6f61db0913b69f941abcee6afad15c26e02f466a467031,,,
P-C-001,pilot,adversarial,unbounded_heaviest_safe_first_gap,6,5,complete_enumeration,8,8,10,true,SOLVED,true,exact finite computation,3//2,590750,308712,0.0,0.0,300.0,false,17179869184,false,,UNAVAILABLE,,,,,,,,1,1,experiments/algorithmic_compression_v1/pilot/records/P-C-001/complete_enumeration.toml,50462ef489ebcd9596be2d05313a776de11395add71a000be5e0cc7b1bfef36f,,,
P-C-001,pilot,adversarial,unbounded_heaviest_safe_first_gap,6,5,requirement_mask_dp,8,8,11,true,SOLVED,true,exact finite computation,3//2,516541,199288,0.0,0.0,300.0,false,17179869184,false,,UNAVAILABLE,,,,31,62,,,1,1,experiments/algorithmic_compression_v1/pilot/records/P-C-001/requirement_mask_dp.toml,e83fc64515a0439ee07f8be8fe24be332b770fb950fcf67734cfbf9364bb2695,,,
P-C-001,pilot,adversarial,unbounded_heaviest_safe_first_gap,6,5,jump_highs_tagged_cover,8,8,12,true,SOLVED,true,mixed-integer solver evidence plus exact post-check,3//2,24559875,659344,0.0,0.014517042,300.0,true,17179869184,false,,UNAVAILABLE,1,1.5,0.0,,,,,1,1,experiments/algorithmic_compression_v1/pilot/records/P-C-001/jump_highs_tagged_cover.toml,f3dcc22d82a71ab47018cc4b1f7543dbd64bae7e5f5f4ae29a20eba2151c81d2,experiments/algorithmic_compression_v1/pilot/solver_logs/P-C-001.log,0b34c76ae1cd533bc47c0775ea017622f5088ad7da3ba7df1b7210100249d37a,
P-C-001,pilot,adversarial,unbounded_heaviest_safe_first_gap,6,5,weighted_greedy,8,8,13,true,SOLVED,true,exact finite greedy heuristic computation,3//2,566583,155616,0.0,0.0,60.0,false,17179869184,false,,UNAVAILABLE,,,,,,,,,,experiments/algorithmic_compression_v1/pilot/records/P-C-001/weighted_greedy.toml,54867ae8e834f81d026532ce0c69300ccc57844ffcc23e8c2e688ad1abb65712,,,
P-A-001,pilot,small_exact,none,7,6,complete_enumeration,4,9,1,true,SOLVED,true,exact finite computation,6//1,647042,471064,0.0,0.0,300.0,false,17179869184,false,,UNAVAILABLE,,,,,,,,1,0,experiments/algorithmic_compression_v1/pilot/records/P-A-001/complete_enumeration.toml,0c7959264c0de8b1feddfa30656abfb1f363e768ceac551f89898138f4ce9e05,,,
P-A-001,pilot,small_exact,none,7,6,requirement_mask_dp,4,9,2,true,SOLVED,true,exact finite computation,6//1,688000,278984,0.0,0.0,300.0,false,17179869184,false,,UNAVAILABLE,,,,27,54,,,1,0,experiments/algorithmic_compression_v1/pilot/records/P-A-001/requirement_mask_dp.toml,8df92195239a6d9bf77c3eedda345f5e5d31c782594670d3bcc98f566dafdc40,,,
P-A-001,pilot,small_exact,none,7,6,jump_highs_tagged_cover,4,9,3,true,SOLVED_BY_EXACT_PREPROCESSING,true,exact finite preprocessing computation,6//1,16728334,889952,0.0,0.014608542,300.0,true,17179869184,false,,UNAVAILABLE,,6.0,0.0,,,,,7,6,experiments/algorithmic_compression_v1/pilot/records/P-A-001/jump_highs_tagged_cover.toml,92e0a3eeec9b2c8a9b5f95193e800a497704d224f763755bf065504d03492973,experiments/algorithmic_compression_v1/pilot/solver_logs/P-A-001.log,9b21f4e9bc270d144d14557011a1917453fe643d3fbb11425eb70300e4f17c7d,
P-A-001,pilot,small_exact,none,7,6,weighted_greedy,4,9,4,true,SOLVED,true,exact finite greedy heuristic computation,6//1,699709,183016,0.0,0.0,60.0,false,17179869184,false,,UNAVAILABLE,,,,,,,,,,experiments/algorithmic_compression_v1/pilot/records/P-A-001/weighted_greedy.toml,5a389be39a9015bd02357efee973d377296b396f5a788982cf268354d52d08a3,,,
P-A-001,pilot,small_exact,none,7,6,cardinality_greedy,4,9,5,true,SOLVED,true,exact finite greedy heuristic computation,6//1,586708,184536,0.0,0.0,60.0,false,17179869184,false,,UNAVAILABLE,,,,,,,,,,experiments/algorithmic_compression_v1/pilot/records/P-A-001/cardinality_greedy.toml,0ea3fea4e6e1aa1cfaf5269ab60281966f352a6445c50d4da7acd4c4080631b1,,,
P-A-001,pilot,small_exact,none,7,6,weighted_greedy_reverse_delete,4,9,6,true,SOLVED,true,exact finite greedy heuristic computation,6//1,567917,197392,0.0,0.0,60.0,false,17179869184,false,,UNAVAILABLE,,,,,,,,,,experiments/algorithmic_compression_v1/pilot/records/P-A-001/weighted_greedy_reverse_delete.toml,9a46191c18d87b734325e099973e59dda5a43695ef913d87396337c5e3f6369a,,,
P-A-001,pilot,small_exact,none,7,6,heaviest_safe_first,4,9,7,true,SOLVED,true,exact finite rechecked-deletion heuristic computation,6//1,581000,210992,0.0,0.0,60.0,false,17179869184,false,,UNAVAILABLE,,,,,,19,19,,,experiments/algorithmic_compression_v1/pilot/records/P-A-001/heaviest_safe_first.toml,c919248075fd6df9237e47537a0901f30b113ee135e3c9b1ce1b99679e4defb4,,,
P-A-001,pilot,small_exact,none,7,6,lightest_safe_first,4,9,8,true,SOLVED,true,exact finite rechecked-deletion heuristic computation,7//1,537541,210688,0.0,0.0,60.0,false,17179869184,false,,UNAVAILABLE,,,,,,19,19,,,experiments/algorithmic_compression_v1/pilot/records/P-A-001/lightest_safe_first.toml,7ff8b12cf5e34d257530d5029e2db5fe1f9fe300a30386aff15800930d6947b8,,,
P-A-001,pilot,small_exact,none,7,6,maximum_immediate_burden_release,4,9,9,true,SOLVED,true,exact finite rechecked-deletion heuristic computation,6//1,541041,211040,0.0,0.0,60.0,false,17179869184,false,,UNAVAILABLE,,,,,,19,19,,,experiments/algorithmic_compression_v1/pilot/records/P-A-001/maximum_immediate_burden_release.toml,0dd85a9532d45f0ee3405319ef57325e9f5d35f61031d4ec6ce2b3961a7781f8,,,
P-A-001,pilot,small_exact,none,7,6,minimum_unique_carrier_exposure,4,9,10,true,SOLVED,true,exact finite rechecked-deletion heuristic computation,6//1,536292,212032,0.0,0.0,60.0,false,17179869184,false,,UNAVAILABLE,,,,,,19,19,,,experiments/algorithmic_compression_v1/pilot/records/P-A-001/minimum_unique_carrier_exposure.toml,7103e37cab9819a5f2477c7fe1066f825f930caeddd1d821a2605fac1311a83a,,,
P-A-001,pilot,small_exact,none,7,6,declared_source_order,4,9,11,true,SOLVED,true,exact finite rechecked-deletion heuristic computation,7//1,587292,210416,0.0,0.0,60.0,false,17179869184,false,,UNAVAILABLE,,,,,,19,19,,,experiments/algorithmic_compression_v1/pilot/records/P-A-001/declared_source_order.toml,f64c4fe3441f99bf2f6491e0b4f1fd20942dafcdd207d7f002a9d5f1f65a0068,,,
P-A-001,pilot,small_exact,none,7,6,random_order_rechecked_deletion,4,9,12,true,SOLVED,true,exact finite rechecked-deletion heuristic computation,7//1,553583,210208,0.0,0.0,120.0,false,17179869184,false,,UNAVAILABLE,,,,,,19,19,,,experiments/algorithmic_compression_v1/pilot/records/P-A-001/random_order_rechecked_deletion.toml,666e4cdfa2d93bd7ff625196470c0bb749c2fd30fcd8a3177cf1824360f8aaf1,,,
P-A-001,pilot,small_exact,none,7,6,multistart_random_rechecked_deletion_32,4,9,13,true,SOLVED,true,exact finite rechecked-deletion heuristic computation,6//1,12613500,6757216,0.0,0.0,120.0,false,17179869184,false,,UNAVAILABLE,,,,,,608,608,,,experiments/algorithmic_compression_v1/pilot/records/P-A-001/multistart_random_rechecked_deletion_32.toml,ff07934b774421a0ad98c5600d3d9ebea0e5ae976e354b64537f7351ec4b303c,,,
P-C-003,pilot,adversarial,dense_duplicate_coverage,9,5,heaviest_safe_first,10,10,1,true,SOLVED,true,exact finite rechecked-deletion heuristic computation,1//1,688833,355632,0.0,0.0,60.0,false,17179869184,false,,UNAVAILABLE,,,,,,37,37,,,experiments/algorithmic_compression_v1/pilot/records/P-C-003/heaviest_safe_first.toml,86f582d37569272f536f7ef96a9bb4bc7e9f573ecda36b015c0264e00c581080,,,
P-C-003,pilot,adversarial,dense_duplicate_coverage,9,5,lightest_safe_first,10,10,2,true,SOLVED,true,exact finite rechecked-deletion heuristic computation,2//1,686833,350064,0.0,0.0,60.0,false,17179869184,false,,UNAVAILABLE,,,,,,37,37,,,experiments/algorithmic_compression_v1/pilot/records/P-C-003/lightest_safe_first.toml,66a462f6607221a98d8f60b89f86be653048fe1828053d156d218a92badc26d6,,,
P-C-003,pilot,adversarial,dense_duplicate_coverage,9,5,maximum_immediate_burden_release,10,10,3,true,SOLVED,true,exact finite rechecked-deletion heuristic computation,1//1,678500,355680,0.0,0.0,60.0,false,17179869184,false,,UNAVAILABLE,,,,,,37,37,,,experiments/algorithmic_compression_v1/pilot/records/P-C-003/maximum_immediate_burden_release.toml,afe31323004ccd62fe06a19999818e4401d2a768f32a1135ded061fedaf6575e,,,
P-C-003,pilot,adversarial,dense_duplicate_coverage,9,5,minimum_unique_carrier_exposure,10,10,4,true,SOLVED,true,exact finite rechecked-deletion heuristic computation,1//1,674125,355696,0.0,0.0,60.0,false,17179869184,false,,UNAVAILABLE,,,,,,37,37,,,experiments/algorithmic_compression_v1/pilot/records/P-C-003/minimum_unique_carrier_exposure.toml,e118f449acd0428026fd49d9b060c515e6237e9fdde7d3d4c5684ff46cb17952,,,
P-C-003,pilot,adversarial,dense_duplicate_coverage,9,5,declared_source_order,10,10,5,true,SOLVED,true,exact finite rechecked-deletion heuristic computation,2//1,669208,350032,0.0,0.0,60.0,false,17179869184,false,,UNAVAILABLE,,,,,,37,37,,,experiments/algorithmic_compression_v1/pilot/records/P-C-003/declared_source_order.toml,5fb215c35263cf91ccaae083b322cf453017d07817c60c1463861aebc7b60560,,,
P-C-003,pilot,adversarial,dense_duplicate_coverage,9,5,random_order_rechecked_deletion,10,10,6,true,SOLVED,true,exact finite rechecked-deletion heuristic computation,2//1,696208,350176,0.0,0.0,120.0,false,17179869184,false,,UNAVAILABLE,,,,,,37,37,,,experiments/algorithmic_compression_v1/pilot/records/P-C-003/random_order_rechecked_deletion.toml,97bdd28f89074e3825d5043aa510a74008173d572d99a13e9e7caafa4c5c8bb5,,,
P-C-003,pilot,adversarial,dense_duplicate_coverage,9,5,multistart_random_rechecked_deletion_32,10,10,7,true,SOLVED,true,exact finite rechecked-deletion heuristic computation,1//1,16939292,11231664,0.0,0.0,120.0,false,17179869184,false,,UNAVAILABLE,,,,,,1184,1184,,,experiments/algorithmic_compression_v1/pilot/records/P-C-003/multistart_random_rechecked_deletion_32.toml,8b692338041de9ee90ff97d4f3d291844cd12a7ac828a155e8e67412e010959f,,,
