trial_id,batch_id,within_batch_order,principal_cell_id,canonical_index,replicate_id,theorem_regime,boundary_mechanism,frontier_density,module_overlap,module_complementarity,project_cost,duration,admission,persistence,schedule_key,trial_seed,catalog_seed,project_seed,deletion_seed
251,2,123,C062,190,2,boundary,frontier_dependent_generator,dense,low,strong,high,long,high,low,18076457472430160439,745335553310363771,2955513534040175443,2248238477673683156,7619383061703949527
252,2,124,C102,230,2,boundary,frontier_dependent_generator,dense,low,strong,low,short,high,high,18086798513297614268,2709452989467595284,558133764904524669,4498885695815726026,2577861813352586137
253,2,125,C015,143,2,boundary,frontier_dependent_generator,sparse,high,strong,high,short,low,low,18185373130647505473,4777013596941652024,2932389834358690409,3834582427382321874,130129051193853908
254,2,126,C067,195,2,boundary,frontier_dependent_generator,sparse,high,weak,low,short,low,high,18297965185319155671,7904461408625900169,2600539392161269298,3815437947419161375,5912472531911981752
255,2,127,C035,163,2,boundary,frontier_dependent_generator,sparse,high,weak,low,short,high,low,18395182035570191279,9187569433297681673,5997711366173978416,4261338113930668168,5683281722594448975
256,2,128,C114,242,2,boundary,frontier_dependent_generator,dense,low,weak,low,long,high,high,18417758159403135547,5308167786197515297,8833707686579860581,8584965296471621874,915070777717135576
257,3,1,C013,269,3,primitive_eligible,none,sparse,low,strong,high,short,low,low,158910819720300271,4798458351824816857,2671182050850599273,8096192508204096782,3765652854854837869
258,3,2,C125,381,3,primitive_eligible,none,sparse,low,strong,high,long,high,high,249970922804815373,2745686813061207362,3586998281422327300,7167842393423913778,856278675910106416
259,3,3,C077,333,3,primitive_eligible,none,sparse,low,strong,high,short,low,high,363304166855561784,4747862594213010770,1289154633563324101,2153024420363751266,482116230973484941
260,3,4,C072,328,3,primitive_eligible,none,dense,high,strong,low,short,low,high,485446798163164653,7380291579236516502,8643462040007069821,6321428487465977448,2976583723471022309
261,3,5,C114,370,3,primitive_eligible,none,dense,low,weak,low,long,high,high,543252814690036764,4162826871213737549,7899355002217287422,1387985190612232115,2888340422892303402
262,3,6,C014,270,3,primitive_eligible,none,dense,low,strong,high,short,low,low,583426594811899259,700386125525140986,3835966851644697016,3730108820650501248,3453788172736077217
263,3,7,C047,303,3,primitive_eligible,none,sparse,high,strong,high,short,high,low,750012733577713036,7151665103783853204,4668702685833994218,2105396898197170241,7690281909536553640
264,3,8,C115,371,3,primitive_eligible,none,sparse,high,weak,low,long,high,high,851476960200476249,980719376593742788,6737117281239222301,6851253730745328422,6691689864978052572
265,3,9,C054,310,3,primitive_eligible,none,dense,low,strong,low,long,high,low,1009821787057199411,1428463550711043595,3113916116852695341,3435971386570902736,2173460250251342439
266,3,10,C122,378,3,primitive_eligible,none,dense,low,weak,high,long,high,high,1152003117886334286,3086568982552803713,283062894682575890,5896936979371036725,3281965681897365228
267,3,11,C076,332,3,primitive_eligible,none,dense,high,weak,high,short,low,high,1440812100143043542,2693013108185663559,2492508717947516826,7939894979022652043,8807822768552700941
268,3,12,C003,259,3,primitive_eligible,none,sparse,high,weak,low,short,low,low,1605602425699285755,956845036654886292,8275667166594707773,1588431556115800586,4959282786079181938
269,3,13,C128,384,3,primitive_eligible,none,dense,high,strong,high,long,high,high,1731467110367864112,8305869392707957871,2524634760278266554,1059928538170241020,6790451983964087290
270,3,14,C040,296,3,primitive_eligible,none,dense,high,strong,low,short,high,low,1852831793446982885,7250690796604499936,9163713815797514711,6090457955903446427,5844116737267554194
271,3,15,C048,304,3,primitive_eligible,none,dense,high,strong,high,short,high,low,1871927703253702323,693259973008805107,1464185998367512643,7650629188589219498,7707735287447553645
272,3,16,C087,343,3,primitive_eligible,none,sparse,high,strong,low,long,low,high,1948695373230272190,8045668745445147963,457465976911053287,5876445172560504699,7409438020903874037
273,3,17,C118,374,3,primitive_eligible,none,dense,low,strong,low,long,high,high,1951757044494391874,1069068533412626914,3431677660624428089,3875817868751052362,6660287604576090003
274,3,18,C127,383,3,primitive_eligible,none,sparse,high,strong,high,long,high,high,2187102825824658506,4423875583872787565,997133637924729996,2435183532440026462,4919897612080440941
275,3,19,C060,316,3,primitive_eligible,none,dense,high,weak,high,long,high,low,2367457029058729523,6860865057890666910,2129051412641766684,6293897932298677975,6720435509058684818
276,3,20,C052,308,3,primitive_eligible,none,dense,high,weak,low,long,high,low,2660149734483767992,1541129123880380472,1875376886832558188,791699341180865614,8423063661388600536
277,3,21,C071,327,3,primitive_eligible,none,sparse,high,strong,low,short,low,high,2757199083534225666,1729577929783744479,4848124399369911650,6765481833847078240,764671968115672472
278,3,22,C030,286,3,primitive_eligible,none,dense,low,strong,high,long,low,low,2857832571635016052,6862175325704722512,4626038812457517801,3630957649290488321,3929708458357589662
279,3,23,C070,326,3,primitive_eligible,none,dense,low,strong,low,short,low,high,3049018372029423882,4995842362822739911,4502051187938087869,5021362875722892253,837714884035404440
280,3,24,C102,358,3,primitive_eligible,none,dense,low,strong,low,short,high,high,3253711824714087017,5170129269625093050,3508143711736538049,7297421946374717008,6640335209137377593
281,3,25,C126,382,3,primitive_eligible,none,dense,low,strong,high,long,high,high,3362407885371055810,5358275948775820548,2833340882833969955,5786945662382417323,149327348947483811
282,3,26,C033,289,3,primitive_eligible,none,sparse,low,weak,low,short,high,low,3426070643278746795,2029559675607922957,780331262640676488,1659631644264263332,182453862885495141
283,3,27,C082,338,3,primitive_eligible,none,dense,low,weak,low,long,low,high,3565062734508071627,4650608756733685201,4191568931013221269,2757836433150135247,4935040853172467656
284,3,28,C116,372,3,primitive_eligible,none,dense,high,weak,low,long,high,high,3576809524879455929,7516665720255863202,1164018977266778999,5467571990841324750,2271838426847835417
285,3,29,C090,346,3,primitive_eligible,none,dense,low,weak,high,long,low,high,3596514762841781546,7683634418071206656,6189587728755146552,4325520344680192899,1532407333125200503
286,3,30,C067,323,3,primitive_eligible,none,sparse,high,weak,low,short,low,high,3821570618479794351,5525947212338219500,4328898942109242853,6185731337895569306,7751215263668183069
287,3,31,C081,337,3,primitive_eligible,none,sparse,low,weak,low,long,low,high,3969411432463834644,144028241132088421,4156833377429040774,8189053425271933213,16078200999841186
288,3,32,C108,364,3,primitive_eligible,none,dense,high,weak,high,short,high,high,4010547032401503614,6024720140805485577,1503042883084396698,6854476859347143146,5257940996200947380
289,3,33,C103,359,3,primitive_eligible,none,sparse,high,strong,low,short,high,high,4118531570060037092,28978485712740629,388842911820584426,8566779320590230981,1211084626038758744
290,3,34,C056,312,3,primitive_eligible,none,dense,high,strong,low,long,high,low,4120738982031494069,8581176240557464502,7784708141847288980,1678133864139649819,2414199154855283085
291,3,35,C099,355,3,primitive_eligible,none,sparse,high,weak,low,short,high,high,4194400371974636431,8448060473649147699,3812510828737982125,4284712385168143024,2742708438622250013
292,3,36,C074,330,3,primitive_eligible,none,dense,low,weak,high,short,low,high,4271523953127776088,5660775573326783247,5974524664334840827,609361788691736428,2940382381287525241
293,3,37,C017,273,3,primitive_eligible,none,sparse,low,weak,low,long,low,low,4431005083285298693,2823904957247959813,9021091630378585371,6828603181786373482,3862442797272541851
294,3,38,C094,350,3,primitive_eligible,none,dense,low,strong,high,long,low,high,4474342163376701136,1384765223678000270,7087773305707854641,7723926881156754251,2014753908439520187
295,3,39,C053,309,3,primitive_eligible,none,sparse,low,strong,low,long,high,low,4572849393445118430,8915225938821507257,9169582325502565184,3027339428849768828,2004065390886779795
296,3,40,C037,293,3,primitive_eligible,none,sparse,low,strong,low,short,high,low,4778326372335136595,8129944664102066754,1165546536059347240,2239625676410598125,6427226372787777923
297,3,41,C107,363,3,primitive_eligible,none,sparse,high,weak,high,short,high,high,4791494408195949659,4055314062088381048,8871268252934363647,1745827717830705631,4845576342394742896
298,3,42,C019,275,3,primitive_eligible,none,sparse,high,weak,low,long,low,low,5637006775700032655,7241444575042211011,7998525439768068454,7832706978360161602,6847737288615467489
299,3,43,C124,380,3,primitive_eligible,none,dense,high,weak,high,long,high,high,5758151714658958071,7821545397344835729,4530061272996070515,5329270418532987532,3161495968684839364
300,3,44,C091,347,3,primitive_eligible,none,sparse,high,weak,high,long,low,high,6121073761596009275,4742628014022391331,7806563637011449237,7612414954334374214,1692791642375190983
301,3,45,C046,302,3,primitive_eligible,none,dense,low,strong,high,short,high,low,6377022050367775675,3044348064776629072,3255090194508656650,5964785350686382909,482288071869803112
302,3,46,C035,291,3,primitive_eligible,none,sparse,high,weak,low,short,high,low,6592474335809646928,2578129330384525917,7639470214355728496,7486211221476299938,6483942023571038270
303,3,47,C026,282,3,primitive_eligible,none,dense,low,weak,high,long,low,low,6596212884557954234,1783259458951058317,2846989485731707503,3968974332119529507,7726955384030060928
304,3,48,C015,271,3,primitive_eligible,none,sparse,high,strong,high,short,low,low,6614916366495573049,2779847402561111764,914891699391226880,8459320242795986245,5439259263063774907
305,3,49,C075,331,3,primitive_eligible,none,sparse,high,weak,high,short,low,high,6961579671346173765,7917470281789860898,6272898354584064999,9019027220356411773,9121831990312001136
306,3,50,C080,336,3,primitive_eligible,none,dense,high,strong,high,short,low,high,7016167969240670357,4284111423663732329,2158879238903114307,5595530140074948247,6009130831894683565
307,3,51,C001,257,3,primitive_eligible,none,sparse,low,weak,low,short,low,low,7180724180909959712,256778608170528763,8658611518066435417,951278265333745596,7801163090887537034
308,3,52,C050,306,3,primitive_eligible,none,dense,low,weak,low,long,high,low,7239381374124741940,8068776737742280438,4428058301031241899,5433223190738938295,5159858403873587873
309,3,53,C002,258,3,primitive_eligible,none,dense,low,weak,low,short,low,low,7298596296238124049,5805890869414807013,3687493217468507950,6858575807007052893,6512376715430121321
310,3,54,C113,369,3,primitive_eligible,none,sparse,low,weak,low,long,high,high,7332371786639140702,341484062640267004,3411643877066685322,2789301706652308734,3173295855002168550
311,3,55,C062,318,3,primitive_eligible,none,dense,low,strong,high,long,high,low,7916818530025451295,4893748492049707491,1476334294076245459,3690047261071837140,4376444807965705799
312,3,56,C121,377,3,primitive_eligible,none,sparse,low,weak,high,long,high,high,8534868542270475622,2334520931371729713,8343069359028720809,5575870520566245318,3414305679644704737
313,3,57,C059,315,3,primitive_eligible,none,sparse,high,weak,high,long,high,low,8791445929448778531,7919712718575029032,7021180153722296754,7946845483184800931,3942137987807770349
314,3,58,C038,294,3,primitive_eligible,none,dense,low,strong,low,short,high,low,8844892132633294661,4862296742888596868,684315555751174829,2663574299415756127,305501865380108303
315,3,59,C079,335,3,primitive_eligible,none,sparse,high,strong,high,short,low,high,8914155961020419596,2799758916601648942,4987945115997558175,7361689684732066306,8215629047511815683
316,3,60,C029,285,3,primitive_eligible,none,sparse,low,strong,high,long,low,low,9008692296501072071,4292252554507947442,1209712132177142290,5928815623622350582,6675291914725072828
317,3,61,C110,366,3,primitive_eligible,none,dense,low,strong,high,short,high,high,9141788107656974967,4977342463593068151,6633738222100110956,3302229276080436840,3395620734127614841
318,3,62,C066,322,3,primitive_eligible,none,dense,low,weak,low,short,low,high,9184772127168845858,2576647024499263098,4322798519727859520,240020963635262097,8611156738234040635
319,3,63,C055,311,3,primitive_eligible,none,sparse,high,strong,low,long,high,low,9278796173860348511,7984809062631612469,6405052234287496659,6744444641255504856,3108922827434180995
320,3,64,C089,345,3,primitive_eligible,none,sparse,low,weak,high,long,low,high,9501009281394993092,153802316890042305,8750525856109519868,77077634464501605,8985969022030653719
321,3,65,C065,321,3,primitive_eligible,none,sparse,low,weak,low,short,low,high,9716952706792478435,4003421715075007445,8656963116378313959,4186977495883382525,8667235959880178371
322,3,66,C044,300,3,primitive_eligible,none,dense,high,weak,high,short,high,low,10099779469826519377,7367330349981652238,5730041648084181790,7498304525837784519,7235461676442110369
323,3,67,C007,263,3,primitive_eligible,none,sparse,high,strong,low,short,low,low,10237482000858470808,4477604476550971858,3480389847554955748,8842401849691358492,3008479766824299442
324,3,68,C083,339,3,primitive_eligible,none,sparse,high,weak,low,long,low,high,10299670931108035766,3331303426490948894,5999463763679980555,8762078314414061015,6243359968214240188
325,3,69,C042,298,3,primitive_eligible,none,dense,low,weak,high,short,high,low,10518895548901131908,2027181989884669051,2938108181643962890,156775627956191483,7866956729810422396
326,3,70,C085,341,3,primitive_eligible,none,sparse,low,strong,low,long,low,high,10658431365808686567,5771456875645116131,7472476332120439232,700980326419198474,661938012643108718
327,3,71,C123,379,3,primitive_eligible,none,sparse,high,weak,high,long,high,high,10667984395530425281,3128554747066401822,3511999176739659048,8842733834358347462,3029645772233009939
328,3,72,C084,340,3,primitive_eligible,none,dense,high,weak,low,long,low,high,10905549750008356550,4776077084471913403,7584178144875768410,3747876676424050969,1402269070266958068
329,3,73,C088,344,3,primitive_eligible,none,dense,high,strong,low,long,low,high,10945078577981376477,2213393310283192388,5576730900360786986,8188062218699171700,5588551996523250220
330,3,74,C064,320,3,primitive_eligible,none,dense,high,strong,high,long,high,low,11132192309209815961,3886535463698384270,8401532946383335137,7957159263142714167,8714078025646107686
331,3,75,C043,299,3,primitive_eligible,none,sparse,high,weak,high,short,high,low,11270083090039290072,3668982113618033505,1056043265999541565,3444286747033916870,7549360252589198130
332,3,76,C111,367,3,primitive_eligible,none,sparse,high,strong,high,short,high,high,11446665195057018325,8655409841854980946,4235917854052992109,4309732089252685814,1456564743688483598
333,3,77,C105,361,3,primitive_eligible,none,sparse,low,weak,high,short,high,high,11457497161340734662,67324512313688113,7813181706519443040,7523848732523917077,3904951174844445789
334,3,78,C021,277,3,primitive_eligible,none,sparse,low,strong,low,long,low,low,11545186012785652470,5226969684046516673,7268308029633465479,4520100539777025714,7494713278851235918
335,3,79,C018,274,3,primitive_eligible,none,dense,low,weak,low,long,low,low,11886441215202861199,3885629481282762657,5794118425239716214,2535559613902249314,97893975041151130
336,3,80,C006,262,3,primitive_eligible,none,dense,low,strong,low,short,low,low,11888824263483668448,7353481951481852911,6730581775560344689,4840357334370585352,8481214184286666833
337,3,81,C028,284,3,primitive_eligible,none,dense,high,weak,high,long,low,low,11949863443354144777,1697739054990902494,5143225414455088611,3922704265574292491,8038373385710597853
338,3,82,C061,317,3,primitive_eligible,none,sparse,low,strong,high,long,high,low,12127727919976968096,2387003571259950013,2188738478794179896,7315190805510246795,1304713868929420486
339,3,83,C109,365,3,primitive_eligible,none,sparse,low,strong,high,short,high,high,12206789621092749160,827306280887845712,5917367396831093265,3540697245691514943,4109441916353230257
340,3,84,C097,353,3,primitive_eligible,none,sparse,low,weak,low,short,high,high,12237939157285587083,7305434769792096065,7283618634765954470,8437694402834623217,8730775622606946447
341,3,85,C049,305,3,primitive_eligible,none,sparse,low,weak,low,long,high,low,12285779967153300738,4613986349244311999,1399775177549037955,7434283395324270027,7385036125447302717
342,3,86,C058,314,3,primitive_eligible,none,dense,low,weak,high,long,high,low,12423327852285742337,7787673401354719194,3214766304692855405,6212938366163691855,5485482878841780108
343,3,87,C095,351,3,primitive_eligible,none,sparse,high,strong,high,long,low,high,12636073899754063818,5932615299289609181,1952496927327816318,3741799309568701442,7618185007696120345
344,3,88,C119,375,3,primitive_eligible,none,sparse,high,strong,low,long,high,high,12840086887978736089,5481726084613261594,7612555957605633626,894997204491362074,8084163409550026364
345,3,89,C016,272,3,primitive_eligible,none,dense,high,strong,high,short,low,low,12975566909271372131,7054339299708599440,8600318571814470871,2944860069370588008,1541182462403719420
346,3,90,C024,280,3,primitive_eligible,none,dense,high,strong,low,long,low,low,13033430410323544310,8597484031036932207,780485343247162976,5770711814253880118,2260759241425944030
347,3,91,C063,319,3,primitive_eligible,none,sparse,high,strong,high,long,high,low,13166631859745104435,8862530564512929965,8304964769443819533,3798435965226458815,1963520382452541098
348,3,92,C078,334,3,primitive_eligible,none,dense,low,strong,high,short,low,high,13241376847407079227,8100042500107230014,1270256403235519526,3730045565268641181,2825588343812427637
349,3,93,C031,287,3,primitive_eligible,none,sparse,high,strong,high,long,low,low,13283567652619865780,8220893861606677167,6738447327337497156,1334156906064393107,230082071143286726
350,3,94,C101,357,3,primitive_eligible,none,sparse,low,strong,low,short,high,high,13287082132511211665,4262759465416181682,7950515200116135259,1380760854308707268,1960677788342618067
351,3,95,C117,373,3,primitive_eligible,none,sparse,low,strong,low,long,high,high,13293197827452476561,5673005677036058886,5395429073614545196,985763721169112647,572385326042752606
352,3,96,C045,301,3,primitive_eligible,none,sparse,low,strong,high,short,high,low,13657479543212918151,2553729676218045602,6189506394464627505,159923023512252909,3754855906068073983
353,3,97,C020,276,3,primitive_eligible,none,dense,high,weak,low,long,low,low,13841001096342460405,7899340759003747981,3170425043311621007,1069390943802874830,4348657362997806357
354,3,98,C100,356,3,primitive_eligible,none,dense,high,weak,low,short,high,high,14488690898453251872,3472097407742955449,7855396656321783351,7344183747583042855,3215424399012295594
355,3,99,C073,329,3,primitive_eligible,none,sparse,low,weak,high,short,low,high,14634128004803136162,2917939852874398763,7543100482085141680,2619059870456610337,4491895271947602950
356,3,100,C041,297,3,primitive_eligible,none,sparse,low,weak,high,short,high,low,14749062598050815242,4098329942920996972,2162365806172366410,6361290701676060706,3694498074434376014
357,3,101,C120,376,3,primitive_eligible,none,dense,high,strong,low,long,high,high,14837567642154213708,2616071218867558667,6679861247226147711,6365461149003004655,5985787120077725875
358,3,102,C093,349,3,primitive_eligible,none,sparse,low,strong,high,long,low,high,14891179896171354608,6128076697238516909,7633471830363646699,6842111264585912948,7874730014472783227
359,3,103,C057,313,3,primitive_eligible,none,sparse,low,weak,high,long,high,low,15066497270555255102,7834801939106537179,6886797047259209078,4324301011970445702,8896914671064459388
360,3,104,C069,325,3,primitive_eligible,none,sparse,low,strong,low,short,low,high,15068641998103161376,2500038513249695329,6223529602945096387,8359029447808710481,8884371062688286920
361,3,105,C009,265,3,primitive_eligible,none,sparse,low,weak,high,short,low,low,15385263151373681226,8060359717819002540,1093947007425402728,2418839980362040232,1778567799816781588
362,3,106,C106,362,3,primitive_eligible,none,dense,low,weak,high,short,high,high,15472705570653891315,2247493613189240884,895113291172645812,1245755384569415571,36521452747678378
363,3,107,C112,368,3,primitive_eligible,none,dense,high,strong,high,short,high,high,15565461445861583941,2163838876573407395,974022639222134621,4063034651090476296,3578969984780817998
364,3,108,C034,290,3,primitive_eligible,none,dense,low,weak,low,short,high,low,15600210715172224957,5665348140744443218,3688110120601764169,6855230423048454388,4707294685456563662
365,3,109,C039,295,3,primitive_eligible,none,sparse,high,strong,low,short,high,low,15743740669986912762,1215649320455148189,5264941459209601541,7208137464876439506,1229100818308551578
366,3,110,C012,268,3,primitive_eligible,none,dense,high,weak,high,short,low,low,15828356357744298705,4123378711958059482,3831642091255163215,6783921087434181367,2231794353485291123
367,3,111,C098,354,3,primitive_eligible,none,dense,low,weak,low,short,high,high,16102411888373229576,9210900332412726267,6489880400671260808,2415606050079453403,8434972866255158976
368,3,112,C027,283,3,primitive_eligible,none,sparse,high,weak,high,long,low,low,16350744804138181864,1720047492862967645,4342482218072978775,6821154713375045768,4027643510052783877
369,3,113,C068,324,3,primitive_eligible,none,dense,high,weak,low,short,low,high,16471471199821997353,3739025707611679950,628268486143988180,1828361515831354652,6255654643671041138
370,3,114,C096,352,3,primitive_eligible,none,dense,high,strong,high,long,low,high,16660696017179049680,6083226625272710561,5020526906399172100,1493793186200612506,6289460954758800206
371,3,115,C023,279,3,primitive_eligible,none,sparse,high,strong,low,long,low,low,16788625120900509048,870938542439858886,5766539166443729783,3732649979711421755,9091455211723210627
372,3,116,C011,267,3,primitive_eligible,none,sparse,high,weak,high,short,low,low,16845327527160166838,6985776098234343851,7872135030430816404,5649645862042066467,2420066620272699667
373,3,117,C092,348,3,primitive_eligible,none,dense,high,weak,high,long,low,high,16922124177299920237,7585956221570264301,7919271941707577102,5412303918382679787,2555086348779553817
374,3,118,C025,281,3,primitive_eligible,none,sparse,low,weak,high,long,low,low,16939612333053305069,5206867665898899724,1596489523463775732,2975556785830764004,5961412185772445981
375,3,119,C086,342,3,primitive_eligible,none,dense,low,strong,low,long,low,high,16951759798797110829,4600563142157563354,3591698294264457411,8698468893948802237,5501506766343567799
376,3,120,C032,288,3,primitive_eligible,none,dense,high,strong,high,long,low,low,17144790684724969755,5807923882061975987,8364038634417866598,6384155699795991174,4002475991908088021
377,3,121,C010,266,3,primitive_eligible,none,dense,low,weak,high,short,low,low,17439237543006935473,8750423458995570892,6037207518995977768,480781687096112054,3249770947179893827
378,3,122,C005,261,3,primitive_eligible,none,sparse,low,strong,low,short,low,low,17716639746042955439,7072672110131952830,251389153179647456,5800060603366642421,5052543086184451585
379,3,123,C004,260,3,primitive_eligible,none,dense,high,weak,low,short,low,low,17945669465815010218,2555106803516152299,3980339960216964441,2895553772066927735,2473941812404124075
380,3,124,C036,292,3,primitive_eligible,none,dense,high,weak,low,short,high,low,18009322936965234903,3430509488163846692,3643485416904472606,9031593039046310292,4764430330918533201
381,3,125,C022,278,3,primitive_eligible,none,dense,low,strong,low,long,low,low,18116084990423891677,6047987240621231175,660631398837627866,2016738530607507438,5802634653937040135
382,3,126,C008,264,3,primitive_eligible,none,dense,high,strong,low,short,low,low,18164659609728757258,4501123542405562225,4329087833136265494,2573395885534347352,7516777455527739987
383,3,127,C051,307,3,primitive_eligible,none,sparse,high,weak,low,long,high,low,18200382798006765238,5623301703910653475,9216137917774724155,3777580231759292814,342304245843583068
384,3,128,C104,360,3,primitive_eligible,none,dense,high,strong,low,short,high,high,18393012855761566549,2037409988424427381,5518049303041988206,1439199046299608892,4846415121887833187
385,4,1,C049,433,4,boundary,positive_poor_exposure,sparse,low,weak,low,long,high,low,22945804550308731,5222070378581062734,7983934410929219856,2439351799081564891,4565015028371478380
386,4,2,C083,467,4,boundary,positive_poor_exposure,sparse,high,weak,low,long,low,high,65382753136369344,6950952000024586268,1603587147270108667,8089433023452245845,3442861402975673404
387,4,3,C052,436,4,boundary,positive_poor_exposure,dense,high,weak,low,long,high,low,334199004852075139,8625730399413173167,6501963099796934919,5358531557604122976,570753620696232414
388,4,4,C093,477,4,boundary,positive_poor_exposure,sparse,low,strong,high,long,low,high,366191373712583461,5157219695134583369,6373271951512621697,3071613102050308215,3804990436398051399
389,4,5,C077,461,4,boundary,positive_poor_exposure,sparse,low,strong,high,short,low,high,699763732492613498,1165793323797933807,4048270465065189230,9139492554572374397,8641116920625977729
390,4,6,C035,419,4,boundary,positive_poor_exposure,sparse,high,weak,low,short,high,low,937083589930688649,2236951493238448597,4561840908445620909,620274798925210286,7878312281700145912
391,4,7,C072,456,4,boundary,positive_poor_exposure,dense,high,strong,low,short,low,high,1034761703331959370,6499072519886677533,1840391076284682077,5455756937708265044,520364565224610351
392,4,8,C082,466,4,boundary,positive_poor_exposure,dense,low,weak,low,long,low,high,1331437202584278896,5494441057385084616,1081212326028493297,4603174633679039958,8099929835480092303
393,4,9,C073,457,4,boundary,positive_poor_exposure,sparse,low,weak,high,short,low,high,1399379531207272980,6736501482043943645,7307672589437717775,1122661480706146475,9025730938471318597
394,4,10,C011,395,4,boundary,positive_poor_exposure,sparse,high,weak,high,short,low,low,2383141571266455047,6689628868407196167,4060057628728536741,9075262933836047038,1771761485631661429
395,4,11,C040,424,4,boundary,positive_poor_exposure,dense,high,strong,low,short,high,low,2396598973617747713,1399347458815361790,2242171757908982482,9209896157459282306,8899432150544170163
396,4,12,C056,440,4,boundary,positive_poor_exposure,dense,high,strong,low,long,high,low,2399110541540852901,2780563921694576902,6681271013089113742,2975762556440976380,6157761338859622614
397,4,13,C086,470,4,boundary,positive_poor_exposure,dense,low,strong,low,long,low,high,2795613189295285916,224442756383041141,6430118257086090138,4784095662991590736,5748375917560567260
398,4,14,C053,437,4,boundary,positive_poor_exposure,sparse,low,strong,low,long,high,low,2897559107181854563,6074967828208803322,4253003795882650478,961111519918466362,6129754955942027759
399,4,15,C128,512,4,boundary,positive_poor_exposure,dense,high,strong,high,long,high,high,2913310272152666321,9197007160221704004,3806252853928834854,5496098681005915530,4882061480851529699
400,4,16,C007,391,4,boundary,positive_poor_exposure,sparse,high,strong,low,short,low,low,3300074481140806010,8605429587393838178,8832127848956892993,5001396565339132325,385123240770559703
401,4,17,C015,399,4,boundary,positive_poor_exposure,sparse,high,strong,high,short,low,low,3425887245369477478,7209687981577087024,2292505724787221884,7208424045592337604,1409436402302185340
402,4,18,C122,506,4,boundary,positive_poor_exposure,dense,low,weak,high,long,high,high,3810122174133031904,4170744026967439550,3801972274052367738,1774464629205010769,8868508177358028603
403,4,19,C005,389,4,boundary,positive_poor_exposure,sparse,low,strong,low,short,low,low,3978729237267073887,5315190255471224250,3575862036125966480,7668248219139014663,544285592913976265
404,4,20,C094,478,4,boundary,positive_poor_exposure,dense,low,strong,high,long,low,high,4513943506619429704,8693998970497038398,936533560146175417,1701372864199581830,5952031605825493363
405,4,21,C085,469,4,boundary,positive_poor_exposure,sparse,low,strong,low,long,low,high,4600695783455472726,6776707797876006533,2532460641352537275,7761633453302360308,7397658832941608465
406,4,22,C021,405,4,boundary,positive_poor_exposure,sparse,low,strong,low,long,low,low,4785112839452243314,8049142174395808012,549213255205624053,2435592393547421173,7621151446505987276
407,4,23,C096,480,4,boundary,positive_poor_exposure,dense,high,strong,high,long,low,high,5476443700442090207,5283904235798062330,3139761129029438882,7856588036169608822,1702705269616835327
408,4,24,C104,488,4,boundary,positive_poor_exposure,dense,high,strong,low,short,high,high,5686815000980951375,6760142040646268744,836282300109198024,8007168014976595004,5355155355027706031
409,4,25,C033,417,4,boundary,positive_poor_exposure,sparse,low,weak,low,short,high,low,5718854983991846418,8058341744036127347,3761187165010750082,4977115421160723525,4308724226246753727
410,4,26,C059,443,4,boundary,positive_poor_exposure,sparse,high,weak,high,long,high,low,5871269423613764482,4614225338367713970,6120777514448078598,5475185289329076530,8761344424774146633
411,4,27,C062,446,4,boundary,positive_poor_exposure,dense,low,strong,high,long,high,low,5961766360921528245,1381455525398411415,232018818627522475,3621370453308653435,419024605043852588
412,4,28,C110,494,4,boundary,positive_poor_exposure,dense,low,strong,high,short,high,high,6151295908191152482,8299990774602615087,3919102257649024754,3238020870602405831,2265688195779364706
413,4,29,C079,463,4,boundary,positive_poor_exposure,sparse,high,strong,high,short,low,high,6916404386961531706,6543111564552814912,7313990102534235838,1936023743335233068,3767624878756695294
414,4,30,C124,508,4,boundary,positive_poor_exposure,dense,high,weak,high,long,high,high,6977930988278681701,2434222536387976775,3840345173584564706,5962507173875263075,5431254959405677304
415,4,31,C014,398,4,boundary,positive_poor_exposure,dense,low,strong,high,short,low,low,7012166976414969400,6252139530058012258,7443676918731094786,3134000908579736008,9120815523542876212
416,4,32,C050,434,4,boundary,positive_poor_exposure,dense,low,weak,low,long,high,low,7136310913732242303,119065528936775231,2162174019462660419,1384141398854502468,2895539701490704739
417,4,33,C078,462,4,boundary,positive_poor_exposure,dense,low,strong,high,short,low,high,7237808689666401519,2609414927873394149,1197684312028727237,6129526565434352598,4270996367960495261
418,4,34,C002,386,4,boundary,positive_poor_exposure,dense,low,weak,low,short,low,low,7281966305368490608,4718559581540953300,99839246626873000,3207464905691051272,2476966455575554900
419,4,35,C066,450,4,boundary,positive_poor_exposure,dense,low,weak,low,short,low,high,7284909579790138023,11337518064411882,1864206349440810436,4102384781627071882,860232187058197586
420,4,36,C101,485,4,boundary,positive_poor_exposure,sparse,low,strong,low,short,high,high,7463194577387407698,5366807592405128841,454071540391883185,2374189962928547852,7435676687786884338
421,4,37,C004,388,4,boundary,positive_poor_exposure,dense,high,weak,low,short,low,low,7490430424851225571,5212155063684832277,7835767239359243805,220076101409227109,1487124282054312038
422,4,38,C046,430,4,boundary,positive_poor_exposure,dense,low,strong,high,short,high,low,7584250489920477072,7203481669877664661,4770292447216953835,3110183080729855077,6639971685784560807
423,4,39,C111,495,4,boundary,positive_poor_exposure,sparse,high,strong,high,short,high,high,7797431680432312665,1276666860226010208,7676812710340701087,6436618348637165606,3515593848795134852
