relative_path,bytes,sha256
experiments/algorithmic_compression_v2/results/control/V2-B-N064-R064-C02-X01/heaviest_safe_first__full_fixed_point_then_reconstruct.stderr.log,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
experiments/algorithmic_compression_v2/results/control/V2-B-N064-R064-C02-X01/heaviest_safe_first__full_fixed_point_then_reconstruct.stdout.log,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
experiments/algorithmic_compression_v2/results/control/V2-B-N064-R064-C02-X01/heaviest_safe_first__full_fixed_point_then_reconstruct.worker.toml,61537,e8f98020e100736345bc17d7d8817157621dd90eb8879abcb6cf5ae5aacb5a4e
experiments/algorithmic_compression_v2/results/control/V2-B-N064-R064-C02-X01/heaviest_safe_first__mandatory_only.handshake.toml,255,b8f66c57cc93e8cc94d7884f09421a773db900bd94890b8a4f36e5f0b9675c30
experiments/algorithmic_compression_v2/results/control/V2-B-N064-R064-C02-X01/heaviest_safe_first__mandatory_only.job.toml,1742,f0c96627761f408c609cfb03684b441678670dab36610c88b9f95b6058111892
experiments/algorithmic_compression_v2/results/control/V2-B-N064-R064-C02-X01/heaviest_safe_first__mandatory_only.stderr.log,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
experiments/algorithmic_compression_v2/results/control/V2-B-N064-R064-C02-X01/heaviest_safe_first__mandatory_only.stdout.log,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
experiments/algorithmic_compression_v2/results/control/V2-B-N064-R064-C02-X01/heaviest_safe_first__mandatory_only.worker.toml,46249,dc6a116df18111aa369f8bc411aa12c5c474645252b75195fb1966e0b11b219d
experiments/algorithmic_compression_v2/results/control/V2-B-N064-R064-C02-X01/jump_highs_tagged_cover__full_fixed_point.handshake.toml,261,184f59d61b3b03899acaf69017a6d0277985dcb9b4e6709b706dc120a57d8f72
experiments/algorithmic_compression_v2/results/control/V2-B-N064-R064-C02-X01/jump_highs_tagged_cover__full_fixed_point.job.toml,1762,174220c6f149c74a3656d50fdcbdca1136bb8a0c0adafbdba581754ee6961612
experiments/algorithmic_compression_v2/results/control/V2-B-N064-R064-C02-X01/jump_highs_tagged_cover__full_fixed_point.stderr.log,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
experiments/algorithmic_compression_v2/results/control/V2-B-N064-R064-C02-X01/jump_highs_tagged_cover__full_fixed_point.stdout.log,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
experiments/algorithmic_compression_v2/results/control/V2-B-N064-R064-C02-X01/jump_highs_tagged_cover__full_fixed_point.worker.toml,69060,9cd9b95c0d38a91f9bfb81291143fb80c47f7c5edbe59173d579840adafffa5a
experiments/algorithmic_compression_v2/results/control/V2-B-N064-R064-C02-X01/jump_highs_tagged_cover__mandatory_only.handshake.toml,259,73506b0d55b593f9c2221b6866b789abf069983f2348dbac87f85e0b09e529da
experiments/algorithmic_compression_v2/results/control/V2-B-N064-R064-C02-X01/jump_highs_tagged_cover__mandatory_only.job.toml,1756,aaed27837e34bfe9fcd522ef89fff1df045c101d3b5920416f03bab9027635bb
experiments/algorithmic_compression_v2/results/control/V2-B-N064-R064-C02-X01/jump_highs_tagged_cover__mandatory_only.stderr.log,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
experiments/algorithmic_compression_v2/results/control/V2-B-N064-R064-C02-X01/jump_highs_tagged_cover__mandatory_only.stdout.log,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
experiments/algorithmic_compression_v2/results/control/V2-B-N064-R064-C02-X01/jump_highs_tagged_cover__mandatory_only.worker.toml,8227,3b8f2a76f89c05bd444fb5413ebb634398b8dfb6e2467ab31792fca41be2c4ef
experiments/algorithmic_compression_v2/results/control/V2-B-N064-R064-C02-X01/lightest_safe_first__full_fixed_point_then_reconstruct.handshake.toml,274,d7f22d10df9b1eb6ca26b2ac3179db792a265a72b60d2768887daf750e008d6f
experiments/algorithmic_compression_v2/results/control/V2-B-N064-R064-C02-X01/lightest_safe_first__full_fixed_point_then_reconstruct.job.toml,1799,d6d9186a81b9a59811a10968748210c28fc5e7a1ffa51526b5292646ad8f5c82
experiments/algorithmic_compression_v2/results/control/V2-B-N064-R064-C02-X01/lightest_safe_first__full_fixed_point_then_reconstruct.stderr.log,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
experiments/algorithmic_compression_v2/results/control/V2-B-N064-R064-C02-X01/lightest_safe_first__full_fixed_point_then_reconstruct.stdout.log,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
experiments/algorithmic_compression_v2/results/control/V2-B-N064-R064-C02-X01/lightest_safe_first__full_fixed_point_then_reconstruct.worker.toml,61537,5829e32085b6fc36135473240737996816a5d197aea505b9301252ea76da6937
experiments/algorithmic_compression_v2/results/control/V2-B-N064-R064-C02-X01/lightest_safe_first__mandatory_only.handshake.toml,255,7b753f40ea8fc1f3368600c63814ea0cca7caff1a5d0f38e395525499f8ba5ee
experiments/algorithmic_compression_v2/results/control/V2-B-N064-R064-C02-X01/lightest_safe_first__mandatory_only.job.toml,1742,55e7c9290477d69edcad534ac36593a67bb938b0b8e3d020ec6637b39177084c
experiments/algorithmic_compression_v2/results/control/V2-B-N064-R064-C02-X01/lightest_safe_first__mandatory_only.stderr.log,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
experiments/algorithmic_compression_v2/results/control/V2-B-N064-R064-C02-X01/lightest_safe_first__mandatory_only.stdout.log,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
experiments/algorithmic_compression_v2/results/control/V2-B-N064-R064-C02-X01/lightest_safe_first__mandatory_only.worker.toml,45713,8cfb3736fdcac5e2de333b9136b3143d0ba59573574ca298e344a619e1c72579
experiments/algorithmic_compression_v2/results/control/V2-B-N064-R064-C02-X01/maximum_immediate_burden_release__full_fixed_point_then_reconstruct.handshake.toml,287,3a68f06b7a93b864a33304dfd2ae154cb79e1437af137c2bdb66b35341070c9e
experiments/algorithmic_compression_v2/results/control/V2-B-N064-R064-C02-X01/maximum_immediate_burden_release__full_fixed_point_then_reconstruct.job.toml,1838,fde80fcc40d662de3604460968429bb0293ee4d31f0260cef8b34755436929eb
experiments/algorithmic_compression_v2/results/control/V2-B-N064-R064-C02-X01/maximum_immediate_burden_release__full_fixed_point_then_reconstruct.stderr.log,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
experiments/algorithmic_compression_v2/results/control/V2-B-N064-R064-C02-X01/maximum_immediate_burden_release__full_fixed_point_then_reconstruct.stdout.log,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
experiments/algorithmic_compression_v2/results/control/V2-B-N064-R064-C02-X01/maximum_immediate_burden_release__full_fixed_point_then_reconstruct.worker.toml,61618,2d5c2c4e10a3d240df5df5ef7a794aa40a23d2c61b4990000e5b11d0b9804d65
experiments/algorithmic_compression_v2/results/control/V2-B-N064-R064-C02-X01/maximum_immediate_burden_release__mandatory_only.handshake.toml,267,64b803cf0ba47d29a87036a127a7e88181618045383b8a40c15bae8f4d63e8eb
experiments/algorithmic_compression_v2/results/control/V2-B-N064-R064-C02-X01/maximum_immediate_burden_release__mandatory_only.job.toml,1781,f6b6021da22f7650fee32cfe73b6acc6dd4323ec5f45ee97168553e0e48fe8e0
experiments/algorithmic_compression_v2/results/control/V2-B-N064-R064-C02-X01/maximum_immediate_burden_release__mandatory_only.stderr.log,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
experiments/algorithmic_compression_v2/results/control/V2-B-N064-R064-C02-X01/maximum_immediate_burden_release__mandatory_only.stdout.log,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
experiments/algorithmic_compression_v2/results/control/V2-B-N064-R064-C02-X01/maximum_immediate_burden_release__mandatory_only.worker.toml,47258,9ed1e627287dffe9b7328af23c2a6f5c22c499300e4faa8ab6ebb08649611690
experiments/algorithmic_compression_v2/results/control/V2-B-N064-R064-C02-X01/minimum_unique_carrier_exposure__full_fixed_point_then_reconstruct.handshake.toml,286,0b7d9c670b5435131143e8feb897054011d5d7b1632f4477e8fa3b16352e9436
experiments/algorithmic_compression_v2/results/control/V2-B-N064-R064-C02-X01/minimum_unique_carrier_exposure__full_fixed_point_then_reconstruct.job.toml,1836,690b4cadd494321f6fb6e4df11c6fd982c4edc045e4700985a7cb52cffdcd3dc
experiments/algorithmic_compression_v2/results/control/V2-B-N064-R064-C02-X01/minimum_unique_carrier_exposure__full_fixed_point_then_reconstruct.stderr.log,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
experiments/algorithmic_compression_v2/results/control/V2-B-N064-R064-C02-X01/minimum_unique_carrier_exposure__full_fixed_point_then_reconstruct.stdout.log,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
experiments/algorithmic_compression_v2/results/control/V2-B-N064-R064-C02-X01/minimum_unique_carrier_exposure__full_fixed_point_then_reconstruct.worker.toml,61643,dbba814d0ef8ca21cdc646c333c6961acabbfef7513d6346402668d7c89e83ae
experiments/algorithmic_compression_v2/results/control/V2-B-N064-R064-C02-X01/minimum_unique_carrier_exposure__mandatory_only.handshake.toml,267,63237992bf8478f780306c9870cd7ed8f6dd3612696117f563145f5b6fada0e3
experiments/algorithmic_compression_v2/results/control/V2-B-N064-R064-C02-X01/minimum_unique_carrier_exposure__mandatory_only.job.toml,1778,d50fe93ba747a6a0147b858039701248bb7fd304a58e0cde7bc3a8b08e98a316
experiments/algorithmic_compression_v2/results/control/V2-B-N064-R064-C02-X01/minimum_unique_carrier_exposure__mandatory_only.stderr.log,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
experiments/algorithmic_compression_v2/results/control/V2-B-N064-R064-C02-X01/minimum_unique_carrier_exposure__mandatory_only.stdout.log,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
experiments/algorithmic_compression_v2/results/control/V2-B-N064-R064-C02-X01/minimum_unique_carrier_exposure__mandatory_only.worker.toml,49357,5d40920a70757282e9e1754f88c0da22dce010bc5608a7726716ecdf1e07654d
experiments/algorithmic_compression_v2/results/control/V2-B-N064-R064-C02-X01/multistart_random_rechecked_deletion_32__full_fixed_point_then_reconstruct.handshake.toml,294,5824e06e4ab32ff1d222c3eca8011a2d9cc3d6913c21db06af637c84a8a938df
experiments/algorithmic_compression_v2/results/control/V2-B-N064-R064-C02-X01/multistart_random_rechecked_deletion_32__full_fixed_point_then_reconstruct.job.toml,1860,3f5f2b265026e88d4cfcea50c8ee37e5c4dfd0fb75bc35bde0f8081b9c8deb1b
experiments/algorithmic_compression_v2/results/control/V2-B-N064-R064-C02-X01/multistart_random_rechecked_deletion_32__full_fixed_point_then_reconstruct.stderr.log,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
experiments/algorithmic_compression_v2/results/control/V2-B-N064-R064-C02-X01/multistart_random_rechecked_deletion_32__full_fixed_point_then_reconstruct.stdout.log,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
experiments/algorithmic_compression_v2/results/control/V2-B-N064-R064-C02-X01/multistart_random_rechecked_deletion_32__full_fixed_point_then_reconstruct.worker.toml,75300,02325c426afafc2ce65baaa2d4741b5f0f1e3fcce3a46a210b927b870051c45e
experiments/algorithmic_compression_v2/results/control/V2-B-N064-R064-C02-X01/multistart_random_rechecked_deletion_32__mandatory_only.handshake.toml,275,3297c74ac6e38f8e35cdc7c756a52051c304b55bc7a603aaceb7f3a64b662353
experiments/algorithmic_compression_v2/results/control/V2-B-N064-R064-C02-X01/multistart_random_rechecked_deletion_32__mandatory_only.job.toml,1803,693b1cba3a9d1ac1446da5ab3673465b0d188a1e57d2eee08a817231d747b1a2
experiments/algorithmic_compression_v2/results/control/V2-B-N064-R064-C02-X01/multistart_random_rechecked_deletion_32__mandatory_only.stderr.log,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
experiments/algorithmic_compression_v2/results/control/V2-B-N064-R064-C02-X01/multistart_random_rechecked_deletion_32__mandatory_only.stdout.log,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
experiments/algorithmic_compression_v2/results/control/V2-B-N064-R064-C02-X01/multistart_random_rechecked_deletion_32__mandatory_only.worker.toml,68245,e8888e6436d57877b6e84cf468dfe1c8b1dd9dfbc466116f1d155e25e3e91a24
experiments/algorithmic_compression_v2/results/control/V2-B-N064-R064-C02-X01/random_order_rechecked_deletion__full_fixed_point_then_reconstruct.handshake.toml,286,86189086291140368244dcea707c1ada1249687615dcbadae5280b6af170dd5d
experiments/algorithmic_compression_v2/results/control/V2-B-N064-R064-C02-X01/random_order_rechecked_deletion__full_fixed_point_then_reconstruct.job.toml,1836,b008be42fc343be29b8cbab107d13ee38ced21d7906750e55021476966df04f6
experiments/algorithmic_compression_v2/results/control/V2-B-N064-R064-C02-X01/random_order_rechecked_deletion__full_fixed_point_then_reconstruct.stderr.log,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
experiments/algorithmic_compression_v2/results/control/V2-B-N064-R064-C02-X01/random_order_rechecked_deletion__full_fixed_point_then_reconstruct.stdout.log,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
experiments/algorithmic_compression_v2/results/control/V2-B-N064-R064-C02-X01/random_order_rechecked_deletion__full_fixed_point_then_reconstruct.worker.toml,61599,4146323a97b735e192fb590858f7e230e5df1208d4b04ac2bc89b041aa1b5caa
experiments/algorithmic_compression_v2/results/control/V2-B-N064-R064-C02-X01/random_order_rechecked_deletion__mandatory_only.handshake.toml,267,f7ec2289fe300939a155b5471a0413df4da5d6fa965ce3a7af667c1d432f9d4e
experiments/algorithmic_compression_v2/results/control/V2-B-N064-R064-C02-X01/random_order_rechecked_deletion__mandatory_only.job.toml,1779,a7c558206ecb2ee5301cf92212363f3a6ef4bb9b74bae15fdc667dca10b65e7c
experiments/algorithmic_compression_v2/results/control/V2-B-N064-R064-C02-X01/random_order_rechecked_deletion__mandatory_only.stderr.log,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
experiments/algorithmic_compression_v2/results/control/V2-B-N064-R064-C02-X01/random_order_rechecked_deletion__mandatory_only.stdout.log,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
experiments/algorithmic_compression_v2/results/control/V2-B-N064-R064-C02-X01/random_order_rechecked_deletion__mandatory_only.worker.toml,45922,28bf2750c434c04f481e0bf2faf6caa585ccde4cf7610ecba86550e407bf0c53
experiments/algorithmic_compression_v2/results/control/V2-B-N064-R064-C02-X01/weighted_greedy__full_fixed_point_then_reconstruct.handshake.toml,270,2110f48e5abe6a2923c29d8ab9a6b5fea5ad38938feaa014d0ae2120c0eb4ffc
experiments/algorithmic_compression_v2/results/control/V2-B-N064-R064-C02-X01/weighted_greedy__full_fixed_point_then_reconstruct.job.toml,1788,a64e0774ea854c64250d448d1102d9c6d46e987f7d3fa18b4bf9634f9eaa905b
experiments/algorithmic_compression_v2/results/control/V2-B-N064-R064-C02-X01/weighted_greedy__full_fixed_point_then_reconstruct.stderr.log,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
experiments/algorithmic_compression_v2/results/control/V2-B-N064-R064-C02-X01/weighted_greedy__full_fixed_point_then_reconstruct.stdout.log,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
experiments/algorithmic_compression_v2/results/control/V2-B-N064-R064-C02-X01/weighted_greedy__full_fixed_point_then_reconstruct.worker.toml,61401,8280ce72ada5c957fa7e6346d52d5336c161d5e5206873f6aa00a35d008105b7
experiments/algorithmic_compression_v2/results/control/V2-B-N064-R064-C02-X01/weighted_greedy__mandatory_only.handshake.toml,251,b453db527e184e4fdbac2353ca90cf5d4266a1361c6fc7d73cb48798f81479da
experiments/algorithmic_compression_v2/results/control/V2-B-N064-R064-C02-X01/weighted_greedy__mandatory_only.job.toml,1731,88d601f8aa676476c858e83a5ebfb378a2d8199458ad317f9c64e3abab8dbcff
experiments/algorithmic_compression_v2/results/control/V2-B-N064-R064-C02-X01/weighted_greedy__mandatory_only.stderr.log,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
experiments/algorithmic_compression_v2/results/control/V2-B-N064-R064-C02-X01/weighted_greedy__mandatory_only.stdout.log,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
experiments/algorithmic_compression_v2/results/control/V2-B-N064-R064-C02-X01/weighted_greedy__mandatory_only.worker.toml,5815,ffb1d1594c15cd0a351e8e00663ba2c07525fe90d4ac62371e007bcdc628c61b
experiments/algorithmic_compression_v2/results/control/V2-B-N064-R064-C02-X01/weighted_greedy_reverse_delete__full_fixed_point_then_reconstruct.handshake.toml,285,bb6f6c5d35abc23b877ef3e1954721e7eb2bd0582f6417371263492239864491
experiments/algorithmic_compression_v2/results/control/V2-B-N064-R064-C02-X01/weighted_greedy_reverse_delete__full_fixed_point_then_reconstruct.job.toml,1832,fed5ce637100f808ca513ec86b4178e371a6397a68e54b11b7e03e08ff94ae77
experiments/algorithmic_compression_v2/results/control/V2-B-N064-R064-C02-X01/weighted_greedy_reverse_delete__full_fixed_point_then_reconstruct.stderr.log,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
experiments/algorithmic_compression_v2/results/control/V2-B-N064-R064-C02-X01/weighted_greedy_reverse_delete__full_fixed_point_then_reconstruct.stdout.log,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
experiments/algorithmic_compression_v2/results/control/V2-B-N064-R064-C02-X01/weighted_greedy_reverse_delete__full_fixed_point_then_reconstruct.worker.toml,61423,5354d6d8081faf5751ad2a3d3aa8560c25690de7f960e746469e79cd56fc282b
experiments/algorithmic_compression_v2/results/control/V2-B-N064-R064-C02-X01/weighted_greedy_reverse_delete__mandatory_only.handshake.toml,266,574e6c98eb7de29c6133b48f6e539acf691bc703ee969b48678dc7f676b3d844
experiments/algorithmic_compression_v2/results/control/V2-B-N064-R064-C02-X01/weighted_greedy_reverse_delete__mandatory_only.job.toml,1775,0174314081287b22bb2128bc2e85a78b49f468a6cf050d24224c103bab270778
experiments/algorithmic_compression_v2/results/control/V2-B-N064-R064-C02-X01/weighted_greedy_reverse_delete__mandatory_only.stderr.log,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
experiments/algorithmic_compression_v2/results/control/V2-B-N064-R064-C02-X01/weighted_greedy_reverse_delete__mandatory_only.stdout.log,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
experiments/algorithmic_compression_v2/results/control/V2-B-N064-R064-C02-X01/weighted_greedy_reverse_delete__mandatory_only.worker.toml,8441,546a9fa738ac4b24f54c7cf42a9ca6807e970ccb663165eee47222b67f2cdaf4
experiments/algorithmic_compression_v2/results/control/V2-B-N064-R064-C02-X02/cardinality_greedy__full_fixed_point_then_reconstruct.handshake.toml,273,5a418f27f6851d9a1120da2b18a027626920d45486b359f1d87e6bf82afb52c0
experiments/algorithmic_compression_v2/results/control/V2-B-N064-R064-C02-X02/cardinality_greedy__full_fixed_point_then_reconstruct.job.toml,1799,833ad1f83d7a799252610ae83d397707a12208004b32caadaa4ec1ee01ce8090
experiments/algorithmic_compression_v2/results/control/V2-B-N064-R064-C02-X02/cardinality_greedy__full_fixed_point_then_reconstruct.stderr.log,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
experiments/algorithmic_compression_v2/results/control/V2-B-N064-R064-C02-X02/cardinality_greedy__full_fixed_point_then_reconstruct.stdout.log,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
experiments/algorithmic_compression_v2/results/control/V2-B-N064-R064-C02-X02/cardinality_greedy__full_fixed_point_then_reconstruct.worker.toml,45433,c102c04f5a314bcb18622abea1a99290d003e5e4501104d53e742ee07cd96944
experiments/algorithmic_compression_v2/results/control/V2-B-N064-R064-C02-X02/cardinality_greedy__mandatory_only.handshake.toml,254,ebab792131e3a09628d9acae4fb82bab2190c91f9840c9c8a7a1ff3465f46a95
experiments/algorithmic_compression_v2/results/control/V2-B-N064-R064-C02-X02/cardinality_greedy__mandatory_only.job.toml,1742,4f27941d3e5d225ce9283139ba6f3b11562eca75f04cbc5b1d90176c8c9448ce
experiments/algorithmic_compression_v2/results/control/V2-B-N064-R064-C02-X02/cardinality_greedy__mandatory_only.stderr.log,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
experiments/algorithmic_compression_v2/results/control/V2-B-N064-R064-C02-X02/cardinality_greedy__mandatory_only.stdout.log,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
experiments/algorithmic_compression_v2/results/control/V2-B-N064-R064-C02-X02/cardinality_greedy__mandatory_only.worker.toml,5834,ab2e121864f514cedda757be654eae586127e0d1a1feadc36147d47f8f211075
experiments/algorithmic_compression_v2/results/control/V2-B-N064-R064-C02-X02/declared_source_order__full_fixed_point_then_reconstruct.handshake.toml,276,955ff5d51e5e7a7f000f9ecd3b06b763cff1ef85fb565bf54a6c20cc943640f1
experiments/algorithmic_compression_v2/results/control/V2-B-N064-R064-C02-X02/declared_source_order__full_fixed_point_then_reconstruct.job.toml,1808,f2ee733e2c2769e3e90685758a5292d0d5544ed3c90dc1e8746d0557afb0dede
experiments/algorithmic_compression_v2/results/control/V2-B-N064-R064-C02-X02/declared_source_order__full_fixed_point_then_reconstruct.stderr.log,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
experiments/algorithmic_compression_v2/results/control/V2-B-N064-R064-C02-X02/declared_source_order__full_fixed_point_then_reconstruct.stdout.log,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
experiments/algorithmic_compression_v2/results/control/V2-B-N064-R064-C02-X02/declared_source_order__full_fixed_point_then_reconstruct.worker.toml,56005,9cba94df74cfdaaa165095bffe95b37f2926c49035f9046ed17518a634e32fa0
experiments/algorithmic_compression_v2/results/control/V2-B-N064-R064-C02-X02/declared_source_order__mandatory_only.handshake.toml,257,96159e9d08940cc99069d7f0d398955505c05caf76a477c31e790db39bb923b4
experiments/algorithmic_compression_v2/results/control/V2-B-N064-R064-C02-X02/declared_source_order__mandatory_only.job.toml,1751,97454f8fe066099c9242f29411c435e20ada0327a0e7702c8b8afe768ed15c6e
experiments/algorithmic_compression_v2/results/control/V2-B-N064-R064-C02-X02/declared_source_order__mandatory_only.stderr.log,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
experiments/algorithmic_compression_v2/results/control/V2-B-N064-R064-C02-X02/declared_source_order__mandatory_only.stdout.log,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
experiments/algorithmic_compression_v2/results/control/V2-B-N064-R064-C02-X02/declared_source_order__mandatory_only.worker.toml,46422,b98da93d6542f1fc77b22e0bb66310f8575be13ea4dc90bf5bcbe911e5811b4a
experiments/algorithmic_compression_v2/results/control/V2-B-N064-R064-C02-X02/heaviest_safe_first__full_fixed_point_then_reconstruct.handshake.toml,274,3ee7f854c4f6ee1f8ccc6d4d1ca473be56ba04ae2001d93d446d19932aac9d5a
experiments/algorithmic_compression_v2/results/control/V2-B-N064-R064-C02-X02/heaviest_safe_first__full_fixed_point_then_reconstruct.job.toml,1801,fc7d51fec58c5d570750bc6f53e0b90d51d158c0c351c16919a84bec2b483040
experiments/algorithmic_compression_v2/results/control/V2-B-N064-R064-C02-X02/heaviest_safe_first__full_fixed_point_then_reconstruct.stderr.log,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
experiments/algorithmic_compression_v2/results/control/V2-B-N064-R064-C02-X02/heaviest_safe_first__full_fixed_point_then_reconstruct.stdout.log,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
experiments/algorithmic_compression_v2/results/control/V2-B-N064-R064-C02-X02/heaviest_safe_first__full_fixed_point_then_reconstruct.worker.toml,55883,4f4acb5c5dab05c0737557606d99d878cbf92d4a76c9198f1d3300c558d606f0
experiments/algorithmic_compression_v2/results/control/V2-B-N064-R064-C02-X02/heaviest_safe_first__mandatory_only.handshake.toml,255,958194e730b21d2b901d00c50a53291216ef1cd0240c2af9c21f70c8fd884e87
experiments/algorithmic_compression_v2/results/control/V2-B-N064-R064-C02-X02/heaviest_safe_first__mandatory_only.job.toml,1744,c7228c8d42c243b005bcfd8cf21919f0fbf56e729c27c72d4b375cff8a235263
experiments/algorithmic_compression_v2/results/control/V2-B-N064-R064-C02-X02/heaviest_safe_first__mandatory_only.stderr.log,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
experiments/algorithmic_compression_v2/results/control/V2-B-N064-R064-C02-X02/heaviest_safe_first__mandatory_only.stdout.log,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
experiments/algorithmic_compression_v2/results/control/V2-B-N064-R064-C02-X02/heaviest_safe_first__mandatory_only.worker.toml,45947,03f9dd272e7927376ff6e5e246b6b84fe3edbdd36ff71df2d237f884f06c2326
experiments/algorithmic_compression_v2/results/control/V2-B-N064-R064-C02-X02/jump_highs_tagged_cover__full_fixed_point.handshake.toml,261,aa158043e4af4154ae385fa30f3e6b4f25d491fb2ecb2d0f95d4c6c4bf9bedc0
experiments/algorithmic_compression_v2/results/control/V2-B-N064-R064-C02-X02/jump_highs_tagged_cover__full_fixed_point.job.toml,1764,cc18d2a718b086d7b2495895d2c241cbd71ebe9714cb28644fa28c94b5c0fb6d
experiments/algorithmic_compression_v2/results/control/V2-B-N064-R064-C02-X02/jump_highs_tagged_cover__full_fixed_point.stderr.log,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
experiments/algorithmic_compression_v2/results/control/V2-B-N064-R064-C02-X02/jump_highs_tagged_cover__full_fixed_point.stdout.log,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
experiments/algorithmic_compression_v2/results/control/V2-B-N064-R064-C02-X02/jump_highs_tagged_cover__full_fixed_point.worker.toml,53593,af552536e024f4d572e4279bb474226ebd52d1244660d719b9f659e5e9ed4c20
experiments/algorithmic_compression_v2/results/control/V2-B-N064-R064-C02-X02/jump_highs_tagged_cover__mandatory_only.handshake.toml,259,376308a8829d35ac331adeb0a8e0b244ac4c56ab350e79aaa59bdd3012be7f0b
experiments/algorithmic_compression_v2/results/control/V2-B-N064-R064-C02-X02/jump_highs_tagged_cover__mandatory_only.job.toml,1758,b15f9d3209f106633c1487e4015eccf443378105429cc98fa8b36cc8e227390c
experiments/algorithmic_compression_v2/results/control/V2-B-N064-R064-C02-X02/jump_highs_tagged_cover__mandatory_only.stderr.log,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
experiments/algorithmic_compression_v2/results/control/V2-B-N064-R064-C02-X02/jump_highs_tagged_cover__mandatory_only.stdout.log,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
