instance_id,family,size,algorithm_id,preprocessing_variant,primary_variant,status,candidate_accepted,exact_feasible,exact_burden,reference_class,reference_burden,absolute_gap,relative_gap,wall_clock_seconds,par2_seconds,time_limit_seconds,worker_lane,launch_wave,record_path,record_sha256
V2-B-N064-R032-C14-X02,structured,N64-R32,lightest_safe_first,full_fixed_point_then_reconstruct,false,SOLVED,true,true,9//1,MIP_OPTIMAL_EXACTLY_RECHECKED,9//1,0//1,0//1,6.243655166,6.243655166,300.0,5,22,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R032-C14-X02/lightest_safe_first__full_fixed_point_then_reconstruct.toml,6b64863774e4fbc8e5b1424c89e063d9606360318c22b68ff2bfb63a267a7554
V2-B-N064-R032-C14-X02,structured,N64-R32,lightest_safe_first,mandatory_only,true,SOLVED,true,true,11//1,MIP_OPTIMAL_EXACTLY_RECHECKED,9//1,2//1,2//9,0.919551125,0.919551125,300.0,4,22,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R032-C14-X02/lightest_safe_first__mandatory_only.toml,9b65faf1e16de8ab959cc0666c89e0e9cb4228bb5a5b8e03a8fbddfdd0d30f3a
V2-B-N064-R032-C14-X02,structured,N64-R32,maximum_immediate_burden_release,full_fixed_point_then_reconstruct,false,SOLVED,true,true,9//1,MIP_OPTIMAL_EXACTLY_RECHECKED,9//1,0//1,0//1,5.33118925,5.33118925,300.0,7,22,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R032-C14-X02/maximum_immediate_burden_release__full_fixed_point_then_reconstruct.toml,f01c909db6d185663b8f5925b3833f3f13bc91bc2bf0123c2e509160168723e6
V2-B-N064-R032-C14-X02,structured,N64-R32,maximum_immediate_burden_release,mandatory_only,true,SOLVED,true,true,9//1,MIP_OPTIMAL_EXACTLY_RECHECKED,9//1,0//1,0//1,0.613080416,0.613080416,300.0,6,22,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R032-C14-X02/maximum_immediate_burden_release__mandatory_only.toml,77efb3c3ca0ad3e91217c440a3cbb7d806010c0ce1ee523be05ce516fb4dce5b
V2-B-N064-R032-C14-X02,structured,N64-R32,minimum_unique_carrier_exposure,full_fixed_point_then_reconstruct,false,SOLVED,true,true,9//1,MIP_OPTIMAL_EXACTLY_RECHECKED,9//1,0//1,0//1,5.716608584,5.716608584,300.0,1,23,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R032-C14-X02/minimum_unique_carrier_exposure__full_fixed_point_then_reconstruct.toml,5c74b9faaa26e0a1ec8a36629571fcaec3cfa78980a0c37181c3936150fa2493
V2-B-N064-R032-C14-X02,structured,N64-R32,minimum_unique_carrier_exposure,mandatory_only,true,SOLVED,true,true,9//1,MIP_OPTIMAL_EXACTLY_RECHECKED,9//1,0//1,0//1,1.087403541,1.087403541,300.0,8,22,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R032-C14-X02/minimum_unique_carrier_exposure__mandatory_only.toml,40d8ec76102d198dfe876bdf5e66300ce1c7f54268646669800eb7d5ceb87482
V2-B-N064-R032-C14-X02,structured,N64-R32,multistart_random_rechecked_deletion_32,full_fixed_point_then_reconstruct,false,SOLVED,true,true,9//1,MIP_OPTIMAL_EXACTLY_RECHECKED,9//1,0//1,0//1,6.071896875,6.071896875,600.0,1,21,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R032-C14-X02/multistart_random_rechecked_deletion_32__full_fixed_point_then_reconstruct.toml,e5d7e24b615e49cebfe7ce8e0676676668c116f8380d88143020d8851e738fa0
V2-B-N064-R032-C14-X02,structured,N64-R32,multistart_random_rechecked_deletion_32,mandatory_only,true,SOLVED,true,true,9//1,MIP_OPTIMAL_EXACTLY_RECHECKED,9//1,0//1,0//1,7.354095667,7.354095667,600.0,6,23,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R032-C14-X02/multistart_random_rechecked_deletion_32__mandatory_only.toml,4b2e10a96f0cfc79c53ff27062ab64ee0759e7ad7d7e77ee50742bfab5e2aee8
V2-B-N064-R032-C14-X02,structured,N64-R32,random_order_rechecked_deletion,full_fixed_point_then_reconstruct,false,SOLVED,true,true,9//1,MIP_OPTIMAL_EXACTLY_RECHECKED,9//1,0//1,0//1,8.214080208,8.214080208,600.0,5,23,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R032-C14-X02/random_order_rechecked_deletion__full_fixed_point_then_reconstruct.toml,cf94101073a4f3c004f52465631ba935e5852a148cf26c9add17e189cc4ca9e3
V2-B-N064-R032-C14-X02,structured,N64-R32,random_order_rechecked_deletion,mandatory_only,true,SOLVED,true,true,11//1,MIP_OPTIMAL_EXACTLY_RECHECKED,9//1,2//1,2//9,0.560250666,0.560250666,600.0,4,23,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R032-C14-X02/random_order_rechecked_deletion__mandatory_only.toml,c3bfbb766276313a8ba05401b0d1beee97d6341b6fee3d631acd929d5cd54c79
V2-B-N064-R032-C14-X02,structured,N64-R32,weighted_greedy,full_fixed_point_then_reconstruct,false,SOLVED,true,true,9//1,MIP_OPTIMAL_EXACTLY_RECHECKED,9//1,0//1,0//1,8.328105875,8.328105875,300.0,5,21,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R032-C14-X02/weighted_greedy__full_fixed_point_then_reconstruct.toml,d812b58d5bd154cbef5adf9a80801f588756405543e3e939090f041265237f8f
V2-B-N064-R032-C14-X02,structured,N64-R32,weighted_greedy,mandatory_only,true,SOLVED,true,true,9//1,MIP_OPTIMAL_EXACTLY_RECHECKED,9//1,0//1,0//1,0.674160333,0.674160333,300.0,4,21,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R032-C14-X02/weighted_greedy__mandatory_only.toml,d56528c00db7fc0ed16a95e6fc89cf834c3336dce9be42698607605a33babfb7
V2-B-N064-R032-C14-X02,structured,N64-R32,weighted_greedy_reverse_delete,full_fixed_point_then_reconstruct,false,SOLVED,true,true,9//1,MIP_OPTIMAL_EXACTLY_RECHECKED,9//1,0//1,0//1,8.700174375,8.700174375,300.0,1,22,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R032-C14-X02/weighted_greedy_reverse_delete__full_fixed_point_then_reconstruct.toml,3729e9a6fe7573c22f024df82ec6302c74a7b2597aa00ed924a7c7e88d5680ed
V2-B-N064-R032-C14-X02,structured,N64-R32,weighted_greedy_reverse_delete,mandatory_only,true,SOLVED,true,true,9//1,MIP_OPTIMAL_EXACTLY_RECHECKED,9//1,0//1,0//1,0.916868667,0.916868667,300.0,8,21,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R032-C14-X02/weighted_greedy_reverse_delete__mandatory_only.toml,94d8e5113867beaf8766e285f6fab713315a63d3edb6e0582a78aad11db1ae35
V2-B-N064-R032-C15-X01,structured,N64-R32,cardinality_greedy,full_fixed_point_then_reconstruct,false,SOLVED,true,true,28//1,MIP_OPTIMAL_EXACTLY_RECHECKED,28//1,0//1,0//1,8.3932515,8.3932515,300.0,3,272,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R032-C15-X01/cardinality_greedy__full_fixed_point_then_reconstruct.toml,c9a66ce919be12fb0f11f7810c86a22056002638ff5354da8d7445031fb1ed33
V2-B-N064-R032-C15-X01,structured,N64-R32,cardinality_greedy,mandatory_only,true,SOLVED,true,true,35//1,MIP_OPTIMAL_EXACTLY_RECHECKED,28//1,7//1,1//4,0.778905625,0.778905625,300.0,2,272,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R032-C15-X01/cardinality_greedy__mandatory_only.toml,48bb31f1f56477e1846a46e7def93443812d95c73cdc89d068c681649475f5ec
V2-B-N064-R032-C15-X01,structured,N64-R32,declared_source_order,full_fixed_point_then_reconstruct,false,SOLVED,true,true,28//1,MIP_OPTIMAL_EXACTLY_RECHECKED,28//1,0//1,0//1,7.298589375,7.298589375,300.0,7,273,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R032-C15-X01/declared_source_order__full_fixed_point_then_reconstruct.toml,5a955cfb9344832b8e94c2914dd26c693785d9d2863dc194d2048fb6900fbefe
V2-B-N064-R032-C15-X01,structured,N64-R32,declared_source_order,mandatory_only,true,SOLVED,true,true,29//1,MIP_OPTIMAL_EXACTLY_RECHECKED,28//1,1//1,1//28,1.222309084,1.222309084,300.0,6,273,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R032-C15-X01/declared_source_order__mandatory_only.toml,84a4690b767441bceca0eae888d726fd151398a95fb0c8f4115f700248e1314b
V2-B-N064-R032-C15-X01,structured,N64-R32,heaviest_safe_first,full_fixed_point_then_reconstruct,false,SOLVED,true,true,28//1,MIP_OPTIMAL_EXACTLY_RECHECKED,28//1,0//1,0//1,5.057743292,5.057743292,300.0,7,272,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R032-C15-X01/heaviest_safe_first__full_fixed_point_then_reconstruct.toml,3984957403fdea4d99fe202dea682739111355bad39bdcb094cc20069d193930
V2-B-N064-R032-C15-X01,structured,N64-R32,heaviest_safe_first,mandatory_only,true,SOLVED,true,true,28//1,MIP_OPTIMAL_EXACTLY_RECHECKED,28//1,0//1,0//1,0.847995584,0.847995584,300.0,6,272,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R032-C15-X01/heaviest_safe_first__mandatory_only.toml,879ef1f1b827bb482e8bdbeaeaadaa717a67a7e561b612d9e5adb5235727512c
V2-B-N064-R032-C15-X01,structured,N64-R32,jump_highs_tagged_cover,full_fixed_point,true,SOLVED_BY_EXACT_PREPROCESSING,true,true,28//1,MIP_OPTIMAL_EXACTLY_RECHECKED,28//1,0//1,0//1,5.068525083,5.068525083,900.0,6,271,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R032-C15-X01/jump_highs_tagged_cover__full_fixed_point.toml,cf7a7120b314670ed9714b9eac99771426079454d390e88c2e4619a131ab24ae
V2-B-N064-R032-C15-X01,structured,N64-R32,jump_highs_tagged_cover,mandatory_only,false,SOLVED,true,true,28//1,MIP_OPTIMAL_EXACTLY_RECHECKED,28//1,0//1,0//1,1.359551666,1.359551666,900.0,7,271,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R032-C15-X01/jump_highs_tagged_cover__mandatory_only.toml,2798a95c97518ef6fb36a1eb1e28170a229b00c6223a285595ca05b88810e40b
V2-B-N064-R032-C15-X01,structured,N64-R32,lightest_safe_first,full_fixed_point_then_reconstruct,false,SOLVED,true,true,28//1,MIP_OPTIMAL_EXACTLY_RECHECKED,28//1,0//1,0//1,4.784315417,4.784315417,300.0,1,273,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R032-C15-X01/lightest_safe_first__full_fixed_point_then_reconstruct.toml,113bb2938e245e9567ad964c7187b4edb2d2879a9afd98b04f4b98ef5eb60d2f
V2-B-N064-R032-C15-X01,structured,N64-R32,lightest_safe_first,mandatory_only,true,SOLVED,true,true,43//1,MIP_OPTIMAL_EXACTLY_RECHECKED,28//1,15//1,15//28,1.325626083,1.325626083,300.0,8,272,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R032-C15-X01/lightest_safe_first__mandatory_only.toml,c4ecae823d8cfe962fe52759bf012aa36c88b0369fb138888aa0894484dabf9f
V2-B-N064-R032-C15-X01,structured,N64-R32,maximum_immediate_burden_release,full_fixed_point_then_reconstruct,false,SOLVED,true,true,28//1,MIP_OPTIMAL_EXACTLY_RECHECKED,28//1,0//1,0//1,4.830133958,4.830133958,300.0,3,273,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R032-C15-X01/maximum_immediate_burden_release__full_fixed_point_then_reconstruct.toml,ef2d81ace4d469937e9c1d8b5214fad5452403c7fc69f84f7d89c91e72878842
V2-B-N064-R032-C15-X01,structured,N64-R32,maximum_immediate_burden_release,mandatory_only,true,SOLVED,true,true,28//1,MIP_OPTIMAL_EXACTLY_RECHECKED,28//1,0//1,0//1,1.318096583,1.318096583,300.0,2,273,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R032-C15-X01/maximum_immediate_burden_release__mandatory_only.toml,f819686dae5c966989c67373fe3ab8e2e9fed911f2a426e22eed99879ee313ff
V2-B-N064-R032-C15-X01,structured,N64-R32,minimum_unique_carrier_exposure,full_fixed_point_then_reconstruct,false,SOLVED,true,true,28//1,MIP_OPTIMAL_EXACTLY_RECHECKED,28//1,0//1,0//1,7.193231042,7.193231042,300.0,5,273,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R032-C15-X01/minimum_unique_carrier_exposure__full_fixed_point_then_reconstruct.toml,e89e37bfa736a1dc51dff4e5a18c7c1c19d4b51182b9a27b88adc1f29b7ea107
V2-B-N064-R032-C15-X01,structured,N64-R32,minimum_unique_carrier_exposure,mandatory_only,true,SOLVED,true,true,28//1,MIP_OPTIMAL_EXACTLY_RECHECKED,28//1,0//1,0//1,0.774602583,0.774602583,300.0,4,273,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R032-C15-X01/minimum_unique_carrier_exposure__mandatory_only.toml,e23a70bda5534898af71193676600c21b2bc5b7e77020803891dadd2926e6da2
V2-B-N064-R032-C15-X01,structured,N64-R32,multistart_random_rechecked_deletion_32,full_fixed_point_then_reconstruct,false,SOLVED,true,true,28//1,MIP_OPTIMAL_EXACTLY_RECHECKED,28//1,0//1,0//1,6.330781209,6.330781209,600.0,3,274,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R032-C15-X01/multistart_random_rechecked_deletion_32__full_fixed_point_then_reconstruct.toml,7920eda08195f8325a9e1c56729bc5e72691815fc75d02e21aab6f67a992d8dd
V2-B-N064-R032-C15-X01,structured,N64-R32,multistart_random_rechecked_deletion_32,mandatory_only,true,SOLVED,true,true,28//1,MIP_OPTIMAL_EXACTLY_RECHECKED,28//1,0//1,0//1,5.824203,5.824203,600.0,2,274,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R032-C15-X01/multistart_random_rechecked_deletion_32__mandatory_only.toml,5209b2da8c31f279369b8b04a8f3114e031cd755ac55314b632c63f57e653330
V2-B-N064-R032-C15-X01,structured,N64-R32,random_order_rechecked_deletion,full_fixed_point_then_reconstruct,false,SOLVED,true,true,28//1,MIP_OPTIMAL_EXACTLY_RECHECKED,28//1,0//1,0//1,8.029703458,8.029703458,600.0,1,274,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R032-C15-X01/random_order_rechecked_deletion__full_fixed_point_then_reconstruct.toml,f004078684ab19d0b8ee6b43c8d583b44f3adf34924fa351a55b17a2e68d9ae6
V2-B-N064-R032-C15-X01,structured,N64-R32,random_order_rechecked_deletion,mandatory_only,true,SOLVED,true,true,31//1,MIP_OPTIMAL_EXACTLY_RECHECKED,28//1,3//1,3//28,1.195532167,1.195532167,600.0,8,273,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R032-C15-X01/random_order_rechecked_deletion__mandatory_only.toml,8095ef66794074bbd3b99195bf283e2c728f7f8109fea9e4a096cffc19c410c7
V2-B-N064-R032-C15-X01,structured,N64-R32,weighted_greedy,full_fixed_point_then_reconstruct,false,SOLVED,true,true,28//1,MIP_OPTIMAL_EXACTLY_RECHECKED,28//1,0//1,0//1,8.149215334,8.149215334,300.0,1,272,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R032-C15-X01/weighted_greedy__full_fixed_point_then_reconstruct.toml,192079c5b4f971aa50e4b9b4f341631910599660337f1616a1ca9e339ab0edb4
V2-B-N064-R032-C15-X01,structured,N64-R32,weighted_greedy,mandatory_only,true,SOLVED,true,true,29//1,MIP_OPTIMAL_EXACTLY_RECHECKED,28//1,1//1,1//28,0.304247125,0.304247125,300.0,8,271,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R032-C15-X01/weighted_greedy__mandatory_only.toml,72a3e4fe939c5ad768bdf67f57a56bcd6725d7b53a4cd6638e8c24e729f8c8db
V2-B-N064-R032-C15-X01,structured,N64-R32,weighted_greedy_reverse_delete,full_fixed_point_then_reconstruct,false,SOLVED,true,true,28//1,MIP_OPTIMAL_EXACTLY_RECHECKED,28//1,0//1,0//1,4.705623625,4.705623625,300.0,5,272,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R032-C15-X01/weighted_greedy_reverse_delete__full_fixed_point_then_reconstruct.toml,42833e331320df45fa8322143bb28753fbd2f052473fcbc154c67ffa68903411
V2-B-N064-R032-C15-X01,structured,N64-R32,weighted_greedy_reverse_delete,mandatory_only,true,SOLVED,true,true,28//1,MIP_OPTIMAL_EXACTLY_RECHECKED,28//1,0//1,0//1,0.789826458,0.789826458,300.0,4,272,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R032-C15-X01/weighted_greedy_reverse_delete__mandatory_only.toml,580302572f16f533365afece7f84507cae63da5c18cbf82748da77427a48df23
V2-B-N064-R032-C15-X02,structured,N64-R32,cardinality_greedy,full_fixed_point_then_reconstruct,false,SOLVED,true,true,46//1,MIP_OPTIMAL_EXACTLY_RECHECKED,46//1,0//1,0//1,8.060293584,8.060293584,300.0,5,213,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R032-C15-X02/cardinality_greedy__full_fixed_point_then_reconstruct.toml,703d965648cfeccd4b1366030ddeaaa477bf2b6c90ea628b5507fbd227cad0bc
V2-B-N064-R032-C15-X02,structured,N64-R32,cardinality_greedy,mandatory_only,true,SOLVED,true,true,48//1,MIP_OPTIMAL_EXACTLY_RECHECKED,46//1,2//1,1//23,0.540125292,0.540125292,300.0,4,213,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R032-C15-X02/cardinality_greedy__mandatory_only.toml,b597bd398178cda70e35d1d234b5773f80dd29fe6b4df2006505c89f5e94aa61
V2-B-N064-R032-C15-X02,structured,N64-R32,declared_source_order,full_fixed_point_then_reconstruct,false,SOLVED,true,true,46//1,MIP_OPTIMAL_EXACTLY_RECHECKED,46//1,0//1,0//1,8.267733792,8.267733792,300.0,1,215,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R032-C15-X02/declared_source_order__full_fixed_point_then_reconstruct.toml,434e9ea93d4267d6911d0496f0c66fb6b52e5627f5048bfdbf48abe0a7028854
V2-B-N064-R032-C15-X02,structured,N64-R32,declared_source_order,mandatory_only,true,SOLVED,true,true,52//1,MIP_OPTIMAL_EXACTLY_RECHECKED,46//1,6//1,3//23,0.760808083,0.760808083,300.0,8,214,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R032-C15-X02/declared_source_order__mandatory_only.toml,8a399cc5223d3ee9940c94b311f874c0a7137370cb7f3d50af94693cdf0d3a95
V2-B-N064-R032-C15-X02,structured,N64-R32,heaviest_safe_first,full_fixed_point_then_reconstruct,false,SOLVED,true,true,46//1,MIP_OPTIMAL_EXACTLY_RECHECKED,46//1,0//1,0//1,9.854438083,9.854438083,300.0,1,214,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R032-C15-X02/heaviest_safe_first__full_fixed_point_then_reconstruct.toml,6abe0fca4a0bb50877502fd7ee345656c8e6c4216e7a77b4e6d5d6fca347d4a5
V2-B-N064-R032-C15-X02,structured,N64-R32,heaviest_safe_first,mandatory_only,true,SOLVED,true,true,46//1,MIP_OPTIMAL_EXACTLY_RECHECKED,46//1,0//1,0//1,1.15950775,1.15950775,300.0,8,213,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R032-C15-X02/heaviest_safe_first__mandatory_only.toml,cdce0ed1b154c9d27651547a79bd7bc2c4988f44836e5115785e0aded5bd9a00
V2-B-N064-R032-C15-X02,structured,N64-R32,jump_highs_tagged_cover,full_fixed_point,true,SOLVED_BY_EXACT_PREPROCESSING,true,true,46//1,MIP_OPTIMAL_EXACTLY_RECHECKED,46//1,0//1,0//1,8.058571458,8.058571458,900.0,6,215,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R032-C15-X02/jump_highs_tagged_cover__full_fixed_point.toml,39a0b31f30895c8d235056dac5d672f6021a782cb7a56e0d69291e5ecb40a98c
V2-B-N064-R032-C15-X02,structured,N64-R32,jump_highs_tagged_cover,mandatory_only,false,SOLVED,true,true,46//1,MIP_OPTIMAL_EXACTLY_RECHECKED,46//1,0//1,0//1,1.772677333,1.772677333,900.0,1,213,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R032-C15-X02/jump_highs_tagged_cover__mandatory_only.toml,bcc764253197b46cec3d8c608c5c1b240759efbbddeed0be1a965254e7a0d82a
V2-B-N064-R032-C15-X02,structured,N64-R32,lightest_safe_first,full_fixed_point_then_reconstruct,false,SOLVED,true,true,46//1,MIP_OPTIMAL_EXACTLY_RECHECKED,46//1,0//1,0//1,4.739427125,4.739427125,300.0,3,214,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R032-C15-X02/lightest_safe_first__full_fixed_point_then_reconstruct.toml,88079b4d4cc871576ac17abf97c5f2c642f05c5bbf9088dd94d59cd9f7f0e5a5
V2-B-N064-R032-C15-X02,structured,N64-R32,lightest_safe_first,mandatory_only,true,SOLVED,true,true,60//1,MIP_OPTIMAL_EXACTLY_RECHECKED,46//1,14//1,7//23,0.85507825,0.85507825,300.0,2,214,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R032-C15-X02/lightest_safe_first__mandatory_only.toml,b7ca5bb8bb16cce0750c9e3fc19d5e29040fd0314a1fb24165a86d30ffda782b
V2-B-N064-R032-C15-X02,structured,N64-R32,maximum_immediate_burden_release,full_fixed_point_then_reconstruct,false,SOLVED,true,true,46//1,MIP_OPTIMAL_EXACTLY_RECHECKED,46//1,0//1,0//1,8.585310416,8.585310416,300.0,5,214,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R032-C15-X02/maximum_immediate_burden_release__full_fixed_point_then_reconstruct.toml,6a215c53144d3b51b4af9d7a8103f932c18a5b469ad09bd29855ff088e6e32ea
V2-B-N064-R032-C15-X02,structured,N64-R32,maximum_immediate_burden_release,mandatory_only,true,SOLVED,true,true,46//1,MIP_OPTIMAL_EXACTLY_RECHECKED,46//1,0//1,0//1,1.002830375,1.002830375,300.0,4,214,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R032-C15-X02/maximum_immediate_burden_release__mandatory_only.toml,f83e14f9f77a39ce0934992a30de1d646810017c272ba26accf9199876944682
V2-B-N064-R032-C15-X02,structured,N64-R32,minimum_unique_carrier_exposure,full_fixed_point_then_reconstruct,false,SOLVED,true,true,46//1,MIP_OPTIMAL_EXACTLY_RECHECKED,46//1,0//1,0//1,8.390728459,8.390728459,300.0,7,214,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R032-C15-X02/minimum_unique_carrier_exposure__full_fixed_point_then_reconstruct.toml,9ec2642038a34830b23ae53d140eef29a89dbf63a493c5fe26ee1b7959786406
V2-B-N064-R032-C15-X02,structured,N64-R32,minimum_unique_carrier_exposure,mandatory_only,true,SOLVED,true,true,46//1,MIP_OPTIMAL_EXACTLY_RECHECKED,46//1,0//1,0//1,1.114948333,1.114948333,300.0,6,214,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R032-C15-X02/minimum_unique_carrier_exposure__mandatory_only.toml,91b39417f1139a24c22b5d60f73f9c0a16f4a28104384de5788b4872e7c0ecc1
V2-B-N064-R032-C15-X02,structured,N64-R32,multistart_random_rechecked_deletion_32,full_fixed_point_then_reconstruct,false,SOLVED,true,true,46//1,MIP_OPTIMAL_EXACTLY_RECHECKED,46//1,0//1,0//1,7.398230167,7.398230167,600.0,5,215,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R032-C15-X02/multistart_random_rechecked_deletion_32__full_fixed_point_then_reconstruct.toml,d2a54c9e413dc2af76380d3c17dabbe5872c7f49d827c0bcb90a598b8b41032e
V2-B-N064-R032-C15-X02,structured,N64-R32,multistart_random_rechecked_deletion_32,mandatory_only,true,SOLVED,true,true,46//1,MIP_OPTIMAL_EXACTLY_RECHECKED,46//1,0//1,0//1,8.416234667,8.416234667,600.0,4,215,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R032-C15-X02/multistart_random_rechecked_deletion_32__mandatory_only.toml,9494f623f770e1fd9df1587f59167b6aaa8dc5ac37a686e7f4487310e81c95f8
V2-B-N064-R032-C15-X02,structured,N64-R32,random_order_rechecked_deletion,full_fixed_point_then_reconstruct,false,SOLVED,true,true,46//1,MIP_OPTIMAL_EXACTLY_RECHECKED,46//1,0//1,0//1,6.284505167,6.284505167,600.0,3,215,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R032-C15-X02/random_order_rechecked_deletion__full_fixed_point_then_reconstruct.toml,449b141131893409415f1be3ed2418bc0a19466e59719f3a4073ecd38a01634b
V2-B-N064-R032-C15-X02,structured,N64-R32,random_order_rechecked_deletion,mandatory_only,true,SOLVED,true,true,52//1,MIP_OPTIMAL_EXACTLY_RECHECKED,46//1,6//1,3//23,0.539338208,0.539338208,600.0,2,215,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R032-C15-X02/random_order_rechecked_deletion__mandatory_only.toml,f9eb2c64efb1ea540be98a02f2eb2299b19048afd96a9d7fa15f7d15907db91a
V2-B-N064-R032-C15-X02,structured,N64-R32,weighted_greedy,full_fixed_point_then_reconstruct,false,SOLVED,true,true,46//1,MIP_OPTIMAL_EXACTLY_RECHECKED,46//1,0//1,0//1,5.747705583,5.747705583,300.0,3,213,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R032-C15-X02/weighted_greedy__full_fixed_point_then_reconstruct.toml,4ba529c86917dde532cb2a14f8168a3738202bc2d9d8fec9be351f99d5a6ee4d
V2-B-N064-R032-C15-X02,structured,N64-R32,weighted_greedy,mandatory_only,true,SOLVED,true,true,47//1,MIP_OPTIMAL_EXACTLY_RECHECKED,46//1,1//1,1//46,0.936685375,0.936685375,300.0,2,213,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R032-C15-X02/weighted_greedy__mandatory_only.toml,b8d3f114fce79f8890071186ceb6239180a76e6bad9a84f5afdd31a4d02fd879
V2-B-N064-R032-C15-X02,structured,N64-R32,weighted_greedy_reverse_delete,full_fixed_point_then_reconstruct,false,SOLVED,true,true,46//1,MIP_OPTIMAL_EXACTLY_RECHECKED,46//1,0//1,0//1,6.421373167,6.421373167,300.0,7,213,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R032-C15-X02/weighted_greedy_reverse_delete__full_fixed_point_then_reconstruct.toml,5a59985b02deb76588e24ec2fdf78927bc249964d550d0578bb46952d8e2660e
V2-B-N064-R032-C15-X02,structured,N64-R32,weighted_greedy_reverse_delete,mandatory_only,true,SOLVED,true,true,46//1,MIP_OPTIMAL_EXACTLY_RECHECKED,46//1,0//1,0//1,0.366080291,0.366080291,300.0,6,213,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R032-C15-X02/weighted_greedy_reverse_delete__mandatory_only.toml,384556890594b06ae382f983edef6f4682760436ffa002bd03617c4543a44862
V2-B-N064-R032-C16-X01,structured,N64-R32,cardinality_greedy,full_fixed_point_then_reconstruct,false,SOLVED,true,true,1//1,MIP_OPTIMAL_EXACTLY_RECHECKED,1//1,0//1,0//1,6.971548208,6.971548208,300.0,7,224,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R032-C16-X01/cardinality_greedy__full_fixed_point_then_reconstruct.toml,a2905d57653b520dbfb0768b4a9b3f0267dbdc6feb6cd91c3bb898bad215c172
