instance_id,algorithm_id,relative_gap,par2_seconds,solved,record_path,record_sha256
V2-B-N064-R064-C01-X02,cardinality_greedy,2//3,0.234021167,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C01-X02/cardinality_greedy__mandatory_only.toml,a40b777128f82598169de774561aaafced98eed23366af04e662962447c94b27
V2-B-N064-R064-C01-X02,declared_source_order,11//9,0.827452042,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C01-X02/declared_source_order__mandatory_only.toml,54ca4192cbb5bda5f2b66b6a7568339080a524ac8c150b261e1ce078eb867dd3
V2-B-N064-R064-C01-X02,heaviest_safe_first,0//1,0.768557583,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C01-X02/heaviest_safe_first__mandatory_only.toml,ce17e8e33a982db2d5552fb7cdeab30b9fadd14527b6e705432498d731ea84dd
V2-B-N064-R064-C01-X02,lightest_safe_first,19//9,0.926350958,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C01-X02/lightest_safe_first__mandatory_only.toml,cff546d113f0108f3051805e1e16e173e86d5a1e1789b22834348162067d829c
V2-B-N064-R064-C01-X02,maximum_immediate_burden_release,0//1,0.711987042,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C01-X02/maximum_immediate_burden_release__mandatory_only.toml,37e11ccb7cac66c2e70d9c1a7e41bdcf5abb262a998c3066a09b4d15f32b6db3
V2-B-N064-R064-C01-X02,minimum_unique_carrier_exposure,0//1,0.484707167,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C01-X02/minimum_unique_carrier_exposure__mandatory_only.toml,0e56bfdf8f8ffa4c0ed9e077ca90ebcf7024db4d199768d6401062bb5577f155
V2-B-N064-R064-C01-X02,multistart_random_rechecked_deletion_32,5//9,6.455094875,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C01-X02/multistart_random_rechecked_deletion_32__mandatory_only.toml,912e13c857e4dcfa912462dc14a049a7b7d07b382f47e37cbbf690d3bbb1b8f7
V2-B-N064-R064-C01-X02,random_order_rechecked_deletion,10//9,0.914031084,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C01-X02/random_order_rechecked_deletion__mandatory_only.toml,b3657d458c1bf92265c5c5a918b83e53ff269e49e4cc386200b6c7bc80d5aeb9
V2-B-N064-R064-C01-X02,weighted_greedy,0//1,0.369465542,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C01-X02/weighted_greedy__mandatory_only.toml,6ebe1ae3af5d696982ef49f88ae296a92da7297363d60438e6eedb0ff64f73b9
V2-B-N064-R064-C01-X02,weighted_greedy_reverse_delete,0//1,0.452032,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C01-X02/weighted_greedy_reverse_delete__mandatory_only.toml,4d89735287eef02ce3ab7af6cb8e3c8296a6920388b85eb01cdd15147c6b2727
V2-B-N064-R064-C02-X01,cardinality_greedy,1//7,0.264712459,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C02-X01/cardinality_greedy__mandatory_only.toml,e84514dc0f40350a9cb37fa2b9b819fd5b2858550b92928b4f36a054812c26dd
V2-B-N064-R064-C02-X01,declared_source_order,11//28,0.92469375,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C02-X01/declared_source_order__mandatory_only.toml,a43e98b1beb87c274776bfabcfec09680711338a7fb71bc7ce4784ade5ee2b28
V2-B-N064-R064-C02-X01,heaviest_safe_first,0//1,1.036151666,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C02-X01/heaviest_safe_first__mandatory_only.toml,18aafe8b00def84328076ee6d6c893a4d87fceb82466e21c85948e1141262ebb
V2-B-N064-R064-C02-X01,lightest_safe_first,11//4,0.733224,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C02-X01/lightest_safe_first__mandatory_only.toml,50bac9b5e001fa6f321a5e7b2759f2df6981b63483c5c9c78f6353f5fa69eac4
V2-B-N064-R064-C02-X01,maximum_immediate_burden_release,0//1,0.876053917,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C02-X01/maximum_immediate_burden_release__mandatory_only.toml,8c20f17297f60596ee97add98714753ef74b5b46bf312bca6720ada09b670105
V2-B-N064-R064-C02-X01,minimum_unique_carrier_exposure,1//14,0.795580167,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C02-X01/minimum_unique_carrier_exposure__mandatory_only.toml,1a1b2154b393adce5b83d0473149337ae6c05d624d4158c445a659457f0d3e5e
V2-B-N064-R064-C02-X01,multistart_random_rechecked_deletion_32,0//1,8.49766775,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C02-X01/multistart_random_rechecked_deletion_32__mandatory_only.toml,f08513e06d7335cf2c9b5927f03e6845e4f962ab35cbbc7888a74889e465fb11
V2-B-N064-R064-C02-X01,random_order_rechecked_deletion,17//28,1.159313042,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C02-X01/random_order_rechecked_deletion__mandatory_only.toml,0ab2dcbcbe7327f285fd08ea61d1971be1201a09afc1738f4c3a717139b89296
V2-B-N064-R064-C02-X01,weighted_greedy,0//1,0.792244625,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C02-X01/weighted_greedy__mandatory_only.toml,d60336312d65650bfef8f1f106054a2a9eac7c85b49ac6a033973377714c7dd8
V2-B-N064-R064-C02-X01,weighted_greedy_reverse_delete,0//1,0.556592625,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C02-X01/weighted_greedy_reverse_delete__mandatory_only.toml,078242ecc7aa226a0dcbc0c067f600e2db84248f74814a7d05f7bffb1dfc9221
V2-B-N064-R064-C02-X02,cardinality_greedy,22//43,0.632827791,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C02-X02/cardinality_greedy__mandatory_only.toml,38958b39de360531c2f52e1c89c05abeacf498ccb29e4ab51a29735720bebb4f
V2-B-N064-R064-C02-X02,declared_source_order,11//43,0.94850825,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C02-X02/declared_source_order__mandatory_only.toml,d21259b41657ac779ea7e45b17bec66617905388be029929d6b0112d0b2d5da1
V2-B-N064-R064-C02-X02,heaviest_safe_first,0//1,1.187992709,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C02-X02/heaviest_safe_first__mandatory_only.toml,66c3bd89d7b43bcf6e51e38bbd1ce862c748f5f14d46fdb8e2f777dc9017fa06
V2-B-N064-R064-C02-X02,lightest_safe_first,52//43,0.574452958,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C02-X02/lightest_safe_first__mandatory_only.toml,debc113d7f4f24f2ee859c82bbd07f59625c68ff2c82c1d6f1ccd7070e905a7d
V2-B-N064-R064-C02-X02,maximum_immediate_burden_release,0//1,0.8202845,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C02-X02/maximum_immediate_burden_release__mandatory_only.toml,26a0874842c32775fba867e82d80be0d572d1ca23939f86e43b9421e5d33bba4
V2-B-N064-R064-C02-X02,minimum_unique_carrier_exposure,0//1,1.3159435,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C02-X02/minimum_unique_carrier_exposure__mandatory_only.toml,4b17edbd675baca33be207c25c9bb87380c56ae63393ec0e9cd86620cfc10adb
V2-B-N064-R064-C02-X02,multistart_random_rechecked_deletion_32,3//43,6.291549459,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C02-X02/multistart_random_rechecked_deletion_32__mandatory_only.toml,1798494d58be06e23c407d7b881833f04af4ed5edb1c43bbe50b47bc7f1dac9c
V2-B-N064-R064-C02-X02,random_order_rechecked_deletion,20//43,0.948659375,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C02-X02/random_order_rechecked_deletion__mandatory_only.toml,38795d34c722b694cf923b6a032f18ef3dd9990ee93a439f09c7767fc52a3345
V2-B-N064-R064-C02-X02,weighted_greedy,1//43,0.659512292,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C02-X02/weighted_greedy__mandatory_only.toml,b85cbf7ea9279b1117586e4e4d13ea49b7acaede7e828d9433feb8888b09e382
V2-B-N064-R064-C02-X02,weighted_greedy_reverse_delete,0//1,0.956500834,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C02-X02/weighted_greedy_reverse_delete__mandatory_only.toml,d9b59291c0e3c7e102b3af23a29e920ef163a43b7231b92a9a530ad05ead93ab
V2-B-N064-R064-C03-X01,cardinality_greedy,0//1,0.436372625,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C03-X01/cardinality_greedy__mandatory_only.toml,a5b3ae940fba5c19d90dc34da14feff75da6728747ca9e555bba0d50ad8f90c7
V2-B-N064-R064-C03-X01,declared_source_order,0//1,0.909474084,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C03-X01/declared_source_order__mandatory_only.toml,1aba026d006639881f74a1dab73c3dcc2879be0979fcb94ccbb5031d02686494
V2-B-N064-R064-C03-X01,heaviest_safe_first,0//1,1.126848125,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C03-X01/heaviest_safe_first__mandatory_only.toml,012c26fa61385fc623878b2b9d286b2d13131367d93517184bb3a48fd2209f9e
V2-B-N064-R064-C03-X01,lightest_safe_first,0//1,0.840493875,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C03-X01/lightest_safe_first__mandatory_only.toml,e8c6f1931b4c5ae4a740086667e8b0f8f28dcab5f7faa54e22e1d99509ae2a72
V2-B-N064-R064-C03-X01,maximum_immediate_burden_release,0//1,0.940333916,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C03-X01/maximum_immediate_burden_release__mandatory_only.toml,94757c689779bd3506b9b96e9248a4784547d983fa601b90c6f352be09aa089f
V2-B-N064-R064-C03-X01,minimum_unique_carrier_exposure,0//1,0.678731375,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C03-X01/minimum_unique_carrier_exposure__mandatory_only.toml,264eefcdd3f80b1a00935de19407b9ad0ea7620b11fc921aea7404c483ad0e8e
V2-B-N064-R064-C03-X01,multistart_random_rechecked_deletion_32,0//1,10.254014708,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C03-X01/multistart_random_rechecked_deletion_32__mandatory_only.toml,247e2a484180a28923275e5e652512c46edbb007ecf5183fd728b40dcc720dfa
V2-B-N064-R064-C03-X01,random_order_rechecked_deletion,0//1,0.6125185,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C03-X01/random_order_rechecked_deletion__mandatory_only.toml,63f3e373e948627a551a472cdcac0ea3935aa818d5276d7377a1e2c7d934e45e
V2-B-N064-R064-C03-X01,weighted_greedy,1//17,0.940185291,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C03-X01/weighted_greedy__mandatory_only.toml,850215d51f7e12f3cdee29d4bdf3b1c79d2586208a1c70d9ee9931661f616b54
V2-B-N064-R064-C03-X01,weighted_greedy_reverse_delete,0//1,0.204927583,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C03-X01/weighted_greedy_reverse_delete__mandatory_only.toml,dc9f939ee76688df205854f51c99fc4ce11e985a73fdc467ce813fd0b314d456
V2-B-N064-R064-C03-X02,cardinality_greedy,0//1,0.243258,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C03-X02/cardinality_greedy__mandatory_only.toml,e4ccf100f1418e91e534fcd2313a4942bf34799b7a72ee2120f75633379c2659
V2-B-N064-R064-C03-X02,declared_source_order,0//1,0.66706725,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C03-X02/declared_source_order__mandatory_only.toml,1c94a3814eef8edbd44d4ac35834580a2df4ecf4858f8c9bd1ad363a99b9d74a
V2-B-N064-R064-C03-X02,heaviest_safe_first,0//1,0.504977083,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C03-X02/heaviest_safe_first__mandatory_only.toml,a6ad113cb091306b3e6b7b8645b9b591023d6cd0495115fc802800662f90f18b
V2-B-N064-R064-C03-X02,lightest_safe_first,0//1,1.049133458,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C03-X02/lightest_safe_first__mandatory_only.toml,171abe282b7b8bdb4c5eefd5c500e031019209428acc3e078e90ca88e6de02be
V2-B-N064-R064-C03-X02,maximum_immediate_burden_release,0//1,0.942240958,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C03-X02/maximum_immediate_burden_release__mandatory_only.toml,ebb5f4cd921d137da86dd2a560bb65aa0438f78e87da01a3c19da977515624c4
V2-B-N064-R064-C03-X02,minimum_unique_carrier_exposure,0//1,0.508722875,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C03-X02/minimum_unique_carrier_exposure__mandatory_only.toml,e64c5eef51e32ca933f6e4da6eaa894dfdae820ab1cfc73e4caf64384fbe16b9
V2-B-N064-R064-C03-X02,multistart_random_rechecked_deletion_32,0//1,9.713955,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C03-X02/multistart_random_rechecked_deletion_32__mandatory_only.toml,1a8dfaa75fc86e062b5560650863f46228c1e52b4ac5f5adfef9359ee20bf85b
V2-B-N064-R064-C03-X02,random_order_rechecked_deletion,0//1,0.73243925,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C03-X02/random_order_rechecked_deletion__mandatory_only.toml,77ec700a3ced4bed6728b52cbd8d3d0ed78671e81d812d100530f7e72ea1543f
V2-B-N064-R064-C03-X02,weighted_greedy,0//1,0.895611667,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C03-X02/weighted_greedy__mandatory_only.toml,547427068470ef89c1e4c83f74354c87d972820e577ffe0be3279d39f35f282d
V2-B-N064-R064-C03-X02,weighted_greedy_reverse_delete,0//1,0.681606667,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C03-X02/weighted_greedy_reverse_delete__mandatory_only.toml,2b938a38c72fd136e3062a60fe64786a85e4fdabad2ed17b340d955075fc986b
V2-B-N064-R064-C04-X01,cardinality_greedy,4//1,0.375161166,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C04-X01/cardinality_greedy__mandatory_only.toml,2f68ecf027744dd844be214226b854c99e207db4874d8734b511f7637cc05dc6
V2-B-N064-R064-C04-X01,declared_source_order,23//2,0.917264125,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C04-X01/declared_source_order__mandatory_only.toml,f9c131eebf6b936c190832ab1e9914f9b74cf4b37a70747a5dafcfe7c35904c4
V2-B-N064-R064-C04-X01,heaviest_safe_first,1//2,0.889087792,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C04-X01/heaviest_safe_first__mandatory_only.toml,5ab44e1d18936b30a84156def75a9a758e04ed15654579d5db4cc1c7ed3b174c
V2-B-N064-R064-C04-X01,lightest_safe_first,15//1,1.03828375,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C04-X01/lightest_safe_first__mandatory_only.toml,18b2a552da1b8b8e7b81e82bec740622da51c306b891acdbba2cde9a88273297
V2-B-N064-R064-C04-X01,maximum_immediate_burden_release,1//2,1.585400708,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C04-X01/maximum_immediate_burden_release__mandatory_only.toml,cf49baf8be80913107bba34b437c5e225256b39c5493ffc9f9ca2324a6606ae8
V2-B-N064-R064-C04-X01,minimum_unique_carrier_exposure,0//1,1.328193292,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C04-X01/minimum_unique_carrier_exposure__mandatory_only.toml,3999a00e2ff25712f25b80bc462c505534c4e817048542dff1f3757af64ff4b2
V2-B-N064-R064-C04-X01,multistart_random_rechecked_deletion_32,1//2,9.029372459,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C04-X01/multistart_random_rechecked_deletion_32__mandatory_only.toml,8398683411941d6b9da1aa8c92362bb6d83c5ebc164741877ad59fd9fe584286
V2-B-N064-R064-C04-X01,random_order_rechecked_deletion,11//1,1.331029417,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C04-X01/random_order_rechecked_deletion__mandatory_only.toml,4a918ee4ce289d9b59b5c9a8a07a0c52e379a7a9b5dfecb844fb5103c8bf597f
V2-B-N064-R064-C04-X01,weighted_greedy,1//2,1.362347167,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C04-X01/weighted_greedy__mandatory_only.toml,7b787544f191024c607957cea7be85438fc5348f1bc60b7ad07e4b8c78b69679
V2-B-N064-R064-C04-X01,weighted_greedy_reverse_delete,1//2,0.669649875,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C04-X01/weighted_greedy_reverse_delete__mandatory_only.toml,0b52b3b4adfe85dc03d7949beb6e62076790765828cc08be0bcaba66b1342be7
V2-B-N064-R064-C04-X02,cardinality_greedy,7//2,0.331780625,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C04-X02/cardinality_greedy__mandatory_only.toml,ff984ec353e4456faf49d8f19abfb95397324729d1701fe9513810c6f3f88d6b
V2-B-N064-R064-C04-X02,declared_source_order,2//1,0.923899083,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C04-X02/declared_source_order__mandatory_only.toml,148a11c7a0f9a66140d4264dea3665bc6e214b8049ab5224fca1ae1718218e21
V2-B-N064-R064-C04-X02,heaviest_safe_first,1//2,1.340239459,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C04-X02/heaviest_safe_first__mandatory_only.toml,db33017d20a950925165b3684173ae7cc25b07021e77e0220dbb3d77c2dd55dd
V2-B-N064-R064-C04-X02,lightest_safe_first,15//1,0.891292916,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C04-X02/lightest_safe_first__mandatory_only.toml,d644c5b2c564b5772f05d09b608959486458b9856ec53a4af2f9fe96e3151d5f
V2-B-N064-R064-C04-X02,maximum_immediate_burden_release,1//2,0.838542958,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C04-X02/maximum_immediate_burden_release__mandatory_only.toml,e1bdda70d6d5a3749105cbc13137713dafa2e48610582bfa6f14e4c98409ce4d
V2-B-N064-R064-C04-X02,minimum_unique_carrier_exposure,0//1,1.287935917,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C04-X02/minimum_unique_carrier_exposure__mandatory_only.toml,95597e215d9023a062911aa354af6ccf971ec0fcba45b5c6e4903a7258c55115
V2-B-N064-R064-C04-X02,multistart_random_rechecked_deletion_32,1//1,8.529612958,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C04-X02/multistart_random_rechecked_deletion_32__mandatory_only.toml,d2ede106f62cb6a4650aa9b8d24e031ed23063a60f25b98e707a0c3a147fbb46
V2-B-N064-R064-C04-X02,random_order_rechecked_deletion,8//1,0.998618959,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C04-X02/random_order_rechecked_deletion__mandatory_only.toml,200e9da2d9216d2280976e56d5b1642716defc72f7d30af88372bfe8693d12fd
V2-B-N064-R064-C04-X02,weighted_greedy,1//2,0.596605959,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C04-X02/weighted_greedy__mandatory_only.toml,bad407154b2497bea2135e11d707f23026974a1782884df3f0aa74a391712237
V2-B-N064-R064-C04-X02,weighted_greedy_reverse_delete,0//1,0.516682292,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C04-X02/weighted_greedy_reverse_delete__mandatory_only.toml,d374999bb2babeb7cd38e95559403ffe603d6a109f7c57b50fa962d14e6c23e4
V2-B-N064-R064-C05-X01,cardinality_greedy,20//9,0.553195708,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C05-X01/cardinality_greedy__mandatory_only.toml,0fe95c8fc2bb0f2a81c7cce1d90f20636927d7aa083df8d37fbc3687e5d40db3
V2-B-N064-R064-C05-X01,declared_source_order,3//1,0.69917225,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C05-X01/declared_source_order__mandatory_only.toml,75f2da14f932cfa8ec27a2a41cfe2f9486cae6f26a660be5178a70d024ad3dc0
V2-B-N064-R064-C05-X01,heaviest_safe_first,0//1,0.369658,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C05-X01/heaviest_safe_first__mandatory_only.toml,46ec8a4ced6218f87d1d9147f152407dc6436a801747e146c0bfd9dc1813d20a
V2-B-N064-R064-C05-X01,lightest_safe_first,47//9,0.970684833,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C05-X01/lightest_safe_first__mandatory_only.toml,5183a6be926ad5fb3ded84a13570bad94115bb7575c34ac998edc96c0484f2b4
V2-B-N064-R064-C05-X01,maximum_immediate_burden_release,0//1,0.818250292,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C05-X01/maximum_immediate_burden_release__mandatory_only.toml,ac82b9f607d1d193f7b783bc209438ac96b7ebc2ad3812455a9df2eb2a56dc1c
V2-B-N064-R064-C05-X01,minimum_unique_carrier_exposure,2//9,0.317442208,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C05-X01/minimum_unique_carrier_exposure__mandatory_only.toml,440e8a77f45c3f9584d30bb594a61b4058e2b728f93d0666e61d8c6cd0288f8a
V2-B-N064-R064-C05-X01,multistart_random_rechecked_deletion_32,5//9,5.5281415,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C05-X01/multistart_random_rechecked_deletion_32__mandatory_only.toml,8e368c0442e27227ef95785b16ced0ade51d9ee3925f02cdd308f4864e42bedb
V2-B-N064-R064-C05-X01,random_order_rechecked_deletion,2//3,0.914322041,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C05-X01/random_order_rechecked_deletion__mandatory_only.toml,4abef57821266c3c32c214338ef98c1070df28f4f1135866708aaf26e616e01c
V2-B-N064-R064-C05-X01,weighted_greedy,0//1,0.664029125,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C05-X01/weighted_greedy__mandatory_only.toml,ccda22e7baa50a383a39031c2441ae2ec7b78e0cdd085c5647f45b2c476f131a
V2-B-N064-R064-C05-X01,weighted_greedy_reverse_delete,0//1,0.7201605,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C05-X01/weighted_greedy_reverse_delete__mandatory_only.toml,634407380210afb18b783f5df66440c0ac8db98dde8e476ad463e8314052740a
V2-B-N064-R064-C05-X02,cardinality_greedy,16//5,0.925213958,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C05-X02/cardinality_greedy__mandatory_only.toml,ea5812936e378e038e63c9852c9086691810562a70bf3f8066f15777cc22d9ca
V2-B-N064-R064-C05-X02,declared_source_order,17//5,0.871341042,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C05-X02/declared_source_order__mandatory_only.toml,6ff6e23c95acf6898988b21d951e57ada98171d28b925eeeac7adf9dbdfeb2af
V2-B-N064-R064-C05-X02,heaviest_safe_first,0//1,1.131007458,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C05-X02/heaviest_safe_first__mandatory_only.toml,6ec54519bb9ad9571220be886a86ea83a05711492deff2eed14fc665db2b70df
V2-B-N064-R064-C05-X02,lightest_safe_first,51//5,0.718881208,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C05-X02/lightest_safe_first__mandatory_only.toml,b3738bf7fa619efb6e046e8a3ff5eb23dfbc3cbc3342244c4b209a29ed38779f
V2-B-N064-R064-C05-X02,maximum_immediate_burden_release,0//1,0.827447458,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C05-X02/maximum_immediate_burden_release__mandatory_only.toml,b4b8849fd824cc4e43a8eefbc274a994e4ef65d89fe664024e2097e365103281
V2-B-N064-R064-C05-X02,minimum_unique_carrier_exposure,0//1,1.369072875,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C05-X02/minimum_unique_carrier_exposure__mandatory_only.toml,201837462888481e7c6ad92dd1b02b181ad444b2070c88e882444c9f6714f9fa
V2-B-N064-R064-C05-X02,multistart_random_rechecked_deletion_32,4//5,5.270801584,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C05-X02/multistart_random_rechecked_deletion_32__mandatory_only.toml,c7c513afe578308bc6ac2731bfa2d3e639de319c615e9bb89c9577e4eef916b4
V2-B-N064-R064-C05-X02,random_order_rechecked_deletion,34//5,0.91687325,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C05-X02/random_order_rechecked_deletion__mandatory_only.toml,5cfd708e03027a24bd91c6f554e3984ee8413cde56da3c16d847a09b26ffce24
V2-B-N064-R064-C05-X02,weighted_greedy,0//1,0.762470459,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C05-X02/weighted_greedy__mandatory_only.toml,81191cd47439fb855858c25bcc9d0258b7508d4cab5bc8919e7656ac995af89f
V2-B-N064-R064-C05-X02,weighted_greedy_reverse_delete,0//1,0.400944542,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C05-X02/weighted_greedy_reverse_delete__mandatory_only.toml,0f235776e25f11bd8fa1d33da657c704a6ab744e486a69ca5973f844d738bb2f
V2-B-N064-R064-C06-X01,cardinality_greedy,2//21,0.891956625,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C06-X01/cardinality_greedy__mandatory_only.toml,634ca4aa2886712105f9e6310b57dd30e055ddefd09161bd74a92d938a670c2c
V2-B-N064-R064-C06-X01,declared_source_order,5//21,0.994705333,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C06-X01/declared_source_order__mandatory_only.toml,e2e4b040b8254286e1f1f6e9917771d00a30064e3131fda00d57d1755e76accf
V2-B-N064-R064-C06-X01,heaviest_safe_first,0//1,0.674843875,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C06-X01/heaviest_safe_first__mandatory_only.toml,de76e8a942eb7b72ce0f010ea56b5de3b5de9f44a6f84c4a4c37b2f8256647ee
V2-B-N064-R064-C06-X01,lightest_safe_first,1//3,0.895221458,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C06-X01/lightest_safe_first__mandatory_only.toml,4120be1aa831cebfecfc64474d38d3075201a98324173790816e816e96639f52
V2-B-N064-R064-C06-X01,maximum_immediate_burden_release,0//1,1.057577417,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C06-X01/maximum_immediate_burden_release__mandatory_only.toml,583632dfd9fc889d765b0b38fd1e14861b9d550cf76553e718e3bc1871fd3ad7
V2-B-N064-R064-C06-X01,minimum_unique_carrier_exposure,0//1,0.775473292,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C06-X01/minimum_unique_carrier_exposure__mandatory_only.toml,4d63fe1c7b2c717f195ae559318817e6d1c90fa5d6062bb2dec537c8f98c5891
