instance_id,algorithm_id,relative_gap,record_path,record_sha256
V2-A-N011-R006-X04,minimum_unique_carrier_exposure,2//7,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N011-R006-X04/minimum_unique_carrier_exposure__mandatory_only.toml,9a93db8be03c5bdf3f0662fca2a35e0d144150370f24c8f002dc1367a9f63795
V2-A-N011-R006-X04,multistart_random_rechecked_deletion_32,0//1,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N011-R006-X04/multistart_random_rechecked_deletion_32__mandatory_only.toml,c62ce6aaaf78e9f8447ae402536c7589d63f8fe4576e18dc88b9f355042bdf46
V2-A-N011-R006-X04,random_order_rechecked_deletion,2//1,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N011-R006-X04/random_order_rechecked_deletion__mandatory_only.toml,cf4e8cba4942491d795130dec448bd93fb7de73a722297f79c410a21d2b646f1
V2-A-N011-R006-X04,weighted_greedy,0//1,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N011-R006-X04/weighted_greedy__mandatory_only.toml,c7919bdf4ad3e774e67f1a41dc2b9758104c41ccb221b322df00e9bea3b0fe9c
V2-A-N011-R006-X04,weighted_greedy_reverse_delete,0//1,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N011-R006-X04/weighted_greedy_reverse_delete__mandatory_only.toml,22f987c4ef41900a55e3841b345e7abb63e87d68d187433a0db7b210fa20c376
V2-A-N011-R010-X01,cardinality_greedy,0//1,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N011-R010-X01/cardinality_greedy__mandatory_only.toml,f56268dea77117b3ab6ff259481ef41f14018bd31589b8d96bb6f76b8766bb3c
V2-A-N011-R010-X01,declared_source_order,0//1,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N011-R010-X01/declared_source_order__mandatory_only.toml,cdc73368b0005eb2cc1c51d3190e1280df2334bc6b0c1308e324b6ac054d80de
V2-A-N011-R010-X01,heaviest_safe_first,0//1,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N011-R010-X01/heaviest_safe_first__mandatory_only.toml,faa359e2446fc0f92ef1a589f8b9de4ed37447a793793e3a831b1f14d57525b2
V2-A-N011-R010-X01,lightest_safe_first,0//1,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N011-R010-X01/lightest_safe_first__mandatory_only.toml,7f536865c5f2ff4c4a5945b379292ebe5c16a92abd54b1722e4e0f1216c686a5
V2-A-N011-R010-X01,maximum_immediate_burden_release,0//1,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N011-R010-X01/maximum_immediate_burden_release__mandatory_only.toml,1dc0a15d00d6e06fd5db72aeec21356855538cb8a28b23ba1db1e07c418b686e
V2-A-N011-R010-X01,minimum_unique_carrier_exposure,0//1,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N011-R010-X01/minimum_unique_carrier_exposure__mandatory_only.toml,0e8cceb57a275be71cf5fd1b3ff52d9b26471657c70c6449cd5ee5387f6f1705
V2-A-N011-R010-X01,multistart_random_rechecked_deletion_32,0//1,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N011-R010-X01/multistart_random_rechecked_deletion_32__mandatory_only.toml,81539d514aeb8d7c0562036494cf7a949916396f68165c0733d5e90a5ab108ef
V2-A-N011-R010-X01,random_order_rechecked_deletion,0//1,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N011-R010-X01/random_order_rechecked_deletion__mandatory_only.toml,f6df499f33d6907476e1e0c4baaac7151bdbe0f2a8671b7b9a521c545963ce0b
V2-A-N011-R010-X01,weighted_greedy,1//5,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N011-R010-X01/weighted_greedy__mandatory_only.toml,c1c5d5c1430941215766a50e147f11e116cc1ef7af6c5a1d64bd9489b28327ba
V2-A-N011-R010-X01,weighted_greedy_reverse_delete,0//1,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N011-R010-X01/weighted_greedy_reverse_delete__mandatory_only.toml,f3a29d8de5cfcb3b31434603408d7ed8302922c67ce8bba02019b165c81616cc
V2-A-N011-R010-X02,cardinality_greedy,0//1,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N011-R010-X02/cardinality_greedy__mandatory_only.toml,2924bc3f8a98386bab81a1a154a05334498ff6795ddf239eb9d26057e070e605
V2-A-N011-R010-X02,declared_source_order,0//1,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N011-R010-X02/declared_source_order__mandatory_only.toml,5c624f6b8f8d86fea70e302d2060e8eda2eb412cd5d5cb0b9813f23992253a0b
V2-A-N011-R010-X02,heaviest_safe_first,0//1,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N011-R010-X02/heaviest_safe_first__mandatory_only.toml,ab52634ce7b36e353412044e05bb0f75ef8f2e078294c32885dbb1a545eadad1
V2-A-N011-R010-X02,lightest_safe_first,0//1,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N011-R010-X02/lightest_safe_first__mandatory_only.toml,1d0090177953f814d1f1b98d094be8aa2895f2a71efb159d7224613899eaac1e
V2-A-N011-R010-X02,maximum_immediate_burden_release,0//1,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N011-R010-X02/maximum_immediate_burden_release__mandatory_only.toml,3dd25b893315e25c6afc166203793b8e794c9a88f10a606452f07d9c84f671be
V2-A-N011-R010-X02,minimum_unique_carrier_exposure,0//1,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N011-R010-X02/minimum_unique_carrier_exposure__mandatory_only.toml,3f1fddf3daf6182aa06d1191569938598da9de452d674f53c3c3cb2446436dc6
V2-A-N011-R010-X02,multistart_random_rechecked_deletion_32,0//1,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N011-R010-X02/multistart_random_rechecked_deletion_32__mandatory_only.toml,a486b8544a68f90f67ac92b34d3e25cc2bbc9d6aebda77f8810ace3eeab94ac1
V2-A-N011-R010-X02,random_order_rechecked_deletion,27//8,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N011-R010-X02/random_order_rechecked_deletion__mandatory_only.toml,d9433b5ffd9d2d976a12726245d68ddb5460dd13bac8bc95240685cd800c683f
V2-A-N011-R010-X02,weighted_greedy,3//8,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N011-R010-X02/weighted_greedy__mandatory_only.toml,fe3fe36ab3f02e8c363a48875d81bb77b38b7a941f0e7ffc09b5bc13796aa912
V2-A-N011-R010-X02,weighted_greedy_reverse_delete,0//1,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N011-R010-X02/weighted_greedy_reverse_delete__mandatory_only.toml,03642b16e2d3645f50c51821504df3e548a47d0d953b5fc4105d0e0ad4c3f262
V2-A-N011-R010-X03,cardinality_greedy,0//1,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N011-R010-X03/cardinality_greedy__mandatory_only.toml,2cd25e4058d9a325fdcff7590a86cdea2c47c5511a8861186fe87d86e71bedfe
V2-A-N011-R010-X03,declared_source_order,1//1,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N011-R010-X03/declared_source_order__mandatory_only.toml,c9d008652b6268edd4f36b063884cebb8b15a88348ae866b60aeb0749a05ba26
V2-A-N011-R010-X03,heaviest_safe_first,0//1,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N011-R010-X03/heaviest_safe_first__mandatory_only.toml,e277bfcd3532732048075d7f4b85e140320eba53069ff4a83f065e8095cc335e
V2-A-N011-R010-X03,lightest_safe_first,3//2,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N011-R010-X03/lightest_safe_first__mandatory_only.toml,766df552fcab7eaf0f68086ba289c70990fddd1ea7f4a54a5a2733db02ebfc0b
V2-A-N011-R010-X03,maximum_immediate_burden_release,0//1,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N011-R010-X03/maximum_immediate_burden_release__mandatory_only.toml,16be9626355a5c3fc85df2970b870acb1c1a882977981c206846445b778397e6
V2-A-N011-R010-X03,minimum_unique_carrier_exposure,0//1,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N011-R010-X03/minimum_unique_carrier_exposure__mandatory_only.toml,2700e1356c95a1ab76f01a587616309a12361d6d72ca526667b38d29cc7f8bc0
V2-A-N011-R010-X03,multistart_random_rechecked_deletion_32,0//1,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N011-R010-X03/multistart_random_rechecked_deletion_32__mandatory_only.toml,1ee5a7dea8225d953f0c5992dcf666a2731597d66eeeb8bf83a7ad66c99cc97b
V2-A-N011-R010-X03,random_order_rechecked_deletion,2//1,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N011-R010-X03/random_order_rechecked_deletion__mandatory_only.toml,f18698cff51b9c2a6d7af8c40273da8766811a0a08b62fa8b2a96e455f2be07f
V2-A-N011-R010-X03,weighted_greedy,0//1,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N011-R010-X03/weighted_greedy__mandatory_only.toml,92b26aa860f01b1311d97a9e61b373d65af3ace23cc9a343ef4aa74b5b58fa9d
V2-A-N011-R010-X03,weighted_greedy_reverse_delete,0//1,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N011-R010-X03/weighted_greedy_reverse_delete__mandatory_only.toml,baeca651cfb50fa4df06da89093dc579e838c983dd98448907e766a2f46d921d
V2-A-N011-R010-X04,cardinality_greedy,0//1,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N011-R010-X04/cardinality_greedy__mandatory_only.toml,5efbd13924ac3a20c6c25d63c1a6e0b378faaf5de8c0c14beaa3c2be0685e88a
V2-A-N011-R010-X04,declared_source_order,0//1,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N011-R010-X04/declared_source_order__mandatory_only.toml,f8e1333bdc22daf1ecef8acb1b8523560944bc5c1a1df7f5377f2fd8282e88c0
V2-A-N011-R010-X04,heaviest_safe_first,0//1,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N011-R010-X04/heaviest_safe_first__mandatory_only.toml,346ebc6cc75a616a6e9f1683a8fd03aa74de9dc7d918aa4a75562a13d95214a6
V2-A-N011-R010-X04,lightest_safe_first,17//5,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N011-R010-X04/lightest_safe_first__mandatory_only.toml,edab167a9049d159bfbf1ba68b9fdc1b26a1c80c32c66481f98e6329a51a4c9d
V2-A-N011-R010-X04,maximum_immediate_burden_release,0//1,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N011-R010-X04/maximum_immediate_burden_release__mandatory_only.toml,47e088116720eac07c35047653d90205b3c71b5684ccf1b3ea03b318057747a6
V2-A-N011-R010-X04,minimum_unique_carrier_exposure,0//1,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N011-R010-X04/minimum_unique_carrier_exposure__mandatory_only.toml,465a4e2e5c8888a3cdbfe7029ba11d5d334134f879d0cd34d6b1d1e8d89bb269
V2-A-N011-R010-X04,multistart_random_rechecked_deletion_32,0//1,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N011-R010-X04/multistart_random_rechecked_deletion_32__mandatory_only.toml,c720f5c342ffdfdae77e5e4d8bb9649200afafc5c7313f3689a341d7457d90c1
V2-A-N011-R010-X04,random_order_rechecked_deletion,17//5,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N011-R010-X04/random_order_rechecked_deletion__mandatory_only.toml,5a76dccc102b548124e8e2f3d84eca3955aa4fad14499aa841221dbafe78f629
V2-A-N011-R010-X04,weighted_greedy,0//1,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N011-R010-X04/weighted_greedy__mandatory_only.toml,394441a45a5dfcf61097fdd9b657f493ad155fb34c221379aacf61e3d91289ab
V2-A-N011-R010-X04,weighted_greedy_reverse_delete,0//1,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N011-R010-X04/weighted_greedy_reverse_delete__mandatory_only.toml,4265b749c9e8bec71d7c8a8bd41dedf7b4bdeb04a7da7b13381cb499f9be513c
V2-A-N015-R006-X01,cardinality_greedy,0//1,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N015-R006-X01/cardinality_greedy__mandatory_only.toml,a679e50a97b792a9bd64f1304b236b33ffe5feb7e576da66c9937d1001babba6
V2-A-N015-R006-X01,declared_source_order,4//3,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N015-R006-X01/declared_source_order__mandatory_only.toml,08ec2bc46ffa9f54948eef111855e53b5a822039eef735c79890d478ccc1d15f
V2-A-N015-R006-X01,heaviest_safe_first,0//1,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N015-R006-X01/heaviest_safe_first__mandatory_only.toml,adbcb8ca7e9cd26bda84747b1e205bfd54b4d61d9523449c2523ce3925e7ccee
V2-A-N015-R006-X01,lightest_safe_first,5//3,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N015-R006-X01/lightest_safe_first__mandatory_only.toml,817dca450b361c604cd9dd1307daaffacecdfa9ce7f5ff60c7757239ea053a09
V2-A-N015-R006-X01,maximum_immediate_burden_release,0//1,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N015-R006-X01/maximum_immediate_burden_release__mandatory_only.toml,9b6c81b92d20f94b833e7ad417b322e2e5b058b2f0405801c57d83f2a58696fa
V2-A-N015-R006-X01,minimum_unique_carrier_exposure,0//1,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N015-R006-X01/minimum_unique_carrier_exposure__mandatory_only.toml,548c9be474ee0a33bdd0c6c0bd9ef6960c2c70e8e3eebd9a4d1bfaf0acc7fd4c
V2-A-N015-R006-X01,multistart_random_rechecked_deletion_32,0//1,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N015-R006-X01/multistart_random_rechecked_deletion_32__mandatory_only.toml,4a50e509438e4b87eb7cc583b7509ba7910cd86ddbbfc07c46941f50d90c0130
V2-A-N015-R006-X01,random_order_rechecked_deletion,5//3,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N015-R006-X01/random_order_rechecked_deletion__mandatory_only.toml,624fe8801dcd7e4177099e92458b9520c33d5d865e8c943c04a8c134102c9905
V2-A-N015-R006-X01,weighted_greedy,0//1,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N015-R006-X01/weighted_greedy__mandatory_only.toml,20e4081c0cc508853aed881eeece378b98e8ff40ea0b8ffd85ffc0180b193195
V2-A-N015-R006-X01,weighted_greedy_reverse_delete,0//1,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N015-R006-X01/weighted_greedy_reverse_delete__mandatory_only.toml,766e95e8d294cd46712a6482dde2e3a73fef71ab7f5b0b096bdf11efdfb55d69
V2-A-N015-R006-X02,cardinality_greedy,7//1,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N015-R006-X02/cardinality_greedy__mandatory_only.toml,16eb521ee597862f974b0b9c34db3ab0375e88012aa7af28382e474cbce82d18
V2-A-N015-R006-X02,declared_source_order,0//1,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N015-R006-X02/declared_source_order__mandatory_only.toml,13a9d56ad73283e3d2b4a73a69a04873d0d110fca92c39140a01a082b3f64135
V2-A-N015-R006-X02,heaviest_safe_first,0//1,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N015-R006-X02/heaviest_safe_first__mandatory_only.toml,5f73c2b46cd0e74cc595ad1451547cf52f428b4e0a46650c8011f3179c7b1b60
V2-A-N015-R006-X02,lightest_safe_first,7//1,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N015-R006-X02/lightest_safe_first__mandatory_only.toml,db26b99adddbe55226d11be261e5de3180479c3ebaf9705393f9e01d48e5146b
V2-A-N015-R006-X02,maximum_immediate_burden_release,0//1,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N015-R006-X02/maximum_immediate_burden_release__mandatory_only.toml,f0378c668df79d1fbef0737392e73ddcd13c068f8db3afb912ad6eb76b6e87b3
V2-A-N015-R006-X02,minimum_unique_carrier_exposure,0//1,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N015-R006-X02/minimum_unique_carrier_exposure__mandatory_only.toml,4915ec3daa4d049f9acc83da3e1cc153ddb494e062523ac741b9448b25b4dd4c
V2-A-N015-R006-X02,multistart_random_rechecked_deletion_32,0//1,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N015-R006-X02/multistart_random_rechecked_deletion_32__mandatory_only.toml,3095a48fcbd7577d36650d194086f1d53022ef4583ee0a4aac9148c0ac781e31
V2-A-N015-R006-X02,random_order_rechecked_deletion,7//1,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N015-R006-X02/random_order_rechecked_deletion__mandatory_only.toml,c178a5afcdafd55b94b1ae855e408533a439702a170f38d490c34b2d796bb2e8
V2-A-N015-R006-X02,weighted_greedy,0//1,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N015-R006-X02/weighted_greedy__mandatory_only.toml,b0faf8a436398f43e7e18f1ef81b3c8ca39fe7d3d01ee4f923b71cc12a3d038c
V2-A-N015-R006-X02,weighted_greedy_reverse_delete,0//1,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N015-R006-X02/weighted_greedy_reverse_delete__mandatory_only.toml,22b8b13e8f3a720f037d0afa26c4e8dcbd92d4da69d458b852a65b2d22aa902e
V2-A-N015-R006-X03,cardinality_greedy,2//3,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N015-R006-X03/cardinality_greedy__mandatory_only.toml,604dad357a44ad642068bf04c4b2a893110501d14a87c2b577950ec7223b333b
V2-A-N015-R006-X03,declared_source_order,2//3,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N015-R006-X03/declared_source_order__mandatory_only.toml,0a67fb46157f3056982f18fbae5df4228382072db2a8ae30123f0b1fe1583710
V2-A-N015-R006-X03,heaviest_safe_first,0//1,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N015-R006-X03/heaviest_safe_first__mandatory_only.toml,a92374a0c044b31c3541f0099fafceb47dc41db6c77b15744f3c0a82db65231f
V2-A-N015-R006-X03,lightest_safe_first,1//1,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N015-R006-X03/lightest_safe_first__mandatory_only.toml,0359a3759cb16922e15b6582e6bb5e394fc02ad4cc83abdb7b0ee82812c529f8
V2-A-N015-R006-X03,maximum_immediate_burden_release,0//1,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N015-R006-X03/maximum_immediate_burden_release__mandatory_only.toml,41ae5e2cbbef97984debab994714fdc073e9f86eae591b3702075a7c0844542e
V2-A-N015-R006-X03,minimum_unique_carrier_exposure,0//1,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N015-R006-X03/minimum_unique_carrier_exposure__mandatory_only.toml,e4e09baaa89888f92f6e1d84e819dc00f38b13dd07208e4d1bf6a1ae9749a928
V2-A-N015-R006-X03,multistart_random_rechecked_deletion_32,0//1,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N015-R006-X03/multistart_random_rechecked_deletion_32__mandatory_only.toml,2ab0b8166f546d331850394490ae6777d254bbc3c53db918bb948eea83f60250
V2-A-N015-R006-X03,random_order_rechecked_deletion,2//3,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N015-R006-X03/random_order_rechecked_deletion__mandatory_only.toml,a8e5ce05d648146e5225824f453d3022a8e8d73bf7853ed70de660a6a5576965
V2-A-N015-R006-X03,weighted_greedy,0//1,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N015-R006-X03/weighted_greedy__mandatory_only.toml,fa1bf04621a2ce340c17d2b63657239000f0ea5296e267b628648bcd314b1638
V2-A-N015-R006-X03,weighted_greedy_reverse_delete,0//1,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N015-R006-X03/weighted_greedy_reverse_delete__mandatory_only.toml,ab22248222aca305fd0a265718e77537a4d7d9f780e419d965e62243a4f946ee
V2-A-N015-R006-X04,cardinality_greedy,0//1,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N015-R006-X04/cardinality_greedy__mandatory_only.toml,a0c60f8ae847dee55748ab88d91f799518fb029b7c89c88f52d2952939b1e656
V2-A-N015-R006-X04,declared_source_order,1//2,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N015-R006-X04/declared_source_order__mandatory_only.toml,dd03517bcb96a02fb44115ee0face1ce40dd67a3c4d805c7d23b437879097656
V2-A-N015-R006-X04,heaviest_safe_first,0//1,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N015-R006-X04/heaviest_safe_first__mandatory_only.toml,24e5f57dc27aaec01701b6aa54a185c35245c8ab268f9d81f909c889d121831f
V2-A-N015-R006-X04,lightest_safe_first,11//2,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N015-R006-X04/lightest_safe_first__mandatory_only.toml,f37aa2bac91320100a296cf99837c4bd835b213c540da88e05d0577682e6f00a
V2-A-N015-R006-X04,maximum_immediate_burden_release,0//1,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N015-R006-X04/maximum_immediate_burden_release__mandatory_only.toml,27524b958242d45a28c9e87356b2c2b589d3823352deefc15fe849e275e20a22
V2-A-N015-R006-X04,minimum_unique_carrier_exposure,0//1,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N015-R006-X04/minimum_unique_carrier_exposure__mandatory_only.toml,750a6eb8393e9852a8ca80e7705862f1a32a030d0043876c9a020d8a058f8bcf
V2-A-N015-R006-X04,multistart_random_rechecked_deletion_32,0//1,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N015-R006-X04/multistart_random_rechecked_deletion_32__mandatory_only.toml,1324fd71ae708d1ddf1058c9d0d9ef4f4824b6d677d18c5062d4f3cd14a61cf8
V2-A-N015-R006-X04,random_order_rechecked_deletion,0//1,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N015-R006-X04/random_order_rechecked_deletion__mandatory_only.toml,3e52e31317181f8d44275ced54f7a7dd42fc5ee11de5fed53b1b81343ea52723
V2-A-N015-R006-X04,weighted_greedy,1//4,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N015-R006-X04/weighted_greedy__mandatory_only.toml,e28833381275c33bf3147915896d5dab8352f4e6b65750040b05d969484a4d1f
V2-A-N015-R006-X04,weighted_greedy_reverse_delete,0//1,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N015-R006-X04/weighted_greedy_reverse_delete__mandatory_only.toml,ba766566718e7c7e9c521d112460fe96da22c56e721fbb2851883e0df2e6965a
V2-A-N015-R010-X01,cardinality_greedy,1//9,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N015-R010-X01/cardinality_greedy__mandatory_only.toml,a9feed268af849d220d151fc3a541a897292399a246ed817b4b331df7a2f147e
V2-A-N015-R010-X01,declared_source_order,1//3,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N015-R010-X01/declared_source_order__mandatory_only.toml,2adc21a1c48df73b634498443fead6a8181fd167d4e60da820bccd4873d7ee2e
V2-A-N015-R010-X01,heaviest_safe_first,0//1,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N015-R010-X01/heaviest_safe_first__mandatory_only.toml,ebb9488a1de8888f49b9e8589f6dc3cc6aed6455ae84e9ca12f5ec7e909b821b
V2-A-N015-R010-X01,lightest_safe_first,1//3,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N015-R010-X01/lightest_safe_first__mandatory_only.toml,f9934d6deb154df9acefd20d9962627d166ec3922bf5c86d41ca5241a84aa6d0
V2-A-N015-R010-X01,maximum_immediate_burden_release,0//1,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N015-R010-X01/maximum_immediate_burden_release__mandatory_only.toml,988c8ee2a34f5e25f784e68a45bc6e2a74b6fcb4249d9e3d0f69783c77dbd642
V2-A-N015-R010-X01,minimum_unique_carrier_exposure,1//9,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N015-R010-X01/minimum_unique_carrier_exposure__mandatory_only.toml,bb1372be62c44ffe0c4766efddc1b96bf6dce6a464eaba7781a55ade40483be4
V2-A-N015-R010-X01,multistart_random_rechecked_deletion_32,0//1,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N015-R010-X01/multistart_random_rechecked_deletion_32__mandatory_only.toml,473d26964d4e43d31da3be34bab86c2830eed41a8564487dada2074a59413d63
V2-A-N015-R010-X01,random_order_rechecked_deletion,1//3,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N015-R010-X01/random_order_rechecked_deletion__mandatory_only.toml,117039ad4fa2fe29dc1f0e081941553f3eaeaf7fba2e3400acf8866ace85f061
V2-A-N015-R010-X01,weighted_greedy,2//9,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N015-R010-X01/weighted_greedy__mandatory_only.toml,0fa17028549c36c005768398965dbab53ede12472ea6dc9bc34ad0b97bd217f4
V2-A-N015-R010-X01,weighted_greedy_reverse_delete,2//9,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N015-R010-X01/weighted_greedy_reverse_delete__mandatory_only.toml,d527db64f213fe3d9499a678e1b285e6140e55efa4624bd098e8bd336734de34
V2-A-N015-R010-X02,cardinality_greedy,1//1,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N015-R010-X02/cardinality_greedy__mandatory_only.toml,1798556fb719f8e0badfe5618c4caa05191fec44c08beceabd86adc012dd5125
V2-A-N015-R010-X02,declared_source_order,0//1,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N015-R010-X02/declared_source_order__mandatory_only.toml,9f8f01647e1a1835b2c30b58c159bb2e30afccae74b5fbcea7f4cddbaf9bcbd1
V2-A-N015-R010-X02,heaviest_safe_first,0//1,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N015-R010-X02/heaviest_safe_first__mandatory_only.toml,1b7b4c9bf2a929f40e334ddb56e917b8988520f4d6467de9b054d6ff54e1d435
V2-A-N015-R010-X02,lightest_safe_first,1//1,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N015-R010-X02/lightest_safe_first__mandatory_only.toml,74556f476bc59581b0b4fb2a6b58e645ba2538eee7ed55c5fbe6c225fe332adf
V2-A-N015-R010-X02,maximum_immediate_burden_release,0//1,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N015-R010-X02/maximum_immediate_burden_release__mandatory_only.toml,141be5c1b2d35ae9b015fda6e75871324a2e9a1da8ae96e1a7f0ebedcbc762f0
V2-A-N015-R010-X02,minimum_unique_carrier_exposure,0//1,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N015-R010-X02/minimum_unique_carrier_exposure__mandatory_only.toml,4ace47b55e7fd4fe8ca749e12f67c6a51138c2c1571fd26c21b8f8b57a4cbf2a
V2-A-N015-R010-X02,multistart_random_rechecked_deletion_32,0//1,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N015-R010-X02/multistart_random_rechecked_deletion_32__mandatory_only.toml,e0e417705ba18d1f375c04e3f5ecaa48be986242c2aac9bc0c6d7f1aaf8d3e4d
V2-A-N015-R010-X02,random_order_rechecked_deletion,0//1,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N015-R010-X02/random_order_rechecked_deletion__mandatory_only.toml,98afe46e2b403f3c146506921ceed4903a727a91fa0e28b777d0e13fa3749603
V2-A-N015-R010-X02,weighted_greedy,0//1,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N015-R010-X02/weighted_greedy__mandatory_only.toml,4d051e992285845b24be1fb82a4eb8c00f87b597ac263a04bc869696d32d984d
V2-A-N015-R010-X02,weighted_greedy_reverse_delete,0//1,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N015-R010-X02/weighted_greedy_reverse_delete__mandatory_only.toml,c65740b7451a79b5d60c91cc3f0319a872c33e05c25203524c5f29103e1a03a6
