instance_id,family,size,full_status,mandatory_status,variable_reduction_fraction,requirement_reduction_fraction,log_par2_difference_full_minus_mandatory,log1p_node_difference_full_minus_mandatory,full_record_path,full_record_sha256,mandatory_record_path,mandatory_record_sha256
V2-B-N064-R064-C12-X01,structured,N64-R64,SOLVED_BY_EXACT_PREPROCESSING,SOLVED,1.0,1.0,2.01744177495524,,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C12-X01/jump_highs_tagged_cover__full_fixed_point.toml,c8165a14d7427c640c4fc5dc1730ac253d7504db2952825895d6127d3618663d,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C12-X01/jump_highs_tagged_cover__mandatory_only.toml,0286da1785f9dac357711320a7cccafc468e578ca5044a38649f1aacda73b983
V2-B-N064-R064-C12-X02,structured,N64-R64,SOLVED_BY_EXACT_PREPROCESSING,SOLVED,1.0,1.0,1.4363005453910729,,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C12-X02/jump_highs_tagged_cover__full_fixed_point.toml,d9fbc533012e7ab7beabf835aa963afb327ad081e9b25589bea6c0a3207ef096,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C12-X02/jump_highs_tagged_cover__mandatory_only.toml,207e42d33665f2a2b7619f2ebf499db7e12aca7b7308da3fc3c4a77c62f498de
V2-B-N064-R064-C14-X01,structured,N64-R64,SOLVED_BY_EXACT_PREPROCESSING,SOLVED,1.0,1.0,1.7195980106692184,,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C14-X01/jump_highs_tagged_cover__full_fixed_point.toml,0e7128b2e7ec9f9241ffae903dff470dc305258653b036307a5f15c8efd0c3bc,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C14-X01/jump_highs_tagged_cover__mandatory_only.toml,46a6b68e26e255f98cad4ca4b93c994e01308b47f6d32efae3d374100b2228c9
V2-B-N064-R064-C14-X02,structured,N64-R64,SOLVED_BY_EXACT_PREPROCESSING,SOLVED,1.0,1.0,1.519971157504681,,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C14-X02/jump_highs_tagged_cover__full_fixed_point.toml,9bf46983272dbd56c1a26e230ed5c69f9e89762cc51dc925876afbae203a14f8,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C14-X02/jump_highs_tagged_cover__mandatory_only.toml,2e5eed89b1328a6f924613fe9a0069d45bd9ee6cb7bd828d96751015ef17fe53
V2-B-N064-R064-C15-X01,structured,N64-R64,SOLVED_BY_EXACT_PREPROCESSING,SOLVED,1.0,1.0,1.404716359826135,,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C15-X01/jump_highs_tagged_cover__full_fixed_point.toml,e9cd5cf1b9c8175e2b25a8ee400ec2068c9f08ef3fd0e61deb7716dfb003824b,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C15-X01/jump_highs_tagged_cover__mandatory_only.toml,b410548be62e2f050305c1da9536771b6b839a5de3d7a78454a4cf367c40ede8
V2-B-N064-R064-C15-X02,structured,N64-R64,SOLVED_BY_EXACT_PREPROCESSING,SOLVED,1.0,1.0,1.1794776325306153,,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C15-X02/jump_highs_tagged_cover__full_fixed_point.toml,99ff38d769660701e7b6ce93debe3cd9eee3917eeb9460c9c0261457e738d5e3,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C15-X02/jump_highs_tagged_cover__mandatory_only.toml,d9b735463729d650e3950aafc91b7633f17d7c7760d62022fba7191f7132334a
V2-B-N064-R064-C16-X01,structured,N64-R64,SOLVED_BY_EXACT_PREPROCESSING,SOLVED,1.0,1.0,1.7399388260247524,,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C16-X01/jump_highs_tagged_cover__full_fixed_point.toml,50419e5b110678a320cc1eb7a9a03c2420034d4f1b95daff2fa94fd78062f4c9,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C16-X01/jump_highs_tagged_cover__mandatory_only.toml,c3e551c283f8508435b9de4ed59dfd8517a23c04a2e1b25591ac09fd401f5e1d
V2-B-N064-R064-C16-X02,structured,N64-R64,SOLVED_BY_EXACT_PREPROCESSING,SOLVED,1.0,1.0,1.7944342806596798,,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C16-X02/jump_highs_tagged_cover__full_fixed_point.toml,82ad83b4331667295237606c2e3374fefe1cd5ae5715ab983e7f8bb72b5f22b1,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C16-X02/jump_highs_tagged_cover__mandatory_only.toml,a8c6725dfb3f8b3addc56de99cb97003b671fede3a62db1f420748b652ec4e69
V2-B-N192-R032-C01-X01,structured,N192-R32,SOLVED,SOLVED,0.9427083333333334,0.53125,2.09069351165524,0.0,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R032-C01-X01/jump_highs_tagged_cover__full_fixed_point.toml,90d178d49e9b505b4bc9e63f64ebed7b245dc858891d799b92becb5b2dd78e03,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R032-C01-X01/jump_highs_tagged_cover__mandatory_only.toml,2d174cda9587a9c44183e6a5ea0dee8d578ac4b639fb3085586e2d1bf8459105
V2-B-N192-R032-C01-X02,structured,N192-R32,SOLVED,SOLVED,0.9479166666666666,0.53125,2.20385134157743,0.0,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R032-C01-X02/jump_highs_tagged_cover__full_fixed_point.toml,31eab0d81c4bc75de0d56ce7f5817b0aecdb2a8f3c62faa43fec62641ef4f5b9,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R032-C01-X02/jump_highs_tagged_cover__mandatory_only.toml,39b070bd0f7daaddedfb9aeb8b027133e7bea730bfdb4655ff433c319cabf1e6
V2-B-N192-R032-C02-X01,structured,N192-R32,SOLVED_BY_EXACT_PREPROCESSING,SOLVED,1.0,1.0,2.253413734866181,,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R032-C02-X01/jump_highs_tagged_cover__full_fixed_point.toml,171d4565d5e564f6b3f9dfd10b0875decee5954b2b35b37b680c5dcac671d79c,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R032-C02-X01/jump_highs_tagged_cover__mandatory_only.toml,9c87e281b4f4965804537869cd3aebf4d85ce184b014f4a5552ef5da963f6191
V2-B-N192-R032-C02-X02,structured,N192-R32,SOLVED_BY_EXACT_PREPROCESSING,SOLVED,1.0,1.0,2.5755388235132632,,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R032-C02-X02/jump_highs_tagged_cover__full_fixed_point.toml,8be2277c107e40d270d4ba1dc5049fea4641fca6a7f3449b6a1703bf94d107a1,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R032-C02-X02/jump_highs_tagged_cover__mandatory_only.toml,8d867ab01aa21fffd2bf80d98420a6a802bcca980ac873d563b180ed148f4654
V2-B-N192-R032-C03-X01,structured,N192-R32,SOLVED_BY_EXACT_PREPROCESSING,SOLVED,1.0,1.0,1.89848774460499,,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R032-C03-X01/jump_highs_tagged_cover__full_fixed_point.toml,acf5549fa99252bd0639ac2410ab3fc3d487f2427df7da863f6988768e0a298e,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R032-C03-X01/jump_highs_tagged_cover__mandatory_only.toml,02816c041dbadbbd1437d40d188ef9d73367b537942a9ff5357095832c32bb0f
V2-B-N192-R032-C03-X02,structured,N192-R32,SOLVED_BY_EXACT_PREPROCESSING,SOLVED,1.0,1.0,0.7677534208318575,,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R032-C03-X02/jump_highs_tagged_cover__full_fixed_point.toml,e071b51723f6cc37926b5f75204f025ada6d0c407614f6ba40bf51a64b6e8fb3,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R032-C03-X02/jump_highs_tagged_cover__mandatory_only.toml,142a4339802cf319504fc7adbd3e6c179275cf15168407162ee63b5023b04222
V2-B-N192-R032-C04-X01,structured,N192-R32,SOLVED,SOLVED,0.953125,0.53125,2.009784222377874,0.0,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R032-C04-X01/jump_highs_tagged_cover__full_fixed_point.toml,62a19223a98a492dca7debaab831a1422957a22793bf397171ea9cbb5a6cbd34,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R032-C04-X01/jump_highs_tagged_cover__mandatory_only.toml,da28dabc2db70324d3489014924e644ad13c9154e237c8173aae6c5b81a31993
V2-B-N192-R032-C04-X02,structured,N192-R32,SOLVED,SOLVED,0.9583333333333334,0.59375,1.9225517813207045,0.0,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R032-C04-X02/jump_highs_tagged_cover__full_fixed_point.toml,9e60cf623177f52c1324ba9f8f0fb4f3650aa3cb05a978c581b9eda0727a9839,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R032-C04-X02/jump_highs_tagged_cover__mandatory_only.toml,abf2678a940614a17e5a77dffbdaedd6669e7906b53106d3ed757453c151e547
V2-B-N192-R032-C05-X01,structured,N192-R32,SOLVED,SOLVED,0.9010416666666666,0.28125,2.3038269324875587,0.0,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R032-C05-X01/jump_highs_tagged_cover__full_fixed_point.toml,a5dc76f81b8425e4be1279b986d0566999d43a35fe6fea0d36df29b673f0126c,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R032-C05-X01/jump_highs_tagged_cover__mandatory_only.toml,7ec88234f0721a12e9e3acb37b58730f152e39625dff8a0f5575ade6e2583748
V2-B-N192-R032-C05-X02,structured,N192-R32,REJECTED_NONBINARY_SOLVER_CANDIDATE,NO_PRIMAL_CANDIDATE,0.9010416666666666,0.34375,0.0,0.0,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R032-C05-X02/jump_highs_tagged_cover__full_fixed_point.toml,4db570b0bd5c378ddb40868cea909ff8901afa4a0faf33387d3771c654ddb6bc,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R032-C05-X02/jump_highs_tagged_cover__mandatory_only.toml,e7ab3b82cac2ca6015bbe32d665412d60986f91a3eabc7caea04cf1afbb17279
V2-B-N192-R032-C06-X01,structured,N192-R32,SOLVED_BY_EXACT_PREPROCESSING,SOLVED,1.0,1.0,2.7517923267648583,,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R032-C06-X01/jump_highs_tagged_cover__full_fixed_point.toml,eb0f8eef298f785ea36816f546c934c2cc7a1f980384606c48d71bf42ef41518,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R032-C06-X01/jump_highs_tagged_cover__mandatory_only.toml,7c128571d5566b1b4f3538e9a9217ecf200e2df9e22feb6cb10de8292a074eed
V2-B-N192-R032-C06-X02,structured,N192-R32,SOLVED_BY_EXACT_PREPROCESSING,SOLVED,1.0,1.0,2.551412902365363,,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R032-C06-X02/jump_highs_tagged_cover__full_fixed_point.toml,85cb526e05535bde9e6d417f5c26eb47c61ac77df4739348df20f8fd38f87665,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R032-C06-X02/jump_highs_tagged_cover__mandatory_only.toml,3404c0b5669c9d3726491d102c8cf820c2b010efc4dcd56020c05a61d530f79c
V2-B-N192-R032-C07-X01,structured,N192-R32,SOLVED_BY_EXACT_PREPROCESSING,SOLVED,1.0,1.0,1.9291686655915963,,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R032-C07-X01/jump_highs_tagged_cover__full_fixed_point.toml,48b4064c6bfd1d62b6d65955b7d384fde3fa0ab4dad1914fee5260900a9ba1eb,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R032-C07-X01/jump_highs_tagged_cover__mandatory_only.toml,26d5e3ae6ec63eec6b04ed73fdfef9d6b7921e235f05aa42792460e3d7e19a47
V2-B-N192-R032-C07-X02,structured,N192-R32,SOLVED_BY_EXACT_PREPROCESSING,SOLVED,1.0,1.0,1.7544726037574374,,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R032-C07-X02/jump_highs_tagged_cover__full_fixed_point.toml,d1c1173b3dc407d5551c01674adaebfc9901011cf1f5da4276fb586024160a35,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R032-C07-X02/jump_highs_tagged_cover__mandatory_only.toml,914fe36e5085626d35fc427a70abcc07feb25b6408cbcb2b8e3e554ed6010abd
V2-B-N192-R032-C08-X01,structured,N192-R32,SOLVED_BY_EXACT_PREPROCESSING,SOLVED,1.0,1.0,2.4741306565506602,,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R032-C08-X01/jump_highs_tagged_cover__full_fixed_point.toml,5f2d79ef8788a8480337d85ef96fcaef7b88a3a4d432f72de07bc66a9634e511,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R032-C08-X01/jump_highs_tagged_cover__mandatory_only.toml,067c56decc3b9e8f8e7d4e6a33ed111f415414ba2c6efef1ba78cab4911b0f01
V2-B-N192-R032-C08-X02,structured,N192-R32,SOLVED_BY_EXACT_PREPROCESSING,SOLVED,1.0,1.0,2.051278382054204,,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R032-C08-X02/jump_highs_tagged_cover__full_fixed_point.toml,37449adf77b04e2509f87614b66a221499d45f3aecafaeff2569ad74e0bfe8c6,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R032-C08-X02/jump_highs_tagged_cover__mandatory_only.toml,aa0343cc9e5f5c0812e759309dcd0c0ec507b3cc07daf31743a1819e35f30d3e
V2-B-N192-R032-C10-X01,structured,N192-R32,SOLVED_BY_EXACT_PREPROCESSING,SOLVED,1.0,1.0,2.3298148165575134,,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R032-C10-X01/jump_highs_tagged_cover__full_fixed_point.toml,a024ace71de2a42e949333c644b1f998ecc1c15411b2736b36c9f49ef30f4ec2,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R032-C10-X01/jump_highs_tagged_cover__mandatory_only.toml,9efc2de7d2b9e8b501fc0b486a48116e12eb8eb2e6660a85a5737e993c8215e6
V2-B-N192-R032-C10-X02,structured,N192-R32,SOLVED_BY_EXACT_PREPROCESSING,SOLVED,1.0,1.0,2.455022714785656,,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R032-C10-X02/jump_highs_tagged_cover__full_fixed_point.toml,b6eef306c81025c329bf3c1021df8aab55896a2710c93bedc33a1b8dc55e6547,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R032-C10-X02/jump_highs_tagged_cover__mandatory_only.toml,957e38b48acd44f75de00d0b3a234bf437333060f535fd74dbba997d2acf3593
V2-B-N192-R032-C11-X01,structured,N192-R32,SOLVED_BY_EXACT_PREPROCESSING,SOLVED,1.0,1.0,2.168188958615377,,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R032-C11-X01/jump_highs_tagged_cover__full_fixed_point.toml,e6f290ca612c04b9110b75e291c15f590fd74dd9fa3f2b563d080cf7e6120743,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R032-C11-X01/jump_highs_tagged_cover__mandatory_only.toml,6fddfafd5ba2d59c54410148a2049d3df89d1934ed65fed841a53a114e7ae824
V2-B-N192-R032-C11-X02,structured,N192-R32,SOLVED_BY_EXACT_PREPROCESSING,SOLVED,1.0,1.0,2.0106808721847242,,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R032-C11-X02/jump_highs_tagged_cover__full_fixed_point.toml,c4a275b55988d49e82651a147d3208f4bb1926913f00fcc3f3a0604d0e063a1c,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R032-C11-X02/jump_highs_tagged_cover__mandatory_only.toml,8c4c9793f0fb911353a26e4e1f338f66ba3e6eddb9470dac06239813c0ace1c9
V2-B-N192-R032-C12-X01,structured,N192-R32,SOLVED_BY_EXACT_PREPROCESSING,SOLVED,1.0,1.0,1.9901476066292545,,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R032-C12-X01/jump_highs_tagged_cover__full_fixed_point.toml,4f99a35474433e8d3682915e3c182259b53c9c1b615527d8566d1cbd42d74556,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R032-C12-X01/jump_highs_tagged_cover__mandatory_only.toml,bcf25a18e341fb43175e65267828644373ec7d88fb7119dca2f47f967adc5a80
V2-B-N192-R032-C12-X02,structured,N192-R32,SOLVED_BY_EXACT_PREPROCESSING,SOLVED,1.0,1.0,2.29364961504384,,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R032-C12-X02/jump_highs_tagged_cover__full_fixed_point.toml,a1c55ca9f3450d44f47bf6944fc023774e5321134cbc8200f95015da75c89027,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R032-C12-X02/jump_highs_tagged_cover__mandatory_only.toml,dac7404eb690d0006a6d10abebd059a3982fc7b3b331342395318deae1bd561a
V2-B-N192-R032-C14-X01,structured,N192-R32,SOLVED_BY_EXACT_PREPROCESSING,SOLVED,1.0,1.0,3.0157087393605435,,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R032-C14-X01/jump_highs_tagged_cover__full_fixed_point.toml,8c89a4cf1d56569ad1ce57616ce8cc17cafba4b6413e550618bee256bf1c4320,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R032-C14-X01/jump_highs_tagged_cover__mandatory_only.toml,8f1ece7bcbf57db0ce9af4f3e046112fd2afdf06b7e0b0e7f85179a21b8e5b2a
V2-B-N192-R032-C14-X02,structured,N192-R32,SOLVED_BY_EXACT_PREPROCESSING,SOLVED,1.0,1.0,1.8572052595945707,,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R032-C14-X02/jump_highs_tagged_cover__full_fixed_point.toml,faa85d373e8f3b8bfe32fdcd9af9836778fd8647d84886a079c01630a73328af,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R032-C14-X02/jump_highs_tagged_cover__mandatory_only.toml,9c3af8e7a3a08fff1e6fece6e29ee941f48840ef77c779372a22ec95540fca34
V2-B-N192-R032-C15-X01,structured,N192-R32,SOLVED_BY_EXACT_PREPROCESSING,SOLVED,1.0,1.0,2.5114071524257087,,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R032-C15-X01/jump_highs_tagged_cover__full_fixed_point.toml,742a81b3cf6d4a1759dccc71d80ed37adaed3da3ca89b20b05633fd8de67ee5b,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R032-C15-X01/jump_highs_tagged_cover__mandatory_only.toml,7ec53a85ec1e95838a2e387dfbd817708b9680bfdec1759383e99d20a0407d48
V2-B-N192-R032-C15-X02,structured,N192-R32,SOLVED_BY_EXACT_PREPROCESSING,SOLVED,1.0,1.0,2.1381102096480413,,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R032-C15-X02/jump_highs_tagged_cover__full_fixed_point.toml,b40641b0d5c7ef3825257bc2b65762ae058200859a99fa1824bd8c82de7e1e7b,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R032-C15-X02/jump_highs_tagged_cover__mandatory_only.toml,00b61ef8cacf2ed716a1a1aff3496d138187486edb61a0b7852b84ed8d210506
V2-B-N192-R032-C16-X01,structured,N192-R32,SOLVED_BY_EXACT_PREPROCESSING,SOLVED,1.0,1.0,1.7635845204663654,,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R032-C16-X01/jump_highs_tagged_cover__full_fixed_point.toml,6bbcd35eb23b0df94e659727bd8bba0642b272c09f213b03900753f096cd4619,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R032-C16-X01/jump_highs_tagged_cover__mandatory_only.toml,4e43cff8256901a57709baa5f4f99c041ea0fe67967721d3489ef0d81b368043
V2-B-N192-R032-C16-X02,structured,N192-R32,SOLVED_BY_EXACT_PREPROCESSING,SOLVED,1.0,1.0,1.688848187946336,,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R032-C16-X02/jump_highs_tagged_cover__full_fixed_point.toml,19946faa467750b1da6db513d08847888664c23d0f5c4458135528aad45b42ab,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R032-C16-X02/jump_highs_tagged_cover__mandatory_only.toml,76a1a7f15d530d04a624fcc72b0867465f07f4995b42b93617546f85bda61b6e
V2-B-N192-R064-C01-X01,structured,N192-R64,SOLVED,SOLVED,0.828125,0.140625,2.1515446480029787,0.0,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R064-C01-X01/jump_highs_tagged_cover__full_fixed_point.toml,fab395234b1f366dbca72817ec7aa38f0cc03475dabeec55c44a00ac3a55229f,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R064-C01-X01/jump_highs_tagged_cover__mandatory_only.toml,20650832b538348f0e4a3de4e164d35c1a8a7b23686f387a6ca42f0db70aa358
V2-B-N192-R064-C01-X02,structured,N192-R64,SOLVED,SOLVED,0.8229166666666666,0.125,2.3121319196676637,0.0,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R064-C01-X02/jump_highs_tagged_cover__full_fixed_point.toml,6d5ddbe87998e3e31b565f6bc2cf08f0ae3646b907dd328b59b86c4c946fe93e,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R064-C01-X02/jump_highs_tagged_cover__mandatory_only.toml,07cf9e4c3b1ba70246b1d2725a6545c765c05ba82d8da12925cdaf0359b7cdda
V2-B-N192-R064-C02-X01,structured,N192-R64,SOLVED_BY_EXACT_PREPROCESSING,SOLVED,1.0,1.0,2.2063881887209034,,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R064-C02-X01/jump_highs_tagged_cover__full_fixed_point.toml,720a46d941778a33d52bde508485b06e43fac687c87d0b00e70d35e8e6f26953,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R064-C02-X01/jump_highs_tagged_cover__mandatory_only.toml,d605b2b1dbf704a407251625d4d2574d8e9925ba21d167fad3de1f5a86f54300
V2-B-N192-R064-C02-X02,structured,N192-R64,SOLVED_BY_EXACT_PREPROCESSING,SOLVED,1.0,1.0,2.235678124742198,,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R064-C02-X02/jump_highs_tagged_cover__full_fixed_point.toml,a703c688410557bdee64c6370b9f914355fd6918974064da0d1e6adea3e2bd1a,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R064-C02-X02/jump_highs_tagged_cover__mandatory_only.toml,0390cc21d1c229e5d94f7ac10662d3c6d35eeff105e6a04b585fd0559ab01caa
V2-B-N192-R064-C03-X01,structured,N192-R64,SOLVED_BY_EXACT_PREPROCESSING,SOLVED,1.0,1.0,1.0301895637495813,,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R064-C03-X01/jump_highs_tagged_cover__full_fixed_point.toml,4fb8985bdd165d1dbd2b6f0cb8981bffed9364602ce6ef3f0d094f10659e05d3,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R064-C03-X01/jump_highs_tagged_cover__mandatory_only.toml,62ed38b69a5c9d85529b9e7476c01468199fc678f921f37269ccb2a18f53577f
V2-B-N192-R064-C03-X02,structured,N192-R64,SOLVED_BY_EXACT_PREPROCESSING,SOLVED,1.0,1.0,0.44110687418751937,,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R064-C03-X02/jump_highs_tagged_cover__full_fixed_point.toml,b1d82f2ac829d35f94b2242be0708a735cbda7538adf5568f768eec74ee67b7c,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R064-C03-X02/jump_highs_tagged_cover__mandatory_only.toml,900a3ab648fb0e8eb80295cc34766ef78aec2c2b831f17e0c5a959898a6d819d
V2-B-N192-R064-C04-X01,structured,N192-R64,SOLVED,SOLVED,0.9322916666666666,0.640625,2.0962549600028844,0.0,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R064-C04-X01/jump_highs_tagged_cover__full_fixed_point.toml,c0b0671ee3f4aa4c1eac2e4bfa8ea013f158609df8dc6af7d5ab45a3d839e90a,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R064-C04-X01/jump_highs_tagged_cover__mandatory_only.toml,741d66508e2b141ecb25d75ca7ae603cb6bd4ce9e3d6a4d5a44ca15c3cf7d888
V2-B-N192-R064-C04-X02,structured,N192-R64,SOLVED,SOLVED,0.9270833333333334,0.625,2.381605681867301,0.0,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R064-C04-X02/jump_highs_tagged_cover__full_fixed_point.toml,a7b704dabbfba2dc1d3800b0c3a64ade9766d739e36e595fddf64bce2b7b914a,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R064-C04-X02/jump_highs_tagged_cover__mandatory_only.toml,d01cd613a1e7b15ab3b512e83855ccd512e72e93c92981597d04ea4ececbc841
V2-B-N192-R064-C05-X01,structured,N192-R64,SOLVED,SOLVED,0.9010416666666666,0.625,2.7149095562360963,0.0,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R064-C05-X01/jump_highs_tagged_cover__full_fixed_point.toml,01c299b6af279bb170849351e864a8fb776cf4323571ca1192b2d102dbef67f7,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R064-C05-X01/jump_highs_tagged_cover__mandatory_only.toml,ae35570e271e76431fe6f38ed1a4a3f16e19c3dfbe9f3fdcbba1d15e0d2d4ab0
V2-B-N192-R064-C05-X02,structured,N192-R64,SOLVED,SOLVED,0.8958333333333334,0.609375,2.762388594844207,0.0,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R064-C05-X02/jump_highs_tagged_cover__full_fixed_point.toml,d4a80a0ca06057118532fe416076eb0fd2d213f8d79f3c8ff0ee2900dce955aa,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R064-C05-X02/jump_highs_tagged_cover__mandatory_only.toml,fe73509d2fd367c53e6a86f63009e6d4243f0f8a79eb38a6b22fe1e638e8aea5
V2-B-N192-R064-C06-X01,structured,N192-R64,SOLVED_BY_EXACT_PREPROCESSING,SOLVED,1.0,1.0,2.181610934302031,,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R064-C06-X01/jump_highs_tagged_cover__full_fixed_point.toml,a572aa56164ddb6c4d8904e965005a1ae297142e424ced7b433753cf794624b5,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R064-C06-X01/jump_highs_tagged_cover__mandatory_only.toml,f2dd9820343ffad4aa1b1009caf27f26d46c5d35b2b9d8f38b0da64f3212a5c2
V2-B-N192-R064-C06-X02,structured,N192-R64,SOLVED_BY_EXACT_PREPROCESSING,SOLVED,1.0,1.0,2.690895904212495,,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R064-C06-X02/jump_highs_tagged_cover__full_fixed_point.toml,9e89b7ef29ca9f31750cf96837b9848a74566406f6b41ce2bfc997cb9ef53bc5,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R064-C06-X02/jump_highs_tagged_cover__mandatory_only.toml,504333d1013576eecb3b9a40c7aa836012e31aab72fa5b895e1409f2a62c67bb
