comparison_class,family,left,right,paired_n,left_wins,ties,left_losses,median_left_minus_right,sign_interval_lower_95,sign_interval_upper_95,two_sided_sign_test_p
primary_algorithm_PAR2,adversarial,weighted_greedy,heaviest_safe_first,21,15,0,6,-0.21593683399999997,-0.501193416,0.01955454099999998,0.0783538818359375
primary_algorithm_PAR2,adversarial,weighted_greedy,lightest_safe_first,21,18,0,3,-0.30104579100000006,-0.627643374,-0.15486354199999997,0.0014896392822265625
primary_algorithm_PAR2,adversarial,weighted_greedy,maximum_immediate_burden_release,21,13,0,8,-0.10125562399999999,-0.256522626,0.12559312499999997,0.38331031799316406
primary_algorithm_PAR2,adversarial,weighted_greedy,minimum_unique_carrier_exposure,21,16,0,5,-0.11298437500000003,-0.367555917,-0.010695666999999909,0.02660369873046875
primary_algorithm_PAR2,adversarial,weighted_greedy,declared_source_order,21,13,0,8,-0.014634251000000043,-0.372404125,0.028393290999999987,0.38331031799316406
primary_algorithm_PAR2,adversarial,weighted_greedy,random_order_rechecked_deletion,21,15,0,6,-0.354529542,-0.543908584,0.0043665410000000016,0.0783538818359375
primary_algorithm_PAR2,adversarial,weighted_greedy,multistart_random_rechecked_deletion_32,21,18,0,3,-0.385694416,-1.2738847079999998,-0.16913354199999997,0.0014896392822265625
primary_algorithm_PAR2,adversarial,cardinality_greedy,weighted_greedy_reverse_delete,21,10,0,11,0.025821874999999994,-0.284431958,0.12870224900000005,1.0
primary_algorithm_PAR2,adversarial,cardinality_greedy,heaviest_safe_first,21,15,0,6,-0.22436574999999992,-0.47646179099999997,0.08494950000000001,0.0783538818359375
primary_algorithm_PAR2,adversarial,cardinality_greedy,lightest_safe_first,21,17,0,4,-0.24320970900000005,-0.4129427499999999,-0.09753025000000004,0.007197380065917969
primary_algorithm_PAR2,adversarial,cardinality_greedy,maximum_immediate_burden_release,21,14,0,7,-0.158552916,-0.3363543750000001,0.06846299999999994,0.18924713134765625
primary_algorithm_PAR2,adversarial,cardinality_greedy,minimum_unique_carrier_exposure,21,13,0,8,-0.043012958000000046,-0.550635417,0.123078625,0.38331031799316406
primary_algorithm_PAR2,adversarial,cardinality_greedy,declared_source_order,21,14,0,7,-0.10073533300000004,-0.3657015,0.07636420799999999,0.18924713134765625
primary_algorithm_PAR2,adversarial,cardinality_greedy,random_order_rechecked_deletion,21,18,0,3,-0.333547751,-0.527300791,-0.04494616600000001,0.0014896392822265625
primary_algorithm_PAR2,adversarial,cardinality_greedy,multistart_random_rechecked_deletion_32,21,16,0,5,-0.384973959,-1.565666791,-0.030593708000000053,0.02660369873046875
primary_algorithm_PAR2,adversarial,weighted_greedy_reverse_delete,heaviest_safe_first,21,13,0,8,-0.21218283399999993,-0.372608542,0.048411875000000104,0.38331031799316406
primary_algorithm_PAR2,adversarial,weighted_greedy_reverse_delete,lightest_safe_first,21,16,0,5,-0.237815542,-0.5003635,-0.043872916999999956,0.02660369873046875
primary_algorithm_PAR2,adversarial,weighted_greedy_reverse_delete,maximum_immediate_burden_release,21,10,0,11,0.0019119590000000741,-0.3052619999999999,0.17191975000000004,1.0
primary_algorithm_PAR2,adversarial,weighted_greedy_reverse_delete,minimum_unique_carrier_exposure,21,11,0,10,-0.0002887080000000264,-0.17984770799999994,0.06591304199999992,1.0
primary_algorithm_PAR2,adversarial,weighted_greedy_reverse_delete,declared_source_order,21,12,0,9,-0.07189954199999993,-0.30239845899999995,0.258634084,0.6636238098144531
primary_algorithm_PAR2,adversarial,weighted_greedy_reverse_delete,random_order_rechecked_deletion,21,16,0,5,-0.31869075,-0.47819983400000005,-0.001497708000000042,0.02660369873046875
primary_algorithm_PAR2,adversarial,weighted_greedy_reverse_delete,multistart_random_rechecked_deletion_32,21,15,0,6,-0.332974125,-1.3003718749999997,0.16188783299999998,0.0783538818359375
primary_algorithm_PAR2,adversarial,heaviest_safe_first,lightest_safe_first,21,11,0,10,-0.02210995800000004,-0.4017290000000001,0.2225622490000001,1.0
primary_algorithm_PAR2,adversarial,heaviest_safe_first,maximum_immediate_burden_release,21,6,0,15,0.106332125,-0.005510458000000051,0.214094793,0.0783538818359375
primary_algorithm_PAR2,adversarial,heaviest_safe_first,minimum_unique_carrier_exposure,21,10,0,11,0.102708209,-0.07658487600000002,0.275102333,1.0
primary_algorithm_PAR2,adversarial,heaviest_safe_first,declared_source_order,21,8,0,13,0.12456212500000002,-0.05296895800000001,0.3534405840000001,0.38331031799316406
primary_algorithm_PAR2,adversarial,heaviest_safe_first,random_order_rechecked_deletion,21,9,0,12,0.008490040999999948,-0.287541374,0.16242499999999993,0.6636238098144531
primary_algorithm_PAR2,adversarial,heaviest_safe_first,multistart_random_rechecked_deletion_32,21,14,0,7,-0.22462125,-1.127446209,0.20315275,0.18924713134765625
primary_algorithm_PAR2,adversarial,lightest_safe_first,maximum_immediate_burden_release,21,9,0,12,0.28045666699999994,-0.135954959,0.5638369169999999,0.6636238098144531
primary_algorithm_PAR2,adversarial,lightest_safe_first,minimum_unique_carrier_exposure,21,6,0,15,0.260087457,-0.112764209,0.3805588340000001,0.0783538818359375
primary_algorithm_PAR2,adversarial,lightest_safe_first,declared_source_order,21,5,0,16,0.23153308400000006,0.040654417000000054,0.42846395800000003,0.02660369873046875
primary_algorithm_PAR2,adversarial,lightest_safe_first,random_order_rechecked_deletion,21,12,0,9,-0.0671872910000002,-0.24435504200000013,0.233703958,0.6636238098144531
primary_algorithm_PAR2,adversarial,lightest_safe_first,multistart_random_rechecked_deletion_32,21,13,0,8,-0.11270162500000003,-1.3579109999999999,0.11152295700000003,0.38331031799316406
primary_algorithm_PAR2,adversarial,maximum_immediate_burden_release,minimum_unique_carrier_exposure,21,12,0,9,-0.07517608400000009,-0.25139708299999997,0.28061279100000003,0.6636238098144531
primary_algorithm_PAR2,adversarial,maximum_immediate_burden_release,declared_source_order,21,11,0,10,-0.09719983399999998,-0.23807120800000015,0.32431087500000005,1.0
primary_algorithm_PAR2,adversarial,maximum_immediate_burden_release,random_order_rechecked_deletion,21,15,0,6,-0.15363420900000002,-0.33117108400000006,0.01076254199999993,0.0783538818359375
primary_algorithm_PAR2,adversarial,maximum_immediate_burden_release,multistart_random_rechecked_deletion_32,21,14,0,7,-0.414864793,-1.2252572499999999,0.11883166699999997,0.18924713134765625
primary_algorithm_PAR2,adversarial,minimum_unique_carrier_exposure,declared_source_order,21,11,0,10,-0.039626376000000074,-0.17811216699999993,0.24089562499999995,1.0
primary_algorithm_PAR2,adversarial,minimum_unique_carrier_exposure,random_order_rechecked_deletion,21,14,0,7,-0.18875833399999997,-0.47516554099999997,0.04179845799999993,0.18924713134765625
primary_algorithm_PAR2,adversarial,minimum_unique_carrier_exposure,multistart_random_rechecked_deletion_32,21,15,0,6,-0.15843787500000006,-1.159013667,0.012419249999999993,0.0783538818359375
primary_algorithm_PAR2,adversarial,declared_source_order,random_order_rechecked_deletion,21,14,0,7,-0.2997989590000001,-0.472972625,0.0772140830000001,0.18924713134765625
primary_algorithm_PAR2,adversarial,declared_source_order,multistart_random_rechecked_deletion_32,21,15,0,6,-0.34318758399999993,-1.1193872909999998,0.05945341599999998,0.0783538818359375
primary_algorithm_PAR2,adversarial,random_order_rechecked_deletion,multistart_random_rechecked_deletion_32,21,11,0,10,-0.08369370899999995,-1.5766199579999998,0.20117758399999996,1.0
preprocessing_PAR2,small_exact,requirement_mask_dp:full_fixed_point,requirement_mask_dp:mandatory_only,24,0,1,23,2.4712232294999996,2.174983791,2.7365371240000003,2.384185791015625e-7
preprocessing_PAR2,small_exact,jump_highs_tagged_cover:full_fixed_point,jump_highs_tagged_cover:mandatory_only,24,0,1,23,2.133404063,1.458471668,2.7492860830000003,2.384185791015625e-7
preprocessing_PAR2,structured,jump_highs_tagged_cover:full_fixed_point,jump_highs_tagged_cover:mandatory_only,128,0,17,111,6.522054854,5.19621875,7.867047875000001,7.703719777548943e-34
preprocessing_PAR2,adversarial,jump_highs_tagged_cover:full_fixed_point,jump_highs_tagged_cover:mandatory_only,21,0,0,21,2.336407542,1.59872275,3.370040375,9.5367431640625e-7
preprocessing_PAR2,small_exact,weighted_greedy:full_fixed_point_then_reconstruct,weighted_greedy:mandatory_only,24,0,0,24,2.7340524585,2.306130001,3.0360465420000002,1.1920928955078125e-7
preprocessing_PAR2,structured,weighted_greedy:full_fixed_point_then_reconstruct,weighted_greedy:mandatory_only,128,0,16,112,7.250862249500001,6.2461111250000005,8.316951833000001,3.851859888774472e-34
preprocessing_PAR2,adversarial,weighted_greedy:full_fixed_point_then_reconstruct,weighted_greedy:mandatory_only,21,0,0,21,2.3501122490000004,2.117201001,2.710657125,9.5367431640625e-7
preprocessing_PAR2,small_exact,cardinality_greedy:full_fixed_point_then_reconstruct,cardinality_greedy:mandatory_only,24,1,0,23,2.694303354,2.034258209,3.5943661250000005,2.9802322387695312e-6
preprocessing_PAR2,structured,cardinality_greedy:full_fixed_point_then_reconstruct,cardinality_greedy:mandatory_only,128,0,16,112,7.3868017085,5.979986084,8.963632542000001,3.851859888774472e-34
preprocessing_PAR2,adversarial,cardinality_greedy:full_fixed_point_then_reconstruct,cardinality_greedy:mandatory_only,21,0,0,21,2.2643739160000003,1.731605709,3.0849850410000004,9.5367431640625e-7
preprocessing_PAR2,small_exact,weighted_greedy_reverse_delete:full_fixed_point_then_reconstruct,weighted_greedy_reverse_delete:mandatory_only,24,0,0,24,2.717144729,2.26330025,3.461637708,1.1920928955078125e-7
preprocessing_PAR2,structured,weighted_greedy_reverse_delete:full_fixed_point_then_reconstruct,weighted_greedy_reverse_delete:mandatory_only,128,0,16,112,7.354175521,6.055292875999999,9.358092917,3.851859888774472e-34
preprocessing_PAR2,adversarial,weighted_greedy_reverse_delete:full_fixed_point_then_reconstruct,weighted_greedy_reverse_delete:mandatory_only,21,0,0,21,2.3094838749999997,1.818762042,3.023028667,9.5367431640625e-7
preprocessing_PAR2,small_exact,heaviest_safe_first:full_fixed_point_then_reconstruct,heaviest_safe_first:mandatory_only,24,0,0,24,2.9064285419999996,1.9006384170000001,3.24928375,1.1920928955078125e-7
preprocessing_PAR2,structured,heaviest_safe_first:full_fixed_point_then_reconstruct,heaviest_safe_first:mandatory_only,128,5,16,107,6.3616752084999995,5.5372540830000005,7.277337166,5.415668049444863e-26
preprocessing_PAR2,adversarial,heaviest_safe_first:full_fixed_point_then_reconstruct,heaviest_safe_first:mandatory_only,21,1,0,20,1.735349625,1.43081225,2.7526195,2.09808349609375e-5
preprocessing_PAR2,small_exact,lightest_safe_first:full_fixed_point_then_reconstruct,lightest_safe_first:mandatory_only,24,0,0,24,2.874502771,2.2956058749999997,3.3661204579999997,1.1920928955078125e-7
preprocessing_PAR2,structured,lightest_safe_first:full_fixed_point_then_reconstruct,lightest_safe_first:mandatory_only,128,5,16,107,6.4875382505,5.324104041,8.376206125,5.415668049444863e-26
preprocessing_PAR2,adversarial,lightest_safe_first:full_fixed_point_then_reconstruct,lightest_safe_first:mandatory_only,21,1,0,20,2.0893550419999998,1.4284695830000003,2.551431542,2.09808349609375e-5
preprocessing_PAR2,small_exact,maximum_immediate_burden_release:full_fixed_point_then_reconstruct,maximum_immediate_burden_release:mandatory_only,24,0,0,24,2.6747265835,2.269564833,3.158887042,1.1920928955078125e-7
preprocessing_PAR2,structured,maximum_immediate_burden_release:full_fixed_point_then_reconstruct,maximum_immediate_burden_release:mandatory_only,128,5,16,107,6.719981771,5.6192235,7.799303541,5.415668049444863e-26
preprocessing_PAR2,adversarial,maximum_immediate_burden_release:full_fixed_point_then_reconstruct,maximum_immediate_burden_release:mandatory_only,21,0,0,21,2.816368166,2.30004675,3.178901792,9.5367431640625e-7
preprocessing_PAR2,small_exact,minimum_unique_carrier_exposure:full_fixed_point_then_reconstruct,minimum_unique_carrier_exposure:mandatory_only,24,0,0,24,2.737554167,2.351434875,3.2411745,1.1920928955078125e-7
preprocessing_PAR2,structured,minimum_unique_carrier_exposure:full_fixed_point_then_reconstruct,minimum_unique_carrier_exposure:mandatory_only,128,4,16,108,6.494153104,5.408804834,7.57037475,2.4825502761483796e-27
preprocessing_PAR2,adversarial,minimum_unique_carrier_exposure:full_fixed_point_then_reconstruct,minimum_unique_carrier_exposure:mandatory_only,21,1,0,20,2.351782125,1.524915833,2.784281375,2.09808349609375e-5
preprocessing_PAR2,small_exact,declared_source_order:full_fixed_point_then_reconstruct,declared_source_order:mandatory_only,24,0,0,24,2.740960917,1.8890820830000001,3.428122708,1.1920928955078125e-7
preprocessing_PAR2,structured,declared_source_order:full_fixed_point_then_reconstruct,declared_source_order:mandatory_only,128,5,16,107,6.851547313499999,5.597209292,7.759705542000001,5.415668049444863e-26
preprocessing_PAR2,adversarial,declared_source_order:full_fixed_point_then_reconstruct,declared_source_order:mandatory_only,21,1,0,20,2.513087125,1.404317417,3.4262460420000003,2.09808349609375e-5
preprocessing_PAR2,small_exact,random_order_rechecked_deletion:full_fixed_point_then_reconstruct,random_order_rechecked_deletion:mandatory_only,24,0,0,24,2.832230896,2.195578167,3.3450015419999994,1.1920928955078125e-7
preprocessing_PAR2,structured,random_order_rechecked_deletion:full_fixed_point_then_reconstruct,random_order_rechecked_deletion:mandatory_only,128,5,16,107,6.249998375,5.664549084,7.3548165,5.415668049444863e-26
preprocessing_PAR2,adversarial,random_order_rechecked_deletion:full_fixed_point_then_reconstruct,random_order_rechecked_deletion:mandatory_only,21,1,0,20,2.1103099170000004,1.651395167,2.557491333,2.09808349609375e-5
preprocessing_PAR2,small_exact,multistart_random_rechecked_deletion_32:full_fixed_point_then_reconstruct,multistart_random_rechecked_deletion_32:mandatory_only,24,0,0,24,2.316243291,1.962376791,3.160145958,1.1920928955078125e-7
preprocessing_PAR2,structured,multistart_random_rechecked_deletion_32:full_fixed_point_then_reconstruct,multistart_random_rechecked_deletion_32:mandatory_only,128,85,16,27,-3.9967770204999997,-102.732338209,-1.1139752080000003,3.5803042787073536e-8
preprocessing_PAR2,adversarial,multistart_random_rechecked_deletion_32:full_fixed_point_then_reconstruct,multistart_random_rechecked_deletion_32:mandatory_only,21,1,0,20,2.3956948750000002,1.802800458,2.8810248329999997,2.09808349609375e-5
