family,size,algorithm,algorithm_id,preprocessing_variant,registered_n,solved_n,solved_fraction,time_limit_seconds,wall_solved_n,wall_seconds_mean_solved,wall_seconds_median_solved,wall_seconds_q90_solved,wall_seconds_worst_solved,par2_mean_seconds,par2_median_seconds,par2_q25_seconds,par2_q75_seconds,par2_q90_seconds,par2_worst_seconds,peak_memory_available_n,peak_memory_mean_mib,peak_memory_median_mib,peak_memory_q90_mib,peak_memory_worst_mib,mip_nodes_available_n,mip_nodes_mean,mip_nodes_median,mip_nodes_q10,mip_nodes_q25,mip_nodes_q75,mip_nodes_q90,mip_nodes_minimum,mip_nodes_worst,dp_states_available_n,dp_states_mean,dp_states_median,dp_states_q10,dp_states_q25,dp_states_q75,dp_states_q90,dp_states_minimum,dp_states_worst,dp_transitions_available_n,dp_transitions_mean,dp_transitions_median,dp_transitions_q90,dp_transitions_worst,frontier_checks_available_n,frontier_checks_mean,frontier_checks_median,frontier_checks_q10,frontier_checks_q25,frontier_checks_q75,frontier_checks_q90,frontier_checks_minimum,frontier_checks_worst,closure_checks_available_n,closure_checks_mean,closure_checks_median,closure_checks_q10,closure_checks_q25,closure_checks_q75,closure_checks_q90,closure_checks_minimum,closure_checks_worst
adversarial,small,Lightest safe first,lightest_safe_first,mandatory_only,7,7,1.0,60.0,7,0.9948,1,1.263,1.401,0.9948,1,0.8352,1.171,1.263,1.401,7,887.2,890.9,924.3,947.4,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,7,22,21,10.6,13.5,29.5,33.4,10,37,7,22,21,10.6,13.5,29.5,33.4,10,37
adversarial,small,Maximum immediate release,maximum_immediate_burden_release,mandatory_only,7,7,1.0,60.0,7,0.6989,0.6173,1.005,1.149,0.6989,0.6173,0.5285,0.8163,1.005,1.149,7,900.8,877,962.7,964.2,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,7,21.14,16,10,10.5,32,36.4,10,37,7,21.14,16,10,10.5,32,36.4,10,37
adversarial,small,Minimum unique-carrier exposure,minimum_unique_carrier_exposure,mandatory_only,7,7,1.0,60.0,7,0.6568,0.5968,0.9179,1.018,0.6568,0.5968,0.574,0.7958,0.9179,1.018,7,925.1,930.2,975.4,985.7,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,7,22.71,21,10.6,13.5,32,36.4,10,37,7,22.71,21,10.6,13.5,32,36.4,10,37
adversarial,small,32-start random deletion,multistart_random_rechecked_deletion_32,mandatory_only,7,7,1.0,120.0,7,0.5951,0.5578,0.9351,1.004,0.5951,0.5578,0.3663,0.8007,0.9351,1.004,7,899,934.9,944.6,956.8,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,7,715.4,657,339.2,420,1004,1140,320,1184,7,715.4,657,339.2,420,1004,1140,320,1184
adversarial,small,Random-order deletion,random_order_rechecked_deletion,mandatory_only,7,7,1.0,120.0,7,0.9367,0.9609,1.189,1.347,0.9367,0.9609,0.8515,1.037,1.189,1.347,7,910.6,913.3,971.3,984.8,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,7,22.43,21,10.6,13.5,31,35.2,10,37,7,22.43,21,10.6,13.5,31,35.2,10,37
adversarial,small,Mask DP,requirement_mask_dp,mandatory_only,7,7,1.0,300.0,7,0.8263,0.779,1.108,1.326,0.8263,0.779,0.6704,0.8841,1.108,1.326,7,904.3,895.7,978,1001,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,7,31.57,21,9.4,13,52,59.4,7,63,7,63.14,42,118.8,126,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE
adversarial,small,Weighted greedy,weighted_greedy,mandatory_only,7,7,1.0,60.0,7,0.5324,0.5433,0.74,0.7429,0.5324,0.5433,0.4566,0.6778,0.74,0.7429,7,905.3,890.7,953.8,1005,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE
adversarial,small,Weighted greedy + reverse deletion,weighted_greedy_reverse_delete,mandatory_only,7,7,1.0,60.0,7,0.6491,0.6499,0.6906,0.7197,0.6491,0.6499,0.632,0.6656,0.6906,0.7197,7,881.2,887.7,908.9,916,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE
small_exact,N11-R10,Cardinality greedy,cardinality_greedy,mandatory_only,4,4,1.0,60.0,4,0.5386,0.5693,0.5712,0.5714,0.5386,0.5693,0.5369,0.571,0.5712,0.5714,4,907.8,900.2,935.5,945.3,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE
small_exact,N11-R10,Enumeration,complete_enumeration,mandatory_only,4,4,1.0,300.0,4,0.7003,0.7121,0.9128,0.9963,0.7003,0.7121,0.625,0.7874,0.9128,0.9963,4,867.1,865.3,902.6,906.1,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,4,1024,1024,1024,1024,1024,1024,1024,1024,4,0,0,0,0,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE
small_exact,N11-R10,Declared source order,declared_source_order,mandatory_only,4,4,1.0,60.0,4,0.6071,0.5622,0.9187,1.041,0.6071,0.5622,0.4338,0.7356,0.9187,1.041,4,930.9,922.3,964.1,978.9,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,4,54.75,55,53.6,54.5,55.25,55.7,53,56,4,54.75,55,53.6,54.5,55.25,55.7,53,56
small_exact,N11-R10,Heaviest safe first,heaviest_safe_first,mandatory_only,4,4,1.0,60.0,4,0.8719,0.8631,1.268,1.418,0.8719,0.8631,0.6921,1.043,1.268,1.418,4,916.4,912.1,932.1,939.5,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,4,54.75,55,53.6,54.5,55.25,55.7,53,56,4,54.75,55,53.6,54.5,55.25,55.7,53,56
small_exact,N11-R10,HiGHS MIP,jump_highs_tagged_cover,full_fixed_point,4,4,1.0,300.0,4,3.445,3.068,4.186,4.658,3.445,3.068,3.036,3.477,4.186,4.658,4,903.9,901.1,930.1,935.2,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE
small_exact,N11-R10,Lightest safe first,lightest_safe_first,mandatory_only,4,4,1.0,60.0,4,0.6504,0.6314,0.7363,0.7677,0.6504,0.6314,0.5926,0.6893,0.7363,0.7677,4,890,891.7,919.1,923.8,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,4,54.25,54,53,53,55.25,55.7,53,56,4,54.25,54,53,53,55.25,55.7,53,56
small_exact,N11-R10,Maximum immediate release,maximum_immediate_burden_release,mandatory_only,4,4,1.0,60.0,4,0.6513,0.6535,0.7443,0.7638,0.6513,0.6535,0.5897,0.7151,0.7443,0.7638,4,953.7,961.2,987.1,996.2,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,4,54.75,55,53.6,54.5,55.25,55.7,53,56,4,54.75,55,53.6,54.5,55.25,55.7,53,56
small_exact,N11-R10,Minimum unique-carrier exposure,minimum_unique_carrier_exposure,mandatory_only,4,4,1.0,60.0,4,0.764,0.7431,0.8804,0.9388,0.764,0.7431,0.7144,0.7927,0.8804,0.9388,4,897.3,896.4,919.3,927.7,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,4,54.75,55,53.6,54.5,55.25,55.7,53,56,4,54.75,55,53.6,54.5,55.25,55.7,53,56
small_exact,N11-R10,32-start random deletion,multistart_random_rechecked_deletion_32,mandatory_only,4,4,1.0,120.0,4,1.008,1.019,1.272,1.35,1.008,1.019,0.8726,1.154,1.272,1.35,4,931.5,909.9,974,1000,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,4,1701,1736,1627,1694,1742,1747,1582,1750,4,1701,1736,1627,1694,1742,1747,1582,1750
small_exact,N11-R10,Random-order deletion,random_order_rechecked_deletion,mandatory_only,4,4,1.0,120.0,4,0.7184,0.6546,0.9243,1.01,0.7184,0.6546,0.5775,0.7955,0.9243,1.01,4,901.6,903.5,925.1,934.1,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,4,52.25,53,50.9,52.25,53,53,50,53,4,52.25,53,50.9,52.25,53,53,50,53
small_exact,N11-R10,Mask DP,requirement_mask_dp,mandatory_only,4,4,1.0,300.0,4,0.8253,0.8333,0.8872,0.905,0.8253,0.8333,0.7981,0.8605,0.8872,0.905,4,875.6,858.8,949.4,977.3,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,4,147.8,91,49.2,69,169.8,291.7,36,373,4,295.5,182,583.4,746,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE
small_exact,N11-R10,Weighted greedy,weighted_greedy,mandatory_only,4,4,1.0,60.0,4,0.6927,0.6459,0.8752,0.9556,0.6927,0.6459,0.584,0.7546,0.8752,0.9556,4,916.2,926.9,967.8,972.1,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE
small_exact,N11-R10,Weighted greedy + reverse deletion,weighted_greedy_reverse_delete,mandatory_only,4,4,1.0,60.0,4,0.7213,0.7197,0.8422,0.884,0.7213,0.7197,0.6615,0.7795,0.8422,0.884,4,906.4,910.9,939.2,940.6,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE
small_exact,N11-R6,Cardinality greedy,cardinality_greedy,mandatory_only,4,4,1.0,60.0,4,0.7861,0.8,1.058,1.145,0.7861,0.8,0.6589,0.9272,1.058,1.145,4,925.9,929.4,954.6,964.7,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE
small_exact,N11-R6,Enumeration,complete_enumeration,mandatory_only,4,4,1.0,300.0,4,0.4559,0.4245,0.6135,0.6659,0.4559,0.4245,0.3454,0.535,0.6135,0.6659,4,898.1,893.6,934.1,949.6,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,4,1024,1024,1024,1024,1024,1024,1024,1024,4,0,0,0,0,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE
small_exact,N11-R6,Declared source order,declared_source_order,mandatory_only,4,4,1.0,60.0,4,0.6446,0.5689,0.9913,1.098,0.6446,0.5689,0.3822,0.8313,0.9913,1.098,4,907.1,903.9,949,964,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,4,54.75,55,53.6,54.5,55.25,55.7,53,56,4,54.75,55,53.6,54.5,55.25,55.7,53,56
small_exact,N11-R6,Heaviest safe first,heaviest_safe_first,mandatory_only,4,4,1.0,60.0,4,0.652,0.6162,0.8991,1.003,0.652,0.6162,0.5246,0.7436,0.8991,1.003,4,928.2,928.2,974,981.1,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,4,54.25,54,53,53,55.25,55.7,53,56,4,54.25,54,53,53,55.25,55.7,53,56
small_exact,N11-R6,HiGHS MIP,jump_highs_tagged_cover,full_fixed_point,4,4,1.0,300.0,4,3.655,3.908,4.201,4.286,3.655,3.908,3.49,4.073,4.201,4.286,4,905.5,920.5,966.9,970.5,1,1,1,1,1,1,1,1,1,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE
small_exact,N11-R6,Lightest safe first,lightest_safe_first,mandatory_only,4,4,1.0,60.0,4,0.7422,0.778,0.9499,0.9731,0.7422,0.778,0.6051,0.9151,0.9499,0.9731,4,892.6,885.3,911.2,920.6,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,4,54.75,55,53.6,54.5,55.25,55.7,53,56,4,54.75,55,53.6,54.5,55.25,55.7,53,56
small_exact,N11-R6,Maximum immediate release,maximum_immediate_burden_release,mandatory_only,4,4,1.0,60.0,4,0.6995,0.7202,0.9603,1.038,0.6995,0.7202,0.5753,0.8444,0.9603,1.038,4,942.6,952.1,962.9,964,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,4,54.25,54,53,53,55.25,55.7,53,56,4,54.25,54,53,53,55.25,55.7,53,56
small_exact,N11-R6,Minimum unique-carrier exposure,minimum_unique_carrier_exposure,mandatory_only,4,4,1.0,60.0,4,0.7526,0.7653,0.812,0.8167,0.7526,0.7653,0.7129,0.805,0.812,0.8167,4,912.1,911.3,925,929.9,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,4,54.75,55,53.6,54.5,55.25,55.7,53,56,4,54.75,55,53.6,54.5,55.25,55.7,53,56
small_exact,N11-R6,32-start random deletion,multistart_random_rechecked_deletion_32,mandatory_only,4,4,1.0,120.0,4,0.816,0.7958,0.9285,0.9563,0.816,0.7958,0.725,0.8869,0.9285,0.9563,4,895.4,902.4,946,963.7,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,4,1739,1747,1707,1724,1761,1764,1696,1765,4,1739,1747,1707,1724,1761,1764,1696,1765
small_exact,N11-R6,Random-order deletion,random_order_rechecked_deletion,mandatory_only,4,4,1.0,120.0,4,0.6153,0.576,0.7871,0.8706,0.6153,0.576,0.5296,0.6617,0.7871,0.8706,4,885.3,885.5,913.4,917,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,4,54.25,54,53,53,55.25,55.7,53,56,4,54.25,54,53,53,55.25,55.7,53,56
small_exact,N11-R6,Mask DP,requirement_mask_dp,mandatory_only,4,4,1.0,300.0,4,0.5384,0.4361,0.7391,0.8657,0.5384,0.4361,0.4254,0.5491,0.7391,0.8657,4,923,900.7,986.2,1021,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,4,47.25,46.5,39,39,54.75,56.1,39,57,4,94.5,93,112.2,114,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE
