instance_id,family,size,replicate_id,generation_status,strategy_count_requested,requirement_count_requested,frontier_rows_requested,module_rows_requested,coverage_density_level,coverage_density_realized,module_overlap_level,module_overlap_realized,bundle_prevalence_level,bundle_prevalence_realized,unique_carrier_frequency_level,unique_carrier_frequency_realized,weight_dispersion_level,frontier_module_correlation_level,frontier_module_association_realized,mechanism,mechanism_parameter,generation_path,instance_path,instance_sha256
V2-B-N064-R064-C03-X02,structured,N64-R64,2,GENERATED,64,64,16,48,three_eighths,3//8,low_clustered,7513631194391090087989//24017594907906474474600,zero,0//1,one_eighth,1//8,low_1_to_3,independent,121//1953,none,none,experiments/algorithmic_compression_v2/results/generation/V2-B-N064-R064-C03-X02.toml,experiments/algorithmic_compression_v2/results/instances/V2-B-N064-R064-C03-X02.toml,9abe47f23f3be605a5aeef3688285f90160c5a7702c5e53a12c283c80faf1fba
V2-B-N064-R064-C04-X01,structured,N64-R64,1,GENERATED,64,64,32,32,three_eighths,3//8,low_clustered,2639495890193263//12085949535660000,zero,0//1,zero,0//1,high_powers_of_two,positive_aligned,202//217,none,none,experiments/algorithmic_compression_v2/results/generation/V2-B-N064-R064-C04-X01.toml,experiments/algorithmic_compression_v2/results/instances/V2-B-N064-R064-C04-X01.toml,f817f29168861c9a22ca8df99803c74eb8704d080c36c2c7d7d5d9848802a515
V2-B-N064-R064-C04-X02,structured,N64-R64,2,GENERATED,64,64,32,32,three_eighths,3//8,low_clustered,59897113387155437//276821610897031200,zero,0//1,zero,0//1,high_powers_of_two,positive_aligned,1802//1953,none,none,experiments/algorithmic_compression_v2/results/generation/V2-B-N064-R064-C04-X02.toml,experiments/algorithmic_compression_v2/results/instances/V2-B-N064-R064-C04-X02.toml,0fe5568fba7701fd7d01fbb68de1c6dc82376029dbfe54d60f5b81230b5301b6
V2-B-N064-R064-C05-X01,structured,N64-R64,1,GENERATED,64,64,16,48,one_eighth,1//8,high_clustered,111197//2069034,zero,0//1,zero,0//1,high_powers_of_two,independent,-3//217,none,none,experiments/algorithmic_compression_v2/results/generation/V2-B-N064-R064-C05-X01.toml,experiments/algorithmic_compression_v2/results/instances/V2-B-N064-R064-C05-X01.toml,b5229fa26f2a77fabe5fb83a016cba2feb23afd5ac026b485bb239da97c90b8d
V2-B-N064-R064-C05-X02,structured,N64-R64,2,GENERATED,64,64,16,48,one_eighth,1//8,high_clustered,9566//184005,zero,0//1,zero,0//1,high_powers_of_two,independent,-40//651,none,none,experiments/algorithmic_compression_v2/results/generation/V2-B-N064-R064-C05-X02.toml,experiments/algorithmic_compression_v2/results/instances/V2-B-N064-R064-C05-X02.toml,30cf47ac5a8acf4e051ac04e6b9a0fd764454f40e2095b14dc543cc4f5b22602
V2-B-N064-R064-C06-X01,structured,N64-R64,1,GENERATED,64,64,32,32,one_eighth,1//8,high_clustered,139//2088,zero,0//1,one_eighth,1//8,low_1_to_3,positive_aligned,-76//1953,none,none,experiments/algorithmic_compression_v2/results/generation/V2-B-N064-R064-C06-X01.toml,experiments/algorithmic_compression_v2/results/instances/V2-B-N064-R064-C06-X01.toml,c78192e9ea8f3ff410aa60fa1f2c1acb7d9aa83c0ad4416a0cbf89067e799ea4
V2-B-N064-R064-C06-X02,structured,N64-R64,2,GENERATED,64,64,32,32,one_eighth,1//8,high_clustered,47//696,zero,0//1,one_eighth,1//8,low_1_to_3,positive_aligned,-76//1953,none,none,experiments/algorithmic_compression_v2/results/generation/V2-B-N064-R064-C06-X02.toml,experiments/algorithmic_compression_v2/results/instances/V2-B-N064-R064-C06-X02.toml,9e2e5232166bfc599a471c2cba8e1be27200dde0cb3a36a46e441b85e059e479
V2-B-N064-R064-C07-X01,structured,N64-R64,1,GENERATED,64,64,16,48,three_eighths,3//8,high_clustered,6797172171//25936649200,zero,0//1,one_eighth,1//8,high_powers_of_two,independent,-467//1953,none,none,experiments/algorithmic_compression_v2/results/generation/V2-B-N064-R064-C07-X01.toml,experiments/algorithmic_compression_v2/results/instances/V2-B-N064-R064-C07-X01.toml,f738c98675bff3df75454aecf9ef20a72611f7241592d67b6d07d4f86b55adaf
V2-B-N064-R064-C07-X02,structured,N64-R64,2,GENERATED,64,64,16,48,three_eighths,3//8,high_clustered,89998847//338893500,zero,0//1,one_eighth,1//8,high_powers_of_two,independent,-20//93,none,none,experiments/algorithmic_compression_v2/results/generation/V2-B-N064-R064-C07-X02.toml,experiments/algorithmic_compression_v2/results/instances/V2-B-N064-R064-C07-X02.toml,60810b639708eeba97b35fd86b18e1a98a4fdca06d7414260bfb1b3b7dff2be2
V2-B-N064-R064-C08-X01,structured,N64-R64,1,GENERATED,64,64,32,32,three_eighths,3//8,high_clustered,57//250,zero,0//1,zero,0//1,low_1_to_3,positive_aligned,-4//93,none,none,experiments/algorithmic_compression_v2/results/generation/V2-B-N064-R064-C08-X01.toml,experiments/algorithmic_compression_v2/results/instances/V2-B-N064-R064-C08-X01.toml,7f4e1e9b3df98cad4fd485ce8e5ba4a6492beeea57f6910335da6f4bcba75f6d
V2-B-N064-R064-C08-X02,structured,N64-R64,2,GENERATED,64,64,32,32,three_eighths,3//8,high_clustered,567//2500,zero,0//1,zero,0//1,low_1_to_3,positive_aligned,-71//1953,none,none,experiments/algorithmic_compression_v2/results/generation/V2-B-N064-R064-C08-X02.toml,experiments/algorithmic_compression_v2/results/instances/V2-B-N064-R064-C08-X02.toml,a176bcd220c41ed60870714cec78adfb0eee3ff336b4f93601690ad4deffef9d
V2-B-N064-R064-C09-X01,structured,N64-R64,1,GENERATION_FAILED,64,64,16,48,one_eighth,UNAVAILABLE,low_clustered,UNAVAILABLE,one_eighth,UNAVAILABLE,zero,UNAVAILABLE,low_1_to_3,positive_aligned,UNAVAILABLE,none,none,experiments/algorithmic_compression_v2/results/generation/V2-B-N064-R064-C09-X01.toml,,
V2-B-N064-R064-C09-X02,structured,N64-R64,2,GENERATION_FAILED,64,64,16,48,one_eighth,UNAVAILABLE,low_clustered,UNAVAILABLE,one_eighth,UNAVAILABLE,zero,UNAVAILABLE,low_1_to_3,positive_aligned,UNAVAILABLE,none,none,experiments/algorithmic_compression_v2/results/generation/V2-B-N064-R064-C09-X02.toml,,
V2-B-N064-R064-C10-X01,structured,N64-R64,1,GENERATED,64,64,32,32,one_eighth,1//8,low_clustered,139//6300,one_eighth,8//63,one_eighth,1//8,high_powers_of_two,independent,317//1953,none,none,experiments/algorithmic_compression_v2/results/generation/V2-B-N064-R064-C10-X01.toml,experiments/algorithmic_compression_v2/results/instances/V2-B-N064-R064-C10-X01.toml,921e42f1ef0c390b4e6bcaa05bf12e797e93a30de6ebea2d2e757ead2ebf21fe
V2-B-N064-R064-C10-X02,structured,N64-R64,2,GENERATED,64,64,32,32,one_eighth,1//8,low_clustered,17//744,one_eighth,8//63,one_eighth,1//8,high_powers_of_two,independent,184//651,none,none,experiments/algorithmic_compression_v2/results/generation/V2-B-N064-R064-C10-X02.toml,experiments/algorithmic_compression_v2/results/instances/V2-B-N064-R064-C10-X02.toml,280396a2462f31644bb294044602a94500baa1fb07da890c17371ee09756b553
V2-B-N064-R064-C11-X01,structured,N64-R64,1,GENERATED,64,64,16,48,three_eighths,3//8,low_clustered,5395420064047632567899//18396455674141129384800,one_eighth,8//63,one_eighth,1//8,low_1_to_3,positive_aligned,716//1953,none,none,experiments/algorithmic_compression_v2/results/generation/V2-B-N064-R064-C11-X01.toml,experiments/algorithmic_compression_v2/results/instances/V2-B-N064-R064-C11-X01.toml,7801565681af2a49848549dd559c1068e7ff373ca6db4b7800052851fa1e102a
V2-B-N064-R064-C11-X02,structured,N64-R64,2,GENERATED,64,64,16,48,three_eighths,3//8,low_clustered,223692702119476826791//766518986422547057700,one_eighth,8//63,one_eighth,1//8,low_1_to_3,positive_aligned,697//1953,none,none,experiments/algorithmic_compression_v2/results/generation/V2-B-N064-R064-C11-X02.toml,experiments/algorithmic_compression_v2/results/instances/V2-B-N064-R064-C11-X02.toml,7d270c44223a038ea60142f98885f5489ba7c6356bc0555657ed0fffacf329ec
V2-B-N064-R064-C12-X01,structured,N64-R64,1,GENERATED,64,64,32,32,three_eighths,3//8,low_clustered,3824880822743//18685759950000,one_eighth,8//63,zero,0//1,high_powers_of_two,independent,10//63,none,none,experiments/algorithmic_compression_v2/results/generation/V2-B-N064-R064-C12-X01.toml,experiments/algorithmic_compression_v2/results/instances/V2-B-N064-R064-C12-X01.toml,843b0b867f54f571e83bac6427331548b85c24115f40a781eb3039a32daddd18
V2-B-N064-R064-C12-X02,structured,N64-R64,2,GENERATED,64,64,32,32,three_eighths,3//8,low_clustered,220117982741089//1096180816500000,one_eighth,8//63,zero,0//1,high_powers_of_two,independent,437//1953,none,none,experiments/algorithmic_compression_v2/results/generation/V2-B-N064-R064-C12-X02.toml,experiments/algorithmic_compression_v2/results/instances/V2-B-N064-R064-C12-X02.toml,9466fc997d60da8b8d4769666c2eb4d820e20bed44773cf7ed8534c072c9f17d
V2-B-N064-R064-C13-X01,structured,N64-R64,1,GENERATION_FAILED,64,64,16,48,one_eighth,UNAVAILABLE,high_clustered,UNAVAILABLE,one_eighth,UNAVAILABLE,zero,UNAVAILABLE,high_powers_of_two,positive_aligned,UNAVAILABLE,none,none,experiments/algorithmic_compression_v2/results/generation/V2-B-N064-R064-C13-X01.toml,,
V2-B-N064-R064-C13-X02,structured,N64-R64,2,GENERATION_FAILED,64,64,16,48,one_eighth,UNAVAILABLE,high_clustered,UNAVAILABLE,one_eighth,UNAVAILABLE,zero,UNAVAILABLE,high_powers_of_two,positive_aligned,UNAVAILABLE,none,none,experiments/algorithmic_compression_v2/results/generation/V2-B-N064-R064-C13-X02.toml,,
V2-B-N064-R064-C14-X01,structured,N64-R64,1,GENERATED,64,64,32,32,one_eighth,1//8,high_clustered,23//348,one_eighth,8//63,one_eighth,1//8,low_1_to_3,independent,410//1953,none,none,experiments/algorithmic_compression_v2/results/generation/V2-B-N064-R064-C14-X01.toml,experiments/algorithmic_compression_v2/results/instances/V2-B-N064-R064-C14-X01.toml,604d1b2195470f3d7888baffd0f2d6c9ef5ecc4160c66df48ee496f743feab73
V2-B-N064-R064-C14-X02,structured,N64-R64,2,GENERATED,64,64,32,32,one_eighth,1//8,high_clustered,35//522,one_eighth,8//63,one_eighth,1//8,low_1_to_3,independent,412//1953,none,none,experiments/algorithmic_compression_v2/results/generation/V2-B-N064-R064-C14-X02.toml,experiments/algorithmic_compression_v2/results/instances/V2-B-N064-R064-C14-X02.toml,5c11e8ec80c37bea934aa28b3009aef2537e1d5ad2dc008d9a6b4a3feeaa858c
V2-B-N064-R064-C15-X01,structured,N64-R64,1,GENERATED,64,64,16,48,three_eighths,3//8,high_clustered,681503//2490624,one_eighth,8//63,one_eighth,1//8,high_powers_of_two,positive_aligned,19//279,none,none,experiments/algorithmic_compression_v2/results/generation/V2-B-N064-R064-C15-X01.toml,experiments/algorithmic_compression_v2/results/instances/V2-B-N064-R064-C15-X01.toml,6deb358107da03b69f27955ccfebd50eb1f3d6797ae0e6775158791dc64a5f50
V2-B-N064-R064-C15-X02,structured,N64-R64,2,GENERATED,64,64,16,48,three_eighths,3//8,high_clustered,95531//348928,one_eighth,8//63,one_eighth,1//8,high_powers_of_two,positive_aligned,19//279,none,none,experiments/algorithmic_compression_v2/results/generation/V2-B-N064-R064-C15-X02.toml,experiments/algorithmic_compression_v2/results/instances/V2-B-N064-R064-C15-X02.toml,903eb8d1abd47fb6b96fc2f38468ee9d322935d8e0dbf6e1de6924e5c2541273
V2-B-N064-R064-C16-X01,structured,N64-R64,1,GENERATED,64,64,32,32,three_eighths,3//8,high_clustered,71253//310000,one_eighth,8//63,zero,0//1,low_1_to_3,independent,46//217,none,none,experiments/algorithmic_compression_v2/results/generation/V2-B-N064-R064-C16-X01.toml,experiments/algorithmic_compression_v2/results/instances/V2-B-N064-R064-C16-X01.toml,b6746c6ba2fbea62f597fdb1b430d35fd0ef6c43c53bc541dc4e785a103d1fb3
V2-B-N064-R064-C16-X02,structured,N64-R64,2,GENERATED,64,64,32,32,three_eighths,3//8,high_clustered,141//625,one_eighth,8//63,zero,0//1,low_1_to_3,independent,143//1953,none,none,experiments/algorithmic_compression_v2/results/generation/V2-B-N064-R064-C16-X02.toml,experiments/algorithmic_compression_v2/results/instances/V2-B-N064-R064-C16-X02.toml,9af3d5153783a83ab387a3a19603738c6b41d09701be80af795bf3ad38529f68
V2-B-N192-R032-C01-X01,structured,N192-R32,1,GENERATED,192,32,8,24,one_eighth,1//8,low_clustered,218757878557//4754555245440,zero,0//1,zero,0//1,low_1_to_3,independent,-318//18145,none,none,experiments/algorithmic_compression_v2/results/generation/V2-B-N192-R032-C01-X01.toml,experiments/algorithmic_compression_v2/results/instances/V2-B-N192-R032-C01-X01.toml,f1cb581ba5ef06af7bcf19d2a36da691f5ea5f2367b7a7031cb2f1e67e94eef7
V2-B-N192-R032-C01-X02,structured,N192-R32,2,GENERATED,192,32,8,24,one_eighth,1//8,low_clustered,13488361259//293883513840,zero,0//1,zero,0//1,low_1_to_3,independent,77//3629,none,none,experiments/algorithmic_compression_v2/results/generation/V2-B-N192-R032-C01-X02.toml,experiments/algorithmic_compression_v2/results/instances/V2-B-N192-R032-C01-X02.toml,8afd95e42b51079b316419eb3c659285c091723961d67be9c0fb6ef447fc7ab4
V2-B-N192-R032-C02-X01,structured,N192-R32,1,GENERATED,192,32,16,16,one_eighth,1//8,low_clustered,2584591//41912640,zero,0//1,one_eighth,1//8,high_powers_of_two,positive_aligned,6586//18145,none,none,experiments/algorithmic_compression_v2/results/generation/V2-B-N192-R032-C02-X01.toml,experiments/algorithmic_compression_v2/results/instances/V2-B-N192-R032-C02-X01.toml,98fbb7d0f6f71d6f7a09e9d491f4485b5dd17364555eec943dff40884b477a92
V2-B-N192-R032-C02-X02,structured,N192-R32,2,GENERATED,192,32,16,16,one_eighth,1//8,low_clustered,106783//1724800,zero,0//1,one_eighth,1//8,high_powers_of_two,positive_aligned,6409//18145,none,none,experiments/algorithmic_compression_v2/results/generation/V2-B-N192-R032-C02-X02.toml,experiments/algorithmic_compression_v2/results/instances/V2-B-N192-R032-C02-X02.toml,605d22ac0fe8c4a3287d2dd9cdba377893b3f26023c7b1b1ff6c7dea894ce03b
V2-B-N192-R032-C03-X01,structured,N192-R32,1,GENERATED,192,32,8,24,three_eighths,3//8,low_clustered,19842101302867//80233119766800,zero,0//1,one_eighth,1//8,low_1_to_3,independent,-4//19,none,none,experiments/algorithmic_compression_v2/results/generation/V2-B-N192-R032-C03-X01.toml,experiments/algorithmic_compression_v2/results/instances/V2-B-N192-R032-C03-X01.toml,1ac2aec32fbe7b1d178795c5d313ba49c45f74f09df4875e46a3bb344f786c84
V2-B-N192-R032-C03-X02,structured,N192-R32,2,GENERATED,192,32,8,24,three_eighths,3//8,low_clustered,87739184503//351899648100,zero,0//1,one_eighth,1//8,low_1_to_3,independent,-2164//18145,none,none,experiments/algorithmic_compression_v2/results/generation/V2-B-N192-R032-C03-X02.toml,experiments/algorithmic_compression_v2/results/instances/V2-B-N192-R032-C03-X02.toml,3a9536da5f1185bced8447c08d009187129e4e0218a076307b12e13e4c595097
V2-B-N192-R032-C04-X01,structured,N192-R32,1,GENERATED,192,32,16,16,three_eighths,3//8,low_clustered,3092576293//10742331600,zero,0//1,zero,0//1,high_powers_of_two,positive_aligned,8944//18145,none,none,experiments/algorithmic_compression_v2/results/generation/V2-B-N192-R032-C04-X01.toml,experiments/algorithmic_compression_v2/results/instances/V2-B-N192-R032-C04-X01.toml,9795f556c75da6977826b8e07e6c45b2da4590aaf0ca25fa7f2742b56901c919
V2-B-N192-R032-C04-X02,structured,N192-R32,2,GENERATED,192,32,16,16,three_eighths,3//8,low_clustered,1161782//4069065,zero,0//1,zero,0//1,high_powers_of_two,positive_aligned,8947//18145,none,none,experiments/algorithmic_compression_v2/results/generation/V2-B-N192-R032-C04-X02.toml,experiments/algorithmic_compression_v2/results/instances/V2-B-N192-R032-C04-X02.toml,895b26b62b161240a0f7c833261c1762e92c9f388f423e812bc0121377671204
V2-B-N192-R032-C05-X01,structured,N192-R32,1,GENERATED,192,32,8,24,one_eighth,1//8,high_clustered,7247428//122597475,zero,0//1,zero,0//1,high_powers_of_two,independent,-163//18145,none,none,experiments/algorithmic_compression_v2/results/generation/V2-B-N192-R032-C05-X01.toml,experiments/algorithmic_compression_v2/results/instances/V2-B-N192-R032-C05-X01.toml,205ff23f1d4381241397dc51a1fe4f88d0b80969cda2cc1633131d1fde8b4c11
V2-B-N192-R032-C05-X02,structured,N192-R32,2,GENERATED,192,32,8,24,one_eighth,1//8,high_clustered,825563//14011140,zero,0//1,zero,0//1,high_powers_of_two,independent,-101//3629,none,none,experiments/algorithmic_compression_v2/results/generation/V2-B-N192-R032-C05-X02.toml,experiments/algorithmic_compression_v2/results/instances/V2-B-N192-R032-C05-X02.toml,8b64dfed0fdd421148ff58e5999db1d82bf30cb990eabc30706793ed935a6ef0
V2-B-N192-R032-C06-X01,structured,N192-R32,1,GENERATED,192,32,16,16,one_eighth,1//8,high_clustered,717//8680,zero,0//1,one_eighth,1//8,low_1_to_3,positive_aligned,3631//18145,none,none,experiments/algorithmic_compression_v2/results/generation/V2-B-N192-R032-C06-X01.toml,experiments/algorithmic_compression_v2/results/instances/V2-B-N192-R032-C06-X01.toml,a1ce242cc65b311b584b9dab7e4c856aad98df6a0bba9fdaf282b63a87933d5e
V2-B-N192-R032-C06-X02,structured,N192-R32,2,GENERATED,192,32,16,16,one_eighth,1//8,high_clustered,717//8680,zero,0//1,one_eighth,1//8,low_1_to_3,positive_aligned,3631//18145,none,none,experiments/algorithmic_compression_v2/results/generation/V2-B-N192-R032-C06-X02.toml,experiments/algorithmic_compression_v2/results/instances/V2-B-N192-R032-C06-X02.toml,870dd7d7aa96f28fbf0d621823e051fae36b7a0634c6a2cab20ec83b3b9baeb6
V2-B-N192-R032-C07-X01,structured,N192-R32,1,GENERATED,192,32,8,24,three_eighths,3//8,high_clustered,1276008499//4915935360,zero,0//1,one_eighth,1//8,high_powers_of_two,independent,-3082//18145,none,none,experiments/algorithmic_compression_v2/results/generation/V2-B-N192-R032-C07-X01.toml,experiments/algorithmic_compression_v2/results/instances/V2-B-N192-R032-C07-X01.toml,e53fb6d12ad3d18034d64a4c6c239810fecd67b6491ac58f1b154733702eedf9
V2-B-N192-R032-C07-X02,structured,N192-R32,2,GENERATED,192,32,8,24,three_eighths,3//8,high_clustered,370952837//1412620440,zero,0//1,one_eighth,1//8,high_powers_of_two,independent,-3533//18145,none,none,experiments/algorithmic_compression_v2/results/generation/V2-B-N192-R032-C07-X02.toml,experiments/algorithmic_compression_v2/results/instances/V2-B-N192-R032-C07-X02.toml,df2f5fddfd0047d8c309195641c689b858baa57a9ad53abd8e9aa672815921f4
V2-B-N192-R032-C08-X01,structured,N192-R32,1,GENERATED,192,32,16,16,three_eighths,3//8,high_clustered,757//2304,zero,0//1,zero,0//1,low_1_to_3,positive_aligned,7454//18145,none,none,experiments/algorithmic_compression_v2/results/generation/V2-B-N192-R032-C08-X01.toml,experiments/algorithmic_compression_v2/results/instances/V2-B-N192-R032-C08-X01.toml,dde094ab79b4022de7893959f554477ed335ada4e6684a1535cd33f848641113
V2-B-N192-R032-C08-X02,structured,N192-R32,2,GENERATED,192,32,16,16,three_eighths,3//8,high_clustered,757//2304,zero,0//1,zero,0//1,low_1_to_3,positive_aligned,7532//18145,none,none,experiments/algorithmic_compression_v2/results/generation/V2-B-N192-R032-C08-X02.toml,experiments/algorithmic_compression_v2/results/instances/V2-B-N192-R032-C08-X02.toml,cc9d66e8de1246480a63d56500fd2f888403627230f25ac0db2d2b4994849f57
V2-B-N192-R032-C09-X01,structured,N192-R32,1,GENERATION_FAILED,192,32,8,24,one_eighth,UNAVAILABLE,low_clustered,UNAVAILABLE,one_eighth,UNAVAILABLE,zero,UNAVAILABLE,low_1_to_3,positive_aligned,UNAVAILABLE,none,none,experiments/algorithmic_compression_v2/results/generation/V2-B-N192-R032-C09-X01.toml,,
V2-B-N192-R032-C09-X02,structured,N192-R32,2,GENERATION_FAILED,192,32,8,24,one_eighth,UNAVAILABLE,low_clustered,UNAVAILABLE,one_eighth,UNAVAILABLE,zero,UNAVAILABLE,low_1_to_3,positive_aligned,UNAVAILABLE,none,none,experiments/algorithmic_compression_v2/results/generation/V2-B-N192-R032-C09-X02.toml,,
V2-B-N192-R032-C10-X01,structured,N192-R32,1,GENERATED,192,32,16,16,one_eighth,1//8,low_clustered,49431//912380,one_eighth,24//191,one_eighth,1//8,high_powers_of_two,independent,4088//18145,none,none,experiments/algorithmic_compression_v2/results/generation/V2-B-N192-R032-C10-X01.toml,experiments/algorithmic_compression_v2/results/instances/V2-B-N192-R032-C10-X01.toml,127138175658453a6f975c73e45cc1e9f46e7d9f2884816782c05173fcd44764
V2-B-N192-R032-C10-X02,structured,N192-R32,2,GENERATED,192,32,16,16,one_eighth,1//8,low_clustered,12451//233415,one_eighth,24//191,one_eighth,1//8,high_powers_of_two,independent,4398//18145,none,none,experiments/algorithmic_compression_v2/results/generation/V2-B-N192-R032-C10-X02.toml,experiments/algorithmic_compression_v2/results/instances/V2-B-N192-R032-C10-X02.toml,6d0acc4282de6cbd4c235628c5cc8508b71183cf564fa2c6d2b4c8275565737a
V2-B-N192-R032-C11-X01,structured,N192-R32,1,GENERATED,192,32,8,24,three_eighths,3//8,low_clustered,20284070127599//81073733700960,one_eighth,24//191,one_eighth,1//8,low_1_to_3,positive_aligned,9198//18145,none,none,experiments/algorithmic_compression_v2/results/generation/V2-B-N192-R032-C11-X01.toml,experiments/algorithmic_compression_v2/results/instances/V2-B-N192-R032-C11-X01.toml,ca68f31ecd546f5cb0d93677cb2746fbe8d7bafc3f9d1e6fe3272b249ce6b66f
V2-B-N192-R032-C11-X02,structured,N192-R32,2,GENERATED,192,32,8,24,three_eighths,3//8,low_clustered,880001524159//3524944943520,one_eighth,24//191,one_eighth,1//8,low_1_to_3,positive_aligned,1823//3629,none,none,experiments/algorithmic_compression_v2/results/generation/V2-B-N192-R032-C11-X02.toml,experiments/algorithmic_compression_v2/results/instances/V2-B-N192-R032-C11-X02.toml,199b55b3fae2ece6833ce94a8d08fda9f99ba1376777c3e49808421f11bfd001
V2-B-N192-R032-C12-X01,structured,N192-R32,1,GENERATED,192,32,16,16,three_eighths,3//8,low_clustered,1123740929//4895490600,one_eighth,24//191,zero,0//1,high_powers_of_two,independent,1503//18145,none,none,experiments/algorithmic_compression_v2/results/generation/V2-B-N192-R032-C12-X01.toml,experiments/algorithmic_compression_v2/results/instances/V2-B-N192-R032-C12-X01.toml,bdf96180b006716ffeb7268692688334b58c8d6374299abff91a0d385807a5fb
V2-B-N192-R032-C12-X02,structured,N192-R32,2,GENERATED,192,32,16,16,three_eighths,3//8,low_clustered,66982012//299414115,one_eighth,24//191,zero,0//1,high_powers_of_two,independent,2003//18145,none,none,experiments/algorithmic_compression_v2/results/generation/V2-B-N192-R032-C12-X02.toml,experiments/algorithmic_compression_v2/results/instances/V2-B-N192-R032-C12-X02.toml,64a06552837ad71c3828eb845ff48714b1151fffbf57ec20601c6f7ccfa75997
V2-B-N192-R032-C13-X01,structured,N192-R32,1,GENERATION_FAILED,192,32,8,24,one_eighth,UNAVAILABLE,high_clustered,UNAVAILABLE,one_eighth,UNAVAILABLE,zero,UNAVAILABLE,high_powers_of_two,positive_aligned,UNAVAILABLE,none,none,experiments/algorithmic_compression_v2/results/generation/V2-B-N192-R032-C13-X01.toml,,
V2-B-N192-R032-C13-X02,structured,N192-R32,2,GENERATION_FAILED,192,32,8,24,one_eighth,UNAVAILABLE,high_clustered,UNAVAILABLE,one_eighth,UNAVAILABLE,zero,UNAVAILABLE,high_powers_of_two,positive_aligned,UNAVAILABLE,none,none,experiments/algorithmic_compression_v2/results/generation/V2-B-N192-R032-C13-X02.toml,,
V2-B-N192-R032-C14-X01,structured,N192-R32,1,GENERATED,192,32,16,16,one_eighth,1//8,high_clustered,1391//19116,one_eighth,24//191,one_eighth,1//8,low_1_to_3,independent,3906//18145,none,none,experiments/algorithmic_compression_v2/results/generation/V2-B-N192-R032-C14-X01.toml,experiments/algorithmic_compression_v2/results/instances/V2-B-N192-R032-C14-X01.toml,10ede00ab6f434c8acb24996ba37a33889414ef0596771e2dfdf6d39cb8057da
V2-B-N192-R032-C14-X02,structured,N192-R32,2,GENERATED,192,32,16,16,one_eighth,1//8,high_clustered,405//5648,one_eighth,24//191,one_eighth,1//8,low_1_to_3,independent,4019//18145,none,none,experiments/algorithmic_compression_v2/results/generation/V2-B-N192-R032-C14-X02.toml,experiments/algorithmic_compression_v2/results/instances/V2-B-N192-R032-C14-X02.toml,0e662478a5a8f8c0764dd8402ee1c6eeed8e21c398d8402e8f46b9bbf0248dcd
V2-B-N192-R032-C15-X01,structured,N192-R32,1,GENERATED,192,32,8,24,three_eighths,3//8,high_clustered,2235445//7445928,one_eighth,24//191,one_eighth,1//8,high_powers_of_two,positive_aligned,706//3629,none,none,experiments/algorithmic_compression_v2/results/generation/V2-B-N192-R032-C15-X01.toml,experiments/algorithmic_compression_v2/results/instances/V2-B-N192-R032-C15-X01.toml,ddad24aac92b9789d188e793761412c9f93996a2d8cc2546b824b2f9c730fafd
V2-B-N192-R032-C15-X02,structured,N192-R32,2,GENERATED,192,32,8,24,three_eighths,3//8,high_clustered,372501//1240988,one_eighth,24//191,one_eighth,1//8,high_powers_of_two,positive_aligned,706//3629,none,none,experiments/algorithmic_compression_v2/results/generation/V2-B-N192-R032-C15-X02.toml,experiments/algorithmic_compression_v2/results/instances/V2-B-N192-R032-C15-X02.toml,0b12e5b6cf2b82e58d8c5a7f460519d354793185128788806ccaae26ed95f8ef
V2-B-N192-R032-C16-X01,structured,N192-R32,1,GENERATED,192,32,16,16,three_eighths,3//8,high_clustered,2229983963//8913144240,one_eighth,24//191,zero,0//1,low_1_to_3,independent,2411//18145,none,none,experiments/algorithmic_compression_v2/results/generation/V2-B-N192-R032-C16-X01.toml,experiments/algorithmic_compression_v2/results/instances/V2-B-N192-R032-C16-X01.toml,4b02b7ecf1444ee6e3d8229a7e7970cd20307669cb1d5535303e739b7f54d988
V2-B-N192-R032-C16-X02,structured,N192-R32,2,GENERATED,192,32,16,16,three_eighths,3//8,high_clustered,252002767//981700720,one_eighth,24//191,zero,0//1,low_1_to_3,independent,1476//18145,none,none,experiments/algorithmic_compression_v2/results/generation/V2-B-N192-R032-C16-X02.toml,experiments/algorithmic_compression_v2/results/instances/V2-B-N192-R032-C16-X02.toml,4c592ddfdc877b5ceeadfa1824485b21bda5b239d075aafc6433ab514c1ce11c
V2-B-N192-R064-C01-X01,structured,N192-R64,1,GENERATED,192,64,16,48,one_eighth,1//8,low_clustered,124740139539029325190423//2436070340659085268138000,zero,0//1,zero,0//1,low_1_to_3,independent,93//3629,none,none,experiments/algorithmic_compression_v2/results/generation/V2-B-N192-R064-C01-X01.toml,experiments/algorithmic_compression_v2/results/instances/V2-B-N192-R064-C01-X01.toml,68e3cdf32d95c9f444e584050d3dd5b4611676895c62c4d84713f09ae1aa9be6
V2-B-N192-R064-C01-X02,structured,N192-R64,2,GENERATED,192,64,16,48,one_eighth,1//8,low_clustered,1473369579722283459371//28684608357753124276500,zero,0//1,zero,0//1,low_1_to_3,independent,-77//3629,none,none,experiments/algorithmic_compression_v2/results/generation/V2-B-N192-R064-C01-X02.toml,experiments/algorithmic_compression_v2/results/instances/V2-B-N192-R064-C01-X02.toml,1c5268516429497dc0c9fa4c2869089030143879aac782b7b348121edb3995dc
