instance_id,family,size,start_index,exact_burden,relative_to_first,selected_best,record_path,record_sha256
V2-A-N011-R010-X01,small_exact,N11-R10,11,5//1,5//13,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N011-R010-X01/multistart_random_rechecked_deletion_32__mandatory_only.toml,81539d514aeb8d7c0562036494cf7a949916396f68165c0733d5e90a5ab108ef
V2-A-N011-R010-X01,small_exact,N11-R10,12,13//1,1//1,false,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N011-R010-X01/multistart_random_rechecked_deletion_32__mandatory_only.toml,81539d514aeb8d7c0562036494cf7a949916396f68165c0733d5e90a5ab108ef
V2-A-N011-R010-X01,small_exact,N11-R10,13,5//1,5//13,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N011-R010-X01/multistart_random_rechecked_deletion_32__mandatory_only.toml,81539d514aeb8d7c0562036494cf7a949916396f68165c0733d5e90a5ab108ef
V2-A-N011-R010-X01,small_exact,N11-R10,14,7//1,7//13,false,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N011-R010-X01/multistart_random_rechecked_deletion_32__mandatory_only.toml,81539d514aeb8d7c0562036494cf7a949916396f68165c0733d5e90a5ab108ef
V2-A-N011-R010-X01,small_exact,N11-R10,15,5//1,5//13,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N011-R010-X01/multistart_random_rechecked_deletion_32__mandatory_only.toml,81539d514aeb8d7c0562036494cf7a949916396f68165c0733d5e90a5ab108ef
V2-A-N011-R010-X01,small_exact,N11-R10,16,12//1,12//13,false,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N011-R010-X01/multistart_random_rechecked_deletion_32__mandatory_only.toml,81539d514aeb8d7c0562036494cf7a949916396f68165c0733d5e90a5ab108ef
V2-A-N011-R010-X01,small_exact,N11-R10,17,12//1,12//13,false,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N011-R010-X01/multistart_random_rechecked_deletion_32__mandatory_only.toml,81539d514aeb8d7c0562036494cf7a949916396f68165c0733d5e90a5ab108ef
V2-A-N011-R010-X01,small_exact,N11-R10,18,7//1,7//13,false,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N011-R010-X01/multistart_random_rechecked_deletion_32__mandatory_only.toml,81539d514aeb8d7c0562036494cf7a949916396f68165c0733d5e90a5ab108ef
V2-A-N011-R010-X01,small_exact,N11-R10,19,5//1,5//13,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N011-R010-X01/multistart_random_rechecked_deletion_32__mandatory_only.toml,81539d514aeb8d7c0562036494cf7a949916396f68165c0733d5e90a5ab108ef
V2-A-N011-R010-X01,small_exact,N11-R10,20,5//1,5//13,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N011-R010-X01/multistart_random_rechecked_deletion_32__mandatory_only.toml,81539d514aeb8d7c0562036494cf7a949916396f68165c0733d5e90a5ab108ef
V2-A-N011-R010-X01,small_exact,N11-R10,21,5//1,5//13,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N011-R010-X01/multistart_random_rechecked_deletion_32__mandatory_only.toml,81539d514aeb8d7c0562036494cf7a949916396f68165c0733d5e90a5ab108ef
V2-A-N011-R010-X01,small_exact,N11-R10,22,13//1,1//1,false,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N011-R010-X01/multistart_random_rechecked_deletion_32__mandatory_only.toml,81539d514aeb8d7c0562036494cf7a949916396f68165c0733d5e90a5ab108ef
V2-A-N011-R010-X01,small_exact,N11-R10,23,13//1,1//1,false,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N011-R010-X01/multistart_random_rechecked_deletion_32__mandatory_only.toml,81539d514aeb8d7c0562036494cf7a949916396f68165c0733d5e90a5ab108ef
V2-A-N011-R010-X01,small_exact,N11-R10,24,7//1,7//13,false,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N011-R010-X01/multistart_random_rechecked_deletion_32__mandatory_only.toml,81539d514aeb8d7c0562036494cf7a949916396f68165c0733d5e90a5ab108ef
V2-A-N011-R010-X01,small_exact,N11-R10,25,5//1,5//13,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N011-R010-X01/multistart_random_rechecked_deletion_32__mandatory_only.toml,81539d514aeb8d7c0562036494cf7a949916396f68165c0733d5e90a5ab108ef
V2-A-N011-R010-X01,small_exact,N11-R10,26,12//1,12//13,false,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N011-R010-X01/multistart_random_rechecked_deletion_32__mandatory_only.toml,81539d514aeb8d7c0562036494cf7a949916396f68165c0733d5e90a5ab108ef
V2-A-N011-R010-X01,small_exact,N11-R10,27,7//1,7//13,false,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N011-R010-X01/multistart_random_rechecked_deletion_32__mandatory_only.toml,81539d514aeb8d7c0562036494cf7a949916396f68165c0733d5e90a5ab108ef
V2-A-N011-R010-X01,small_exact,N11-R10,28,7//1,7//13,false,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N011-R010-X01/multistart_random_rechecked_deletion_32__mandatory_only.toml,81539d514aeb8d7c0562036494cf7a949916396f68165c0733d5e90a5ab108ef
V2-A-N011-R010-X01,small_exact,N11-R10,29,7//1,7//13,false,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N011-R010-X01/multistart_random_rechecked_deletion_32__mandatory_only.toml,81539d514aeb8d7c0562036494cf7a949916396f68165c0733d5e90a5ab108ef
V2-A-N011-R010-X01,small_exact,N11-R10,30,5//1,5//13,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N011-R010-X01/multistart_random_rechecked_deletion_32__mandatory_only.toml,81539d514aeb8d7c0562036494cf7a949916396f68165c0733d5e90a5ab108ef
V2-A-N011-R010-X01,small_exact,N11-R10,31,7//1,7//13,false,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N011-R010-X01/multistart_random_rechecked_deletion_32__mandatory_only.toml,81539d514aeb8d7c0562036494cf7a949916396f68165c0733d5e90a5ab108ef
V2-A-N011-R010-X01,small_exact,N11-R10,32,5//1,5//13,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N011-R010-X01/multistart_random_rechecked_deletion_32__mandatory_only.toml,81539d514aeb8d7c0562036494cf7a949916396f68165c0733d5e90a5ab108ef
V2-A-N011-R010-X02,small_exact,N11-R10,1,8//1,1//1,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N011-R010-X02/multistart_random_rechecked_deletion_32__mandatory_only.toml,a486b8544a68f90f67ac92b34d3e25cc2bbc9d6aebda77f8810ace3eeab94ac1
V2-A-N011-R010-X02,small_exact,N11-R10,2,8//1,1//1,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N011-R010-X02/multistart_random_rechecked_deletion_32__mandatory_only.toml,a486b8544a68f90f67ac92b34d3e25cc2bbc9d6aebda77f8810ace3eeab94ac1
V2-A-N011-R010-X02,small_exact,N11-R10,3,35//1,35//8,false,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N011-R010-X02/multistart_random_rechecked_deletion_32__mandatory_only.toml,a486b8544a68f90f67ac92b34d3e25cc2bbc9d6aebda77f8810ace3eeab94ac1
V2-A-N011-R010-X02,small_exact,N11-R10,4,8//1,1//1,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N011-R010-X02/multistart_random_rechecked_deletion_32__mandatory_only.toml,a486b8544a68f90f67ac92b34d3e25cc2bbc9d6aebda77f8810ace3eeab94ac1
V2-A-N011-R010-X02,small_exact,N11-R10,5,8//1,1//1,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N011-R010-X02/multistart_random_rechecked_deletion_32__mandatory_only.toml,a486b8544a68f90f67ac92b34d3e25cc2bbc9d6aebda77f8810ace3eeab94ac1
V2-A-N011-R010-X02,small_exact,N11-R10,6,8//1,1//1,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N011-R010-X02/multistart_random_rechecked_deletion_32__mandatory_only.toml,a486b8544a68f90f67ac92b34d3e25cc2bbc9d6aebda77f8810ace3eeab94ac1
V2-A-N011-R010-X02,small_exact,N11-R10,7,8//1,1//1,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N011-R010-X02/multistart_random_rechecked_deletion_32__mandatory_only.toml,a486b8544a68f90f67ac92b34d3e25cc2bbc9d6aebda77f8810ace3eeab94ac1
V2-A-N011-R010-X02,small_exact,N11-R10,8,8//1,1//1,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N011-R010-X02/multistart_random_rechecked_deletion_32__mandatory_only.toml,a486b8544a68f90f67ac92b34d3e25cc2bbc9d6aebda77f8810ace3eeab94ac1
V2-A-N011-R010-X02,small_exact,N11-R10,9,35//1,35//8,false,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N011-R010-X02/multistart_random_rechecked_deletion_32__mandatory_only.toml,a486b8544a68f90f67ac92b34d3e25cc2bbc9d6aebda77f8810ace3eeab94ac1
V2-A-N011-R010-X02,small_exact,N11-R10,10,8//1,1//1,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N011-R010-X02/multistart_random_rechecked_deletion_32__mandatory_only.toml,a486b8544a68f90f67ac92b34d3e25cc2bbc9d6aebda77f8810ace3eeab94ac1
V2-A-N011-R010-X02,small_exact,N11-R10,11,8//1,1//1,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N011-R010-X02/multistart_random_rechecked_deletion_32__mandatory_only.toml,a486b8544a68f90f67ac92b34d3e25cc2bbc9d6aebda77f8810ace3eeab94ac1
V2-A-N011-R010-X02,small_exact,N11-R10,12,8//1,1//1,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N011-R010-X02/multistart_random_rechecked_deletion_32__mandatory_only.toml,a486b8544a68f90f67ac92b34d3e25cc2bbc9d6aebda77f8810ace3eeab94ac1
V2-A-N011-R010-X02,small_exact,N11-R10,13,8//1,1//1,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N011-R010-X02/multistart_random_rechecked_deletion_32__mandatory_only.toml,a486b8544a68f90f67ac92b34d3e25cc2bbc9d6aebda77f8810ace3eeab94ac1
V2-A-N011-R010-X02,small_exact,N11-R10,14,35//1,35//8,false,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N011-R010-X02/multistart_random_rechecked_deletion_32__mandatory_only.toml,a486b8544a68f90f67ac92b34d3e25cc2bbc9d6aebda77f8810ace3eeab94ac1
V2-A-N011-R010-X02,small_exact,N11-R10,15,8//1,1//1,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N011-R010-X02/multistart_random_rechecked_deletion_32__mandatory_only.toml,a486b8544a68f90f67ac92b34d3e25cc2bbc9d6aebda77f8810ace3eeab94ac1
V2-A-N011-R010-X02,small_exact,N11-R10,16,35//1,35//8,false,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N011-R010-X02/multistart_random_rechecked_deletion_32__mandatory_only.toml,a486b8544a68f90f67ac92b34d3e25cc2bbc9d6aebda77f8810ace3eeab94ac1
V2-A-N011-R010-X02,small_exact,N11-R10,17,8//1,1//1,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N011-R010-X02/multistart_random_rechecked_deletion_32__mandatory_only.toml,a486b8544a68f90f67ac92b34d3e25cc2bbc9d6aebda77f8810ace3eeab94ac1
V2-A-N011-R010-X02,small_exact,N11-R10,18,8//1,1//1,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N011-R010-X02/multistart_random_rechecked_deletion_32__mandatory_only.toml,a486b8544a68f90f67ac92b34d3e25cc2bbc9d6aebda77f8810ace3eeab94ac1
V2-A-N011-R010-X02,small_exact,N11-R10,19,8//1,1//1,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N011-R010-X02/multistart_random_rechecked_deletion_32__mandatory_only.toml,a486b8544a68f90f67ac92b34d3e25cc2bbc9d6aebda77f8810ace3eeab94ac1
V2-A-N011-R010-X02,small_exact,N11-R10,20,35//1,35//8,false,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N011-R010-X02/multistart_random_rechecked_deletion_32__mandatory_only.toml,a486b8544a68f90f67ac92b34d3e25cc2bbc9d6aebda77f8810ace3eeab94ac1
V2-A-N011-R010-X02,small_exact,N11-R10,21,35//1,35//8,false,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N011-R010-X02/multistart_random_rechecked_deletion_32__mandatory_only.toml,a486b8544a68f90f67ac92b34d3e25cc2bbc9d6aebda77f8810ace3eeab94ac1
V2-A-N011-R010-X02,small_exact,N11-R10,22,8//1,1//1,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N011-R010-X02/multistart_random_rechecked_deletion_32__mandatory_only.toml,a486b8544a68f90f67ac92b34d3e25cc2bbc9d6aebda77f8810ace3eeab94ac1
V2-A-N011-R010-X02,small_exact,N11-R10,23,8//1,1//1,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N011-R010-X02/multistart_random_rechecked_deletion_32__mandatory_only.toml,a486b8544a68f90f67ac92b34d3e25cc2bbc9d6aebda77f8810ace3eeab94ac1
V2-A-N011-R010-X02,small_exact,N11-R10,24,35//1,35//8,false,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N011-R010-X02/multistart_random_rechecked_deletion_32__mandatory_only.toml,a486b8544a68f90f67ac92b34d3e25cc2bbc9d6aebda77f8810ace3eeab94ac1
V2-A-N011-R010-X02,small_exact,N11-R10,25,8//1,1//1,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N011-R010-X02/multistart_random_rechecked_deletion_32__mandatory_only.toml,a486b8544a68f90f67ac92b34d3e25cc2bbc9d6aebda77f8810ace3eeab94ac1
V2-A-N011-R010-X02,small_exact,N11-R10,26,8//1,1//1,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N011-R010-X02/multistart_random_rechecked_deletion_32__mandatory_only.toml,a486b8544a68f90f67ac92b34d3e25cc2bbc9d6aebda77f8810ace3eeab94ac1
V2-A-N011-R010-X02,small_exact,N11-R10,27,8//1,1//1,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N011-R010-X02/multistart_random_rechecked_deletion_32__mandatory_only.toml,a486b8544a68f90f67ac92b34d3e25cc2bbc9d6aebda77f8810ace3eeab94ac1
V2-A-N011-R010-X02,small_exact,N11-R10,28,8//1,1//1,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N011-R010-X02/multistart_random_rechecked_deletion_32__mandatory_only.toml,a486b8544a68f90f67ac92b34d3e25cc2bbc9d6aebda77f8810ace3eeab94ac1
V2-A-N011-R010-X02,small_exact,N11-R10,29,8//1,1//1,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N011-R010-X02/multistart_random_rechecked_deletion_32__mandatory_only.toml,a486b8544a68f90f67ac92b34d3e25cc2bbc9d6aebda77f8810ace3eeab94ac1
V2-A-N011-R010-X02,small_exact,N11-R10,30,8//1,1//1,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N011-R010-X02/multistart_random_rechecked_deletion_32__mandatory_only.toml,a486b8544a68f90f67ac92b34d3e25cc2bbc9d6aebda77f8810ace3eeab94ac1
V2-A-N011-R010-X02,small_exact,N11-R10,31,8//1,1//1,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N011-R010-X02/multistart_random_rechecked_deletion_32__mandatory_only.toml,a486b8544a68f90f67ac92b34d3e25cc2bbc9d6aebda77f8810ace3eeab94ac1
V2-A-N011-R010-X02,small_exact,N11-R10,32,8//1,1//1,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N011-R010-X02/multistart_random_rechecked_deletion_32__mandatory_only.toml,a486b8544a68f90f67ac92b34d3e25cc2bbc9d6aebda77f8810ace3eeab94ac1
V2-A-N011-R010-X03,small_exact,N11-R10,1,7//1,1//1,false,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N011-R010-X03/multistart_random_rechecked_deletion_32__mandatory_only.toml,1ee5a7dea8225d953f0c5992dcf666a2731597d66eeeb8bf83a7ad66c99cc97b
V2-A-N011-R010-X03,small_exact,N11-R10,2,6//1,6//7,false,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N011-R010-X03/multistart_random_rechecked_deletion_32__mandatory_only.toml,1ee5a7dea8225d953f0c5992dcf666a2731597d66eeeb8bf83a7ad66c99cc97b
V2-A-N011-R010-X03,small_exact,N11-R10,3,4//1,4//7,false,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N011-R010-X03/multistart_random_rechecked_deletion_32__mandatory_only.toml,1ee5a7dea8225d953f0c5992dcf666a2731597d66eeeb8bf83a7ad66c99cc97b
V2-A-N011-R010-X03,small_exact,N11-R10,4,5//1,5//7,false,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N011-R010-X03/multistart_random_rechecked_deletion_32__mandatory_only.toml,1ee5a7dea8225d953f0c5992dcf666a2731597d66eeeb8bf83a7ad66c99cc97b
V2-A-N011-R010-X03,small_exact,N11-R10,5,2//1,2//7,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N011-R010-X03/multistart_random_rechecked_deletion_32__mandatory_only.toml,1ee5a7dea8225d953f0c5992dcf666a2731597d66eeeb8bf83a7ad66c99cc97b
V2-A-N011-R010-X03,small_exact,N11-R10,6,6//1,6//7,false,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N011-R010-X03/multistart_random_rechecked_deletion_32__mandatory_only.toml,1ee5a7dea8225d953f0c5992dcf666a2731597d66eeeb8bf83a7ad66c99cc97b
V2-A-N011-R010-X03,small_exact,N11-R10,7,4//1,4//7,false,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N011-R010-X03/multistart_random_rechecked_deletion_32__mandatory_only.toml,1ee5a7dea8225d953f0c5992dcf666a2731597d66eeeb8bf83a7ad66c99cc97b
V2-A-N011-R010-X03,small_exact,N11-R10,8,6//1,6//7,false,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N011-R010-X03/multistart_random_rechecked_deletion_32__mandatory_only.toml,1ee5a7dea8225d953f0c5992dcf666a2731597d66eeeb8bf83a7ad66c99cc97b
V2-A-N011-R010-X03,small_exact,N11-R10,9,4//1,4//7,false,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N011-R010-X03/multistart_random_rechecked_deletion_32__mandatory_only.toml,1ee5a7dea8225d953f0c5992dcf666a2731597d66eeeb8bf83a7ad66c99cc97b
V2-A-N011-R010-X03,small_exact,N11-R10,10,3//1,3//7,false,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N011-R010-X03/multistart_random_rechecked_deletion_32__mandatory_only.toml,1ee5a7dea8225d953f0c5992dcf666a2731597d66eeeb8bf83a7ad66c99cc97b
V2-A-N011-R010-X03,small_exact,N11-R10,11,7//1,1//1,false,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N011-R010-X03/multistart_random_rechecked_deletion_32__mandatory_only.toml,1ee5a7dea8225d953f0c5992dcf666a2731597d66eeeb8bf83a7ad66c99cc97b
V2-A-N011-R010-X03,small_exact,N11-R10,12,6//1,6//7,false,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N011-R010-X03/multistart_random_rechecked_deletion_32__mandatory_only.toml,1ee5a7dea8225d953f0c5992dcf666a2731597d66eeeb8bf83a7ad66c99cc97b
V2-A-N011-R010-X03,small_exact,N11-R10,13,5//1,5//7,false,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N011-R010-X03/multistart_random_rechecked_deletion_32__mandatory_only.toml,1ee5a7dea8225d953f0c5992dcf666a2731597d66eeeb8bf83a7ad66c99cc97b
V2-A-N011-R010-X03,small_exact,N11-R10,14,5//1,5//7,false,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N011-R010-X03/multistart_random_rechecked_deletion_32__mandatory_only.toml,1ee5a7dea8225d953f0c5992dcf666a2731597d66eeeb8bf83a7ad66c99cc97b
V2-A-N011-R010-X03,small_exact,N11-R10,15,2//1,2//7,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N011-R010-X03/multistart_random_rechecked_deletion_32__mandatory_only.toml,1ee5a7dea8225d953f0c5992dcf666a2731597d66eeeb8bf83a7ad66c99cc97b
V2-A-N011-R010-X03,small_exact,N11-R10,16,2//1,2//7,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N011-R010-X03/multistart_random_rechecked_deletion_32__mandatory_only.toml,1ee5a7dea8225d953f0c5992dcf666a2731597d66eeeb8bf83a7ad66c99cc97b
V2-A-N011-R010-X03,small_exact,N11-R10,17,3//1,3//7,false,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N011-R010-X03/multistart_random_rechecked_deletion_32__mandatory_only.toml,1ee5a7dea8225d953f0c5992dcf666a2731597d66eeeb8bf83a7ad66c99cc97b
V2-A-N011-R010-X03,small_exact,N11-R10,18,5//1,5//7,false,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N011-R010-X03/multistart_random_rechecked_deletion_32__mandatory_only.toml,1ee5a7dea8225d953f0c5992dcf666a2731597d66eeeb8bf83a7ad66c99cc97b
V2-A-N011-R010-X03,small_exact,N11-R10,19,6//1,6//7,false,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N011-R010-X03/multistart_random_rechecked_deletion_32__mandatory_only.toml,1ee5a7dea8225d953f0c5992dcf666a2731597d66eeeb8bf83a7ad66c99cc97b
V2-A-N011-R010-X03,small_exact,N11-R10,20,4//1,4//7,false,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N011-R010-X03/multistart_random_rechecked_deletion_32__mandatory_only.toml,1ee5a7dea8225d953f0c5992dcf666a2731597d66eeeb8bf83a7ad66c99cc97b
V2-A-N011-R010-X03,small_exact,N11-R10,21,4//1,4//7,false,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N011-R010-X03/multistart_random_rechecked_deletion_32__mandatory_only.toml,1ee5a7dea8225d953f0c5992dcf666a2731597d66eeeb8bf83a7ad66c99cc97b
V2-A-N011-R010-X03,small_exact,N11-R10,22,4//1,4//7,false,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N011-R010-X03/multistart_random_rechecked_deletion_32__mandatory_only.toml,1ee5a7dea8225d953f0c5992dcf666a2731597d66eeeb8bf83a7ad66c99cc97b
V2-A-N011-R010-X03,small_exact,N11-R10,23,3//1,3//7,false,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N011-R010-X03/multistart_random_rechecked_deletion_32__mandatory_only.toml,1ee5a7dea8225d953f0c5992dcf666a2731597d66eeeb8bf83a7ad66c99cc97b
V2-A-N011-R010-X03,small_exact,N11-R10,24,6//1,6//7,false,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N011-R010-X03/multistart_random_rechecked_deletion_32__mandatory_only.toml,1ee5a7dea8225d953f0c5992dcf666a2731597d66eeeb8bf83a7ad66c99cc97b
V2-A-N011-R010-X03,small_exact,N11-R10,25,5//1,5//7,false,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N011-R010-X03/multistart_random_rechecked_deletion_32__mandatory_only.toml,1ee5a7dea8225d953f0c5992dcf666a2731597d66eeeb8bf83a7ad66c99cc97b
V2-A-N011-R010-X03,small_exact,N11-R10,26,2//1,2//7,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N011-R010-X03/multistart_random_rechecked_deletion_32__mandatory_only.toml,1ee5a7dea8225d953f0c5992dcf666a2731597d66eeeb8bf83a7ad66c99cc97b
V2-A-N011-R010-X03,small_exact,N11-R10,27,6//1,6//7,false,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N011-R010-X03/multistart_random_rechecked_deletion_32__mandatory_only.toml,1ee5a7dea8225d953f0c5992dcf666a2731597d66eeeb8bf83a7ad66c99cc97b
V2-A-N011-R010-X03,small_exact,N11-R10,28,4//1,4//7,false,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N011-R010-X03/multistart_random_rechecked_deletion_32__mandatory_only.toml,1ee5a7dea8225d953f0c5992dcf666a2731597d66eeeb8bf83a7ad66c99cc97b
V2-A-N011-R010-X03,small_exact,N11-R10,29,5//1,5//7,false,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N011-R010-X03/multistart_random_rechecked_deletion_32__mandatory_only.toml,1ee5a7dea8225d953f0c5992dcf666a2731597d66eeeb8bf83a7ad66c99cc97b
V2-A-N011-R010-X03,small_exact,N11-R10,30,3//1,3//7,false,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N011-R010-X03/multistart_random_rechecked_deletion_32__mandatory_only.toml,1ee5a7dea8225d953f0c5992dcf666a2731597d66eeeb8bf83a7ad66c99cc97b
V2-A-N011-R010-X03,small_exact,N11-R10,31,4//1,4//7,false,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N011-R010-X03/multistart_random_rechecked_deletion_32__mandatory_only.toml,1ee5a7dea8225d953f0c5992dcf666a2731597d66eeeb8bf83a7ad66c99cc97b
V2-A-N011-R010-X03,small_exact,N11-R10,32,2//1,2//7,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N011-R010-X03/multistart_random_rechecked_deletion_32__mandatory_only.toml,1ee5a7dea8225d953f0c5992dcf666a2731597d66eeeb8bf83a7ad66c99cc97b
V2-A-N011-R010-X04,small_exact,N11-R10,1,5//1,1//1,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N011-R010-X04/multistart_random_rechecked_deletion_32__mandatory_only.toml,c720f5c342ffdfdae77e5e4d8bb9649200afafc5c7313f3689a341d7457d90c1
V2-A-N011-R010-X04,small_exact,N11-R10,2,22//1,22//5,false,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N011-R010-X04/multistart_random_rechecked_deletion_32__mandatory_only.toml,c720f5c342ffdfdae77e5e4d8bb9649200afafc5c7313f3689a341d7457d90c1
V2-A-N011-R010-X04,small_exact,N11-R10,3,5//1,1//1,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N011-R010-X04/multistart_random_rechecked_deletion_32__mandatory_only.toml,c720f5c342ffdfdae77e5e4d8bb9649200afafc5c7313f3689a341d7457d90c1
V2-A-N011-R010-X04,small_exact,N11-R10,4,5//1,1//1,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N011-R010-X04/multistart_random_rechecked_deletion_32__mandatory_only.toml,c720f5c342ffdfdae77e5e4d8bb9649200afafc5c7313f3689a341d7457d90c1
V2-A-N011-R010-X04,small_exact,N11-R10,5,5//1,1//1,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N011-R010-X04/multistart_random_rechecked_deletion_32__mandatory_only.toml,c720f5c342ffdfdae77e5e4d8bb9649200afafc5c7313f3689a341d7457d90c1
V2-A-N011-R010-X04,small_exact,N11-R10,6,5//1,1//1,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N011-R010-X04/multistart_random_rechecked_deletion_32__mandatory_only.toml,c720f5c342ffdfdae77e5e4d8bb9649200afafc5c7313f3689a341d7457d90c1
V2-A-N011-R010-X04,small_exact,N11-R10,7,5//1,1//1,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N011-R010-X04/multistart_random_rechecked_deletion_32__mandatory_only.toml,c720f5c342ffdfdae77e5e4d8bb9649200afafc5c7313f3689a341d7457d90c1
V2-A-N011-R010-X04,small_exact,N11-R10,8,22//1,22//5,false,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N011-R010-X04/multistart_random_rechecked_deletion_32__mandatory_only.toml,c720f5c342ffdfdae77e5e4d8bb9649200afafc5c7313f3689a341d7457d90c1
