instance_id,family,size,status,first_start_burden,selected_best_burden,absolute_improvement,relative_improvement,start_count_available,record_path,record_sha256
V2-B-N064-R064-C15-X02,structured,N64-R64,SOLVED,48//1,48//1,0//1,0//1,32,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C15-X02/multistart_random_rechecked_deletion_32__mandatory_only.toml,5ff8dce1ade9a60216fe2dc1d7415d7ac3fd524717d81718041f4fe0d59245b1
V2-B-N064-R064-C16-X01,structured,N64-R64,SOLVED,1//1,1//1,0//1,0//1,32,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C16-X01/multistart_random_rechecked_deletion_32__mandatory_only.toml,a08f4f485ef8a884954bd26a4a0d2f267ae77be946030fc3030da734b5c0e30a
V2-B-N064-R064-C16-X02,structured,N64-R64,SOLVED,3//1,1//1,2//1,2//3,32,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C16-X02/multistart_random_rechecked_deletion_32__mandatory_only.toml,057bfddb4dbf969a4424fd947e07d35f20a2b02fc7f01c21cfbaa3ebd019ee12
V2-B-N192-R032-C01-X01,structured,N192-R32,MEMORY_LIMIT,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R032-C01-X01/multistart_random_rechecked_deletion_32__mandatory_only.toml,fedce6dedf522968257841be72635e2bd278794340d62a91de81d084b3352c7a
V2-B-N192-R032-C01-X02,structured,N192-R32,MEMORY_LIMIT,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R032-C01-X02/multistart_random_rechecked_deletion_32__mandatory_only.toml,3e99ce29a6a5583bd4882d8fd2b0a62d8c7e3aaa96e0438ca9874c1e0593baec
V2-B-N192-R032-C02-X01,structured,N192-R32,SOLVED,46//1,31//1,15//1,15//46,32,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R032-C02-X01/multistart_random_rechecked_deletion_32__mandatory_only.toml,fbd326a1117e24c41968497f4d123b7daf0f850444912daddff55082575e43b1
V2-B-N192-R032-C02-X02,structured,N192-R32,SOLVED,44//1,29//1,15//1,15//44,32,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R032-C02-X02/multistart_random_rechecked_deletion_32__mandatory_only.toml,6b78d870c23d1a6a7911a9a916fd5ebf9a87bb75779efce5e68207159d31ad02
V2-B-N192-R032-C03-X01,structured,N192-R32,MEMORY_LIMIT,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R032-C03-X01/multistart_random_rechecked_deletion_32__mandatory_only.toml,b67ba0679aae6c4ad6dd25c2d574ea8114cf8b0dd3f95161f686e95b76b7244d
V2-B-N192-R032-C03-X02,structured,N192-R32,MEMORY_LIMIT,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R032-C03-X02/multistart_random_rechecked_deletion_32__mandatory_only.toml,28658e3f6ea09c476d38cb85f5c5d71e4b1af1526b19bac958780e0b691ec25d
V2-B-N192-R032-C04-X01,structured,N192-R32,SOLVED,25//1,3//1,22//1,22//25,32,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R032-C04-X01/multistart_random_rechecked_deletion_32__mandatory_only.toml,c094c1793546ed624e6e1580f251f9d13590ca426f68e3961b2c3b8075dbbd2b
V2-B-N192-R032-C04-X02,structured,N192-R32,SOLVED,10//1,3//1,7//1,7//10,32,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R032-C04-X02/multistart_random_rechecked_deletion_32__mandatory_only.toml,6adb9e3648c8134b4e62daf336b62058c30ca28de018c49fff1f11d1db61a350
V2-B-N192-R032-C05-X01,structured,N192-R32,SOLVED,11//1,5//1,6//1,6//11,32,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R032-C05-X01/multistart_random_rechecked_deletion_32__mandatory_only.toml,940046d8514b35ea4dba9693d3ab8c2167e1b73e099b81498f2d64511a2ced1c
V2-B-N192-R032-C05-X02,structured,N192-R32,SOLVED,12//1,3//1,9//1,3//4,32,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R032-C05-X02/multistart_random_rechecked_deletion_32__mandatory_only.toml,96ecbba35f7b757c437fa6e8e04c9ebac8165286e2d6b428a688a636f2917d20
V2-B-N192-R032-C06-X01,structured,N192-R32,MEMORY_LIMIT,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R032-C06-X01/multistart_random_rechecked_deletion_32__mandatory_only.toml,d79fee31c9bc7a1fb1c8129f39c06e611238c96ef58f0d077e9c06addcef75bb
V2-B-N192-R032-C06-X02,structured,N192-R32,MEMORY_LIMIT,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R032-C06-X02/multistart_random_rechecked_deletion_32__mandatory_only.toml,cdf1a76861231a34e9cd6207e2881d007b835216d1e5dd5ea08413a2d802eac9
V2-B-N192-R032-C07-X01,structured,N192-R32,MEMORY_LIMIT,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R032-C07-X01/multistart_random_rechecked_deletion_32__mandatory_only.toml,25c9613220af2315c0516bf48b558f1fa35bf7deb1fc36ab8ede0593d8bc82fb
V2-B-N192-R032-C07-X02,structured,N192-R32,MEMORY_LIMIT,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R032-C07-X02/multistart_random_rechecked_deletion_32__mandatory_only.toml,da4eb00741362f8833d141094b119f843a07a49143176b82cefcc1a055e98002
V2-B-N192-R032-C08-X01,structured,N192-R32,SOLVED,3//1,3//1,0//1,0//1,32,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R032-C08-X01/multistart_random_rechecked_deletion_32__mandatory_only.toml,11a43d49762dc74880abf395bb80f98dfc18f5efb78ce9dcbe676cac613f4b5e
V2-B-N192-R032-C08-X02,structured,N192-R32,SOLVED,3//1,2//1,1//1,1//3,32,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R032-C08-X02/multistart_random_rechecked_deletion_32__mandatory_only.toml,101b9c3d68363df4d32664674d9b32de3e57a882aed50225a2c9e902096ed862
V2-B-N192-R032-C09-X01,structured,N192-R32,GENERATION_FAILED,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R032-C09-X01/multistart_random_rechecked_deletion_32__mandatory_only.toml,defa4b28576364ee98e6c667ad954fb0307c22d6b73a682a184da1b0c356eea7
V2-B-N192-R032-C09-X02,structured,N192-R32,GENERATION_FAILED,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R032-C09-X02/multistart_random_rechecked_deletion_32__mandatory_only.toml,c515609098395cef26f9855f46a490d0a22d3e20a2c170f164701b379c64e8a2
V2-B-N192-R032-C10-X01,structured,N192-R32,MEMORY_LIMIT,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R032-C10-X01/multistart_random_rechecked_deletion_32__mandatory_only.toml,92e549b2405313ebc81d752c3c67b0f38208c526164616070a3397660f75b6c1
V2-B-N192-R032-C10-X02,structured,N192-R32,MEMORY_LIMIT,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R032-C10-X02/multistart_random_rechecked_deletion_32__mandatory_only.toml,9478ef603f1833175cb84233fde4ed1b79ba822e0545a4f4050673687fa1476d
V2-B-N192-R032-C11-X01,structured,N192-R32,SOLVED,7//1,7//1,0//1,0//1,32,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R032-C11-X01/multistart_random_rechecked_deletion_32__mandatory_only.toml,d1060b6b02636e5f0d888600a86d015d018a6ddb31bf7cde18ae137d3d35d449
V2-B-N192-R032-C11-X02,structured,N192-R32,SOLVED,14//1,10//1,4//1,2//7,32,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R032-C11-X02/multistart_random_rechecked_deletion_32__mandatory_only.toml,397414b653d06b26ea224bf57b28f446c429a5adea97fe6cf48f82451d98cc73
V2-B-N192-R032-C12-X01,structured,N192-R32,MEMORY_LIMIT,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R032-C12-X01/multistart_random_rechecked_deletion_32__mandatory_only.toml,2685028b3513f0551fb6a7b03b60d3a0532699ca726ae70e689a029158f97ba0
V2-B-N192-R032-C12-X02,structured,N192-R32,SOLVED,16//1,1//1,15//1,15//16,32,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R032-C12-X02/multistart_random_rechecked_deletion_32__mandatory_only.toml,7cc1fcc56cad58b6fd3c0d4ed91819a1eec6f3a048a3e9d58fc086765769776f
V2-B-N192-R032-C13-X01,structured,N192-R32,GENERATION_FAILED,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R032-C13-X01/multistart_random_rechecked_deletion_32__mandatory_only.toml,a0b30cf7622e8e507e15e4c55d7af107114325a88549383bff2c32bf3a8ec19e
V2-B-N192-R032-C13-X02,structured,N192-R32,GENERATION_FAILED,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R032-C13-X02/multistart_random_rechecked_deletion_32__mandatory_only.toml,eb21bfe1b4ac9d863d111542c23fe083ae65b63183cedafcf4ece63aaa921f6c
V2-B-N192-R032-C14-X01,structured,N192-R32,MEMORY_LIMIT,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R032-C14-X01/multistart_random_rechecked_deletion_32__mandatory_only.toml,2df57b3eb1df73957f77538d53618c94340d72d4ecc9a0b55f058beb3e1ce857
V2-B-N192-R032-C14-X02,structured,N192-R32,MEMORY_LIMIT,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R032-C14-X02/multistart_random_rechecked_deletion_32__mandatory_only.toml,6529ce800ef63b95481c26a53018cef44407b489520e4456ffdefe2db68b5751
V2-B-N192-R032-C15-X01,structured,N192-R32,SOLVED,26//1,19//1,7//1,7//26,32,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R032-C15-X01/multistart_random_rechecked_deletion_32__mandatory_only.toml,f81b3448335c14a46f69ee3575d162b9f6caeee4e274d9a0d5da3bffeb2599fe
V2-B-N192-R032-C15-X02,structured,N192-R32,SOLVED,31//1,30//1,1//1,1//31,32,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R032-C15-X02/multistart_random_rechecked_deletion_32__mandatory_only.toml,a0aad0bd63bd8a79ef906ad8b45894f7878c3ec2448a399888ef21ee4901ce13
V2-B-N192-R032-C16-X01,structured,N192-R32,SOLVED,1//1,1//1,0//1,0//1,32,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R032-C16-X01/multistart_random_rechecked_deletion_32__mandatory_only.toml,a4a11b7530e729aea4d74c376975bd643372d236e9f9707532c285d22f30d9b3
V2-B-N192-R032-C16-X02,structured,N192-R32,SOLVED,3//1,1//1,2//1,2//3,32,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R032-C16-X02/multistart_random_rechecked_deletion_32__mandatory_only.toml,a7a7ee1893dd428f13b813875bf7a722e44cbb323c0b35c92e0b68dd8157d733
V2-B-N192-R064-C01-X01,structured,N192-R64,SOLVED,8//1,4//1,4//1,1//2,32,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R064-C01-X01/multistart_random_rechecked_deletion_32__mandatory_only.toml,af97479ff2988cabf893f5a106a2d3289cdceb2e559be80c6367691be038e487
V2-B-N192-R064-C01-X02,structured,N192-R64,SOLVED,8//1,4//1,4//1,1//2,32,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R064-C01-X02/multistart_random_rechecked_deletion_32__mandatory_only.toml,e344c06218de26d0bd47c2aac221a1f61ab3ed968e5221f7f022e86c6c686460
V2-B-N192-R064-C02-X01,structured,N192-R64,SOLVED,69//1,62//1,7//1,7//69,32,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R064-C02-X01/multistart_random_rechecked_deletion_32__mandatory_only.toml,ce0acee1861bb1071cbe0682ab34b9d19d81e3c689a04140b10277e48a1beb7c
V2-B-N192-R064-C02-X02,structured,N192-R64,SOLVED,61//1,60//1,1//1,1//61,32,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R064-C02-X02/multistart_random_rechecked_deletion_32__mandatory_only.toml,e6d21ff52305b8ad5432b05585e597401c3ac70e4acd7506898b805f1d99e7b0
V2-B-N192-R064-C03-X01,structured,N192-R64,SOLVED,16//1,16//1,0//1,0//1,32,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R064-C03-X01/multistart_random_rechecked_deletion_32__mandatory_only.toml,dfd1e87b3fdb12d85e0e56e8b9e2231dbb7c0f91b0602e0ef62d8fd1f2d62a0e
V2-B-N192-R064-C03-X02,structured,N192-R64,SOLVED,14//1,14//1,0//1,0//1,32,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R064-C03-X02/multistart_random_rechecked_deletion_32__mandatory_only.toml,0c5777ad793f52101119dc63f33fa70ccee88310d692baf42b2c16766bc6b82e
V2-B-N192-R064-C04-X01,structured,N192-R64,SOLVED,21//1,2//1,19//1,19//21,32,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R064-C04-X01/multistart_random_rechecked_deletion_32__mandatory_only.toml,f7faddff58328d5230e7ab11183521d5a47e822f3ae95d90e621f8ea5a438346
V2-B-N192-R064-C04-X02,structured,N192-R64,SOLVED,18//1,3//1,15//1,5//6,32,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R064-C04-X02/multistart_random_rechecked_deletion_32__mandatory_only.toml,2b86f64deac9c9ceed2e8b21e0e53316d3703ad25ee6619fe03c065e57644214
V2-B-N192-R064-C05-X01,structured,N192-R64,SOLVED,24//1,5//1,19//1,19//24,32,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R064-C05-X01/multistart_random_rechecked_deletion_32__mandatory_only.toml,cc9799e64ba9d63354dda490e11d9a8015bec859954ca54926f75732132df68b
V2-B-N192-R064-C05-X02,structured,N192-R64,SOLVED,24//1,11//1,13//1,13//24,32,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R064-C05-X02/multistart_random_rechecked_deletion_32__mandatory_only.toml,b5e1e82dcd9cf688c95951e6853534669e5fe153dfa711213aacc332e4de08b1
V2-B-N192-R064-C06-X01,structured,N192-R64,SOLVED,18//1,18//1,0//1,0//1,32,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R064-C06-X01/multistart_random_rechecked_deletion_32__mandatory_only.toml,8ce999f2c42c2c00d3a330e3428ae8e04b367c3462f6ee490e7838e62bb6b6e1
V2-B-N192-R064-C06-X02,structured,N192-R64,SOLVED,21//1,19//1,2//1,2//21,32,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R064-C06-X02/multistart_random_rechecked_deletion_32__mandatory_only.toml,289413ee2b9ca22d5844511f025853fd84d617bea5a9ed4a746e9a298c7c445c
V2-B-N192-R064-C07-X01,structured,N192-R64,SOLVED,46//1,46//1,0//1,0//1,32,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R064-C07-X01/multistart_random_rechecked_deletion_32__mandatory_only.toml,5499e688b20b0931640ad41b4eb646828c61606583619f823e308b2be55c885b
V2-B-N192-R064-C07-X02,structured,N192-R64,SOLVED,53//1,53//1,0//1,0//1,32,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R064-C07-X02/multistart_random_rechecked_deletion_32__mandatory_only.toml,8b12a2092baba2b60fefd036bd97e975f3885e23757194acd198ef970dc0e37b
V2-B-N192-R064-C08-X01,structured,N192-R64,SOLVED,4//1,2//1,2//1,1//2,32,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R064-C08-X01/multistart_random_rechecked_deletion_32__mandatory_only.toml,d01995fb6097abdb873b40ff78625d145010833075313bd3c6548f89661a264a
V2-B-N192-R064-C08-X02,structured,N192-R64,SOLVED,4//1,2//1,2//1,1//2,32,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R064-C08-X02/multistart_random_rechecked_deletion_32__mandatory_only.toml,6e38cffd654d3be5f7bd9646b76c0ce1d6e8e385cdb29f753c727f05828132bb
V2-B-N192-R064-C09-X01,structured,N192-R64,GENERATION_FAILED,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R064-C09-X01/multistart_random_rechecked_deletion_32__mandatory_only.toml,bba1ac7208951ec89cf5783c4741b009c4388dd7817fcc0f3ddaa129104bbe15
V2-B-N192-R064-C09-X02,structured,N192-R64,GENERATION_FAILED,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R064-C09-X02/multistart_random_rechecked_deletion_32__mandatory_only.toml,1cb6b2f5ea9a31b48506a4cd7c23b4fdd829cf54430af0536798899a374feb46
V2-B-N192-R064-C10-X01,structured,N192-R64,SOLVED,51//1,51//1,0//1,0//1,32,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R064-C10-X01/multistart_random_rechecked_deletion_32__mandatory_only.toml,4fc8e84864e0d1e8db2d8a4b4044d0413b515800078cceb559d3771fbf1f5296
V2-B-N192-R064-C10-X02,structured,N192-R64,SOLVED,24//1,21//1,3//1,1//8,32,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R064-C10-X02/multistart_random_rechecked_deletion_32__mandatory_only.toml,ae4f3405fcaa9e2dc92bffae2bba9b01ac37558a0903ed9fd8741f3b738f6061
V2-B-N192-R064-C11-X01,structured,N192-R64,SOLVED,17//1,16//1,1//1,1//17,32,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R064-C11-X01/multistart_random_rechecked_deletion_32__mandatory_only.toml,ddf77aec58cb2842299d49521b182e3aebb4b6153e4751a741337f233c3f1183
V2-B-N192-R064-C11-X02,structured,N192-R64,SOLVED,16//1,15//1,1//1,1//16,32,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R064-C11-X02/multistart_random_rechecked_deletion_32__mandatory_only.toml,f3b73932656bf5a77fa0b175f1e4e3533a919d38b09ef4709820e35481ab874e
V2-B-N192-R064-C12-X01,structured,N192-R64,SOLVED,5//1,1//1,4//1,4//5,32,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R064-C12-X01/multistart_random_rechecked_deletion_32__mandatory_only.toml,a6def7a624d586b851105ea20e12ce415d31f9188072504e21a34fc1632ba8e2
V2-B-N192-R064-C12-X02,structured,N192-R64,SOLVED,8//1,1//1,7//1,7//8,32,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R064-C12-X02/multistart_random_rechecked_deletion_32__mandatory_only.toml,4ae51af6132c8abd5b1ff277787c166132d48c0fc9abfd3676d93e4a0bac184a
V2-B-N192-R064-C13-X01,structured,N192-R64,GENERATION_FAILED,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R064-C13-X01/multistart_random_rechecked_deletion_32__mandatory_only.toml,ede78962d1507ad174799cf839e49bb7923fdd8bba2791e1753b779882479b5b
V2-B-N192-R064-C13-X02,structured,N192-R64,GENERATION_FAILED,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R064-C13-X02/multistart_random_rechecked_deletion_32__mandatory_only.toml,59cce7aee3ac8953c2b589995cf81f3d4f0f59ae60722979a67922b2b5852fdd
V2-B-N192-R064-C14-X01,structured,N192-R64,SOLVED,15//1,13//1,2//1,2//15,32,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R064-C14-X01/multistart_random_rechecked_deletion_32__mandatory_only.toml,2de86ca6505fa812d4222a811417d33d81f78fdaa503cfc4fdccdf78e4ff71dc
V2-B-N192-R064-C14-X02,structured,N192-R64,SOLVED,19//1,17//1,2//1,2//19,32,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R064-C14-X02/multistart_random_rechecked_deletion_32__mandatory_only.toml,a03dba5e3bbc8c338b6e7322bef0642b791eae1bcaa00d9f0190ebfc5e66f72b
V2-B-N192-R064-C15-X01,structured,N192-R64,MEMORY_LIMIT,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R064-C15-X01/multistart_random_rechecked_deletion_32__mandatory_only.toml,68f0bc1c579f7e032c6966b24c3c779956f02c15f9e74e941d6534f057cfff23
V2-B-N192-R064-C15-X02,structured,N192-R64,SOLVED,44//1,41//1,3//1,3//44,32,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R064-C15-X02/multistart_random_rechecked_deletion_32__mandatory_only.toml,310da78ebd9a7b1452a506de6f2c66ef81cbea0dfa1e7e536d15167aa64270d5
V2-B-N192-R064-C16-X01,structured,N192-R64,SOLVED,3//1,1//1,2//1,2//3,32,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R064-C16-X01/multistart_random_rechecked_deletion_32__mandatory_only.toml,9357f3ee14fd46162ca67b426ca7785bd23a368966ba4067c35c6a34a09fbe88
V2-B-N192-R064-C16-X02,structured,N192-R64,SOLVED,5//1,1//1,4//1,4//5,32,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N192-R064-C16-X02/multistart_random_rechecked_deletion_32__mandatory_only.toml,2fb8028704a5fd4704512abf89cefae00a83e0861d2cdbbb9ec4397e82250463
V2-C-M01-S01,adversarial,small,SOLVED,3//2,3//2,0//1,0//1,32,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M01-S01/multistart_random_rechecked_deletion_32__mandatory_only.toml,cb3425debefbfe21fe46cc4974fede317bed62fb428011a5c86fb0819fbb18cf
V2-C-M01-S02,adversarial,medium,SOLVED,3//2,3//2,0//1,0//1,32,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M01-S02/multistart_random_rechecked_deletion_32__mandatory_only.toml,9eb65d08cd1c89d522977afd10c98c6f3a81d23d0268e92e6fce887e1b419763
V2-C-M01-S03,adversarial,large,SOLVED,3//2,3//2,0//1,0//1,32,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M01-S03/multistart_random_rechecked_deletion_32__mandatory_only.toml,d2108ec30c2ee50137943a00c7ca72264ca6e1b3875f949ccb6488275b720fb1
V2-C-M02-S01,adversarial,small,SOLVED,1//1,1//1,0//1,0//1,32,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M02-S01/multistart_random_rechecked_deletion_32__mandatory_only.toml,df85ad6e058803e0020bcf14afbe4a7f8ff764317ed26eca54091ad5eac1a95d
V2-C-M02-S02,adversarial,medium,SOLVED,1//1,1//1,0//1,0//1,32,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M02-S02/multistart_random_rechecked_deletion_32__mandatory_only.toml,8e621549b4e1167bc344b94949fbabba4def8b622f403da30f048c05a7573fed
V2-C-M02-S03,adversarial,large,SOLVED,1//1,1//1,0//1,0//1,32,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M02-S03/multistart_random_rechecked_deletion_32__mandatory_only.toml,53982b35f2a8d1359b67f6bb91fc3594b1ef8b78aa3c693397065d7bd145f741
V2-C-M03-S01,adversarial,small,SOLVED,2//1,1//1,1//1,1//2,32,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M03-S01/multistart_random_rechecked_deletion_32__mandatory_only.toml,cb13a0451478eb705e20af235f844c2f15ac66ac2c6f74efa994cd2f81f8638e
V2-C-M03-S02,adversarial,medium,SOLVED,2//1,1//1,1//1,1//2,32,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M03-S02/multistart_random_rechecked_deletion_32__mandatory_only.toml,64d00d1d4a87e3e0f33e888364f6913e0a04c7dcb7dec644e57228fc121551ac
V2-C-M03-S03,adversarial,large,SOLVED,2//1,1//1,1//1,1//2,32,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M03-S03/multistart_random_rechecked_deletion_32__mandatory_only.toml,6ee2c723d059ab5ee0b73144a13df471234a9cb08c4e4d1f7648814e64eb0f13
V2-C-M04-S01,adversarial,small,SOLVED,2//1,2//1,0//1,0//1,32,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M04-S01/multistart_random_rechecked_deletion_32__mandatory_only.toml,9050556e782db895202d0fc24a44b3f1e8143168d03dc63397be1fc67b11d0ac
V2-C-M04-S02,adversarial,medium,SOLVED,9//1,6//1,3//1,1//3,32,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M04-S02/multistart_random_rechecked_deletion_32__mandatory_only.toml,d804d2429ddef4f044952e6168cad2655eea636d2866cfcb08081fdb5df59a19
V2-C-M04-S03,adversarial,large,SOLVED,30//1,22//1,8//1,4//15,32,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M04-S03/multistart_random_rechecked_deletion_32__mandatory_only.toml,a1dcaa25c1f83c25bcfffe5021dd6553fbb2ebe9a117848dbc0c1ae39f69dae0
V2-C-M05-S01,adversarial,small,SOLVED,3//1,3//1,0//1,0//1,32,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M05-S01/multistart_random_rechecked_deletion_32__mandatory_only.toml,b89dd46cd9b2ca02766db5f9649a4afdd471dc42d2d112583dadbdfc7026724c
V2-C-M05-S02,adversarial,medium,SOLVED,10//1,9//1,1//1,1//10,32,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M05-S02/multistart_random_rechecked_deletion_32__mandatory_only.toml,1fbea12769dd82c4e609bcdb3698ce6a6e40650b731094ef547da3c970d2576c
V2-C-M05-S03,adversarial,large,SOLVED,35//1,34//1,1//1,1//35,32,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M05-S03/multistart_random_rechecked_deletion_32__mandatory_only.toml,bcffc9444297465a29291f4b5c8baeaf2a0fb45d68a9691f3c88bcb6e5ab1ac2
V2-C-M06-S01,adversarial,small,SOLVED,2//1,2//1,0//1,0//1,32,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M06-S01/multistart_random_rechecked_deletion_32__mandatory_only.toml,770226dd7d94490a332668d8f3748b815f470c8a0cfc5952c9f6befa0e72d307
V2-C-M06-S02,adversarial,medium,SOLVED,2//1,2//1,0//1,0//1,32,experiments/algorithmic_compression_v2/results/raw_runs/V2-C-M06-S02/multistart_random_rechecked_deletion_32__mandatory_only.toml,d10e77661e865006388b77c9851af6227b1f6d05b6d6d7406106a8485695f4c0
