family,size,instance_id,algorithm_id,algorithm,performance_ratio,solved,any_method_solved_instance,record_path,record_sha256
small_exact,N11-R6,V2-A-N011-R006-X01,heaviest_safe_first,Heaviest safe first,1.1662492600566083,true,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N011-R006-X01/heaviest_safe_first__mandatory_only.toml,7637516783a692b5f8f61e91b0cb22812e0a74786ba0d6bdcbae88da883e8500
small_exact,N11-R6,V2-A-N011-R006-X01,jump_highs_tagged_cover,HiGHS MIP,7.8782695543211565,true,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N011-R006-X01/jump_highs_tagged_cover__full_fixed_point.toml,d6e429dbcaf2eb2797ae7ad87c39dddac6336d75a689469ed9f99714cfa1c672
small_exact,N11-R6,V2-A-N011-R006-X01,lightest_safe_first,Lightest safe first,2.0642940492956434,true,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N011-R006-X01/lightest_safe_first__mandatory_only.toml,a13f701b163cdb003dbe74294370b31548b970cc74377edfc559f4e1d3c94f7b
small_exact,N11-R6,V2-A-N011-R006-X01,maximum_immediate_burden_release,Maximum immediate release,1.0,true,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N011-R006-X01/maximum_immediate_burden_release__mandatory_only.toml,32de50b9602f52293a08c0df01571ed67f896af981d35bc9305519e49ec79ebf
small_exact,N11-R6,V2-A-N011-R006-X01,minimum_unique_carrier_exposure,Minimum unique-carrier exposure,2.0728054930405992,true,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N011-R006-X01/minimum_unique_carrier_exposure__mandatory_only.toml,64a3484763c19003c596f574d3609e86fbab1d80864607f41a62e801fb04ca88
small_exact,N11-R6,V2-A-N011-R006-X01,multistart_random_rechecked_deletion_32,32-start random deletion,2.239251983793642,true,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N011-R006-X01/multistart_random_rechecked_deletion_32__mandatory_only.toml,4e0a4cca68a58194aef13b4a61b5682312ec02a1e7e450146216490071a4848f
small_exact,N11-R6,V2-A-N011-R006-X01,random_order_rechecked_deletion,Random-order deletion,1.7506153595227585,true,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N011-R006-X01/random_order_rechecked_deletion__mandatory_only.toml,dcb0a09f0656bd46e8cacf6802703e2cb4cd2d886424b3f7efb492c25eec1555
small_exact,N11-R6,V2-A-N011-R006-X01,requirement_mask_dp,Mask DP,1.386862227073848,true,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N011-R006-X01/requirement_mask_dp__mandatory_only.toml,149a5a80b961fe060e8564b077cc61f389dfcbfe881d5c56681e5fb4dbd93d5e
small_exact,N11-R6,V2-A-N011-R006-X01,weighted_greedy,Weighted greedy,1.4687007697062056,true,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N011-R006-X01/weighted_greedy__mandatory_only.toml,a9a7b93e11e882921a9dd710099267469396bd362f4bf98643bffafd3b86bcb1
small_exact,N11-R6,V2-A-N011-R006-X01,weighted_greedy_reverse_delete,Weighted greedy + reverse deletion,1.8866601128198102,true,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N011-R006-X01/weighted_greedy_reverse_delete__mandatory_only.toml,fec2dc9bdd4a081bec52df3c483200253206775a9814fd303f5f9394262f0baf
small_exact,N11-R6,V2-A-N011-R006-X02,cardinality_greedy,Cardinality greedy,1.1165201960386761,true,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N011-R006-X02/cardinality_greedy__mandatory_only.toml,8529be010375b6d776fba9ddbed873745d5600e731edd69244e7a5063555beeb
small_exact,N11-R6,V2-A-N011-R006-X02,complete_enumeration,Enumeration,1.0,true,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N011-R006-X02/complete_enumeration__mandatory_only.toml,2fab91690b1e720779079fa9a633851e5334f07cf0870cf62f5b28d334f9740c
small_exact,N11-R6,V2-A-N011-R006-X02,declared_source_order,Declared source order,1.1057428481539224,true,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N011-R006-X02/declared_source_order__mandatory_only.toml,e96bc3ec9e62411ebe7cafdb8301c9a62ecc0ca325a0519f299833b5fff019f2
small_exact,N11-R6,V2-A-N011-R006-X02,heaviest_safe_first,Heaviest safe first,1.608467391441136,true,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N011-R006-X02/heaviest_safe_first__mandatory_only.toml,0c69aeeca73083a02a4dc7f4e7c6eecf7758ac968285d48be3570b139515b063
small_exact,N11-R6,V2-A-N011-R006-X02,jump_highs_tagged_cover,HiGHS MIP,11.9871276782281,true,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N011-R006-X02/jump_highs_tagged_cover__full_fixed_point.toml,f0789e5d883782c33da5ec65a7144bc011fb35b24fa0c3dccb9fb7a48f1a2910
small_exact,N11-R6,V2-A-N011-R006-X02,lightest_safe_first,Lightest safe first,1.229737657743318,true,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N011-R006-X02/lightest_safe_first__mandatory_only.toml,e0876f2929fc1160ade9c1a84bbec68a6ed64d19e0ef3dd8a5969c81f4ffda39
small_exact,N11-R6,V2-A-N011-R006-X02,maximum_immediate_burden_release,Maximum immediate release,2.901819859752644,true,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N011-R006-X02/maximum_immediate_burden_release__mandatory_only.toml,cbae57f6b4dc9d123f55c9a03a6d0f101664febebf323e80288f60ffae0d18e0
small_exact,N11-R6,V2-A-N011-R006-X02,minimum_unique_carrier_exposure,Minimum unique-carrier exposure,2.0403549055113155,true,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N011-R006-X02/minimum_unique_carrier_exposure__mandatory_only.toml,00694a76fcdb496e68648390e26bcebf3fb3f64368aef64408cdc5a28f4a58d9
small_exact,N11-R6,V2-A-N011-R006-X02,multistart_random_rechecked_deletion_32,32-start random deletion,2.674371531045283,true,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N011-R006-X02/multistart_random_rechecked_deletion_32__mandatory_only.toml,8102460da4fec8a8ec6415b002f684a0bd0d3e0a3e50579e0824f1e8bba51fdf
small_exact,N11-R6,V2-A-N011-R006-X02,random_order_rechecked_deletion,Random-order deletion,1.6559092433214713,true,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N011-R006-X02/random_order_rechecked_deletion__mandatory_only.toml,d970dc3fcee10284fa03b3e2db3465dd736fc3c7a0efdedae7859d7784157046
small_exact,N11-R6,V2-A-N011-R006-X02,requirement_mask_dp,Mask DP,2.421006922877937,true,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N011-R006-X02/requirement_mask_dp__mandatory_only.toml,e4370494faf300dd901047493a3b0a0b2b5fb619e403a4d4b81c909139a072fd
small_exact,N11-R6,V2-A-N011-R006-X02,weighted_greedy,Weighted greedy,2.008600113260576,true,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N011-R006-X02/weighted_greedy__mandatory_only.toml,e603aabd76bd2a28a73e409368515bb2cfdd4efd808afefc69e4c3cfabafb3f8
small_exact,N11-R6,V2-A-N011-R006-X02,weighted_greedy_reverse_delete,Weighted greedy + reverse deletion,1.6387918648144133,true,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N011-R006-X02/weighted_greedy_reverse_delete__mandatory_only.toml,dc65561dd8b046832bf5bf5abaed9ddf6794a13d1d98c4dab1afef135f70b2b2
small_exact,N11-R6,V2-A-N011-R006-X03,cardinality_greedy,Cardinality greedy,2.413482364863115,true,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N011-R006-X03/cardinality_greedy__mandatory_only.toml,658550dda84845992bf412a244d9549f0ab6867a6375bfbe0fa82a15503e735f
small_exact,N11-R6,V2-A-N011-R006-X03,complete_enumeration,Enumeration,1.0,true,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N011-R006-X03/complete_enumeration__mandatory_only.toml,bb685e4f60456e3a63e19773560e16a967a8b1f5f0c2c23242f46a92e38b19b1
small_exact,N11-R6,V2-A-N011-R006-X03,declared_source_order,Declared source order,2.403504257427025,true,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N011-R006-X03/declared_source_order__mandatory_only.toml,b9120a32e1d545cdb4dd9f2b62a5a4a118f1d536b27240318974713da87ff2e0
small_exact,N11-R6,V2-A-N011-R006-X03,heaviest_safe_first,Heaviest safe first,2.1278160273511357,true,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N011-R006-X03/heaviest_safe_first__mandatory_only.toml,ad025b9615996286b0e41eea48dae2cb85509b9801d9ba3b134bab4c1b4645b5
small_exact,N11-R6,V2-A-N011-R006-X03,jump_highs_tagged_cover,HiGHS MIP,12.955931447330935,true,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N011-R006-X03/jump_highs_tagged_cover__full_fixed_point.toml,8e58b534cc143976e9eed6a963a2267402bf2306f9bb73fdfe8b2667f64582c7
small_exact,N11-R6,V2-A-N011-R006-X03,lightest_safe_first,Lightest safe first,3.1506087732135,true,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N011-R006-X03/lightest_safe_first__mandatory_only.toml,7888a50c2d4802a13e5904595169355454be62a41526b14088a42efc81fb78aa
small_exact,N11-R6,V2-A-N011-R006-X03,maximum_immediate_burden_release,Maximum immediate release,2.138382566241032,true,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N011-R006-X03/maximum_immediate_burden_release__mandatory_only.toml,d5b36984518b7a6f009584f8024e2f7584148c814b723fffe7f9158b2c3eddad
small_exact,N11-R6,V2-A-N011-R006-X03,minimum_unique_carrier_exposure,Minimum unique-carrier exposure,2.5935458960346036,true,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N011-R006-X03/minimum_unique_carrier_exposure__mandatory_only.toml,1300507daf9b5643d10eaf983ded05e9fd28893c90a9c1ebf5dd68d034540ca6
small_exact,N11-R6,V2-A-N011-R006-X03,multistart_random_rechecked_deletion_32,32-start random deletion,2.3566342497863193,true,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N011-R006-X03/multistart_random_rechecked_deletion_32__mandatory_only.toml,c77658248bf81ab72cf8de944033a6917d9bb2b5dd3b244dc219a77201b43331
small_exact,N11-R6,V2-A-N011-R006-X03,random_order_rechecked_deletion,Random-order deletion,1.42044479590251,true,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N011-R006-X03/random_order_rechecked_deletion__mandatory_only.toml,67f9ef2cb095ab06f732904ed09b92e5517f4be070cdd82539bb381ec6180d38
small_exact,N11-R6,V2-A-N011-R006-X03,requirement_mask_dp,Mask DP,1.346357471703489,true,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N011-R006-X03/requirement_mask_dp__mandatory_only.toml,8d5dd320384f14d58c159d1f34033a44449bd5d79831cf9db60d5e1e7bc1a34d
small_exact,N11-R6,V2-A-N011-R006-X03,weighted_greedy,Weighted greedy,1.7762666768111064,true,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N011-R006-X03/weighted_greedy__mandatory_only.toml,b531840973f9c2bb3b0a968a4f40ac182a8972300c5e32c341fb64169d49d903
small_exact,N11-R6,V2-A-N011-R006-X03,weighted_greedy_reverse_delete,Weighted greedy + reverse deletion,1.4195529766375716,true,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N011-R006-X03/weighted_greedy_reverse_delete__mandatory_only.toml,abe452e6bc6fb9088c6dddf37d9f86df100d6b782cc7ae1cc548f16e72b6dd17
small_exact,N11-R6,V2-A-N011-R006-X04,cardinality_greedy,Cardinality greedy,1.9937728966573833,true,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N011-R006-X04/cardinality_greedy__mandatory_only.toml,6c9c6f68ab7aff3a5e9065e6f58014c09decba78e6e29df53968a6830a994a3a
small_exact,N11-R6,V2-A-N011-R006-X04,complete_enumeration,Enumeration,1.5535940847913843,true,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N011-R006-X04/complete_enumeration__mandatory_only.toml,2f011c390781ef40fbc00fea5835229762b5b6200268a894922d87bb1fa7b0c5
small_exact,N11-R6,V2-A-N011-R006-X04,declared_source_order,Declared source order,2.5619465684142866,true,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N011-R006-X04/declared_source_order__mandatory_only.toml,fc2760c332007e400c6e590e0e200e5be200aec098e920f9b17fac3968bbcd93
small_exact,N11-R6,V2-A-N011-R006-X04,heaviest_safe_first,Heaviest safe first,2.3397282333558196,true,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N011-R006-X04/heaviest_safe_first__mandatory_only.toml,95ed02df8560d14ce92559a8d3321c89f25812b7751239ac08469dd06169a925
small_exact,N11-R6,V2-A-N011-R006-X04,jump_highs_tagged_cover,HiGHS MIP,8.897386422517318,true,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N011-R006-X04/jump_highs_tagged_cover__full_fixed_point.toml,1fcf0e93eac1fb17f62ce39c385f204cd42cd2cf5299469719689aa58be0430e
small_exact,N11-R6,V2-A-N011-R006-X04,lightest_safe_first,Lightest safe first,2.089941507635063,true,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N011-R006-X04/lightest_safe_first__mandatory_only.toml,abe6dfdbb66332e3e8cf819f1ef5b32e986cfcec991d3ca9b045f5646dcc8903
small_exact,N11-R6,V2-A-N011-R006-X04,maximum_immediate_burden_release,Maximum immediate release,1.819879872407233,true,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N011-R006-X04/maximum_immediate_burden_release__mandatory_only.toml,dfb0a4f6ca7f4dedfa7ff72e18bcae519481ccef6bf68aaa7e3cb3fc2e2379fc
small_exact,N11-R6,V2-A-N011-R006-X04,minimum_unique_carrier_exposure,Minimum unique-carrier exposure,1.905466109374312,true,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N011-R006-X04/minimum_unique_carrier_exposure__mandatory_only.toml,9a93db8be03c5bdf3f0662fca2a35e0d144150370f24c8f002dc1367a9f63795
small_exact,N11-R6,V2-A-N011-R006-X04,multistart_random_rechecked_deletion_32,32-start random deletion,2.015224044184406,true,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N011-R006-X04/multistart_random_rechecked_deletion_32__mandatory_only.toml,c62ce6aaaf78e9f8447ae402536c7589d63f8fe4576e18dc88b9f355042bdf46
small_exact,N11-R6,V2-A-N011-R006-X04,random_order_rechecked_deletion,Random-order deletion,2.031304482341958,true,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N011-R006-X04/random_order_rechecked_deletion__mandatory_only.toml,cf4e8cba4942491d795130dec448bd93fb7de73a722297f79c410a21d2b646f1
small_exact,N11-R6,V2-A-N011-R006-X04,requirement_mask_dp,Mask DP,1.0,true,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N011-R006-X04/requirement_mask_dp__mandatory_only.toml,be8091ce8f04cb1c75f04558455efe17964bbe6e11e22ab98abeeabc689a3b7a
small_exact,N11-R6,V2-A-N011-R006-X04,weighted_greedy,Weighted greedy,1.9086353191175367,true,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N011-R006-X04/weighted_greedy__mandatory_only.toml,c7919bdf4ad3e774e67f1a41dc2b9758104c41ccb221b322df00e9bea3b0fe9c
small_exact,N11-R6,V2-A-N011-R006-X04,weighted_greedy_reverse_delete,Weighted greedy + reverse deletion,1.7663765374902187,true,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N011-R006-X04/weighted_greedy_reverse_delete__mandatory_only.toml,22f987c4ef41900a55e3841b345e7abb63e87d68d187433a0db7b210fa20c376
small_exact,N15-R10,V2-A-N015-R010-X01,cardinality_greedy,Cardinality greedy,2.4483521511673882,true,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N015-R010-X01/cardinality_greedy__mandatory_only.toml,a9feed268af849d220d151fc3a541a897292399a246ed817b4b331df7a2f147e
small_exact,N15-R10,V2-A-N015-R010-X01,complete_enumeration,Enumeration,1.6837066154317848,true,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N015-R010-X01/complete_enumeration__mandatory_only.toml,86ac874f9b6fc5a8744c8db91998f2deb8a722a28dd1712142ed34d4f7030f77
small_exact,N15-R10,V2-A-N015-R010-X01,declared_source_order,Declared source order,2.2454956755486415,true,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N015-R010-X01/declared_source_order__mandatory_only.toml,2adc21a1c48df73b634498443fead6a8181fd167d4e60da820bccd4873d7ee2e
small_exact,N15-R10,V2-A-N015-R010-X01,heaviest_safe_first,Heaviest safe first,2.0260228101281843,true,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N015-R010-X01/heaviest_safe_first__mandatory_only.toml,ebb9488a1de8888f49b9e8589f6dc3cc6aed6455ae84e9ca12f5ec7e909b821b
small_exact,N15-R10,V2-A-N015-R010-X01,jump_highs_tagged_cover,HiGHS MIP,14.51957777111226,true,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N015-R010-X01/jump_highs_tagged_cover__full_fixed_point.toml,f59013a98b284e8392dcd9ff8aa243ed81a537a230f6b81c8f248ccd5d19883c
small_exact,N15-R10,V2-A-N015-R010-X01,lightest_safe_first,Lightest safe first,1.7574312845291684,true,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N015-R010-X01/lightest_safe_first__mandatory_only.toml,f9934d6deb154df9acefd20d9962627d166ec3922bf5c86d41ca5241a84aa6d0
small_exact,N15-R10,V2-A-N015-R010-X01,maximum_immediate_burden_release,Maximum immediate release,1.7068570909145229,true,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N015-R010-X01/maximum_immediate_burden_release__mandatory_only.toml,988c8ee2a34f5e25f784e68a45bc6e2a74b6fcb4249d9e3d0f69783c77dbd642
small_exact,N15-R10,V2-A-N015-R010-X01,minimum_unique_carrier_exposure,Minimum unique-carrier exposure,2.2907860817666403,true,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N015-R010-X01/minimum_unique_carrier_exposure__mandatory_only.toml,bb1372be62c44ffe0c4766efddc1b96bf6dce6a464eaba7781a55ade40483be4
small_exact,N15-R10,V2-A-N015-R010-X01,multistart_random_rechecked_deletion_32,32-start random deletion,1.610497654988995,true,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N015-R010-X01/multistart_random_rechecked_deletion_32__mandatory_only.toml,473d26964d4e43d31da3be34bab86c2830eed41a8564487dada2074a59413d63
small_exact,N15-R10,V2-A-N015-R010-X01,random_order_rechecked_deletion,Random-order deletion,1.3036613200532339,true,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N015-R010-X01/random_order_rechecked_deletion__mandatory_only.toml,117039ad4fa2fe29dc1f0e081941553f3eaeaf7fba2e3400acf8866ace85f061
small_exact,N15-R10,V2-A-N015-R010-X01,requirement_mask_dp,Mask DP,1.0,true,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N015-R010-X01/requirement_mask_dp__mandatory_only.toml,bac16aecbfe49181b2ffcc7c11461feb8888f4d2502c2876a9b2d2aff63984c1
small_exact,N15-R10,V2-A-N015-R010-X01,weighted_greedy,Weighted greedy,1.8995973222600882,true,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N015-R010-X01/weighted_greedy__mandatory_only.toml,0fa17028549c36c005768398965dbab53ede12472ea6dc9bc34ad0b97bd217f4
small_exact,N15-R10,V2-A-N015-R010-X01,weighted_greedy_reverse_delete,Weighted greedy + reverse deletion,1.1671885521106362,true,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N015-R010-X01/weighted_greedy_reverse_delete__mandatory_only.toml,d527db64f213fe3d9499a678e1b285e6140e55efa4624bd098e8bd336734de34
small_exact,N15-R10,V2-A-N015-R010-X02,cardinality_greedy,Cardinality greedy,2.1604825626118815,true,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N015-R010-X02/cardinality_greedy__mandatory_only.toml,1798556fb719f8e0badfe5618c4caa05191fec44c08beceabd86adc012dd5125
small_exact,N15-R10,V2-A-N015-R010-X02,complete_enumeration,Enumeration,1.1079513267656058,true,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N015-R010-X02/complete_enumeration__mandatory_only.toml,000497d065ef6ceca49938290ee0c9dd428b2a693ffa01b0cd9a2ac4137fe1ac
small_exact,N15-R10,V2-A-N015-R010-X02,declared_source_order,Declared source order,1.7432914834420896,true,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N015-R010-X02/declared_source_order__mandatory_only.toml,9f8f01647e1a1835b2c30b58c159bb2e30afccae74b5fbcea7f4cddbaf9bcbd1
small_exact,N15-R10,V2-A-N015-R010-X02,heaviest_safe_first,Heaviest safe first,1.8876857316082463,true,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N015-R010-X02/heaviest_safe_first__mandatory_only.toml,1b7b4c9bf2a929f40e334ddb56e917b8988520f4d6467de9b054d6ff54e1d435
small_exact,N15-R10,V2-A-N015-R010-X02,jump_highs_tagged_cover,HiGHS MIP,8.629431838061027,true,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N015-R010-X02/jump_highs_tagged_cover__full_fixed_point.toml,ddb366e2b81fa82af52e5c7f5b1fc7ab7ae9b8ee33a33d34d52b1e77c5b186a0
small_exact,N15-R10,V2-A-N015-R010-X02,lightest_safe_first,Lightest safe first,1.6563642524557085,true,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N015-R010-X02/lightest_safe_first__mandatory_only.toml,74556f476bc59581b0b4fb2a6b58e645ba2538eee7ed55c5fbe6c225fe332adf
small_exact,N15-R10,V2-A-N015-R010-X02,maximum_immediate_burden_release,Maximum immediate release,2.247619080598045,true,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N015-R010-X02/maximum_immediate_burden_release__mandatory_only.toml,141be5c1b2d35ae9b015fda6e75871324a2e9a1da8ae96e1a7f0ebedcbc762f0
small_exact,N15-R10,V2-A-N015-R010-X02,minimum_unique_carrier_exposure,Minimum unique-carrier exposure,1.0,true,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N015-R010-X02/minimum_unique_carrier_exposure__mandatory_only.toml,4ace47b55e7fd4fe8ca749e12f67c6a51138c2c1571fd26c21b8f8b57a4cbf2a
small_exact,N15-R10,V2-A-N015-R010-X02,multistart_random_rechecked_deletion_32,32-start random deletion,1.5575878339679792,true,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N015-R010-X02/multistart_random_rechecked_deletion_32__mandatory_only.toml,e0e417705ba18d1f375c04e3f5ecaa48be986242c2aac9bc0c6d7f1aaf8d3e4d
small_exact,N15-R10,V2-A-N015-R010-X02,random_order_rechecked_deletion,Random-order deletion,1.8816874474290246,true,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N015-R010-X02/random_order_rechecked_deletion__mandatory_only.toml,98afe46e2b403f3c146506921ceed4903a727a91fa0e28b777d0e13fa3749603
small_exact,N15-R10,V2-A-N015-R010-X02,requirement_mask_dp,Mask DP,1.549377375129705,true,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N015-R010-X02/requirement_mask_dp__mandatory_only.toml,61cf5f91b38aa76a2f29e0a8844f0b74f62911b99651de881354422071a84778
small_exact,N15-R10,V2-A-N015-R010-X02,weighted_greedy,Weighted greedy,1.77806181747597,true,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N015-R010-X02/weighted_greedy__mandatory_only.toml,4d051e992285845b24be1fb82a4eb8c00f87b597ac263a04bc869696d32d984d
small_exact,N15-R10,V2-A-N015-R010-X02,weighted_greedy_reverse_delete,Weighted greedy + reverse deletion,1.179396531933198,true,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N015-R010-X02/weighted_greedy_reverse_delete__mandatory_only.toml,c65740b7451a79b5d60c91cc3f0319a872c33e05c25203524c5f29103e1a03a6
small_exact,N15-R10,V2-A-N015-R010-X03,cardinality_greedy,Cardinality greedy,1.7961851462990592,true,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N015-R010-X03/cardinality_greedy__mandatory_only.toml,e01c9b324e4b3346a6c90f7eacf9f28a51eb6cc7637418a33e8006b20bb6038c
small_exact,N15-R10,V2-A-N015-R010-X03,complete_enumeration,Enumeration,1.3039786955241752,true,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N015-R010-X03/complete_enumeration__mandatory_only.toml,df9125bcdfad558f0e6ffb5b112c25c52cd33fb8ca5d84a7707f825709929edc
small_exact,N15-R10,V2-A-N015-R010-X03,declared_source_order,Declared source order,2.1754629922757105,true,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N015-R010-X03/declared_source_order__mandatory_only.toml,de3a376fc2a700977036c94bd93174dca7f912dee121621f292c6fa639f2549b
small_exact,N15-R10,V2-A-N015-R010-X03,heaviest_safe_first,Heaviest safe first,1.2000998601701813,true,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N015-R010-X03/heaviest_safe_first__mandatory_only.toml,84174671a94289e4ed4220a3173840a83c672b0d8bd19f1ed65a30cd03305daa
small_exact,N15-R10,V2-A-N015-R010-X03,jump_highs_tagged_cover,HiGHS MIP,11.227408744939822,true,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N015-R010-X03/jump_highs_tagged_cover__full_fixed_point.toml,07620ceb7eb9163d8d3e8a22c8353a96a2294b126e0449b7fb4488ec0e77480a
small_exact,N15-R10,V2-A-N015-R010-X03,lightest_safe_first,Lightest safe first,1.8478736624335677,true,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N015-R010-X03/lightest_safe_first__mandatory_only.toml,5cc3b2e4f754149aca2f87992481074545ce712acdd766db0257fe115f9a4d70
small_exact,N15-R10,V2-A-N015-R010-X03,maximum_immediate_burden_release,Maximum immediate release,2.4446876952643897,true,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N015-R010-X03/maximum_immediate_burden_release__mandatory_only.toml,e83c32cf73848f44d95e12bf321cf4bcb3d80b8257e462b85cb5a3426eab3818
small_exact,N15-R10,V2-A-N015-R010-X03,minimum_unique_carrier_exposure,Minimum unique-carrier exposure,1.9633875664598521,true,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N015-R010-X03/minimum_unique_carrier_exposure__mandatory_only.toml,d64150a8886a97cb4fd2323321c5fe5963b181483c0f803de24b76a9a5fa8e9d
small_exact,N15-R10,V2-A-N015-R010-X03,multistart_random_rechecked_deletion_32,32-start random deletion,1.785748529716446,true,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N015-R010-X03/multistart_random_rechecked_deletion_32__mandatory_only.toml,cec10c915634f9e304717fd802974edc069359b8a0a06ef7fe0bb0e65b9809e0
small_exact,N15-R10,V2-A-N015-R010-X03,random_order_rechecked_deletion,Random-order deletion,1.128890358077507,true,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N015-R010-X03/random_order_rechecked_deletion__mandatory_only.toml,86bbf828cd0b4653c394518741c0e82b3d4b0e064eec7ab51a78e90f1a4a4290
small_exact,N15-R10,V2-A-N015-R010-X03,requirement_mask_dp,Mask DP,2.0100842221944024,true,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N015-R010-X03/requirement_mask_dp__mandatory_only.toml,245926e2ab628698bf4b8ebd258b96df9707f6bb34d35df7628bfef24d6e4b5e
small_exact,N15-R10,V2-A-N015-R010-X03,weighted_greedy,Weighted greedy,1.0,true,true,experiments/algorithmic_compression_v2/results/raw_runs/V2-A-N015-R010-X03/weighted_greedy__mandatory_only.toml,c674ab8f14e4fa00c54bb7b3a9c7046c2396f8d09f64e0ee905e2def9bc5dc01
