instance_id,family,size,rule,applications,variables_removed,requirements_removed,record_path,record_sha256
V2-B-N064-R032-C12-X02,structured,N64-R32,mandatory_strategy_propagation,0,0,0,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R032-C12-X02/jump_highs_tagged_cover__full_fixed_point.toml,67cdea36683525483ab40c6df5e13649a5bcbd40160a597e62f207740b84055b
V2-B-N064-R032-C12-X02,structured,N64-R32,duplicate_coverage,3,11,0,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R032-C12-X02/jump_highs_tagged_cover__full_fixed_point.toml,67cdea36683525483ab40c6df5e13649a5bcbd40160a597e62f207740b84055b
V2-B-N064-R032-C12-X02,structured,N64-R32,coverage_dominance,36,36,0,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R032-C12-X02/jump_highs_tagged_cover__full_fixed_point.toml,67cdea36683525483ab40c6df5e13649a5bcbd40160a597e62f207740b84055b
V2-B-N064-R032-C12-X02,structured,N64-R32,forced_selection_propagation,1,0,8,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R032-C12-X02/jump_highs_tagged_cover__full_fixed_point.toml,67cdea36683525483ab40c6df5e13649a5bcbd40160a597e62f207740b84055b
V2-B-N064-R032-C12-X02,structured,N64-R32,infeasible_requirement,0,0,0,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R032-C12-X02/jump_highs_tagged_cover__full_fixed_point.toml,67cdea36683525483ab40c6df5e13649a5bcbd40160a597e62f207740b84055b
V2-B-N064-R032-C12-X02,structured,N64-R32,mandatory_requirement_carrier,1,1,0,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R032-C12-X02/jump_highs_tagged_cover__full_fixed_point.toml,67cdea36683525483ab40c6df5e13649a5bcbd40160a597e62f207740b84055b
V2-B-N064-R032-C12-X02,structured,N64-R32,mandatory_strategy,1,1,0,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R032-C12-X02/jump_highs_tagged_cover__full_fixed_point.toml,67cdea36683525483ab40c6df5e13649a5bcbd40160a597e62f207740b84055b
V2-B-N064-R032-C12-X02,structured,N64-R32,redundant_requirement,24,0,24,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R032-C12-X02/jump_highs_tagged_cover__full_fixed_point.toml,67cdea36683525483ab40c6df5e13649a5bcbd40160a597e62f207740b84055b
V2-B-N064-R032-C14-X01,structured,N64-R32,empty_contribution,51,51,0,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R032-C14-X01/jump_highs_tagged_cover__full_fixed_point.toml,64dffaf294ae62fbd0aa5ef8d007a2d144dbf3fd1dd11c5408abe84dabc8f062
V2-B-N064-R032-C14-X01,structured,N64-R32,mandatory_strategy_propagation,0,0,0,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R032-C14-X01/jump_highs_tagged_cover__full_fixed_point.toml,64dffaf294ae62fbd0aa5ef8d007a2d144dbf3fd1dd11c5408abe84dabc8f062
V2-B-N064-R032-C14-X01,structured,N64-R32,duplicate_coverage,1,7,0,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R032-C14-X01/jump_highs_tagged_cover__full_fixed_point.toml,64dffaf294ae62fbd0aa5ef8d007a2d144dbf3fd1dd11c5408abe84dabc8f062
V2-B-N064-R032-C14-X01,structured,N64-R32,coverage_dominance,0,0,0,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R032-C14-X01/jump_highs_tagged_cover__full_fixed_point.toml,64dffaf294ae62fbd0aa5ef8d007a2d144dbf3fd1dd11c5408abe84dabc8f062
V2-B-N064-R032-C14-X01,structured,N64-R32,forced_selection_propagation,5,0,16,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R032-C14-X01/jump_highs_tagged_cover__full_fixed_point.toml,64dffaf294ae62fbd0aa5ef8d007a2d144dbf3fd1dd11c5408abe84dabc8f062
V2-B-N064-R032-C14-X01,structured,N64-R32,infeasible_requirement,0,0,0,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R032-C14-X01/jump_highs_tagged_cover__full_fixed_point.toml,64dffaf294ae62fbd0aa5ef8d007a2d144dbf3fd1dd11c5408abe84dabc8f062
V2-B-N064-R032-C14-X01,structured,N64-R32,mandatory_requirement_carrier,5,5,0,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R032-C14-X01/jump_highs_tagged_cover__full_fixed_point.toml,64dffaf294ae62fbd0aa5ef8d007a2d144dbf3fd1dd11c5408abe84dabc8f062
V2-B-N064-R032-C14-X01,structured,N64-R32,mandatory_strategy,1,1,0,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R032-C14-X01/jump_highs_tagged_cover__full_fixed_point.toml,64dffaf294ae62fbd0aa5ef8d007a2d144dbf3fd1dd11c5408abe84dabc8f062
V2-B-N064-R032-C14-X01,structured,N64-R32,redundant_requirement,2,0,16,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R032-C14-X01/jump_highs_tagged_cover__full_fixed_point.toml,64dffaf294ae62fbd0aa5ef8d007a2d144dbf3fd1dd11c5408abe84dabc8f062
V2-B-N064-R032-C14-X02,structured,N64-R32,empty_contribution,51,51,0,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R032-C14-X02/jump_highs_tagged_cover__full_fixed_point.toml,74694379789bd038080dda90f28d4be81f2688e6b22769f64cd13c1720843310
V2-B-N064-R032-C14-X02,structured,N64-R32,mandatory_strategy_propagation,0,0,0,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R032-C14-X02/jump_highs_tagged_cover__full_fixed_point.toml,74694379789bd038080dda90f28d4be81f2688e6b22769f64cd13c1720843310
V2-B-N064-R032-C14-X02,structured,N64-R32,duplicate_coverage,1,7,0,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R032-C14-X02/jump_highs_tagged_cover__full_fixed_point.toml,74694379789bd038080dda90f28d4be81f2688e6b22769f64cd13c1720843310
V2-B-N064-R032-C14-X02,structured,N64-R32,coverage_dominance,0,0,0,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R032-C14-X02/jump_highs_tagged_cover__full_fixed_point.toml,74694379789bd038080dda90f28d4be81f2688e6b22769f64cd13c1720843310
V2-B-N064-R032-C14-X02,structured,N64-R32,forced_selection_propagation,5,0,15,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R032-C14-X02/jump_highs_tagged_cover__full_fixed_point.toml,74694379789bd038080dda90f28d4be81f2688e6b22769f64cd13c1720843310
V2-B-N064-R032-C14-X02,structured,N64-R32,infeasible_requirement,0,0,0,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R032-C14-X02/jump_highs_tagged_cover__full_fixed_point.toml,74694379789bd038080dda90f28d4be81f2688e6b22769f64cd13c1720843310
V2-B-N064-R032-C14-X02,structured,N64-R32,mandatory_requirement_carrier,5,5,0,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R032-C14-X02/jump_highs_tagged_cover__full_fixed_point.toml,74694379789bd038080dda90f28d4be81f2688e6b22769f64cd13c1720843310
V2-B-N064-R032-C14-X02,structured,N64-R32,mandatory_strategy,1,1,0,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R032-C14-X02/jump_highs_tagged_cover__full_fixed_point.toml,74694379789bd038080dda90f28d4be81f2688e6b22769f64cd13c1720843310
V2-B-N064-R032-C14-X02,structured,N64-R32,redundant_requirement,2,0,17,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R032-C14-X02/jump_highs_tagged_cover__full_fixed_point.toml,74694379789bd038080dda90f28d4be81f2688e6b22769f64cd13c1720843310
V2-B-N064-R032-C15-X01,structured,N64-R32,empty_contribution,47,47,0,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R032-C15-X01/jump_highs_tagged_cover__full_fixed_point.toml,cf7a7120b314670ed9714b9eac99771426079454d390e88c2e4619a131ab24ae
V2-B-N064-R032-C15-X01,structured,N64-R32,mandatory_strategy_propagation,0,0,0,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R032-C15-X01/jump_highs_tagged_cover__full_fixed_point.toml,cf7a7120b314670ed9714b9eac99771426079454d390e88c2e4619a131ab24ae
V2-B-N064-R032-C15-X01,structured,N64-R32,duplicate_coverage,1,11,0,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R032-C15-X01/jump_highs_tagged_cover__full_fixed_point.toml,cf7a7120b314670ed9714b9eac99771426079454d390e88c2e4619a131ab24ae
V2-B-N064-R032-C15-X01,structured,N64-R32,coverage_dominance,0,0,0,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R032-C15-X01/jump_highs_tagged_cover__full_fixed_point.toml,cf7a7120b314670ed9714b9eac99771426079454d390e88c2e4619a131ab24ae
V2-B-N064-R032-C15-X01,structured,N64-R32,forced_selection_propagation,5,0,24,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R032-C15-X01/jump_highs_tagged_cover__full_fixed_point.toml,cf7a7120b314670ed9714b9eac99771426079454d390e88c2e4619a131ab24ae
V2-B-N064-R032-C15-X01,structured,N64-R32,infeasible_requirement,0,0,0,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R032-C15-X01/jump_highs_tagged_cover__full_fixed_point.toml,cf7a7120b314670ed9714b9eac99771426079454d390e88c2e4619a131ab24ae
V2-B-N064-R032-C15-X01,structured,N64-R32,mandatory_requirement_carrier,5,5,0,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R032-C15-X01/jump_highs_tagged_cover__full_fixed_point.toml,cf7a7120b314670ed9714b9eac99771426079454d390e88c2e4619a131ab24ae
V2-B-N064-R032-C15-X01,structured,N64-R32,mandatory_strategy,1,1,0,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R032-C15-X01/jump_highs_tagged_cover__full_fixed_point.toml,cf7a7120b314670ed9714b9eac99771426079454d390e88c2e4619a131ab24ae
V2-B-N064-R032-C15-X01,structured,N64-R32,redundant_requirement,2,0,8,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R032-C15-X01/jump_highs_tagged_cover__full_fixed_point.toml,cf7a7120b314670ed9714b9eac99771426079454d390e88c2e4619a131ab24ae
V2-B-N064-R032-C15-X02,structured,N64-R32,empty_contribution,47,47,0,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R032-C15-X02/jump_highs_tagged_cover__full_fixed_point.toml,39a0b31f30895c8d235056dac5d672f6021a782cb7a56e0d69291e5ecb40a98c
V2-B-N064-R032-C15-X02,structured,N64-R32,mandatory_strategy_propagation,0,0,0,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R032-C15-X02/jump_highs_tagged_cover__full_fixed_point.toml,39a0b31f30895c8d235056dac5d672f6021a782cb7a56e0d69291e5ecb40a98c
V2-B-N064-R032-C15-X02,structured,N64-R32,duplicate_coverage,1,11,0,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R032-C15-X02/jump_highs_tagged_cover__full_fixed_point.toml,39a0b31f30895c8d235056dac5d672f6021a782cb7a56e0d69291e5ecb40a98c
V2-B-N064-R032-C15-X02,structured,N64-R32,coverage_dominance,0,0,0,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R032-C15-X02/jump_highs_tagged_cover__full_fixed_point.toml,39a0b31f30895c8d235056dac5d672f6021a782cb7a56e0d69291e5ecb40a98c
V2-B-N064-R032-C15-X02,structured,N64-R32,forced_selection_propagation,5,0,25,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R032-C15-X02/jump_highs_tagged_cover__full_fixed_point.toml,39a0b31f30895c8d235056dac5d672f6021a782cb7a56e0d69291e5ecb40a98c
V2-B-N064-R032-C15-X02,structured,N64-R32,infeasible_requirement,0,0,0,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R032-C15-X02/jump_highs_tagged_cover__full_fixed_point.toml,39a0b31f30895c8d235056dac5d672f6021a782cb7a56e0d69291e5ecb40a98c
V2-B-N064-R032-C15-X02,structured,N64-R32,mandatory_requirement_carrier,5,5,0,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R032-C15-X02/jump_highs_tagged_cover__full_fixed_point.toml,39a0b31f30895c8d235056dac5d672f6021a782cb7a56e0d69291e5ecb40a98c
V2-B-N064-R032-C15-X02,structured,N64-R32,mandatory_strategy,1,1,0,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R032-C15-X02/jump_highs_tagged_cover__full_fixed_point.toml,39a0b31f30895c8d235056dac5d672f6021a782cb7a56e0d69291e5ecb40a98c
V2-B-N064-R032-C15-X02,structured,N64-R32,redundant_requirement,1,0,7,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R032-C15-X02/jump_highs_tagged_cover__full_fixed_point.toml,39a0b31f30895c8d235056dac5d672f6021a782cb7a56e0d69291e5ecb40a98c
V2-B-N064-R032-C16-X01,structured,N64-R32,empty_contribution,16,16,0,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R032-C16-X01/jump_highs_tagged_cover__full_fixed_point.toml,87a44f8c74865bc65026220adf1b341540606432ad9a1ed978f81be60df98409
V2-B-N064-R032-C16-X01,structured,N64-R32,mandatory_strategy_propagation,0,0,0,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R032-C16-X01/jump_highs_tagged_cover__full_fixed_point.toml,87a44f8c74865bc65026220adf1b341540606432ad9a1ed978f81be60df98409
V2-B-N064-R032-C16-X01,structured,N64-R32,duplicate_coverage,7,21,0,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R032-C16-X01/jump_highs_tagged_cover__full_fixed_point.toml,87a44f8c74865bc65026220adf1b341540606432ad9a1ed978f81be60df98409
V2-B-N064-R032-C16-X01,structured,N64-R32,coverage_dominance,25,25,0,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R032-C16-X01/jump_highs_tagged_cover__full_fixed_point.toml,87a44f8c74865bc65026220adf1b341540606432ad9a1ed978f81be60df98409
V2-B-N064-R032-C16-X01,structured,N64-R32,forced_selection_propagation,1,0,4,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R032-C16-X01/jump_highs_tagged_cover__full_fixed_point.toml,87a44f8c74865bc65026220adf1b341540606432ad9a1ed978f81be60df98409
V2-B-N064-R032-C16-X01,structured,N64-R32,infeasible_requirement,0,0,0,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R032-C16-X01/jump_highs_tagged_cover__full_fixed_point.toml,87a44f8c74865bc65026220adf1b341540606432ad9a1ed978f81be60df98409
V2-B-N064-R032-C16-X01,structured,N64-R32,mandatory_requirement_carrier,1,1,0,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R032-C16-X01/jump_highs_tagged_cover__full_fixed_point.toml,87a44f8c74865bc65026220adf1b341540606432ad9a1ed978f81be60df98409
V2-B-N064-R032-C16-X01,structured,N64-R32,mandatory_strategy,1,1,0,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R032-C16-X01/jump_highs_tagged_cover__full_fixed_point.toml,87a44f8c74865bc65026220adf1b341540606432ad9a1ed978f81be60df98409
V2-B-N064-R032-C16-X01,structured,N64-R32,redundant_requirement,19,0,28,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R032-C16-X01/jump_highs_tagged_cover__full_fixed_point.toml,87a44f8c74865bc65026220adf1b341540606432ad9a1ed978f81be60df98409
V2-B-N064-R032-C16-X02,structured,N64-R32,empty_contribution,19,19,0,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R032-C16-X02/jump_highs_tagged_cover__full_fixed_point.toml,41c4ec51772a6142d81a879b3aee007cd59586194c9f29dd7d1ec4d67ba0e2c3
V2-B-N064-R032-C16-X02,structured,N64-R32,mandatory_strategy_propagation,0,0,0,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R032-C16-X02/jump_highs_tagged_cover__full_fixed_point.toml,41c4ec51772a6142d81a879b3aee007cd59586194c9f29dd7d1ec4d67ba0e2c3
V2-B-N064-R032-C16-X02,structured,N64-R32,duplicate_coverage,2,17,0,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R032-C16-X02/jump_highs_tagged_cover__full_fixed_point.toml,41c4ec51772a6142d81a879b3aee007cd59586194c9f29dd7d1ec4d67ba0e2c3
V2-B-N064-R032-C16-X02,structured,N64-R32,coverage_dominance,26,26,0,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R032-C16-X02/jump_highs_tagged_cover__full_fixed_point.toml,41c4ec51772a6142d81a879b3aee007cd59586194c9f29dd7d1ec4d67ba0e2c3
V2-B-N064-R032-C16-X02,structured,N64-R32,forced_selection_propagation,1,0,4,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R032-C16-X02/jump_highs_tagged_cover__full_fixed_point.toml,41c4ec51772a6142d81a879b3aee007cd59586194c9f29dd7d1ec4d67ba0e2c3
V2-B-N064-R032-C16-X02,structured,N64-R32,infeasible_requirement,0,0,0,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R032-C16-X02/jump_highs_tagged_cover__full_fixed_point.toml,41c4ec51772a6142d81a879b3aee007cd59586194c9f29dd7d1ec4d67ba0e2c3
V2-B-N064-R032-C16-X02,structured,N64-R32,mandatory_requirement_carrier,1,1,0,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R032-C16-X02/jump_highs_tagged_cover__full_fixed_point.toml,41c4ec51772a6142d81a879b3aee007cd59586194c9f29dd7d1ec4d67ba0e2c3
V2-B-N064-R032-C16-X02,structured,N64-R32,mandatory_strategy,1,1,0,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R032-C16-X02/jump_highs_tagged_cover__full_fixed_point.toml,41c4ec51772a6142d81a879b3aee007cd59586194c9f29dd7d1ec4d67ba0e2c3
V2-B-N064-R032-C16-X02,structured,N64-R32,redundant_requirement,16,0,28,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R032-C16-X02/jump_highs_tagged_cover__full_fixed_point.toml,41c4ec51772a6142d81a879b3aee007cd59586194c9f29dd7d1ec4d67ba0e2c3
V2-B-N064-R064-C01-X01,structured,N64-R64,empty_contribution,5,5,0,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C01-X01/jump_highs_tagged_cover__full_fixed_point.toml,306713d28b7f3a0da3bf497271472d9c4ae7ea66440598dfdae3248950766f62
V2-B-N064-R064-C01-X01,structured,N64-R64,mandatory_strategy_propagation,0,0,0,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C01-X01/jump_highs_tagged_cover__full_fixed_point.toml,306713d28b7f3a0da3bf497271472d9c4ae7ea66440598dfdae3248950766f62
V2-B-N064-R064-C01-X01,structured,N64-R64,duplicate_coverage,0,0,0,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C01-X01/jump_highs_tagged_cover__full_fixed_point.toml,306713d28b7f3a0da3bf497271472d9c4ae7ea66440598dfdae3248950766f62
V2-B-N064-R064-C01-X01,structured,N64-R64,coverage_dominance,17,17,0,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C01-X01/jump_highs_tagged_cover__full_fixed_point.toml,306713d28b7f3a0da3bf497271472d9c4ae7ea66440598dfdae3248950766f62
V2-B-N064-R064-C01-X01,structured,N64-R64,forced_selection_propagation,1,0,6,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C01-X01/jump_highs_tagged_cover__full_fixed_point.toml,306713d28b7f3a0da3bf497271472d9c4ae7ea66440598dfdae3248950766f62
V2-B-N064-R064-C01-X01,structured,N64-R64,infeasible_requirement,0,0,0,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C01-X01/jump_highs_tagged_cover__full_fixed_point.toml,306713d28b7f3a0da3bf497271472d9c4ae7ea66440598dfdae3248950766f62
V2-B-N064-R064-C01-X01,structured,N64-R64,mandatory_requirement_carrier,1,1,0,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C01-X01/jump_highs_tagged_cover__full_fixed_point.toml,306713d28b7f3a0da3bf497271472d9c4ae7ea66440598dfdae3248950766f62
V2-B-N064-R064-C01-X01,structured,N64-R64,mandatory_strategy,1,1,0,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C01-X01/jump_highs_tagged_cover__full_fixed_point.toml,306713d28b7f3a0da3bf497271472d9c4ae7ea66440598dfdae3248950766f62
V2-B-N064-R064-C01-X01,structured,N64-R64,redundant_requirement,2,0,2,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C01-X01/jump_highs_tagged_cover__full_fixed_point.toml,306713d28b7f3a0da3bf497271472d9c4ae7ea66440598dfdae3248950766f62
V2-B-N064-R064-C01-X02,structured,N64-R64,empty_contribution,5,5,0,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C01-X02/jump_highs_tagged_cover__full_fixed_point.toml,4c543c9d084b45e850e084472102343a4f162fff7fdfc97b6a6fdb433117b82d
V2-B-N064-R064-C01-X02,structured,N64-R64,mandatory_strategy_propagation,0,0,0,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C01-X02/jump_highs_tagged_cover__full_fixed_point.toml,4c543c9d084b45e850e084472102343a4f162fff7fdfc97b6a6fdb433117b82d
V2-B-N064-R064-C01-X02,structured,N64-R64,duplicate_coverage,1,1,0,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C01-X02/jump_highs_tagged_cover__full_fixed_point.toml,4c543c9d084b45e850e084472102343a4f162fff7fdfc97b6a6fdb433117b82d
V2-B-N064-R064-C01-X02,structured,N64-R64,coverage_dominance,13,13,0,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C01-X02/jump_highs_tagged_cover__full_fixed_point.toml,4c543c9d084b45e850e084472102343a4f162fff7fdfc97b6a6fdb433117b82d
V2-B-N064-R064-C01-X02,structured,N64-R64,forced_selection_propagation,0,0,0,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C01-X02/jump_highs_tagged_cover__full_fixed_point.toml,4c543c9d084b45e850e084472102343a4f162fff7fdfc97b6a6fdb433117b82d
V2-B-N064-R064-C01-X02,structured,N64-R64,infeasible_requirement,0,0,0,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C01-X02/jump_highs_tagged_cover__full_fixed_point.toml,4c543c9d084b45e850e084472102343a4f162fff7fdfc97b6a6fdb433117b82d
V2-B-N064-R064-C01-X02,structured,N64-R64,mandatory_requirement_carrier,0,0,0,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C01-X02/jump_highs_tagged_cover__full_fixed_point.toml,4c543c9d084b45e850e084472102343a4f162fff7fdfc97b6a6fdb433117b82d
V2-B-N064-R064-C01-X02,structured,N64-R64,mandatory_strategy,1,1,0,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C01-X02/jump_highs_tagged_cover__full_fixed_point.toml,4c543c9d084b45e850e084472102343a4f162fff7fdfc97b6a6fdb433117b82d
V2-B-N064-R064-C01-X02,structured,N64-R64,redundant_requirement,1,0,1,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C01-X02/jump_highs_tagged_cover__full_fixed_point.toml,4c543c9d084b45e850e084472102343a4f162fff7fdfc97b6a6fdb433117b82d
V2-B-N064-R064-C02-X01,structured,N64-R64,empty_contribution,28,28,0,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C02-X01/jump_highs_tagged_cover__full_fixed_point.toml,a7d797a5bb0931aab7710f812bdfb1ba23694c39e7305c6043b434e318eb96d6
V2-B-N064-R064-C02-X01,structured,N64-R64,mandatory_strategy_propagation,0,0,0,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C02-X01/jump_highs_tagged_cover__full_fixed_point.toml,a7d797a5bb0931aab7710f812bdfb1ba23694c39e7305c6043b434e318eb96d6
V2-B-N064-R064-C02-X01,structured,N64-R64,duplicate_coverage,1,1,0,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C02-X01/jump_highs_tagged_cover__full_fixed_point.toml,a7d797a5bb0931aab7710f812bdfb1ba23694c39e7305c6043b434e318eb96d6
V2-B-N064-R064-C02-X01,structured,N64-R64,coverage_dominance,23,23,0,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C02-X01/jump_highs_tagged_cover__full_fixed_point.toml,a7d797a5bb0931aab7710f812bdfb1ba23694c39e7305c6043b434e318eb96d6
V2-B-N064-R064-C02-X01,structured,N64-R64,forced_selection_propagation,11,0,37,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C02-X01/jump_highs_tagged_cover__full_fixed_point.toml,a7d797a5bb0931aab7710f812bdfb1ba23694c39e7305c6043b434e318eb96d6
V2-B-N064-R064-C02-X01,structured,N64-R64,infeasible_requirement,0,0,0,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C02-X01/jump_highs_tagged_cover__full_fixed_point.toml,a7d797a5bb0931aab7710f812bdfb1ba23694c39e7305c6043b434e318eb96d6
V2-B-N064-R064-C02-X01,structured,N64-R64,mandatory_requirement_carrier,11,11,0,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C02-X01/jump_highs_tagged_cover__full_fixed_point.toml,a7d797a5bb0931aab7710f812bdfb1ba23694c39e7305c6043b434e318eb96d6
V2-B-N064-R064-C02-X01,structured,N64-R64,mandatory_strategy,1,1,0,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C02-X01/jump_highs_tagged_cover__full_fixed_point.toml,a7d797a5bb0931aab7710f812bdfb1ba23694c39e7305c6043b434e318eb96d6
V2-B-N064-R064-C02-X01,structured,N64-R64,redundant_requirement,27,0,27,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C02-X01/jump_highs_tagged_cover__full_fixed_point.toml,a7d797a5bb0931aab7710f812bdfb1ba23694c39e7305c6043b434e318eb96d6
V2-B-N064-R064-C02-X02,structured,N64-R64,empty_contribution,24,24,0,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C02-X02/jump_highs_tagged_cover__full_fixed_point.toml,953beabd445e8fdcadb4d5d6cf32851c2cce96d3dd21f9221e9c4aa0a56da902
V2-B-N064-R064-C02-X02,structured,N64-R64,mandatory_strategy_propagation,0,0,0,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C02-X02/jump_highs_tagged_cover__full_fixed_point.toml,953beabd445e8fdcadb4d5d6cf32851c2cce96d3dd21f9221e9c4aa0a56da902
V2-B-N064-R064-C02-X02,structured,N64-R64,duplicate_coverage,0,0,0,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C02-X02/jump_highs_tagged_cover__full_fixed_point.toml,953beabd445e8fdcadb4d5d6cf32851c2cce96d3dd21f9221e9c4aa0a56da902
V2-B-N064-R064-C02-X02,structured,N64-R64,coverage_dominance,11,11,0,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C02-X02/jump_highs_tagged_cover__full_fixed_point.toml,953beabd445e8fdcadb4d5d6cf32851c2cce96d3dd21f9221e9c4aa0a56da902
V2-B-N064-R064-C02-X02,structured,N64-R64,forced_selection_propagation,8,0,17,experiments/algorithmic_compression_v2/results/raw_runs/V2-B-N064-R064-C02-X02/jump_highs_tagged_cover__full_fixed_point.toml,953beabd445e8fdcadb4d5d6cf32851c2cce96d3dd21f9221e9c4aa0a56da902
