trial_id,corner,raw_library_ids,raw_library_valid,frontier,closure,passive_value,research_option_premium,total_value,shared_catalog,shared_closure,raw_compressed_value_gate
177,L01,base_1;base_2;base_3;closure_carrier;inactive,true,17//4;15//4;15//4,core_a;core_b;core_c;expansion,8225//768,203//512,17059//1536,true,true,true
177,L10,base_1;base_2;base_3;frontier_addition;inactive,true,17//4;21//4;15//4,core_a;core_b;core_c,9275//768,0//1,9275//768,true,true,true
177,L11,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,true,17//4;21//4;15//4,core_a;core_b;core_c;expansion,9275//768,223//256,1243//96,true,true,true
178,L00,base_1;base_2;base_3;inactive,true,23//4;25//4;23//4,core_a;core_b;core_c,12425//768,0//1,12425//768,true,true,true
178,L01,base_1;base_2;base_3;closure_carrier;inactive,true,23//4;25//4;23//4,core_a;core_b;core_c;expansion,12425//768,0//1,12425//768,true,true,true
178,L10,base_1;base_2;base_3;frontier_addition;inactive,true,23//4;33//4;23//4,core_a;core_b;core_c,13825//768,0//1,13825//768,true,true,true
178,L11,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,true,23//4;33//4;23//4,core_a;core_b;core_c;expansion,13825//768,0//1,13825//768,true,true,true
179,L00,base_1;base_2;base_3;inactive,true,23//4;25//4;23//4,core_a;core_b;core_c,12425//768,0//1,12425//768,true,true,true
179,L01,base_1;base_2;base_3;closure_carrier;inactive,true,23//4;25//4;23//4,core_a;core_b;core_c;expansion,12425//768,0//1,12425//768,true,true,true
179,L10,base_1;base_2;base_3;frontier_addition;inactive,true,23//4;25//4;8//1,core_a;core_b;core_c,875//48,0//1,875//48,true,true,true
179,L11,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,true,23//4;25//4;8//1,core_a;core_b;core_c;expansion,875//48,0//1,875//48,true,true,true
180,L00,base_1;base_2;base_3;inactive,true,4//1;15//4;17//4,core_a;core_b;core_c,175//16,0//1,175//16,true,true,true
180,L01,base_1;base_2;base_3;closure_carrier;inactive,true,4//1;15//4;17//4,bridge;core_a;core_b;core_c;trigger_a;trigger_b,175//16,163//1024,11363//1024,true,true,true
180,L10,base_1;base_2;base_3;frontier_addition;inactive,true,4//1;5//1;17//4,core_a;core_b;core_c,9275//768,0//1,9275//768,true,true,true
180,L11,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,true,4//1;5//1;17//4,bridge;core_a;core_b;core_c;trigger_a;trigger_b,9275//768,169//256,4891//384,true,true,true
181,L00,base_1;base_2;base_3;inactive,true,15//4;17//4;17//4,core_a;core_b;core_c,8575//768,0//1,8575//768,true,true,true
181,L01,base_1;base_2;base_3;closure_carrier;inactive,true,15//4;17//4;17//4,bridge;core_a;core_b;core_c;trigger_a;trigger_b,8575//768,0//1,8575//768,true,true,true
181,L10,base_1;base_2;base_3;frontier_addition;inactive,true,15//4;17//4;19//4,core_a;core_b;core_c,2975//256,0//1,2975//256,true,true,true
181,L11,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,true,15//4;17//4;19//4,bridge;core_a;core_b;core_c;trigger_a;trigger_b,2975//256,0//1,2975//256,true,true,true
182,L00,base_1;base_2;base_3;inactive,true,23//4;6//1;25//4,core_a;core_b;core_c,525//32,0//1,525//32,true,true,true
182,L01,base_1;base_2;base_3;closure_carrier;inactive,true,23//4;6//1;25//4,bridge;core_a;core_b;core_c;trigger_a;trigger_b,525//32,5187//16384,273987//16384,true,true,true
182,L10,base_1;base_2;base_3;frontier_addition;inactive,true,23//4;8//1;25//4,core_a;core_b;core_c,875//48,0//1,875//48,true,true,true
182,L11,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,true,23//4;8//1;25//4,bridge;core_a;core_b;core_c;trigger_a;trigger_b,875//48,10831//8192,480493//24576,true,true,true
183,L00,base_1;base_2;base_3;inactive,true,6//1;23//4;6//1,core_a;core_b;core_c,12425//768,0//1,12425//768,true,true,true
183,L01,base_1;base_2;base_3;closure_carrier;inactive,true,6//1;23//4;6//1,bridge;core_a;core_b;core_c;trigger_a;trigger_b,12425//768,0//1,12425//768,true,true,true
183,L10,base_1;base_2;base_3;frontier_addition;inactive,true,33//4;23//4;6//1,core_a;core_b;core_c,875//48,0//1,875//48,true,true,true
183,L11,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,true,33//4;23//4;6//1,bridge;core_a;core_b;core_c;trigger_a;trigger_b,875//48,0//1,875//48,true,true,true
184,L00,base_1;base_2;base_3;inactive,true,25//4;6//1;23//4,core_a;core_b;core_c,525//32,0//1,525//32,true,true,true
184,L01,base_1;base_2;base_3;closure_carrier;inactive,true,25//4;6//1;23//4,core_a;core_b;core_c;expansion,525//32,433//1024,17233//1024,true,true,true
184,L10,base_1;base_2;base_3;frontier_addition;inactive,true,25//4;31//4;23//4,core_a;core_b;core_c,13825//768,0//1,13825//768,true,true,true
184,L11,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,true,25//4;31//4;23//4,core_a;core_b;core_c;expansion,13825//768,223//256,7247//384,true,true,true
185,L00,base_1;base_2;base_3;inactive,true,15//4;15//4;4//1,core_a;core_b;core_c,4025//384,0//1,4025//384,true,true,true
185,L01,base_1;base_2;base_3;closure_carrier;inactive,true,15//4;15//4;4//1,bridge;core_a;core_b;core_c;trigger_a;trigger_b,4025//384,2035//4096,134905//12288,true,true,true
185,L10,base_1;base_2;base_3;frontier_addition;inactive,true,15//4;19//4;4//1,core_a;core_b;core_c,4375//384,0//1,4375//384,true,true,true
185,L11,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,true,15//4;19//4;4//1,bridge;core_a;core_b;core_c;trigger_a;trigger_b,4375//384,25443//16384,636329//49152,true,true,true
186,L00,base_1;base_2;base_3;inactive,true,25//4;23//4;23//4,core_a;core_b;core_c,12425//768,0//1,12425//768,true,true,true
186,L01,base_1;base_2;base_3;closure_carrier;inactive,true,25//4;23//4;23//4,bridge;core_a;core_b;core_c;trigger_a;trigger_b,12425//768,69823//16384,1004669//49152,true,true,true
186,L10,base_1;base_2;base_3;frontier_addition;inactive,true,25//4;23//4;8//1,core_a;core_b;core_c,875//48,0//1,875//48,true,true,true
186,L11,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,true,25//4;23//4;8//1,bridge;core_a;core_b;core_c;trigger_a;trigger_b,875//48,20101//4096,284303//12288,true,true,true
187,L00,base_1;base_2;base_3;inactive,true,15//4;15//4;17//4,core_a;core_b;core_c,8225//768,0//1,8225//768,true,true,true
187,L01,base_1;base_2;base_3;closure_carrier;inactive,true,15//4;15//4;17//4,bridge;core_a;core_b;core_c;trigger_a;trigger_b,8225//768,0//1,8225//768,true,true,true
187,L10,base_1;base_2;base_3;frontier_addition;inactive,true,19//4;15//4;17//4,core_a;core_b;core_c,2975//256,0//1,2975//256,true,true,true
187,L11,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,true,19//4;15//4;17//4,bridge;core_a;core_b;core_c;trigger_a;trigger_b,2975//256,0//1,2975//256,true,true,true
188,L00,base_1;base_2;base_3;inactive,true,4//1;15//4;15//4,core_a;core_b;core_c,4025//384,0//1,4025//384,true,true,true
188,L01,base_1;base_2;base_3;closure_carrier;inactive,true,4//1;15//4;15//4,bridge;core_a;core_b;core_c;trigger_a;trigger_b,4025//384,0//1,4025//384,true,true,true
188,L10,base_1;base_2;base_3;frontier_addition;inactive,true,5//1;15//4;15//4,core_a;core_b;core_c,4375//384,0//1,4375//384,true,true,true
188,L11,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,true,5//1;15//4;15//4,bridge;core_a;core_b;core_c;trigger_a;trigger_b,4375//384,0//1,4375//384,true,true,true
189,L00,base_1;base_2;base_3;inactive,true,23//4;6//1;6//1,core_a;core_b;core_c,12425//768,0//1,12425//768,true,true,true
189,L01,base_1;base_2;base_3;closure_carrier;inactive,true,23//4;6//1;6//1,bridge;core_a;core_b;core_c;trigger_a;trigger_b,12425//768,0//1,12425//768,true,true,true
189,L10,base_1;base_2;base_3;frontier_addition;inactive,true,8//1;6//1;6//1,core_a;core_b;core_c,875//48,0//1,875//48,true,true,true
189,L11,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,true,8//1;6//1;6//1,bridge;core_a;core_b;core_c;trigger_a;trigger_b,875//48,0//1,875//48,true,true,true
190,L00,base_1;base_2;base_3;inactive,true,6//1;25//4;6//1,core_a;core_b;core_c,12775//768,0//1,12775//768,true,true,true
190,L01,base_1;base_2;base_3;closure_carrier;inactive,true,6//1;25//4;6//1,core_a;core_b;core_c;expansion,12775//768,0//1,12775//768,true,true,true
190,L10,base_1;base_2;base_3;frontier_addition;inactive,true,31//4;25//4;6//1,core_a;core_b;core_c,875//48,0//1,875//48,true,true,true
190,L11,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,true,31//4;25//4;6//1,core_a;core_b;core_c;expansion,875//48,0//1,875//48,true,true,true
191,L00,base_1;base_2;base_3;inactive,true,17//4;15//4;4//1,core_a;core_b;core_c,175//16,0//1,175//16,true,true,true
191,L01,base_1;base_2;base_3;closure_carrier;inactive,true,17//4;15//4;4//1,core_a;core_b;core_c;expansion,175//16,0//1,175//16,true,true,true
191,L10,base_1;base_2;base_3;frontier_addition;inactive,true,17//4;21//4;4//1,core_a;core_b;core_c,1575//128,0//1,1575//128,true,true,true
191,L11,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,true,17//4;21//4;4//1,core_a;core_b;core_c;expansion,1575//128,0//1,1575//128,true,true,true
192,L00,base_1;base_2;base_3;inactive,true,15//4;4//1;4//1,core_a;core_b;core_c,8225//768,0//1,8225//768,true,true,true
192,L01,base_1;base_2;base_3;closure_carrier;inactive,true,15//4;4//1;4//1,core_a;core_b;core_c;expansion,8225//768,25705//32768,1129915//98304,true,true,true
192,L10,base_1;base_2;base_3;frontier_addition;inactive,true,21//4;4//1;4//1,core_a;core_b;core_c,9275//768,0//1,9275//768,true,true,true
192,L11,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,true,21//4;4//1;4//1,core_a;core_b;core_c;expansion,9275//768,2701//2048,82303//6144,true,true,true
193,L00,base_1;base_2;base_3;inactive,true,23//4;23//4;25//4,core_a;core_b;core_c,12425//768,0//1,12425//768,true,true,true
193,L01,base_1;base_2;base_3;closure_carrier;inactive,true,23//4;23//4;25//4,core_a;core_b;core_c;expansion,12425//768,73495//16384,1015685//49152,true,true,true
193,L10,base_1;base_2;base_3;frontier_addition;inactive,true,23//4;8//1;25//4,core_a;core_b;core_c,875//48,0//1,875//48,true,true,true
193,L11,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,true,23//4;8//1;25//4,core_a;core_b;core_c;expansion,875//48,5539//1024,72617//3072,true,true,true
194,L00,base_1;base_2;base_3;inactive,true,25//4;25//4;6//1,core_a;core_b;core_c,6475//384,0//1,6475//384,true,true,true
194,L01,base_1;base_2;base_3;closure_carrier;inactive,true,25//4;25//4;6//1,bridge;core_a;core_b;core_c;trigger_a;trigger_b,6475//384,1727//2048,108781//6144,true,true,true
194,L10,base_1;base_2;base_3;frontier_addition;inactive,true,25//4;31//4;6//1,core_a;core_b;core_c,875//48,0//1,875//48,true,true,true
194,L11,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,true,25//4;31//4;6//1,bridge;core_a;core_b;core_c;trigger_a;trigger_b,875//48,42229//16384,1022687//49152,true,true,true
195,L00,base_1;base_2;base_3;inactive,true,6//1;25//4;25//4,core_a;core_b;core_c,6475//384,0//1,6475//384,true,true,true
195,L01,base_1;base_2;base_3;closure_carrier;inactive,true,6//1;25//4;25//4,bridge;core_a;core_b;core_c;trigger_a;trigger_b,6475//384,0//1,6475//384,true,true,true
195,L10,base_1;base_2;base_3;frontier_addition;inactive,true,6//1;25//4;33//4,core_a;core_b;core_c,7175//384,0//1,7175//384,true,true,true
195,L11,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,true,6//1;25//4;33//4,bridge;core_a;core_b;core_c;trigger_a;trigger_b,7175//384,0//1,7175//384,true,true,true
196,L00,base_1;base_2;base_3;inactive,true,23//4;6//1;6//1,core_a;core_b;core_c,12425//768,0//1,12425//768,true,true,true
196,L01,base_1;base_2;base_3;closure_carrier;inactive,true,23//4;6//1;6//1,core_a;core_b;core_c;expansion,12425//768,39931//16384,914993//49152,true,true,true
196,L10,base_1;base_2;base_3;frontier_addition;inactive,true,31//4;6//1;6//1,core_a;core_b;core_c,13825//768,0//1,13825//768,true,true,true
196,L11,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,true,31//4;6//1;6//1,core_a;core_b;core_c;expansion,13825//768,20809//4096,283627//12288,true,true,true
197,L00,base_1;base_2;base_3;inactive,true,15//4;4//1;15//4,core_a;core_b;core_c,4025//384,0//1,4025//384,true,true,true
197,L01,base_1;base_2;base_3;closure_carrier;inactive,true,15//4;4//1;15//4,core_a;core_b;core_c;expansion,4025//384,0//1,4025//384,true,true,true
197,L10,base_1;base_2;base_3;frontier_addition;inactive,true,15//4;19//4;15//4,core_a;core_b;core_c,8575//768,0//1,8575//768,true,true,true
197,L11,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,true,15//4;19//4;15//4,core_a;core_b;core_c;expansion,8575//768,0//1,8575//768,true,true,true
198,L00,base_1;base_2;base_3;inactive,true,4//1;17//4;15//4,core_a;core_b;core_c,175//16,0//1,175//16,true,true,true
198,L01,base_1;base_2;base_3;closure_carrier;inactive,true,4//1;17//4;15//4,bridge;core_a;core_b;core_c;trigger_a;trigger_b,175//16,29555//8192,119155//8192,true,true,true
198,L10,base_1;base_2;base_3;frontier_addition;inactive,true,4//1;17//4;21//4,core_a;core_b;core_c,1575//128,0//1,1575//128,true,true,true
198,L11,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,true,4//1;17//4;21//4,bridge;core_a;core_b;core_c;trigger_a;trigger_b,1575//128,20101//4096,70501//4096,true,true,true
199,L00,base_1;base_2;base_3;inactive,true,4//1;15//4;4//1,core_a;core_b;core_c,8225//768,0//1,8225//768,true,true,true
199,L01,base_1;base_2;base_3;closure_carrier;inactive,true,4//1;15//4;4//1,bridge;core_a;core_b;core_c;trigger_a;trigger_b,8225//768,21517//16384,590951//49152,true,true,true
199,L10,base_1;base_2;base_3;frontier_addition;inactive,true,19//4;15//4;4//1,core_a;core_b;core_c,4375//384,0//1,4375//384,true,true,true
199,L11,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,true,19//4;15//4;4//1,bridge;core_a;core_b;core_c;trigger_a;trigger_b,4375//384,1369//512,21607//1536,true,true,true
200,L00,base_1;base_2;base_3;inactive,true,6//1;23//4;25//4,core_a;core_b;core_c,525//32,0//1,525//32,true,true,true
200,L01,base_1;base_2;base_3;closure_carrier;inactive,true,6//1;23//4;25//4,core_a;core_b;core_c;expansion,525//32,0//1,525//32,true,true,true
200,L10,base_1;base_2;base_3;frontier_addition;inactive,true,6//1;33//4;25//4,core_a;core_b;core_c,7175//384,0//1,7175//384,true,true,true
200,L11,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,true,6//1;33//4;25//4,core_a;core_b;core_c;expansion,7175//384,0//1,7175//384,true,true,true
201,L00,base_1;base_2;base_3;inactive,true,23//4;23//4;25//4,core_a;core_b;core_c,12425//768,0//1,12425//768,true,true,true
201,L01,base_1;base_2;base_3;closure_carrier;inactive,true,23//4;23//4;25//4,core_a;core_b;core_c;expansion,12425//768,0//1,12425//768,true,true,true
201,L10,base_1;base_2;base_3;frontier_addition;inactive,true,23//4;33//4;25//4,core_a;core_b;core_c,4725//256,0//1,4725//256,true,true,true
201,L11,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,true,23//4;33//4;25//4,core_a;core_b;core_c;expansion,4725//256,0//1,4725//256,true,true,true
202,L00,base_1;base_2;base_3;inactive,true,17//4;15//4;17//4,core_a;core_b;core_c,8575//768,0//1,8575//768,true,true,true
202,L01,base_1;base_2;base_3;closure_carrier;inactive,true,17//4;15//4;17//4,bridge;core_a;core_b;core_c;trigger_a;trigger_b,8575//768,95//512,17435//1536,true,true,true
202,L10,base_1;base_2;base_3;frontier_addition;inactive,true,17//4;21//4;17//4,core_a;core_b;core_c,9625//768,0//1,9625//768,true,true,true
202,L11,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,true,17//4;21//4;17//4,bridge;core_a;core_b;core_c;trigger_a;trigger_b,9625//768,71//128,10051//768,true,true,true
203,L00,base_1;base_2;base_3;inactive,true,15//4;4//1;4//1,core_a;core_b;core_c,8225//768,0//1,8225//768,true,true,true
203,L01,base_1;base_2;base_3;closure_carrier;inactive,true,15//4;4//1;4//1,bridge;core_a;core_b;core_c;trigger_a;trigger_b,8225//768,35939//8192,371017//24576,true,true,true
203,L10,base_1;base_2;base_3;frontier_addition;inactive,true,21//4;4//1;4//1,core_a;core_b;core_c,9275//768,0//1,9275//768,true,true,true
203,L11,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,true,21//4;4//1;4//1,bridge;core_a;core_b;core_c;trigger_a;trigger_b,9275//768,5539//1024,53717//3072,true,true,true
204,L00,base_1;base_2;base_3;inactive,true,15//4;15//4;15//4,core_a;core_b;core_c,2625//256,0//1,2625//256,true,true,true
204,L01,base_1;base_2;base_3;closure_carrier;inactive,true,15//4;15//4;15//4,core_a;core_b;core_c;expansion,2625//256,1247//512,6497//512,true,true,true
204,L10,base_1;base_2;base_3;frontier_addition;inactive,true,15//4;21//4;15//4,core_a;core_b;core_c,2975//256,0//1,2975//256,true,true,true
204,L11,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,true,15//4;21//4;15//4,core_a;core_b;core_c;expansion,2975//256,9377//2048,33177//2048,true,true,true
205,L00,base_1;base_2;base_3;inactive,true,6//1;23//4;23//4,core_a;core_b;core_c,6125//384,0//1,6125//384,true,true,true
205,L01,base_1;base_2;base_3;closure_carrier;inactive,true,6//1;23//4;23//4,bridge;core_a;core_b;core_c;trigger_a;trigger_b,6125//384,67001//32768,1769003//98304,true,true,true
205,L10,base_1;base_2;base_3;frontier_addition;inactive,true,6//1;33//4;23//4,core_a;core_b;core_c,875//48,0//1,875//48,true,true,true
205,L11,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,true,6//1;33//4;23//4,bridge;core_a;core_b;core_c;trigger_a;trigger_b,875//48,66883//16384,1096649//49152,true,true,true
206,L00,base_1;base_2;base_3;inactive,true,17//4;17//4;4//1,core_a;core_b;core_c,4375//384,0//1,4375//384,true,true,true
206,L01,base_1;base_2;base_3;closure_carrier;inactive,true,17//4;17//4;4//1,core_a;core_b;core_c;expansion,4375//384,0//1,4375//384,true,true,true
206,L10,base_1;base_2;base_3;frontier_addition;inactive,true,17//4;17//4;5//1,core_a;core_b;core_c,1575//128,0//1,1575//128,true,true,true
206,L11,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,true,17//4;17//4;5//1,core_a;core_b;core_c;expansion,1575//128,0//1,1575//128,true,true,true
207,L00,base_1;base_2;base_3;inactive,true,17//4;15//4;4//1,core_a;core_b;core_c,175//16,0//1,175//16,true,true,true
207,L01,base_1;base_2;base_3;closure_carrier;inactive,true,17//4;15//4;4//1,core_a;core_b;core_c;expansion,175//16,0//1,175//16,true,true,true
207,L10,base_1;base_2;base_3;frontier_addition;inactive,true,19//4;15//4;4//1,core_a;core_b;core_c,4375//384,0//1,4375//384,true,true,true
207,L11,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,true,19//4;15//4;4//1,core_a;core_b;core_c;expansion,4375//384,0//1,4375//384,true,true,true
208,L00,base_1;base_2;base_3;inactive,true,15//4;17//4;17//4,core_a;core_b;core_c,8575//768,0//1,8575//768,true,true,true
208,L01,base_1;base_2;base_3;closure_carrier;inactive,true,15//4;17//4;17//4,core_a;core_b;core_c;expansion,8575//768,95//512,17435//1536,true,true,true
208,L10,base_1;base_2;base_3;frontier_addition;inactive,true,15//4;19//4;17//4,core_a;core_b;core_c,2975//256,0//1,2975//256,true,true,true
208,L11,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,true,15//4;19//4;17//4,core_a;core_b;core_c;expansion,2975//256,223//256,1599//128,true,true,true
209,L00,base_1;base_2;base_3;inactive,true,4//1;4//1;4//1,core_a;core_b;core_c,175//16,0//1,175//16,true,true,true
209,L01,base_1;base_2;base_3;closure_carrier;inactive,true,4//1;4//1;4//1,core_a;core_b;core_c;expansion,175//16,0//1,175//16,true,true,true
209,L10,base_1;base_2;base_3;frontier_addition;inactive,true,4//1;21//4;4//1,core_a;core_b;core_c,9275//768,0//1,9275//768,true,true,true
209,L11,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,true,4//1;21//4;4//1,core_a;core_b;core_c;expansion,9275//768,0//1,9275//768,true,true,true
210,L00,base_1;base_2;base_3;inactive,true,17//4;17//4;15//4,core_a;core_b;core_c,8575//768,0//1,8575//768,true,true,true
210,L01,base_1;base_2;base_3;closure_carrier;inactive,true,17//4;17//4;15//4,bridge;core_a;core_b;core_c;trigger_a;trigger_b,8575//768,68509//16384,754327//49152,true,true,true
210,L10,base_1;base_2;base_3;frontier_addition;inactive,true,5//1;17//4;15//4,core_a;core_b;core_c,2275//192,0//1,2275//192,true,true,true
210,L11,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,true,5//1;17//4;15//4,bridge;core_a;core_b;core_c;trigger_a;trigger_b,2275//192,13133//2048,112199//6144,true,true,true
211,L00,base_1;base_2;base_3;inactive,true,25//4;23//4;25//4,core_a;core_b;core_c,12775//768,0//1,12775//768,true,true,true
211,L01,base_1;base_2;base_3;closure_carrier;inactive,true,25//4;23//4;25//4,bridge;core_a;core_b;core_c;trigger_a;trigger_b,12775//768,0//1,12775//768,true,true,true
211,L10,base_1;base_2;base_3;frontier_addition;inactive,true,25//4;31//4;25//4,core_a;core_b;core_c,4725//256,0//1,4725//256,true,true,true
211,L11,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,true,25//4;31//4;25//4,bridge;core_a;core_b;core_c;trigger_a;trigger_b,4725//256,43//256,149//8,true,true,true
212,L00,base_1;base_2;base_3;inactive,true,25//4;23//4;6//1,core_a;core_b;core_c,525//32,0//1,525//32,true,true,true
212,L01,base_1;base_2;base_3;closure_carrier;inactive,true,25//4;23//4;6//1,bridge;core_a;core_b;core_c;trigger_a;trigger_b,525//32,0//1,525//32,true,true,true
212,L10,base_1;base_2;base_3;frontier_addition;inactive,true,25//4;23//4;8//1,core_a;core_b;core_c,875//48,0//1,875//48,true,true,true
212,L11,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,true,25//4;23//4;8//1,bridge;core_a;core_b;core_c;trigger_a;trigger_b,875//48,0//1,875//48,true,true,true
213,L00,base_1;base_2;base_3;inactive,true,23//4;6//1;25//4,core_a;core_b;core_c,525//32,0//1,525//32,true,true,true
213,L01,base_1;base_2;base_3;closure_carrier;inactive,true,23//4;6//1;25//4,core_a;core_b;core_c;expansion,525//32,0//1,525//32,true,true,true
213,L10,base_1;base_2;base_3;frontier_addition;inactive,true,8//1;6//1;25//4,core_a;core_b;core_c,4725//256,0//1,4725//256,true,true,true
213,L11,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,true,8//1;6//1;25//4,core_a;core_b;core_c;expansion,4725//256,0//1,4725//256,true,true,true
214,L00,base_1;base_2;base_3;inactive,true,25//4;23//4;23//4,core_a;core_b;core_c,12425//768,0//1,12425//768,true,true,true
214,L01,base_1;base_2;base_3;closure_carrier;inactive,true,25//4;23//4;23//4,bridge;core_a;core_b;core_c;trigger_a;trigger_b,12425//768,0//1,12425//768,true,true,true
214,L10,base_1;base_2;base_3;frontier_addition;inactive,true,25//4;23//4;31//4,core_a;core_b;core_c,13825//768,0//1,13825//768,true,true,true
214,L11,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,true,25//4;23//4;31//4,bridge;core_a;core_b;core_c;trigger_a;trigger_b,13825//768,0//1,13825//768,true,true,true
215,L00,base_1;base_2;base_3;inactive,true,15//4;4//1;4//1,core_a;core_b;core_c,8225//768,0//1,8225//768,true,true,true
215,L01,base_1;base_2;base_3;closure_carrier;inactive,true,15//4;4//1;4//1,core_a;core_b;core_c;expansion,8225//768,0//1,8225//768,true,true,true
215,L10,base_1;base_2;base_3;frontier_addition;inactive,true,5//1;4//1;4//1,core_a;core_b;core_c,2275//192,0//1,2275//192,true,true,true
215,L11,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,true,5//1;4//1;4//1,core_a;core_b;core_c;expansion,2275//192,0//1,2275//192,true,true,true
216,L00,base_1;base_2;base_3;inactive,true,15//4;4//1;4//1,core_a;core_b;core_c,8225//768,0//1,8225//768,true,true,true
216,L01,base_1;base_2;base_3;closure_carrier;inactive,true,15//4;4//1;4//1,core_a;core_b;core_c;expansion,8225//768,0//1,8225//768,true,true,true
216,L10,base_1;base_2;base_3;frontier_addition;inactive,true,21//4;4//1;4//1,core_a;core_b;core_c,9275//768,0//1,9275//768,true,true,true
216,L11,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,true,21//4;4//1;4//1,core_a;core_b;core_c;expansion,9275//768,0//1,9275//768,true,true,true
217,L00,base_1;base_2;base_3;inactive,true,4//1;4//1;17//4,core_a;core_b;core_c,8575//768,0//1,8575//768,true,true,true
217,L01,base_1;base_2;base_3;closure_carrier;inactive,true,4//1;4//1;17//4,core_a;core_b;core_c;expansion,8575//768,0//1,8575//768,true,true,true
217,L10,base_1;base_2;base_3;frontier_addition;inactive,true,5//1;4//1;17//4,core_a;core_b;core_c,9275//768,0//1,9275//768,true,true,true
217,L11,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,true,5//1;4//1;17//4,core_a;core_b;core_c;expansion,9275//768,0//1,9275//768,true,true,true
218,L00,base_1;base_2;base_3;inactive,true,17//4;17//4;4//1,core_a;core_b;core_c,4375//384,0//1,4375//384,true,true,true
218,L01,base_1;base_2;base_3;closure_carrier;inactive,true,17//4;17//4;4//1,bridge;core_a;core_b;core_c;trigger_a;trigger_b,4375//384,68509//16384,765527//49152,true,true,true
218,L10,base_1;base_2;base_3;frontier_addition;inactive,true,5//1;17//4;4//1,core_a;core_b;core_c,9275//768,0//1,9275//768,true,true,true
218,L11,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,true,5//1;17//4;4//1,bridge;core_a;core_b;core_c;trigger_a;trigger_b,9275//768,13133//2048,113599//6144,true,true,true
219,L00,base_1;base_2;base_3;inactive,true,6//1;23//4;25//4,core_a;core_b;core_c,525//32,0//1,525//32,true,true,true
219,L01,base_1;base_2;base_3;closure_carrier;inactive,true,6//1;23//4;25//4,bridge;core_a;core_b;core_c;trigger_a;trigger_b,525//32,0//1,525//32,true,true,true
219,L10,base_1;base_2;base_3;frontier_addition;inactive,true,6//1;33//4;25//4,core_a;core_b;core_c,7175//384,0//1,7175//384,true,true,true
219,L11,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,true,6//1;33//4;25//4,bridge;core_a;core_b;core_c;trigger_a;trigger_b,7175//384,0//1,7175//384,true,true,true
220,L00,base_1;base_2;base_3;inactive,true,6//1;6//1;23//4,core_a;core_b;core_c,12425//768,0//1,12425//768,true,true,true
220,L01,base_1;base_2;base_3;closure_carrier;inactive,true,6//1;6//1;23//4,bridge;core_a;core_b;core_c;trigger_a;trigger_b,12425//768,71237//65536,3394511//196608,true,true,true
220,L10,base_1;base_2;base_3;frontier_addition;inactive,true,31//4;6//1;23//4,core_a;core_b;core_c,2275//128,0//1,2275//128,true,true,true
220,L11,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,true,31//4;6//1;23//4,bridge;core_a;core_b;core_c;trigger_a;trigger_b,2275//128,8177//4096,80977//4096,true,true,true
