slice_factor,slice_level,n,metric,parameter,defined_n,exact_value
module_overlap,low,512,normalized_value_capacity,B25,512,24724543784516272505101005162228584260476342929552454167000772543883390927929660163461171282085935915662871180208046649397360798691113438877992148800929775861457753881060336773947671848950059780814113186860467849555479512696277685864591195901619137917125724230865755081132327897602157885471071723554403773686937276620178112445148595854097802922943299121425811510370712745213937118757724352072908247211313102245183329348122337603247854712829100611315306007170167815303037721726686500755080733979763619428902209010879975035300095275498801351361206591686968996607716409981614717306679590509126993770840085238522205756415077095327318134982450044195137932396665982328699947053257501971607127904850772032051072484571587//34531670682917465400526293152814531476741285755840181471201301607694911732610785219252236225390911127896827420839988532313407809176758309678739789924447276292924537660797540355423871513448084284837265674363397810884184288837697527532888395981420644800076724483468652194010185853139796989246034668317831917802173217296432621788294961938736832692446025029531592692435683164806029551901593076289534293376739715763210932477610047844931501841227180293258801750543732489936831544947019171757374329060551209386253129768709329576228541995161890124778055476964804467660516384683905063649397047277494465301915615633396104914144819947484625084705696453452327301264684552056535827127625931752865972018514425406266504642560000
module_overlap,low,512,normalized_value_capacity,B50,512,169944722881214056148236352120858838486007047484125549490619311212174363569104925057574368568232723791759111554104269487806148875387092755578054898380455575445459671898718734896099074874487591976563434925844213950668814630197130026335438192415371603950928789062543360636817876598772422335419426254663991899008369352882492925428942967168085976774307584895004394680405763991227452564152674629375345557621296786060591111075969999181709514405040725581665331191296806854902573130268222290935601845859385460699475101583161464221214996160545192874302215835204623484599236774951310213277765674623391166101070173499230947080841338572593439269//182297668065984650315790800086925771412473400342867601483032826564544563623253275608263531323186117959800006718339142471744093024295826463285968221733895188357958516761585732163587813522290457637633846692269653935750858259448391778653746866096832137787336763963643726138216148069960516804146258878594448603533020885795737473415557041980146560595675383232764490799671751537726087859755267844605415953265962617759781980143408569920203039205085192662330864302719193906093579250300858580645147788298688077059664504356444583744729347277583526898313314159620066905597543046145273571774420380395224142202228404964650199348297292847946792960
module_overlap,low,512,normalized_value_capacity,B75,512,118593968466418901552706832250802669327482146908045388274631669753746561582101338247919087859236797655186159004554298065144328100347758541184993882477394765984464207586238301274079173835357171161145553469102757113228134183266291318450486706599367419529425562273752272321743115018007336402240088712106826330087628989944664650380236026949//120010785182162038885095037163506377219911979780305078393475869572208097311552931683128975148193024613561337456273726871970839210149495068034621104285467229143756526453972898727313356367771872172189634856247486031382884906583981409982330134178529525533783655233308154632531584790853733366673952705335908340520725705887686696425417605120
module_overlap,low,512,normalized_value_capacity,B100,512,1//1
module_overlap,low,512,registered_capacity_shadow,B0_B25,512,10208050619//2264924160
module_overlap,low,512,registered_capacity_shadow,B25_B50,512,14373795497//9059696640
module_overlap,low,512,registered_capacity_shadow,B50_B75,512,266534849//603979776
module_overlap,low,512,registered_capacity_shadow,B75_B100,512,23893109//226492416
module_overlap,low,512,resource_demand_elasticity,E025_050,512,-7453//143360
module_overlap,low,512,operational_elasticity_contribution,E025_050,512,-3159253074314831370280964454387701251593753920467785249653014387217607046052184603267538033653029631309862957//530145608579905899494327025113502142377694707634431938296772421641284745707411106569137581547619051318404126720
module_overlap,low,512,generative_elasticity_contribution,E025_050,512,-149462357791158828405829101579336665639363145115926840572551148361054245126839196845371757632122874677180697977079314333170727001922865279835670383444006611284408867417971093195980848030482197110734505987//121009633795131230183557070861031724030978501367109770812918774511902808319076750892964152767532700532560045131918211655935148577664295052278663087369880896234064707360999732722224539392944074756323242803200
module_overlap,low,512,productive_value_elasticity,E025_050,512,-2611755314485813977688912573037977693389915099177349627702032511553193074321478548504581001378315300851903186245448602655119804710502166415497655999473915343197100925670879863809747699167947530003005147721//363028901385393690550671212583095172092935504101329312438756323535708424957230252678892458302598101597680135395754634967805445732992885156835989262109642688702194122082999198166673618178832224268969728409600
module_overlap,low,512,resource_demand_elasticity,E050_100,512,-6841//30720
module_overlap,low,512,operational_elasticity_contribution,E050_100,512,-127191115217778393995263905476822786430839300829961836646680650164090791673617242958098920128634218670101515450620288498926993268534051240376986550454387088958945293503981128823250548760373631216711009885883610360037799475107//2728297192210081248796544576255685149651768184834148195233462629124723608795477513416742668772619479959874619151911075799598726727827590004568966454716100295626084413772247723914742801104204101814387179364519066625437109836800
module_overlap,low,512,generative_elasticity_contribution,E050_100,512,-153794764770551929310669782748855201762805359708941419393439464501452448311783110816115416211543833182191007788111641078463074152076467566922207447454476918433624802389036003213372810428305653337594272470323815581710320188953225507517714458485346168981763232993744947228633671681758959727028509//190486128001314996200231854265972545020603135555274312374189022460044311109821920917991781248461684715378144952067414174673783818633614964063298693637456963207390079891958307666767987209707508582046830393628733033726383995316726692959972409952286163270933839192534098451858470876421551055524659200
module_overlap,low,512,productive_value_elasticity,E050_100,512,-44008273862267977747875797868951072347048136003095462259112254982593736592494700932920216151991304563190333660900985850687404035800260034870126883351516000084885889362448906624335529368251447757860746358492865740467480338947008335209886384167982975951844942242282252915243573968499319271801189591//927923652778335624764872132184532923989253870862827498290640091866765562306910293126825460701570662970233887398082783669609718835800007398039343928654980411413777406725153627405951656992317863443538068525688506532713905661396686170968754488247101602366595836534391251522795942924322526486854041600
module_overlap,low,512,resource_demand_elasticity,E100_200,512,-48439//143360
module_overlap,low,512,operational_elasticity_contribution,E100_200,512,-109604113410926082227234145250407291847520158786917353500770142817762946221630293594830746872496818307044148554306695322671256704604781446277939346580277130326000492151362113432137729830809780471753929210398752303771012557247408217745670946737591//852847519486265126848933807832555718602100647078346302248366965614339177086762716906971397723865752251421524496593727273300094502701191418747070443541901861764751238815163807307869879096973117823911014586927332357856605550541602926891158559334400
module_overlap,low,512,generative_elasticity_contribution,E100_200,512,-69014907894361313476538527957094629627268048655045538521690359506613674881132862789165665623301649733631313433408388669220474180685392736383012990691826000335160008267812451217004202984275750060311392341071831964918094857316835495606742987532838087120484837599312236891450297479//21371312877179427645089978823241410411494455631067596129666299062583822382660010106081204863517470264776128512748030126576796786053797369580685713898311182556572561522446825789800278932910101716395344858893554195054355587288672175292281134942344914297742062836906124284194783232000
module_overlap,low,512,productive_value_elasticity,E100_200,512,-59126750923110233897255522815990193907085934596863113076239787701882063430563847437939274727612124106969619964312642859666176356768870107595143869617977402861263128483577066356437228243194153730478610637408589034265033357587702550046372834112099123756295635752948155382979968381139//448797570420767980546889555288069618641383568252419518722992280314260270035860212227705302133866875560298698767708632658112732507129744761194399991864534833688023791971383341585805857591112136044302242036764638096141467333062115681137903833789243200252583319575028609968090447872000
module_overlap,low,512,resource_demand_elasticity,E200_400,512,-3339//10240
module_overlap,low,512,operational_elasticity_contribution,E200_400,512,-96168459480901163041502676077628483368403288554326537357567426396609079614997976100919158132576267415341353876970859150162176406566489113335944266298206994742438893601490025859065305406851283448272253//541829794978053546462713780981978329132389514153057617534593783140923416815999678745131759092547384234102171392616400259059499668171350355712394162350861945766617212754135848920728308199182225325588480
module_overlap,low,512,generative_elasticity_contribution,E200_400,512,-255874083435034841718289762417798260584938976036504050241867832247451156944642592691403851408770676994690926391932117973450685332542830587423278744633305439025864454587635641845062118217722235383128859107505918773860771343610429893803//31061394783412411595504488959665644056243205042758619526106728036049516887600020563840519412005988669369897131772909844159177519661940585799436910173265151140818655723374880321395780163763562206952630169056896076266144613292227726458880
module_overlap,low,512,productive_value_elasticity,E200_400,512,-1853938441636361671976971600857280951140562271851805221929720481208181153504353678052636806242045155034169076557140633179807052814079243266504040437110200113595697964937394948238279926247861996657626204528016109747092805833753777918244617327//9982115431412155269952384657313753155960619612661746849304110896847450369806010440124095107277973825443256092045709921285229812271072455484130220310838589528027032307184268683951345419619826738804431939705141483682494797556886845723575746560
module_overlap,high,512,greedy_positive_frequency,all,512,0//1
module_overlap,high,512,greedy_optimality_gap_mean,all,512,0//1
module_overlap,high,512,greedy_optimality_gap_max,all,512,0//1
module_overlap,high,512,safe_weight_compression_ratio,all,512,31//80
module_overlap,high,512,safe_cardinality_compression_ratio,all,512,1//4
module_overlap,high,512,frontier_only_positive_loss_frequency,all,512,197//512
module_overlap,high,512,frontier_only_normalized_value_loss,all,512,91740974205219480253754945507362519251979066418781368354419612062215544233143954892235148047064351177426166125066360797551031512046718319875982671852728036424166341868376604798997294873348767176396471145587441518635360939340217228079974150315531139168320029100511536378878921060200442981204711608392482074539926064004665020458457362270489689239738542411625620817613065217961201099306574986391567715727120184627303288465666853803521380015595159111233721542988768969435438851512775269119936467358576640812071477277156305381057634674171482459503983258719869086232935489788437622437405467392528600951651893//2591218793154174250562867917736983698238858826974314500263577534686467388654789125464345780144660815620358179968836251245858207229950847024573206144139369947006394386171572048387551037519017064428613401725417149565715973198411603769067105298251895518481838265879859705998997587105128237372028384623842996791482257388186169838789402017554792994111419597216524380286759154373155095646917406453311151638456734879324750208993994759290466611017109988396151801203449361987908389879535505487047701509448346987423872277694066801215387550135722188939940769002569076172414401713090727615661209525068328900868083712
module_overlap,high,512,registered_capacity_nonconcavity_frequency,all,512,5//128
module_overlap,high,512,attainable_capacity_nonconcavity_frequency,all,512,1//1
module_overlap,high,512,lambda_breakpoint_count,all,512,2037//512
module_overlap,high,512,positive_lambda_breakpoint_count,all,512,1525//512
module_overlap,high,512,normalized_value_capacity,B0,512,0//1
module_overlap,high,512,normalized_value_capacity,B25,512,32578073129778926825973212681128559851120016565767992033190277793108977119056599564681250173339641994811344925233181934253441851063144058587021434007937419710789568252339119105223450449036719848431370438154816959962922442731278508231064463277682734571813844402828461401419717056762989325811231243739055095782614933471282769771575816859899923953973996442112366739306141508802979074910055604488103795948547326412839236169931312304969627214902555585470015514052874527960027459981734663717083276892443751762787582155684634512117352521358214988059302699843490474023205110782935045118357328682575589385851283014186090242751695843869790685764355795749763141857012379665838468704939100378505155917032883121015471672236139296514832020917//43708632939554809946549685191898764933331782303905958807258121040409746842673394408151779837962079564514568725511225038428988517223550355212709540654561915887057557776451766569529613315216059131188749352093489628542136652373665336195375069842925313022307628983389911820368113391688825951599854948197852627083246795343710357787564049515217282443172113233507945247414391634822734389924764251033176183180913419634135754765807599938293417498770025666863340370275060397639383397677661934906387052776953261611976151489162511595529292966743857004780347927786665926768364526000016658481086578920928616843226709606355618015384494047659432412365492979980662749790909837006862983704715541762434021483112242809845855261794094962571702272000
module_overlap,high,512,normalized_value_capacity,B50,512,189518332805834340704744398854473779545119952902754353227457381547970002525948295808104107341135399918415632873301306242189177551009535772777591090547069003145777564111106801054491478479735916893337180916010699783152161965761296806436070614040096725920812904526212382906016853327330208865988800588777063635452553156111602624706851439955484017806800787475833137106906734728427760995352180947582807650736154465951712146103619393//206417281247659293376172620204074925667257044637784710701765313338498268274131675894639682535324668174192051313171639804555174393285303672445709098720383265804803908016662383476178325931017582052674323923908631836817275893541241901063001117714848951897978236963930980074277570422916238339752427282143424096261095079009472977061746662197599519201953124995746392173361768201156434103801641940343098611460834146234877705108848640
module_overlap,high,512,normalized_value_capacity,B75,512,1//1
module_overlap,high,512,normalized_value_capacity,B100,512,1//1
module_overlap,high,512,registered_capacity_shadow,B0_B25,512,14178976907//4831838208
module_overlap,high,512,registered_capacity_shadow,B25_B50,512,36151919251//48318382080
module_overlap,high,512,registered_capacity_shadow,B50_B75,512,19253999383//48318382080
module_overlap,high,512,registered_capacity_shadow,B75_B100,512,0//1
module_overlap,high,512,resource_demand_elasticity,E025_050,512,-804281//3548160
module_overlap,high,512,operational_elasticity_contribution,E025_050,512,-27045317001579715319973470243201934880518101513738788319269660993468267188449466935494182021320354793565288967793627027285190422161236164641694057326147312480041784572710285266313259436697453869010101005458745359335124699636390421050158617360081//574771176760225457441510478909322445411719996656511137474869976255328199322173029377038081631660759011827580485991054879044562969969505250620223653029958786866119065396243685379627684168927242573471200686765096098306079811832598132927632693401600
module_overlap,high,512,generative_elasticity_contribution,E025_050,512,540467784342178966192679280419131030479302184411293244814896047254257485291851159592024137463781240241234407830949112124829241556040122475290033067419254621025101596309472046344102631779236040396324461839390567498953751015893238740560336331774044520654788692044550174843053281877800304771//82335593181616182645313094183418219878730233052564417031301673834728317548684777347217531054240361127174525238481987792120089946816539890400839970553872367409596363356470552803655098854852905307733892798476745823456329795983689580572156858271312205341598680670799790008113949305154109440000
module_overlap,high,512,productive_value_elasticity,E025_050,512,-145223094450170032740896572477523791649450582421655057634303141115774226094920935587818884107312593986635690305762114080770108418048331801585846079327014430852921889096966100961742841178882464728772440610013573799201615185099380868751067529460113120947358324924244773373625243776968139982751//3586653997718473359794954611533814736120827520517849955942492212835621271462882493914756659783838889101304318721943433119897953297288921892373432401495878741719785442352918993183782639589469541738653610852943155783194155849605284711590622440134529927424377615887646992809595370608730767360000
module_overlap,high,512,resource_demand_elasticity,E050_100,512,-713903//1774080
module_overlap,high,512,operational_elasticity_contribution,E050_100,512,-3205731489276380761768739976262613490518037058551351823526697450131743633010499230530685670932810580976290440636969584422736510380655971171225963427785884364025937623237420432739780873528591461980131394741479554494649041920251172423774695184762186248265999727208883412875093796154931687910169923029169482742237541451361206651111822761710178699082563834205436518106948743975918539591860915064519//23356784861003890681343986504941840362075296727069825095949644015092974107743491892951618544322144608385789974272131798433534001758360547369276463061548873318852454218997900550130911865833623509466959418713114473921677618760956801732392167358393857647810069205852331798991648554774476736193630304896718265464179396457846367335056711349171508746254016214767753724036756964853935755595929560473600
module_overlap,high,512,generative_elasticity_contribution,E050_100,512,872441210039413776517780080884004483434449446035736407877648867446910813761320463665556203103597074836983546484727281728141051763636136914524655041461911153324992996150794275567242171315555994950516573290111491306014381017235616449020796467917852074610963043536866957250809030648129111046334992099301727600937934163539366520524553506489380216941786438701860827087799740769262675282351990949686716513042772695723875259671136984991781077649064580323445061//205487762660169093815650661914572724172998301817176333676877605864570506638900946029155547749408631566703343958455272360796835069062116215400066881117794811343789221375051319819830488553408919100571246925977935783201807524003339873006624522534333493895911060831134205186251850827612525668191302318338898189831707199997491167574690769440000658140747888508925850518925185869516313174429255283188558693558678446429580048847728336015551572246339895540750745600
module_overlap,high,512,productive_value_elasticity,E050_100,512,-82550449575510265537224963823014447029045965971792409343584108176783765537517169959934887906001603540780662801677943061112133975933706762629713940465444353368085598517414273546321615124713858506229536783881896638757400625309566287443283834607617598709806633838765445432305639225336513182265727031930273771398775386450080771366318884375785013442790798118257261722475743284046228965663020106344643459126855685942023980204428903185886943506163336496956759//620657496050563257747498826821169729989102092649050705345053186049893166868943783692637322587301383434094136373790509913396586661715882557806935758961411185569292521544706524162557427880824662844298084251437645470988940966934857890150966081612013309422474206197853571793461093361484716945305564995501666955412620629454082738153511134922543648225896787215428648954866581869755588045031495867753369283228339689050005736848069703311164339044643252325580800
module_overlap,high,512,resource_demand_elasticity,E100_200,512,-67949//184320
module_overlap,high,512,operational_elasticity_contribution,E100_200,512,-417777942941230174053095708775239217802670116056152458993244906865640532734221616856946614941993385156829056962988236984147744891989116196856197994865843130205696053135652324561//2780678002756274210075064912545761275592422691835968191007089914909851670044557781776751544084415991757279568784539715591655877877561789264411649575848985252745699224173932881920
module_overlap,high,512,generative_elasticity_contribution,E100_200,512,-2045124872435547256724162941849901749725808228022970194551183672123392661415989188461974889543734827812681367895865115983593890153024461117963020379784095632106426468021742663911285395941717286944321486784586382648704856856034886771063889070124600266492044403460036598608892601600561287//96317850517032732490770104845549548774296709100668650254133526878323639578438016763663596999724852007655003574899708066632157895698633024842204467114572646376507737313944411160489956908177607045309189340441939356112854329494505433166449204066407282829929976684808699876925180833251487744
module_overlap,high,512,productive_value_elasticity,E100_200,512,-22522126793443335717803719115520273650871048480902350341848346638351564327551604883989153159011383688910466269111392232915149350496518558624920410964181608192870711749949523440193444042705374049113246396368359062316415798773140618954267022472152619650350771794256836348405124166042320153//131342523432317362487413779334840293783131876046366341255636627561350417606960931950450359545079343646802277602135965545407488039589045033875733364247144517786146914519015106127940850329333100516330712736966280940153892267492507408863339823726919022040813604570193681650352519318070210560
module_overlap,high,512,resource_demand_elasticity,E200_400,512,-2143//30720
module_overlap,high,512,operational_elasticity_contribution,E200_400,512,-2220958986889277094947016558105630495223312744243050843549823076698145212244294437747937307690934396502079002682469960613868127400593174263790376694296735582551234796333//140005951927035478847776135661542592203402917638818131477580098200260702771990865496138960244983425273165982021219547041147039922996757709388251933807545297539048884618240
module_overlap,high,512,generative_elasticity_contribution,E200_400,512,-5906181128829556826031529243224988723369811966839480991668502606543063486426023633928377196785128744866161983090065709442416667742445745169535436758537073997143810078460569304371953544454720940128203606582038579549004189339200623039997669013886017//240716605817076067375432881600193065377954394841097443127615049340192782398380184867194752141545952480897529451011945962491368856942776067891903598912542965115216388978612460783947945450919409741558551391495828330096408688185223554848949000254586880
module_overlap,high,512,productive_value_elasticity,E200_400,512,-1196143669443381145544132444554688885865247701613554071996554915709157796001307525411345172338166735642860121718049852744449903307168608128070355395774344821647568376199897107683117888106793698061428667285782721501437909377821201897332558566279003899//29608142515500356287178244436823747041488390565454985504696651068843712235000762738664954513410152155150396122474469353386438369403961456350704142666242784709171615844369332676425597290463087398211701821153986884601858268646782497246420727031314186240
module_complementarity,weak,512,greedy_positive_frequency,all,512,0//1
module_complementarity,weak,512,greedy_optimality_gap_mean,all,512,0//1
module_complementarity,weak,512,greedy_optimality_gap_max,all,512,0//1
module_complementarity,weak,512,safe_weight_compression_ratio,all,512,1//5
module_complementarity,weak,512,safe_cardinality_compression_ratio,all,512,1//8
module_complementarity,weak,512,frontier_only_positive_loss_frequency,all,512,199//512
module_complementarity,weak,512,frontier_only_normalized_value_loss,all,512,96488670219409885438430371511371828068266200107124160978630076842922450482450457588196818134859650198899837459116091477465990432453386633387680795801046160597724596309958159155572799272844270217330840320254971283703391476475319014873339404985875746380020885852713278935723323833648043269976010675850472205513139175880861186614593092134667372237674854910204979065249853398292009706048221819732998407756231484590195168661344608230335714016405382856028154795008298568063999026218140170193666422411318352821695950068569806884510349941866234252146460975712805426776172011775180922463624735686073363211951515703820615346593365506711181//2737770097185686163555591320242480262742669090110847963905395195885429068433255946478657892198161988137719197666479641598255819594174621308062849795228260154506457511725517681973532767863060420473995532029722212271095819008267830273873912462122996839655559802692828855759414127461580488655468874238959521534139029512414801327395976540905538295925572604332940520550774428683219365266765697913844752749640380143962331959377086143492308197030998535815538890087560233739742434379039536024550337961425090974506403233656013344826501871303053595530057710385534894331910740774050856638742581495967093996251623671178959760412716354537656320
module_complementarity,weak,512,registered_capacity_nonconcavity_frequency,all,512,29//512
module_complementarity,weak,512,attainable_capacity_nonconcavity_frequency,all,512,453//512
module_complementarity,weak,512,lambda_breakpoint_count,all,512,2117//512
module_complementarity,weak,512,positive_lambda_breakpoint_count,all,512,1605//512
module_complementarity,weak,512,normalized_value_capacity,B0,512,0//1
module_complementarity,weak,512,normalized_value_capacity,B25,512,51907725493887624300425468440105394045562983101606269951701721133420508044546971110716935720318829172182823910248101778094634835200271538979533460124293920288562871138583427470986082562600001221090232567949721243342263127084948240933447652635435575076358233529792738146656676501481476116705922566382563724461301235606011855759410179287081637350943532239279477904240139699034369051024066988208220967384116108254458443543809751028176524277165723813797309567902002762528308505624996805944227114280151844345893808060725828369618015369830516637869690522202100780514168292448251496300673769513277118611035635457799918673140124989185255572553749458793517231284718436755238653584217519365587097590508052944559878447120924596735052529186122293//71208555127845958088550543741142374267654116213399770265458529447023757301165923829097756127548887963105888738538985117788529225252403183824907040361309730710309422203746481613426659315215627388504413839803333548847462502997416359564041970800613813400514705219326688687164931210017745715925642272244433832034078661429223572276837980506340459459965493709229947865492033663846127816310387899403931328874203062393617893828352299857109041611532090645054185717756264835474002928746672640575017686322509697908029427057284410400746355659239609855849087302962921960268057365394195553985098550622257064256794492203008736798665964126525551846806505362981530961108088168079533820940402621755454366080854191410008678464053546887321975688790016000
module_complementarity,weak,512,normalized_value_capacity,B50,512,90863385032018400450528450699812712033284019421545121922976775080541565222747372855324050270180532682121612858426499531560566389032314500188806317024382313236469495156943648829529665883406932460097243147497765176139948415307876876737917152504548156637143092316961591750807107521095828906932429197517951482702166422090616631997679953274074101232478463978609391981339256148262333905301079898677101845382114159223879921064008476596731828543695068457955936826444881055146711423555721323987413798798699890846237003929953130692667982197538074355530864713//100444438195700084017476496508206669181935316661107712167452864798070123924059053561804198195139734167389592221098502863058225287960114036870659528097436682498485009901838836654469571759577849906298041986793370060917746563107818237967528190983873095523948943032700717401389610297902829810274749415778118586755042832380028679847547817310095674775054130065186484370281536062054831392366090266781581438760472215898121525578069157764226765492062438355999302231416786416397105911659828975623733882383906765068683694105326495056387911544160027121483776000
module_complementarity,weak,512,normalized_value_capacity,B75,512,1145389308248250622309960900707441617797476860214508639045379876490351481602628904709720859455527391673994372422938296081901665356146853997672457373120578113502208527452743452071920640180473283353//1152410569755373849619127976919363234660327727558205930649649718581935960299104329994861623057882868342844730454641017598423711987756982689091662714914048464464280035055290565924999724336427581440
module_complementarity,weak,512,normalized_value_capacity,B100,512,1//1
module_complementarity,weak,512,registered_capacity_shadow,B0_B25,512,3532616063//905969664
module_complementarity,weak,512,registered_capacity_shadow,B25_B50,512,18851099911//18119393280
module_complementarity,weak,512,registered_capacity_shadow,B50_B75,512,3612215071//6039797760
module_complementarity,weak,512,registered_capacity_shadow,B75_B100,512,1622377//28311552
module_complementarity,weak,512,resource_demand_elasticity,E025_050,512,-198409//1419264
module_complementarity,weak,512,operational_elasticity_contribution,E025_050,512,-840367626049555707957628776133984223690324119513162192430358545454580541403580267685662717480830792295931736150806470626778554923803644344585877867757314342627674514426500560837582352910798344667331610520953//30803740792416878513697505255096707400501718043785280242971838873421555185387288739070557398686454595215916238744053181904634713342054346181601412035931030477823294763065947182146215601699069801958849092761600
module_complementarity,weak,512,generative_elasticity_contribution,E025_050,512,89215633874115912690301630651367019065705320004446586966545465723437151698000923532042040830789324487893338275549198549379466892795270671961395268977297777793356960071719466815375795731932602134390387885330366673903598216598728296026123342277960455988725002551198519471//25392915806915180310725103283160607108128936481448815128256645230930529188878608776514783097468792901074328624309235653414972242872095667154364193454869921013017909025258444865032411794758590303508387157985236818424351505619428999176755117478072580960397840599165501440000
module_complementarity,weak,512,productive_value_elasticity,E025_050,512,-38425213405370721975856440338991828975571158173060511778887703341522776453321342682604703083655469074189956893393261312106260329247114945368611318564965391339771222026999140776189341613383515022424104817644064153284296373669972938603180314831982539985763090438601977381413//1616682306373599813116164909027891985884208955985574563165673079702577025025271425438107857205513148035065589081021336600753232796190090808827853649960051637828806874608120989740396884266296915990033982391726744106350379191103646280920075812770620987811995851480203591680000
module_complementarity,weak,512,resource_demand_elasticity,E050_100,512,-2234563//7096320
module_complementarity,weak,512,operational_elasticity_contribution,E050_100,512,-2161236986948872450182394021179249025646907600197948580518209732020089316917822086242539903814745072388414428646401281595077125829355681255174290138588765892420742586747945880234325253105320184694972024323889144616696940174514887605618637640847890875207235525539497969830178100761874663574155725623976089313233045543060128071692606448357718651753341007971//23221590044911926743142807343732241395839185616711665091907567235844507630526110420441721262076075537128207826584301433441155301491613654436810035464419168298456884042316966984880070791998879309386181774468150646943973135613700903004241394954355234140871170080751624684001989539596673257766731694371516216357606073907472793356032987538746555040437287411200
module_complementarity,weak,512,generative_elasticity_contribution,E050_100,512,49527285258062975588614688179016872616184789994628931782701373203766516972605979806419358231885925210788205349595352869255774969576977394478385303427905535631424905960164342376655684164347442879750464732000700109073529095742576768197761541664937657759561144079126580750411889314080959631654884891958250260545388822496306145587194350453303669553961589930660930900092061787595324352941018572880935370690704723489871405876083//13042490583950912195404041505733016307321793266042729953198756008613669511079908873950657629385625923447484246053436516016210174607488293111250125961812234961051125457100018662102951141459727727573033743756255612081304771927756271632244926245690784142760487723237554341140789514237289627536649920760642408771194194803972225668416139381714702012377751362340858720802586365360876189880962835119111056834121451375155696893952000
module_complementarity,weak,512,productive_value_elasticity,E050_100,512,-2643571365595661587925289888778839713672889039573428094427561678780313325534368424169427608398114561768460009229681586978513454232566216814477198151765739314860124684519549459005683179214328195117982469050250185573215862688660356990960475943905711964079844536895271369947484516181911156535766046945854639513689907292734815876961613271837989317521087596021675123684855319116517426848228446104701311015131529657521309553646629084249//29612290483328325136535464774062539009076321093292847590223915561781516212880483273613003473538142739764056288990995226656570035049245134465502257502842893858105729404446606650272849690774415208162763098638445473186115902511569984582969086714974243621832933048965600403050787993804940068913613432456986043826494057164933698363876138629816727258161245488294485313153607069993644926305709731877593562240627301711132008206675738624000
module_complementarity,weak,512,resource_demand_elasticity,E100_200,512,-22339//64512
module_complementarity,weak,512,operational_elasticity_contribution,E100_200,512,-17357155648684704373638861866390935279274477757279943094369274188128524120486051042668983815513787748269859037062075482537641042420212141405823250152611640890861881931730525478691304559008678265184078729579607118251350298595383061390532101//122482247544517013258584613533509802560956983948734729352387344552960804694468245023558574908118735225037098659639934965271567551781804513604334123691062528625870371168390073714376850403178415333406520254321843287102629264063262673486643200
module_complementarity,weak,512,generative_elasticity_contribution,E100_200,512,-7519435344953660103805054966243543207012568272537672752361117404978494556395648467875035880359799384783728011346618329454499396254002314067419145598638141570348737014630733771172219109579196607670178162796668577525622096356597004893059867037404671196167641559190690898997173995337242451319667475552030155356170290631//1349724071185534771635493109366758133521358257780602516672785478711470420354249216071728810084438340227084419095238863770274167046330096189609487024598606074594745808292624270206402720126322400044518454294217250618468872601489226829817871898796652044944066129331867956591016165749083936335791955049226851678640734208000
module_complementarity,weak,512,productive_value_elasticity,E100_200,512,-3665154469733459008841158178458662167542562152618636835024583384958685713418465192245495357236211381947299936780126845628079689285152078733816778873102045176066362519263403537571629297503143228396063759210552607433413415833669398305467630200029532244873995726902413565089896077243378353313985980407860904251840665169//24885167247494495350610496309659280776074208440204260623466633057893660076768422772174104487948380285135006848990356575220155845454725215084986152341150770471018140451400447475271691942627542055254510570832802689190383076937027009153797462576584453857616671392422499638640333170088465902591423227422092963346317312000
module_complementarity,weak,512,resource_demand_elasticity,E200_400,512,-1011//5120
module_complementarity,weak,512,operational_elasticity_contribution,E200_400,512,-4189823516877048765431878635422965454051361997261638260893520116837341843246213401971414013008660032372104190721203049756507941545931092649557912018492648732024738148020803042615941215998995220219//41364090223200532618531931080342216368084840423585824238980302554029135986204602343856492655120086060002617005167989510245979282171290340731354140498005318038180869403806611285726618640027135279104
module_complementarity,weak,512,generative_elasticity_contribution,E200_400,512,-577543506510423598669306846575852942072665345775991730169667278420812082356980598472743270338712207378776191030685691714744883714828780777658373974118915172602345586171353847596775552385291916621564799343623059130581686070373397717181782441289431774367090158741621637//58463512528778357655364820435863216979924106798526342544734689895180454734813117997538681708590060437484853895014828890264763244524130328383864802937045912644871287927576357044904972952122902885184171363630262476376226319878457761520676944657096621191942930657229471744
module_complementarity,weak,512,productive_value_elasticity,E200_400,512,-563394505780082100751959409596970200525694377313745134322478969151054468041508394026888109600657365729047302897738716441434201033833596207337191235968908093433404719016843235079938987591115334866162178813238805782396742243077570518418211898714492156593018662920504929623//5067863428152523950441361013571932545575526520903836114272528118808537313065116070628747830213043660028292335004706483277161319143749613202538175286174453585584369011406224213313604760639285318520964749257844331504823407833674733327608154097380954479112105620655628419072
module_complementarity,strong,512,greedy_positive_frequency,all,512,0//1
module_complementarity,strong,512,greedy_optimality_gap_mean,all,512,0//1
module_complementarity,strong,512,greedy_optimality_gap_max,all,512,0//1
module_complementarity,strong,512,safe_weight_compression_ratio,all,512,3//16
module_complementarity,strong,512,safe_cardinality_compression_ratio,all,512,1//8
module_complementarity,strong,512,frontier_only_positive_loss_frequency,all,512,199//512
