audit_id,schedule_id,method,strategy_id,selected,resource_weight,certificate_sha256
locked_terminal_v1,validation_computation,stepwise_safe,EMB__momentum_20__trend_100__h20__unit__horizon__vol_target_10,true,29//1,0f83f00d5f5ed2811cd3f89779e1300f075a8655faf39da10245a5324845db1d
locked_terminal_v1,validation_computation,stepwise_safe,EMB__momentum_60__always__h20__unit__horizon__vol_target_10,false,17//1,0f83f00d5f5ed2811cd3f89779e1300f075a8655faf39da10245a5324845db1d
locked_terminal_v1,validation_computation,stepwise_safe,EMB__momentum_60__trend_100__h20__unit__horizon__vol_target_10,false,37//1,0f83f00d5f5ed2811cd3f89779e1300f075a8655faf39da10245a5324845db1d
locked_terminal_v1,validation_computation,stepwise_safe,EWZ__mean_reversion_5__always__h20__half__signal_flip__notional_cap_1,false,3//1,0f83f00d5f5ed2811cd3f89779e1300f075a8655faf39da10245a5324845db1d
locked_terminal_v1,validation_computation,stepwise_safe,EWZ__mean_reversion_5__always__h5__half__signal_flip__notional_cap_1,true,3//1,0f83f00d5f5ed2811cd3f89779e1300f075a8655faf39da10245a5324845db1d
locked_terminal_v1,validation_computation,stepwise_safe,EWZ__mean_reversion_5__always__h5__unit__signal_flip__notional_cap_1,false,3//1,0f83f00d5f5ed2811cd3f89779e1300f075a8655faf39da10245a5324845db1d
locked_terminal_v1,validation_computation,stepwise_safe,FXE__momentum_60__always__h20__unit__signal_flip__notional_cap_1,false,14//1,0f83f00d5f5ed2811cd3f89779e1300f075a8655faf39da10245a5324845db1d
locked_terminal_v1,validation_computation,stepwise_safe,FXE__momentum_60__always__h20__unit__signal_flip__vol_target_10,true,18//1,0f83f00d5f5ed2811cd3f89779e1300f075a8655faf39da10245a5324845db1d
locked_terminal_v1,validation_computation,stepwise_safe,FXE__momentum_60__trend_100__h20__unit__signal_flip__vol_target_10,false,38//1,0f83f00d5f5ed2811cd3f89779e1300f075a8655faf39da10245a5324845db1d
locked_terminal_v1,validation_computation,stepwise_safe,FXI__mean_reversion_5__always__h20__unit__signal_flip__notional_cap_1,false,3//1,0f83f00d5f5ed2811cd3f89779e1300f075a8655faf39da10245a5324845db1d
locked_terminal_v1,validation_computation,stepwise_safe,FXI__mean_reversion_5__always__h5__half__signal_flip__notional_cap_1,false,3//1,0f83f00d5f5ed2811cd3f89779e1300f075a8655faf39da10245a5324845db1d
locked_terminal_v1,validation_computation,stepwise_safe,FXI__mean_reversion_5__always__h5__unit__signal_flip__notional_cap_1,true,3//1,0f83f00d5f5ed2811cd3f89779e1300f075a8655faf39da10245a5324845db1d
locked_terminal_v1,validation_computation,stepwise_safe,GDX__mean_reversion_5__trend_100__h20__half__horizon__vol_target_10,false,26//1,0f83f00d5f5ed2811cd3f89779e1300f075a8655faf39da10245a5324845db1d
locked_terminal_v1,validation_computation,stepwise_safe,GDX__mean_reversion_5__trend_100__h20__half__signal_flip__vol_target_10,false,27//1,0f83f00d5f5ed2811cd3f89779e1300f075a8655faf39da10245a5324845db1d
locked_terminal_v1,validation_computation,stepwise_safe,GDX__mean_reversion_5__trend_100__h20__unit__signal_flip__vol_target_10,true,27//1,0f83f00d5f5ed2811cd3f89779e1300f075a8655faf39da10245a5324845db1d
locked_terminal_v1,validation_computation,stepwise_safe,GLD__momentum_60__trend_100__h20__half__horizon__vol_target_10,false,37//1,0f83f00d5f5ed2811cd3f89779e1300f075a8655faf39da10245a5324845db1d
locked_terminal_v1,validation_computation,stepwise_safe,GLD__momentum_60__trend_100__h20__unit__horizon__notional_cap_1,false,33//1,0f83f00d5f5ed2811cd3f89779e1300f075a8655faf39da10245a5324845db1d
locked_terminal_v1,validation_computation,stepwise_safe,GLD__momentum_60__trend_100__h20__unit__horizon__vol_target_10,true,37//1,0f83f00d5f5ed2811cd3f89779e1300f075a8655faf39da10245a5324845db1d
locked_terminal_v1,validation_computation,stepwise_safe,HYG__momentum_20__always__h20__unit__horizon__notional_cap_1,true,5//1,0f83f00d5f5ed2811cd3f89779e1300f075a8655faf39da10245a5324845db1d
locked_terminal_v1,validation_computation,stepwise_safe,HYG__momentum_20__always__h20__unit__signal_flip__notional_cap_1,false,6//1,0f83f00d5f5ed2811cd3f89779e1300f075a8655faf39da10245a5324845db1d
locked_terminal_v1,validation_computation,stepwise_safe,HYG__momentum_20__trend_100__h20__unit__horizon__notional_cap_1,false,25//1,0f83f00d5f5ed2811cd3f89779e1300f075a8655faf39da10245a5324845db1d
locked_terminal_v1,validation_computation,stepwise_safe,IEF__momentum_20__trend_100__h20__unit__horizon__notional_cap_1,false,25//1,0f83f00d5f5ed2811cd3f89779e1300f075a8655faf39da10245a5324845db1d
locked_terminal_v1,validation_computation,stepwise_safe,IEF__momentum_20__trend_100__h20__unit__horizon__vol_target_10,false,29//1,0f83f00d5f5ed2811cd3f89779e1300f075a8655faf39da10245a5324845db1d
locked_terminal_v1,validation_computation,stepwise_safe,IEF__momentum_60__trend_100__h20__unit__horizon__vol_target_10,true,37//1,0f83f00d5f5ed2811cd3f89779e1300f075a8655faf39da10245a5324845db1d
locked_terminal_v1,validation_computation,stepwise_safe,IWM__mean_reversion_5__always__h20__unit__horizon__notional_cap_1,true,2//1,0f83f00d5f5ed2811cd3f89779e1300f075a8655faf39da10245a5324845db1d
locked_terminal_v1,validation_computation,stepwise_safe,IWM__mean_reversion_5__always__h5__unit__horizon__notional_cap_1,false,2//1,0f83f00d5f5ed2811cd3f89779e1300f075a8655faf39da10245a5324845db1d
locked_terminal_v1,validation_computation,stepwise_safe,IWM__momentum_60__trend_100__h20__unit__horizon__notional_cap_1,false,33//1,0f83f00d5f5ed2811cd3f89779e1300f075a8655faf39da10245a5324845db1d
locked_terminal_v1,validation_computation,stepwise_safe,IYR__mean_reversion_5__always__h5__unit__signal_flip__notional_cap_1,false,3//1,0f83f00d5f5ed2811cd3f89779e1300f075a8655faf39da10245a5324845db1d
locked_terminal_v1,validation_computation,stepwise_safe,IYR__momentum_60__trend_100__h20__unit__horizon__notional_cap_1,true,33//1,0f83f00d5f5ed2811cd3f89779e1300f075a8655faf39da10245a5324845db1d
locked_terminal_v1,validation_computation,stepwise_safe,IYR__momentum_60__trend_100__h5__unit__horizon__notional_cap_1,false,33//1,0f83f00d5f5ed2811cd3f89779e1300f075a8655faf39da10245a5324845db1d
locked_terminal_v1,validation_computation,stepwise_safe,KRE__mean_reversion_5__trend_100__h20__unit__horizon__notional_cap_1,true,22//1,0f83f00d5f5ed2811cd3f89779e1300f075a8655faf39da10245a5324845db1d
locked_terminal_v1,validation_computation,stepwise_safe,KRE__momentum_20__always__h20__unit__signal_flip__notional_cap_1,false,6//1,0f83f00d5f5ed2811cd3f89779e1300f075a8655faf39da10245a5324845db1d
locked_terminal_v1,validation_computation,stepwise_safe,KRE__momentum_20__always__h5__unit__signal_flip__notional_cap_1,false,6//1,0f83f00d5f5ed2811cd3f89779e1300f075a8655faf39da10245a5324845db1d
locked_terminal_v1,validation_computation,stepwise_safe,LQD__momentum_60__always__h20__unit__horizon__vol_target_10,false,17//1,0f83f00d5f5ed2811cd3f89779e1300f075a8655faf39da10245a5324845db1d
locked_terminal_v1,validation_computation,stepwise_safe,LQD__momentum_60__trend_100__h20__unit__horizon__notional_cap_1,false,33//1,0f83f00d5f5ed2811cd3f89779e1300f075a8655faf39da10245a5324845db1d
locked_terminal_v1,validation_computation,stepwise_safe,LQD__momentum_60__trend_100__h20__unit__horizon__vol_target_10,true,37//1,0f83f00d5f5ed2811cd3f89779e1300f075a8655faf39da10245a5324845db1d
locked_terminal_v1,validation_computation,stepwise_safe,QQQ__mean_reversion_5__always__h20__unit__horizon__notional_cap_1,false,2//1,0f83f00d5f5ed2811cd3f89779e1300f075a8655faf39da10245a5324845db1d
locked_terminal_v1,validation_computation,stepwise_safe,QQQ__momentum_20__always__h20__unit__horizon__notional_cap_1,false,5//1,0f83f00d5f5ed2811cd3f89779e1300f075a8655faf39da10245a5324845db1d
locked_terminal_v1,validation_computation,stepwise_safe,QQQ__momentum_20__trend_100__h20__half__horizon__notional_cap_1,false,25//1,0f83f00d5f5ed2811cd3f89779e1300f075a8655faf39da10245a5324845db1d
locked_terminal_v1,validation_computation,stepwise_safe,QQQ__momentum_20__trend_100__h20__unit__horizon__notional_cap_1,false,25//1,0f83f00d5f5ed2811cd3f89779e1300f075a8655faf39da10245a5324845db1d
locked_terminal_v1,validation_computation,stepwise_safe,QQQ__momentum_20__trend_100__h20__unit__horizon__vol_target_10,false,29//1,0f83f00d5f5ed2811cd3f89779e1300f075a8655faf39da10245a5324845db1d
locked_terminal_v1,validation_computation,stepwise_safe,QQQ__momentum_20__trend_100__h20__unit__signal_flip__notional_cap_1,false,26//1,0f83f00d5f5ed2811cd3f89779e1300f075a8655faf39da10245a5324845db1d
locked_terminal_v1,validation_computation,stepwise_safe,QQQ__momentum_60__always__h20__unit__horizon__notional_cap_1,true,13//1,0f83f00d5f5ed2811cd3f89779e1300f075a8655faf39da10245a5324845db1d
locked_terminal_v1,validation_computation,stepwise_safe,QQQ__momentum_60__always__h5__unit__horizon__notional_cap_1,false,13//1,0f83f00d5f5ed2811cd3f89779e1300f075a8655faf39da10245a5324845db1d
locked_terminal_v1,validation_computation,stepwise_safe,SHY__momentum_20__always__h20__half__horizon__notional_cap_1,false,5//1,0f83f00d5f5ed2811cd3f89779e1300f075a8655faf39da10245a5324845db1d
locked_terminal_v1,validation_computation,stepwise_safe,SHY__momentum_20__always__h20__half__horizon__vol_target_10,true,9//1,0f83f00d5f5ed2811cd3f89779e1300f075a8655faf39da10245a5324845db1d
locked_terminal_v1,validation_computation,stepwise_safe,SHY__momentum_20__trend_100__h20__half__horizon__notional_cap_1,false,25//1,0f83f00d5f5ed2811cd3f89779e1300f075a8655faf39da10245a5324845db1d
locked_terminal_v1,validation_computation,stepwise_safe,SLV__momentum_20__trend_100__h5__half__horizon__notional_cap_1,false,25//1,0f83f00d5f5ed2811cd3f89779e1300f075a8655faf39da10245a5324845db1d
locked_terminal_v1,validation_computation,stepwise_safe,SLV__momentum_20__trend_100__h5__unit__horizon__notional_cap_1,true,25//1,0f83f00d5f5ed2811cd3f89779e1300f075a8655faf39da10245a5324845db1d
locked_terminal_v1,validation_computation,stepwise_safe,SLV__momentum_20__trend_100__h5__unit__horizon__vol_target_10,false,29//1,0f83f00d5f5ed2811cd3f89779e1300f075a8655faf39da10245a5324845db1d
locked_terminal_v1,validation_computation,stepwise_safe,SPY__momentum_20__trend_100__h20__unit__horizon__notional_cap_1,true,25//1,0f83f00d5f5ed2811cd3f89779e1300f075a8655faf39da10245a5324845db1d
locked_terminal_v1,validation_computation,stepwise_safe,SPY__momentum_60__trend_100__h20__unit__horizon__notional_cap_1,false,33//1,0f83f00d5f5ed2811cd3f89779e1300f075a8655faf39da10245a5324845db1d
locked_terminal_v1,validation_computation,stepwise_safe,SPY__momentum_60__trend_100__h20__unit__signal_flip__notional_cap_1,false,34//1,0f83f00d5f5ed2811cd3f89779e1300f075a8655faf39da10245a5324845db1d
locked_terminal_v1,validation_computation,stepwise_safe,TLT__mean_reversion_5__always__h20__unit__signal_flip__notional_cap_1,false,3//1,0f83f00d5f5ed2811cd3f89779e1300f075a8655faf39da10245a5324845db1d
locked_terminal_v1,validation_computation,stepwise_safe,TLT__mean_reversion_5__trend_100__h20__unit__signal_flip__notional_cap_1,true,23//1,0f83f00d5f5ed2811cd3f89779e1300f075a8655faf39da10245a5324845db1d
locked_terminal_v1,validation_computation,stepwise_safe,TLT__mean_reversion_5__trend_100__h5__unit__horizon__notional_cap_1,false,22//1,0f83f00d5f5ed2811cd3f89779e1300f075a8655faf39da10245a5324845db1d
locked_terminal_v1,validation_computation,stepwise_safe,UNG__mean_reversion_5__trend_100__h5__half__signal_flip__vol_target_10,false,27//1,0f83f00d5f5ed2811cd3f89779e1300f075a8655faf39da10245a5324845db1d
locked_terminal_v1,validation_computation,stepwise_safe,UNG__mean_reversion_5__trend_100__h5__unit__signal_flip__vol_target_10,true,27//1,0f83f00d5f5ed2811cd3f89779e1300f075a8655faf39da10245a5324845db1d
locked_terminal_v1,validation_computation,stepwise_safe,UNG__momentum_60__trend_100__h20__unit__signal_flip__vol_target_10,false,38//1,0f83f00d5f5ed2811cd3f89779e1300f075a8655faf39da10245a5324845db1d
locked_terminal_v1,validation_computation,stepwise_safe,USO__momentum_60__always__h5__half__signal_flip__notional_cap_1,true,14//1,0f83f00d5f5ed2811cd3f89779e1300f075a8655faf39da10245a5324845db1d
locked_terminal_v1,validation_computation,stepwise_safe,USO__momentum_60__always__h5__half__signal_flip__vol_target_10,false,18//1,0f83f00d5f5ed2811cd3f89779e1300f075a8655faf39da10245a5324845db1d
locked_terminal_v1,validation_computation,stepwise_safe,USO__momentum_60__trend_100__h5__half__signal_flip__notional_cap_1,false,34//1,0f83f00d5f5ed2811cd3f89779e1300f075a8655faf39da10245a5324845db1d
locked_terminal_v1,validation_computation,stepwise_safe,UUP__momentum_60__trend_100__h20__half__signal_flip__notional_cap_1,false,34//1,0f83f00d5f5ed2811cd3f89779e1300f075a8655faf39da10245a5324845db1d
locked_terminal_v1,validation_computation,stepwise_safe,UUP__momentum_60__trend_100__h20__unit__signal_flip__notional_cap_1,true,34//1,0f83f00d5f5ed2811cd3f89779e1300f075a8655faf39da10245a5324845db1d
locked_terminal_v1,validation_computation,stepwise_safe,UUP__momentum_60__trend_100__h20__unit__signal_flip__vol_target_10,false,38//1,0f83f00d5f5ed2811cd3f89779e1300f075a8655faf39da10245a5324845db1d
locked_terminal_v1,validation_computation,stepwise_safe,XLE__mean_reversion_5__always__h20__half__horizon__notional_cap_1,false,2//1,0f83f00d5f5ed2811cd3f89779e1300f075a8655faf39da10245a5324845db1d
locked_terminal_v1,validation_computation,stepwise_safe,XLE__mean_reversion_5__always__h20__unit__horizon__notional_cap_1,true,2//1,0f83f00d5f5ed2811cd3f89779e1300f075a8655faf39da10245a5324845db1d
locked_terminal_v1,validation_computation,stepwise_safe,XLE__mean_reversion_5__always__h20__unit__signal_flip__notional_cap_1,false,3//1,0f83f00d5f5ed2811cd3f89779e1300f075a8655faf39da10245a5324845db1d
locked_terminal_v1,validation_computation,stepwise_safe,XLF__mean_reversion_5__trend_100__h20__unit__horizon__notional_cap_1,false,22//1,0f83f00d5f5ed2811cd3f89779e1300f075a8655faf39da10245a5324845db1d
locked_terminal_v1,validation_computation,stepwise_safe,XLF__momentum_60__always__h20__unit__signal_flip__notional_cap_1,true,14//1,0f83f00d5f5ed2811cd3f89779e1300f075a8655faf39da10245a5324845db1d
locked_terminal_v1,validation_computation,stepwise_safe,XLF__momentum_60__trend_100__h20__unit__signal_flip__notional_cap_1,false,34//1,0f83f00d5f5ed2811cd3f89779e1300f075a8655faf39da10245a5324845db1d
locked_terminal_v1,validation_computation,frontier_only,DIA__momentum_20__always__h20__unit__horizon__notional_cap_1,false,5//1,e1ce594da7fc89cb25b574fbced35061aa3fed87b2f2c3f56199250332ff311c
locked_terminal_v1,validation_computation,frontier_only,DIA__momentum_20__trend_100__h20__unit__horizon__notional_cap_1,false,25//1,e1ce594da7fc89cb25b574fbced35061aa3fed87b2f2c3f56199250332ff311c
locked_terminal_v1,validation_computation,frontier_only,DIA__momentum_60__always__h20__unit__horizon__notional_cap_1,false,13//1,e1ce594da7fc89cb25b574fbced35061aa3fed87b2f2c3f56199250332ff311c
locked_terminal_v1,validation_computation,frontier_only,EEM__mean_reversion_5__always__h20__unit__signal_flip__notional_cap_1,false,3//1,e1ce594da7fc89cb25b574fbced35061aa3fed87b2f2c3f56199250332ff311c
locked_terminal_v1,validation_computation,frontier_only,EEM__mean_reversion_5__always__h5__unit__signal_flip__notional_cap_1,false,3//1,e1ce594da7fc89cb25b574fbced35061aa3fed87b2f2c3f56199250332ff311c
locked_terminal_v1,validation_computation,frontier_only,EEM__momentum_60__trend_100__h20__unit__horizon__notional_cap_1,false,33//1,e1ce594da7fc89cb25b574fbced35061aa3fed87b2f2c3f56199250332ff311c
locked_terminal_v1,validation_computation,frontier_only,EFA__mean_reversion_5__always__h20__unit__horizon__notional_cap_1,false,2//1,e1ce594da7fc89cb25b574fbced35061aa3fed87b2f2c3f56199250332ff311c
locked_terminal_v1,validation_computation,frontier_only,EFA__mean_reversion_5__always__h5__unit__signal_flip__notional_cap_1,false,3//1,e1ce594da7fc89cb25b574fbced35061aa3fed87b2f2c3f56199250332ff311c
locked_terminal_v1,validation_computation,frontier_only,EFA__mean_reversion_5__trend_100__h5__unit__horizon__notional_cap_1,false,22//1,e1ce594da7fc89cb25b574fbced35061aa3fed87b2f2c3f56199250332ff311c
locked_terminal_v1,validation_computation,frontier_only,EMB__momentum_20__trend_100__h20__unit__horizon__vol_target_10,false,29//1,e1ce594da7fc89cb25b574fbced35061aa3fed87b2f2c3f56199250332ff311c
locked_terminal_v1,validation_computation,frontier_only,EMB__momentum_60__always__h20__unit__horizon__vol_target_10,false,17//1,e1ce594da7fc89cb25b574fbced35061aa3fed87b2f2c3f56199250332ff311c
locked_terminal_v1,validation_computation,frontier_only,EMB__momentum_60__trend_100__h20__unit__horizon__vol_target_10,false,37//1,e1ce594da7fc89cb25b574fbced35061aa3fed87b2f2c3f56199250332ff311c
locked_terminal_v1,validation_computation,frontier_only,EWZ__mean_reversion_5__always__h20__half__signal_flip__notional_cap_1,false,3//1,e1ce594da7fc89cb25b574fbced35061aa3fed87b2f2c3f56199250332ff311c
locked_terminal_v1,validation_computation,frontier_only,EWZ__mean_reversion_5__always__h5__half__signal_flip__notional_cap_1,false,3//1,e1ce594da7fc89cb25b574fbced35061aa3fed87b2f2c3f56199250332ff311c
locked_terminal_v1,validation_computation,frontier_only,EWZ__mean_reversion_5__always__h5__unit__signal_flip__notional_cap_1,false,3//1,e1ce594da7fc89cb25b574fbced35061aa3fed87b2f2c3f56199250332ff311c
locked_terminal_v1,validation_computation,frontier_only,FXE__momentum_60__always__h20__unit__signal_flip__notional_cap_1,false,14//1,e1ce594da7fc89cb25b574fbced35061aa3fed87b2f2c3f56199250332ff311c
locked_terminal_v1,validation_computation,frontier_only,FXE__momentum_60__always__h20__unit__signal_flip__vol_target_10,false,18//1,e1ce594da7fc89cb25b574fbced35061aa3fed87b2f2c3f56199250332ff311c
locked_terminal_v1,validation_computation,frontier_only,FXE__momentum_60__trend_100__h20__unit__signal_flip__vol_target_10,false,38//1,e1ce594da7fc89cb25b574fbced35061aa3fed87b2f2c3f56199250332ff311c
locked_terminal_v1,validation_computation,frontier_only,FXI__mean_reversion_5__always__h20__unit__signal_flip__notional_cap_1,false,3//1,e1ce594da7fc89cb25b574fbced35061aa3fed87b2f2c3f56199250332ff311c
locked_terminal_v1,validation_computation,frontier_only,FXI__mean_reversion_5__always__h5__half__signal_flip__notional_cap_1,false,3//1,e1ce594da7fc89cb25b574fbced35061aa3fed87b2f2c3f56199250332ff311c
locked_terminal_v1,validation_computation,frontier_only,FXI__mean_reversion_5__always__h5__unit__signal_flip__notional_cap_1,false,3//1,e1ce594da7fc89cb25b574fbced35061aa3fed87b2f2c3f56199250332ff311c
locked_terminal_v1,validation_computation,frontier_only,GDX__mean_reversion_5__trend_100__h20__half__horizon__vol_target_10,false,26//1,e1ce594da7fc89cb25b574fbced35061aa3fed87b2f2c3f56199250332ff311c
locked_terminal_v1,validation_computation,frontier_only,GDX__mean_reversion_5__trend_100__h20__half__signal_flip__vol_target_10,false,27//1,e1ce594da7fc89cb25b574fbced35061aa3fed87b2f2c3f56199250332ff311c
locked_terminal_v1,validation_computation,frontier_only,GDX__mean_reversion_5__trend_100__h20__unit__signal_flip__vol_target_10,false,27//1,e1ce594da7fc89cb25b574fbced35061aa3fed87b2f2c3f56199250332ff311c
locked_terminal_v1,validation_computation,frontier_only,GLD__momentum_60__trend_100__h20__half__horizon__vol_target_10,false,37//1,e1ce594da7fc89cb25b574fbced35061aa3fed87b2f2c3f56199250332ff311c
locked_terminal_v1,validation_computation,frontier_only,GLD__momentum_60__trend_100__h20__unit__horizon__notional_cap_1,false,33//1,e1ce594da7fc89cb25b574fbced35061aa3fed87b2f2c3f56199250332ff311c
locked_terminal_v1,validation_computation,frontier_only,GLD__momentum_60__trend_100__h20__unit__horizon__vol_target_10,false,37//1,e1ce594da7fc89cb25b574fbced35061aa3fed87b2f2c3f56199250332ff311c
locked_terminal_v1,validation_computation,frontier_only,HYG__momentum_20__always__h20__unit__horizon__notional_cap_1,false,5//1,e1ce594da7fc89cb25b574fbced35061aa3fed87b2f2c3f56199250332ff311c
locked_terminal_v1,validation_computation,frontier_only,HYG__momentum_20__always__h20__unit__signal_flip__notional_cap_1,false,6//1,e1ce594da7fc89cb25b574fbced35061aa3fed87b2f2c3f56199250332ff311c
locked_terminal_v1,validation_computation,frontier_only,HYG__momentum_20__trend_100__h20__unit__horizon__notional_cap_1,false,25//1,e1ce594da7fc89cb25b574fbced35061aa3fed87b2f2c3f56199250332ff311c
locked_terminal_v1,validation_computation,frontier_only,IEF__momentum_20__trend_100__h20__unit__horizon__notional_cap_1,false,25//1,e1ce594da7fc89cb25b574fbced35061aa3fed87b2f2c3f56199250332ff311c
locked_terminal_v1,validation_computation,frontier_only,IEF__momentum_20__trend_100__h20__unit__horizon__vol_target_10,false,29//1,e1ce594da7fc89cb25b574fbced35061aa3fed87b2f2c3f56199250332ff311c
locked_terminal_v1,validation_computation,frontier_only,IEF__momentum_60__trend_100__h20__unit__horizon__vol_target_10,true,37//1,e1ce594da7fc89cb25b574fbced35061aa3fed87b2f2c3f56199250332ff311c
locked_terminal_v1,validation_computation,frontier_only,IWM__mean_reversion_5__always__h20__unit__horizon__notional_cap_1,false,2//1,e1ce594da7fc89cb25b574fbced35061aa3fed87b2f2c3f56199250332ff311c
locked_terminal_v1,validation_computation,frontier_only,IWM__mean_reversion_5__always__h5__unit__horizon__notional_cap_1,false,2//1,e1ce594da7fc89cb25b574fbced35061aa3fed87b2f2c3f56199250332ff311c
locked_terminal_v1,validation_computation,frontier_only,IWM__momentum_60__trend_100__h20__unit__horizon__notional_cap_1,false,33//1,e1ce594da7fc89cb25b574fbced35061aa3fed87b2f2c3f56199250332ff311c
locked_terminal_v1,validation_computation,frontier_only,IYR__mean_reversion_5__always__h5__unit__signal_flip__notional_cap_1,false,3//1,e1ce594da7fc89cb25b574fbced35061aa3fed87b2f2c3f56199250332ff311c
locked_terminal_v1,validation_computation,frontier_only,IYR__momentum_60__trend_100__h20__unit__horizon__notional_cap_1,false,33//1,e1ce594da7fc89cb25b574fbced35061aa3fed87b2f2c3f56199250332ff311c
locked_terminal_v1,validation_computation,frontier_only,IYR__momentum_60__trend_100__h5__unit__horizon__notional_cap_1,false,33//1,e1ce594da7fc89cb25b574fbced35061aa3fed87b2f2c3f56199250332ff311c
locked_terminal_v1,validation_computation,frontier_only,KRE__mean_reversion_5__trend_100__h20__unit__horizon__notional_cap_1,false,22//1,e1ce594da7fc89cb25b574fbced35061aa3fed87b2f2c3f56199250332ff311c
locked_terminal_v1,validation_computation,frontier_only,KRE__momentum_20__always__h20__unit__signal_flip__notional_cap_1,false,6//1,e1ce594da7fc89cb25b574fbced35061aa3fed87b2f2c3f56199250332ff311c
locked_terminal_v1,validation_computation,frontier_only,KRE__momentum_20__always__h5__unit__signal_flip__notional_cap_1,false,6//1,e1ce594da7fc89cb25b574fbced35061aa3fed87b2f2c3f56199250332ff311c
locked_terminal_v1,validation_computation,frontier_only,LQD__momentum_60__always__h20__unit__horizon__vol_target_10,false,17//1,e1ce594da7fc89cb25b574fbced35061aa3fed87b2f2c3f56199250332ff311c
locked_terminal_v1,validation_computation,frontier_only,LQD__momentum_60__trend_100__h20__unit__horizon__notional_cap_1,false,33//1,e1ce594da7fc89cb25b574fbced35061aa3fed87b2f2c3f56199250332ff311c
locked_terminal_v1,validation_computation,frontier_only,LQD__momentum_60__trend_100__h20__unit__horizon__vol_target_10,false,37//1,e1ce594da7fc89cb25b574fbced35061aa3fed87b2f2c3f56199250332ff311c
locked_terminal_v1,validation_computation,frontier_only,QQQ__mean_reversion_5__always__h20__unit__horizon__notional_cap_1,false,2//1,e1ce594da7fc89cb25b574fbced35061aa3fed87b2f2c3f56199250332ff311c
locked_terminal_v1,validation_computation,frontier_only,QQQ__momentum_20__always__h20__unit__horizon__notional_cap_1,false,5//1,e1ce594da7fc89cb25b574fbced35061aa3fed87b2f2c3f56199250332ff311c
locked_terminal_v1,validation_computation,frontier_only,QQQ__momentum_20__trend_100__h20__half__horizon__notional_cap_1,false,25//1,e1ce594da7fc89cb25b574fbced35061aa3fed87b2f2c3f56199250332ff311c
locked_terminal_v1,validation_computation,frontier_only,QQQ__momentum_20__trend_100__h20__unit__horizon__notional_cap_1,false,25//1,e1ce594da7fc89cb25b574fbced35061aa3fed87b2f2c3f56199250332ff311c
locked_terminal_v1,validation_computation,frontier_only,QQQ__momentum_20__trend_100__h20__unit__horizon__vol_target_10,false,29//1,e1ce594da7fc89cb25b574fbced35061aa3fed87b2f2c3f56199250332ff311c
locked_terminal_v1,validation_computation,frontier_only,QQQ__momentum_20__trend_100__h20__unit__signal_flip__notional_cap_1,false,26//1,e1ce594da7fc89cb25b574fbced35061aa3fed87b2f2c3f56199250332ff311c
locked_terminal_v1,validation_computation,frontier_only,QQQ__momentum_60__always__h20__unit__horizon__notional_cap_1,true,13//1,e1ce594da7fc89cb25b574fbced35061aa3fed87b2f2c3f56199250332ff311c
locked_terminal_v1,validation_computation,frontier_only,QQQ__momentum_60__always__h5__unit__horizon__notional_cap_1,false,13//1,e1ce594da7fc89cb25b574fbced35061aa3fed87b2f2c3f56199250332ff311c
locked_terminal_v1,validation_computation,frontier_only,SHY__momentum_20__always__h20__half__horizon__notional_cap_1,false,5//1,e1ce594da7fc89cb25b574fbced35061aa3fed87b2f2c3f56199250332ff311c
locked_terminal_v1,validation_computation,frontier_only,SHY__momentum_20__always__h20__half__horizon__vol_target_10,false,9//1,e1ce594da7fc89cb25b574fbced35061aa3fed87b2f2c3f56199250332ff311c
locked_terminal_v1,validation_computation,frontier_only,SHY__momentum_20__trend_100__h20__half__horizon__notional_cap_1,false,25//1,e1ce594da7fc89cb25b574fbced35061aa3fed87b2f2c3f56199250332ff311c
locked_terminal_v1,validation_computation,frontier_only,SLV__momentum_20__trend_100__h5__half__horizon__notional_cap_1,false,25//1,e1ce594da7fc89cb25b574fbced35061aa3fed87b2f2c3f56199250332ff311c
locked_terminal_v1,validation_computation,frontier_only,SLV__momentum_20__trend_100__h5__unit__horizon__notional_cap_1,false,25//1,e1ce594da7fc89cb25b574fbced35061aa3fed87b2f2c3f56199250332ff311c
locked_terminal_v1,validation_computation,frontier_only,SLV__momentum_20__trend_100__h5__unit__horizon__vol_target_10,false,29//1,e1ce594da7fc89cb25b574fbced35061aa3fed87b2f2c3f56199250332ff311c
locked_terminal_v1,validation_computation,frontier_only,SPY__momentum_20__trend_100__h20__unit__horizon__notional_cap_1,false,25//1,e1ce594da7fc89cb25b574fbced35061aa3fed87b2f2c3f56199250332ff311c
locked_terminal_v1,validation_computation,frontier_only,SPY__momentum_60__trend_100__h20__unit__horizon__notional_cap_1,false,33//1,e1ce594da7fc89cb25b574fbced35061aa3fed87b2f2c3f56199250332ff311c
locked_terminal_v1,validation_computation,frontier_only,SPY__momentum_60__trend_100__h20__unit__signal_flip__notional_cap_1,false,34//1,e1ce594da7fc89cb25b574fbced35061aa3fed87b2f2c3f56199250332ff311c
locked_terminal_v1,validation_computation,frontier_only,TLT__mean_reversion_5__always__h20__unit__signal_flip__notional_cap_1,false,3//1,e1ce594da7fc89cb25b574fbced35061aa3fed87b2f2c3f56199250332ff311c
