trial_id,frontier_density,module_overlap,module_complementarity,project_cost,duration,admission,persistence,strategy_id,source_asset,frontier_preserved,closure_changes,unique_closure_count,operationally_silent_generative,signed_operational_loss,signed_generative_loss,signed_total_dynamic_loss,decomposition_gate,deleted_library_ids
83,dense,high,weak,low,short,high,low,closure_carrier,true,true,true,1,true,0//1,4913//2048,4913//2048,true,base_1;base_2;base_3;frontier_addition;inactive
83,dense,high,weak,low,short,high,low,frontier_addition,true,false,false,0,false,175//128,-6165//8192,5035//8192,true,base_1;base_2;base_3;closure_carrier;inactive
84,sparse,low,strong,low,long,high,low,base_1,true,false,true,1,false,525//256,-243//1024,1857//1024,true,base_2;base_3;closure_carrier;frontier_addition;inactive
84,sparse,low,strong,low,long,high,low,base_2,true,true,true,1,false,0//1,0//1,0//1,true,base_1;base_3;closure_carrier;frontier_addition;inactive
84,sparse,low,strong,low,long,high,low,base_3,true,true,true,1,false,0//1,0//1,0//1,true,base_1;base_2;closure_carrier;frontier_addition;inactive
84,sparse,low,strong,low,long,high,low,closure_carrier,true,true,true,3,true,0//1,17//128,17//128,true,base_1;base_2;base_3;frontier_addition;inactive
84,sparse,low,strong,low,long,high,low,frontier_addition,true,false,false,0,false,875//768,-135//1024,3095//3072,true,base_1;base_2;base_3;closure_carrier;inactive
85,sparse,high,strong,high,long,high,low,base_1,true,false,false,0,false,175//128,0//1,175//128,true,base_2;base_3;closure_carrier;frontier_addition;inactive
85,sparse,high,strong,high,long,high,low,base_2,true,true,false,0,false,0//1,0//1,0//1,true,base_1;base_3;closure_carrier;frontier_addition;inactive
85,sparse,high,strong,high,long,high,low,base_3,true,true,false,0,false,0//1,0//1,0//1,true,base_1;base_2;closure_carrier;frontier_addition;inactive
85,sparse,high,strong,high,long,high,low,closure_carrier,true,true,true,3,false,0//1,0//1,0//1,true,base_1;base_2;base_3;frontier_addition;inactive
85,sparse,high,strong,high,long,high,low,frontier_addition,true,false,false,0,false,175//128,0//1,175//128,true,base_1;base_2;base_3;closure_carrier;inactive
86,dense,high,weak,low,short,low,high,base_1,true,false,false,0,false,175//48,-14665//16384,135205//49152,true,base_2;base_3;closure_carrier;frontier_addition;inactive
86,dense,high,weak,low,short,low,high,base_2,true,false,false,0,false,525//128,-8325//8192,25275//8192,true,base_1;base_3;closure_carrier;frontier_addition;inactive
86,dense,high,weak,low,short,low,high,base_3,true,true,false,0,false,0//1,0//1,0//1,true,base_1;base_2;closure_carrier;frontier_addition;inactive
86,dense,high,weak,low,short,low,high,closure_carrier,true,true,true,1,true,0//1,14343//16384,14343//16384,true,base_1;base_2;base_3;frontier_addition;inactive
86,dense,high,weak,low,short,low,high,frontier_addition,true,false,false,0,false,175//128,-5415//16384,16985//16384,true,base_1;base_2;base_3;closure_carrier;inactive
87,sparse,high,strong,high,long,low,low,base_1,true,false,false,0,false,525//256,0//1,525//256,true,base_2;base_3;closure_carrier;frontier_addition;inactive
87,sparse,high,strong,high,long,low,low,base_2,true,true,false,0,false,0//1,0//1,0//1,true,base_1;base_3;closure_carrier;frontier_addition;inactive
87,sparse,high,strong,high,long,low,low,base_3,true,true,false,0,false,0//1,0//1,0//1,true,base_1;base_2;closure_carrier;frontier_addition;inactive
87,sparse,high,strong,high,long,low,low,closure_carrier,true,true,true,3,false,0//1,0//1,0//1,true,base_1;base_2;base_3;frontier_addition;inactive
87,sparse,high,strong,high,long,low,low,frontier_addition,true,false,false,0,false,175//192,0//1,175//192,true,base_1;base_2;base_3;closure_carrier;inactive
88,dense,high,strong,high,short,low,high,base_1,true,false,false,0,false,875//256,0//1,875//256,true,base_2;base_3;closure_carrier;frontier_addition;inactive
88,dense,high,strong,high,short,low,high,base_2,true,true,false,0,false,0//1,0//1,0//1,true,base_1;base_3;closure_carrier;frontier_addition;inactive
88,dense,high,strong,high,short,low,high,base_3,true,false,false,0,false,1225//384,0//1,1225//384,true,base_1;base_2;closure_carrier;frontier_addition;inactive
88,dense,high,strong,high,short,low,high,closure_carrier,true,true,true,3,false,0//1,0//1,0//1,true,base_1;base_2;base_3;frontier_addition;inactive
88,dense,high,strong,high,short,low,high,frontier_addition,true,false,false,0,false,175//96,0//1,175//96,true,base_1;base_2;base_3;closure_carrier;inactive
89,sparse,low,strong,high,short,low,high,base_1,true,false,true,1,false,1225//768,0//1,1225//768,true,base_2;base_3;closure_carrier;frontier_addition;inactive
89,sparse,low,strong,high,short,low,high,base_2,true,true,true,1,false,0//1,0//1,0//1,true,base_1;base_3;closure_carrier;frontier_addition;inactive
89,sparse,low,strong,high,short,low,high,base_3,true,true,true,1,false,0//1,0//1,0//1,true,base_1;base_2;closure_carrier;frontier_addition;inactive
89,sparse,low,strong,high,short,low,high,closure_carrier,true,true,true,3,false,0//1,0//1,0//1,true,base_1;base_2;base_3;frontier_addition;inactive
89,sparse,low,strong,high,short,low,high,frontier_addition,true,false,false,0,false,175//192,0//1,175//192,true,base_1;base_2;base_3;closure_carrier;inactive
90,dense,high,weak,high,short,low,high,base_1,true,true,false,0,false,0//1,0//1,0//1,true,base_2;base_3;closure_carrier;frontier_addition;inactive
90,dense,high,weak,high,short,low,high,base_2,true,false,false,0,false,175//48,0//1,175//48,true,base_1;base_3;closure_carrier;frontier_addition;inactive
90,dense,high,weak,high,short,low,high,base_3,true,false,false,0,false,875//256,0//1,875//256,true,base_1;base_2;closure_carrier;frontier_addition;inactive
90,dense,high,weak,high,short,low,high,closure_carrier,true,true,true,1,false,0//1,0//1,0//1,true,base_1;base_2;base_3;frontier_addition;inactive
90,dense,high,weak,high,short,low,high,frontier_addition,true,false,false,0,false,1225//768,0//1,1225//768,true,base_1;base_2;base_3;closure_carrier;inactive
91,dense,high,strong,high,long,low,low,base_1,true,false,false,0,false,175//48,0//1,175//48,true,base_2;base_3;closure_carrier;frontier_addition;inactive
91,dense,high,strong,high,long,low,low,base_2,true,false,false,0,false,175//48,0//1,175//48,true,base_1;base_3;closure_carrier;frontier_addition;inactive
91,dense,high,strong,high,long,low,low,base_3,true,true,false,0,false,0//1,0//1,0//1,true,base_1;base_2;closure_carrier;frontier_addition;inactive
91,dense,high,strong,high,long,low,low,closure_carrier,true,true,true,3,false,0//1,0//1,0//1,true,base_1;base_2;base_3;frontier_addition;inactive
91,dense,high,strong,high,long,low,low,frontier_addition,true,false,false,0,false,175//128,0//1,175//128,true,base_1;base_2;base_3;closure_carrier;inactive
92,sparse,high,weak,high,short,low,high,base_1,true,false,false,0,false,525//256,0//1,525//256,true,base_2;base_3;closure_carrier;frontier_addition;inactive
92,sparse,high,weak,high,short,low,high,base_2,true,true,false,0,false,0//1,0//1,0//1,true,base_1;base_3;closure_carrier;frontier_addition;inactive
92,sparse,high,weak,high,short,low,high,base_3,true,true,false,0,false,0//1,0//1,0//1,true,base_1;base_2;closure_carrier;frontier_addition;inactive
92,sparse,high,weak,high,short,low,high,closure_carrier,true,true,true,1,false,0//1,0//1,0//1,true,base_1;base_2;base_3;frontier_addition;inactive
92,sparse,high,weak,high,short,low,high,frontier_addition,true,false,false,0,false,175//256,0//1,175//256,true,base_1;base_2;base_3;closure_carrier;inactive
93,dense,low,strong,low,short,low,low,base_1,true,true,true,1,false,0//1,0//1,0//1,true,base_2;base_3;closure_carrier;frontier_addition;inactive
93,dense,low,strong,low,short,low,low,base_2,true,false,true,1,false,1225//384,-6259//8192,59623//24576,true,base_1;base_3;closure_carrier;frontier_addition;inactive
93,dense,low,strong,low,short,low,low,base_3,true,false,true,1,false,525//128,-4149//4096,12651//4096,true,base_1;base_2;closure_carrier;frontier_addition;inactive
93,dense,low,strong,low,short,low,low,closure_carrier,true,true,true,3,true,0//1,2735//4096,2735//4096,true,base_1;base_2;base_3;frontier_addition;inactive
93,dense,low,strong,low,short,low,low,frontier_addition,true,false,false,0,false,1225//768,-25333//65536,237601//196608,true,base_1;base_2;base_3;closure_carrier;inactive
94,dense,high,strong,low,long,low,low,base_1,true,false,false,0,false,1225//384,0//1,1225//384,true,base_2;base_3;closure_carrier;frontier_addition;inactive
94,dense,high,strong,low,long,low,low,base_2,true,false,false,0,false,175//48,0//1,175//48,true,base_1;base_3;closure_carrier;frontier_addition;inactive
94,dense,high,strong,low,long,low,low,base_3,true,true,false,0,false,0//1,0//1,0//1,true,base_1;base_2;closure_carrier;frontier_addition;inactive
94,dense,high,strong,low,long,low,low,closure_carrier,true,true,true,3,false,0//1,0//1,0//1,true,base_1;base_2;base_3;frontier_addition;inactive
94,dense,high,strong,low,long,low,low,frontier_addition,true,false,false,0,false,1225//768,0//1,1225//768,true,base_1;base_2;base_3;closure_carrier;inactive
95,sparse,low,weak,low,short,high,low,base_1,true,false,true,1,false,875//384,-10275//8192,25175//24576,true,base_2;base_3;closure_carrier;frontier_addition;inactive
95,sparse,low,weak,low,short,high,low,base_2,true,true,true,1,false,0//1,0//1,0//1,true,base_1;base_3;closure_carrier;frontier_addition;inactive
95,sparse,low,weak,low,short,high,low,base_3,true,true,true,1,false,0//1,0//1,0//1,true,base_1;base_2;closure_carrier;frontier_addition;inactive
95,sparse,low,weak,low,short,high,low,closure_carrier,true,true,true,1,true,0//1,4913//2048,4913//2048,true,base_1;base_2;base_3;frontier_addition;inactive
95,sparse,low,weak,low,short,high,low,frontier_addition,true,false,false,0,false,875//768,-10275//16384,25175//49152,true,base_1;base_2;base_3;closure_carrier;inactive
96,dense,high,weak,high,long,high,low,base_1,true,false,false,0,false,1225//384,0//1,1225//384,true,base_2;base_3;closure_carrier;frontier_addition;inactive
96,dense,high,weak,high,long,high,low,base_2,true,true,false,0,false,0//1,0//1,0//1,true,base_1;base_3;closure_carrier;frontier_addition;inactive
96,dense,high,weak,high,long,high,low,base_3,true,false,false,0,false,875//256,0//1,875//256,true,base_1;base_2;closure_carrier;frontier_addition;inactive
96,dense,high,weak,high,long,high,low,closure_carrier,true,true,true,1,false,0//1,0//1,0//1,true,base_1;base_2;base_3;frontier_addition;inactive
96,dense,high,weak,high,long,high,low,frontier_addition,true,false,false,0,false,875//384,0//1,875//384,true,base_1;base_2;base_3;closure_carrier;inactive
97,dense,low,strong,high,short,high,low,base_1,true,false,true,1,false,175//48,-11735//6144,3555//2048,true,base_2;base_3;closure_carrier;frontier_addition;inactive
97,dense,low,strong,high,short,high,low,base_2,true,true,true,1,false,0//1,0//1,0//1,true,base_1;base_3;closure_carrier;frontier_addition;inactive
97,dense,low,strong,high,short,high,low,base_3,true,false,true,1,false,1225//384,-20479//12288,18721//12288,true,base_1;base_2;closure_carrier;frontier_addition;inactive
97,dense,low,strong,high,short,high,low,closure_carrier,true,true,true,3,true,0//1,8633//49152,8633//49152,true,base_1;base_2;base_3;frontier_addition;inactive
97,dense,low,strong,high,short,high,low,frontier_addition,true,false,false,0,false,525//256,-205219//196608,197981//196608,true,base_1;base_2;base_3;closure_carrier;inactive
98,dense,high,weak,high,long,low,high,base_1,true,false,false,0,false,2975//768,0//1,2975//768,true,base_2;base_3;closure_carrier;frontier_addition;inactive
98,dense,high,weak,high,long,low,high,base_2,true,true,false,0,false,0//1,0//1,0//1,true,base_1;base_3;closure_carrier;frontier_addition;inactive
98,dense,high,weak,high,long,low,high,base_3,true,false,false,0,false,875//256,0//1,875//256,true,base_1;base_2;closure_carrier;frontier_addition;inactive
98,dense,high,weak,high,long,low,high,closure_carrier,true,true,true,1,false,0//1,0//1,0//1,true,base_1;base_2;base_3;frontier_addition;inactive
98,dense,high,weak,high,long,low,high,frontier_addition,true,false,false,0,false,1225//768,0//1,1225//768,true,base_1;base_2;base_3;closure_carrier;inactive
99,sparse,high,weak,high,long,high,high,base_1,true,false,false,0,false,875//384,0//1,875//384,true,base_2;base_3;closure_carrier;frontier_addition;inactive
99,sparse,high,weak,high,long,high,high,base_2,true,true,false,0,false,0//1,0//1,0//1,true,base_1;base_3;closure_carrier;frontier_addition;inactive
99,sparse,high,weak,high,long,high,high,base_3,true,true,false,0,false,0//1,0//1,0//1,true,base_1;base_2;closure_carrier;frontier_addition;inactive
99,sparse,high,weak,high,long,high,high,closure_carrier,true,true,true,1,false,0//1,0//1,0//1,true,base_1;base_2;base_3;frontier_addition;inactive
99,sparse,high,weak,high,long,high,high,frontier_addition,true,false,false,0,false,875//768,0//1,875//768,true,base_1;base_2;base_3;closure_carrier;inactive
100,dense,high,strong,low,long,low,high,base_1,true,true,false,0,false,0//1,0//1,0//1,true,base_2;base_3;closure_carrier;frontier_addition;inactive
100,dense,high,strong,low,long,low,high,base_2,true,false,false,0,false,875//256,0//1,875//256,true,base_1;base_3;closure_carrier;frontier_addition;inactive
100,dense,high,strong,low,long,low,high,base_3,true,false,false,0,false,525//128,0//1,525//128,true,base_1;base_2;closure_carrier;frontier_addition;inactive
100,dense,high,strong,low,long,low,high,closure_carrier,true,true,true,3,false,0//1,0//1,0//1,true,base_1;base_2;base_3;frontier_addition;inactive
100,dense,high,strong,low,long,low,high,frontier_addition,true,false,false,0,false,175//96,0//1,175//96,true,base_1;base_2;base_3;closure_carrier;inactive
101,sparse,high,weak,low,short,high,high,base_1,true,false,false,0,false,175//96,-2055//2048,5035//6144,true,base_2;base_3;closure_carrier;frontier_addition;inactive
101,sparse,high,weak,low,short,high,high,base_2,true,true,false,0,false,0//1,0//1,0//1,true,base_1;base_3;closure_carrier;frontier_addition;inactive
101,sparse,high,weak,low,short,high,high,base_3,true,true,false,0,false,0//1,0//1,0//1,true,base_1;base_2;closure_carrier;frontier_addition;inactive
101,sparse,high,weak,low,short,high,high,closure_carrier,true,true,true,1,true,0//1,11881//4096,11881//4096,true,base_1;base_2;base_3;frontier_addition;inactive
101,sparse,high,weak,low,short,high,high,frontier_addition,true,false,false,0,false,175//384,-2055//8192,5035//24576,true,base_1;base_2;base_3;closure_carrier;inactive
102,dense,low,weak,low,long,high,low,base_1,true,true,true,1,false,0//1,0//1,0//1,true,base_2;base_3;closure_carrier;frontier_addition;inactive
102,dense,low,weak,low,long,high,low,base_2,true,false,true,1,false,175//48,-20633//49152,158567//49152,true,base_1;base_3;closure_carrier;frontier_addition;inactive
102,dense,low,weak,low,long,high,low,base_3,true,false,true,1,false,1225//384,-18041//49152,46253//16384,true,base_1;base_2;closure_carrier;frontier_addition;inactive
102,dense,low,weak,low,long,high,low,closure_carrier,true,true,true,1,true,0//1,1447//49152,1447//49152,true,base_1;base_2;base_3;frontier_addition;inactive
102,dense,low,weak,low,long,high,low,frontier_addition,true,false,false,0,false,175//128,-7673//49152,59527//49152,true,base_1;base_2;base_3;closure_carrier;inactive
103,dense,low,strong,low,long,low,high,base_1,true,false,true,1,false,175//48,0//1,175//48,true,base_2;base_3;closure_carrier;frontier_addition;inactive
103,dense,low,strong,low,long,low,high,base_2,true,true,true,1,false,0//1,0//1,0//1,true,base_1;base_3;closure_carrier;frontier_addition;inactive
103,dense,low,strong,low,long,low,high,base_3,true,false,true,1,false,875//256,0//1,875//256,true,base_1;base_2;closure_carrier;frontier_addition;inactive
103,dense,low,strong,low,long,low,high,closure_carrier,true,true,true,3,false,0//1,0//1,0//1,true,base_1;base_2;base_3;frontier_addition;inactive
103,dense,low,strong,low,long,low,high,frontier_addition,true,false,false,0,false,175//96,0//1,175//96,true,base_1;base_2;base_3;closure_carrier;inactive
104,sparse,high,weak,high,short,high,low,base_1,true,false,false,0,false,175//128,-2989//4096,2611//4096,true,base_2;base_3;closure_carrier;frontier_addition;inactive
104,sparse,high,weak,high,short,high,low,base_2,true,true,false,0,false,0//1,0//1,0//1,true,base_1;base_3;closure_carrier;frontier_addition;inactive
104,sparse,high,weak,high,short,high,low,base_3,true,true,false,0,false,0//1,0//1,0//1,true,base_1;base_2;closure_carrier;frontier_addition;inactive
104,sparse,high,weak,high,short,high,low,closure_carrier,true,true,true,1,true,0//1,4521//4096,4521//4096,true,base_1;base_2;base_3;frontier_addition;inactive
104,sparse,high,weak,high,short,high,low,frontier_addition,true,false,false,0,false,175//128,-24035//32768,20765//32768,true,base_1;base_2;base_3;closure_carrier;inactive
105,sparse,low,strong,low,long,high,high,base_1,true,false,true,1,false,175//96,-27//128,619//384,true,base_2;base_3;closure_carrier;frontier_addition;inactive
105,sparse,low,strong,low,long,high,high,base_2,true,true,true,1,false,0//1,0//1,0//1,true,base_1;base_3;closure_carrier;frontier_addition;inactive
105,sparse,low,strong,low,long,high,high,base_3,true,true,true,1,false,0//1,0//1,0//1,true,base_1;base_2;closure_carrier;frontier_addition;inactive
105,sparse,low,strong,low,long,high,high,closure_carrier,true,true,true,3,true,0//1,61//256,61//256,true,base_1;base_2;base_3;frontier_addition;inactive
105,sparse,low,strong,low,long,high,high,frontier_addition,true,false,false,0,false,175//192,-27//256,619//768,true,base_1;base_2;base_3;closure_carrier;inactive
106,sparse,high,strong,high,short,low,high,base_1,true,false,false,0,false,1925//768,0//1,1925//768,true,base_2;base_3;closure_carrier;frontier_addition;inactive
106,sparse,high,strong,high,short,low,high,base_2,true,true,false,0,false,0//1,0//1,0//1,true,base_1;base_3;closure_carrier;frontier_addition;inactive
106,sparse,high,strong,high,short,low,high,base_3,true,true,false,0,false,0//1,0//1,0//1,true,base_1;base_2;closure_carrier;frontier_addition;inactive
106,sparse,high,strong,high,short,low,high,closure_carrier,true,true,true,3,false,0//1,0//1,0//1,true,base_1;base_2;base_3;frontier_addition;inactive
106,sparse,high,strong,high,short,low,high,frontier_addition,true,false,false,0,false,175//256,0//1,175//256,true,base_1;base_2;base_3;closure_carrier;inactive
107,sparse,high,strong,high,short,low,low,base_1,true,false,false,0,false,525//256,0//1,525//256,true,base_2;base_3;closure_carrier;frontier_addition;inactive
107,sparse,high,strong,high,short,low,low,base_2,true,true,false,0,false,0//1,0//1,0//1,true,base_1;base_3;closure_carrier;frontier_addition;inactive
107,sparse,high,strong,high,short,low,low,base_3,true,true,false,0,false,0//1,0//1,0//1,true,base_1;base_2;closure_carrier;frontier_addition;inactive
107,sparse,high,strong,high,short,low,low,closure_carrier,true,true,true,3,false,0//1,0//1,0//1,true,base_1;base_2;base_3;frontier_addition;inactive
107,sparse,high,strong,high,short,low,low,frontier_addition,true,false,false,0,false,175//256,0//1,175//256,true,base_1;base_2;base_3;closure_carrier;inactive
108,sparse,low,strong,high,long,low,high,base_1,true,false,true,1,false,875//384,0//1,875//384,true,base_2;base_3;closure_carrier;frontier_addition;inactive
108,sparse,low,strong,high,long,low,high,base_2,true,true,true,1,false,0//1,0//1,0//1,true,base_1;base_3;closure_carrier;frontier_addition;inactive
108,sparse,low,strong,high,long,low,high,base_3,true,true,true,1,false,0//1,0//1,0//1,true,base_1;base_2;closure_carrier;frontier_addition;inactive
108,sparse,low,strong,high,long,low,high,closure_carrier,true,true,true,3,false,0//1,0//1,0//1,true,base_1;base_2;base_3;frontier_addition;inactive
108,sparse,low,strong,high,long,low,high,frontier_addition,true,false,false,0,false,175//384,0//1,175//384,true,base_1;base_2;base_3;closure_carrier;inactive
109,sparse,low,weak,high,short,high,low,base_1,true,false,true,1,false,1225//768,-152453//196608,161147//196608,true,base_2;base_3;closure_carrier;frontier_addition;inactive
109,sparse,low,weak,high,short,high,low,base_2,true,true,true,1,false,0//1,0//1,0//1,true,base_1;base_3;closure_carrier;frontier_addition;inactive
109,sparse,low,weak,high,short,high,low,base_3,true,true,true,1,false,0//1,0//1,0//1,true,base_1;base_2;closure_carrier;frontier_addition;inactive
109,sparse,low,weak,high,short,high,low,closure_carrier,true,true,true,1,true,0//1,10453//49152,10453//49152,true,base_1;base_2;base_3;frontier_addition;inactive
109,sparse,low,weak,high,short,high,low,frontier_addition,true,false,false,0,false,175//192,-317//768,383//768,true,base_1;base_2;base_3;closure_carrier;inactive
110,sparse,high,strong,low,long,high,high,base_1,true,false,false,0,false,175//96,-27//128,619//384,true,base_2;base_3;closure_carrier;frontier_addition;inactive
110,sparse,high,strong,low,long,high,high,base_2,true,true,false,0,false,0//1,0//1,0//1,true,base_1;base_3;closure_carrier;frontier_addition;inactive
110,sparse,high,strong,low,long,high,high,base_3,true,true,false,0,false,0//1,0//1,0//1,true,base_1;base_2;closure_carrier;frontier_addition;inactive
110,sparse,high,strong,low,long,high,high,closure_carrier,true,true,true,3,true,0//1,115//256,115//256,true,base_1;base_2;base_3;frontier_addition;inactive
110,sparse,high,strong,low,long,high,high,frontier_addition,true,false,false,0,false,875//768,-135//1024,3095//3072,true,base_1;base_2;base_3;closure_carrier;inactive
111,sparse,high,strong,low,long,high,low,base_1,true,false,false,0,false,875//384,-135//512,3095//1536,true,base_2;base_3;closure_carrier;frontier_addition;inactive
111,sparse,high,strong,low,long,high,low,base_2,true,true,false,0,false,0//1,0//1,0//1,true,base_1;base_3;closure_carrier;frontier_addition;inactive
111,sparse,high,strong,low,long,high,low,base_3,true,true,false,0,false,0//1,0//1,0//1,true,base_1;base_2;closure_carrier;frontier_addition;inactive
111,sparse,high,strong,low,long,high,low,closure_carrier,true,true,true,3,true,0//1,11//32,11//32,true,base_1;base_2;base_3;frontier_addition;inactive
111,sparse,high,strong,low,long,high,low,frontier_addition,true,false,false,0,false,875//768,-135//1024,3095//3072,true,base_1;base_2;base_3;closure_carrier;inactive
112,dense,low,weak,low,short,low,high,base_1,true,false,true,1,false,875//256,-3435//4096,10565//4096,true,base_2;base_3;closure_carrier;frontier_addition;inactive
112,dense,low,weak,low,short,low,high,base_2,true,true,true,1,false,0//1,0//1,0//1,true,base_1;base_3;closure_carrier;frontier_addition;inactive
112,dense,low,weak,low,short,low,high,base_3,true,false,true,1,false,175//48,-14665//16384,135205//49152,true,base_1;base_2;closure_carrier;frontier_addition;inactive
112,dense,low,weak,low,short,low,high,closure_carrier,true,true,true,1,true,0//1,14343//16384,14343//16384,true,base_1;base_2;base_3;frontier_addition;inactive
112,dense,low,weak,low,short,low,high,frontier_addition,true,false,false,0,false,1225//768,-6475//16384,58975//49152,true,base_1;base_2;base_3;closure_carrier;inactive
113,dense,high,strong,low,short,high,low,base_1,true,false,false,0,false,525//128,-18495//8192,15105//8192,true,base_2;base_3;closure_carrier;frontier_addition;inactive
113,dense,high,strong,low,short,high,low,base_2,true,false,false,0,false,2975//768,-34935//16384,85595//49152,true,base_1;base_3;closure_carrier;frontier_addition;inactive
113,dense,high,strong,low,short,high,low,base_3,true,true,false,0,false,0//1,0//1,0//1,true,base_1;base_2;closure_carrier;frontier_addition;inactive
113,dense,high,strong,low,short,high,low,closure_carrier,true,true,true,3,true,0//1,871//256,871//256,true,base_1;base_2;base_3;frontier_addition;inactive
113,dense,high,strong,low,short,high,low,frontier_addition,true,false,false,0,false,175//96,-2055//2048,5035//6144,true,base_1;base_2;base_3;closure_carrier;inactive
114,sparse,high,weak,high,short,high,high,base_1,true,false,false,0,false,1225//768,-3371//4096,9487//12288,true,base_2;base_3;closure_carrier;frontier_addition;inactive
114,sparse,high,weak,high,short,high,high,base_2,true,true,false,0,false,0//1,0//1,0//1,true,base_1;base_3;closure_carrier;frontier_addition;inactive
114,sparse,high,weak,high,short,high,high,base_3,true,true,false,0,false,0//1,0//1,0//1,true,base_1;base_2;closure_carrier;frontier_addition;inactive
114,sparse,high,weak,high,short,high,high,closure_carrier,true,true,true,1,true,0//1,1309//2048,1309//2048,true,base_1;base_2;base_3;frontier_addition;inactive
114,sparse,high,weak,high,short,high,high,frontier_addition,true,false,false,0,false,175//192,-7779//16384,21463//49152,true,base_1;base_2;base_3;closure_carrier;inactive
115,sparse,low,weak,high,long,high,low,base_1,true,false,true,1,false,1225//768,0//1,1225//768,true,base_2;base_3;closure_carrier;frontier_addition;inactive
115,sparse,low,weak,high,long,high,low,base_2,true,true,true,1,false,0//1,0//1,0//1,true,base_1;base_3;closure_carrier;frontier_addition;inactive
115,sparse,low,weak,high,long,high,low,base_3,true,true,true,1,false,0//1,0//1,0//1,true,base_1;base_2;closure_carrier;frontier_addition;inactive
115,sparse,low,weak,high,long,high,low,closure_carrier,true,true,true,1,false,0//1,0//1,0//1,true,base_1;base_2;base_3;frontier_addition;inactive
115,sparse,low,weak,high,long,high,low,frontier_addition,true,false,false,0,false,175//256,0//1,175//256,true,base_1;base_2;base_3;closure_carrier;inactive
116,dense,low,strong,high,long,low,low,base_1,true,false,true,1,false,875//256,0//1,875//256,true,base_2;base_3;closure_carrier;frontier_addition;inactive
116,dense,low,strong,high,long,low,low,base_2,true,false,true,1,false,1225//384,0//1,1225//384,true,base_1;base_3;closure_carrier;frontier_addition;inactive
116,dense,low,strong,high,long,low,low,base_3,true,true,true,1,false,0//1,0//1,0//1,true,base_1;base_2;closure_carrier;frontier_addition;inactive
116,dense,low,strong,high,long,low,low,closure_carrier,true,true,true,3,false,0//1,0//1,0//1,true,base_1;base_2;base_3;frontier_addition;inactive
116,dense,low,strong,high,long,low,low,frontier_addition,true,false,false,0,false,525//256,0//1,525//256,true,base_1;base_2;base_3;closure_carrier;inactive
117,dense,high,weak,low,long,high,low,base_1,true,true,false,0,false,0//1,0//1,0//1,true,base_2;base_3;closure_carrier;frontier_addition;inactive
117,dense,high,weak,low,long,high,low,base_2,true,false,false,0,false,1225//384,-189//512,4333//1536,true,base_1;base_3;closure_carrier;frontier_addition;inactive
117,dense,high,weak,low,long,high,low,base_3,true,false,false,0,false,1225//384,-189//512,4333//1536,true,base_1;base_2;closure_carrier;frontier_addition;inactive
117,dense,high,weak,low,long,high,low,closure_carrier,true,true,true,1,true,0//1,17//128,17//128,true,base_1;base_2;base_3;frontier_addition;inactive
117,dense,high,weak,low,long,high,low,frontier_addition,true,false,false,0,false,875//384,-135//512,3095//1536,true,base_1;base_2;base_3;closure_carrier;inactive
118,dense,high,weak,high,short,high,high,base_1,true,true,false,0,false,0//1,0//1,0//1,true,base_2;base_3;closure_carrier;frontier_addition;inactive
118,dense,high,weak,high,short,high,high,base_2,true,false,false,0,false,875//256,-122655//65536,101345//65536,true,base_1;base_3;closure_carrier;frontier_addition;inactive
118,dense,high,weak,high,short,high,high,base_3,true,false,false,0,false,175//48,-32733//16384,81001//49152,true,base_1;base_2;closure_carrier;frontier_addition;inactive
118,dense,high,weak,high,short,high,high,closure_carrier,true,true,true,1,true,0//1,203//128,203//128,true,base_1;base_2;base_3;frontier_addition;inactive
118,dense,high,weak,high,short,high,high,frontier_addition,true,false,false,0,false,525//256,-73173//65536,61227//65536,true,base_1;base_2;base_3;closure_carrier;inactive
119,sparse,high,weak,high,long,high,low,base_1,true,false,false,0,false,525//256,0//1,525//256,true,base_2;base_3;closure_carrier;frontier_addition;inactive
119,sparse,high,weak,high,long,high,low,base_2,true,true,false,0,false,0//1,0//1,0//1,true,base_1;base_3;closure_carrier;frontier_addition;inactive
119,sparse,high,weak,high,long,high,low,base_3,true,true,false,0,false,0//1,0//1,0//1,true,base_1;base_2;closure_carrier;frontier_addition;inactive
119,sparse,high,weak,high,long,high,low,closure_carrier,true,true,true,1,false,0//1,0//1,0//1,true,base_1;base_2;base_3;frontier_addition;inactive
119,sparse,high,weak,high,long,high,low,frontier_addition,true,false,false,0,false,175//192,0//1,175//192,true,base_1;base_2;base_3;closure_carrier;inactive
120,sparse,high,strong,high,long,high,high,base_1,true,false,false,0,false,175//96,0//1,175//96,true,base_2;base_3;closure_carrier;frontier_addition;inactive
120,sparse,high,strong,high,long,high,high,base_2,true,true,false,0,false,0//1,0//1,0//1,true,base_1;base_3;closure_carrier;frontier_addition;inactive
120,sparse,high,strong,high,long,high,high,base_3,true,true,false,0,false,0//1,0//1,0//1,true,base_1;base_2;closure_carrier;frontier_addition;inactive
120,sparse,high,strong,high,long,high,high,closure_carrier,true,true,true,3,false,0//1,0//1,0//1,true,base_1;base_2;base_3;frontier_addition;inactive
120,sparse,high,strong,high,long,high,high,frontier_addition,true,false,false,0,false,175//192,0//1,175//192,true,base_1;base_2;base_3;closure_carrier;inactive
