trial_id,current_belief,next_belief,probability
156,1,2,3//4
156,1,3,0//1
156,2,1,0//1
156,2,2,1//4
156,2,3,3//4
156,3,1,3//4
156,3,2,0//1
156,3,3,1//4
157,1,1,1//4
157,1,2,3//4
157,1,3,0//1
157,2,1,0//1
157,2,2,1//4
157,2,3,3//4
157,3,1,3//4
157,3,2,0//1
157,3,3,1//4
158,1,1,1//4
158,1,2,3//4
158,1,3,0//1
158,2,1,0//1
158,2,2,1//4
158,2,3,3//4
158,3,1,3//4
158,3,2,0//1
158,3,3,1//4
159,1,1,3//4
159,1,2,1//4
159,1,3,0//1
159,2,1,0//1
159,2,2,3//4
159,2,3,1//4
159,3,1,1//4
159,3,2,0//1
159,3,3,3//4
160,1,1,1//4
160,1,2,3//4
160,1,3,0//1
160,2,1,0//1
160,2,2,1//4
160,2,3,3//4
160,3,1,3//4
160,3,2,0//1
160,3,3,1//4
161,1,1,1//4
161,1,2,3//4
161,1,3,0//1
161,2,1,0//1
161,2,2,1//4
161,2,3,3//4
161,3,1,3//4
161,3,2,0//1
161,3,3,1//4
162,1,1,1//4
162,1,2,3//4
162,1,3,0//1
162,2,1,0//1
162,2,2,1//4
162,2,3,3//4
162,3,1,3//4
162,3,2,0//1
162,3,3,1//4
163,1,1,1//4
163,1,2,3//4
163,1,3,0//1
163,2,1,0//1
163,2,2,1//4
163,2,3,3//4
163,3,1,3//4
163,3,2,0//1
163,3,3,1//4
164,1,1,3//4
164,1,2,1//4
164,1,3,0//1
164,2,1,0//1
164,2,2,3//4
164,2,3,1//4
164,3,1,1//4
164,3,2,0//1
164,3,3,3//4
165,1,1,1//4
165,1,2,3//4
165,1,3,0//1
165,2,1,0//1
165,2,2,1//4
165,2,3,3//4
165,3,1,3//4
165,3,2,0//1
165,3,3,1//4
166,1,1,1//4
166,1,2,3//4
166,1,3,0//1
166,2,1,0//1
166,2,2,1//4
166,2,3,3//4
166,3,1,3//4
166,3,2,0//1
166,3,3,1//4
167,1,1,3//4
167,1,2,1//4
167,1,3,0//1
167,2,1,0//1
167,2,2,3//4
167,2,3,1//4
167,3,1,1//4
167,3,2,0//1
167,3,3,3//4
168,1,1,3//4
168,1,2,1//4
168,1,3,0//1
168,2,1,0//1
168,2,2,3//4
168,2,3,1//4
168,3,1,1//4
168,3,2,0//1
168,3,3,3//4
169,1,1,1//4
169,1,2,3//4
169,1,3,0//1
169,2,1,0//1
169,2,2,1//4
169,2,3,3//4
169,3,1,3//4
169,3,2,0//1
169,3,3,1//4
170,1,1,3//4
170,1,2,1//4
170,1,3,0//1
170,2,1,0//1
170,2,2,3//4
170,2,3,1//4
170,3,1,1//4
170,3,2,0//1
170,3,3,3//4
171,1,1,3//4
171,1,2,1//4
171,1,3,0//1
171,2,1,0//1
171,2,2,3//4
171,2,3,1//4
171,3,1,1//4
171,3,2,0//1
171,3,3,3//4
172,1,1,1//4
172,1,2,3//4
172,1,3,0//1
172,2,1,0//1
172,2,2,1//4
172,2,3,3//4
172,3,1,3//4
172,3,2,0//1
172,3,3,1//4
173,1,1,3//4
173,1,2,1//4
173,1,3,0//1
173,2,1,0//1
173,2,2,3//4
173,2,3,1//4
173,3,1,1//4
173,3,2,0//1
173,3,3,3//4
174,1,1,3//4
174,1,2,1//4
174,1,3,0//1
174,2,1,0//1
174,2,2,3//4
174,2,3,1//4
174,3,1,1//4
174,3,2,0//1
174,3,3,3//4
175,1,1,3//4
175,1,2,1//4
175,1,3,0//1
175,2,1,0//1
175,2,2,3//4
175,2,3,1//4
175,3,1,1//4
175,3,2,0//1
175,3,3,3//4
176,1,1,3//4
176,1,2,1//4
176,1,3,0//1
176,2,1,0//1
176,2,2,3//4
176,2,3,1//4
176,3,1,1//4
176,3,2,0//1
176,3,3,3//4
177,1,1,3//4
177,1,2,1//4
177,1,3,0//1
177,2,1,0//1
177,2,2,3//4
177,2,3,1//4
177,3,1,1//4
177,3,2,0//1
177,3,3,3//4
178,1,1,3//4
178,1,2,1//4
178,1,3,0//1
178,2,1,0//1
178,2,2,3//4
178,2,3,1//4
178,3,1,1//4
178,3,2,0//1
178,3,3,3//4
179,1,1,3//4
179,1,2,1//4
179,1,3,0//1
179,2,1,0//1
179,2,2,3//4
179,2,3,1//4
179,3,1,1//4
179,3,2,0//1
179,3,3,3//4
180,1,1,3//4
180,1,2,1//4
180,1,3,0//1
180,2,1,0//1
180,2,2,3//4
180,2,3,1//4
180,3,1,1//4
180,3,2,0//1
180,3,3,3//4
181,1,1,1//4
181,1,2,3//4
181,1,3,0//1
181,2,1,0//1
181,2,2,1//4
181,2,3,3//4
181,3,1,3//4
181,3,2,0//1
181,3,3,1//4
182,1,1,1//4
182,1,2,3//4
182,1,3,0//1
182,2,1,0//1
182,2,2,1//4
182,2,3,3//4
182,3,1,3//4
182,3,2,0//1
182,3,3,1//4
183,1,1,1//4
183,1,2,3//4
183,1,3,0//1
183,2,1,0//1
183,2,2,1//4
183,2,3,3//4
183,3,1,3//4
183,3,2,0//1
183,3,3,1//4
184,1,1,3//4
184,1,2,1//4
184,1,3,0//1
184,2,1,0//1
184,2,2,3//4
184,2,3,1//4
184,3,1,1//4
184,3,2,0//1
184,3,3,3//4
185,1,1,1//4
185,1,2,3//4
185,1,3,0//1
185,2,1,0//1
185,2,2,1//4
185,2,3,3//4
185,3,1,3//4
185,3,2,0//1
185,3,3,1//4
186,1,1,1//4
186,1,2,3//4
186,1,3,0//1
186,2,1,0//1
186,2,2,1//4
186,2,3,3//4
186,3,1,3//4
186,3,2,0//1
186,3,3,1//4
187,1,1,1//4
187,1,2,3//4
187,1,3,0//1
187,2,1,0//1
187,2,2,1//4
187,2,3,3//4
187,3,1,3//4
187,3,2,0//1
187,3,3,1//4
188,1,1,1//4
188,1,2,3//4
188,1,3,0//1
188,2,1,0//1
188,2,2,1//4
188,2,3,3//4
188,3,1,3//4
188,3,2,0//1
188,3,3,1//4
189,1,1,1//4
189,1,2,3//4
189,1,3,0//1
189,2,1,0//1
189,2,2,1//4
189,2,3,3//4
189,3,1,3//4
189,3,2,0//1
189,3,3,1//4
190,1,1,3//4
190,1,2,1//4
190,1,3,0//1
190,2,1,0//1
190,2,2,3//4
190,2,3,1//4
190,3,1,1//4
190,3,2,0//1
190,3,3,3//4
191,1,1,3//4
191,1,2,1//4
191,1,3,0//1
191,2,1,0//1
191,2,2,3//4
191,2,3,1//4
191,3,1,1//4
191,3,2,0//1
191,3,3,3//4
192,1,1,1//4
192,1,2,3//4
192,1,3,0//1
192,2,1,0//1
192,2,2,1//4
192,2,3,3//4
192,3,1,3//4
192,3,2,0//1
192,3,3,1//4
193,1,1,1//4
193,1,2,3//4
193,1,3,0//1
193,2,1,0//1
193,2,2,1//4
193,2,3,3//4
193,3,1,3//4
193,3,2,0//1
193,3,3,1//4
194,1,1,1//4
194,1,2,3//4
194,1,3,0//1
194,2,1,0//1
194,2,2,1//4
194,2,3,3//4
194,3,1,3//4
194,3,2,0//1
194,3,3,1//4
195,1,1,3//4
195,1,2,1//4
195,1,3,0//1
195,2,1,0//1
195,2,2,3//4
195,2,3,1//4
195,3,1,1//4
195,3,2,0//1
195,3,3,3//4
196,1,1,1//4
196,1,2,3//4
196,1,3,0//1
196,2,1,0//1
196,2,2,1//4
196,2,3,3//4
196,3,1,3//4
196,3,2,0//1
196,3,3,1//4
197,1,1,1//4
197,1,2,3//4
197,1,3,0//1
197,2,1,0//1
197,2,2,1//4
197,2,3,3//4
197,3,1,3//4
197,3,2,0//1
197,3,3,1//4
198,1,1,3//4
198,1,2,1//4
198,1,3,0//1
198,2,1,0//1
198,2,2,3//4
198,2,3,1//4
198,3,1,1//4
198,3,2,0//1
198,3,3,3//4
199,1,1,3//4
199,1,2,1//4
199,1,3,0//1
199,2,1,0//1
199,2,2,3//4
199,2,3,1//4
199,3,1,1//4
199,3,2,0//1
199,3,3,3//4
200,1,1,1//4
200,1,2,3//4
200,1,3,0//1
200,2,1,0//1
200,2,2,1//4
200,2,3,3//4
200,3,1,3//4
200,3,2,0//1
200,3,3,1//4
201,1,1,1//4
201,1,2,3//4
201,1,3,0//1
201,2,1,0//1
201,2,2,1//4
201,2,3,3//4
201,3,1,3//4
201,3,2,0//1
201,3,3,1//4
202,1,1,1//4
202,1,2,3//4
202,1,3,0//1
202,2,1,0//1
202,2,2,1//4
202,2,3,3//4
202,3,1,3//4
202,3,2,0//1
202,3,3,1//4
203,1,1,1//4
203,1,2,3//4
203,1,3,0//1
203,2,1,0//1
203,2,2,1//4
203,2,3,3//4
203,3,1,3//4
203,3,2,0//1
203,3,3,1//4
204,1,1,3//4
204,1,2,1//4
204,1,3,0//1
204,2,1,0//1
204,2,2,3//4
204,2,3,1//4
204,3,1,1//4
204,3,2,0//1
204,3,3,3//4
205,1,1,1//4
205,1,2,3//4
205,1,3,0//1
205,2,1,0//1
205,2,2,1//4
205,2,3,3//4
205,3,1,3//4
205,3,2,0//1
205,3,3,1//4
206,1,1,1//4
206,1,2,3//4
206,1,3,0//1
206,2,1,0//1
206,2,2,1//4
206,2,3,3//4
206,3,1,3//4
206,3,2,0//1
206,3,3,1//4
207,1,1,1//4
207,1,2,3//4
207,1,3,0//1
207,2,1,0//1
207,2,2,1//4
207,2,3,3//4
207,3,1,3//4
207,3,2,0//1
207,3,3,1//4
208,1,1,3//4
208,1,2,1//4
208,1,3,0//1
208,2,1,0//1
208,2,2,3//4
208,2,3,1//4
208,3,1,1//4
208,3,2,0//1
208,3,3,3//4
209,1,1,1//4
209,1,2,3//4
209,1,3,0//1
209,2,1,0//1
209,2,2,1//4
209,2,3,3//4
209,3,1,3//4
209,3,2,0//1
209,3,3,1//4
210,1,1,3//4
210,1,2,1//4
210,1,3,0//1
210,2,1,0//1
210,2,2,3//4
210,2,3,1//4
210,3,1,1//4
210,3,2,0//1
210,3,3,3//4
211,1,1,3//4
211,1,2,1//4
211,1,3,0//1
211,2,1,0//1
211,2,2,3//4
211,2,3,1//4
211,3,1,1//4
211,3,2,0//1
211,3,3,3//4
212,1,1,3//4
212,1,2,1//4
212,1,3,0//1
212,2,1,0//1
212,2,2,3//4
212,2,3,1//4
212,3,1,1//4
212,3,2,0//1
212,3,3,3//4
213,1,1,3//4
213,1,2,1//4
213,1,3,0//1
213,2,1,0//1
213,2,2,3//4
213,2,3,1//4
213,3,1,1//4
213,3,2,0//1
213,3,3,3//4
214,1,1,3//4
214,1,2,1//4
214,1,3,0//1
214,2,1,0//1
214,2,2,3//4
214,2,3,1//4
214,3,1,1//4
214,3,2,0//1
214,3,3,3//4
215,1,1,1//4
215,1,2,3//4
215,1,3,0//1
215,2,1,0//1
215,2,2,1//4
215,2,3,3//4
215,3,1,3//4
215,3,2,0//1
215,3,3,1//4
216,1,1,1//4
216,1,2,3//4
216,1,3,0//1
216,2,1,0//1
216,2,2,1//4
216,2,3,3//4
216,3,1,3//4
216,3,2,0//1
216,3,3,1//4
217,1,1,3//4
217,1,2,1//4
217,1,3,0//1
217,2,1,0//1
217,2,2,3//4
217,2,3,1//4
217,3,1,1//4
217,3,2,0//1
217,3,3,3//4
218,1,1,1//4
218,1,2,3//4
218,1,3,0//1
218,2,1,0//1
218,2,2,1//4
218,2,3,3//4
218,3,1,3//4
218,3,2,0//1
218,3,3,1//4
219,1,1,1//4
219,1,2,3//4
219,1,3,0//1
219,2,1,0//1
219,2,2,1//4
219,2,3,3//4
219,3,1,3//4
219,3,2,0//1
219,3,3,1//4
220,1,1,3//4
220,1,2,1//4
220,1,3,0//1
220,2,1,0//1
220,2,2,3//4
220,2,3,1//4
220,3,1,1//4
220,3,2,0//1
220,3,3,3//4
221,1,1,3//4
221,1,2,1//4
221,1,3,0//1
221,2,1,0//1
221,2,2,3//4
221,2,3,1//4
221,3,1,1//4
221,3,2,0//1
221,3,3,3//4
222,1,1,3//4
222,1,2,1//4
222,1,3,0//1
222,2,1,0//1
222,2,2,3//4
222,2,3,1//4
222,3,1,1//4
222,3,2,0//1
222,3,3,3//4
223,1,1,1//4
223,1,2,3//4
223,1,3,0//1
223,2,1,0//1
223,2,2,1//4
223,2,3,3//4
223,3,1,3//4
223,3,2,0//1
223,3,3,1//4
224,1,1,1//4
224,1,2,3//4
224,1,3,0//1
224,2,1,0//1
224,2,2,1//4
224,2,3,3//4
224,3,1,3//4
224,3,2,0//1
224,3,3,1//4
225,1,1,1//4
225,1,2,3//4
225,1,3,0//1
225,2,1,0//1
225,2,2,1//4
225,2,3,3//4
225,3,1,3//4
225,3,2,0//1
225,3,3,1//4
226,1,1,3//4
226,1,2,1//4
226,1,3,0//1
226,2,1,0//1
226,2,2,3//4
226,2,3,1//4
226,3,1,1//4
226,3,2,0//1
226,3,3,3//4
227,1,1,3//4
227,1,2,1//4
227,1,3,0//1
227,2,1,0//1
227,2,2,3//4
227,2,3,1//4
227,3,1,1//4
227,3,2,0//1
227,3,3,3//4
228,1,1,3//4
228,1,2,1//4
228,1,3,0//1
228,2,1,0//1
228,2,2,3//4
228,2,3,1//4
228,3,1,1//4
228,3,2,0//1
228,3,3,3//4
229,1,1,3//4
229,1,2,1//4
229,1,3,0//1
229,2,1,0//1
229,2,2,3//4
229,2,3,1//4
229,3,1,1//4
229,3,2,0//1
229,3,3,3//4
230,1,1,1//4
230,1,2,3//4
230,1,3,0//1
230,2,1,0//1
230,2,2,1//4
230,2,3,3//4
230,3,1,3//4
230,3,2,0//1
230,3,3,1//4
231,1,1,1//4
231,1,2,3//4
231,1,3,0//1
231,2,1,0//1
231,2,2,1//4
231,2,3,3//4
231,3,1,3//4
231,3,2,0//1
231,3,3,1//4
232,1,1,1//4
232,1,2,3//4
232,1,3,0//1
232,2,1,0//1
232,2,2,1//4
232,2,3,3//4
232,3,1,3//4
232,3,2,0//1
232,3,3,1//4
233,1,1,1//4
233,1,2,3//4
233,1,3,0//1
233,2,1,0//1
233,2,2,1//4
233,2,3,3//4
233,3,1,3//4
233,3,2,0//1
233,3,3,1//4
234,1,1,1//4
234,1,2,3//4
234,1,3,0//1
234,2,1,0//1
234,2,2,1//4
234,2,3,3//4
234,3,1,3//4
234,3,2,0//1
234,3,3,1//4
235,1,1,1//4
235,1,2,3//4
235,1,3,0//1
235,2,1,0//1
235,2,2,1//4
235,2,3,3//4
235,3,1,3//4
235,3,2,0//1
235,3,3,1//4
236,1,1,3//4
236,1,2,1//4
236,1,3,0//1
236,2,1,0//1
236,2,2,3//4
236,2,3,1//4
236,3,1,1//4
236,3,2,0//1
236,3,3,3//4
237,1,1,1//4
237,1,2,3//4
237,1,3,0//1
237,2,1,0//1
237,2,2,1//4
237,2,3,3//4
237,3,1,3//4
237,3,2,0//1
237,3,3,1//4
238,1,1,1//4
238,1,2,3//4
238,1,3,0//1
238,2,1,0//1
238,2,2,1//4
238,2,3,3//4
238,3,1,3//4
238,3,2,0//1
238,3,3,1//4
239,1,1,3//4
239,1,2,1//4
239,1,3,0//1
239,2,1,0//1
239,2,2,3//4
239,2,3,1//4
239,3,1,1//4
239,3,2,0//1
239,3,3,3//4
240,1,1,3//4
240,1,2,1//4
240,1,3,0//1
240,2,1,0//1
240,2,2,3//4
240,2,3,1//4
240,3,1,1//4
240,3,2,0//1
240,3,3,3//4
241,1,1,1//4
241,1,2,3//4
241,1,3,0//1
241,2,1,0//1
241,2,2,1//4
241,2,3,3//4
241,3,1,3//4
241,3,2,0//1
241,3,3,1//4
242,1,1,3//4
242,1,2,1//4
242,1,3,0//1
242,2,1,0//1
242,2,2,3//4
242,2,3,1//4
242,3,1,1//4
242,3,2,0//1
242,3,3,3//4
243,1,1,1//4
243,1,2,3//4
243,1,3,0//1
243,2,1,0//1
243,2,2,1//4
243,2,3,3//4
243,3,1,3//4
243,3,2,0//1
243,3,3,1//4
244,1,1,3//4
244,1,2,1//4
244,1,3,0//1
244,2,1,0//1
244,2,2,3//4
244,2,3,1//4
244,3,1,1//4
244,3,2,0//1
244,3,3,3//4
245,1,1,3//4
245,1,2,1//4
245,1,3,0//1
245,2,1,0//1
245,2,2,3//4
245,2,3,1//4
245,3,1,1//4
245,3,2,0//1
245,3,3,3//4
246,1,1,1//4
246,1,2,3//4
246,1,3,0//1
246,2,1,0//1
246,2,2,1//4
246,2,3,3//4
246,3,1,3//4
246,3,2,0//1
246,3,3,1//4
247,1,1,3//4
247,1,2,1//4
247,1,3,0//1
247,2,1,0//1
247,2,2,3//4
247,2,3,1//4
247,3,1,1//4
247,3,2,0//1
247,3,3,3//4
248,1,1,1//4
248,1,2,3//4
248,1,3,0//1
248,2,1,0//1
248,2,2,1//4
248,2,3,3//4
248,3,1,3//4
248,3,2,0//1
248,3,3,1//4
249,1,1,3//4
249,1,2,1//4
249,1,3,0//1
249,2,1,0//1
249,2,2,3//4
249,2,3,1//4
249,3,1,1//4
249,3,2,0//1
249,3,3,3//4
250,1,1,3//4
250,1,2,1//4
250,1,3,0//1
250,2,1,0//1
250,2,2,3//4
250,2,3,1//4
250,3,1,1//4
250,3,2,0//1
250,3,3,3//4
251,1,1,1//4
251,1,2,3//4
251,1,3,0//1
251,2,1,0//1
251,2,2,1//4
251,2,3,3//4
251,3,1,3//4
251,3,2,0//1
251,3,3,1//4
252,1,1,3//4
252,1,2,1//4
252,1,3,0//1
252,2,1,0//1
252,2,2,3//4
252,2,3,1//4
252,3,1,1//4
252,3,2,0//1
252,3,3,3//4
253,1,1,1//4
253,1,2,3//4
253,1,3,0//1
253,2,1,0//1
253,2,2,1//4
253,2,3,3//4
253,3,1,3//4
253,3,2,0//1
253,3,3,1//4
254,1,1,3//4
254,1,2,1//4
254,1,3,0//1
254,2,1,0//1
254,2,2,3//4
254,2,3,1//4
254,3,1,1//4
254,3,2,0//1
254,3,3,3//4
255,1,1,1//4
255,1,2,3//4
255,1,3,0//1
255,2,1,0//1
255,2,2,1//4
255,2,3,3//4
255,3,1,3//4
255,3,2,0//1
255,3,3,1//4
256,1,1,3//4
256,1,2,1//4
256,1,3,0//1
256,2,1,0//1
256,2,2,3//4
256,2,3,1//4
256,3,1,1//4
256,3,2,0//1
256,3,3,3//4
257,1,1,1//4
257,1,2,3//4
257,1,3,0//1
257,2,1,0//1
257,2,2,1//4
257,2,3,3//4
257,3,1,3//4
257,3,2,0//1
257,3,3,1//4
258,1,1,3//4
258,1,2,1//4
258,1,3,0//1
258,2,1,0//1
258,2,2,3//4
258,2,3,1//4
258,3,1,1//4
258,3,2,0//1
258,3,3,3//4
259,1,1,3//4
259,1,2,1//4
259,1,3,0//1
259,2,1,0//1
259,2,2,3//4
259,2,3,1//4
259,3,1,1//4
259,3,2,0//1
259,3,3,3//4
260,1,1,3//4
260,1,2,1//4
260,1,3,0//1
260,2,1,0//1
260,2,2,3//4
260,2,3,1//4
260,3,1,1//4
260,3,2,0//1
260,3,3,3//4
261,1,1,3//4
261,1,2,1//4
261,1,3,0//1
261,2,1,0//1
261,2,2,3//4
261,2,3,1//4
261,3,1,1//4
261,3,2,0//1
261,3,3,3//4
262,1,1,1//4
262,1,2,3//4
262,1,3,0//1
262,2,1,0//1
262,2,2,1//4
262,2,3,3//4
262,3,1,3//4
262,3,2,0//1
262,3,3,1//4
263,1,1,1//4
263,1,2,3//4
263,1,3,0//1
263,2,1,0//1
263,2,2,1//4
263,2,3,3//4
263,3,1,3//4
263,3,2,0//1
263,3,3,1//4
264,1,1,3//4
264,1,2,1//4
264,1,3,0//1
264,2,1,0//1
264,2,2,3//4
264,2,3,1//4
264,3,1,1//4
264,3,2,0//1
264,3,3,3//4
265,1,1,1//4
265,1,2,3//4
265,1,3,0//1
265,2,1,0//1
265,2,2,1//4
265,2,3,3//4
265,3,1,3//4
265,3,2,0//1
265,3,3,1//4
266,1,1,3//4
266,1,2,1//4
266,1,3,0//1
266,2,1,0//1
266,2,2,3//4
266,2,3,1//4
266,3,1,1//4
266,3,2,0//1
266,3,3,3//4
267,1,1,3//4
267,1,2,1//4
267,1,3,0//1
267,2,1,0//1
267,2,2,3//4
267,2,3,1//4
267,3,1,1//4
267,3,2,0//1
267,3,3,3//4
268,1,1,1//4
268,1,2,3//4
268,1,3,0//1
268,2,1,0//1
268,2,2,1//4
268,2,3,3//4
268,3,1,3//4
268,3,2,0//1
268,3,3,1//4
269,1,1,3//4
269,1,2,1//4
269,1,3,0//1
269,2,1,0//1
269,2,2,3//4
269,2,3,1//4
269,3,1,1//4
269,3,2,0//1
269,3,3,3//4
270,1,1,1//4
270,1,2,3//4
270,1,3,0//1
270,2,1,0//1
270,2,2,1//4
270,2,3,3//4
270,3,1,3//4
270,3,2,0//1
270,3,3,1//4
271,1,1,1//4
271,1,2,3//4
271,1,3,0//1
271,2,1,0//1
271,2,2,1//4
271,2,3,3//4
271,3,1,3//4
271,3,2,0//1
271,3,3,1//4
272,1,1,3//4
272,1,2,1//4
272,1,3,0//1
272,2,1,0//1
272,2,2,3//4
272,2,3,1//4
272,3,1,1//4
272,3,2,0//1
272,3,3,3//4
273,1,1,3//4
273,1,2,1//4
273,1,3,0//1
273,2,1,0//1
273,2,2,3//4
273,2,3,1//4
273,3,1,1//4
273,3,2,0//1
273,3,3,3//4
274,1,1,3//4
274,1,2,1//4
274,1,3,0//1
274,2,1,0//1
274,2,2,3//4
274,2,3,1//4
274,3,1,1//4
274,3,2,0//1
274,3,3,3//4
275,1,1,1//4
275,1,2,3//4
275,1,3,0//1
275,2,1,0//1
275,2,2,1//4
275,2,3,3//4
275,3,1,3//4
275,3,2,0//1
275,3,3,1//4
276,1,1,1//4
276,1,2,3//4
276,1,3,0//1
276,2,1,0//1
276,2,2,1//4
276,2,3,3//4
276,3,1,3//4
276,3,2,0//1
276,3,3,1//4
277,1,1,3//4
277,1,2,1//4
277,1,3,0//1
277,2,1,0//1
277,2,2,3//4
277,2,3,1//4
277,3,1,1//4
277,3,2,0//1
277,3,3,3//4
278,1,1,1//4
278,1,2,3//4
278,1,3,0//1
278,2,1,0//1
278,2,2,1//4
278,2,3,3//4
278,3,1,3//4
278,3,2,0//1
278,3,3,1//4
279,1,1,3//4
279,1,2,1//4
279,1,3,0//1
279,2,1,0//1
279,2,2,3//4
279,2,3,1//4
279,3,1,1//4
279,3,2,0//1
279,3,3,3//4
280,1,1,3//4
280,1,2,1//4
280,1,3,0//1
280,2,1,0//1
280,2,2,3//4
280,2,3,1//4
280,3,1,1//4
280,3,2,0//1
280,3,3,3//4
281,1,1,3//4
281,1,2,1//4
281,1,3,0//1
281,2,1,0//1
281,2,2,3//4
281,2,3,1//4
281,3,1,1//4
281,3,2,0//1
281,3,3,3//4
282,1,1,1//4
282,1,2,3//4
282,1,3,0//1
282,2,1,0//1
282,2,2,1//4
282,2,3,3//4
282,3,1,3//4
282,3,2,0//1
282,3,3,1//4
283,1,1,3//4
283,1,2,1//4
283,1,3,0//1
283,2,1,0//1
283,2,2,3//4
283,2,3,1//4
283,3,1,1//4
283,3,2,0//1
283,3,3,3//4
284,1,1,3//4
284,1,2,1//4
284,1,3,0//1
284,2,1,0//1
284,2,2,3//4
284,2,3,1//4
284,3,1,1//4
284,3,2,0//1
284,3,3,3//4
285,1,1,3//4
285,1,2,1//4
285,1,3,0//1
285,2,1,0//1
285,2,2,3//4
285,2,3,1//4
285,3,1,1//4
285,3,2,0//1
285,3,3,3//4
286,1,1,3//4
286,1,2,1//4
286,1,3,0//1
286,2,1,0//1
286,2,2,3//4
286,2,3,1//4
286,3,1,1//4
286,3,2,0//1
286,3,3,3//4
287,1,1,3//4
287,1,2,1//4
287,1,3,0//1
287,2,1,0//1
287,2,2,3//4
287,2,3,1//4
287,3,1,1//4
287,3,2,0//1
287,3,3,3//4
288,1,1,3//4
288,1,2,1//4
288,1,3,0//1
288,2,1,0//1
288,2,2,3//4
288,2,3,1//4
288,3,1,1//4
288,3,2,0//1
288,3,3,3//4
289,1,1,3//4
289,1,2,1//4
289,1,3,0//1
289,2,1,0//1
289,2,2,3//4
289,2,3,1//4
289,3,1,1//4
289,3,2,0//1
289,3,3,3//4
290,1,1,1//4
290,1,2,3//4
290,1,3,0//1
290,2,1,0//1
290,2,2,1//4
290,2,3,3//4
290,3,1,3//4
290,3,2,0//1
290,3,3,1//4
291,1,1,3//4
291,1,2,1//4
291,1,3,0//1
291,2,1,0//1
291,2,2,3//4
291,2,3,1//4
291,3,1,1//4
291,3,2,0//1
291,3,3,3//4
292,1,1,3//4
292,1,2,1//4
292,1,3,0//1
292,2,1,0//1
292,2,2,3//4
292,2,3,1//4
292,3,1,1//4
292,3,2,0//1
292,3,3,3//4
293,1,1,1//4
293,1,2,3//4
293,1,3,0//1
293,2,1,0//1
293,2,2,1//4
293,2,3,3//4
293,3,1,3//4
293,3,2,0//1
293,3,3,1//4
294,1,1,3//4
294,1,2,1//4
294,1,3,0//1
294,2,1,0//1
294,2,2,3//4
294,2,3,1//4
294,3,1,1//4
294,3,2,0//1
294,3,3,3//4
295,1,1,1//4
295,1,2,3//4
295,1,3,0//1
295,2,1,0//1
295,2,2,1//4
295,2,3,3//4
295,3,1,3//4
295,3,2,0//1
295,3,3,1//4
296,1,1,1//4
296,1,2,3//4
296,1,3,0//1
296,2,1,0//1
296,2,2,1//4
296,2,3,3//4
296,3,1,3//4
296,3,2,0//1
296,3,3,1//4
297,1,1,3//4
297,1,2,1//4
297,1,3,0//1
297,2,1,0//1
297,2,2,3//4
297,2,3,1//4
297,3,1,1//4
297,3,2,0//1
297,3,3,3//4
298,1,1,1//4
298,1,2,3//4
298,1,3,0//1
298,2,1,0//1
298,2,2,1//4
298,2,3,3//4
298,3,1,3//4
298,3,2,0//1
298,3,3,1//4
299,1,1,3//4
299,1,2,1//4
299,1,3,0//1
299,2,1,0//1
299,2,2,3//4
299,2,3,1//4
299,3,1,1//4
299,3,2,0//1
299,3,3,3//4
300,1,1,3//4
300,1,2,1//4
300,1,3,0//1
300,2,1,0//1
300,2,2,3//4
300,2,3,1//4
300,3,1,1//4
300,3,2,0//1
300,3,3,3//4
301,1,1,1//4
301,1,2,3//4
301,1,3,0//1
301,2,1,0//1
301,2,2,1//4
301,2,3,3//4
301,3,1,3//4
301,3,2,0//1
301,3,3,1//4
302,1,1,1//4
302,1,2,3//4
302,1,3,0//1
302,2,1,0//1
302,2,2,1//4
302,2,3,3//4
302,3,1,3//4
302,3,2,0//1
302,3,3,1//4
303,1,1,1//4
303,1,2,3//4
303,1,3,0//1
303,2,1,0//1
303,2,2,1//4
303,2,3,3//4
303,3,1,3//4
303,3,2,0//1
303,3,3,1//4
304,1,1,1//4
304,1,2,3//4
304,1,3,0//1
304,2,1,0//1
304,2,2,1//4
304,2,3,3//4
304,3,1,3//4
304,3,2,0//1
304,3,3,1//4
305,1,1,3//4
305,1,2,1//4
305,1,3,0//1
305,2,1,0//1
305,2,2,3//4
305,2,3,1//4
305,3,1,1//4
305,3,2,0//1
305,3,3,3//4
306,1,1,3//4
306,1,2,1//4
306,1,3,0//1
306,2,1,0//1
306,2,2,3//4
306,2,3,1//4
306,3,1,1//4
306,3,2,0//1
306,3,3,3//4
307,1,1,1//4
307,1,2,3//4
307,1,3,0//1
307,2,1,0//1
307,2,2,1//4
307,2,3,3//4
307,3,1,3//4
307,3,2,0//1
307,3,3,1//4
308,1,1,1//4
308,1,2,3//4
308,1,3,0//1
308,2,1,0//1
308,2,2,1//4
308,2,3,3//4
308,3,1,3//4
308,3,2,0//1
308,3,3,1//4
309,1,1,1//4
309,1,2,3//4
309,1,3,0//1
309,2,1,0//1
309,2,2,1//4
309,2,3,3//4
309,3,1,3//4
309,3,2,0//1
309,3,3,1//4
310,1,1,3//4
310,1,2,1//4
310,1,3,0//1
310,2,1,0//1
310,2,2,3//4
310,2,3,1//4
310,3,1,1//4
310,3,2,0//1
310,3,3,3//4
311,1,1,1//4
311,1,2,3//4
311,1,3,0//1
311,2,1,0//1
