audit_id,strategy_id,module_count,source_local_nonshared_module_count,uniform_cardinality_weight,nonshared_modules_weight,validation_computation_weight,documented_complexity_weight
annual_walk_forward_v2,SDY__momentum_60__trend_100__h20__unit__horizon__notional_cap_1,7,0,1//1,1//1,33//1,4//1
annual_walk_forward_v2,SHV__mean_reversion_5__trend_100__h20__half__horizon__notional_cap_1,7,0,1//1,1//1,22//1,5//1
annual_walk_forward_v2,SHV__mean_reversion_5__trend_100__h20__half__horizon__vol_target_10,7,0,1//1,1//1,26//1,6//1
annual_walk_forward_v2,SHY__momentum_20__always__h20__half__horizon__notional_cap_1,7,0,1//1,1//1,5//1,3//1
annual_walk_forward_v2,SHY__momentum_20__always__h20__half__horizon__vol_target_10,7,0,1//1,1//1,9//1,4//1
annual_walk_forward_v2,SLV__momentum_20__trend_100__h5__half__horizon__notional_cap_1,7,0,1//1,1//1,25//1,3//1
annual_walk_forward_v2,SLV__momentum_20__trend_100__h5__unit__horizon__notional_cap_1,7,0,1//1,1//1,25//1,2//1
annual_walk_forward_v2,SPY__momentum_20__trend_100__h20__unit__horizon__notional_cap_1,7,0,1//1,1//1,25//1,3//1
annual_walk_forward_v2,SPY__momentum_60__trend_100__h20__unit__signal_flip__notional_cap_1,7,0,1//1,1//1,34//1,5//1
annual_walk_forward_v2,TIP__mean_reversion_5__trend_100__h20__unit__horizon__notional_cap_1,7,0,1//1,1//1,22//1,4//1
annual_walk_forward_v2,TIP__mean_reversion_5__trend_100__h20__unit__horizon__vol_target_10,7,0,1//1,1//1,26//1,5//1
annual_walk_forward_v2,TLT__mean_reversion_5__trend_100__h20__unit__signal_flip__notional_cap_1,7,0,1//1,1//1,23//1,5//1
annual_walk_forward_v2,TLT__mean_reversion_5__trend_100__h5__unit__horizon__notional_cap_1,7,0,1//1,1//1,22//1,3//1
annual_walk_forward_v2,UNG__mean_reversion_5__trend_100__h5__half__signal_flip__vol_target_10,7,0,1//1,1//1,27//1,6//1
annual_walk_forward_v2,UNG__mean_reversion_5__trend_100__h5__unit__signal_flip__vol_target_10,7,0,1//1,1//1,27//1,5//1
annual_walk_forward_v2,USO__momentum_60__always__h5__half__signal_flip__notional_cap_1,7,0,1//1,1//1,14//1,4//1
annual_walk_forward_v2,USO__momentum_60__trend_100__h5__half__signal_flip__notional_cap_1,7,0,1//1,1//1,34//1,5//1
annual_walk_forward_v2,UUP__momentum_60__trend_100__h20__unit__signal_flip__notional_cap_1,7,0,1//1,1//1,34//1,5//1
annual_walk_forward_v2,UUP__momentum_60__trend_100__h20__unit__signal_flip__vol_target_10,7,0,1//1,1//1,38//1,6//1
annual_walk_forward_v2,VB__mean_reversion_5__always__h5__unit__horizon__notional_cap_1,7,0,1//1,1//1,2//1,2//1
annual_walk_forward_v2,VB__momentum_20__always__h20__unit__horizon__notional_cap_1,7,0,1//1,1//1,5//1,2//1
annual_walk_forward_v2,VEA__mean_reversion_5__always__h20__unit__horizon__notional_cap_1,7,0,1//1,1//1,2//1,3//1
annual_walk_forward_v2,VEA__mean_reversion_5__always__h5__unit__signal_flip__notional_cap_1,7,0,1//1,1//1,3//1,3//1
annual_walk_forward_v2,VEU__mean_reversion_5__always__h5__unit__signal_flip__notional_cap_1,7,0,1//1,1//1,3//1,3//1
annual_walk_forward_v2,VEU__momentum_60__trend_100__h20__unit__horizon__notional_cap_1,7,0,1//1,1//1,33//1,4//1
annual_walk_forward_v2,VGK__momentum_60__always__h20__unit__signal_flip__notional_cap_1,7,0,1//1,1//1,14//1,4//1
annual_walk_forward_v2,VGK__momentum_60__trend_100__h20__unit__signal_flip__notional_cap_1,7,0,1//1,1//1,34//1,5//1
annual_walk_forward_v2,VIG__momentum_20__always__h20__unit__horizon__notional_cap_1,7,0,1//1,1//1,5//1,2//1
annual_walk_forward_v2,VIG__momentum_60__always__h20__unit__horizon__notional_cap_1,7,0,1//1,1//1,13//1,3//1
annual_walk_forward_v2,VNQ__momentum_20__trend_100__h20__unit__horizon__notional_cap_1,7,0,1//1,1//1,25//1,3//1
annual_walk_forward_v2,VNQ__momentum_60__trend_100__h20__unit__horizon__notional_cap_1,7,0,1//1,1//1,33//1,4//1
annual_walk_forward_v2,VTI__mean_reversion_5__always__h20__unit__horizon__notional_cap_1,7,0,1//1,1//1,2//1,3//1
annual_walk_forward_v2,VTI__momentum_20__trend_100__h20__unit__horizon__notional_cap_1,7,0,1//1,1//1,25//1,3//1
annual_walk_forward_v2,VTV__momentum_20__always__h20__unit__horizon__notional_cap_1,7,0,1//1,1//1,5//1,2//1
annual_walk_forward_v2,VTV__momentum_20__trend_100__h20__unit__horizon__notional_cap_1,7,0,1//1,1//1,25//1,3//1
annual_walk_forward_v2,VUG__mean_reversion_5__always__h20__unit__horizon__notional_cap_1,7,0,1//1,1//1,2//1,3//1
annual_walk_forward_v2,VUG__momentum_20__trend_100__h20__unit__signal_flip__notional_cap_1,7,0,1//1,1//1,26//1,4//1
annual_walk_forward_v2,VWO__mean_reversion_5__always__h5__unit__signal_flip__notional_cap_1,7,0,1//1,1//1,3//1,3//1
annual_walk_forward_v2,VWO__momentum_20__trend_100__h20__unit__horizon__notional_cap_1,7,0,1//1,1//1,25//1,3//1
annual_walk_forward_v2,VYM__mean_reversion_5__always__h20__unit__horizon__notional_cap_1,7,0,1//1,1//1,2//1,3//1
annual_walk_forward_v2,VYM__momentum_20__always__h20__unit__horizon__notional_cap_1,7,0,1//1,1//1,5//1,2//1
annual_walk_forward_v2,XHB__mean_reversion_5__always__h20__half__signal_flip__notional_cap_1,7,0,1//1,1//1,3//1,5//1
annual_walk_forward_v2,XHB__mean_reversion_5__always__h20__unit__signal_flip__notional_cap_1,7,0,1//1,1//1,3//1,4//1
annual_walk_forward_v2,XHB__mean_reversion_5__always__h5__unit__signal_flip__notional_cap_1,7,0,1//1,1//1,3//1,3//1
annual_walk_forward_v2,XLB__mean_reversion_5__always__h20__unit__signal_flip__notional_cap_1,7,0,1//1,1//1,3//1,4//1
annual_walk_forward_v2,XLB__mean_reversion_5__always__h5__unit__signal_flip__notional_cap_1,7,0,1//1,1//1,3//1,3//1
annual_walk_forward_v2,XLE__mean_reversion_5__always__h20__unit__horizon__notional_cap_1,7,0,1//1,1//1,2//1,3//1
annual_walk_forward_v2,XLE__mean_reversion_5__always__h20__unit__signal_flip__notional_cap_1,7,0,1//1,1//1,3//1,4//1
annual_walk_forward_v2,XLF__momentum_60__always__h20__unit__signal_flip__notional_cap_1,7,0,1//1,1//1,14//1,4//1
annual_walk_forward_v2,XLF__momentum_60__trend_100__h20__unit__signal_flip__notional_cap_1,7,0,1//1,1//1,34//1,5//1
annual_walk_forward_v2,XLI__momentum_60__always__h20__unit__signal_flip__notional_cap_1,7,0,1//1,1//1,14//1,4//1
annual_walk_forward_v2,XLI__momentum_60__trend_100__h20__unit__signal_flip__notional_cap_1,7,0,1//1,1//1,34//1,5//1
annual_walk_forward_v2,XLK__mean_reversion_5__always__h20__unit__horizon__notional_cap_1,7,0,1//1,1//1,2//1,3//1
annual_walk_forward_v2,XLK__momentum_60__always__h20__unit__horizon__notional_cap_1,7,0,1//1,1//1,13//1,3//1
annual_walk_forward_v2,XLP__momentum_20__trend_100__h20__unit__horizon__notional_cap_1,7,0,1//1,1//1,25//1,3//1
annual_walk_forward_v2,XLP__momentum_60__trend_100__h20__unit__horizon__notional_cap_1,7,0,1//1,1//1,33//1,4//1
annual_walk_forward_v2,XLU__mean_reversion_5__always__h5__unit__horizon__notional_cap_1,7,0,1//1,1//1,2//1,2//1
annual_walk_forward_v2,XLU__mean_reversion_5__always__h5__unit__horizon__vol_target_10,7,0,1//1,1//1,6//1,3//1
annual_walk_forward_v2,XLV__mean_reversion_5__always__h20__unit__horizon__notional_cap_1,7,0,1//1,1//1,2//1,3//1
annual_walk_forward_v2,XLV__momentum_60__trend_100__h20__unit__signal_flip__notional_cap_1,7,0,1//1,1//1,34//1,5//1
annual_walk_forward_v2,XLY__mean_reversion_5__always__h20__unit__horizon__notional_cap_1,7,0,1//1,1//1,2//1,3//1
annual_walk_forward_v2,XLY__momentum_20__trend_100__h20__unit__horizon__notional_cap_1,7,0,1//1,1//1,25//1,3//1
annual_walk_forward_v2,XME__mean_reversion_5__trend_100__h20__unit__horizon__notional_cap_1,7,0,1//1,1//1,22//1,4//1
annual_walk_forward_v2,XME__mean_reversion_5__trend_100__h20__unit__signal_flip__notional_cap_1,7,0,1//1,1//1,23//1,5//1
annual_walk_forward_v2,XOP__momentum_20__always__h20__unit__horizon__vol_target_10,7,0,1//1,1//1,9//1,3//1
annual_walk_forward_v2,XOP__momentum_20__trend_100__h20__unit__horizon__vol_target_10,7,0,1//1,1//1,29//1,4//1
annual_walk_forward_v2,XRT__momentum_20__trend_100__h20__unit__horizon__notional_cap_1,7,0,1//1,1//1,25//1,3//1
annual_walk_forward_v2,XRT__momentum_60__trend_100__h20__unit__horizon__notional_cap_1,7,0,1//1,1//1,33//1,4//1
