trial_id,mask,library_ids,cardinality,burden,frontier,closure,frontier_preserved,closure_preserved,exact_safe,operational_value,generative_value,total_productive_value,channel_decomposition_gate
229,29,base_1;base_3;closure_carrier;frontier_addition;inactive,5,12//1,5//1;15//4;4//1,bridge;core_a;core_b;core_c;trigger_a;trigger_b,true,true,true,2975//256,20809//4096,68409//4096,true
229,30,base_2;base_3;closure_carrier;frontier_addition;inactive,5,12//1,5//1;13//4;11//4,bridge;core_a;core_b;core_c;trigger_a;trigger_b,false,true,false,1925//192,8185//4096,147755//12288,true
229,31,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,16//1,5//1;15//4;4//1,bridge;core_a;core_b;core_c;trigger_a;trigger_b,true,true,true,2975//256,20809//4096,68409//4096,true
230,0,inactive,1,0//1,0//1;0//1;0//1,,false,false,false,0//1,0//1,0//1,true
230,1,base_1;inactive,2,2//1,23//4;2//1;9//4,core_c,false,false,false,875//96,0//1,875//96,true
230,2,base_2;inactive,2,2//1,2//1;25//4;9//4,core_a,false,false,false,1225//128,0//1,1225//128,true
230,3,base_1;base_2;inactive,3,4//1,23//4;25//4;9//4,core_a;core_c,false,false,false,3325//256,0//1,3325//256,true
230,4,base_3;inactive,2,2//1,7//4;2//1;6//1,core_b,false,false,false,2275//256,0//1,2275//256,true
230,5,base_1;base_3;inactive,3,4//1,23//4;2//1;6//1,core_b;core_c,false,false,false,9625//768,0//1,9625//768,true
230,6,base_2;base_3;inactive,3,4//1,2//1;25//4;6//1,core_a;core_b,false,false,false,3325//256,0//1,3325//256,true
230,7,base_1;base_2;base_3;inactive,4,6//1,23//4;25//4;6//1,core_a;core_b;core_c,false,false,false,525//32,0//1,525//32,true
230,8,closure_carrier;inactive,2,2//1,5//4;5//4;3//4,expansion,false,false,false,2275//768,0//1,2275//768,true
230,9,base_1;closure_carrier;inactive,3,4//1,23//4;2//1;9//4,core_c;expansion,false,false,false,875//96,0//1,875//96,true
230,10,base_2;closure_carrier;inactive,3,4//1,2//1;25//4;9//4,core_a;expansion,false,false,false,1225//128,0//1,1225//128,true
230,11,base_1;base_2;closure_carrier;inactive,4,6//1,23//4;25//4;9//4,core_a;core_c;expansion,false,false,false,3325//256,0//1,3325//256,true
230,12,base_3;closure_carrier;inactive,3,4//1,7//4;2//1;6//1,core_b;expansion,false,false,false,2275//256,0//1,2275//256,true
230,13,base_1;base_3;closure_carrier;inactive,4,6//1,23//4;2//1;6//1,core_b;core_c;expansion,false,false,false,9625//768,0//1,9625//768,true
230,14,base_2;base_3;closure_carrier;inactive,4,6//1,2//1;25//4;6//1,core_a;core_b;expansion,false,false,false,3325//256,0//1,3325//256,true
230,15,base_1;base_2;base_3;closure_carrier;inactive,5,8//1,23//4;25//4;6//1,core_a;core_b;core_c;expansion,false,true,false,525//32,0//1,525//32,true
230,16,frontier_addition;inactive,2,1//1,8//1;3//4;3//4,,false,false,false,3325//384,0//1,3325//384,true
230,17,base_1;frontier_addition;inactive,3,3//1,8//1;2//1;9//4,core_c,false,false,false,8575//768,0//1,8575//768,true
230,18,base_2;frontier_addition;inactive,3,3//1,8//1;25//4;9//4,core_a,false,false,false,1925//128,0//1,1925//128,true
230,19,base_1;base_2;frontier_addition;inactive,4,5//1,8//1;25//4;9//4,core_a;core_c,false,false,false,1925//128,0//1,1925//128,true
230,20,base_3;frontier_addition;inactive,3,3//1,8//1;2//1;6//1,core_b,false,false,false,175//12,0//1,175//12,true
230,21,base_1;base_3;frontier_addition;inactive,4,5//1,8//1;2//1;6//1,core_b;core_c,false,false,false,175//12,0//1,175//12,true
230,22,base_2;base_3;frontier_addition;inactive,4,5//1,8//1;25//4;6//1,core_a;core_b,true,false,false,4725//256,0//1,4725//256,true
230,23,base_1;base_2;base_3;frontier_addition;inactive,5,7//1,8//1;25//4;6//1,core_a;core_b;core_c,true,false,false,4725//256,0//1,4725//256,true
230,24,closure_carrier;frontier_addition;inactive,3,3//1,8//1;5//4;3//4,expansion,false,false,false,875//96,0//1,875//96,true
230,25,base_1;closure_carrier;frontier_addition;inactive,4,5//1,8//1;2//1;9//4,core_c;expansion,false,false,false,8575//768,0//1,8575//768,true
230,26,base_2;closure_carrier;frontier_addition;inactive,4,5//1,8//1;25//4;9//4,core_a;expansion,false,false,false,1925//128,0//1,1925//128,true
230,27,base_1;base_2;closure_carrier;frontier_addition;inactive,5,7//1,8//1;25//4;9//4,core_a;core_c;expansion,false,false,false,1925//128,0//1,1925//128,true
230,28,base_3;closure_carrier;frontier_addition;inactive,4,5//1,8//1;2//1;6//1,core_b;expansion,false,false,false,175//12,0//1,175//12,true
230,29,base_1;base_3;closure_carrier;frontier_addition;inactive,5,7//1,8//1;2//1;6//1,core_b;core_c;expansion,false,false,false,175//12,0//1,175//12,true
230,30,base_2;base_3;closure_carrier;frontier_addition;inactive,5,7//1,8//1;25//4;6//1,core_a;core_b;expansion,true,false,false,4725//256,0//1,4725//256,true
230,31,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,9//1,8//1;25//4;6//1,core_a;core_b;core_c;expansion,true,true,true,4725//256,0//1,4725//256,true
231,0,inactive,1,0//1,0//1;0//1;0//1,,false,false,false,0//1,0//1,0//1,true
231,1,base_1;inactive,2,2//1,23//4;9//4;7//4,core_c,false,false,false,2275//256,0//1,2275//256,true
231,2,base_2;inactive,2,2//1,7//4;6//1;9//4,core_a,false,false,false,875//96,0//1,875//96,true
231,3,base_1;base_2;inactive,3,4//1,23//4;6//1;9//4,core_a;core_c,false,false,false,1225//96,0//1,1225//96,true
231,4,base_3;inactive,2,2//1,9//4;7//4;6//1,core_b,false,false,false,875//96,0//1,875//96,true
231,5,base_1;base_3;inactive,3,4//1,23//4;9//4;6//1,core_b;core_c,false,false,false,1225//96,0//1,1225//96,true
231,6,base_2;base_3;inactive,3,4//1,9//4;6//1;6//1,core_a;core_b,false,false,false,3325//256,0//1,3325//256,true
231,7,base_1;base_2;base_3;inactive,4,6//1,23//4;6//1;6//1,core_a;core_b;core_c,false,false,false,12425//768,0//1,12425//768,true
231,8,closure_carrier;inactive,2,2//1,1//1;5//4;1//1,expansion,false,false,false,2275//768,69671//16384,354613//49152,true
231,9,base_1;closure_carrier;inactive,3,4//1,23//4;9//4;7//4,core_c;expansion,false,false,false,2275//256,45621//16384,191221//16384,true
231,10,base_2;closure_carrier;inactive,3,4//1,7//4;6//1;9//4,core_a;expansion,false,false,false,875//96,5587//2048,72761//6144,true
231,11,base_1;base_2;closure_carrier;inactive,4,6//1,23//4;6//1;9//4,core_a;core_c;expansion,false,false,false,1225//96,120043//65536,2868929//196608,true
231,12,base_3;closure_carrier;inactive,3,4//1,9//4;7//4;6//1,core_b;expansion,false,false,false,875//96,5587//2048,72761//6144,true
231,13,base_1;base_3;closure_carrier;inactive,4,6//1,23//4;9//4;6//1,core_b;core_c;expansion,false,false,false,1225//96,3737//2048,89611//6144,true
231,14,base_2;base_3;closure_carrier;inactive,4,6//1,9//4;6//1;6//1,core_a;core_b;expansion,false,false,false,3325//256,28971//16384,241771//16384,true
231,15,base_1;base_2;base_3;closure_carrier;inactive,5,8//1,23//4;6//1;6//1,core_a;core_b;core_c;expansion,false,true,false,12425//768,64543//65536,3374429//196608,true
231,16,frontier_addition;inactive,2,1//1,8//1;3//4;1//1,,false,false,false,2275//256,0//1,2275//256,true
231,17,base_1;frontier_addition;inactive,3,3//1,8//1;9//4;7//4,core_c,false,false,false,175//16,0//1,175//16,true
231,18,base_2;frontier_addition;inactive,3,3//1,8//1;6//1;9//4,core_a,false,false,false,11375//768,0//1,11375//768,true
231,19,base_1;base_2;frontier_addition;inactive,4,5//1,8//1;6//1;9//4,core_a;core_c,false,false,false,11375//768,0//1,11375//768,true
231,20,base_3;frontier_addition;inactive,3,3//1,8//1;7//4;6//1,core_b,false,false,false,3675//256,0//1,3675//256,true
231,21,base_1;base_3;frontier_addition;inactive,4,5//1,8//1;9//4;6//1,core_b;core_c,false,false,false,11375//768,0//1,11375//768,true
231,22,base_2;base_3;frontier_addition;inactive,4,5//1,8//1;6//1;6//1,core_a;core_b,true,false,false,875//48,0//1,875//48,true
231,23,base_1;base_2;base_3;frontier_addition;inactive,5,7//1,8//1;6//1;6//1,core_a;core_b;core_c,true,false,false,875//48,0//1,875//48,true
231,24,closure_carrier;frontier_addition;inactive,3,3//1,8//1;5//4;1//1,expansion,false,false,false,7175//768,43771//16384,590513//49152,true
231,25,base_1;closure_carrier;frontier_addition;inactive,4,5//1,8//1;9//4;7//4,core_c;expansion,false,false,false,175//16,149319//65536,866119//65536,true
231,26,base_2;closure_carrier;frontier_addition;inactive,4,5//1,8//1;6//1;9//4,core_a;expansion,false,false,false,11375//768,87769//65536,3175307//196608,true
231,27,base_1;base_2;closure_carrier;frontier_addition;inactive,5,7//1,8//1;6//1;9//4,core_a;core_c;expansion,false,false,false,11375//768,87769//65536,3175307//196608,true
231,28,base_3;closure_carrier;frontier_addition;inactive,4,5//1,8//1;7//4;6//1,core_b;expansion,false,false,false,3675//256,23799//16384,258999//16384,true
231,29,base_1;base_3;closure_carrier;frontier_addition;inactive,5,7//1,8//1;9//4;6//1,core_b;core_c;expansion,false,false,false,11375//768,21949//16384,793847//49152,true
231,30,base_2;base_3;closure_carrier;frontier_addition;inactive,5,7//1,8//1;6//1;6//1,core_a;core_b;expansion,true,false,false,875//48,8177//4096,248531//12288,true
231,31,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,9//1,8//1;6//1;6//1,core_a;core_b;core_c;expansion,true,true,true,875//48,8177//4096,248531//12288,true
232,0,inactive,1,0//1,0//1;0//1;0//1,,false,false,false,0//1,0//1,0//1,true
232,1,base_1;inactive,2,4//1,23//4;2//1;7//4,core_a;core_b;core_c,false,false,false,3325//384,0//1,3325//384,true
232,2,base_2;inactive,2,4//1,2//1;6//1;2//1,core_a;core_b;core_c,false,false,false,875//96,0//1,875//96,true
232,3,base_1;base_2;inactive,3,8//1,23//4;6//1;2//1,core_a;core_b;core_c,false,false,false,9625//768,0//1,9625//768,true
232,4,base_3;inactive,2,4//1,2//1;9//4;6//1,core_a;core_b;core_c,false,false,false,7175//768,0//1,7175//768,true
232,5,base_1;base_3;inactive,3,8//1,23//4;9//4;6//1,core_a;core_b;core_c,false,false,false,1225//96,0//1,1225//96,true
232,6,base_2;base_3;inactive,3,8//1,2//1;6//1;6//1,core_a;core_b;core_c,false,false,false,1225//96,0//1,1225//96,true
232,7,base_1;base_2;base_3;inactive,4,12//1,23//4;6//1;6//1,core_a;core_b;core_c,false,false,false,12425//768,0//1,12425//768,true
232,8,closure_carrier;inactive,2,2//1,5//4;5//4;5//4,expansion,false,false,false,875//256,493//256,171//32,true
232,9,base_1;closure_carrier;inactive,3,6//1,23//4;2//1;7//4,core_a;core_b;core_c;expansion,false,true,false,3325//384,1351//1024,30653//3072,true
232,10,base_2;closure_carrier;inactive,3,6//1,2//1;6//1;2//1,core_a;core_b;core_c;expansion,false,true,false,875//96,1297//1024,31891//3072,true
232,11,base_1;base_2;closure_carrier;inactive,4,10//1,23//4;6//1;2//1,core_a;core_b;core_c;expansion,false,true,false,9625//768,223//256,5147//384,true
232,12,base_3;closure_carrier;inactive,3,6//1,2//1;9//4;6//1,core_a;core_b;core_c;expansion,false,true,false,7175//768,635//512,16255//1536,true
232,13,base_1;base_3;closure_carrier;inactive,4,10//1,23//4;9//4;6//1,core_a;core_b;core_c;expansion,false,true,false,1225//96,865//1024,41795//3072,true
232,14,base_2;base_3;closure_carrier;inactive,4,10//1,2//1;6//1;6//1,core_a;core_b;core_c;expansion,false,true,false,1225//96,865//1024,41795//3072,true
232,15,base_1;base_2;base_3;closure_carrier;inactive,5,14//1,23//4;6//1;6//1,core_a;core_b;core_c;expansion,false,true,false,12425//768,115//256,6385//384,true
232,16,frontier_addition;inactive,2,1//1,31//4;1//1;1//1,,false,false,false,2275//256,0//1,2275//256,true
232,17,base_1;frontier_addition;inactive,3,5//1,31//4;2//1;7//4,core_a;core_b;core_c,false,false,false,4025//384,0//1,4025//384,true
232,18,base_2;frontier_addition;inactive,3,5//1,31//4;6//1;2//1,core_a;core_b;core_c,false,false,false,3675//256,0//1,3675//256,true
232,19,base_1;base_2;frontier_addition;inactive,4,9//1,31//4;6//1;2//1,core_a;core_b;core_c,false,false,false,3675//256,0//1,3675//256,true
232,20,base_3;frontier_addition;inactive,3,5//1,31//4;9//4;6//1,core_a;core_b;core_c,false,false,false,175//12,0//1,175//12,true
232,21,base_1;base_3;frontier_addition;inactive,4,9//1,31//4;9//4;6//1,core_a;core_b;core_c,false,false,false,175//12,0//1,175//12,true
232,22,base_2;base_3;frontier_addition;inactive,4,9//1,31//4;6//1;6//1,core_a;core_b;core_c,true,false,false,13825//768,0//1,13825//768,true
232,23,base_1;base_2;base_3;frontier_addition;inactive,5,13//1,31//4;6//1;6//1,core_a;core_b;core_c,true,false,false,13825//768,0//1,13825//768,true
232,24,closure_carrier;frontier_addition;inactive,3,3//1,31//4;5//4;5//4,expansion,false,false,false,7175//768,635//512,16255//1536,true
232,25,base_1;closure_carrier;frontier_addition;inactive,4,7//1,31//4;2//1;7//4,core_a;core_b;core_c;expansion,false,true,false,4025//384,1135//1024,35605//3072,true
232,26,base_2;closure_carrier;frontier_addition;inactive,4,7//1,31//4;6//1;2//1,core_a;core_b;core_c;expansion,false,true,false,3675//256,169//256,961//64,true
232,27,base_1;base_2;closure_carrier;frontier_addition;inactive,5,11//1,31//4;6//1;2//1,core_a;core_b;core_c;expansion,false,true,false,3675//256,169//256,961//64,true
232,28,base_3;closure_carrier;frontier_addition;inactive,4,7//1,31//4;9//4;6//1,core_a;core_b;core_c;expansion,false,true,false,175//12,649//1024,46747//3072,true
232,29,base_1;base_3;closure_carrier;frontier_addition;inactive,5,11//1,31//4;9//4;6//1,core_a;core_b;core_c;expansion,false,true,false,175//12,649//1024,46747//3072,true
232,30,base_2;base_3;closure_carrier;frontier_addition;inactive,5,11//1,31//4;6//1;6//1,core_a;core_b;core_c;expansion,true,true,true,13825//768,223//256,7247//384,true
232,31,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,15//1,31//4;6//1;6//1,core_a;core_b;core_c;expansion,true,true,true,13825//768,223//256,7247//384,true
233,0,inactive,1,0//1,0//1;0//1;0//1,,false,false,false,0//1,0//1,0//1,true
233,1,base_1;inactive,2,2//1,6//1;9//4;2//1,core_a,false,false,false,7175//768,0//1,7175//768,true
233,2,base_2;inactive,2,2//1,9//4;23//4;7//4,core_b,false,false,false,2275//256,0//1,2275//256,true
233,3,base_1;base_2;inactive,3,4//1,6//1;23//4;2//1,core_a;core_b,false,false,false,9625//768,0//1,9625//768,true
233,4,base_3;inactive,2,2//1,7//4;7//4;6//1,core_c,false,false,false,3325//384,0//1,3325//384,true
233,5,base_1;base_3;inactive,3,4//1,6//1;9//4;6//1,core_a;core_c,false,false,false,3325//256,0//1,3325//256,true
233,6,base_2;base_3;inactive,3,4//1,9//4;23//4;6//1,core_b;core_c,false,false,false,1225//96,0//1,1225//96,true
233,7,base_1;base_2;base_3;inactive,4,6//1,6//1;23//4;6//1,core_a;core_b;core_c,false,false,false,12425//768,0//1,12425//768,true
233,8,closure_carrier;inactive,2,2//1,5//4;1//1;5//4,expansion,false,false,false,1225//384,6823//4096,59669//12288,true
233,9,base_1;closure_carrier;inactive,3,4//1,6//1;9//4;2//1,core_a;expansion,false,false,false,7175//768,88181//196608,1924981//196608,true
233,10,base_2;closure_carrier;inactive,3,4//1,9//4;23//4;7//4,core_b;expansion,false,false,false,2275//256,34023//65536,616423//65536,true
233,11,base_1;base_2;closure_carrier;inactive,4,6//1,6//1;23//4;2//1,core_a;core_b;expansion,false,false,false,9625//768,155//1536,19405//1536,true
233,12,base_3;closure_carrier;inactive,3,4//1,7//4;7//4;6//1,core_c;expansion,false,false,false,3325//384,32827//65536,1800881//196608,true
233,13,base_1;base_3;closure_carrier;inactive,4,6//1,6//1;9//4;6//1,core_a;core_c;expansion,false,false,false,3325//256,2393//98304,1279193//98304,true
233,14,base_2;base_3;closure_carrier;inactive,4,6//1,9//4;23//4;6//1,core_b;core_c;expansion,false,false,false,1225//96,0//1,1225//96,true
233,15,base_1;base_2;base_3;closure_carrier;inactive,5,8//1,6//1;23//4;6//1,core_a;core_b;core_c;expansion,false,true,false,12425//768,0//1,12425//768,true
233,16,frontier_addition;inactive,2,1//1,1//1;1//1;8//1,,false,false,false,875//96,0//1,875//96,true
233,17,base_1;frontier_addition;inactive,3,3//1,6//1;9//4;8//1,core_a,false,false,false,11375//768,0//1,11375//768,true
233,18,base_2;frontier_addition;inactive,3,3//1,9//4;23//4;8//1,core_b,false,false,false,175//12,0//1,175//12,true
233,19,base_1;base_2;frontier_addition;inactive,4,5//1,6//1;23//4;8//1,core_a;core_b,true,false,false,13825//768,0//1,13825//768,true
233,20,base_3;frontier_addition;inactive,3,3//1,7//4;7//4;8//1,core_c,false,false,false,4025//384,0//1,4025//384,true
233,21,base_1;base_3;frontier_addition;inactive,4,5//1,6//1;9//4;8//1,core_a;core_c,false,false,false,11375//768,0//1,11375//768,true
233,22,base_2;base_3;frontier_addition;inactive,4,5//1,9//4;23//4;8//1,core_b;core_c,false,false,false,175//12,0//1,175//12,true
233,23,base_1;base_2;base_3;frontier_addition;inactive,5,7//1,6//1;23//4;8//1,core_a;core_b;core_c,true,false,false,13825//768,0//1,13825//768,true
233,24,closure_carrier;frontier_addition;inactive,3,3//1,5//4;1//1;8//1,expansion,false,false,false,7175//768,25903//65536,1914509//196608,true
233,25,base_1;closure_carrier;frontier_addition;inactive,4,5//1,6//1;9//4;8//1,core_a;expansion,false,false,false,11375//768,0//1,11375//768,true
233,26,base_2;closure_carrier;frontier_addition;inactive,4,5//1,9//4;23//4;8//1,core_b;expansion,false,false,false,175//12,0//1,175//12,true
233,27,base_1;base_2;closure_carrier;frontier_addition;inactive,5,7//1,6//1;23//4;8//1,core_a;core_b;expansion,true,false,false,13825//768,0//1,13825//768,true
233,28,base_3;closure_carrier;frontier_addition;inactive,4,5//1,7//4;7//4;8//1,core_c;expansion,false,false,false,4025//384,41039//196608,700613//65536,true
233,29,base_1;base_3;closure_carrier;frontier_addition;inactive,5,7//1,6//1;9//4;8//1,core_a;core_c;expansion,false,false,false,11375//768,0//1,11375//768,true
233,30,base_2;base_3;closure_carrier;frontier_addition;inactive,5,7//1,9//4;23//4;8//1,core_b;core_c;expansion,false,false,false,175//12,0//1,175//12,true
233,31,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,9//1,6//1;23//4;8//1,core_a;core_b;core_c;expansion,true,true,true,13825//768,0//1,13825//768,true
234,0,inactive,1,0//1,0//1;0//1;0//1,,false,false,false,0//1,0//1,0//1,true
234,1,base_1;inactive,2,4//1,6//1;7//4;2//1,core_a;core_b;core_c,false,false,false,2275//256,0//1,2275//256,true
234,2,base_2;inactive,2,4//1,9//4;23//4;9//4,core_a;core_b;core_c,false,false,false,7175//768,0//1,7175//768,true
234,3,base_1;base_2;inactive,3,8//1,6//1;23//4;9//4,core_a;core_b;core_c,false,false,false,1225//96,0//1,1225//96,true
234,4,base_3;inactive,2,4//1,9//4;9//4;6//1,core_a;core_b;core_c,false,false,false,1225//128,0//1,1225//128,true
234,5,base_1;base_3;inactive,3,8//1,6//1;9//4;6//1,core_a;core_b;core_c,false,false,false,3325//256,0//1,3325//256,true
234,6,base_2;base_3;inactive,3,8//1,9//4;23//4;6//1,core_a;core_b;core_c,false,false,false,1225//96,0//1,1225//96,true
234,7,base_1;base_2;base_3;inactive,4,12//1,6//1;23//4;6//1,core_a;core_b;core_c,false,false,false,12425//768,0//1,12425//768,true
234,8,closure_carrier;inactive,2,3//1,1//1;3//4;5//4,bridge;trigger_a;trigger_b,false,false,false,175//64,64067//16384,108867//16384,true
234,9,base_1;closure_carrier;inactive,3,7//1,6//1;7//4;2//1,bridge;core_a;core_b;core_c;trigger_a;trigger_b,false,true,false,2275//256,39227//16384,184827//16384,true
234,10,base_2;closure_carrier;inactive,3,7//1,9//4;23//4;9//4,bridge;core_a;core_b;core_c;trigger_a;trigger_b,false,true,false,7175//768,18621//8192,285463//24576,true
234,11,base_1;base_2;closure_carrier;inactive,4,11//1,6//1;23//4;9//4,bridge;core_a;core_b;core_c;trigger_a;trigger_b,false,true,false,1225//96,94089//65536,2791067//196608,true
234,12,base_3;closure_carrier;inactive,3,7//1,9//4;9//4;6//1,bridge;core_a;core_b;core_c;trigger_a;trigger_b,false,true,false,1225//128,36317//16384,193117//16384,true
234,13,base_1;base_3;closure_carrier;inactive,4,11//1,6//1;9//4;6//1,bridge;core_a;core_b;core_c;trigger_a;trigger_b,false,true,false,3325//256,22901//16384,235701//16384,true
234,14,base_2;base_3;closure_carrier;inactive,4,11//1,9//4;23//4;6//1,bridge;core_a;core_b;core_c;trigger_a;trigger_b,false,true,false,1225//96,46923//32768,1395169//98304,true
234,15,base_1;base_2;base_3;closure_carrier;inactive,5,15//1,6//1;23//4;6//1,bridge;core_a;core_b;core_c;trigger_a;trigger_b,false,true,false,12425//768,20091//32768,1650673//98304,true
234,16,frontier_addition;inactive,2,1//1,5//4;33//4;3//4,,false,false,false,7175//768,0//1,7175//768,true
234,17,base_1;frontier_addition;inactive,3,5//1,6//1;33//4;2//1,core_a;core_b;core_c,false,false,false,11375//768,0//1,11375//768,true
234,18,base_2;frontier_addition;inactive,3,5//1,9//4;33//4;9//4,core_a;core_b;core_c,false,false,false,2975//256,0//1,2975//256,true
234,19,base_1;base_2;frontier_addition;inactive,4,9//1,6//1;33//4;9//4,core_a;core_b;core_c,false,false,false,1925//128,0//1,1925//128,true
234,20,base_3;frontier_addition;inactive,3,5//1,9//4;33//4;6//1,core_a;core_b;core_c,false,false,false,1925//128,0//1,1925//128,true
234,21,base_1;base_3;frontier_addition;inactive,4,9//1,6//1;33//4;6//1,core_a;core_b;core_c,true,false,false,4725//256,0//1,4725//256,true
234,22,base_2;base_3;frontier_addition;inactive,4,9//1,9//4;33//4;6//1,core_a;core_b;core_c,false,false,false,1925//128,0//1,1925//128,true
234,23,base_1;base_2;base_3;frontier_addition;inactive,5,13//1,6//1;33//4;6//1,core_a;core_b;core_c,true,false,false,4725//256,0//1,4725//256,true
234,24,closure_carrier;frontier_addition;inactive,3,4//1,5//4;33//4;5//4,bridge;trigger_a;trigger_b,false,false,false,7525//768,142189//65536,2352967//196608,true
234,25,base_1;closure_carrier;frontier_addition;inactive,4,8//1,6//1;33//4;2//1,bridge;core_a;core_b;core_c;trigger_a;trigger_b,false,true,false,11375//768,15717//16384,775151//49152,true
234,26,base_2;closure_carrier;frontier_addition;inactive,4,8//1,9//4;33//4;9//4,bridge;core_a;core_b;core_c;trigger_a;trigger_b,false,true,false,2975//256,112913//65536,874513//65536,true
234,27,base_1;base_2;closure_carrier;frontier_addition;inactive,5,12//1,6//1;33//4;9//4,bridge;core_a;core_b;core_c;trigger_a;trigger_b,false,true,false,1925//128,59249//65536,1044849//65536,true
234,28,base_3;closure_carrier;frontier_addition;inactive,4,8//1,9//4;33//4;6//1,bridge;core_a;core_b;core_c;trigger_a;trigger_b,false,true,false,1925//128,58601//65536,1044201//65536,true
234,29,base_1;base_3;closure_carrier;frontier_addition;inactive,5,12//1,6//1;33//4;6//1,bridge;core_a;core_b;core_c;trigger_a;trigger_b,true,true,true,4725//256,6327//4096,81927//4096,true
234,30,base_2;base_3;closure_carrier;frontier_addition;inactive,5,12//1,9//4;33//4;6//1,bridge;core_a;core_b;core_c;trigger_a;trigger_b,false,true,false,1925//128,58601//65536,1044201//65536,true
234,31,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,16//1,6//1;33//4;6//1,bridge;core_a;core_b;core_c;trigger_a;trigger_b,true,true,true,4725//256,6327//4096,81927//4096,true
235,0,inactive,1,0//1,0//1;0//1;0//1,,false,false,false,0//1,0//1,0//1,true
235,1,base_1;inactive,2,4//1,23//4;9//4;9//4,core_a;core_b;core_c,false,false,false,7175//768,0//1,7175//768,true
235,2,base_2;inactive,2,4//1,7//4;23//4;2//1,core_a;core_b;core_c,false,false,false,3325//384,0//1,3325//384,true
235,3,base_1;base_2;inactive,3,8//1,23//4;23//4;9//4,core_a;core_b;core_c,false,false,false,9625//768,0//1,9625//768,true
235,4,base_3;inactive,2,4//1,7//4;2//1;6//1,core_a;core_b;core_c,false,false,false,2275//256,0//1,2275//256,true
235,5,base_1;base_3;inactive,3,8//1,23//4;9//4;6//1,core_a;core_b;core_c,false,false,false,1225//96,0//1,1225//96,true
235,6,base_2;base_3;inactive,3,8//1,7//4;23//4;6//1,core_a;core_b;core_c,false,false,false,1575//128,0//1,1575//128,true
235,7,base_1;base_2;base_3;inactive,4,12//1,23//4;23//4;6//1,core_a;core_b;core_c,false,false,false,6125//384,0//1,6125//384,true
235,8,closure_carrier;inactive,2,3//1,5//4;1//1;1//1,bridge;trigger_a;trigger_b,false,false,false,2275//768,1067//512,7751//1536,true
235,9,base_1;closure_carrier;inactive,3,7//1,23//4;9//4;9//4,bridge;core_a;core_b;core_c;trigger_a;trigger_b,false,true,false,7175//768,689//512,16417//1536,true
235,10,base_2;closure_carrier;inactive,3,7//1,7//4;23//4;2//1,bridge;core_a;core_b;core_c;trigger_a;trigger_b,false,true,false,3325//384,1459//1024,30977//3072,true
235,11,base_1;base_2;closure_carrier;inactive,4,11//1,23//4;23//4;9//4,bridge;core_a;core_b;core_c;trigger_a;trigger_b,false,true,false,9625//768,125//128,10375//768,true
235,12,base_3;closure_carrier;inactive,3,7//1,7//4;2//1;6//1,bridge;core_a;core_b;core_c;trigger_a;trigger_b,false,true,false,2275//256,179//128,2633//256,true
235,13,base_1;base_3;closure_carrier;inactive,4,11//1,23//4;9//4;6//1,bridge;core_a;core_b;core_c;trigger_a;trigger_b,false,true,false,1225//96,973//1024,42119//3072,true
235,14,base_2;base_3;closure_carrier;inactive,4,11//1,7//4;23//4;6//1,bridge;core_a;core_b;core_c;trigger_a;trigger_b,false,true,false,1575//128,1027//1024,13627//1024,true
235,15,base_1;base_2;base_3;closure_carrier;inactive,5,15//1,23//4;23//4;6//1,bridge;core_a;core_b;core_c;trigger_a;trigger_b,false,true,false,6125//384,595//1024,50785//3072,true
235,16,frontier_addition;inactive,2,1//1,5//4;3//4;33//4,,false,false,false,7175//768,0//1,7175//768,true
235,17,base_1;frontier_addition;inactive,3,5//1,23//4;9//4;33//4,core_a;core_b;core_c,false,false,false,11375//768,0//1,11375//768,true
235,18,base_2;frontier_addition;inactive,3,5//1,7//4;23//4;33//4,core_a;core_b;core_c,false,false,false,3675//256,0//1,3675//256,true
235,19,base_1;base_2;frontier_addition;inactive,4,9//1,23//4;23//4;33//4,core_a;core_b;core_c,true,false,false,13825//768,0//1,13825//768,true
235,20,base_3;frontier_addition;inactive,3,5//1,7//4;2//1;33//4,core_a;core_b;core_c,false,false,false,175//16,0//1,175//16,true
235,21,base_1;base_3;frontier_addition;inactive,4,9//1,23//4;9//4;33//4,core_a;core_b;core_c,false,false,false,11375//768,0//1,11375//768,true
235,22,base_2;base_3;frontier_addition;inactive,4,9//1,7//4;23//4;33//4,core_a;core_b;core_c,false,false,false,3675//256,0//1,3675//256,true
235,23,base_1;base_2;base_3;frontier_addition;inactive,5,13//1,23//4;23//4;33//4,core_a;core_b;core_c,true,false,false,13825//768,0//1,13825//768,true
235,24,closure_carrier;frontier_addition;inactive,3,4//1,5//4;1//1;33//4,bridge;trigger_a;trigger_b,false,false,false,1225//128,1351//1024,11151//1024,true
235,25,base_1;closure_carrier;frontier_addition;inactive,4,8//1,23//4;9//4;33//4,bridge;core_a;core_b;core_c;trigger_a;trigger_b,false,true,false,11375//768,365//512,23845//1536,true
