trial_id,interval_id,lower_lambda,upper_lambda,lower_optimal_burdens,upper_optimal_burdens,demand_defined,resource_demand_elasticity,channel_defined,operational_contribution,generative_contribution,productive_value_elasticity,channel_decomposition_gate
165,E100_200,1//1,2//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
165,E200_400,2//1,4//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
166,E025_050,1//4,1//2,3//1,3//1,true,0//1,true,0//1,0//1,0//1,true
166,E050_100,1//2,1//1,3//1,1//1,true,-2//3,true,-6//53,0//1,-6//53,true
166,E100_200,1//1,2//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
166,E200_400,2//1,4//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
167,E025_050,1//4,1//2,3//1,3//1,true,0//1,true,0//1,0//1,0//1,true
167,E050_100,1//2,1//1,3//1,1//1,true,-2//3,true,-2//13,0//1,-2//13,true
167,E100_200,1//1,2//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
167,E200_400,2//1,4//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
168,E025_050,1//4,1//2,3//1,3//1,true,0//1,true,0//1,0//1,0//1,true
168,E050_100,1//2,1//1,3//1,1//1,true,-2//3,true,-8//55,0//1,-8//55,true
168,E100_200,1//1,2//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
168,E200_400,2//1,4//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
169,E025_050,1//4,1//2,5//1,5//1,true,0//1,true,0//1,0//1,0//1,true
169,E050_100,1//2,1//1,5//1,5//1,true,0//1,true,0//1,0//1,0//1,true
169,E100_200,1//1,2//1,5//1,3//1,true,-2//5,true,-3//16,0//1,-3//16,true
169,E200_400,2//1,4//1,3//1,1//1,true,-2//3,true,-24//65,0//1,-24//65,true
170,E025_050,1//4,1//2,6//1,3//1,true,-1//2,true,0//1,-28//453,-28//453,true
170,E050_100,1//2,1//1,3//1,1//1,true,-2//3,true,-2//17,0//1,-2//17,true
170,E100_200,1//1,2//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
170,E200_400,2//1,4//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
171,E025_050,1//4,1//2,5//1,5//1,true,0//1,true,0//1,0//1,0//1,true
171,E050_100,1//2,1//1,5//1,1//1,true,-4//5,true,-9//52,0//1,-9//52,true
171,E100_200,1//1,2//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
171,E200_400,2//1,4//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
172,E025_050,1//4,1//2,9//1,9//1,true,0//1,true,0//1,0//1,0//1,true
172,E050_100,1//2,1//1,9//1,5//1,true,-4//9,true,-15//79,0//1,-15//79,true
172,E100_200,1//1,2//1,5//1,1//1,true,-4//5,true,-23//64,0//1,-23//64,true
172,E200_400,2//1,4//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
173,E025_050,1//4,1//2,5//1,5//1,true,0//1,true,0//1,0//1,0//1,true
173,E050_100,1//2,1//1,5//1,5//1,true,0//1,true,0//1,0//1,0//1,true
173,E100_200,1//1,2//1,5//1,3//1,true,-2//5,true,-1//5,0//1,-1//5,true
173,E200_400,2//1,4//1,3//1,1//1,true,-2//3,true,-11//32,0//1,-11//32,true
174,E025_050,1//4,1//2,5//1,5//1,true,0//1,true,0//1,0//1,0//1,true
174,E050_100,1//2,1//1,5//1,5//1,true,0//1,true,0//1,0//1,0//1,true
174,E100_200,1//1,2//1,5//1,3//1,true,-2//5,true,-7//40,0//1,-7//40,true
174,E200_400,2//1,4//1,3//1,1//1,true,-2//3,true,-25//66,0//1,-25//66,true
175,E025_050,1//4,1//2,8//1,8//1,true,0//1,true,0//1,0//1,0//1,true
175,E050_100,1//2,1//1,8//1,8//1,true,0//1,true,0//1,0//1,0//1,true
175,E100_200,1//1,2//1,8//1,3//1,true,-5//8,true,-19600//138731,-28131//138731,-47731//138731,true
175,E200_400,2//1,4//1,3//1,1//1,true,-2//3,true,-5//13,0//1,-5//13,true
176,E025_050,1//4,1//2,3//1,3//1,true,0//1,true,0//1,0//1,0//1,true
176,E050_100,1//2,1//1,3//1,1//1,true,-2//3,true,-5//51,0//1,-5//51,true
176,E100_200,1//1,2//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
176,E200_400,2//1,4//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
177,E025_050,1//4,1//2,5//1,3//1,true,-2//5,true,0//1,-669//9944,-669//9944,true
177,E050_100,1//2,1//1,3//1,1//1,true,-2//3,true,-8//53,0//1,-8//53,true
177,E100_200,1//1,2//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
177,E200_400,2//1,4//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
178,E025_050,1//4,1//2,9//1,9//1,true,0//1,true,0//1,0//1,0//1,true
178,E050_100,1//2,1//1,9//1,5//1,true,-4//9,true,-14//79,0//1,-14//79,true
178,E100_200,1//1,2//1,5//1,1//1,true,-4//5,true,-23//65,0//1,-23//65,true
178,E200_400,2//1,4//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
179,E025_050,1//4,1//2,9//1,9//1,true,0//1,true,0//1,0//1,0//1,true
179,E050_100,1//2,1//1,9//1,5//1,true,-4//9,true,-3//16,0//1,-3//16,true
179,E100_200,1//1,2//1,5//1,1//1,true,-4//5,true,-24//65,0//1,-24//65,true
179,E200_400,2//1,4//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
180,E025_050,1//4,1//2,5//1,5//1,true,0//1,true,0//1,0//1,0//1,true
180,E050_100,1//2,1//1,5//1,1//1,true,-4//5,true,-10//53,0//1,-10//53,true
180,E100_200,1//1,2//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
180,E200_400,2//1,4//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
181,E025_050,1//4,1//2,5//1,4//1,true,-1//5,true,-2//51,0//1,-2//51,true
181,E050_100,1//2,1//1,4//1,1//1,true,-3//4,true,-1//7,0//1,-1//7,true
181,E100_200,1//1,2//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
181,E200_400,2//1,4//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
182,E025_050,1//4,1//2,8//1,5//1,true,-3//8,true,0//1,-32493//480493,-32493//480493,true
182,E050_100,1//2,1//1,5//1,5//1,true,0//1,true,0//1,0//1,0//1,true
182,E100_200,1//1,2//1,5//1,3//1,true,-2//5,true,-1//5,0//1,-1//5,true
182,E200_400,2//1,4//1,3//1,1//1,true,-2//3,true,-23//64,0//1,-23//64,true
183,E025_050,1//4,1//2,9//1,9//1,true,0//1,true,0//1,0//1,0//1,true
183,E050_100,1//2,1//1,9//1,5//1,true,-4//9,true,-1//5,0//1,-1//5,true
183,E100_200,1//1,2//1,5//1,1//1,true,-4//5,true,-3//8,0//1,-3//8,true
183,E200_400,2//1,4//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
184,E025_050,1//4,1//2,11//1,9//1,true,-2//11,true,0//1,-669//14494,-669//14494,true
184,E050_100,1//2,1//1,9//1,5//1,true,-4//9,true,-16//79,0//1,-16//79,true
184,E100_200,1//1,2//1,5//1,1//1,true,-4//5,true,-23//63,0//1,-23//63,true
184,E200_400,2//1,4//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
185,E025_050,1//4,1//2,8//1,1//1,true,-7//8,true,-89600//636329,-76329//636329,-165929//636329,true
185,E050_100,1//2,1//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
185,E100_200,1//1,2//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
185,E200_400,2//1,4//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
186,E025_050,1//4,1//2,12//1,12//1,true,0//1,true,0//1,0//1,0//1,true
186,E050_100,1//2,1//1,12//1,4//1,true,-2//3,true,-114800//284303,165537//1137212,-293663//1137212,true
186,E100_200,1//1,2//1,4//1,4//1,true,0//1,true,0//1,0//1,0//1,true
186,E200_400,2//1,4//1,4//1,1//1,true,-3//4,true,-1600//120507,-19369//40169,-59707//120507,true
187,E025_050,1//4,1//2,3//1,3//1,true,0//1,true,0//1,0//1,0//1,true
187,E050_100,1//2,1//1,3//1,1//1,true,-2//3,true,-8//51,0//1,-8//51,true
187,E100_200,1//1,2//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
187,E200_400,2//1,4//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
188,E025_050,1//4,1//2,5//1,1//1,true,-4//5,true,-3//25,0//1,-3//25,true
188,E050_100,1//2,1//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
188,E100_200,1//1,2//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
188,E200_400,2//1,4//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
189,E025_050,1//4,1//2,9//1,9//1,true,0//1,true,0//1,0//1,0//1,true
189,E050_100,1//2,1//1,9//1,5//1,true,-4//9,true,-3//16,0//1,-3//16,true
189,E100_200,1//1,2//1,5//1,1//1,true,-4//5,true,-2//5,0//1,-2//5,true
189,E200_400,2//1,4//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
190,E025_050,1//4,1//2,5//1,5//1,true,0//1,true,0//1,0//1,0//1,true
190,E050_100,1//2,1//1,5//1,5//1,true,0//1,true,0//1,0//1,0//1,true
190,E100_200,1//1,2//1,5//1,3//1,true,-2//5,true,-1//5,0//1,-1//5,true
190,E200_400,2//1,4//1,3//1,1//1,true,-2//3,true,-25//64,0//1,-25//64,true
191,E025_050,1//4,1//2,5//1,1//1,true,-4//5,true,-7//54,0//1,-7//54,true
191,E050_100,1//2,1//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
191,E100_200,1//1,2//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
191,E200_400,2//1,4//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
192,E025_050,1//4,1//2,5//1,5//1,true,0//1,true,0//1,0//1,0//1,true
192,E050_100,1//2,1//1,5//1,1//1,true,-4//5,true,-9800//82303,-8103//82303,-17903//82303,true
192,E100_200,1//1,2//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
192,E200_400,2//1,4//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
193,E025_050,1//4,1//2,7//1,7//1,true,0//1,true,0//1,0//1,0//1,true
193,E050_100,1//2,1//1,7//1,7//1,true,0//1,true,0//1,0//1,0//1,true
193,E100_200,1//1,2//1,7//1,3//1,true,-4//7,true,-26600//72617,66699//580936,-146101//580936,true
193,E200_400,2//1,4//1,3//1,2//1,true,-1//3,true,-1120//3221,1233//6442,-1007//6442,true
194,E025_050,1//4,1//2,8//1,8//1,true,0//1,true,0//1,0//1,0//1,true
194,E050_100,1//2,1//1,8//1,5//1,true,-3//8,true,0//1,-126687//1022687,-126687//1022687,true
194,E100_200,1//1,2//1,5//1,3//1,true,-2//5,true,-3//16,0//1,-3//16,true
194,E200_400,2//1,4//1,3//1,1//1,true,-2//3,true,-2//5,0//1,-2//5,true
195,E025_050,1//4,1//2,9//1,9//1,true,0//1,true,0//1,0//1,0//1,true
195,E050_100,1//2,1//1,9//1,5//1,true,-4//9,true,-8//41,0//1,-8//41,true
195,E100_200,1//1,2//1,5//1,1//1,true,-4//5,true,-4//11,0//1,-4//11,true
195,E200_400,2//1,4//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
196,E025_050,1//4,1//2,11//1,11//1,true,0//1,true,0//1,0//1,0//1,true
196,E050_100,1//2,1//1,11//1,3//1,true,-8//11,true,-112000//283627,16650//283627,-95350//283627,true
196,E100_200,1//1,2//1,3//1,3//1,true,0//1,true,0//1,0//1,0//1,true
196,E200_400,2//1,4//1,3//1,1//1,true,-2//3,true,0//1,-26359//62759,-26359//62759,true
197,E025_050,1//4,1//2,5//1,1//1,true,-4//5,true,-8//49,0//1,-8//49,true
197,E050_100,1//2,1//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
197,E100_200,1//1,2//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
197,E200_400,2//1,4//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
198,E025_050,1//4,1//2,8//1,8//1,true,0//1,true,0//1,0//1,0//1,true
198,E050_100,1//2,1//1,8//1,4//1,true,-1//2,true,-8400//70501,-15129//282004,-48729//282004,true
198,E100_200,1//1,2//1,4//1,1//1,true,-3//4,true,0//1,-373//1333,-373//1333,true
198,E200_400,2//1,4//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
199,E025_050,1//4,1//2,8//1,8//1,true,0//1,true,0//1,0//1,0//1,true
199,E050_100,1//2,1//1,8//1,1//1,true,-7//8,true,-1750//21607,-4107//21607,-5857//21607,true
199,E100_200,1//1,2//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
199,E200_400,2//1,4//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
200,E025_050,1//4,1//2,5//1,5//1,true,0//1,true,0//1,0//1,0//1,true
200,E050_100,1//2,1//1,5//1,5//1,true,0//1,true,0//1,0//1,0//1,true
200,E100_200,1//1,2//1,5//1,3//1,true,-2//5,true,-8//41,0//1,-8//41,true
200,E200_400,2//1,4//1,3//1,1//1,true,-2//3,true,-23//66,0//1,-23//66,true
201,E025_050,1//4,1//2,5//1,5//1,true,0//1,true,0//1,0//1,0//1,true
201,E050_100,1//2,1//1,5//1,5//1,true,0//1,true,0//1,0//1,0//1,true
201,E100_200,1//1,2//1,5//1,3//1,true,-2//5,true,-16//81,0//1,-16//81,true
201,E200_400,2//1,4//1,3//1,1//1,true,-2//3,true,-22//65,0//1,-22//65,true
202,E025_050,1//4,1//2,3//1,3//1,true,0//1,true,0//1,0//1,0//1,true
202,E050_100,1//2,1//1,3//1,3//1,true,0//1,true,0//1,0//1,0//1,true
202,E100_200,1//1,2//1,3//1,1//1,true,-2//3,true,-12//55,0//1,-12//55,true
202,E200_400,2//1,4//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
203,E025_050,1//4,1//2,6//1,6//1,true,0//1,true,0//1,0//1,0//1,true
203,E050_100,1//2,1//1,6//1,6//1,true,0//1,true,0//1,0//1,0//1,true
203,E100_200,1//1,2//1,6//1,1//1,true,-5//6,true,-7000//53717,-16617//53717,-23617//53717,true
203,E200_400,2//1,4//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
204,E025_050,1//4,1//2,7//1,7//1,true,0//1,true,0//1,0//1,0//1,true
204,E050_100,1//2,1//1,7//1,3//1,true,-4//7,true,-7000//99531,-49501//353888,-669509//3184992,true
204,E100_200,1//1,2//1,3//1,1//1,true,-2//3,true,0//1,-454683//2515483,-454683//2515483,true
204,E200_400,2//1,4//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
205,E025_050,1//4,1//2,12//1,12//1,true,0//1,true,0//1,0//1,0//1,true
205,E050_100,1//2,1//1,12//1,4//1,true,-2//3,true,-425600//1096649,71505//1096649,-354095//1096649,true
205,E100_200,1//1,2//1,4//1,1//1,true,-3//4,true,-5600//371277,-45359//123759,-141677//371277,true
205,E200_400,2//1,4//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
206,E025_050,1//4,1//2,3//1,3//1,true,0//1,true,0//1,0//1,0//1,true
206,E050_100,1//2,1//1,3//1,1//1,true,-2//3,true,-4//27,0//1,-4//27,true
206,E100_200,1//1,2//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
206,E200_400,2//1,4//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
207,E025_050,1//4,1//2,5//1,1//1,true,-4//5,true,-1//10,0//1,-1//10,true
207,E050_100,1//2,1//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
207,E100_200,1//1,2//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
207,E200_400,2//1,4//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
208,E025_050,1//4,1//2,7//1,1//1,true,-6//7,true,-700//4797,-223//3198,-2069//9594,true
208,E050_100,1//2,1//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
208,E100_200,1//1,2//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
208,E200_400,2//1,4//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
209,E025_050,1//4,1//2,5//1,5//1,true,0//1,true,0//1,0//1,0//1,true
209,E050_100,1//2,1//1,5//1,1//1,true,-4//5,true,-9//53,0//1,-9//53,true
209,E100_200,1//1,2//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
209,E200_400,2//1,4//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
210,E025_050,1//4,1//2,6//1,6//1,true,0//1,true,0//1,0//1,0//1,true
210,E050_100,1//2,1//1,6//1,6//1,true,0//1,true,0//1,0//1,0//1,true
210,E100_200,1//1,2//1,6//1,1//1,true,-5//6,true,-9800//112199,-39399//112199,-49199//112199,true
210,E200_400,2//1,4//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
211,E025_050,1//4,1//2,5//1,5//1,true,0//1,true,0//1,0//1,0//1,true
211,E050_100,1//2,1//1,5//1,5//1,true,0//1,true,0//1,0//1,0//1,true
211,E100_200,1//1,2//1,5//1,5//1,true,0//1,true,0//1,0//1,0//1,true
211,E200_400,2//1,4//1,5//1,1//1,true,-4//5,true,-41//81,0//1,-41//81,true
212,E025_050,1//4,1//2,9//1,9//1,true,0//1,true,0//1,0//1,0//1,true
212,E050_100,1//2,1//1,9//1,5//1,true,-4//9,true,-1//5,0//1,-1//5,true
212,E100_200,1//1,2//1,5//1,1//1,true,-4//5,true,-11//32,0//1,-11//32,true
212,E200_400,2//1,4//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
213,E025_050,1//4,1//2,9//1,9//1,true,0//1,true,0//1,0//1,0//1,true
213,E050_100,1//2,1//1,9//1,5//1,true,-4//9,true,-17//81,0//1,-17//81,true
213,E100_200,1//1,2//1,5//1,1//1,true,-4//5,true,-13//32,0//1,-13//32,true
213,E200_400,2//1,4//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
214,E025_050,1//4,1//2,5//1,5//1,true,0//1,true,0//1,0//1,0//1,true
214,E050_100,1//2,1//1,5//1,5//1,true,0//1,true,0//1,0//1,0//1,true
214,E100_200,1//1,2//1,5//1,3//1,true,-2//5,true,-16//79,0//1,-16//79,true
214,E200_400,2//1,4//1,3//1,1//1,true,-2//3,true,-8//21,0//1,-8//21,true
215,E025_050,1//4,1//2,3//1,3//1,true,0//1,true,0//1,0//1,0//1,true
215,E050_100,1//2,1//1,3//1,3//1,true,0//1,true,0//1,0//1,0//1,true
215,E100_200,1//1,2//1,3//1,1//1,true,-2//3,true,-9//52,0//1,-9//52,true
215,E200_400,2//1,4//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
216,E025_050,1//4,1//2,5//1,1//1,true,-4//5,true,-8//53,0//1,-8//53,true
216,E050_100,1//2,1//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
216,E100_200,1//1,2//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
216,E200_400,2//1,4//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
217,E025_050,1//4,1//2,3//1,3//1,true,0//1,true,0//1,0//1,0//1,true
217,E050_100,1//2,1//1,3//1,1//1,true,-2//3,true,-8//53,0//1,-8//53,true
217,E100_200,1//1,2//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
217,E200_400,2//1,4//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
218,E025_050,1//4,1//2,8//1,8//1,true,0//1,true,0//1,0//1,0//1,true
218,E050_100,1//2,1//1,8//1,4//1,true,-1//2,true,-14000//113599,-33255//454396,-89255//454396,true
218,E100_200,1//1,2//1,4//1,1//1,true,-3//4,true,0//1,-17763//52163,-17763//52163,true
218,E200_400,2//1,4//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
219,E025_050,1//4,1//2,9//1,9//1,true,0//1,true,0//1,0//1,0//1,true
219,E050_100,1//2,1//1,9//1,5//1,true,-4//9,true,-15//82,0//1,-15//82,true
219,E100_200,1//1,2//1,5//1,1//1,true,-4//5,true,-28//67,0//1,-28//67,true
219,E200_400,2//1,4//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
220,E025_050,1//4,1//2,12//1,12//1,true,0//1,true,0//1,0//1,0//1,true
220,E050_100,1//2,1//1,12//1,5//1,true,-7//12,true,-44800//242931,-629//6229,-69331//242931,true
220,E100_200,1//1,2//1,5//1,1//1,true,-4//5,true,-21//62,0//1,-21//62,true
220,E200_400,2//1,4//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
221,E025_050,1//4,1//2,5//1,5//1,true,0//1,true,0//1,0//1,0//1,true
221,E050_100,1//2,1//1,5//1,5//1,true,0//1,true,0//1,0//1,0//1,true
221,E100_200,1//1,2//1,5//1,3//1,true,-2//5,true,-16//83,0//1,-16//83,true
221,E200_400,2//1,4//1,3//1,1//1,true,-2//3,true,-26//67,0//1,-26//67,true
222,E025_050,1//4,1//2,5//1,1//1,true,-4//5,true,-6//53,0//1,-6//53,true
222,E050_100,1//2,1//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
222,E100_200,1//1,2//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
222,E200_400,2//1,4//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
223,E025_050,1//4,1//2,3//1,3//1,true,0//1,true,0//1,0//1,0//1,true
223,E050_100,1//2,1//1,3//1,3//1,true,0//1,true,0//1,0//1,0//1,true
223,E100_200,1//1,2//1,3//1,1//1,true,-2//3,true,-11//54,0//1,-11//54,true
223,E200_400,2//1,4//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
224,E025_050,1//4,1//2,9//1,9//1,true,0//1,true,0//1,0//1,0//1,true
224,E050_100,1//2,1//1,9//1,5//1,true,-4//9,true,-17//79,0//1,-17//79,true
224,E100_200,1//1,2//1,5//1,1//1,true,-4//5,true,-25//62,0//1,-25//62,true
224,E200_400,2//1,4//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
225,E025_050,1//4,1//2,7//1,7//1,true,0//1,true,0//1,0//1,0//1,true
225,E050_100,1//2,1//1,7//1,3//1,true,-4//7,true,-11200//100931,-47421//403724,-92221//403724,true
225,E100_200,1//1,2//1,3//1,1//1,true,-2//3,true,0//1,-65103//311503,-65103//311503,true
225,E200_400,2//1,4//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
226,E025_050,1//4,1//2,3//1,3//1,true,0//1,true,0//1,0//1,0//1,true
226,E050_100,1//2,1//1,3//1,3//1,true,0//1,true,0//1,0//1,0//1,true
226,E100_200,1//1,2//1,3//1,1//1,true,-2//3,true,-9//53,0//1,-9//53,true
226,E200_400,2//1,4//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
227,E025_050,1//4,1//2,9//1,9//1,true,0//1,true,0//1,0//1,0//1,true
227,E050_100,1//2,1//1,9//1,5//1,true,-4//9,true,-16//79,0//1,-16//79,true
227,E100_200,1//1,2//1,5//1,1//1,true,-4//5,true,-8//21,0//1,-8//21,true
227,E200_400,2//1,4//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
228,E025_050,1//4,1//2,7//1,7//1,true,0//1,true,0//1,0//1,0//1,true
228,E050_100,1//2,1//1,7//1,5//1,true,-2//7,true,0//1,-8177//83777,-8177//83777,true
228,E100_200,1//1,2//1,5//1,3//1,true,-2//5,true,-14//81,0//1,-14//81,true
228,E200_400,2//1,4//1,3//1,1//1,true,-2//3,true,-25//67,0//1,-25//67,true
229,E025_050,1//4,1//2,8//1,8//1,true,0//1,true,0//1,0//1,0//1,true
229,E050_100,1//2,1//1,8//1,1//1,true,-7//8,true,-19600//205227,-20809//68409,-7457//18657,true
229,E100_200,1//1,2//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
229,E200_400,2//1,4//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
230,E025_050,1//4,1//2,5//1,5//1,true,0//1,true,0//1,0//1,0//1,true
230,E050_100,1//2,1//1,5//1,5//1,true,0//1,true,0//1,0//1,0//1,true
230,E100_200,1//1,2//1,5//1,3//1,true,-2//5,true,-5//27,0//1,-5//27,true
230,E200_400,2//1,4//1,3//1,1//1,true,-2//3,true,-14//33,0//1,-14//33,true
231,E025_050,1//4,1//2,7//1,7//1,true,0//1,true,0//1,0//1,0//1,true
231,E050_100,1//2,1//1,7//1,5//1,true,-2//7,true,0//1,-24531//248531,-24531//248531,true
231,E100_200,1//1,2//1,5//1,3//1,true,-2//5,true,-3//16,0//1,-3//16,true
231,E200_400,2//1,4//1,3//1,1//1,true,-2//3,true,-2//5,0//1,-2//5,true
232,E025_050,1//4,1//2,11//1,9//1,true,-2//11,true,0//1,-669//14494,-669//14494,true
232,E050_100,1//2,1//1,9//1,5//1,true,-4//9,true,-15//79,0//1,-15//79,true
232,E100_200,1//1,2//1,5//1,1//1,true,-4//5,true,-25//64,0//1,-25//64,true
232,E200_400,2//1,4//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
233,E025_050,1//4,1//2,5//1,5//1,true,0//1,true,0//1,0//1,0//1,true
233,E050_100,1//2,1//1,5//1,5//1,true,0//1,true,0//1,0//1,0//1,true
233,E100_200,1//1,2//1,5//1,3//1,true,-2//5,true,-14//79,0//1,-14//79,true
233,E200_400,2//1,4//1,3//1,1//1,true,-2//3,true,-5//13,0//1,-5//13,true
234,E025_050,1//4,1//2,12//1,12//1,true,0//1,true,0//1,0//1,0//1,true
234,E050_100,1//2,1//1,12//1,5//1,true,-7//12,true,-14000//81927,-703//9103,-20327//81927,true
234,E100_200,1//1,2//1,5//1,1//1,true,-4//5,true,-25//66,0//1,-25//66,true
234,E200_400,2//1,4//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
235,E025_050,1//4,1//2,12//1,9//1,true,-1//4,true,0//1,-30//583,-30//583,true
235,E050_100,1//2,1//1,9//1,5//1,true,-4//9,true,-14//79,0//1,-14//79,true
235,E100_200,1//1,2//1,5//1,1//1,true,-4//5,true,-24//65,0//1,-24//65,true
235,E200_400,2//1,4//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
236,E025_050,1//4,1//2,9//1,9//1,true,0//1,true,0//1,0//1,0//1,true
236,E050_100,1//2,1//1,9//1,5//1,true,-4//9,true,-14//79,0//1,-14//79,true
236,E100_200,1//1,2//1,5//1,1//1,true,-4//5,true,-5//13,0//1,-5//13,true
236,E200_400,2//1,4//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
237,E025_050,1//4,1//2,5//1,5//1,true,0//1,true,0//1,0//1,0//1,true
237,E050_100,1//2,1//1,5//1,5//1,true,0//1,true,0//1,0//1,0//1,true
237,E100_200,1//1,2//1,5//1,1//1,true,-4//5,true,-78400//758227,-175827//758227,-254227//758227,true
237,E200_400,2//1,4//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
238,E025_050,1//4,1//2,3//1,3//1,true,0//1,true,0//1,0//1,0//1,true
238,E050_100,1//2,1//1,3//1,1//1,true,-2//3,true,-7//53,0//1,-7//53,true
238,E100_200,1//1,2//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
238,E200_400,2//1,4//1,1//1,1//1,true,0//1,true,0//1,0//1,0//1,true
239,E025_050,1//4,1//2,9//1,9//1,true,0//1,true,0//1,0//1,0//1,true
239,E050_100,1//2,1//1,9//1,5//1,true,-4//9,true,-16//81,0//1,-16//81,true
