strategy_id,ticker,coverage_potential,current_belief_improvement,average_validation_score,raw_parameter_novelty,locked_net_utility_improvement,coverage_rank,current_rank,average_rank,novelty_rank,locked_rank
FXE__momentum_60__trend_100__h20__half__horizon__notional_cap_1,FXE,0.0,0.0,-0.011107791834236396,0.2857142857142857,-0.0944329248102925,590,545,1449,289,962
FXE__momentum_60__trend_100__h20__half__horizon__vol_target_10,FXE,0.0,0.0,-0.011107791834236396,0.14285714285714285,-0.0944329248102925,591,546,1450,1424,963
FXE__momentum_60__trend_100__h20__half__signal_flip__notional_cap_1,FXE,0.0,0.0,-0.017107239466279393,0.14285714285714285,-0.09036205861827429,592,547,1647,1425,792
FXE__momentum_60__trend_100__h20__half__signal_flip__vol_target_10,FXE,0.0,0.0,-0.017107239466279393,0.14285714285714285,-0.09036205861827429,593,548,1648,1426,793
FXE__momentum_60__trend_100__h20__unit__horizon__notional_cap_1,FXE,0.0,0.0,-0.024659583871126937,0.14285714285714285,-0.0979648865769198,594,549,1852,1427,1102
FXE__momentum_60__trend_100__h20__unit__horizon__vol_target_10,FXE,0.0,0.0,-0.021434729160792008,0.14285714285714285,-0.10015909895687411,595,550,1764,1428,1194
FXE__momentum_60__trend_100__h20__unit__signal_flip__notional_cap_1,FXE,0.0,0.0,-0.03588409935955284,0.14285714285714285,-0.08942290988515819,596,551,2031,1429,743
FXE__momentum_60__trend_100__h5__half__horizon__notional_cap_1,FXE,0.0,0.0,-0.017824484235967733,0.2857142857142857,-0.10417579244162856,597,552,1671,290,1355
FXE__momentum_60__trend_100__h5__half__horizon__vol_target_10,FXE,0.0,0.0,-0.017824484235967733,0.2857142857142857,-0.10417579244162856,598,553,1672,291,1356
FXE__momentum_60__trend_100__h5__half__signal_flip__notional_cap_1,FXE,0.0,0.0,-0.02224777346109008,0.14285714285714285,-0.09829622144273018,599,554,1783,1430,1123
FXE__momentum_60__trend_100__h5__half__signal_flip__vol_target_10,FXE,0.0,0.0,-0.02224777346109008,0.2857142857142857,-0.09829622144273018,600,555,1784,292,1124
FXE__momentum_60__trend_100__h5__unit__horizon__notional_cap_1,FXE,0.0,0.0,-0.03749227716644619,0.14285714285714285,-0.11692579430417178,601,556,2049,1431,1745
FXE__momentum_60__trend_100__h5__unit__horizon__vol_target_10,FXE,0.0,0.0,-0.032832600709480186,0.2857142857142857,-0.11679219581463965,602,557,1996,293,1743
FXE__momentum_60__trend_100__h5__unit__signal_flip__notional_cap_1,FXE,0.0,0.0,-0.046007666181403194,0.2857142857142857,-0.1050443815327433,603,558,2117,294,1389
FXE__momentum_60__trend_100__h5__unit__signal_flip__vol_target_10,FXE,0.0,0.0,-0.041140488624256705,0.14285714285714285,-0.10500323423556933,604,559,2085,1432,1386
FXI__mean_reversion_5__always__h20__half__horizon__notional_cap_1,FXI,0.0,0.0,0.0021171379717215034,0.14285714285714285,-0.10516465253371715,605,560,859,1433,1391
FXI__mean_reversion_5__always__h20__half__horizon__vol_target_10,FXI,0.0,0.0,-0.0005378287811771704,0.2857142857142857,-0.10250434134511052,606,561,988,295,1293
FXI__mean_reversion_5__always__h20__half__signal_flip__notional_cap_1,FXI,0.0,0.0,0.012287646960750897,0.14285714285714285,-0.13342710202511956,607,562,489,1434,2036
FXI__mean_reversion_5__always__h20__half__signal_flip__vol_target_10,FXI,0.0,0.0,0.003498228225727938,0.2857142857142857,-0.12592018164091437,608,563,807,296,1927
FXI__mean_reversion_5__always__h20__unit__horizon__notional_cap_1,FXI,0.0,0.0,-0.029502119019313794,0.14285714285714285,-0.18620732688238345,609,564,1950,1435,2228
FXI__mean_reversion_5__always__h20__unit__horizon__vol_target_10,FXI,0.0,0.0,0.002267615601321382,0.2857142857142857,-0.1021287718212056,610,565,849,297,1279
FXI__mean_reversion_5__always__h20__unit__signal_flip__vol_target_10,FXI,0.0,0.0,-0.0019349585657693754,0.14285714285714285,-0.12706308037319558,611,566,1056,1436,1942
FXI__mean_reversion_5__always__h5__half__horizon__notional_cap_1,FXI,0.0,0.0,0.021141512271482355,0.14285714285714285,-0.11935368392398424,612,567,260,1437,1803
FXI__mean_reversion_5__always__h5__half__horizon__vol_target_10,FXI,0.0,0.0,0.014495854595772819,0.2857142857142857,-0.1226755448274301,613,568,422,298,1863
FXI__mean_reversion_5__always__h5__half__signal_flip__vol_target_10,FXI,0.0,0.0,0.0038645764921265736,0.14285714285714285,-0.10652572907674968,614,569,797,1438,1442
FXI__mean_reversion_5__always__h5__unit__horizon__notional_cap_1,FXI,0.0,0.0,0.019726128577185406,0.14285714285714285,-0.19538433002691719,615,570,289,1439,2237
FXI__mean_reversion_5__always__h5__unit__horizon__vol_target_10,FXI,0.0,0.0,0.01480280344700332,0.2857142857142857,-0.12510552584481321,616,571,412,299,1907
FXI__mean_reversion_5__always__h5__unit__signal_flip__vol_target_10,FXI,0.0,0.0,0.001152460202598687,0.14285714285714285,-0.10773560219953568,617,572,898,1440,1488
FXI__mean_reversion_5__trend_100__h20__half__horizon__notional_cap_1,FXI,0.0,0.0,0.025863661768325483,0.2857142857142857,-0.10988813735850658,618,573,180,300,1553
FXI__mean_reversion_5__trend_100__h20__half__horizon__vol_target_10,FXI,0.0,0.0,0.025420075381028757,0.14285714285714285,-0.0910114208674025,619,574,185,1441,815
FXI__mean_reversion_5__trend_100__h20__half__signal_flip__notional_cap_1,FXI,0.0,0.0,0.029940709690767602,0.2857142857142857,-0.11178603420034525,620,575,131,301,1616
FXI__mean_reversion_5__trend_100__h20__half__signal_flip__vol_target_10,FXI,0.0,0.0,0.024977774986633415,0.14285714285714285,-0.09849080974526928,621,576,195,1442,1130
FXI__mean_reversion_5__trend_100__h20__unit__horizon__notional_cap_1,FXI,0.0,0.0,0.03659732433880287,0.14285714285714285,-0.1544871262769309,622,577,66,1443,2151
FXI__mean_reversion_5__trend_100__h20__unit__horizon__vol_target_10,FXI,0.0,0.0,0.03704612398401756,0.2857142857142857,-0.08923916386163362,623,578,62,302,740
FXI__mean_reversion_5__trend_100__h20__unit__signal_flip__notional_cap_1,FXI,0.0,0.0,0.05259943017801494,0.14285714285714285,-0.1411725292245716,624,579,14,1444,2091
FXI__mean_reversion_5__trend_100__h20__unit__signal_flip__vol_target_10,FXI,0.0,0.0,0.029738720321945605,0.14285714285714285,-0.09723116825836418,625,580,134,1445,1079
FXI__mean_reversion_5__trend_100__h5__half__horizon__notional_cap_1,FXI,0.0,0.0,0.023336255524567636,0.2857142857142857,-0.10779765117408036,626,581,214,303,1494
FXI__mean_reversion_5__trend_100__h5__half__horizon__vol_target_10,FXI,0.0,0.0,0.01807480504684227,0.2857142857142857,-0.09571428866494527,627,582,323,304,1010
FXI__mean_reversion_5__trend_100__h5__half__signal_flip__notional_cap_1,FXI,0.0,0.0,0.029335581399813727,0.14285714285714285,-0.10616439592676195,628,583,139,1446,1429
FXI__mean_reversion_5__trend_100__h5__half__signal_flip__vol_target_10,FXI,0.0,0.0,0.02446512975013394,0.14285714285714285,-0.09443312765379998,629,584,206,1447,964
FXI__mean_reversion_5__trend_100__h5__unit__horizon__notional_cap_1,FXI,0.0,0.0,0.038439270110989354,0.14285714285714285,-0.13564594783493328,630,585,52,1448,2058
FXI__mean_reversion_5__trend_100__h5__unit__horizon__vol_target_10,FXI,0.0,0.0,0.021151349725465462,0.2857142857142857,-0.09594203210999573,631,586,259,305,1019
FXI__mean_reversion_5__trend_100__h5__unit__signal_flip__notional_cap_1,FXI,0.0,0.0,0.05247836693470821,0.14285714285714285,-0.12839839266441955,632,587,15,1449,1968
FXI__mean_reversion_5__trend_100__h5__unit__signal_flip__vol_target_10,FXI,0.0,0.0,0.02800629891315787,0.14285714285714285,-0.0933745718466723,633,588,154,1450,910
FXI__momentum_20__always__h20__half__horizon__notional_cap_1,FXI,0.0,0.0,-0.0030365708366770147,0.14285714285714285,-0.12858285540952163,634,589,1110,1451,1971
FXI__momentum_20__always__h20__half__horizon__vol_target_10,FXI,0.0,0.0,-0.0031052217136902805,0.14285714285714285,-0.11402926855269964,635,590,1112,1452,1681
FXI__momentum_20__always__h20__half__signal_flip__notional_cap_1,FXI,0.0,0.0,-0.00501869284776354,0.2857142857142857,-0.1061828403005624,636,591,1213,306,1430
FXI__momentum_20__always__h20__half__signal_flip__vol_target_10,FXI,0.0,0.0,-0.004215632915731767,0.2857142857142857,-0.096760436452428,637,592,1170,307,1051
FXI__momentum_20__always__h20__unit__horizon__notional_cap_1,FXI,0.0,0.0,-0.03219731037373512,0.14285714285714285,-0.22109522900563305,638,593,1985,1453,2265
FXI__momentum_20__always__h20__unit__horizon__vol_target_10,FXI,0.0,0.0,-0.010585189981700735,0.2857142857142857,-0.11413320745871677,639,594,1429,308,1686
FXI__momentum_20__always__h20__unit__signal_flip__notional_cap_1,FXI,0.0,0.0,-0.026016202233661453,0.14285714285714285,-0.14964577906264168,640,595,1878,1454,2137
FXI__momentum_20__always__h20__unit__signal_flip__vol_target_10,FXI,0.0,0.0,-0.003452199062571406,0.2857142857142857,-0.09508888527522699,641,596,1124,309,988
FXI__momentum_20__always__h5__half__horizon__notional_cap_1,FXI,0.0,0.0,-0.0035472550437876645,0.2857142857142857,-0.1468356042780474,642,597,1132,310,2121
FXI__momentum_20__always__h5__half__horizon__vol_target_10,FXI,0.0,0.0,-0.004076034527797094,0.2857142857142857,-0.1359309689381537,643,598,1158,311,2062
FXI__momentum_20__always__h5__half__signal_flip__notional_cap_1,FXI,0.0,0.0,-0.021683946328148882,0.14285714285714285,-0.12376222250237578,644,599,1771,1455,1881
FXI__momentum_20__always__h5__half__signal_flip__vol_target_10,FXI,0.0,0.0,-0.022370839323118043,0.2857142857142857,-0.11915142349772939,645,600,1791,312,1798
FXI__momentum_20__always__h5__unit__horizon__notional_cap_1,FXI,0.0,0.0,-0.024125392194228518,0.2857142857142857,-0.23288004006002228,646,601,1844,313,2279
FXI__momentum_20__always__h5__unit__horizon__vol_target_10,FXI,0.0,0.0,-0.011238362043967609,0.2857142857142857,-0.13782289338656065,647,602,1455,314,2071
FXI__momentum_20__always__h5__unit__signal_flip__notional_cap_1,FXI,0.0,0.0,-0.057600939525632014,0.14285714285714285,-0.1816985701910402,648,603,2182,1456,2221
FXI__momentum_20__always__h5__unit__signal_flip__vol_target_10,FXI,0.0,0.0,-0.029236341474882122,0.2857142857142857,-0.11881383538946969,649,604,1946,315,1793
FXI__momentum_20__trend_100__h20__half__horizon__notional_cap_1,FXI,0.0,0.0,0.013771772091651575,0.14285714285714285,-0.1210669838579374,650,605,447,1457,1834
FXI__momentum_20__trend_100__h20__half__horizon__vol_target_10,FXI,0.0,0.0,0.014180383952184895,0.2857142857142857,-0.10422882888792283,651,606,432,316,1358
FXI__momentum_20__trend_100__h20__half__signal_flip__notional_cap_1,FXI,0.0,0.0,-0.010382073201939195,0.2857142857142857,-0.09727342721487829,652,607,1424,317,1081
FXI__momentum_20__trend_100__h20__half__signal_flip__vol_target_10,FXI,0.0,0.0,-0.00570097169571036,0.2857142857142857,-0.0888770765672984,653,608,1243,318,727
FXI__momentum_20__trend_100__h20__unit__horizon__notional_cap_1,FXI,0.0,0.0,0.008991320481073706,0.14285714285714285,-0.17761124041455867,654,609,613,1458,2214
FXI__momentum_20__trend_100__h20__unit__horizon__vol_target_10,FXI,0.0,0.0,0.013784844104381511,0.14285714285714285,-0.10291131452010274,655,610,444,1459,1312
FXI__momentum_20__trend_100__h20__unit__signal_flip__notional_cap_1,FXI,0.0,0.0,-0.033110330963559434,0.14285714285714285,-0.12371273085345094,656,611,2003,1460,1880
FXI__momentum_20__trend_100__h20__unit__signal_flip__vol_target_10,FXI,0.0,0.0,-0.003386026360319606,0.2857142857142857,-0.08589764689899872,657,612,1121,319,633
FXI__momentum_20__trend_100__h5__half__horizon__notional_cap_1,FXI,0.0,0.0,0.011488520772216805,0.14285714285714285,-0.106756373800612,658,613,521,1461,1451
FXI__momentum_20__trend_100__h5__half__horizon__vol_target_10,FXI,0.0,0.0,0.011278046549187902,0.2857142857142857,-0.1000073310222421,659,614,533,320,1188
FXI__momentum_20__trend_100__h5__half__signal_flip__notional_cap_1,FXI,0.0,0.0,-0.023458695019736922,0.2857142857142857,-0.09638621505993608,660,615,1829,321,1038
FXI__momentum_20__trend_100__h5__half__signal_flip__vol_target_10,FXI,0.0,0.0,-0.019811940027950857,0.2857142857142857,-0.09625067031494651,661,616,1722,322,1033
FXI__momentum_20__trend_100__h5__unit__horizon__notional_cap_1,FXI,0.0,0.0,0.010771838255799075,0.14285714285714285,-0.142619719104176,662,617,549,1462,2103
FXI__momentum_20__trend_100__h5__unit__horizon__vol_target_10,FXI,0.0,0.0,0.010248980676429221,0.14285714285714285,-0.10019730348568986,663,618,560,1463,1199
FXI__momentum_20__trend_100__h5__unit__signal_flip__notional_cap_1,FXI,0.0,0.0,-0.05744441759882037,0.2857142857142857,-0.11837684566770444,664,619,2181,323,1782
FXI__momentum_20__trend_100__h5__unit__signal_flip__vol_target_10,FXI,0.0,0.0,-0.023626570943960083,0.2857142857142857,-0.09477566778783325,665,620,1831,324,976
FXI__momentum_60__always__h20__half__horizon__notional_cap_1,FXI,0.0,0.0,-0.005127087869907071,0.2857142857142857,-0.13809084074757988,666,621,1214,325,2074
FXI__momentum_60__always__h20__half__horizon__vol_target_10,FXI,0.0,0.0,-0.0028721363993927957,0.2857142857142857,-0.11777208966799882,667,622,1106,326,1771
FXI__momentum_60__always__h20__half__signal_flip__notional_cap_1,FXI,0.0,0.0,0.028634814231329637,0.2857142857142857,-0.11862942962574263,668,623,146,327,1785
FXI__momentum_60__always__h20__half__signal_flip__vol_target_10,FXI,0.0,0.0,0.029871470473556455,0.2857142857142857,-0.10712523023611488,669,624,132,328,1460
FXI__momentum_60__always__h20__unit__horizon__notional_cap_1,FXI,0.0,0.0,-0.03388778868153601,0.14285714285714285,-0.22431110676486132,670,625,2013,1464,2272
FXI__momentum_60__always__h20__unit__horizon__vol_target_10,FXI,0.0,0.0,-0.0012267773767605829,0.14285714285714285,-0.11663218973792344,671,626,1015,1465,1737
FXI__momentum_60__always__h20__unit__signal_flip__notional_cap_1,FXI,0.0,0.0,0.03981324420671803,0.14285714285714285,-0.1745578533744917,672,627,44,1466,2203
FXI__momentum_60__always__h20__unit__signal_flip__vol_target_10,FXI,0.0,0.0,0.03135656935572745,0.14285714285714285,-0.10633452985903095,673,628,121,1467,1437
FXI__momentum_60__always__h5__half__horizon__notional_cap_1,FXI,0.0,0.0,-0.011598781215291934,0.2857142857142857,-0.09234402947221197,674,629,1475,329,860
FXI__momentum_60__always__h5__half__horizon__vol_target_10,FXI,0.0,0.0,-0.008561575571299761,0.2857142857142857,-0.08972646549821219,675,630,1350,330,766
FXI__momentum_60__always__h5__half__signal_flip__notional_cap_1,FXI,0.0,0.0,0.0005983722078012604,0.14285714285714285,-0.08631981829019209,676,631,929,1468,650
FXI__momentum_60__always__h5__half__signal_flip__vol_target_10,FXI,0.0,0.0,0.006361272184383385,0.14285714285714285,-0.08686311025861213,677,632,700,1469,664
FXI__momentum_60__always__h5__unit__horizon__notional_cap_1,FXI,0.0,0.0,-0.04090040308056331,0.14285714285714285,-0.12029361047102095,678,633,2081,1470,1822
FXI__momentum_60__always__h5__unit__horizon__vol_target_10,FXI,0.0,0.0,-0.01142333798670742,0.2857142857142857,-0.08779759951537892,679,634,1466,331,701
FXI__momentum_60__always__h5__unit__signal_flip__notional_cap_1,FXI,0.0,0.0,-0.015184412599636998,0.14285714285714285,-0.10559087703069969,680,635,1592,1471,1404
FXI__momentum_60__always__h5__unit__signal_flip__vol_target_10,FXI,0.0,0.0,0.006171672738734788,0.2857142857142857,-0.08568186360684846,681,636,712,332,623
FXI__momentum_60__trend_100__h20__half__horizon__notional_cap_1,FXI,0.0,0.0,0.014629640072230925,0.2857142857142857,-0.14176424737618254,682,637,416,333,2095
FXI__momentum_60__trend_100__h20__half__horizon__vol_target_10,FXI,0.0,0.0,0.01645301284786372,0.14285714285714285,-0.11870652704603782,683,638,371,1472,1788
FXI__momentum_60__trend_100__h20__half__signal_flip__notional_cap_1,FXI,0.0,0.0,0.024565571224585525,0.14285714285714285,-0.1176329446994637,684,639,203,1473,1765
FXI__momentum_60__trend_100__h20__half__signal_flip__vol_target_10,FXI,0.0,0.0,0.026206430670307528,0.2857142857142857,-0.1020603957541378,685,640,177,334,1276
FXI__momentum_60__trend_100__h20__unit__horizon__notional_cap_1,FXI,0.0,0.0,0.011164995901006454,0.14285714285714285,-0.2236179097498603,686,641,539,1474,2271
FXI__momentum_60__trend_100__h20__unit__horizon__vol_target_10,FXI,0.0,0.0,0.019683840888913416,0.14285714285714285,-0.11769172971273663,687,642,291,1475,1768
FXI__momentum_60__trend_100__h20__unit__signal_flip__notional_cap_1,FXI,0.0,0.0,0.03302012591583066,0.14285714285714285,-0.1706678659746225,688,643,98,1476,2197
FXI__momentum_60__trend_100__h20__unit__signal_flip__vol_target_10,FXI,0.0,0.0,0.02788759323634892,0.14285714285714285,-0.10120746713570955,689,644,156,1477,1234
FXI__momentum_60__trend_100__h5__half__horizon__notional_cap_1,FXI,0.0,0.0,0.008087180189812516,0.2857142857142857,-0.08885149060437242,690,645,643,335,724
FXI__momentum_60__trend_100__h5__half__horizon__vol_target_10,FXI,0.0,0.0,0.01031031441872543,0.2857142857142857,-0.08430541870967954,691,646,557,336,575
FXI__momentum_60__trend_100__h5__half__signal_flip__notional_cap_1,FXI,0.0,0.0,0.01169389010803132,0.14285714285714285,-0.08787547857476445,692,647,513,1478,703
FXI__momentum_60__trend_100__h5__half__signal_flip__vol_target_10,FXI,0.0,0.0,0.01581382250542554,0.2857142857142857,-0.08311789543328711,693,648,389,337,552
FXI__momentum_60__trend_100__h5__unit__horizon__notional_cap_1,FXI,0.0,0.0,0.0011135411090119583,0.14285714285714285,-0.11050689538122091,694,649,905,1479,1573
FXI__momentum_60__trend_100__h5__unit__horizon__vol_target_10,FXI,0.0,0.0,0.009057039761536536,0.2857142857142857,-0.08298338205285316,695,650,610,338,548
FXI__momentum_60__trend_100__h5__unit__signal_flip__notional_cap_1,FXI,0.0,0.0,0.008595957888405621,0.2857142857142857,-0.10726049114196212,696,651,624,339,1467
FXI__momentum_60__trend_100__h5__unit__signal_flip__vol_target_10,FXI,0.0,0.0,0.018281052644661323,0.2857142857142857,-0.08189781565799421,697,652,317,340,528
GDX__mean_reversion_5__always__h20__half__horizon__notional_cap_1,GDX,0.0,0.0,0.010599604493403483,0.14285714285714285,-0.08138406926518418,698,653,551,1480,514
GDX__mean_reversion_5__always__h20__half__horizon__vol_target_10,GDX,0.0,0.0,0.004146199042413947,0.14285714285714285,-0.09337729578792812,699,654,787,1481,911
GDX__mean_reversion_5__always__h20__half__signal_flip__notional_cap_1,GDX,0.0,0.0,-0.049201944538020966,0.14285714285714285,-0.05556963685224328,700,655,2134,1482,192
GDX__mean_reversion_5__always__h20__half__signal_flip__vol_target_10,GDX,0.0,0.0,-0.04052722405917257,0.14285714285714285,-0.07865948234041234,701,656,2077,1483,468
GDX__mean_reversion_5__always__h20__unit__horizon__notional_cap_1,GDX,0.0,0.0,-0.06397903512654468,0.14285714285714285,-0.17757267584322756,702,657,2212,1484,2213
GDX__mean_reversion_5__always__h20__unit__horizon__vol_target_10,GDX,0.0,0.0,-0.002429009211833668,0.2857142857142857,-0.09344107105434159,703,658,1085,341,916
GDX__mean_reversion_5__always__h20__unit__signal_flip__notional_cap_1,GDX,0.0,0.0,-0.14451417242871323,0.14285714285714285,-0.08626831980036674,704,659,2288,1485,648
GDX__mean_reversion_5__always__h20__unit__signal_flip__vol_target_10,GDX,0.0,0.0,-0.0459518418985799,0.14285714285714285,-0.07854221603455455,705,660,2116,1486,465
GDX__mean_reversion_5__always__h5__half__horizon__notional_cap_1,GDX,0.0,0.0,-0.07221786626249187,0.2857142857142857,-0.056234763668221804,706,661,2229,342,199
GDX__mean_reversion_5__always__h5__half__horizon__vol_target_10,GDX,0.0,0.0,-0.041532583940546555,0.2857142857142857,-0.08953390389489842,707,662,2087,343,756
GDX__mean_reversion_5__always__h5__half__signal_flip__notional_cap_1,GDX,0.0,0.0,-0.06019259041312371,0.14285714285714285,-0.047994099385578165,708,663,2200,1487,132
GDX__mean_reversion_5__always__h5__half__signal_flip__vol_target_10,GDX,0.0,0.0,-0.044790594283296695,0.2857142857142857,-0.0722103825318471,709,664,2109,344,382
GDX__mean_reversion_5__always__h5__unit__horizon__notional_cap_1,GDX,0.0,0.0,-0.2057335000261199,0.14285714285714285,-0.10084173644424889,710,665,2299,1488,1224
GDX__mean_reversion_5__always__h5__unit__horizon__vol_target_10,GDX,0.0,0.0,-0.046827110577758006,0.2857142857142857,-0.08984698113629133,711,666,2121,345,771
GDX__mean_reversion_5__always__h5__unit__signal_flip__notional_cap_1,GDX,0.0,0.0,-0.16435126149351204,0.14285714285714285,-0.06717135594324523,712,667,2292,1489,314
GDX__mean_reversion_5__always__h5__unit__signal_flip__vol_target_10,GDX,0.0,0.0,-0.050344813636610114,0.2857142857142857,-0.07209310668597083,713,668,2147,346,379
GDX__mean_reversion_5__trend_100__h20__half__horizon__notional_cap_1,GDX,0.0,0.0,-0.028244608776703962,0.14285714285714285,-0.09810147183691416,714,669,1920,1490,1113
GDX__mean_reversion_5__trend_100__h20__half__signal_flip__notional_cap_1,GDX,0.0,0.0,-0.027418711761512053,0.14285714285714285,-0.07488642991803601,715,670,1905,1491,419
GDX__mean_reversion_5__trend_100__h20__unit__horizon__notional_cap_1,GDX,0.0,0.0,-0.10134236515451092,0.14285714285714285,-0.14811178056575963,716,671,2264,1492,2128
GDX__mean_reversion_5__trend_100__h20__unit__horizon__vol_target_10,GDX,0.0,0.0,-0.020590010067962284,0.14285714285714285,-0.10458198644017684,717,672,1741,1493,1371
GDX__mean_reversion_5__trend_100__h20__unit__signal_flip__notional_cap_1,GDX,0.0,0.0,-0.07565624927180345,0.14285714285714285,-0.08098045231790973,718,673,2234,1494,504
GDX__mean_reversion_5__trend_100__h5__half__horizon__notional_cap_1,GDX,0.0,0.0,-0.03966725923275633,0.2857142857142857,-0.0812191805608384,719,674,2071,347,509
GDX__mean_reversion_5__trend_100__h5__half__horizon__vol_target_10,GDX,0.0,0.0,-0.029716435185088912,0.14285714285714285,-0.09797856575350564,720,675,1955,1495,1104
GDX__mean_reversion_5__trend_100__h5__half__signal_flip__notional_cap_1,GDX,0.0,0.0,-0.04271855558644141,0.2857142857142857,-0.08614027669004605,721,676,2099,348,641
GDX__mean_reversion_5__trend_100__h5__half__signal_flip__vol_target_10,GDX,0.0,0.0,-0.03162165657733185,0.14285714285714285,-0.10437767479299362,722,677,1976,1496,1361
GDX__mean_reversion_5__trend_100__h5__unit__horizon__notional_cap_1,GDX,0.0,0.0,-0.10407017206616037,0.14285714285714285,-0.09558102245668687,723,678,2271,1497,1006
GDX__mean_reversion_5__trend_100__h5__unit__horizon__vol_target_10,GDX,0.0,0.0,-0.03219143760811906,0.2857142857142857,-0.09797856575350564,724,679,1984,349,1105
GDX__mean_reversion_5__trend_100__h5__unit__signal_flip__notional_cap_1,GDX,0.0,0.0,-0.10331698864147304,0.2857142857142857,-0.10019628773663353,725,680,2269,350,1198
GDX__mean_reversion_5__trend_100__h5__unit__signal_flip__vol_target_10,GDX,0.0,0.0,-0.03362116013645969,0.14285714285714285,-0.10437767479299362,726,681,2010,1498,1362
GDX__momentum_20__always__h20__half__horizon__notional_cap_1,GDX,0.0,0.0,0.04221246477986706,0.14285714285714285,-0.14332770184447485,727,682,34,1499,2106
GDX__momentum_20__always__h20__half__horizon__vol_target_10,GDX,0.0,0.0,0.028097204009127318,0.14285714285714285,-0.12598136697615356,728,683,152,1500,1928
GDX__momentum_20__always__h20__half__signal_flip__notional_cap_1,GDX,0.0,0.0,0.010851004467164693,0.2857142857142857,-0.13139302977333178,729,684,548,351,2013
GDX__momentum_20__always__h20__half__signal_flip__vol_target_10,GDX,0.0,0.0,0.011620623220594475,0.2857142857142857,-0.1310029475839354,730,685,516,352,2007
GDX__momentum_20__always__h20__unit__horizon__notional_cap_1,GDX,0.0,0.0,0.011237480741089878,0.14285714285714285,-0.2776064970983872,731,686,536,1501,2297
GDX__momentum_20__always__h20__unit__horizon__vol_target_10,GDX,0.0,0.0,0.024831069362503573,0.2857142857142857,-0.12618449703967805,732,687,199,353,1931
GDX__momentum_20__always__h20__unit__signal_flip__notional_cap_1,GDX,0.0,0.0,-0.034005654627366724,0.14285714285714285,-0.21729565301095302,733,688,2014,1502,2262
GDX__momentum_20__always__h20__unit__signal_flip__vol_target_10,GDX,0.0,0.0,0.00804726702882602,0.2857142857142857,-0.13116713585291895,734,689,647,354,2012
GDX__momentum_20__always__h5__half__horizon__notional_cap_1,GDX,0.0,0.0,0.0073701390092523016,0.2857142857142857,-0.18114694504428128,735,690,666,355,2219
GDX__momentum_20__always__h5__half__horizon__vol_target_10,GDX,0.0,0.0,0.0018572345216091996,0.2857142857142857,-0.15452377571168185,736,691,867,356,2152
GDX__momentum_20__always__h5__half__signal_flip__notional_cap_1,GDX,0.0,0.0,0.013853374316278904,0.2857142857142857,-0.15260599490395851,737,692,443,357,2143
GDX__momentum_20__always__h5__half__signal_flip__vol_target_10,GDX,0.0,0.0,0.009192707448941857,0.2857142857142857,-0.14103092034521295,738,693,603,358,2090
GDX__momentum_20__always__h5__unit__horizon__notional_cap_1,GDX,0.0,0.0,-0.03929360930480329,0.2857142857142857,-0.32496231568457606,739,694,2069,359,2307
GDX__momentum_20__always__h5__unit__horizon__vol_target_10,GDX,0.0,0.0,-0.0020626587227923626,0.2857142857142857,-0.15468790965065443,740,695,1059,360,2154
GDX__momentum_20__always__h5__unit__signal_flip__notional_cap_1,GDX,0.0,0.0,-0.02183732308464595,0.14285714285714285,-0.2557280318164489,741,696,1774,1503,2287
GDX__momentum_20__always__h5__unit__signal_flip__vol_target_10,GDX,0.0,0.0,0.00565979001829903,0.2857142857142857,-0.14119507613778454,742,697,723,361,2092
GDX__momentum_20__trend_100__h20__half__horizon__notional_cap_1,GDX,0.0,0.0,-5.413480450074809e-5,0.14285714285714285,-0.10922906674340147,743,698,964,1504,1537
GDX__momentum_20__trend_100__h20__half__horizon__vol_target_10,GDX,0.0,0.0,-0.005624106950115586,0.14285714285714285,-0.11328522950681502,744,699,1234,1505,1664
GDX__momentum_20__trend_100__h20__half__signal_flip__notional_cap_1,GDX,0.011598212432452697,0.0,0.007153830764888493,0.2857142857142857,-0.11608758227873169,41,700,675,362,1730
GDX__momentum_20__trend_100__h20__half__signal_flip__vol_target_10,GDX,0.0,0.0,0.0010275974186015543,0.14285714285714285,-0.11243042922029219,745,701,914,1506,1633
GDX__momentum_20__trend_100__h20__unit__horizon__notional_cap_1,GDX,0.0,0.0,-0.05843194462340849,0.14285714285714285,-0.20476844000092964,746,702,2188,1507,2245
GDX__momentum_20__trend_100__h20__unit__horizon__vol_target_10,GDX,0.0,0.0,-0.007686136396496653,0.14285714285714285,-0.11349039214717727,747,703,1306,1508,1670
GDX__momentum_20__trend_100__h20__unit__signal_flip__notional_cap_1,GDX,0.05993596862295294,0.0,-0.02723332558909459,0.14285714285714285,-0.1789631953060024,32,704,1902,1509,2215
GDX__momentum_20__trend_100__h20__unit__signal_flip__vol_target_10,GDX,0.0,0.0,-0.0016862048798976029,0.14285714285714285,-0.11263558647428276,748,705,1041,1510,1645
GDX__momentum_20__trend_100__h5__half__horizon__notional_cap_1,GDX,0.0,0.0,-0.0006064337603080491,0.14285714285714285,-0.15300416975071007,749,706,992,1511,2145
GDX__momentum_20__trend_100__h5__half__horizon__vol_target_10,GDX,0.0,0.0,-0.004349977629177822,0.2857142857142857,-0.1285679751846167,750,707,1180,363,1970
