trial_id,strategy_id,belief_id,profile_value,in_source,is_candidate,is_inactive
33,candidate_2,3,7//2,false,true,false
34,inactive,1,0//1,true,false,true
34,inactive,2,0//1,true,false,true
34,inactive,3,0//1,true,false,true
34,inactive,4,0//1,true,false,true
34,strategy_1,1,4//1,true,false,false
34,strategy_1,2,4//1,true,false,false
34,strategy_1,3,4//1,true,false,false
34,strategy_1,4,4//1,true,false,false
34,strategy_2,1,4//1,true,false,false
34,strategy_2,2,2//1,true,false,false
34,strategy_2,3,1//1,true,false,false
34,strategy_2,4,4//1,true,false,false
34,strategy_3,1,4//1,true,false,false
34,strategy_3,2,3//1,true,false,false
34,strategy_3,3,2//1,true,false,false
34,strategy_3,4,2//1,true,false,false
34,strategy_4,1,4//1,true,false,false
34,strategy_4,2,4//1,true,false,false
34,strategy_4,3,4//1,true,false,false
34,strategy_4,4,3//1,true,false,false
34,strategy_5,1,4//1,true,false,false
34,strategy_5,2,4//1,true,false,false
34,strategy_5,3,4//1,true,false,false
34,strategy_5,4,4//1,true,false,false
34,candidate_1,1,11//2,false,true,false
34,candidate_1,2,5//1,false,true,false
34,candidate_1,3,9//2,false,true,false
34,candidate_1,4,11//2,false,true,false
34,candidate_2,1,11//2,false,true,false
34,candidate_2,2,5//1,false,true,false
34,candidate_2,3,9//2,false,true,false
34,candidate_2,4,5//1,false,true,false
35,inactive,1,0//1,true,false,true
35,inactive,2,0//1,true,false,true
35,inactive,3,0//1,true,false,true
35,strategy_1,1,2//1,true,false,false
35,strategy_1,2,2//1,true,false,false
35,strategy_1,3,4//1,true,false,false
35,strategy_2,1,2//1,true,false,false
35,strategy_2,2,4//1,true,false,false
35,strategy_2,3,4//1,true,false,false
35,strategy_3,1,1//1,true,false,false
35,strategy_3,2,1//1,true,false,false
35,strategy_3,3,3//1,true,false,false
35,strategy_4,1,4//1,true,false,false
35,strategy_4,2,4//1,true,false,false
35,strategy_4,3,4//1,true,false,false
35,candidate_1,1,5//1,false,true,false
35,candidate_1,2,11//2,false,true,false
35,candidate_1,3,11//2,false,true,false
35,candidate_2,1,5//1,false,true,false
35,candidate_2,2,9//2,false,true,false
35,candidate_2,3,9//2,false,true,false
36,inactive,1,0//1,true,false,true
36,inactive,2,0//1,true,false,true
36,strategy_1,1,4//1,true,false,false
36,strategy_1,2,4//1,true,false,false
36,strategy_2,1,4//1,true,false,false
36,strategy_2,2,4//1,true,false,false
36,strategy_3,1,4//1,true,false,false
36,strategy_3,2,4//1,true,false,false
36,candidate_1,1,7//2,false,true,false
36,candidate_1,2,4//1,false,true,false
36,candidate_2,1,7//2,false,true,false
36,candidate_2,2,4//1,false,true,false
37,inactive,1,0//1,true,false,true
37,inactive,2,0//1,true,false,true
37,inactive,3,0//1,true,false,true
37,strategy_1,1,4//1,true,false,false
37,strategy_1,2,4//1,true,false,false
37,strategy_1,3,4//1,true,false,false
37,strategy_2,1,4//1,true,false,false
37,strategy_2,2,3//1,true,false,false
37,strategy_2,3,2//1,true,false,false
37,strategy_3,1,3//1,true,false,false
37,strategy_3,2,4//1,true,false,false
37,strategy_3,3,4//1,true,false,false
37,strategy_4,1,2//1,true,false,false
37,strategy_4,2,2//1,true,false,false
37,strategy_4,3,2//1,true,false,false
37,candidate_1,1,3//1,false,true,false
37,candidate_1,2,3//1,false,true,false
37,candidate_1,3,5//2,false,true,false
37,candidate_2,1,7//2,false,true,false
37,candidate_2,2,7//2,false,true,false
37,candidate_2,3,3//1,false,true,false
38,inactive,1,0//1,true,false,true
38,inactive,2,0//1,true,false,true
38,inactive,3,0//1,true,false,true
38,strategy_1,1,4//1,true,false,false
38,strategy_1,2,4//1,true,false,false
38,strategy_1,3,2//1,true,false,false
38,strategy_2,1,3//1,true,false,false
38,strategy_2,2,4//1,true,false,false
38,strategy_2,3,3//1,true,false,false
38,strategy_3,1,4//1,true,false,false
38,strategy_3,2,4//1,true,false,false
38,strategy_3,3,2//1,true,false,false
38,candidate_1,1,7//2,false,true,false
38,candidate_1,2,9//2,false,true,false
38,candidate_1,3,3//1,false,true,false
38,candidate_2,1,4//1,false,true,false
38,candidate_2,2,7//2,false,true,false
38,candidate_2,3,5//2,false,true,false
39,inactive,1,0//1,true,false,true
39,inactive,2,0//1,true,false,true
39,strategy_1,1,4//1,true,false,false
39,strategy_1,2,4//1,true,false,false
39,strategy_2,1,3//1,true,false,false
39,strategy_2,2,3//1,true,false,false
39,strategy_3,1,3//1,true,false,false
39,strategy_3,2,2//1,true,false,false
39,strategy_4,1,4//1,true,false,false
39,strategy_4,2,1//1,true,false,false
39,strategy_5,1,2//1,true,false,false
39,strategy_5,2,1//1,true,false,false
39,candidate_1,1,7//2,false,true,false
39,candidate_1,2,4//1,false,true,false
39,candidate_2,1,4//1,false,true,false
39,candidate_2,2,9//2,false,true,false
40,inactive,1,0//1,true,false,true
40,inactive,2,0//1,true,false,true
40,inactive,3,0//1,true,false,true
40,inactive,4,0//1,true,false,true
40,strategy_1,1,4//1,true,false,false
40,strategy_1,2,4//1,true,false,false
40,strategy_1,3,3//1,true,false,false
40,strategy_1,4,3//1,true,false,false
40,strategy_2,1,1//1,true,false,false
40,strategy_2,2,2//1,true,false,false
40,strategy_2,3,2//1,true,false,false
40,strategy_2,4,4//1,true,false,false
40,strategy_3,1,1//1,true,false,false
40,strategy_3,2,3//1,true,false,false
40,strategy_3,3,4//1,true,false,false
40,strategy_3,4,3//1,true,false,false
40,strategy_4,1,4//1,true,false,false
40,strategy_4,2,3//1,true,false,false
40,strategy_4,3,4//1,true,false,false
40,strategy_4,4,4//1,true,false,false
40,strategy_5,1,4//1,true,false,false
40,strategy_5,2,4//1,true,false,false
40,strategy_5,3,2//1,true,false,false
40,strategy_5,4,1//1,true,false,false
40,candidate_1,1,5//1,false,true,false
40,candidate_1,2,9//2,false,true,false
40,candidate_1,3,9//2,false,true,false
40,candidate_1,4,5//1,false,true,false
40,candidate_2,1,9//2,false,true,false
40,candidate_2,2,11//2,false,true,false
40,candidate_2,3,5//1,false,true,false
40,candidate_2,4,9//2,false,true,false
41,inactive,1,0//1,true,false,true
41,inactive,2,0//1,true,false,true
41,inactive,3,0//1,true,false,true
41,inactive,4,0//1,true,false,true
41,strategy_1,1,4//1,true,false,false
41,strategy_1,2,1//1,true,false,false
41,strategy_1,3,1//1,true,false,false
41,strategy_1,4,4//1,true,false,false
41,strategy_2,1,3//1,true,false,false
41,strategy_2,2,4//1,true,false,false
41,strategy_2,3,4//1,true,false,false
41,strategy_2,4,1//1,true,false,false
41,strategy_3,1,3//1,true,false,false
41,strategy_3,2,4//1,true,false,false
41,strategy_3,3,4//1,true,false,false
41,strategy_3,4,3//1,true,false,false
41,strategy_4,1,3//1,true,false,false
41,strategy_4,2,4//1,true,false,false
41,strategy_4,3,4//1,true,false,false
41,strategy_4,4,4//1,true,false,false
41,strategy_5,1,4//1,true,false,false
41,strategy_5,2,4//1,true,false,false
41,strategy_5,3,3//1,true,false,false
41,strategy_5,4,4//1,true,false,false
41,candidate_1,1,7//2,false,true,false
41,candidate_1,2,4//1,false,true,false
41,candidate_1,3,9//2,false,true,false
41,candidate_1,4,7//2,false,true,false
41,candidate_2,1,7//2,false,true,false
41,candidate_2,2,7//2,false,true,false
41,candidate_2,3,7//2,false,true,false
41,candidate_2,4,9//2,false,true,false
42,inactive,1,0//1,true,false,true
42,inactive,2,0//1,true,false,true
42,inactive,3,0//1,true,false,true
42,strategy_1,1,3//1,true,false,false
42,strategy_1,2,4//1,true,false,false
42,strategy_1,3,2//1,true,false,false
42,strategy_2,1,4//1,true,false,false
42,strategy_2,2,4//1,true,false,false
42,strategy_2,3,1//1,true,false,false
42,strategy_3,1,4//1,true,false,false
42,strategy_3,2,3//1,true,false,false
42,strategy_3,3,3//1,true,false,false
42,candidate_1,1,3//1,false,true,false
42,candidate_1,2,7//2,false,true,false
42,candidate_1,3,11//4,false,true,false
42,candidate_2,1,5//2,false,true,false
42,candidate_2,2,7//2,false,true,false
42,candidate_2,3,11//4,false,true,false
43,inactive,1,0//1,true,false,true
43,inactive,2,0//1,true,false,true
43,inactive,3,0//1,true,false,true
43,strategy_1,1,4//1,true,false,false
43,strategy_1,2,4//1,true,false,false
43,strategy_1,3,3//1,true,false,false
43,strategy_2,1,3//1,true,false,false
43,strategy_2,2,2//1,true,false,false
43,strategy_2,3,1//1,true,false,false
43,strategy_3,1,2//1,true,false,false
43,strategy_3,2,1//1,true,false,false
43,strategy_3,3,1//1,true,false,false
43,candidate_1,1,9//2,false,true,false
43,candidate_1,2,9//2,false,true,false
43,candidate_1,3,15//4,false,true,false
43,candidate_2,1,11//2,false,true,false
43,candidate_2,2,9//2,false,true,false
43,candidate_2,3,17//4,false,true,false
44,inactive,1,0//1,true,false,true
44,inactive,2,0//1,true,false,true
44,inactive,3,0//1,true,false,true
44,inactive,4,0//1,true,false,true
44,strategy_1,1,4//1,true,false,false
44,strategy_1,2,2//1,true,false,false
44,strategy_1,3,4//1,true,false,false
44,strategy_1,4,1//1,true,false,false
44,strategy_2,1,2//1,true,false,false
44,strategy_2,2,3//1,true,false,false
44,strategy_2,3,3//1,true,false,false
44,strategy_2,4,4//1,true,false,false
44,strategy_3,1,2//1,true,false,false
44,strategy_3,2,2//1,true,false,false
44,strategy_3,3,3//1,true,false,false
44,strategy_3,4,4//1,true,false,false
44,candidate_1,1,3//1,false,true,false
44,candidate_1,2,9//4,false,true,false
44,candidate_1,3,3//1,false,true,false
44,candidate_1,4,3//1,false,true,false
44,candidate_2,1,7//2,false,true,false
44,candidate_2,2,7//4,false,true,false
44,candidate_2,3,5//2,false,true,false
44,candidate_2,4,5//2,false,true,false
45,inactive,1,0//1,true,false,true
45,inactive,2,0//1,true,false,true
45,inactive,3,0//1,true,false,true
45,strategy_1,1,4//1,true,false,false
45,strategy_1,2,2//1,true,false,false
45,strategy_1,3,2//1,true,false,false
45,strategy_2,1,1//1,true,false,false
45,strategy_2,2,2//1,true,false,false
45,strategy_2,3,4//1,true,false,false
45,strategy_3,1,3//1,true,false,false
45,strategy_3,2,3//1,true,false,false
45,strategy_3,3,2//1,true,false,false
45,strategy_4,1,1//1,true,false,false
45,strategy_4,2,2//1,true,false,false
45,strategy_4,3,2//1,true,false,false
45,strategy_5,1,3//1,true,false,false
45,strategy_5,2,3//1,true,false,false
45,strategy_5,3,2//1,true,false,false
45,candidate_1,1,7//2,false,true,false
45,candidate_1,2,9//4,false,true,false
45,candidate_1,3,3//1,false,true,false
45,candidate_2,1,7//2,false,true,false
45,candidate_2,2,11//4,false,true,false
45,candidate_2,3,7//2,false,true,false
46,inactive,1,0//1,true,false,true
46,inactive,2,0//1,true,false,true
46,strategy_1,1,2//1,true,false,false
46,strategy_1,2,3//1,true,false,false
46,strategy_2,1,4//1,true,false,false
46,strategy_2,2,1//1,true,false,false
46,strategy_3,1,4//1,true,false,false
46,strategy_3,2,1//1,true,false,false
46,strategy_4,1,4//1,true,false,false
46,strategy_4,2,4//1,true,false,false
46,strategy_5,1,4//1,true,false,false
46,strategy_5,2,3//1,true,false,false
46,candidate_1,1,5//2,false,true,false
46,candidate_1,2,3//1,false,true,false
46,candidate_2,1,5//2,false,true,false
46,candidate_2,2,7//2,false,true,false
47,inactive,1,0//1,true,false,true
47,inactive,2,0//1,true,false,true
47,inactive,3,0//1,true,false,true
47,strategy_1,1,2//1,true,false,false
47,strategy_1,2,1//1,true,false,false
47,strategy_1,3,4//1,true,false,false
47,strategy_2,1,4//1,true,false,false
47,strategy_2,2,1//1,true,false,false
47,strategy_2,3,2//1,true,false,false
47,strategy_3,1,3//1,true,false,false
47,strategy_3,2,3//1,true,false,false
47,strategy_3,3,2//1,true,false,false
47,strategy_4,1,4//1,true,false,false
47,strategy_4,2,2//1,true,false,false
47,strategy_4,3,3//1,true,false,false
47,strategy_5,1,1//1,true,false,false
47,strategy_5,2,2//1,true,false,false
47,strategy_5,3,4//1,true,false,false
47,candidate_1,1,9//2,false,true,false
47,candidate_1,2,7//2,false,true,false
47,candidate_1,3,9//2,false,true,false
47,candidate_2,1,9//2,false,true,false
47,candidate_2,2,7//2,false,true,false
47,candidate_2,3,7//2,false,true,false
48,inactive,1,0//1,true,false,true
48,inactive,2,0//1,true,false,true
48,inactive,3,0//1,true,false,true
48,strategy_1,1,4//1,true,false,false
48,strategy_1,2,4//1,true,false,false
48,strategy_1,3,4//1,true,false,false
48,strategy_2,1,2//1,true,false,false
48,strategy_2,2,4//1,true,false,false
48,strategy_2,3,4//1,true,false,false
48,strategy_3,1,2//1,true,false,false
48,strategy_3,2,4//1,true,false,false
48,strategy_3,3,4//1,true,false,false
48,strategy_4,1,3//1,true,false,false
48,strategy_4,2,4//1,true,false,false
48,strategy_4,3,4//1,true,false,false
48,strategy_5,1,4//1,true,false,false
48,strategy_5,2,4//1,true,false,false
48,strategy_5,3,1//1,true,false,false
48,candidate_1,1,7//2,false,true,false
48,candidate_1,2,4//1,false,true,false
48,candidate_1,3,7//2,false,true,false
48,candidate_2,1,4//1,false,true,false
48,candidate_2,2,9//2,false,true,false
48,candidate_2,3,4//1,false,true,false
49,inactive,1,0//1,true,false,true
49,inactive,2,0//1,true,false,true
49,inactive,3,0//1,true,false,true
49,inactive,4,0//1,true,false,true
49,strategy_1,1,4//1,true,false,false
49,strategy_1,2,4//1,true,false,false
49,strategy_1,3,4//1,true,false,false
49,strategy_1,4,1//1,true,false,false
49,strategy_2,1,4//1,true,false,false
49,strategy_2,2,4//1,true,false,false
49,strategy_2,3,4//1,true,false,false
49,strategy_2,4,4//1,true,false,false
49,strategy_3,1,4//1,true,false,false
49,strategy_3,2,4//1,true,false,false
49,strategy_3,3,4//1,true,false,false
49,strategy_3,4,4//1,true,false,false
49,candidate_1,1,3//1,false,true,false
49,candidate_1,2,7//2,false,true,false
49,candidate_1,3,7//2,false,true,false
49,candidate_1,4,3//1,false,true,false
49,candidate_2,1,7//2,false,true,false
49,candidate_2,2,5//2,false,true,false
49,candidate_2,3,5//2,false,true,false
49,candidate_2,4,3//1,false,true,false
50,inactive,1,0//1,true,false,true
50,inactive,2,0//1,true,false,true
50,inactive,3,0//1,true,false,true
50,strategy_1,1,4//1,true,false,false
50,strategy_1,2,4//1,true,false,false
50,strategy_1,3,4//1,true,false,false
50,strategy_2,1,4//1,true,false,false
50,strategy_2,2,4//1,true,false,false
50,strategy_2,3,2//1,true,false,false
50,strategy_3,1,3//1,true,false,false
50,strategy_3,2,4//1,true,false,false
50,strategy_3,3,4//1,true,false,false
50,strategy_4,1,4//1,true,false,false
50,strategy_4,2,4//1,true,false,false
50,strategy_4,3,4//1,true,false,false
50,candidate_1,1,5//1,false,true,false
50,candidate_1,2,5//1,false,true,false
50,candidate_1,3,5//1,false,true,false
50,candidate_2,1,5//1,false,true,false
50,candidate_2,2,11//2,false,true,false
50,candidate_2,3,5//1,false,true,false
51,inactive,1,0//1,true,false,true
51,inactive,2,0//1,true,false,true
51,inactive,3,0//1,true,false,true
51,strategy_1,1,4//1,true,false,false
51,strategy_1,2,1//1,true,false,false
51,strategy_1,3,1//1,true,false,false
51,strategy_2,1,3//1,true,false,false
51,strategy_2,2,1//1,true,false,false
51,strategy_2,3,4//1,true,false,false
51,strategy_3,1,4//1,true,false,false
51,strategy_3,2,3//1,true,false,false
51,strategy_3,3,3//1,true,false,false
51,candidate_1,1,3//1,false,true,false
51,candidate_1,2,11//4,false,true,false
51,candidate_1,3,3//1,false,true,false
51,candidate_2,1,3//1,false,true,false
51,candidate_2,2,9//4,false,true,false
51,candidate_2,3,5//2,false,true,false
52,inactive,1,0//1,true,false,true
52,inactive,2,0//1,true,false,true
52,inactive,3,0//1,true,false,true
52,strategy_1,1,4//1,true,false,false
52,strategy_1,2,4//1,true,false,false
52,strategy_1,3,2//1,true,false,false
52,strategy_2,1,4//1,true,false,false
52,strategy_2,2,1//1,true,false,false
52,strategy_2,3,4//1,true,false,false
52,strategy_3,1,3//1,true,false,false
52,strategy_3,2,4//1,true,false,false
52,strategy_3,3,1//1,true,false,false
52,strategy_4,1,4//1,true,false,false
52,strategy_4,2,1//1,true,false,false
52,strategy_4,3,3//1,true,false,false
52,strategy_5,1,2//1,true,false,false
52,strategy_5,2,3//1,true,false,false
52,strategy_5,3,4//1,true,false,false
52,candidate_1,1,3//1,false,true,false
52,candidate_1,2,3//1,false,true,false
52,candidate_1,3,7//2,false,true,false
52,candidate_2,1,5//2,false,true,false
52,candidate_2,2,5//2,false,true,false
52,candidate_2,3,7//2,false,true,false
53,inactive,1,0//1,true,false,true
53,inactive,2,0//1,true,false,true
53,inactive,3,0//1,true,false,true
53,strategy_1,1,4//1,true,false,false
53,strategy_1,2,4//1,true,false,false
53,strategy_1,3,4//1,true,false,false
53,strategy_2,1,4//1,true,false,false
53,strategy_2,2,4//1,true,false,false
53,strategy_2,3,4//1,true,false,false
53,strategy_3,1,4//1,true,false,false
53,strategy_3,2,4//1,true,false,false
53,strategy_3,3,4//1,true,false,false
53,strategy_4,1,4//1,true,false,false
53,strategy_4,2,3//1,true,false,false
53,strategy_4,3,4//1,true,false,false
53,strategy_5,1,4//1,true,false,false
53,strategy_5,2,1//1,true,false,false
53,strategy_5,3,4//1,true,false,false
53,candidate_1,1,7//2,false,true,false
53,candidate_1,2,4//1,false,true,false
53,candidate_1,3,9//2,false,true,false
53,candidate_2,1,9//2,false,true,false
53,candidate_2,2,9//2,false,true,false
53,candidate_2,3,7//2,false,true,false
54,inactive,1,0//1,true,false,true
54,inactive,2,0//1,true,false,true
54,strategy_1,1,1//1,true,false,false
54,strategy_1,2,4//1,true,false,false
54,strategy_2,1,3//1,true,false,false
54,strategy_2,2,4//1,true,false,false
54,strategy_3,1,4//1,true,false,false
54,strategy_3,2,4//1,true,false,false
54,strategy_4,1,4//1,true,false,false
54,strategy_4,2,4//1,true,false,false
54,strategy_5,1,1//1,true,false,false
54,strategy_5,2,4//1,true,false,false
54,candidate_1,1,5//2,false,true,false
54,candidate_1,2,7//2,false,true,false
54,candidate_2,1,5//2,false,true,false
54,candidate_2,2,3//1,false,true,false
55,inactive,1,0//1,true,false,true
55,inactive,2,0//1,true,false,true
55,strategy_1,1,3//1,true,false,false
55,strategy_1,2,4//1,true,false,false
55,strategy_2,1,4//1,true,false,false
55,strategy_2,2,3//1,true,false,false
55,strategy_3,1,2//1,true,false,false
55,strategy_3,2,4//1,true,false,false
55,strategy_4,1,2//1,true,false,false
55,strategy_4,2,4//1,true,false,false
55,strategy_5,1,4//1,true,false,false
55,strategy_5,2,4//1,true,false,false
55,candidate_1,1,5//1,false,true,false
55,candidate_1,2,11//2,false,true,false
55,candidate_2,1,11//2,false,true,false
55,candidate_2,2,11//2,false,true,false
56,inactive,1,0//1,true,false,true
56,inactive,2,0//1,true,false,true
56,strategy_1,1,2//1,true,false,false
56,strategy_1,2,4//1,true,false,false
56,strategy_2,1,4//1,true,false,false
56,strategy_2,2,2//1,true,false,false
56,strategy_3,1,1//1,true,false,false
56,strategy_3,2,4//1,true,false,false
56,strategy_4,1,4//1,true,false,false
56,strategy_4,2,4//1,true,false,false
56,candidate_1,1,9//2,false,true,false
56,candidate_1,2,9//2,false,true,false
56,candidate_2,1,5//1,false,true,false
56,candidate_2,2,9//2,false,true,false
57,inactive,1,0//1,true,false,true
57,inactive,2,0//1,true,false,true
57,inactive,3,0//1,true,false,true
57,strategy_1,1,4//1,true,false,false
57,strategy_1,2,4//1,true,false,false
57,strategy_1,3,4//1,true,false,false
57,strategy_2,1,3//1,true,false,false
57,strategy_2,2,4//1,true,false,false
57,strategy_2,3,4//1,true,false,false
57,strategy_3,1,1//1,true,false,false
57,strategy_3,2,4//1,true,false,false
57,strategy_3,3,2//1,true,false,false
57,strategy_4,1,3//1,true,false,false
57,strategy_4,2,2//1,true,false,false
57,strategy_4,3,1//1,true,false,false
57,candidate_1,1,5//2,false,true,false
57,candidate_1,2,3//1,false,true,false
57,candidate_1,3,5//2,false,true,false
57,candidate_2,1,7//2,false,true,false
57,candidate_2,2,5//2,false,true,false
57,candidate_2,3,7//2,false,true,false
58,inactive,1,0//1,true,false,true
58,inactive,2,0//1,true,false,true
58,strategy_1,1,4//1,true,false,false
58,strategy_1,2,2//1,true,false,false
58,strategy_2,1,4//1,true,false,false
58,strategy_2,2,1//1,true,false,false
58,strategy_3,1,4//1,true,false,false
58,strategy_3,2,4//1,true,false,false
58,strategy_4,1,2//1,true,false,false
58,strategy_4,2,4//1,true,false,false
58,strategy_5,1,2//1,true,false,false
58,strategy_5,2,4//1,true,false,false
58,candidate_1,1,4//1,false,true,false
58,candidate_1,2,9//2,false,true,false
58,candidate_2,1,7//2,false,true,false
58,candidate_2,2,4//1,false,true,false
59,inactive,1,0//1,true,false,true
59,inactive,2,0//1,true,false,true
59,inactive,3,0//1,true,false,true
59,strategy_1,1,1//1,true,false,false
59,strategy_1,2,2//1,true,false,false
59,strategy_1,3,1//1,true,false,false
59,strategy_2,1,4//1,true,false,false
59,strategy_2,2,3//1,true,false,false
59,strategy_2,3,2//1,true,false,false
59,strategy_3,1,1//1,true,false,false
59,strategy_3,2,1//1,true,false,false
59,strategy_3,3,4//1,true,false,false
59,strategy_4,1,2//1,true,false,false
59,strategy_4,2,3//1,true,false,false
59,strategy_4,3,2//1,true,false,false
59,candidate_1,1,3//1,false,true,false
59,candidate_1,2,7//4,false,true,false
59,candidate_1,3,7//2,false,true,false
59,candidate_2,1,7//2,false,true,false
59,candidate_2,2,7//4,false,true,false
59,candidate_2,3,5//2,false,true,false
60,inactive,1,0//1,true,false,true
60,inactive,2,0//1,true,false,true
60,strategy_1,1,2//1,true,false,false
60,strategy_1,2,3//1,true,false,false
60,strategy_2,1,4//1,true,false,false
60,strategy_2,2,4//1,true,false,false
60,strategy_3,1,2//1,true,false,false
60,strategy_3,2,1//1,true,false,false
60,strategy_4,1,3//1,true,false,false
60,strategy_4,2,4//1,true,false,false
60,strategy_5,1,1//1,true,false,false
60,strategy_5,2,1//1,true,false,false
60,candidate_1,1,3//1,false,true,false
60,candidate_1,2,5//2,false,true,false
60,candidate_2,1,5//2,false,true,false
60,candidate_2,2,5//2,false,true,false
61,inactive,1,0//1,true,false,true
61,inactive,2,0//1,true,false,true
61,inactive,3,0//1,true,false,true
61,strategy_1,1,4//1,true,false,false
61,strategy_1,2,2//1,true,false,false
61,strategy_1,3,1//1,true,false,false
61,strategy_2,1,2//1,true,false,false
61,strategy_2,2,4//1,true,false,false
61,strategy_2,3,2//1,true,false,false
61,strategy_3,1,1//1,true,false,false
61,strategy_3,2,1//1,true,false,false
61,strategy_3,3,2//1,true,false,false
61,strategy_4,1,3//1,true,false,false
61,strategy_4,2,4//1,true,false,false
61,strategy_4,3,3//1,true,false,false
61,candidate_1,1,7//2,false,true,false
61,candidate_1,2,4//1,false,true,false
61,candidate_1,3,3//1,false,true,false
61,candidate_2,1,7//2,false,true,false
61,candidate_2,2,9//2,false,true,false
61,candidate_2,3,7//2,false,true,false
62,inactive,1,0//1,true,false,true
62,inactive,2,0//1,true,false,true
62,inactive,3,0//1,true,false,true
62,inactive,4,0//1,true,false,true
62,strategy_1,1,4//1,true,false,false
62,strategy_1,2,4//1,true,false,false
62,strategy_1,3,4//1,true,false,false
62,strategy_1,4,2//1,true,false,false
62,strategy_2,1,4//1,true,false,false
62,strategy_2,2,4//1,true,false,false
62,strategy_2,3,4//1,true,false,false
62,strategy_2,4,3//1,true,false,false
62,strategy_3,1,4//1,true,false,false
62,strategy_3,2,4//1,true,false,false
62,strategy_3,3,4//1,true,false,false
62,strategy_3,4,4//1,true,false,false
62,candidate_1,1,5//1,false,true,false
62,candidate_1,2,5//1,false,true,false
62,candidate_1,3,9//2,false,true,false
62,candidate_1,4,9//2,false,true,false
62,candidate_2,1,5//1,false,true,false
62,candidate_2,2,11//2,false,true,false
62,candidate_2,3,11//2,false,true,false
62,candidate_2,4,9//2,false,true,false
63,inactive,1,0//1,true,false,true
63,inactive,2,0//1,true,false,true
63,inactive,3,0//1,true,false,true
63,inactive,4,0//1,true,false,true
63,strategy_1,1,1//1,true,false,false
63,strategy_1,2,4//1,true,false,false
63,strategy_1,3,3//1,true,false,false
63,strategy_1,4,1//1,true,false,false
63,strategy_2,1,2//1,true,false,false
63,strategy_2,2,1//1,true,false,false
63,strategy_2,3,1//1,true,false,false
63,strategy_2,4,4//1,true,false,false
63,strategy_3,1,2//1,true,false,false
63,strategy_3,2,3//1,true,false,false
63,strategy_3,3,2//1,true,false,false
63,strategy_3,4,3//1,true,false,false
63,candidate_1,1,5//2,false,true,false
63,candidate_1,2,4//1,false,true,false
63,candidate_1,3,5//2,false,true,false
63,candidate_1,4,7//2,false,true,false
63,candidate_2,1,2//1,false,true,false
63,candidate_2,2,4//1,false,true,false
63,candidate_2,3,3//1,false,true,false
63,candidate_2,4,7//2,false,true,false
64,inactive,1,0//1,true,false,true
64,inactive,2,0//1,true,false,true
64,inactive,3,0//1,true,false,true
64,inactive,4,0//1,true,false,true
64,strategy_1,1,4//1,true,false,false
64,strategy_1,2,2//1,true,false,false
64,strategy_1,3,2//1,true,false,false
64,strategy_1,4,2//1,true,false,false
64,strategy_2,1,4//1,true,false,false
64,strategy_2,2,4//1,true,false,false
64,strategy_2,3,4//1,true,false,false
64,strategy_2,4,4//1,true,false,false
64,strategy_3,1,4//1,true,false,false
64,strategy_3,2,2//1,true,false,false
64,strategy_3,3,4//1,true,false,false
64,strategy_3,4,1//1,true,false,false
64,strategy_4,1,4//1,true,false,false
64,strategy_4,2,4//1,true,false,false
64,strategy_4,3,2//1,true,false,false
64,strategy_4,4,4//1,true,false,false
64,candidate_1,1,5//2,false,true,false
64,candidate_1,2,3//1,false,true,false
64,candidate_1,3,3//1,false,true,false
64,candidate_1,4,7//2,false,true,false
64,candidate_2,1,7//2,false,true,false
64,candidate_2,2,5//2,false,true,false
64,candidate_2,3,3//1,false,true,false
64,candidate_2,4,3//1,false,true,false
65,inactive,1,0//1,true,false,true
65,inactive,2,0//1,true,false,true
65,strategy_1,1,2//1,true,false,false
65,strategy_1,2,2//1,true,false,false
65,strategy_2,1,1//1,true,false,false
65,strategy_2,2,4//1,true,false,false
65,strategy_3,1,4//1,true,false,false
65,strategy_3,2,3//1,true,false,false
65,strategy_4,1,4//1,true,false,false
65,strategy_4,2,4//1,true,false,false
65,strategy_5,1,3//1,true,false,false
65,strategy_5,2,2//1,true,false,false
65,candidate_1,1,9//2,false,true,false
65,candidate_1,2,9//2,false,true,false
65,candidate_2,1,4//1,false,true,false
65,candidate_2,2,7//2,false,true,false
66,inactive,1,0//1,true,false,true
66,inactive,2,0//1,true,false,true
66,inactive,3,0//1,true,false,true
66,inactive,4,0//1,true,false,true
66,strategy_1,1,4//1,true,false,false
66,strategy_1,2,4//1,true,false,false
66,strategy_1,3,4//1,true,false,false
66,strategy_1,4,4//1,true,false,false
66,strategy_2,1,2//1,true,false,false
66,strategy_2,2,4//1,true,false,false
66,strategy_2,3,4//1,true,false,false
66,strategy_2,4,2//1,true,false,false
66,strategy_3,1,4//1,true,false,false
66,strategy_3,2,2//1,true,false,false
66,strategy_3,3,3//1,true,false,false
66,strategy_3,4,3//1,true,false,false
66,candidate_1,1,4//1,false,true,false
66,candidate_1,2,9//2,false,true,false
66,candidate_1,3,7//2,false,true,false
66,candidate_1,4,7//2,false,true,false
66,candidate_2,1,9//2,false,true,false
66,candidate_2,2,9//2,false,true,false
66,candidate_2,3,7//2,false,true,false
66,candidate_2,4,7//2,false,true,false
67,inactive,1,0//1,true,false,true
67,inactive,2,0//1,true,false,true
67,inactive,3,0//1,true,false,true
67,inactive,4,0//1,true,false,true
67,strategy_1,1,4//1,true,false,false
67,strategy_1,2,4//1,true,false,false
67,strategy_1,3,3//1,true,false,false
