strategy_id,ticker,directional_signal,entry_filter,holding_horizon,sizing_rule,exit_rule,risk_constraint,in_initial_library,in_safe_library,in_frontier_only_library,enabled_initial,enabled_safe,enabled_frontier_only,development_gross_utility,development_net_utility,validation_gross_utility,validation_net_utility,locked_gross_utility,locked_net_utility,mean_validation_turnover,coverage_selection_count,current_selection_count,average_selection_count,novelty_selection_count
EWM__momentum_20__trend_100__h5__unit__horizon__notional_cap_1,EWM,momentum_20,trend_100,5,unit,horizon,notional_cap_1,false,false,false,true,true,false,0.03832774858404648,0.011814116158583361,-0.002043799939899763,-0.019137163734983066,-0.01149113162094508,-0.030827115992087664,0.1359300476947536,0,0,0,0
EWM__momentum_20__trend_100__h5__unit__horizon__vol_target_10,EWM,momentum_20,trend_100,5,unit,horizon,vol_target_10,false,false,false,true,true,false,0.026191833509331408,0.006607782249760833,0.0022266509910527452,-0.011834459236767595,-0.02381257516968758,-0.03924322946393183,0.11175511192759842,0,0,0,0
EWM__momentum_20__trend_100__h5__unit__signal_flip__notional_cap_1,EWM,momentum_20,trend_100,5,unit,signal_flip,notional_cap_1,false,false,false,true,true,false,0.06837310742512642,0.03983874091093475,-0.015486381396745625,-0.03401779358613212,-0.014597747944367832,-0.03532447840674514,0.14705882352941177,0,0,0,0
EWM__momentum_20__trend_100__h5__unit__signal_flip__vol_target_10,EWM,momentum_20,trend_100,5,unit,signal_flip,vol_target_10,false,false,false,true,true,false,0.04120041245981683,0.020524514077645623,0.0016538360042137453,-0.013293603551899714,-0.022998400605189307,-0.03920753668037253,0.11869923587314624,0,0,0,0
EWM__momentum_60__always__h20__half__horizon__notional_cap_1,EWM,momentum_60,always,20,half,horizon,notional_cap_1,false,false,false,true,true,false,0.04909330247947097,0.04408667787267466,-0.0039306639722711655,-0.007681782253989884,-0.01865311336585779,-0.022607179951345042,0.029809220985691574,0,0,0,0
EWM__momentum_60__always__h20__half__horizon__vol_target_10,EWM,momentum_60,always,20,half,horizon,vol_target_10,false,false,false,true,true,false,0.043019161899273566,0.038033716895884945,-0.008603930714546291,-0.012387378389386257,-0.020387211167598174,-0.024390250253059242,0.030063105953807085,0,0,0,0
EWM__momentum_60__always__h20__half__signal_flip__notional_cap_1,EWM,momentum_60,always,20,half,signal_flip,notional_cap_1,false,false,false,true,true,false,0.04096598137962217,0.03387380742046321,-0.007255276470678173,-0.01341403297411489,-3.362601669499579e-5,-0.004787938537943255,0.04888712241653418,0,0,0,0
EWM__momentum_60__always__h20__half__signal_flip__vol_target_10,EWM,momentum_60,always,20,half,signal_flip,vol_target_10,false,false,false,true,true,false,0.03761867995813912,0.0310250072491447,-0.009831357067032302,-0.015934135789594784,-0.0019006850392847747,-0.006707648758808484,0.04843998709161469,0,0,0,0
EWM__momentum_60__always__h20__unit__horizon__notional_cap_1,EWM,momentum_60,always,20,unit,horizon,notional_cap_1,true,false,false,true,true,false,0.07981169468609534,0.06979844129202269,-0.018349425364442024,-0.02584197480292262,-0.046429518646260715,-0.05433322536976774,0.05961844197138315,0,0,0,0
EWM__momentum_60__always__h20__unit__horizon__vol_target_10,EWM,momentum_60,always,20,unit,horizon,vol_target_10,false,false,false,true,true,false,0.054451401015915335,0.04563399727754085,-0.008427093839232095,-0.01531288889388829,-0.04895215050197631,-0.05658274193204506,0.054693932203712534,0,0,0,0
EWM__momentum_60__always__h20__unit__signal_flip__notional_cap_1,EWM,momentum_60,always,20,unit,signal_flip,notional_cap_1,false,false,false,true,true,false,0.06779768710789219,0.05361442173483254,-0.022542221939946237,-0.03485769310472649,-0.007330326006366297,-0.016832472752726584,0.09777424483306836,0,0,0,0
EWM__momentum_60__always__h20__unit__signal_flip__vol_target_10,EWM,momentum_60,always,20,unit,signal_flip,vol_target_10,false,false,false,true,true,false,0.046703154906130806,0.035947875085442796,-0.014415264806536968,-0.024931991750504034,-0.020330310542851643,-0.028619604934428514,0.0834965333847876,0,0,0,0
EWM__momentum_60__always__h5__half__horizon__notional_cap_1,EWM,momentum_60,always,5,half,horizon,notional_cap_1,false,false,false,true,true,false,0.004817769217147352,-0.011217063083757155,-0.02333356796430253,-0.03490420474476437,0.0011775992661919427,-0.01029216154368167,0.09181240063593005,0,0,0,0
EWM__momentum_60__always__h5__half__horizon__vol_target_10,EWM,momentum_60,always,5,half,horizon,vol_target_10,false,false,false,true,true,false,0.008498066448210629,-0.006805501866413404,-0.026585097134964365,-0.03788033840513406,-0.0019884441687156675,-0.013355190371275815,0.08962604003742854,0,0,0,0
EWM__momentum_60__always__h5__half__signal_flip__notional_cap_1,EWM,momentum_60,always,5,half,signal_flip,notional_cap_1,false,false,false,true,true,false,0.023193498425071672,0.0060797672308989595,-0.022111280648790085,-0.03488641783770513,0.010278630894501518,-0.001586249789118541,0.10135135135135136,0,0,0,0
EWM__momentum_60__always__h5__half__signal_flip__vol_target_10,EWM,momentum_60,always,5,half,signal_flip,vol_target_10,false,false,false,true,true,false,0.024256355405655915,0.008077275982446659,-0.024075282154572247,-0.03653384690329214,0.006920708069717603,-0.004844494950403724,0.09883636018881232,0,0,0,0
EWM__momentum_60__always__h5__unit__horizon__notional_cap_1,EWM,momentum_60,always,5,unit,horizon,notional_cap_1,false,false,false,true,true,false,-0.004966984058563731,-0.03706392915622149,-0.054803511920803016,-0.07794933408239602,-0.004403669707886979,-0.0273463059521509,0.1836248012718601,0,0,0,0
EWM__momentum_60__always__h5__unit__horizon__vol_target_10,EWM,momentum_60,always,5,unit,horizon,vol_target_10,false,false,false,true,true,false,0.009811355834990569,-0.013776395953530349,-0.04490867266591452,-0.06417908134440542,-0.018877185388574625,-0.03755537344298528,0.1528497963956135,0,0,0,0
EWM__momentum_60__always__h5__unit__signal_flip__notional_cap_1,EWM,momentum_60,always,5,unit,signal_flip,notional_cap_1,false,false,false,true,true,false,0.03388509833604772,-0.0003579059108418034,-0.051389303835223776,-0.07694931205034343,0.014129490191678765,-0.009592353687475557,0.20270270270270271,0,0,0,0
EWM__momentum_60__always__h5__unit__signal_flip__vol_target_10,EWM,momentum_60,always,5,unit,signal_flip,vol_target_10,false,false,false,true,true,false,0.0327850007658476,0.008137140852385705,-0.037388513041207376,-0.05856903025996858,-0.008841448385128832,-0.028029836375747234,0.16793580295832577,0,0,0,0
EWM__momentum_60__trend_100__h20__half__horizon__notional_cap_1,EWM,momentum_60,trend_100,20,half,horizon,notional_cap_1,false,false,false,true,true,false,0.04735815504443822,0.042517772092377074,-0.020044669377018855,-0.023504794468125513,-0.021201826435056918,-0.024956076118041425,0.027424483306836247,0,0,0,0
EWM__momentum_60__trend_100__h20__half__horizon__vol_target_10,EWM,momentum_60,trend_100,20,half,horizon,vol_target_10,false,false,false,true,true,false,0.04374129391845484,0.03894704784704674,-0.021532709749155925,-0.025019299991412187,-0.022935860678022203,-0.026739086012687905,0.027646055353087912,0,0,0,0
EWM__momentum_60__trend_100__h20__half__signal_flip__notional_cap_1,EWM,momentum_60,trend_100,20,half,signal_flip,notional_cap_1,false,false,false,true,true,false,0.02893392859655645,0.022670870945779,-0.019325375516841603,-0.024087260045275376,-0.004320786608282667,-0.00867553009798485,0.037758346581876,0,0,0,0
EWM__momentum_60__trend_100__h20__half__signal_flip__vol_target_10,EWM,momentum_60,trend_100,20,half,signal_flip,vol_target_10,false,false,false,true,true,false,0.028193853731538036,0.022175295364492788,-0.020719964969495346,-0.02544781755142253,-0.006187734289572085,-0.010595136309075824,0.037482977508326215,0,0,0,0
EWM__momentum_60__trend_100__h20__unit__horizon__notional_cap_1,EWM,momentum_60,trend_100,20,unit,horizon,notional_cap_1,false,false,false,true,true,false,0.07787071819099751,0.06818865658142842,-0.05049415922508618,-0.057423689796190065,-0.051121235787922076,-0.05862631083146583,0.054848966613672494,0,0,0,0
EWM__momentum_60__trend_100__h20__unit__horizon__vol_target_10,EWM,momentum_60,trend_100,20,unit,horizon,vol_target_10,false,false,false,true,true,false,0.05596385477052511,0.04731183056811043,-0.027119944923246785,-0.033460050954660606,-0.05598806959248742,-0.06318230354774845,0.05027781558345258,0,0,0,0
EWM__momentum_60__trend_100__h20__unit__signal_flip__notional_cap_1,EWM,momentum_60,trend_100,20,unit,signal_flip,notional_cap_1,false,false,false,true,true,false,0.04517988657165581,0.03264421225993672,-0.0460148407001166,-0.055547275475218955,-0.015460653587343429,-0.0241657960676148,0.075516693163752,0,0,0,0
EWM__momentum_60__trend_100__h20__unit__signal_flip__vol_target_10,EWM,momentum_60,trend_100,20,unit,signal_flip,vol_target_10,false,false,false,true,true,false,0.035620375734768506,0.025442093355918294,-0.02754906824983918,-0.03574354888664095,-0.0272022864025958,-0.03478967706785448,0.06497782595502803,0,0,0,0
EWM__momentum_60__trend_100__h5__half__horizon__notional_cap_1,EWM,momentum_60,trend_100,5,half,horizon,notional_cap_1,false,false,false,true,true,false,-0.0031726876000792137,-0.01820136939619655,-0.027420536821875417,-0.03729048376685761,-0.003373589837785551,-0.014047410921674436,0.07829888712241653,0,0,0,0
EWM__momentum_60__trend_100__h5__half__horizon__vol_target_10,EWM,momentum_60,trend_100,5,half,horizon,vol_target_10,false,false,false,true,true,false,0.0008775408897576447,-0.013638658654339303,-0.029824844241860254,-0.039474349961129286,-0.0064893139854484815,-0.017059074699866943,0.07655677466794326,0,0,0,0
EWM__momentum_60__trend_100__h5__half__signal_flip__notional_cap_1,EWM,momentum_60,trend_100,5,half,signal_flip,notional_cap_1,false,false,false,true,true,false,0.0060348917147318186,-0.009827414359399551,-0.03810381442341236,-0.04847327853351155,0.005797380029304134,-0.0051732141657956756,0.08227344992050874,0,0,0,0
EWM__momentum_60__trend_100__h5__half__signal_flip__vol_target_10,EWM,momentum_60,trend_100,5,half,signal_flip,vol_target_10,false,false,false,true,true,false,0.009660180067156524,-0.005584767651557582,-0.03893631831431634,-0.0490455502372464,0.0024396545740589465,-0.00843130455835823,0.08021010176773737,0,0,0,0
EWM__momentum_60__trend_100__h5__unit__horizon__notional_cap_1,EWM,momentum_60,trend_100,5,unit,horizon,notional_cap_1,false,false,false,true,true,false,-0.018806006029456628,-0.04888099811458822,-0.06216872916349498,-0.08191719738857478,-0.013116559669106773,-0.03447798072962257,0.15659777424483307,0,0,0,0
EWM__momentum_60__trend_100__h5__unit__horizon__vol_target_10,EWM,momentum_60,trend_100,5,unit,horizon,vol_target_10,false,false,false,true,true,false,0.0014090328799817031,-0.021090352200266567,-0.03866300153650442,-0.05528778088548708,-0.02748780011369628,-0.04481965857204717,0.13188135410499907,0,0,0,0
EWM__momentum_60__trend_100__h5__unit__signal_flip__notional_cap_1,EWM,momentum_60,trend_100,5,unit,signal_flip,notional_cap_1,false,false,false,true,true,false,0.0010780622231652374,-0.030662552801837065,-0.0823718777254458,-0.10311682478587435,0.005548518527391695,-0.016399041082896255,0.16454689984101747,0,0,0,0
EWM__momentum_60__trend_100__h5__unit__signal_flip__vol_target_10,EWM,momentum_60,trend_100,5,unit,signal_flip,vol_target_10,false,false,false,true,true,false,0.01423795719929935,-0.009328452314022118,-0.049772985101078776,-0.0670927072618177,-0.016312327262682086,-0.03394154313717862,0.13740815059285508,0,0,0,0
EWS__mean_reversion_5__always__h20__half__horizon__notional_cap_1,EWS,mean_reversion_5,always,20,half,horizon,notional_cap_1,false,false,false,true,true,false,0.03496844028034535,0.029863839497400638,0.021355985283729076,0.016000017366325992,-0.01462893003461979,-0.019835966662458425,0.042527821939586645,0,0,0,0
EWS__mean_reversion_5__always__h20__half__horizon__vol_target_10,EWS,mean_reversion_5,always,20,half,horizon,vol_target_10,false,false,false,true,true,false,0.02394063818004611,0.018980445521610014,0.017366518491585273,0.011950753715277257,-0.009303803934547373,-0.014525784338986776,0.04299361698022081,0,0,0,0
EWS__mean_reversion_5__always__h20__half__signal_flip__notional_cap_1,EWS,mean_reversion_5,always,20,half,signal_flip,notional_cap_1,false,false,false,true,true,false,0.0065601817784599285,-0.006218285165251316,0.00042053946736618237,-0.011089033882600238,0.00535480391324562,-0.007665043201079501,0.09141494435612083,0,0,0,0
EWS__mean_reversion_5__always__h20__half__signal_flip__vol_target_10,EWS,mean_reversion_5,always,20,half,signal_flip,vol_target_10,false,false,false,true,true,false,-0.00011725519422040552,-0.011563870278972519,-0.0046899287271783725,-0.01601810342087432,0.0029835011426044607,-0.00962269663370833,0.08996491416226157,0,0,0,0
EWS__mean_reversion_5__always__h20__unit__horizon__notional_cap_1,EWS,mean_reversion_5,always,20,unit,horizon,notional_cap_1,false,false,false,true,true,false,0.037320608803500355,0.02708233812205263,0.02769590933841471,0.016989048797578205,-0.05533987912099165,-0.06575149145110612,0.08505564387917329,0,0,0,0
EWS__mean_reversion_5__always__h20__unit__horizon__vol_target_10,EWS,mean_reversion_5,always,20,unit,horizon,vol_target_10,false,false,false,true,true,false,0.008276098382356163,0.00017313493161917777,0.011462764359351044,0.001350507855298928,-0.02843610946701161,-0.037450478912815,0.08023292633650278,0,0,0,0
EWS__mean_reversion_5__always__h20__unit__signal_flip__notional_cap_1,EWS,mean_reversion_5,always,20,unit,signal_flip,notional_cap_1,false,false,false,true,true,false,-0.007456011959008378,-0.03303610489941627,-0.008445718124175529,-0.03144744554629876,-0.007380097542566345,-0.03341815054676667,0.18282988871224165,0,0,0,0
EWS__mean_reversion_5__always__h20__unit__signal_flip__vol_target_10,EWS,mean_reversion_5,always,20,unit,signal_flip,vol_target_10,false,false,false,true,true,false,-0.016605691183335426,-0.03307302949412967,-0.02159535161431219,-0.03954834635432333,-0.0036477215192971934,-0.022097275079659383,0.1425643159783825,0,0,0,0
EWS__mean_reversion_5__always__h5__half__horizon__notional_cap_1,EWS,mean_reversion_5,always,5,half,horizon,notional_cap_1,false,false,false,true,true,false,0.00972302953636018,-0.0041699507113179945,0.0065272858175283765,-0.006984023882296324,-0.00695857344198917,-0.021390433587173595,0.10731319554848967,0,0,0,0
EWS__mean_reversion_5__always__h5__half__horizon__vol_target_10,EWS,mean_reversion_5,always,5,half,horizon,vol_target_10,false,false,false,true,true,false,0.005750557647447132,-0.0067496622051270916,0.0007909734004710994,-0.01256066421223675,-0.006255018065948778,-0.020189454540050597,0.10603370988388286,0,0,0,0
EWS__mean_reversion_5__always__h5__half__signal_flip__notional_cap_1,EWS,mean_reversion_5,always,5,half,signal_flip,notional_cap_1,false,false,false,true,true,false,0.016141159563637236,-0.0004766806202975704,0.01054011894960375,-0.004879319554023632,-0.012467326186673578,-0.029708392729847384,0.12241653418124006,0,0,0,0
EWS__mean_reversion_5__always__h5__half__signal_flip__vol_target_10,EWS,mean_reversion_5,always,5,half,signal_flip,vol_target_10,false,false,false,true,true,false,0.011389786155296414,-0.003386051223458779,0.005326709948176862,-0.009886366398695452,-0.011111033592281796,-0.027764189444706232,0.12076715002391122,0,0,0,0
EWS__mean_reversion_5__always__h5__unit__horizon__notional_cap_1,EWS,mean_reversion_5,always,5,unit,horizon,notional_cap_1,false,false,false,true,true,false,-0.0061227586757514815,-0.03390792469957675,0.002924141680288858,-0.02407817184079055,-0.03332681205094561,-0.06220846566824928,0.21462639109697934,0,0,0,0
EWS__mean_reversion_5__always__h5__unit__horizon__vol_target_10,EWS,mean_reversion_5,always,5,unit,horizon,vol_target_10,false,false,false,true,true,false,-0.010408370870995304,-0.0285159174027971,-0.01890337860584463,-0.040060850876069545,-0.009131708614636183,-0.029149719630062035,0.16804038630230392,0,0,0,0
EWS__mean_reversion_5__always__h5__unit__signal_flip__notional_cap_1,EWS,mean_reversion_5,always,5,unit,signal_flip,notional_cap_1,false,false,false,true,true,false,0.01379715216183329,-0.019463612547415864,0.012899630011452012,-0.01792915738938502,-0.04132995021569303,-0.07583952640428651,0.24483306836248012,0,0,0,0
EWS__mean_reversion_5__always__h5__unit__signal_flip__vol_target_10,EWS,mean_reversion_5,always,5,unit,signal_flip,vol_target_10,false,false,false,true,true,false,-0.0020432548497829016,-0.023196265590532915,-0.004536848889475522,-0.02822986177619804,-0.01927284304689541,-0.04272069823369729,0.18807064337820492,0,0,0,0
EWS__mean_reversion_5__trend_100__h20__half__horizon__notional_cap_1,EWS,mean_reversion_5,trend_100,20,half,horizon,notional_cap_1,false,false,false,true,true,false,0.03202615127415826,0.02876596603103818,0.003178766320537824,0.00017909178608718638,-0.003519709658262547,-0.00682759629213417,0.02384737678855326,0,0,0,0
EWS__mean_reversion_5__trend_100__h20__half__horizon__vol_target_10,EWS,mean_reversion_5,trend_100,20,half,horizon,vol_target_10,false,false,false,true,true,false,0.016257190496234822,0.012986961054201024,0.0024104201928477785,-0.0006124246920212253,-0.0044538203471714225,-0.0077906516051409625,0.024025389715723943,0,0,0,0
EWS__mean_reversion_5__trend_100__h20__half__signal_flip__notional_cap_1,EWS,mean_reversion_5,trend_100,20,half,signal_flip,notional_cap_1,false,false,false,true,true,false,-0.001294893096025181,-0.00964821887821285,0.010881135042483,0.004779343895509549,-0.016762692448963605,-0.024572776348823596,0.04848966613672496,0,0,0,0
EWS__mean_reversion_5__trend_100__h20__half__signal_flip__vol_target_10,EWS,mean_reversion_5,trend_100,20,half,signal_flip,vol_target_10,false,false,false,true,true,false,-0.008514932892029418,-0.016458685239636686,0.010080647640352543,0.00404661387592725,-0.016264359340455718,-0.02406781386438994,0.04794511193808537,0,0,0,0
EWS__mean_reversion_5__trend_100__h20__unit__horizon__notional_cap_1,EWS,mean_reversion_5,trend_100,20,unit,horizon,notional_cap_1,false,false,false,true,true,false,0.04768973622246058,0.041157604521503424,0.00011246114860658657,-0.005876698038480542,-0.017009891097279475,-0.023630944786979004,0.04769475357710652,0,0,0,0
EWS__mean_reversion_5__trend_100__h20__unit__horizon__vol_target_10,EWS,mean_reversion_5,trend_100,20,unit,horizon,vol_target_10,false,false,false,true,true,false,0.006512015917794899,0.0009653905548999194,0.0032402960996485205,-0.0026442645577200103,-0.02557447114228472,-0.03182238572011212,0.04677392622778623,0,0,0,0
EWS__mean_reversion_5__trend_100__h20__unit__signal_flip__notional_cap_1,EWS,mean_reversion_5,trend_100,20,unit,signal_flip,notional_cap_1,false,false,false,true,true,false,-0.013198179006617463,-0.02992274041351383,0.017791494065004,0.005603725343564885,-0.03948581590078302,-0.05510135022836288,0.09697933227344992,0,0,0,0
EWS__mean_reversion_5__trend_100__h20__unit__signal_flip__vol_target_10,EWS,mean_reversion_5,trend_100,20,unit,signal_flip,vol_target_10,false,false,false,true,true,false,-0.018953932493604476,-0.03090993847272484,0.014428837192504356,0.0038229891033562885,-0.028973393332397242,-0.041077002894978995,0.08429776141304893,0,0,0,0
EWS__mean_reversion_5__trend_100__h5__half__horizon__notional_cap_1,EWS,mean_reversion_5,trend_100,5,half,horizon,notional_cap_1,false,false,false,true,true,false,0.013371660114405576,0.005192118729035678,0.001349249295446604,-0.005356290526671317,0.0012791660847258223,-0.006632703697807729,0.05325914149443561,0,0,0,0
EWS__mean_reversion_5__trend_100__h5__half__horizon__vol_target_10,EWS,mean_reversion_5,trend_100,5,half,horizon,vol_target_10,false,false,false,true,true,false,0.0035661101716670035,-0.004253297560472325,0.001033973248959798,-0.005621982235125276,0.0005828394915722633,-0.007311146317513742,0.05285819748034661,0,0,0,0
EWS__mean_reversion_5__trend_100__h5__half__signal_flip__notional_cap_1,EWS,mean_reversion_5,trend_100,5,half,signal_flip,notional_cap_1,false,false,false,true,true,false,0.01309052404464075,0.0030725690430081602,0.017496540672232386,0.010088967796898956,-0.006298146046974734,-0.015611793643586017,0.058823529411764705,0,0,0,0
EWS__mean_reversion_5__trend_100__h5__half__signal_flip__vol_target_10,EWS,mean_reversion_5,trend_100,5,half,signal_flip,vol_target_10,false,false,false,true,true,false,0.008166215638759251,-0.0013331767818056304,0.016695991175154863,0.009356192718920377,-0.0068063437708208024,-0.016101382623174367,0.05827897521312513,0,0,0,0
EWS__mean_reversion_5__trend_100__h5__unit__horizon__notional_cap_1,EWS,mean_reversion_5,trend_100,5,unit,horizon,notional_cap_1,false,false,false,true,true,false,0.014930640457622296,-0.00143255819644008,-0.0007329328659078684,-0.014133788497781775,-0.0029092752477419895,-0.018731635140992253,0.10651828298887123,0,0,0,0
EWS__mean_reversion_5__trend_100__h5__unit__horizon__vol_target_10,EWS,mean_reversion_5,trend_100,5,unit,horizon,vol_target_10,false,false,false,true,true,false,-0.00790350966597855,-0.019621735844281136,-0.004944209283971955,-0.016385192149015442,-0.005597177226437874,-0.017802383318947755,0.09081951612882398,0,0,0,0
EWS__mean_reversion_5__trend_100__h5__unit__signal_flip__notional_cap_1,EWS,mean_reversion_5,trend_100,5,unit,signal_flip,notional_cap_1,false,false,false,true,true,false,0.017598278960019746,-0.0024470509802854475,0.03184061419926378,0.017033852109694776,-0.016829108830188334,-0.03545412846941566,0.11764705882352941,0,0,0,0
EWS__mean_reversion_5__trend_100__h5__unit__signal_flip__vol_target_10,EWS,mean_reversion_5,trend_100,5,unit,signal_flip,vol_target_10,false,false,false,true,true,false,0.0035721526593992404,-0.010513101926194634,0.022488007271456577,0.00989623703853427,-0.017359251030208172,-0.031474177881588274,0.09995032218047344,0,0,0,0
EWS__momentum_20__always__h20__half__horizon__notional_cap_1,EWS,momentum_20,always,20,half,horizon,notional_cap_1,false,false,false,true,true,false,0.03162922890555569,0.02662503041961043,-0.01033642149967887,-0.015039621781796943,0.0022650564840283995,-0.002342579004719508,0.037360890302066775,0,0,0,0
EWS__momentum_20__always__h20__half__horizon__vol_target_10,EWS,momentum_20,always,20,half,horizon,vol_target_10,false,false,false,true,true,false,0.022179907622952792,0.0172651410103596,-0.013246536604183706,-0.018018678147912595,0.0024834429292189134,-0.00218322178450965,0.037917742404221036,0,0,0,0
EWS__momentum_20__always__h20__half__signal_flip__notional_cap_1,EWS,momentum_20,always,20,half,signal_flip,notional_cap_1,false,false,false,true,true,false,0.03984912846229187,0.03254464709063439,-0.00434804340293314,-0.012003953729434462,-0.02450162843689236,-0.033262669024150614,0.060810810810810814,0,0,0,0
EWS__momentum_20__always__h20__half__signal_flip__vol_target_10,EWS,momentum_20,always,20,half,signal_flip,vol_target_10,false,false,false,true,true,false,0.02415137162193494,0.01719392462086951,-0.005870144577613616,-0.013486025887482234,-0.023286820360977012,-0.03193535504274432,0.060491056726064585,0,0,0,0
EWS__momentum_20__always__h20__unit__horizon__notional_cap_1,EWS,momentum_20,always,20,unit,horizon,notional_cap_1,false,false,false,true,true,false,0.033103519595732836,0.02309997068506439,-0.032766868828603475,-0.04216472560095494,-0.010987596003473193,-0.02020351156736784,0.07472178060413355,0,0,0,0
EWS__momentum_20__always__h20__unit__horizon__vol_target_10,EWS,momentum_20,always,20,unit,horizon,vol_target_10,false,false,false,true,true,false,0.0053470435703221585,-0.002763040180134681,-0.03216002389455226,-0.041172837440585267,-0.012698729017436237,-0.020849659951079,0.07160016294747934,0,0,0,0
EWS__momentum_20__always__h20__unit__signal_flip__notional_cap_1,EWS,momentum_20,always,20,unit,signal_flip,notional_cap_1,false,false,false,true,true,false,0.062061096630624715,0.04744582015061734,-0.016246955805690744,-0.03154627278737171,-0.05981829753135331,-0.07733463794079967,0.12162162162162163,0,0,0,0
EWS__momentum_20__always__h20__unit__signal_flip__vol_target_10,EWS,momentum_20,always,20,unit,signal_flip,vol_target_10,false,false,false,true,true,false,0.01712256172165276,0.00637045906945217,-0.018254708138744184,-0.03103149962526137,-0.0413393865226796,-0.0544122100183191,0.10151813534115688,0,0,0,0
EWS__momentum_20__always__h5__half__horizon__notional_cap_1,EWS,momentum_20,always,5,half,horizon,notional_cap_1,false,false,false,true,true,false,0.044607093360969505,0.030379893202222646,0.009598130080199762,-0.0038667376134316426,-0.008943084311265451,-0.02316650028648277,0.10691573926868045,0,0,0,0
EWS__momentum_20__always__h5__half__horizon__vol_target_10,EWS,momentum_20,always,5,half,horizon,vol_target_10,false,false,false,true,true,false,0.03733244427340356,0.024142033977639,0.006989447606779266,-0.006297755384911726,-0.009842234364856204,-0.02364511271033735,0.10551041285532152,0,0,0,0
EWS__momentum_20__always__h5__half__signal_flip__notional_cap_1,EWS,momentum_20,always,5,half,signal_flip,notional_cap_1,false,false,false,true,true,false,0.0424351079509718,0.02703382482917543,0.00287154309832289,-0.011451859206834367,-0.027856268923143867,-0.04358646799644277,0.1136724960254372,0,0,0,0
EWS__momentum_20__always__h5__half__signal_flip__vol_target_10,EWS,momentum_20,always,5,half,signal_flip,vol_target_10,false,false,false,true,true,false,0.032255099694686214,0.01802157892907088,0.0017583438369029713,-0.012351392586182368,-0.02695800340896424,-0.04215609649252346,0.11197273546391204,0,0,0,0
EWS__momentum_20__always__h5__unit__horizon__notional_cap_1,EWS,momentum_20,always,5,unit,horizon,notional_cap_1,false,false,false,true,true,false,0.0717202250995074,0.043265729100281564,0.011207168969448001,-0.015709535509370143,-0.02965783168067418,-0.058106344548157135,0.2138314785373609,0,0,0,0
EWS__momentum_20__always__h5__unit__horizon__vol_target_10,EWS,momentum_20,always,5,unit,horizon,vol_target_10,false,false,false,true,true,false,0.03800387335336601,0.018563127859426036,0.0018921878168207291,-0.01985465846469576,-0.030132926154304136,-0.050289174727622135,0.17268809046589192,0,0,0,0
EWS__momentum_20__always__h5__unit__signal_flip__notional_cap_1,EWS,momentum_20,always,5,unit,signal_flip,notional_cap_1,false,false,false,true,true,false,0.06954656690322525,0.03873216289286095,-0.000737630468393459,-0.029385770690612312,-0.06548195009639118,-0.09695282588084277,0.2273449920508744,0,0,0,0
EWS__momentum_20__always__h5__unit__signal_flip__vol_target_10,EWS,momentum_20,always,5,unit,signal_flip,vol_target_10,false,false,false,true,true,false,0.03498995176312811,0.014194006712588742,-0.001815995738400947,-0.024731868880697415,-0.04743502275830039,-0.06925492859467504,0.18181623579547188,0,0,0,0
EWS__momentum_20__trend_100__h20__half__horizon__notional_cap_1,EWS,momentum_20,trend_100,20,half,horizon,notional_cap_1,false,false,false,true,true,false,0.04748374014794576,0.043227992659483155,0.018209835916572912,0.01455574077898569,-0.03434238604657778,-0.03825464014651289,0.02901430842607313,0,0,0,0
EWS__momentum_20__trend_100__h20__half__horizon__vol_target_10,EWS,momentum_20,trend_100,20,half,horizon,vol_target_10,false,false,false,true,true,false,0.030391400480027683,0.026174055573616396,0.016421465446909433,0.012738187860187763,-0.03246766757021978,-0.036413900384289294,0.029252703404181457,0,0,0,0
EWS__momentum_20__trend_100__h20__half__signal_flip__notional_cap_1,EWS,momentum_20,trend_100,20,half,signal_flip,notional_cap_1,false,false,false,true,true,false,0.039826879707717276,0.033736122554546236,0.006071679344549277,0.0007200606486317883,-0.032143785191085246,-0.03871035237864097,0.042527821939586645,0,0,0,0
EWS__momentum_20__trend_100__h20__half__signal_flip__vol_target_10,EWS,momentum_20,trend_100,20,half,signal_flip,vol_target_10,false,false,false,true,true,false,0.022908984356729386,0.016980994597404306,0.0056761179963300155,0.00037851214878060905,-0.03039091194038692,-0.036974642852009604,0.04209673740194135,0,0,0,0
EWS__momentum_20__trend_100__h20__unit__horizon__notional_cap_1,EWS,momentum_20,trend_100,20,unit,horizon,notional_cap_1,true,false,false,true,true,false,0.07273927317456477,0.06422754149886004,0.028633776098724653,0.02132900127174619,-0.08088268250109638,-0.0887192982649068,0.05802861685214626,0,0,0,0
EWS__momentum_20__trend_100__h20__unit__horizon__vol_target_10,EWS,momentum_20,trend_100,20,unit,horizon,vol_target_10,false,false,false,true,true,false,0.01765278779447059,0.010591707358778766,0.01423670646534633,0.007095923163740924,-0.0595970013667769,-0.06670685484331845,0.05669642845166629,0,0,0,0
EWS__momentum_20__trend_100__h20__unit__signal_flip__notional_cap_1,EWS,momentum_20,trend_100,20,unit,signal_flip,notional_cap_1,false,false,false,true,true,false,0.06477464200967745,0.052594394853946944,0.006894110065001884,-0.0037953535898922353,-0.07240438082793407,-0.08554982286909497,0.08505564387917329,0,0,0,0
