trial_id,compressed_state_index,frontier,closure,witness_library_ids,witness_valid
309,20,6//1;23//4;2//1,core_a;core_c;expansion,base_1;base_2;closure_carrier;inactive,true
309,21,9//4;9//4;6//1,core_b;expansion,base_3;closure_carrier;inactive,true
309,22,6//1;9//4;6//1,core_a;core_b;expansion,base_1;base_3;closure_carrier;inactive,true
309,23,9//4;23//4;6//1,core_b;core_c;expansion,base_2;base_3;closure_carrier;inactive,true
309,24,6//1;23//4;6//1,core_a;core_b;core_c;expansion,base_1;base_2;base_3;closure_carrier;inactive,true
309,25,5//4;8//1;3//4,expansion,closure_carrier;frontier_addition;inactive,true
309,26,6//1;8//1;2//1,core_a;expansion,base_1;closure_carrier;frontier_addition;inactive,true
309,27,7//4;8//1;2//1,core_c;expansion,base_2;closure_carrier;frontier_addition;inactive,true
309,28,6//1;8//1;2//1,core_a;core_c;expansion,base_1;base_2;closure_carrier;frontier_addition;inactive,true
309,29,9//4;8//1;6//1,core_b;expansion,base_3;closure_carrier;frontier_addition;inactive,true
309,30,6//1;8//1;6//1,core_a;core_b;expansion,base_1;base_3;closure_carrier;frontier_addition;inactive,true
309,31,9//4;8//1;6//1,core_b;core_c;expansion,base_2;base_3;closure_carrier;frontier_addition;inactive,true
309,32,6//1;8//1;6//1,core_a;core_b;core_c;expansion,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,true
309,33,9//1;10//1;8//1,,descendant_1;inactive,true
309,34,9//1;10//1;8//1,core_a,base_1;descendant_1;inactive,true
309,35,9//1;10//1;8//1,core_c,base_2;descendant_1;inactive,true
309,36,9//1;10//1;8//1,core_a;core_c,base_1;base_2;descendant_1;inactive,true
309,37,9//1;10//1;8//1,core_b,base_3;descendant_1;inactive,true
309,38,9//1;10//1;8//1,core_a;core_b,base_1;base_3;descendant_1;inactive,true
309,39,9//1;10//1;8//1,core_b;core_c,base_2;base_3;descendant_1;inactive,true
309,40,9//1;10//1;8//1,core_a;core_b;core_c,base_1;base_2;base_3;descendant_1;inactive,true
309,41,9//1;10//1;8//1,expansion,closure_carrier;descendant_1;inactive,true
309,42,9//1;10//1;8//1,core_a;expansion,base_1;closure_carrier;descendant_1;inactive,true
309,43,9//1;10//1;8//1,core_c;expansion,base_2;closure_carrier;descendant_1;inactive,true
309,44,9//1;10//1;8//1,core_a;core_c;expansion,base_1;base_2;closure_carrier;descendant_1;inactive,true
309,45,9//1;10//1;8//1,core_b;expansion,base_3;closure_carrier;descendant_1;inactive,true
309,46,9//1;10//1;8//1,core_a;core_b;expansion,base_1;base_3;closure_carrier;descendant_1;inactive,true
309,47,9//1;10//1;8//1,core_b;core_c;expansion,base_2;base_3;closure_carrier;descendant_1;inactive,true
309,48,9//1;10//1;8//1,core_a;core_b;core_c;expansion,base_1;base_2;base_3;closure_carrier;descendant_1;inactive,true
309,49,12//1;13//1;11//1,,descendant_2;inactive,true
309,50,12//1;13//1;11//1,core_a,base_1;descendant_2;inactive,true
309,51,12//1;13//1;11//1,core_c,base_2;descendant_2;inactive,true
309,52,12//1;13//1;11//1,core_a;core_c,base_1;base_2;descendant_2;inactive,true
309,53,12//1;13//1;11//1,core_b,base_3;descendant_2;inactive,true
309,54,12//1;13//1;11//1,core_a;core_b,base_1;base_3;descendant_2;inactive,true
309,55,12//1;13//1;11//1,core_b;core_c,base_2;base_3;descendant_2;inactive,true
309,56,12//1;13//1;11//1,core_a;core_b;core_c,base_1;base_2;base_3;descendant_2;inactive,true
309,57,12//1;13//1;11//1,expansion,closure_carrier;descendant_2;inactive,true
309,58,12//1;13//1;11//1,core_a;expansion,base_1;closure_carrier;descendant_2;inactive,true
309,59,12//1;13//1;11//1,core_c;expansion,base_2;closure_carrier;descendant_2;inactive,true
309,60,12//1;13//1;11//1,core_a;core_c;expansion,base_1;base_2;closure_carrier;descendant_2;inactive,true
309,61,12//1;13//1;11//1,core_b;expansion,base_3;closure_carrier;descendant_2;inactive,true
309,62,12//1;13//1;11//1,core_a;core_b;expansion,base_1;base_3;closure_carrier;descendant_2;inactive,true
309,63,12//1;13//1;11//1,core_b;core_c;expansion,base_2;base_3;closure_carrier;descendant_2;inactive,true
309,64,12//1;13//1;11//1,core_a;core_b;core_c;expansion,base_1;base_2;base_3;closure_carrier;descendant_2;inactive,true
310,1,0//1;0//1;0//1,,inactive,true
310,2,4//1;17//4;17//4,core_a,base_1;inactive,true
310,3,2//1;7//4;2//1,core_c,base_2;inactive,true
310,4,4//1;17//4;17//4,core_a;core_c,base_1;base_2;inactive,true
310,5,1//1;1//1;1//1,core_b,base_3;inactive,true
310,6,4//1;17//4;17//4,core_a;core_b,base_1;base_3;inactive,true
310,7,2//1;7//4;2//1,core_b;core_c,base_2;base_3;inactive,true
310,8,4//1;17//4;17//4,core_a;core_b;core_c,base_1;base_2;base_3;inactive,true
310,9,3//1;5//1;13//4,,frontier_addition;inactive,true
310,10,4//1;5//1;17//4,core_a,base_1;frontier_addition;inactive,true
310,11,3//1;5//1;13//4,core_c,base_2;frontier_addition;inactive,true
310,12,4//1;5//1;17//4,core_a;core_c,base_1;base_2;frontier_addition;inactive,true
310,13,3//1;5//1;13//4,core_b,base_3;frontier_addition;inactive,true
310,14,4//1;5//1;17//4,core_a;core_b,base_1;base_3;frontier_addition;inactive,true
310,15,3//1;5//1;13//4,core_b;core_c,base_2;base_3;frontier_addition;inactive,true
310,16,4//1;5//1;17//4,core_a;core_b;core_c,base_1;base_2;base_3;frontier_addition;inactive,true
310,17,1//1;3//4;5//4,expansion,closure_carrier;inactive,true
310,18,4//1;17//4;17//4,core_a;expansion,base_1;closure_carrier;inactive,true
310,19,2//1;7//4;2//1,core_c;expansion,base_2;closure_carrier;inactive,true
310,20,4//1;17//4;17//4,core_a;core_c;expansion,base_1;base_2;closure_carrier;inactive,true
310,21,1//1;1//1;5//4,core_b;expansion,base_3;closure_carrier;inactive,true
310,22,4//1;17//4;17//4,core_a;core_b;expansion,base_1;base_3;closure_carrier;inactive,true
310,23,2//1;7//4;2//1,core_b;core_c;expansion,base_2;base_3;closure_carrier;inactive,true
310,24,4//1;17//4;17//4,core_a;core_b;core_c;expansion,base_1;base_2;base_3;closure_carrier;inactive,true
310,25,3//1;5//1;13//4,expansion,closure_carrier;frontier_addition;inactive,true
310,26,4//1;5//1;17//4,core_a;expansion,base_1;closure_carrier;frontier_addition;inactive,true
310,27,3//1;5//1;13//4,core_c;expansion,base_2;closure_carrier;frontier_addition;inactive,true
310,28,4//1;5//1;17//4,core_a;core_c;expansion,base_1;base_2;closure_carrier;frontier_addition;inactive,true
310,29,3//1;5//1;13//4,core_b;expansion,base_3;closure_carrier;frontier_addition;inactive,true
310,30,4//1;5//1;17//4,core_a;core_b;expansion,base_1;base_3;closure_carrier;frontier_addition;inactive,true
310,31,3//1;5//1;13//4,core_b;core_c;expansion,base_2;base_3;closure_carrier;frontier_addition;inactive,true
310,32,4//1;5//1;17//4,core_a;core_b;core_c;expansion,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,true
310,33,7//1;6//1;21//4,,descendant_1;inactive,true
310,34,7//1;6//1;21//4,core_a,base_1;descendant_1;inactive,true
310,35,7//1;6//1;21//4,core_c,base_2;descendant_1;inactive,true
310,36,7//1;6//1;21//4,core_a;core_c,base_1;base_2;descendant_1;inactive,true
310,37,7//1;6//1;21//4,core_b,base_3;descendant_1;inactive,true
310,38,7//1;6//1;21//4,core_a;core_b,base_1;base_3;descendant_1;inactive,true
310,39,7//1;6//1;21//4,core_b;core_c,base_2;base_3;descendant_1;inactive,true
310,40,7//1;6//1;21//4,core_a;core_b;core_c,base_1;base_2;base_3;descendant_1;inactive,true
310,41,7//1;6//1;21//4,expansion,closure_carrier;descendant_1;inactive,true
310,42,7//1;6//1;21//4,core_a;expansion,base_1;closure_carrier;descendant_1;inactive,true
310,43,7//1;6//1;21//4,core_c;expansion,base_2;closure_carrier;descendant_1;inactive,true
310,44,7//1;6//1;21//4,core_a;core_c;expansion,base_1;base_2;closure_carrier;descendant_1;inactive,true
310,45,7//1;6//1;21//4,core_b;expansion,base_3;closure_carrier;descendant_1;inactive,true
310,46,7//1;6//1;21//4,core_a;core_b;expansion,base_1;base_3;closure_carrier;descendant_1;inactive,true
310,47,7//1;6//1;21//4,core_b;core_c;expansion,base_2;base_3;closure_carrier;descendant_1;inactive,true
310,48,7//1;6//1;21//4,core_a;core_b;core_c;expansion,base_1;base_2;base_3;closure_carrier;descendant_1;inactive,true
310,49,9//1;8//1;29//4,,descendant_2;inactive,true
310,50,9//1;8//1;29//4,core_a,base_1;descendant_2;inactive,true
310,51,9//1;8//1;29//4,core_c,base_2;descendant_2;inactive,true
310,52,9//1;8//1;29//4,core_a;core_c,base_1;base_2;descendant_2;inactive,true
310,53,9//1;8//1;29//4,core_b,base_3;descendant_2;inactive,true
310,54,9//1;8//1;29//4,core_a;core_b,base_1;base_3;descendant_2;inactive,true
310,55,9//1;8//1;29//4,core_b;core_c,base_2;base_3;descendant_2;inactive,true
310,56,9//1;8//1;29//4,core_a;core_b;core_c,base_1;base_2;base_3;descendant_2;inactive,true
310,57,9//1;8//1;29//4,expansion,closure_carrier;descendant_2;inactive,true
310,58,9//1;8//1;29//4,core_a;expansion,base_1;closure_carrier;descendant_2;inactive,true
310,59,9//1;8//1;29//4,core_c;expansion,base_2;closure_carrier;descendant_2;inactive,true
310,60,9//1;8//1;29//4,core_a;core_c;expansion,base_1;base_2;closure_carrier;descendant_2;inactive,true
310,61,9//1;8//1;29//4,core_b;expansion,base_3;closure_carrier;descendant_2;inactive,true
310,62,9//1;8//1;29//4,core_a;core_b;expansion,base_1;base_3;closure_carrier;descendant_2;inactive,true
310,63,9//1;8//1;29//4,core_b;core_c;expansion,base_2;base_3;closure_carrier;descendant_2;inactive,true
310,64,9//1;8//1;29//4,core_a;core_b;core_c;expansion,base_1;base_2;base_3;closure_carrier;descendant_2;inactive,true
311,1,0//1;0//1;0//1,,inactive,true
311,2,25//4;7//4;9//4,core_b,base_1;inactive,true
311,3,2//1;25//4;9//4,core_a,base_2;inactive,true
311,4,25//4;25//4;9//4,core_a;core_b,base_1;base_2;inactive,true
311,5,2//1;9//4;6//1,core_c,base_3;inactive,true
311,6,25//4;9//4;6//1,core_b;core_c,base_1;base_3;inactive,true
311,7,2//1;25//4;6//1,core_a;core_c,base_2;base_3;inactive,true
311,8,25//4;25//4;6//1,core_a;core_b;core_c,base_1;base_2;base_3;inactive,true
311,9,33//4;3//4;3//4,,frontier_addition;inactive,true
311,10,33//4;7//4;9//4,core_b,base_1;frontier_addition;inactive,true
311,11,33//4;25//4;9//4,core_a,base_2;frontier_addition;inactive,true
311,12,33//4;25//4;9//4,core_a;core_b,base_1;base_2;frontier_addition;inactive,true
311,13,33//4;9//4;6//1,core_c,base_3;frontier_addition;inactive,true
311,14,33//4;9//4;6//1,core_b;core_c,base_1;base_3;frontier_addition;inactive,true
311,15,33//4;25//4;6//1,core_a;core_c,base_2;base_3;frontier_addition;inactive,true
311,16,33//4;25//4;6//1,core_a;core_b;core_c,base_1;base_2;base_3;frontier_addition;inactive,true
311,17,3//4;3//4;1//1,bridge;trigger_a;trigger_b,closure_carrier;inactive,true
311,18,25//4;7//4;9//4,bridge;core_b;trigger_a;trigger_b,base_1;closure_carrier;inactive,true
311,19,2//1;25//4;9//4,bridge;core_a;trigger_a;trigger_b,base_2;closure_carrier;inactive,true
311,20,25//4;25//4;9//4,bridge;core_a;core_b;trigger_a;trigger_b,base_1;base_2;closure_carrier;inactive,true
311,21,2//1;9//4;6//1,bridge;core_c;trigger_a;trigger_b,base_3;closure_carrier;inactive,true
311,22,25//4;9//4;6//1,bridge;core_b;core_c;trigger_a;trigger_b,base_1;base_3;closure_carrier;inactive,true
311,23,2//1;25//4;6//1,bridge;core_a;core_c;trigger_a;trigger_b,base_2;base_3;closure_carrier;inactive,true
311,24,25//4;25//4;6//1,bridge;core_a;core_b;core_c;trigger_a;trigger_b,base_1;base_2;base_3;closure_carrier;inactive,true
311,25,33//4;3//4;1//1,bridge;trigger_a;trigger_b,closure_carrier;frontier_addition;inactive,true
311,26,33//4;7//4;9//4,bridge;core_b;trigger_a;trigger_b,base_1;closure_carrier;frontier_addition;inactive,true
311,27,33//4;25//4;9//4,bridge;core_a;trigger_a;trigger_b,base_2;closure_carrier;frontier_addition;inactive,true
311,28,33//4;25//4;9//4,bridge;core_a;core_b;trigger_a;trigger_b,base_1;base_2;closure_carrier;frontier_addition;inactive,true
311,29,33//4;9//4;6//1,bridge;core_c;trigger_a;trigger_b,base_3;closure_carrier;frontier_addition;inactive,true
311,30,33//4;9//4;6//1,bridge;core_b;core_c;trigger_a;trigger_b,base_1;base_3;closure_carrier;frontier_addition;inactive,true
311,31,33//4;25//4;6//1,bridge;core_a;core_c;trigger_a;trigger_b,base_2;base_3;closure_carrier;frontier_addition;inactive,true
311,32,33//4;25//4;6//1,bridge;core_a;core_b;core_c;trigger_a;trigger_b,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,true
311,33,45//4;37//4;8//1,,descendant_1;inactive,true
311,34,45//4;37//4;8//1,core_b,base_1;descendant_1;inactive,true
311,35,45//4;37//4;8//1,core_a,base_2;descendant_1;inactive,true
311,36,45//4;37//4;8//1,core_a;core_b,base_1;base_2;descendant_1;inactive,true
311,37,45//4;37//4;8//1,core_c,base_3;descendant_1;inactive,true
311,38,45//4;37//4;8//1,core_b;core_c,base_1;base_3;descendant_1;inactive,true
311,39,45//4;37//4;8//1,core_a;core_c,base_2;base_3;descendant_1;inactive,true
311,40,45//4;37//4;8//1,core_a;core_b;core_c,base_1;base_2;base_3;descendant_1;inactive,true
311,41,45//4;37//4;8//1,bridge;trigger_a;trigger_b,closure_carrier;descendant_1;inactive,true
311,42,45//4;37//4;8//1,bridge;core_b;trigger_a;trigger_b,base_1;closure_carrier;descendant_1;inactive,true
311,43,45//4;37//4;8//1,bridge;core_a;trigger_a;trigger_b,base_2;closure_carrier;descendant_1;inactive,true
311,44,45//4;37//4;8//1,bridge;core_a;core_b;trigger_a;trigger_b,base_1;base_2;closure_carrier;descendant_1;inactive,true
311,45,45//4;37//4;8//1,bridge;core_c;trigger_a;trigger_b,base_3;closure_carrier;descendant_1;inactive,true
311,46,45//4;37//4;8//1,bridge;core_b;core_c;trigger_a;trigger_b,base_1;base_3;closure_carrier;descendant_1;inactive,true
311,47,45//4;37//4;8//1,bridge;core_a;core_c;trigger_a;trigger_b,base_2;base_3;closure_carrier;descendant_1;inactive,true
311,48,45//4;37//4;8//1,bridge;core_a;core_b;core_c;trigger_a;trigger_b,base_1;base_2;base_3;closure_carrier;descendant_1;inactive,true
311,49,49//4;41//4;11//1,,descendant_2;inactive,true
311,50,49//4;41//4;11//1,core_b,base_1;descendant_2;inactive,true
311,51,49//4;41//4;11//1,core_a,base_2;descendant_2;inactive,true
311,52,49//4;41//4;11//1,core_a;core_b,base_1;base_2;descendant_2;inactive,true
311,53,49//4;41//4;11//1,core_c,base_3;descendant_2;inactive,true
311,54,49//4;41//4;11//1,core_b;core_c,base_1;base_3;descendant_2;inactive,true
311,55,49//4;41//4;11//1,core_a;core_c,base_2;base_3;descendant_2;inactive,true
311,56,49//4;41//4;11//1,core_a;core_b;core_c,base_1;base_2;base_3;descendant_2;inactive,true
311,57,49//4;41//4;11//1,bridge;trigger_a;trigger_b,closure_carrier;descendant_2;inactive,true
311,58,49//4;41//4;11//1,bridge;core_b;trigger_a;trigger_b,base_1;closure_carrier;descendant_2;inactive,true
311,59,49//4;41//4;11//1,bridge;core_a;trigger_a;trigger_b,base_2;closure_carrier;descendant_2;inactive,true
311,60,49//4;41//4;11//1,bridge;core_a;core_b;trigger_a;trigger_b,base_1;base_2;closure_carrier;descendant_2;inactive,true
311,61,49//4;41//4;11//1,bridge;core_c;trigger_a;trigger_b,base_3;closure_carrier;descendant_2;inactive,true
311,62,49//4;41//4;11//1,bridge;core_b;core_c;trigger_a;trigger_b,base_1;base_3;closure_carrier;descendant_2;inactive,true
311,63,49//4;41//4;11//1,bridge;core_a;core_c;trigger_a;trigger_b,base_2;base_3;closure_carrier;descendant_2;inactive,true
311,64,49//4;41//4;11//1,bridge;core_a;core_b;core_c;trigger_a;trigger_b,base_1;base_2;base_3;closure_carrier;descendant_2;inactive,true
312,1,0//1;0//1;0//1,,inactive,true
312,2,4//1;15//4;15//4,core_c,base_1;inactive,true
312,3,7//4;9//4;7//4,core_b,base_2;inactive,true
312,4,4//1;15//4;15//4,core_b;core_c,base_1;base_2;inactive,true
312,5,3//4;1//1;5//4,core_a,base_3;inactive,true
312,6,4//1;15//4;15//4,core_a;core_c,base_1;base_3;inactive,true
312,7,7//4;9//4;7//4,core_a;core_b,base_2;base_3;inactive,true
312,8,4//1;15//4;15//4,core_a;core_b;core_c,base_1;base_2;base_3;inactive,true
312,9,11//4;3//1;19//4,,frontier_addition;inactive,true
312,10,4//1;15//4;19//4,core_c,base_1;frontier_addition;inactive,true
312,11,11//4;3//1;19//4,core_b,base_2;frontier_addition;inactive,true
312,12,4//1;15//4;19//4,core_b;core_c,base_1;base_2;frontier_addition;inactive,true
312,13,11//4;3//1;19//4,core_a,base_3;frontier_addition;inactive,true
312,14,4//1;15//4;19//4,core_a;core_c,base_1;base_3;frontier_addition;inactive,true
312,15,11//4;3//1;19//4,core_a;core_b,base_2;base_3;frontier_addition;inactive,true
312,16,4//1;15//4;19//4,core_a;core_b;core_c,base_1;base_2;base_3;frontier_addition;inactive,true
312,17,5//4;5//4;3//4,expansion,closure_carrier;inactive,true
312,18,4//1;15//4;15//4,core_c;expansion,base_1;closure_carrier;inactive,true
312,19,7//4;9//4;7//4,core_b;expansion,base_2;closure_carrier;inactive,true
312,20,4//1;15//4;15//4,core_b;core_c;expansion,base_1;base_2;closure_carrier;inactive,true
312,21,5//4;5//4;5//4,core_a;expansion,base_3;closure_carrier;inactive,true
312,22,4//1;15//4;15//4,core_a;core_c;expansion,base_1;base_3;closure_carrier;inactive,true
312,23,7//4;9//4;7//4,core_a;core_b;expansion,base_2;base_3;closure_carrier;inactive,true
312,24,4//1;15//4;15//4,core_a;core_b;core_c;expansion,base_1;base_2;base_3;closure_carrier;inactive,true
312,25,11//4;3//1;19//4,expansion,closure_carrier;frontier_addition;inactive,true
312,26,4//1;15//4;19//4,core_c;expansion,base_1;closure_carrier;frontier_addition;inactive,true
312,27,11//4;3//1;19//4,core_b;expansion,base_2;closure_carrier;frontier_addition;inactive,true
312,28,4//1;15//4;19//4,core_b;core_c;expansion,base_1;base_2;closure_carrier;frontier_addition;inactive,true
312,29,11//4;3//1;19//4,core_a;expansion,base_3;closure_carrier;frontier_addition;inactive,true
312,30,4//1;15//4;19//4,core_a;core_c;expansion,base_1;base_3;closure_carrier;frontier_addition;inactive,true
312,31,11//4;3//1;19//4,core_a;core_b;expansion,base_2;base_3;closure_carrier;frontier_addition;inactive,true
312,32,4//1;15//4;19//4,core_a;core_b;core_c;expansion,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,true
312,33,6//1;27//4;27//4,,descendant_1;inactive,true
312,34,6//1;27//4;27//4,core_c,base_1;descendant_1;inactive,true
312,35,6//1;27//4;27//4,core_b,base_2;descendant_1;inactive,true
312,36,6//1;27//4;27//4,core_b;core_c,base_1;base_2;descendant_1;inactive,true
312,37,6//1;27//4;27//4,core_a,base_3;descendant_1;inactive,true
312,38,6//1;27//4;27//4,core_a;core_c,base_1;base_3;descendant_1;inactive,true
312,39,6//1;27//4;27//4,core_a;core_b,base_2;base_3;descendant_1;inactive,true
312,40,6//1;27//4;27//4,core_a;core_b;core_c,base_1;base_2;base_3;descendant_1;inactive,true
312,41,6//1;27//4;27//4,expansion,closure_carrier;descendant_1;inactive,true
312,42,6//1;27//4;27//4,core_c;expansion,base_1;closure_carrier;descendant_1;inactive,true
312,43,6//1;27//4;27//4,core_b;expansion,base_2;closure_carrier;descendant_1;inactive,true
312,44,6//1;27//4;27//4,core_b;core_c;expansion,base_1;base_2;closure_carrier;descendant_1;inactive,true
312,45,6//1;27//4;27//4,core_a;expansion,base_3;closure_carrier;descendant_1;inactive,true
312,46,6//1;27//4;27//4,core_a;core_c;expansion,base_1;base_3;closure_carrier;descendant_1;inactive,true
312,47,6//1;27//4;27//4,core_a;core_b;expansion,base_2;base_3;closure_carrier;descendant_1;inactive,true
312,48,6//1;27//4;27//4,core_a;core_b;core_c;expansion,base_1;base_2;base_3;closure_carrier;descendant_1;inactive,true
312,49,7//1;31//4;35//4,,descendant_2;inactive,true
312,50,7//1;31//4;35//4,core_c,base_1;descendant_2;inactive,true
312,51,7//1;31//4;35//4,core_b,base_2;descendant_2;inactive,true
312,52,7//1;31//4;35//4,core_b;core_c,base_1;base_2;descendant_2;inactive,true
312,53,7//1;31//4;35//4,core_a,base_3;descendant_2;inactive,true
312,54,7//1;31//4;35//4,core_a;core_c,base_1;base_3;descendant_2;inactive,true
312,55,7//1;31//4;35//4,core_a;core_b,base_2;base_3;descendant_2;inactive,true
312,56,7//1;31//4;35//4,core_a;core_b;core_c,base_1;base_2;base_3;descendant_2;inactive,true
312,57,7//1;31//4;35//4,expansion,closure_carrier;descendant_2;inactive,true
312,58,7//1;31//4;35//4,core_c;expansion,base_1;closure_carrier;descendant_2;inactive,true
312,59,7//1;31//4;35//4,core_b;expansion,base_2;closure_carrier;descendant_2;inactive,true
312,60,7//1;31//4;35//4,core_b;core_c;expansion,base_1;base_2;closure_carrier;descendant_2;inactive,true
312,61,7//1;31//4;35//4,core_a;expansion,base_3;closure_carrier;descendant_2;inactive,true
312,62,7//1;31//4;35//4,core_a;core_c;expansion,base_1;base_3;closure_carrier;descendant_2;inactive,true
312,63,7//1;31//4;35//4,core_a;core_b;expansion,base_2;base_3;closure_carrier;descendant_2;inactive,true
312,64,7//1;31//4;35//4,core_a;core_b;core_c;expansion,base_1;base_2;base_3;closure_carrier;descendant_2;inactive,true
313,1,0//1;0//1;0//1,,inactive,true
313,2,17//4;17//4;15//4,core_a;core_b;core_c,base_1;inactive,true
313,3,9//4;2//1;2//1,core_a;core_b;core_c,base_2;inactive,true
313,4,1//1;3//4;1//1,core_a;core_b;core_c,base_3;inactive,true
313,5,19//4;11//4;3//1,,frontier_addition;inactive,true
313,6,19//4;17//4;15//4,core_a;core_b;core_c,base_1;frontier_addition;inactive,true
313,7,19//4;11//4;3//1,core_a;core_b;core_c,base_2;frontier_addition;inactive,true
313,8,3//4;5//4;1//1,expansion,closure_carrier;inactive,true
313,9,17//4;17//4;15//4,core_a;core_b;core_c;expansion,base_1;closure_carrier;inactive,true
313,10,9//4;2//1;2//1,core_a;core_b;core_c;expansion,base_2;closure_carrier;inactive,true
313,11,1//1;5//4;1//1,core_a;core_b;core_c;expansion,base_3;closure_carrier;inactive,true
313,12,19//4;11//4;3//1,expansion,closure_carrier;frontier_addition;inactive,true
313,13,19//4;17//4;15//4,core_a;core_b;core_c;expansion,base_1;closure_carrier;frontier_addition;inactive,true
313,14,19//4;11//4;3//1,core_a;core_b;core_c;expansion,base_2;closure_carrier;frontier_addition;inactive,true
313,15,27//4;29//4;19//4,,descendant_1;inactive,true
313,16,27//4;29//4;19//4,core_a;core_b;core_c,base_1;descendant_1;inactive,true
313,17,27//4;29//4;19//4,expansion,closure_carrier;descendant_1;inactive,true
313,18,27//4;29//4;19//4,core_a;core_b;core_c;expansion,base_1;closure_carrier;descendant_1;inactive,true
313,19,39//4;41//4;31//4,,descendant_2;inactive,true
313,20,39//4;41//4;31//4,core_a;core_b;core_c,base_1;descendant_2;inactive,true
313,21,39//4;41//4;31//4,expansion,closure_carrier;descendant_2;inactive,true
313,22,39//4;41//4;31//4,core_a;core_b;core_c;expansion,base_1;closure_carrier;descendant_2;inactive,true
314,1,0//1;0//1;0//1,,inactive,true
314,2,23//4;2//1;7//4,core_c,base_1;inactive,true
314,3,7//4;25//4;9//4,core_b,base_2;inactive,true
314,4,23//4;25//4;9//4,core_b;core_c,base_1;base_2;inactive,true
314,5,9//4;2//1;25//4,core_a,base_3;inactive,true
314,6,23//4;2//1;25//4,core_a;core_c,base_1;base_3;inactive,true
314,7,9//4;25//4;25//4,core_a;core_b,base_2;base_3;inactive,true
314,8,23//4;25//4;25//4,core_a;core_b;core_c,base_1;base_2;base_3;inactive,true
314,9,1//1;31//4;5//4,,frontier_addition;inactive,true
314,10,23//4;31//4;7//4,core_c,base_1;frontier_addition;inactive,true
314,11,7//4;31//4;9//4,core_b,base_2;frontier_addition;inactive,true
314,12,23//4;31//4;9//4,core_b;core_c,base_1;base_2;frontier_addition;inactive,true
314,13,9//4;31//4;25//4,core_a,base_3;frontier_addition;inactive,true
314,14,23//4;31//4;25//4,core_a;core_c,base_1;base_3;frontier_addition;inactive,true
314,15,9//4;31//4;25//4,core_a;core_b,base_2;base_3;frontier_addition;inactive,true
314,16,23//4;31//4;25//4,core_a;core_b;core_c,base_1;base_2;base_3;frontier_addition;inactive,true
314,17,5//4;3//4;3//4,bridge;trigger_a;trigger_b,closure_carrier;inactive,true
314,18,23//4;2//1;7//4,bridge;core_c;trigger_a;trigger_b,base_1;closure_carrier;inactive,true
314,19,7//4;25//4;9//4,bridge;core_b;trigger_a;trigger_b,base_2;closure_carrier;inactive,true
314,20,23//4;25//4;9//4,bridge;core_b;core_c;trigger_a;trigger_b,base_1;base_2;closure_carrier;inactive,true
314,21,9//4;2//1;25//4,bridge;core_a;trigger_a;trigger_b,base_3;closure_carrier;inactive,true
314,22,23//4;2//1;25//4,bridge;core_a;core_c;trigger_a;trigger_b,base_1;base_3;closure_carrier;inactive,true
314,23,9//4;25//4;25//4,bridge;core_a;core_b;trigger_a;trigger_b,base_2;base_3;closure_carrier;inactive,true
314,24,23//4;25//4;25//4,bridge;core_a;core_b;core_c;trigger_a;trigger_b,base_1;base_2;base_3;closure_carrier;inactive,true
314,25,5//4;31//4;5//4,bridge;trigger_a;trigger_b,closure_carrier;frontier_addition;inactive,true
314,26,23//4;31//4;7//4,bridge;core_c;trigger_a;trigger_b,base_1;closure_carrier;frontier_addition;inactive,true
314,27,7//4;31//4;9//4,bridge;core_b;trigger_a;trigger_b,base_2;closure_carrier;frontier_addition;inactive,true
314,28,23//4;31//4;9//4,bridge;core_b;core_c;trigger_a;trigger_b,base_1;base_2;closure_carrier;frontier_addition;inactive,true
314,29,9//4;31//4;25//4,bridge;core_a;trigger_a;trigger_b,base_3;closure_carrier;frontier_addition;inactive,true
314,30,23//4;31//4;25//4,bridge;core_a;core_c;trigger_a;trigger_b,base_1;base_3;closure_carrier;frontier_addition;inactive,true
314,31,9//4;31//4;25//4,bridge;core_a;core_b;trigger_a;trigger_b,base_2;base_3;closure_carrier;frontier_addition;inactive,true
314,32,23//4;31//4;25//4,bridge;core_a;core_b;core_c;trigger_a;trigger_b,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,true
314,33,31//4;39//4;29//4,,descendant_1;inactive,true
314,34,31//4;39//4;29//4,core_c,base_1;descendant_1;inactive,true
314,35,31//4;39//4;29//4,core_b,base_2;descendant_1;inactive,true
314,36,31//4;39//4;29//4,core_b;core_c,base_1;base_2;descendant_1;inactive,true
314,37,31//4;39//4;29//4,core_a,base_3;descendant_1;inactive,true
314,38,31//4;39//4;29//4,core_a;core_c,base_1;base_3;descendant_1;inactive,true
314,39,31//4;39//4;29//4,core_a;core_b,base_2;base_3;descendant_1;inactive,true
314,40,31//4;39//4;29//4,core_a;core_b;core_c,base_1;base_2;base_3;descendant_1;inactive,true
314,41,31//4;39//4;29//4,bridge;trigger_a;trigger_b,closure_carrier;descendant_1;inactive,true
314,42,31//4;39//4;29//4,bridge;core_c;trigger_a;trigger_b,base_1;closure_carrier;descendant_1;inactive,true
