strategy_id,ticker,directional_signal,entry_filter,holding_horizon,sizing_rule,exit_rule,risk_constraint,in_initial_library,in_safe_library,in_frontier_only_library,enabled_initial,enabled_safe,enabled_frontier_only,development_gross_utility,development_net_utility,validation_gross_utility,validation_net_utility,locked_gross_utility,locked_net_utility,mean_validation_turnover
EFA__momentum_20__trend_100__h5__unit__horizon__vol_target_10,EFA,momentum_20,trend_100,5,unit,horizon,vol_target_10,false,false,false,true,true,false,-0.01114945463073785,-0.028683213810426444,0.007672994745221805,-0.01480151397228708,0.0026368683835630968,-0.016374447418939897,0.17845156761289935
EFA__momentum_20__trend_100__h5__unit__signal_flip__notional_cap_1,EFA,momentum_20,trend_100,5,unit,signal_flip,notional_cap_1,false,false,false,true,true,false,-0.013270466800356734,-0.039836907039983896,0.036920433883675635,0.009793018086122192,0.06081321187987229,0.03449203717232421,0.21542130365659778
EFA__momentum_20__trend_100__h5__unit__signal_flip__vol_target_10,EFA,momentum_20,trend_100,5,unit,signal_flip,vol_target_10,false,false,false,true,true,false,-0.011338556822200412,-0.029499799419705694,0.03807783717987312,0.014100920270682514,0.02709840477199056,0.0064697561817631,0.19039403140055758
EFA__momentum_60__always__h20__half__horizon__notional_cap_1,EFA,momentum_60,always,20,half,horizon,notional_cap_1,false,false,false,true,true,false,0.0371297201015878,0.03237142870766525,0.010722400401619845,0.006169610177379564,-0.03551266624760445,-0.0401662821167275,0.03616852146263911
EFA__momentum_60__always__h20__half__horizon__vol_target_10,EFA,momentum_60,always,20,half,horizon,vol_target_10,false,false,false,true,true,false,0.0347647475970655,0.03003030424313575,0.009185298316273183,0.004618812001976557,-0.02429760974182114,-0.029002703735781645,0.03628087570647657
EFA__momentum_60__always__h20__half__signal_flip__notional_cap_1,EFA,momentum_60,always,20,half,signal_flip,notional_cap_1,false,false,false,true,true,false,0.008702627439117018,0.0015227034491613733,0.0027115780840800286,-0.004347313946480477,0.005922421059279778,6.385845839702517e-5,0.05604133545310016
EFA__momentum_60__always__h20__half__signal_flip__vol_target_10,EFA,momentum_60,always,20,half,signal_flip,vol_target_10,false,false,false,true,true,false,0.003861295340800653,-0.0027371399961228326,0.00385370889114774,-0.003134948609483578,0.0046555112860268665,-0.0012137331830984872,0.05548145023157838
EFA__momentum_60__always__h20__unit__horizon__notional_cap_1,EFA,momentum_60,always,20,unit,horizon,notional_cap_1,false,false,false,true,true,false,0.04918398504211278,0.03966340224787952,0.011773611145429595,0.002676917657053534,-0.0895591451176033,-0.09885882322048661,0.07233704292527822
EFA__momentum_60__always__h20__unit__horizon__vol_target_10,EFA,momentum_60,always,20,unit,horizon,vol_target_10,false,false,false,true,true,false,0.03982712781273924,0.03227587296305016,0.007644469306916259,-0.0013757874357285347,-0.046366518203484364,-0.055223719950197175,0.07169413675275685
EFA__momentum_60__always__h20__unit__signal_flip__notional_cap_1,EFA,momentum_60,always,20,unit,signal_flip,notional_cap_1,false,false,false,true,true,false,0.0008135402200442898,-0.013553837858983578,-0.0016076558671781413,-0.01572080745523891,0.0020339099922864513,-0.009681739457349476,0.11208267090620032
EFA__momentum_60__always__h20__unit__signal_flip__vol_target_10,EFA,momentum_60,always,20,unit,signal_flip,vol_target_10,false,false,false,true,true,false,-0.000510031229313427,-0.010230463375189933,0.007196204241563113,-0.005146114963756645,-0.014077497786985697,-0.024659144744575985,0.09793008316476304
EFA__momentum_60__always__h5__half__horizon__notional_cap_1,EFA,momentum_60,always,5,half,horizon,notional_cap_1,false,false,false,true,true,false,0.007220441850283803,-0.007976187885889899,-0.005219646757927509,-0.019292891586173287,0.012278190321723132,-0.0024980815071819116,0.1116852146263911
EFA__momentum_60__always__h5__half__horizon__vol_target_10,EFA,momentum_60,always,5,half,horizon,vol_target_10,false,false,false,true,true,false,0.009347978106879928,-0.004993357351006865,-0.00616187485290825,-0.020151572219997558,0.011496155244817983,-0.003084929291614042,0.11102498187478779
EFA__momentum_60__always__h5__half__signal_flip__notional_cap_1,EFA,momentum_60,always,5,half,signal_flip,notional_cap_1,false,false,false,true,true,false,-0.006614695350020896,-0.023068253769464517,0.004355842553924126,-0.011022341625957582,0.0029001292892528044,-0.012476424755499458,0.12201907790143084
EFA__momentum_60__always__h5__half__signal_flip__vol_target_10,EFA,momentum_60,always,5,half,signal_flip,vol_target_10,false,false,false,true,true,false,-0.007330600982573049,-0.0226493443310732,0.005125428352941434,-0.010149256459954877,0.002080521616187058,-0.013091947556121548,0.12119319741193443
EFA__momentum_60__always__h5__unit__horizon__notional_cap_1,EFA,momentum_60,always,5,unit,horizon,notional_cap_1,false,false,false,true,true,false,-0.002146942532639577,-0.032559951543559514,-0.017521658573841237,-0.04566996380097377,0.015285667487210386,-0.014272519987392276,0.2233704292527822
EFA__momentum_60__always__h5__unit__horizon__vol_target_10,EFA,momentum_60,always,5,unit,horizon,vol_target_10,false,false,false,true,true,false,0.009297861307883386,-0.010905820979893791,-0.017270296020642513,-0.04216174999573727,-0.0008447914683302887,-0.024267318192246798,0.19748460722283928
EFA__momentum_60__always__h5__unit__signal_flip__notional_cap_1,EFA,momentum_60,always,5,unit,signal_flip,notional_cap_1,false,false,false,true,true,false,-0.028369642327235822,-0.061307054812957285,0.0023125848420868424,-0.028451344246279386,-0.003086395402607134,-0.03384380395045558,0.24403815580286167
EFA__momentum_60__always__h5__unit__signal_flip__vol_target_10,EFA,momentum_60,always,5,unit,signal_flip,vol_target_10,false,false,false,true,true,false,-0.009594804029494827,-0.03088946679343794,0.0030503898043202464,-0.02381367006869897,-0.014360083069551749,-0.03863651711958831,0.21297362574856593
EFA__momentum_60__trend_100__h20__half__horizon__notional_cap_1,EFA,momentum_60,trend_100,20,half,horizon,notional_cap_1,false,false,false,true,true,false,0.04068477982979489,0.03626104276435837,0.016229678931286837,0.01197042825961038,-0.020212416702830464,-0.024570663733123464,0.033783783783783786
EFA__momentum_60__trend_100__h20__half__horizon__vol_target_10,EFA,momentum_60,trend_100,20,half,horizon,vol_target_10,false,false,false,true,true,false,0.03128165516321738,0.026791551076994772,0.012656534853978494,0.008383780371004837,-0.010902031402913476,-0.015292306615738757,0.03389584484461316
EFA__momentum_60__trend_100__h20__half__signal_flip__notional_cap_1,EFA,momentum_60,trend_100,20,half,signal_flip,notional_cap_1,false,false,false,true,true,false,0.009371798140177377,0.003699320403171588,-0.0026368711021924,-0.008295812670187783,0.007322619953192558,0.0020649468724064863,0.04491255961844197
EFA__momentum_60__trend_100__h20__half__signal_flip__vol_target_10,EFA,momentum_60,trend_100,20,half,signal_flip,vol_target_10,false,false,false,true,true,false,0.0024286626376132953,-0.003142213059867214,-0.0011501188506720219,-0.006730956967383032,0.0060560478912007176,0.0007683020648011117,0.04429877128967129
EFA__momentum_60__trend_100__h20__unit__horizon__notional_cap_1,EFA,momentum_60,trend_100,20,unit,horizon,notional_cap_1,false,false,false,true,true,false,0.06295980276288796,0.05410988761372467,0.024115949429439294,0.015592460256246988,-0.05727885282086033,-0.06599800946349496,0.06756756756756757
EFA__momentum_60__trend_100__h20__unit__horizon__vol_target_10,EFA,momentum_60,trend_100,20,unit,horizon,vol_target_10,false,false,false,true,true,false,0.03112375303265496,0.02381706040820753,0.017292417667866614,0.008849028458816327,-0.03176912696214065,-0.040199873491564134,0.06700113750928088
EFA__momentum_60__trend_100__h20__unit__signal_flip__notional_cap_1,EFA,momentum_60,trend_100,20,unit,signal_flip,notional_cap_1,false,false,false,true,true,false,0.0041252296468022,-0.007216336930360022,-0.011566501896846637,-0.022884303144980786,0.005460053739638645,-0.005053945419753644,0.08982511923688394
EFA__momentum_60__trend_100__h20__unit__signal_flip__vol_target_10,EFA,momentum_60,trend_100,20,unit,signal_flip,vol_target_10,false,false,false,true,true,false,-0.0035488066325123626,-0.012221636214540609,0.005484727056736881,-0.0045975818440001015,-0.012146472450115488,-0.021960014306471713,0.0800254777995448
EFA__momentum_60__trend_100__h5__half__horizon__notional_cap_1,EFA,momentum_60,trend_100,5,half,horizon,notional_cap_1,false,false,false,true,true,false,0.018398534261001066,0.004371873554449617,-0.01321055275315046,-0.025983888057946318,0.010177725734571822,-0.0038999898522282784,0.10135135135135136
EFA__momentum_60__trend_100__h5__half__horizon__vol_target_10,EFA,momentum_60,trend_100,5,half,horizon,vol_target_10,false,false,false,true,true,false,0.012142297920192818,-0.001314438531590082,-0.014010281282692506,-0.026689445136437655,0.00935838492920454,-0.004538144652049376,0.1006180662362397
EFA__momentum_60__trend_100__h5__half__signal_flip__notional_cap_1,EFA,momentum_60,trend_100,5,half,signal_flip,notional_cap_1,false,false,false,true,true,false,0.006974446566896072,-0.007561836368463961,-0.009275646681575916,-0.022647982790248444,0.005038107889194535,-0.009539498290967008,0.106120826709062
EFA__momentum_60__trend_100__h5__half__signal_flip__vol_target_10,EFA,momentum_60,trend_100,5,half,signal_flip,vol_target_10,false,false,false,true,true,false,0.003096029156500076,-0.010829586990388482,-0.0076367771027646275,-0.020914751859663,0.004218834424812262,-0.010177592034447059,0.10537919331897865
EFA__momentum_60__trend_100__h5__unit__horizon__notional_cap_1,EFA,momentum_60,trend_100,5,unit,horizon,notional_cap_1,false,false,false,true,true,false,0.023241199295659976,-0.004828357437830558,-0.03286910767397003,-0.058421908352612885,0.011837672413644914,-0.0163285158477049,0.20270270270270271
EFA__momentum_60__trend_100__h5__unit__horizon__vol_target_10,EFA,momentum_60,trend_100,5,unit,horizon,vol_target_10,false,false,false,true,true,false,0.007628853387273947,-0.011592501433746311,-0.018796493629884788,-0.04166193308604522,-0.0005959934508451715,-0.022995895817229488,0.18138757353132953
EFA__momentum_60__trend_100__h5__unit__signal_flip__notional_cap_1,EFA,momentum_60,trend_100,5,unit,signal_flip,notional_cap_1,false,false,false,true,true,false,0.0013940617642731676,-0.02771265938114045,-0.02432490469132846,-0.05107180079533492,0.0019176875186223963,-0.027246473291053952,0.212241653418124
EFA__momentum_60__trend_100__h5__unit__signal_flip__vol_target_10,EFA,momentum_60,trend_100,5,unit,signal_flip,vol_target_10,false,false,false,true,true,false,-0.00025490559893223685,-0.02006300267065552,-0.007244608443860157,-0.031033538286033804,-0.008092598485840348,-0.03126988598481384,0.18868829584410404
EMB__mean_reversion_5__always__h20__half__horizon__notional_cap_1,EMB,mean_reversion_5,always,20,half,horizon,notional_cap_1,false,false,false,true,true,false,0.023493013285239558,0.01848193875485893,0.02588858924532403,0.020628689986889225,-0.017384117198436654,-0.022348918976693048,0.0417329093799682
EMB__mean_reversion_5__always__h20__half__horizon__vol_target_10,EMB,mean_reversion_5,always,20,half,horizon,vol_target_10,false,false,false,true,true,false,0.027030473152801934,0.022024115429863926,0.02588858924532403,0.020628689986889225,-0.01730212572449427,-0.02227208622343232,0.0417329093799682
EMB__mean_reversion_5__always__h20__half__signal_flip__notional_cap_1,EMB,mean_reversion_5,always,20,half,signal_flip,notional_cap_1,false,false,false,true,true,false,0.014998513194985505,0.005270736038824446,0.013426233872960859,0.001452497065984212,-0.00203360874971131,-0.013860221045526928,0.09499205087440382
EMB__mean_reversion_5__always__h20__half__signal_flip__vol_target_10,EMB,mean_reversion_5,always,20,half,signal_flip,vol_target_10,false,false,false,true,true,false,0.011839824250589834,0.002255889251935119,0.013426233872960859,0.001452497065984212,-0.001978482679996846,-0.01370128799503019,0.09499205087440382
EMB__mean_reversion_5__always__h20__unit__horizon__notional_cap_1,EMB,mean_reversion_5,always,20,unit,horizon,notional_cap_1,false,false,false,true,true,false,0.040432567048242725,0.030401513959832795,0.04943905968399828,0.038916155814011054,-0.04516438294319003,-0.055107850787535155,0.0834658187599364
EMB__mean_reversion_5__always__h20__unit__horizon__vol_target_10,EMB,mean_reversion_5,always,20,unit,horizon,vol_target_10,false,false,false,true,true,false,0.04215977476238373,0.032353905457964315,0.04762932064981097,0.03712497352558351,-0.03351038720332212,-0.04337268564742433,0.08331341767499789
EMB__mean_reversion_5__always__h20__unit__signal_flip__notional_cap_1,EMB,mean_reversion_5,always,20,unit,signal_flip,notional_cap_1,false,false,false,true,true,false,0.026534460726962014,0.007065736208278062,0.025591911644466347,0.0016349612369095357,-0.010945096366094668,-0.034614025676543134,0.18998410174880764
EMB__mean_reversion_5__always__h20__unit__signal_flip__vol_target_10,EMB,mean_reversion_5,always,20,unit,signal_flip,vol_target_10,false,false,false,true,true,false,0.007153119422557044,-0.01103387806976871,0.024333591998783297,0.0005664790389837476,-0.001488726172761909,-0.023153024638783402,0.1884830807067727
EMB__mean_reversion_5__always__h5__half__horizon__notional_cap_1,EMB,mean_reversion_5,always,5,half,horizon,notional_cap_1,false,false,false,true,true,false,0.012704691077561685,0.00047541042735694465,0.014516608913999732,0.0011405301089904441,0.011146750771672577,-0.0025245655762306837,0.106120826709062
EMB__mean_reversion_5__always__h5__half__horizon__vol_target_10,EMB,mean_reversion_5,always,5,half,horizon,vol_target_10,false,false,false,true,true,false,0.010591781909849763,-0.0014914032286606495,0.014516608913999732,0.0011405301089904441,0.005016646877031626,-0.008498879080579148,0.106120826709062
EMB__mean_reversion_5__always__h5__half__signal_flip__notional_cap_1,EMB,mean_reversion_5,always,5,half,signal_flip,notional_cap_1,false,false,false,true,true,false,0.006169937701747749,-0.007143495247102212,0.010334564976548942,-0.005147737461339752,0.006429467541859852,-0.009498171133480043,0.12281399046104928
EMB__mean_reversion_5__always__h5__half__signal_flip__vol_target_10,EMB,mean_reversion_5,always,5,half,signal_flip,vol_target_10,false,false,false,true,true,false,0.004157561833754942,-0.009005988146728828,0.010334564976548942,-0.005147737461339752,0.0023614822274285684,-0.013399440204053818,0.12281399046104928
EMB__mean_reversion_5__always__h5__unit__horizon__notional_cap_1,EMB,mean_reversion_5,always,5,unit,horizon,notional_cap_1,false,false,false,true,true,false,0.021955585502299736,-0.0025125304760026555,0.02737572023469499,0.0006138533453414843,0.015757441878423633,-0.011584421287434216,0.212241653418124
EMB__mean_reversion_5__always__h5__unit__horizon__vol_target_10,EMB,mean_reversion_5,always,5,unit,horizon,vol_target_10,false,false,false,true,true,false,0.003957646848840977,-0.019052382848024994,0.026064222486214192,-0.0003920395733459925,0.0026927079431426915,-0.022255634232012406,0.20978866348926575
EMB__mean_reversion_5__always__h5__unit__signal_flip__notional_cap_1,EMB,mean_reversion_5,always,5,unit,signal_flip,notional_cap_1,false,false,false,true,true,false,0.009314426303679905,-0.017320762445362296,0.019517623976147924,-0.011462460179222408,0.007664213569665334,-0.024195784692902476,0.24562798092209856
EMB__mean_reversion_5__always__h5__unit__signal_flip__vol_target_10,EMB,mean_reversion_5,always,5,unit,signal_flip,vol_target_10,false,false,false,true,true,false,-0.00458042561750177,-0.029639181562837413,0.018086786393080076,-0.01263152443214769,0.0006960736463283192,-0.02798456735217261,0.24355872271486498
EMB__mean_reversion_5__trend_100__h20__half__horizon__notional_cap_1,EMB,mean_reversion_5,trend_100,20,half,horizon,notional_cap_1,false,false,false,true,true,false,0.010829109411577248,0.0069054300908446865,0.008577968850544834,0.0052732533865530425,-0.011027706118850176,-0.014386497481085569,0.026232114467408585
EMB__mean_reversion_5__trend_100__h20__half__horizon__vol_target_10,EMB,mean_reversion_5,trend_100,20,half,horizon,vol_target_10,false,false,false,true,true,false,0.014057972765579563,0.010171815969596187,0.008577968850544834,0.0052732533865530425,-0.008629315211203668,-0.011989119886438675,0.026232114467408585
EMB__mean_reversion_5__trend_100__h20__half__signal_flip__notional_cap_1,EMB,mean_reversion_5,trend_100,20,half,signal_flip,notional_cap_1,false,false,false,true,true,false,0.012088792159663582,0.004492846104599261,0.00787268115105937,-4.267812823382865e-5,0.01461873000461573,0.006902949361318981,0.06279809220985691
EMB__mean_reversion_5__trend_100__h20__half__signal_flip__vol_target_10,EMB,mean_reversion_5,trend_100,20,half,signal_flip,vol_target_10,false,false,false,true,true,false,0.00909553152809358,0.0016332959904226969,0.00787268115105937,-4.267812823382865e-5,0.01459426576936131,0.006878501700570326,0.06279809220985691
EMB__mean_reversion_5__trend_100__h20__unit__horizon__notional_cap_1,EMB,mean_reversion_5,trend_100,20,unit,horizon,notional_cap_1,false,false,false,true,true,false,0.01764397936816314,0.009792970694504426,0.015991996228887948,0.00938362721870775,-0.02863746358509855,-0.03536197720574123,0.05246422893481717
EMB__mean_reversion_5__trend_100__h20__unit__horizon__vol_target_10,EMB,mean_reversion_5,trend_100,20,unit,horizon,vol_target_10,false,false,false,true,true,false,0.02257963008275584,0.014941985029775114,0.015991996228887948,0.00938362721870775,-0.012677695991441019,-0.019502830548999792,0.05246422893481717
EMB__mean_reversion_5__trend_100__h20__unit__signal_flip__notional_cap_1,EMB,mean_reversion_5,trend_100,20,unit,signal_flip,notional_cap_1,false,false,false,true,true,false,0.02164633949958176,0.006449310246211902,0.015032600597877905,-0.0008037172824109302,0.027825470097954396,0.012386830831603657,0.12559618441971382
EMB__mean_reversion_5__trend_100__h20__unit__signal_flip__vol_target_10,EMB,mean_reversion_5,trend_100,20,unit,signal_flip,vol_target_10,false,false,false,true,true,false,0.005493401874997443,-0.008675483855464544,0.015032600597877905,-0.0008037172824109302,0.026729957343810912,0.011747741643099,0.12559618441971382
EMB__mean_reversion_5__trend_100__h5__half__horizon__notional_cap_1,EMB,mean_reversion_5,trend_100,5,half,horizon,notional_cap_1,false,false,false,true,true,false,0.009796598571082496,0.0011159866290604476,0.009156371780198005,0.0011407257311885103,0.013418513499526255,0.006005459159851954,0.06359300476947535
EMB__mean_reversion_5__trend_100__h5__half__horizon__vol_target_10,EMB,mean_reversion_5,trend_100,5,half,horizon,vol_target_10,false,false,false,true,true,false,0.007981948422095575,-0.0005591676870305843,0.009156371780198005,0.0011407257311885103,0.013394049605601997,0.005981011752393697,0.06359300476947535
EMB__mean_reversion_5__trend_100__h5__half__signal_flip__notional_cap_1,EMB,mean_reversion_5,trend_100,5,half,signal_flip,notional_cap_1,false,false,false,true,true,false,0.005403754601040633,-0.0037789261733724953,0.004414218697267383,-0.004904803515325249,0.011460454831397668,0.002544125442522262,0.0739268680445151
EMB__mean_reversion_5__trend_100__h5__half__signal_flip__vol_target_10,EMB,mean_reversion_5,trend_100,5,half,signal_flip,vol_target_10,false,false,false,true,true,false,0.0035479771359286753,-0.005494963864567947,0.004414218697267383,-0.004904803515325249,0.011435991577992036,0.0025196791157814508,0.0739268680445151
EMB__mean_reversion_5__trend_100__h5__unit__horizon__notional_cap_1,EMB,mean_reversion_5,trend_100,5,unit,horizon,notional_cap_1,false,false,false,true,true,false,0.01727624593995907,-8.991043740062474e-5,0.01764335675513196,0.0016062097610017828,0.025354502328788876,0.010525814381856388,0.1271860095389507
EMB__mean_reversion_5__trend_100__h5__unit__horizon__vol_target_10,EMB,mean_reversion_5,trend_100,5,unit,horizon,vol_target_10,false,false,false,true,true,false,0.004467781809693152,-0.01187313118811047,0.01764335675513196,0.0016062097610017828,0.02359935943974677,0.009165385197662017,0.1271860095389507
EMB__mean_reversion_5__trend_100__h5__unit__signal_flip__notional_cap_1,EMB,mean_reversion_5,trend_100,5,unit,signal_flip,notional_cap_1,false,false,false,true,true,false,0.008756676682308395,-0.00961643052130437,0.008303227730245845,-0.010343290372906872,0.02189440756088498,0.004057388892505785,0.1478537360890302
EMB__mean_reversion_5__trend_100__h5__unit__signal_flip__vol_target_10,EMB,mean_reversion_5,trend_100,5,unit,signal_flip,vol_target_10,false,false,false,true,true,false,-0.0024059367270089504,-0.01965932277169547,0.008303227730245845,-0.010343290372906872,0.02057162723262855,0.003362122074418863,0.1478537360890302
EMB__momentum_20__always__h20__half__horizon__notional_cap_1,EMB,momentum_20,always,20,half,horizon,notional_cap_1,false,false,false,true,true,false,0.021289351922670636,0.01624248141301663,0.019597864358037106,0.0145391935357731,0.005379315004184725,0.000667116380153699,0.04014308426073132
EMB__momentum_20__always__h20__half__horizon__vol_target_10,EMB,momentum_20,always,20,half,horizon,vol_target_10,false,false,false,true,true,false,0.023914707896504146,0.018879034815437255,0.019597864358037106,0.0145391935357731,0.00634940043462815,0.0016165354816380377,0.04014308426073132
EMB__momentum_20__always__h20__half__signal_flip__notional_cap_1,EMB,momentum_20,always,20,half,signal_flip,notional_cap_1,false,false,false,true,true,false,0.02033962609996862,0.013958744871050074,0.01965787391208273,0.011388885059921283,0.003180262786445725,-0.003885027449519048,0.06558028616852146
EMB__momentum_20__always__h20__half__signal_flip__vol_target_10,EMB,momentum_20,always,20,half,signal_flip,vol_target_10,false,false,false,true,true,false,0.024224928550687187,0.017837483216546258,0.01965787391208273,0.011388885059921283,0.00430574546781968,-0.0027695741855221063,0.06558028616852146
EMB__momentum_20__always__h20__unit__horizon__notional_cap_1,EMB,momentum_20,always,20,unit,horizon,notional_cap_1,false,false,false,true,true,false,0.037256546763529956,0.027165753466635807,0.03733148286934989,0.027212856813998165,0.004504054929298612,-0.0049297952107046576,0.08028616852146264
EMB__momentum_20__always__h20__unit__horizon__vol_target_10,EMB,momentum_20,always,20,unit,horizon,vol_target_10,false,false,false,true,true,false,0.041764915166103166,0.031829555074108465,0.03649346234103521,0.026374185072212213,0.0031835402752943727,-0.006189802100839695,0.08028778370614773
EMB__momentum_20__always__h20__unit__signal_flip__notional_cap_1,EMB,momentum_20,always,20,unit,signal_flip,notional_cap_1,false,false,false,true,true,false,0.03669959843960924,0.023942960941153613,0.038071915362161896,0.021522192067983524,0.0016052069486446382,-0.0125335374610332,0.13116057233704292
EMB__momentum_20__always__h20__unit__signal_flip__vol_target_10,EMB,momentum_20,always,20,unit,signal_flip,vol_target_10,false,false,false,true,true,false,0.0456961699945902,0.03325838053161255,0.03723389989829687,0.020683590284260308,3.118102480667486e-5,-0.013506578009194099,0.131162187521728
EMB__momentum_20__always__h5__half__horizon__notional_cap_1,EMB,momentum_20,always,5,half,horizon,notional_cap_1,false,false,false,true,true,false,0.01779916687916593,0.003152943461321987,0.023009674733810236,0.008132863494494111,-0.0052186320163461215,-0.019295654923224687,0.11804451510333863
EMB__momentum_20__always__h5__half__horizon__vol_target_10,EMB,momentum_20,always,5,half,horizon,vol_target_10,false,false,false,true,true,false,0.019807769198027098,0.005251740651929319,0.023009674733810236,0.008132863494494111,-0.002103523172811802,-0.016124944583836804,0.11804451510333863
EMB__momentum_20__always__h5__half__signal_flip__notional_cap_1,EMB,momentum_20,always,5,half,signal_flip,notional_cap_1,false,false,false,true,true,false,0.02780093474416409,0.012488625274942322,0.014013265405139112,-0.0021632146604127246,-0.0005333552711692699,-0.015310330489536887,0.12837837837837837
EMB__momentum_20__always__h5__half__signal_flip__vol_target_10,EMB,momentum_20,always,5,half,signal_flip,vol_target_10,false,false,false,true,true,false,0.030741899851457383,0.015496959286955042,0.014013265405139112,-0.0021632146604127246,0.000330501918839112,-0.014388059463005138,0.12837837837837837
EMB__momentum_20__always__h5__unit__horizon__notional_cap_1,EMB,momentum_20,always,5,unit,horizon,notional_cap_1,false,false,false,true,true,false,0.03168607149017344,0.002389919540652005,0.044810533593428334,0.015050506442205203,-0.015966537604335272,-0.044129955145998954,0.23608903020667726
EMB__momentum_20__always__h5__unit__horizon__vol_target_10,EMB,momentum_20,always,5,unit,horizon,vol_target_10,false,false,false,true,true,false,0.03425599120305279,0.006027662799190617,0.04397245063735801,0.014258472596772282,-0.007206333952608454,-0.03370114125894944,0.23572243360620113
EMB__momentum_20__always__h5__unit__signal_flip__notional_cap_1,EMB,momentum_20,always,5,unit,signal_flip,notional_cap_1,false,false,false,true,true,false,0.05310422109586145,0.02247882427857706,0.02693904890195514,-0.005415520008900839,-0.005507977523468751,-0.035068978555921705,0.25675675675675674
EMB__momentum_20__always__h5__unit__signal_flip__vol_target_10,EMB,momentum_20,always,5,unit,signal_flip,vol_target_10,false,false,false,true,true,false,0.05079855582430183,0.021348769081303474,0.026101149277745667,-0.006207355568193228,-0.009304152462924428,-0.037056549138063964,0.25639016015628063
EMB__momentum_20__trend_100__h20__half__horizon__notional_cap_1,EMB,momentum_20,trend_100,20,half,horizon,notional_cap_1,false,false,false,true,true,false,0.02818099285326831,0.02354950504735083,0.022015989454983568,0.017755249165313826,0.004300426100068916,0.00039061408851706787,0.033783783783783786
EMB__momentum_20__trend_100__h20__half__horizon__vol_target_10,EMB,momentum_20,trend_100,20,half,horizon,vol_target_10,false,false,false,true,true,false,0.03209740411427019,0.027458983699267643,0.022015989454983568,0.017755249165313826,0.00392270269412782,8.601452927975949e-6,0.033783783783783786
EMB__momentum_20__trend_100__h20__half__signal_flip__notional_cap_1,EMB,momentum_20,trend_100,20,half,signal_flip,notional_cap_1,false,false,false,true,true,false,0.022413343598956532,0.016614113832618786,0.02297374997525785,0.016509429876733272,-5.6474552805968904e-5,-0.005818583574188933,0.051271860095389504
EMB__momentum_20__trend_100__h20__half__signal_flip__vol_target_10,EMB,momentum_20,trend_100,20,half,signal_flip,vol_target_10,false,false,false,true,true,false,0.026284395636658527,0.02047857366657498,0.02297374997525785,0.016509429876733272,-0.00043417514470251535,-0.006200564196311161,0.051271860095389504
EMB__momentum_20__trend_100__h20__unit__horizon__notional_cap_1,EMB,momentum_20,trend_100,20,unit,horizon,notional_cap_1,false,false,false,true,true,false,0.051614972737576384,0.042351273169535616,0.04220256195347898,0.033673114308313525,0.004251748915379022,-0.0035750984948983147,0.06756756756756757
EMB__momentum_20__trend_100__h20__unit__horizon__vol_target_10,EMB,momentum_20,trend_100,20,unit,horizon,vol_target_10,true,true,false,true,true,false,0.056975588764600925,0.047777146952514546,0.041434511039867304,0.03290276930890544,0.002352128385350309,-0.005401155104373084,0.06758393655298317
EMB__momentum_20__trend_100__h20__unit__signal_flip__notional_cap_1,EMB,momentum_20,trend_100,20,unit,signal_flip,notional_cap_1,false,false,false,true,true,false,0.04098917042231589,0.029390926853653663,0.044869356021857494,0.03193258437179735,-0.003609268640476761,-0.015139421737137383,0.10254372019077901
EMB__momentum_20__trend_100__h20__unit__signal_flip__vol_target_10,EMB,momentum_20,trend_100,20,unit,signal_flip,vol_target_10,false,false,false,true,true,false,0.04863612167259172,0.03732501766504683,0.044869356021857494,0.03193258437179735,-0.005716577537381051,-0.016985365806396382,0.10254372019077901
EMB__momentum_20__trend_100__h5__half__horizon__notional_cap_1,EMB,momentum_20,trend_100,5,half,horizon,notional_cap_1,false,false,false,true,true,false,0.020335342604858638,0.006689932627595713,0.016902311180522166,0.004233193074075018,-0.0007942120358632404,-0.012771527011733196,0.10055643879173291
EMB__momentum_20__trend_100__h5__half__horizon__vol_target_10,EMB,momentum_20,trend_100,5,half,horizon,vol_target_10,false,false,false,true,true,false,0.022329659416849928,0.008774416571321176,0.016902311180522166,0.004233193074075018,0.0012179524973040452,-0.010738806230221208,0.10055643879173291
EMB__momentum_20__trend_100__h5__half__signal_flip__notional_cap_1,EMB,momentum_20,trend_100,5,half,signal_flip,notional_cap_1,false,false,false,true,true,false,0.022941985310426127,0.008713393647173183,0.015868347374249674,0.0025987595524874594,0.0016281703470233243,-0.010642793127192301,0.10532591414944356
EMB__momentum_20__trend_100__h5__half__signal_flip__vol_target_10,EMB,momentum_20,trend_100,5,half,signal_flip,vol_target_10,false,false,false,true,true,false,0.02590704286589995,0.011769620137666088,0.015868347374249674,0.0025987595524874594,0.0013514278141641945,-0.010897992768888325,0.10532591414944356
EMB__momentum_20__trend_100__h5__unit__horizon__notional_cap_1,EMB,momentum_20,trend_100,5,unit,horizon,notional_cap_1,false,false,false,true,true,false,0.03694748167771234,0.009651934483892455,0.03277895855356674,0.007442708703294859,-0.00576335370784113,-0.029734616790971165,0.20111287758346583
EMB__momentum_20__trend_100__h5__unit__horizon__vol_target_10,EMB,momentum_20,trend_100,5,unit,horizon,vol_target_10,false,false,false,true,true,false,0.03862781393381283,0.012294725924328894,0.03277895855356674,0.007442708703294859,0.0007565608778229557,-0.022256189128908678,0.20111287758346583
