parameter,parameter_value,frontier_level,frontier_density,closure_richness,module_overlap,research_cost,research_duration,admission_probability,candidate_survival,discount_factor,belief_kernel_persistence,signal_precision_proxy,candidate_profile_quality,generator_frontier_dependence,total_value,passive_value,research_option_premium,operational_innovation,generative_innovation,research_frequency,optimal_action,research_cutoff,cutoff_kind,pruning_loss,compression_ratio,descendant_quality,frontier_closure_cross_difference,bellman_residual,value_error_bound,iterations,converged,gate_passed,sparse_mode,raw_source_of_truth,flags
signal_precision_proxy,0.4,1,0.5,0.75,0.25,2.5,1,0.75,0.9,0.8,0.75,0.4,2,0,4.13026527923,3.77499999991,0.355265279323,6.22500000009,-0.355265279412,0.707317073171,research,0.7,lower,0.355265279323,0.25,1.24875,-0.10508015,1.7918111439e-11,8.95905571952e-11,114,true,true,true,true,persistence_has_no_universal_sign;bellman_cutoff_is_numerical_only;delay_no_waiting_gain_unverified;relative_saturation_unverified
signal_precision_proxy,0.6,1,0.5,0.75,0.25,2.5,1,0.75,0.9,0.8,0.75,0.6,2,0,4.13081866257,3.78749999884,0.343318663722,6.21250000116,-0.343318663812,0.682926829268,research,0.675,lower,0.343318663722,0.25,1.248125,-0.102899225,1.7918111439e-11,8.95905571952e-11,114,true,true,true,true,persistence_has_no_universal_sign;bellman_cutoff_is_numerical_only;delay_no_waiting_gain_unverified;relative_saturation_unverified
signal_precision_proxy,0.8,1,0.5,0.75,0.25,2.5,1,0.75,0.9,0.8,0.75,0.8,2,0,4.13137204615,3.79999999014,0.331372056013,6.20000000986,-0.331372056102,0.682926829268,research,0.675,lower,0.331372056013,0.25,1.2475,-0.1007183,1.7918111439e-11,8.95905571952e-11,114,true,true,true,true,persistence_has_no_universal_sign;bellman_cutoff_is_numerical_only;delay_no_waiting_gain_unverified;relative_saturation_unverified
signal_precision_proxy,1,1,0.5,0.75,0.25,2.5,1,0.75,0.9,0.8,0.75,1,2,0,4.13192543045,3.8124999404,0.319425490053,6.1875000596,-0.319425490143,0.682926829268,research,0.675,lower,0.319425490053,0.25,1.246875,-0.098537375,1.7918111439e-11,8.95905571952e-11,114,true,true,true,true,persistence_has_no_universal_sign;bellman_cutoff_is_numerical_only;delay_no_waiting_gain_unverified;relative_saturation_unverified
candidate_profile_quality,0.5,1,0.5,0.75,0.25,2.5,1,0.75,0.9,0.8,0.75,0.5,0.5,0,3.78124999958,3.78124999966,-8.088196779e-11,0,0,0,continue,,empty,-8.088196779e-11,0.25,0,0,1.73887571009e-11,8.69437855044e-11,111,true,true,true,true,persistence_has_no_universal_sign;bellman_cutoff_is_numerical_only;delay_no_waiting_gain_unverified;relative_saturation_unverified
candidate_profile_quality,0.8,1,0.5,0.75,0.25,2.5,1,0.75,0.9,0.8,0.75,0.5,0.8,0,3.78124999958,3.78124999966,-8.088196779e-11,0.219652795261,-4.70734562441e-14,0,continue,,empty,-8.088196779e-11,0.25,0.0484375,0,1.73887571009e-11,8.69437855044e-11,111,true,true,true,true,persistence_has_no_universal_sign;bellman_cutoff_is_numerical_only;delay_no_waiting_gain_unverified;relative_saturation_unverified
candidate_profile_quality,1.1,1,0.5,0.75,0.25,2.5,1,0.75,0.9,0.8,0.75,0.5,1.1,0,3.78124999958,3.78124999966,-8.088196779e-11,1.71875000034,-1.53583812335e-11,0,continue,,empty,-8.088196779e-11,0.25,0.3484375,0,1.92486027117e-11,9.62430135587e-11,111,true,true,true,true,persistence_has_no_universal_sign;bellman_cutoff_is_numerical_only;delay_no_waiting_gain_unverified;relative_saturation_unverified
candidate_profile_quality,1.4,1,0.5,0.75,0.25,2.5,1,0.75,0.9,0.8,0.75,0.5,1.4,0,3.7812499996,3.78124999966,-6.47935038955e-11,3.21875000034,-3.31947802579e-11,0,continue,,empty,-6.47935038955e-11,0.25,0.6484375,0,1.95967686523e-11,9.79838432613e-11,112,true,true,true,true,persistence_has_no_universal_sign;bellman_cutoff_is_numerical_only;delay_no_waiting_gain_unverified;relative_saturation_unverified
candidate_profile_quality,1.7,1,0.5,0.75,0.25,2.5,1,0.75,0.9,0.8,0.75,0.5,1.7,0,3.78124999961,3.78124999966,-5.19038145796e-11,4.71875000034,-4.3289372087e-11,0.121951219512,continue,0.1,lower,-5.19038145796e-11,0.25,0.9484375,0,1.90389926047e-11,9.51949630235e-11,113,true,true,true,true,persistence_has_no_universal_sign;bellman_cutoff_is_numerical_only;delay_no_waiting_gain_unverified;relative_saturation_unverified
candidate_profile_quality,2,1,0.5,0.75,0.25,2.5,1,0.75,0.9,0.8,0.75,0.5,2,0,4.13054197089,3.78124999966,0.349291971233,6.21875000034,-0.349291971322,0.707317073171,research,0.7,lower,0.349291971233,0.25,1.2484375,-0.1039896875,1.7918111439e-11,8.95905571952e-11,114,true,true,true,true,persistence_has_no_universal_sign;bellman_cutoff_is_numerical_only;delay_no_waiting_gain_unverified;relative_saturation_unverified
candidate_profile_quality,2.3,1,0.5,0.75,0.25,2.5,1,0.75,0.9,0.8,0.75,0.5,2.3,0,5.1608746519,3.78124999966,1.37962465224,7.71875000034,-1.37962465232,1,research,0,full,1.37962465224,0.25,1.5484375,-0.71712819,1.64863678265e-11,8.24318391324e-11,115,true,true,true,true,persistence_has_no_universal_sign;bellman_cutoff_is_numerical_only;delay_no_waiting_gain_unverified;relative_saturation_unverified
generator_frontier_dependence,-0.5,1,0.5,0.75,0.25,2.5,1,0.75,0.9,0.8,0.75,0.5,2,-0.5,4.37127387426,3.78124999966,0.590023874596,6.21875000034,-0.590023874686,0.756097560976,research,0.75,lower,0.590023874596,0.25,1.2484375,-0.395771507576,1.7918111439e-11,8.95905571952e-11,114,true,true,true,true,frontier_dependent_generator;persistence_has_no_universal_sign;bellman_cutoff_is_numerical_only;delay_no_waiting_gain_unverified;relative_saturation_unverified
generator_frontier_dependence,-0.25,1,0.5,0.75,0.25,2.5,1,0.75,0.9,0.8,0.75,0.5,2,-0.25,4.25340513742,3.78124999966,0.472155137757,6.21875000034,-0.472155137847,0.731707317073,research,0.725,lower,0.472155137757,0.25,1.2484375,-0.246395373535,1.7918111439e-11,8.95905571952e-11,114,true,true,true,true,frontier_dependent_generator;persistence_has_no_universal_sign;bellman_cutoff_is_numerical_only;delay_no_waiting_gain_unverified;relative_saturation_unverified
generator_frontier_dependence,0,1,0.5,0.75,0.25,2.5,1,0.75,0.9,0.8,0.75,0.5,2,0,4.13054197089,3.78124999966,0.349291971233,6.21875000034,-0.349291971322,0.707317073171,research,0.7,lower,0.349291971233,0.25,1.2484375,-0.1039896875,1.7918111439e-11,8.95905571952e-11,114,true,true,true,true,persistence_has_no_universal_sign;bellman_cutoff_is_numerical_only;delay_no_waiting_gain_unverified;relative_saturation_unverified
generator_frontier_dependence,0.25,1,0.5,0.75,0.25,2.5,1,0.75,0.9,0.8,0.75,0.5,2,0.25,4.00236295698,3.78124999966,0.221112957316,6.21875000034,-0.221112957405,0.658536585366,research,0.65,lower,0.221112957316,0.25,1.2484375,0,1.7918111439e-11,8.95905571952e-11,114,true,true,true,true,frontier_dependent_generator;persistence_has_no_universal_sign;bellman_cutoff_is_numerical_only;delay_no_waiting_gain_unverified;relative_saturation_unverified
generator_frontier_dependence,0.5,1,0.5,0.75,0.25,2.5,1,0.75,0.9,0.8,0.75,0.5,2,0.5,3.86852178075,3.78124999966,0.0872717810864,6.21875000034,-0.087271781176,0.585365853659,research,0.575,lower,0.0872717810864,0.25,1.2484375,0,1.7918111439e-11,8.95905571952e-11,114,true,true,true,true,frontier_dependent_generator;persistence_has_no_universal_sign;bellman_cutoff_is_numerical_only;delay_no_waiting_gain_unverified;relative_saturation_unverified
